1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27.414291),(2 29.90315),(3 31.879747),(4 33.001904),(5 33.76121),(6 34.339066),(7 35.065845),(8 35.226154),(9 35.309273),(10 35.540565),(11 35.63599),(12 35.807922),(13 35.695984),(14 35.94112),(15 36.08632),(16 35.838585),(17 35.482834),(18 36.064453),(19 35.916283),(20 36.40096),(21 36.495247),(22 36.288216),(23 36.79702),(24 36.885937),(25 36.98089),(26 37.14769),(27 37.07327),(28 37.604813),(29 37.027954),(30 37.387424),(31 37.437366),(32 37.22236),(33 37.51918),(34 37.08712),(35 37.302605),(36 37.595444),(37 37.463207),(38 37.865723),(39 38.062878),(40 38.072586),(41 38.142033),(42 38.01246),(43 37.761703),(44 38.246655),(45 38.24209),(46 38.176193),(47 38.31156),(48 38.589676),(49 38.53279),(50 38.745773),(51 38.6106),(52 38.918255),(53 38.978214),(54 39.1895),(55 39.271854),(56 39.54356),(57 39.819336),(58 39.819637),(59 40.06333),(60 40.265263),(61 40.373325),(62 39.944344),(63 39.959454),(64 39.70265),(65 40.036285),(66 39.768696),(67 39.967365),(68 39.921635),(69 39.24471),(70 39.48767),(71 38.911194),(72 38.848873),(73 39.301598),(74 39.36651),(75 38.951756),(76 39.406513),(77 38.692116),(78 38.77692),(79 38.636208),
(1 27.187817),(2 29.290268),(3 31.380867),(4 32.171818),(5 32.959843),(6 33.752888),(7 33.93591),(8 34.114677),(9 34.558464),(10 34.877167),(11 35.490646),(12 35.745213),(13 35.80303),(14 36.09999),(15 36.173485),(16 35.904175),(17 35.620964),(18 35.766117),(19 36.14936),(20 36.24079),(21 36.552456),(22 36.45418),(23 36.78162),(24 36.686546),(25 37.069695),(26 37.252056),(27 36.802937),(28 37.014034),(29 36.737625),(30 37.290333),(31 37.61208),(32 37.2683),(33 37.20021),(34 37.14309),(35 37.507847),(36 37.62054),(37 37.56556),(38 37.88893),(39 37.76219),(40 38.4271),(41 38.059185),(42 38.186512),(43 38.29411),(44 38.30521),(45 38.672012),(46 38.52349),(47 38.647697),(48 38.83847),(49 39.21749),(50 39.191822),(51 39.347084),(52 39.34746),(53 39.25058),(54 39.282368),(55 39.34548),(56 39.37269),(57 39.71542),(58 39.444023),(59 39.99108),(60 39.540165),(61 39.307865),(62 39.313347),(63 39.008694),(64 38.89778),(65 39.3218),(66 38.865093),(67 39.055107),(68 38.345158),(69 38.865963),(70 38.717957),(71 38.0419),(72 38.1492),(73 38.274906),(74 38.35748),(75 38.367737),(76 38.206413),(77 38.02828),(78 37.91886),(79 37.92575),
(1 27.72751),(2 30.228209),(3 31.84536),(4 32.7677),(5 33.43659),(6 34.275352),(7 34.26526),(8 35.008682),(9 35.20641),(10 35.553486),(11 34.909805),(12 35.32625),(13 35.301495),(14 36.02217),(15 35.68345),(16 35.51825),(17 35.684547),(18 35.668552),(19 36.317215),(20 36.166645),(21 35.96085),(22 36.380043),(23 36.65561),(24 37.018677),(25 37.038277),(26 37.437428),(27 37.443325),(28 37.183994),(29 37.24893),(30 37.157272),(31 37.30553),(32 36.845097),(33 37.186108),(34 37.1939),(35 37.887817),(36 37.760033),(37 37.922398),(38 38.0036),(39 38.44999),(40 38.77655),(41 38.455868),(42 38.31455),(43 38.608677),(44 39.08436),(45 39.14629),(46 39.06644),(47 38.921158),(48 38.97337),(49 39.2304),(50 39.11037),(51 39.343025),(52 39.254234),(53 39.15726),(54 39.54429),(55 39.501137),(56 40.173347),(57 40.47986),(58 40.613525),(59 39.990402),(60 39.831966),(61 39.795486),(62 39.87673),(63 39.988426),(64 39.92267),(65 40.214973),(66 39.79694),(67 39.31353),(68 39.173748),(69 39.345345),(70 39.330273),(71 39.04928),(72 38.929222),(73 39.28387),(74 39.18281),(75 38.909233),(76 38.511345),(77 38.33211),(78 38.144875),(79 38.265507),
(1 27.262611),(2 29.95776),(3 31.565779),(4 32.400375),(5 33.64706),(6 34.40837),(7 35.097805),(8 35.210136),(9 35.282997),(10 35.931335),(11 35.89432),(12 36.063248),(13 36.39327),(14 36.222767),(15 35.70032),(16 35.910046),(17 35.806927),(18 35.679497),(19 35.801487),(20 35.69122),(21 35.83407),(22 36.37835),(23 36.13082),(24 36.37712),(25 36.369637),(26 36.556004),(27 36.67779),(28 36.961334),(29 36.53532),(30 37.036648),(31 36.988083),(32 36.90664),(33 36.780003),(34 37.0049),(35 37.03532),(36 37.676548),(37 37.487297),(38 38.043285),(39 38.247032),(40 38.197704),(41 38.18909),(42 38.517117),(43 38.391342),(44 38.437077),(45 38.39592),(46 38.685623),(47 38.81277),(48 38.414165),(49 38.728313),(50 38.698536),(51 38.531036),(52 38.693844),(53 38.481964),(54 38.95696),(55 38.879017),(56 39.085854),(57 38.86234),(58 39.037346),(59 39.485867),(60 39.116108),(61 39.121014),(62 39.34041),(63 39.084812),(64 38.90389),(65 38.88079),(66 38.75079),(67 38.94275),(68 38.92082),(69 38.84069),(70 38.921566),(71 38.351772),(72 38.609238),(73 38.27346),(74 38.203987),(75 37.73902),(76 37.820736),(77 37.936256),(78 37.749153),(79 37.875935),
(1 27.314642),(2 29.634266),(3 31.413748),(4 32.43129),(5 32.324654),(6 33.10788),(7 33.830105),(8 34.06032),(9 34.117714),(10 34.265152),(11 34.714176),(12 34.304695),(13 34.836468),(14 34.875187),(15 34.80024),(16 35.084717),(17 35.091427),(18 34.870426),(19 35.184483),(20 35.519318),(21 35.303516),(22 35.97551),(23 35.618195),(24 36.11826),(25 36.115334),(26 36.530132),(27 36.491234),(28 36.352936),(29 36.470295),(30 36.50368),(31 37.031746),(32 36.34191),(33 36.59684),(34 36.788498),(35 36.52766),(36 37.531265),(37 37.30293),(38 37.1962),(39 37.48417),(40 37.69206),(41 37.735264),(42 37.612328),(43 37.68993),(44 38.0157),(45 37.790565),(46 38.10749),(47 38.143017),(48 38.5016),(49 38.327465),(50 38.540558),(51 38.38348),(52 38.25715),(53 38.68399),(54 38.70266),(55 38.890995),(56 39.14221),(57 38.825874),(58 38.8007),(59 39.264923),(60 39.11462),(61 38.629356),(62 38.764603),(63 38.53788),(64 38.21505),(65 38.401802),(66 38.29717),(67 38.58685),(68 38.683826),(69 38.357483),(70 38.166336),(71 38.162075),(72 38.36533),(73 37.841904),(74 38.225163),(75 37.821358),(76 37.63405),(77 37.38624),(78 37.431416),(79 37.414745),
(1 27.268282),(2 29.641258),(3 31.499073),(4 32.660316),(5 33.421833),(6 33.776485),(7 34.439743),(8 34.788307),(9 35.335476),(10 35.514027),(11 35.559273),(12 35.56827),(13 35.88267),(14 36.262936),(15 35.86961),(16 36.215588),(17 36.019394),(18 35.474678),(19 36.063274),(20 35.973248),(21 35.957386),(22 36.21305),(23 36.79053),(24 36.67788),(25 36.709885),(26 37.152264),(27 36.515656),(28 37.123924),(29 37.11423),(30 37.345184),(31 37.313675),(32 37.505592),(33 37.09116),(34 37.653908),(35 37.298203),(36 37.874474),(37 38.25069),(38 38.35774),(39 38.75266),(40 38.45608),(41 38.908363),(42 38.863644),(43 38.520615),(44 38.62363),(45 38.914192),(46 38.933693),(47 38.919804),(48 38.776703),(49 38.904686),(50 39.118557),(51 38.80482),(52 38.827503),(53 38.763382),(54 39.07577),(55 39.444202),(56 39.41122),(57 39.77548),(58 39.939777),(59 39.736614),(60 39.433598),(61 39.574234),(62 39.75451),(63 39.50734),(64 39.401207),(65 38.94959),(66 38.602707),(67 38.860264),(68 39.024696),(69 39.150883),(70 39.1239),(71 38.748234),(72 38.841064),(73 38.830963),(74 38.870667),(75 38.739983),(76 38.346),(77 38.28168),(78 38.0834),(79 38.140434),
(1 26.725164),(2 28.84516),(3 30.95088),(4 31.545378),(5 32.26396),(6 32.805893),(7 33.389854),(8 33.696674),(9 34.22475),(10 34.538265),(11 34.49114),(12 34.631203),(13 34.87574),(14 34.72153),(15 34.659557),(16 34.76674),(17 35.019157),(18 34.62347),(19 35.1698),(20 35.415085),(21 35.372078),(22 35.55222),(23 35.597225),(24 35.72059),(25 36.540737),(26 36.48982),(27 35.924137),(28 36.08245),(29 35.886974),(30 36.16027),(31 36.32458),(32 35.899166),(33 36.771667),(34 36.397083),(35 36.526928),(36 36.925503),(37 37.186974),(38 36.805088),(39 37.075665),(40 36.60246),(41 37.161896),(42 37.113026),(43 37.17971),(44 37.141922),(45 37.35503),(46 37.720413),(47 37.92606),(48 37.5043),(49 37.93704),(50 38.103184),(51 37.589283),(52 37.6795),(53 38.086845),(54 38.56889),(55 38.708347),(56 39.563366),(57 38.968983),(58 39.104225),(59 38.579407),(60 38.94916),(61 38.848915),(62 38.685352),(63 38.239525),(64 38.15833),(65 37.94518),(66 38.161743),(67 38.084373),(68 38.243164),(69 38.13416),(70 38.70388),(71 38.431152),(72 38.1986),(73 38.426613),(74 38.06477),(75 38.028324),(76 38.422173),(77 37.9072),(78 37.654858),(79 37.777866),
(1 27.312588),(2 29.171085),(3 31.032616),(4 31.906574),(5 32.676743),(6 33.40436),(7 33.83575),(8 34.219543),(9 34.895092),(10 34.71671),(11 34.91822),(12 35.19178),(13 35.73455),(14 35.58531),(15 35.533157),(16 35.792313),(17 36.022198),(18 35.457993),(19 35.716476),(20 35.969936),(21 36.449215),(22 35.83152),(23 36.079887),(24 36.34424),(25 36.3205),(26 36.68219),(27 36.812965),(28 36.751244),(29 36.747097),(30 36.727436),(31 36.802402),(32 36.83391),(33 37.115025),(34 37.111813),(35 37.514076),(36 37.354256),(37 37.90952),(38 37.874958),(39 37.92423),(40 37.866016),(41 37.66883),(42 38.384068),(43 38.282265),(44 38.626434),(45 38.534622),(46 38.558662),(47 38.652477),(48 38.534634),(49 38.47887),(50 38.662926),(51 38.664097),(52 38.776165),(53 38.845898),(54 39.34811),(55 39.879547),(56 39.76489),(57 39.568188),(58 39.33491),(59 39.211117),(60 39.107475),(61 39.037857),(62 39.00989),(63 38.78236),(64 38.924534),(65 38.65923),(66 38.62411),(67 38.66226),(68 38.38977),(69 38.645195),(70 38.400074),(71 38.525494),(72 37.89102),(73 37.85474),(74 37.930275),(75 37.966072),(76 37.70919),(77 37.377563),(78 37.186344),(79 37.165714),
(1 26.53721),(2 28.651855),(3 30.50421),(4 31.503918),(5 31.97236),(6 32.57024),(7 33.028076),(8 33.54924),(9 33.956154),(10 34.148308),(11 34.56584),(12 34.706387),(13 35.008457),(14 34.959476),(15 34.66822),(16 35.075684),(17 35.12735),(18 34.549526),(19 34.757),(20 34.621056),(21 34.96021),(22 34.79256),(23 35.066288),(24 34.99985),(25 35.94172),(26 35.89406),(27 35.977535),(28 36.093273),(29 36.02207),(30 35.74212),(31 36.13388),(32 36.09601),(33 36.150276),(34 35.99446),(35 36.260544),(36 36.191734),(37 36.690815),(38 37.17078),(39 36.96016),(40 36.897804),(41 37.0998),(42 36.864784),(43 37.268658),(44 37.232033),(45 36.84224),(46 37.219097),(47 37.411785),(48 37.452385),(49 37.356617),(50 37.346077),(51 37.437355),(52 37.362698),(53 37.820625),(54 38.24515),(55 37.997856),(56 38.059757),(57 38.13508),(58 38.193554),(59 38.20325),(60 37.894264),(61 38.038452),(62 38.371082),(63 37.98911),(64 37.910694),(65 37.88403),(66 38.064735),(67 37.85436),(68 38.092712),(69 38.23466),(70 37.780617),(71 37.76585),(72 37.30429),(73 37.379578),(74 37.359528),(75 37.43078),(76 37.25208),(77 37.227226),(78 36.928604),(79 37.14661),
(1 26.947273),(2 28.981882),(3 30.95455),(4 32.0564),(5 32.6282),(6 33.266285),(7 33.784668),(8 34.5067),(9 34.98852),(10 35.352905),(11 35.639675),(12 35.704346),(13 35.912285),(14 35.564877),(15 35.69732),(16 35.272953),(17 35.750683),(18 35.244667),(19 35.349438),(20 35.27547),(21 35.498947),(22 35.48985),(23 35.71379),(24 35.631134),(25 35.81779),(26 35.610565),(27 35.97744),(28 36.498383),(29 36.263866),(30 36.153156),(31 36.597473),(32 36.725),(33 36.703564),(34 36.99174),(35 37.175392),(36 37.14863),(37 37.684063),(38 37.787327),(39 38.114025),(40 38.57376),(41 38.474693),(42 38.81041),(43 38.945534),(44 38.584038),(45 38.9743),(46 39.439674),(47 38.57682),(48 38.53109),(49 38.7073),(50 39.223812),(51 38.718903),(52 38.875156),(53 39.30826),(54 39.301018),(55 39.224876),(56 39.34632),(57 39.27536),(58 39.378517),(59 39.500088),(60 39.18238),(61 39.452396),(62 39.291252),(63 39.210445),(64 39.109474),(65 38.49164),(66 38.536022),(67 38.430077),(68 38.43274),(69 38.493553),(70 38.14848),(71 38.04372),(72 38.071022),(73 38.430225),(74 38.805283),(75 38.637947),(76 38.51573),(77 38.32167),(78 38.17549),(79 38.167282),
(1 26.895004),(2 28.933153),(3 30.42644),(4 31.831005),(5 32.371464),(6 33.466496),(7 33.70779),(8 34.17181),(9 34.595356),(10 34.441566),(11 34.41398),(12 34.846924),(13 35.273655),(14 34.883694),(15 35.079906),(16 35.1414),(17 35.4389),(18 35.475742),(19 35.27068),(20 35.26138),(21 34.998608),(22 35.697254),(23 35.39317),(24 35.829967),(25 35.776066),(26 35.772778),(27 36.33469),(28 36.154663),(29 36.309483),(30 36.387775),(31 36.612904),(32 36.425007),(33 36.609264),(34 36.292847),(35 36.86992),(36 36.961735),(37 37.20948),(38 36.894054),(39 37.063633),(40 37.931828),(41 37.486824),(42 38.37693),(43 38.06065),(44 37.91519),(45 38.25452),(46 38.222412),(47 38.43326),(48 37.73539),(49 37.918194),(50 38.313488),(51 38.54331),(52 37.866932),(53 38.048218),(54 38.062374),(55 38.308617),(56 38.423183),(57 38.249916),(58 38.286133),(59 38.354076),(60 38.273727),(61 38.104702),(62 38.183716),(63 38.236546),(64 37.841553),(65 37.655045),(66 37.742123),(67 37.79386),(68 37.75796),(69 37.459976),(70 37.28038),(71 37.243668),(72 37.006027),(73 37.277428),(74 37.390366),(75 37.194588),(76 37.280396),(77 36.812084),(78 36.74042),(79 37.02286),
(1 26.369307),(2 28.556194),(3 30.455936),(4 31.35494),(5 32.442623),(6 32.835423),(7 32.967396),(8 33.24006),(9 33.74619),(10 34.059433),(11 33.965115),(12 34.663914),(13 35.20202),(14 34.741035),(15 35.06047),(16 35.021526),(17 35.346603),(18 35.34272),(19 34.95837),(20 34.92248),(21 34.726124),(22 35.179817),(23 35.091995),(24 35.421886),(25 35.285313),(26 35.61054),(27 35.95859),(28 35.836246),(29 35.947983),(30 35.87272),(31 36.307957),(32 35.827957),(33 36.038418),(34 36.206547),(35 36.68893),(36 36.543446),(37 36.947617),(38 37.287422),(39 37.255646),(40 37.601894),(41 37.826336),(42 37.969337),(43 37.77848),(44 37.563538),(45 37.759113),(46 37.935497),(47 37.63085),(48 37.832127),(49 37.92576),(50 37.78257),(51 37.70047),(52 37.906864),(53 38.34209),(54 37.98429),(55 38.391445),(56 38.202446),(57 38.140385),(58 38.257156),(59 38.443172),(60 38.53185),(61 38.2349),(62 38.379097),(63 38.00504),(64 37.53129),(65 37.740784),(66 37.421535),(67 37.47429),(68 37.236248),(69 37.357414),(70 37.063183),(71 37.07519),(72 36.707703),(73 36.94196),(74 36.706074),(75 36.749763),(76 36.35604),(77 36.282097),(78 36.40593),(79 36.33931),
(1 26.259344),(2 28.601135),(3 30.355516),(4 31.357998),(5 32.494564),(6 32.858692),(7 33.29672),(8 33.836704),(9 34.05586),(10 34.191486),(11 34.881863),(12 34.794422),(13 34.888268),(14 34.83137),(15 34.88209),(16 35.10985),(17 35.11393),(18 34.83472),(19 35.010754),(20 35.033325),(21 35.502262),(22 35.326492),(23 35.427765),(24 35.241405),(25 35.933792),(26 36.213837),(27 35.924423),(28 36.302826),(29 36.20062),(30 36.23683),(31 36.061337),(32 36.224518),(33 36.472244),(34 36.26829),(35 36.560905),(36 36.629864),(37 36.598076),(38 36.912605),(39 36.94339),(40 36.94857),(41 37.23725),(42 36.997044),(43 37.101994),(44 37.1266),(45 37.029045),(46 37.505245),(47 37.44542),(48 37.724297),(49 37.89275),(50 37.78064),(51 37.836742),(52 38.016266),(53 38.3822),(54 38.627346),(55 38.338543),(56 38.588753),(57 38.301094),(58 38.470016),(59 38.727875),(60 38.078163),(61 37.957558),(62 37.882328),(63 38.05394),(64 37.652386),(65 37.46201),(66 38.08242),(67 37.6882),(68 37.90611),(69 37.748413),(70 37.531548),(71 37.507004),(72 37.61613),(73 37.404243),(74 37.70861),(75 37.405),(76 37.02561),(77 37.030895),(78 37.15697),(79 37.527184),
(1 26.187458),(2 28.323524),(3 30.535513),(4 31.17686),(5 32.105534),(6 32.29713),(7 33.019833),(8 33.47375),(9 33.817753),(10 33.69836),(11 34.04653),(12 34.389084),(13 34.62606),(14 34.61981),(15 34.66691),(16 34.64757),(17 34.425083),(18 34.669037),(19 34.404373),(20 34.522816),(21 34.74593),(22 35.117672),(23 35.185337),(24 35.086857),(25 35.131927),(26 34.929386),(27 34.891003),(28 34.945747),(29 34.84444),(30 35.19761),(31 35.39888),(32 35.431953),(33 35.91033),(34 35.758415),(35 35.87748),(36 35.9506),(37 36.23539),(38 36.486526),(39 36.55667),(40 36.70808),(41 36.763973),(42 36.62351),(43 36.487137),(44 36.583218),(45 36.66682),(46 37.033527),(47 37.09487),(48 37.253605),(49 37.35836),(50 37.59383),(51 37.739502),(52 37.514606),(53 37.3812),(54 37.535534),(55 37.78805),(56 37.87611),(57 38.249187),(58 38.239944),(59 38.1156),(60 37.85161),(61 37.96406),(62 37.97496),(63 37.92693),(64 38.177277),(65 38.118603),(66 37.97113),(67 37.414104),(68 37.624203),(69 37.247086),(70 36.740147),(71 36.93853),(72 37.05277),(73 36.441483),(74 37.056946),(75 36.460686),(76 36.39767),(77 36.32031),(78 36.174263),(79 35.887028),
(1 26.470272),(2 28.513645),(3 30.742264),(4 31.596964),(5 32.446884),(6 32.78489),(7 33.475758),(8 33.885674),(9 34.336945),(10 34.53001),(11 35.032303),(12 34.970745),(13 35.646233),(14 35.753567),(15 35.555218),(16 35.46356),(17 35.759),(18 35.889854),(19 35.728928),(20 35.58115),(21 35.51505),(22 35.980026),(23 35.52632),(24 36.101456),(25 36.2973),(26 36.304806),(27 36.2297),(28 36.41652),(29 36.246883),(30 36.312084),(31 36.388046),(32 36.454983),(33 36.617203),(34 36.340557),(35 36.38208),(36 36.74524),(37 37.241318),(38 37.507404),(39 37.39367),(40 37.462738),(41 37.67917),(42 37.595375),(43 37.483994),(44 37.836525),(45 37.54124),(46 37.54781),(47 37.686245),(48 37.940838),(49 37.828358),(50 37.889614),(51 37.74199),(52 38.25179),(53 38.342777),(54 38.33936),(55 38.522644),(56 38.048843),(57 38.509308),(58 38.538303),(59 38.188957),(60 38.411484),(61 38.24646),(62 38.04101),(63 38.023594),(64 37.60597),(65 37.481495),(66 37.653137),(67 37.688217),(68 37.929592),(69 37.899143),(70 37.884834),(71 37.59295),(72 37.306732),(73 37.391422),(74 37.50791),(75 37.20883),(76 37.0209),(77 36.81447),(78 36.645252),(79 36.367764),
(1 25.865145),(2 27.948864),(3 30.020184),(4 30.500256),(5 31.233147),(6 32.05637),(7 32.311172),(8 32.73433),(9 33.227516),(10 33.37206),(11 33.78942),(12 33.729485),(13 33.922714),(14 33.93661),(15 33.96859),(16 34.174534),(17 33.974174),(18 34.423077),(19 34.50867),(20 34.51487),(21 34.551125),(22 35.089764),(23 34.901775),(24 34.744205),(25 34.924572),(26 34.60119),(27 34.594547),(28 35.057686),(29 34.751217),(30 35.05181),(31 35.120056),(32 35.25333),(33 35.239662),(34 35.102104),(35 35.523518),(36 35.63304),(37 36.145576),(38 35.997524),(39 35.826084),(40 35.794094),(41 36.02197),(42 35.94305),(43 36.045475),(44 36.01326),(45 35.560265),(46 36.00324),(47 35.555912),(48 35.57975),(49 35.62807),(50 35.95248),(51 36.13877),(52 36.30651),(53 36.23759),(54 36.47075),(55 36.806755),(56 36.92336),(57 36.795063),(58 36.871468),(59 36.73764),(60 36.863457),(61 37.010605),(62 36.542854),(63 36.915348),(64 37.08735),(65 36.11826),(66 36.58832),(67 36.868034),(68 36.56461),(69 36.81871),(70 36.564796),(71 36.70895),(72 36.840473),(73 36.245438),(74 36.456066),(75 36.436077),(76 36.40773),(77 36.0068),(78 35.807114),(79 35.899673),
(1 26.042957),(2 27.901226),(3 30.143114),(4 30.97155),(5 31.535673),(6 32.318996),(7 33.020523),(8 32.94),(9 33.907585),(10 34.146397),(11 34.691013),(12 34.788307),(13 34.94261),(14 35.116398),(15 35.055447),(16 34.99644),(17 34.838573),(18 34.866096),(19 34.576797),(20 35.05912),(21 35.14978),(22 35.48587),(23 35.48519),(24 35.470543),(25 35.355778),(26 35.83446),(27 35.533386),(28 35.546196),(29 35.592365),(30 35.362797),(31 35.776714),(32 35.596985),(33 35.60929),(34 35.520107),(35 35.661774),(36 35.642097),(37 36.09062),(38 35.98453),(39 36.11071),(40 36.157986),(41 36.64932),(42 36.418797),(43 36.176067),(44 36.140327),(45 36.170734),(46 36.32071),(47 36.446495),(48 36.615673),(49 36.88758),(50 37.673046),(51 37.52339),(52 37.279404),(53 37.689953),(54 37.714294),(55 38.41882),(56 38.590252),(57 38.696045),(58 38.411934),(59 38.16464),(60 38.172466),(61 37.85802),(62 37.89107),(63 37.558056),(64 37.589813),(65 37.56701),(66 37.53316),(67 37.336678),(68 37.31246),(69 37.254856),(70 37.00161),(71 36.950436),(72 36.53527),(73 36.851585),(74 36.954994),(75 37.142235),(76 36.775757),(77 36.78435),(78 36.552597),(79 36.230217),
(1 26.006578),(2 28.048798),(3 29.94072),(4 30.583735),(5 31.39845),(6 31.844288),(7 32.359783),(8 32.96295),(9 33.325397),(10 33.1448),(11 33.198833),(12 33.2551),(13 33.578854),(14 33.653286),(15 33.84591),(16 33.70315),(17 33.942825),(18 33.963444),(19 33.87403),(20 33.93266),(21 34.033962),(22 33.912624),(23 34.267746),(24 34.711376),(25 34.252125),(26 34.69777),(27 34.398434),(28 34.720097),(29 34.700268),(30 34.975124),(31 35.00311),(32 35.209663),(33 35.45139),(34 35.086655),(35 35.821236),(36 35.52395),(37 35.66913),(38 35.66902),(39 35.861652),(40 35.914516),(41 36.28362),(42 36.18556),(43 36.00028),(44 35.94506),(45 36.130943),(46 36.345787),(47 36.162354),(48 36.429207),(49 36.49402),(50 36.6493),(51 36.540405),(52 36.754307),(53 36.669136),(54 37.035637),(55 37.091286),(56 37.26426),(57 37.337013),(58 37.025894),(59 36.756573),(60 37.013542),(61 37.04592),(62 37.019947),(63 36.410294),(64 36.949524),(65 36.57879),(66 36.867756),(67 36.9901),(68 36.63787),(69 36.534237),(70 36.241623),(71 36.35472),(72 35.83552),(73 35.92326),(74 35.936848),(75 35.70743),(76 35.65666),(77 35.847446),(78 35.451912),(79 35.393753),
