1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48904.895),(2 137873.64),(3 214614.5),(4 266293.4),(5 307372.47),(6 342079.2),(7 368723.03),(8 386861.66),(9 403902.75),(10 417327.28),(11 425317),(12 426221.47),(13 429222.88),(14 433583.6),(15 436944.16),(16 444634.34),(17 456277.56),(18 463223.34),(19 467410.94),(20 474813.88),(21 487719.75),(22 499320.8),(23 504758.03),(24 509367.1),(25 513657.97),(26 517753.38),(27 521154.13),(28 528017.4),(29 530993.8),(30 530339.5),(31 529190.25),(32 526528.9),(33 526749.1),(34 528569.75),(35 531276.94),(36 537114),(37 541234.56),(38 545572.2),(39 549764.6),(40 552720.44),(41 556212.1),(42 561471.9),(43 561017.6),(44 562900.4),(45 567793.94),(46 570520.6),(47 567533),(48 562648.9),(49 559602.8),(50 558784.75),(51 557908.8),(52 555576.8),(53 553277.75),(54 547158.94),(55 535196.56),(56 525690.2),(57 525385.8),(58 530969.7),(59 534337.2),(60 535537.94),(61 533612.44),(62 529982),(63 525434.1),(64 519765.3),(65 515484.97),(66 508799.66),(67 499116),(68 490950.53),(69 486327.94),(70 487315.28),(71 486237.66),(72 479691.34),(73 474193.28),(74 475337.06),(75 473095.8),(76 469305.66),(77 470036.88),(78 473625),(79 473875.44),
(1 50575.082),(2 141088.1),(3 215801.53),(4 260918.25),(5 291248.56),(6 317148.56),(7 337742.78),(8 350705.38),(9 361587.7),(10 368561.03),(11 368927.72),(12 368077.34),(13 372851.2),(14 383760.53),(15 392312.06),(16 402019.16),(17 410934.78),(18 419118.06),(19 427052.6),(20 438814.9),(21 453053.78),(22 464664.2),(23 470716.94),(24 479274.66),(25 487446.47),(26 495006.53),(27 502057.2),(28 512553.28),(29 519156.1),(30 522756.25),(31 530209),(32 541536.1),(33 556546.5),(34 568503.56),(35 574972.56),(36 577582.06),(37 580557.75),(38 586247),(39 592118.7),(40 594673.4),(41 596529),(42 600875.75),(43 604637.1),(44 604154.1),(45 605579.3),(46 608657.1),(47 607687.2),(48 605848.4),(49 605068.5),(50 607036.8),(51 610408.56),(52 609341.25),(53 604214.1),(54 595848.44),(55 585580.3),(56 581091.1),(57 586306.06),(58 595056.2),(59 599974.9),(60 599740.3),(61 600022.7),(62 600014.7),(63 595887.8),(64 585768.8),(65 579616.56),(66 569692.44),(67 556495.8),(68 548497.7),(69 548046),(70 549638.3),(71 546091.44),(72 541639.4),(73 540269),(74 538425.3),(75 533776.8),(76 531534.5),(77 524066.72),(78 513517.53),(79 508665.97),
(1 49188.254),(2 134723.6),(3 199547.66),(4 238436.89),(5 265552.1),(6 285411.1),(7 300870.94),(8 314852.94),(9 329640.25),(10 341133.78),(11 345493.97),(12 342313.47),(13 342110.06),(14 344884.66),(15 351997.8),(16 365934.47),(17 376933.7),(18 382765.1),(19 389797.06),(20 398437.97),(21 407714.94),(22 414061.7),(23 420755.63),(24 428697.47),(25 431314.75),(26 429984.56),(27 429104.8),(28 434219.44),(29 439288.2),(30 443312.75),(31 449288.8),(32 453516.8),(33 456228.38),(34 460812.2),(35 462845.38),(36 465885.53),(37 469492.2),(38 477154.25),(39 485163.1),(40 494112.75),(41 502839.25),(42 508114.63),(43 508441.34),(44 510905.47),(45 515171.22),(46 519549),(47 523822.03),(48 529065.6),(49 530843.8),(50 531815.8),(51 531925.5),(52 532832.94),(53 533231.75),(54 531981.06),(55 530790.8),(56 528679.5),(57 527220.5),(58 523949.1),(59 522221.25),(60 523412.3),(61 523254.94),(62 523935.13),(63 526377.3),(64 533538.7),(65 533510.75),(66 527156.6),(67 520278.63),(68 519065.97),(69 521709.94),(70 522899.88),(71 522122.3),(72 522305.97),(73 520700.8),(74 517818.8),(75 518075.5),(76 516503.78),(77 511689.47),(78 509237.28),(79 508468.03),
(1 46236.895),(2 125403),(3 183817.81),(4 217431.58),(5 245721.19),(6 270298.75),(7 285284.06),(8 296287.44),(9 307028.63),(10 315048.44),(11 322482.66),(12 327827.34),(13 334666.56),(14 344395.84),(15 357358.94),(16 374399.53),(17 391229.44),(18 404872.2),(19 419867.72),(20 436071.44),(21 448289.34),(22 455128.72),(23 464506.63),(24 479020.56),(25 492603.8),(26 502312.53),(27 505535.63),(28 509152),(29 512226.16),(30 517138.1),(31 524971.6),(32 533431.9),(33 541496.44),(34 545677.3),(35 548458.9),(36 551134.06),(37 553712.3),(38 558751.7),(39 564207.94),(40 571384.9),(41 580229.7),(42 587471.7),(43 588654.9),(44 588031.9),(45 584333.5),(46 579473.44),(47 576948.1),(48 576963.7),(49 578538.56),(50 580993.25),(51 580750.4),(52 580332.1),(53 578774.2),(54 577999.1),(55 573789.75),(56 567666.75),(57 562784.3),(58 560384.9),(59 555734.7),(60 546451.3),(61 538859),(62 536020.9),(63 532171.6),(64 529574.3),(65 525512.5),(66 523098.28),(67 517194.9),(68 514681.8),(69 511233.9),(70 504805.56),(71 494326.16),(72 482115.75),(73 476068.47),(74 470963.44),(75 463988.38),(76 459497.47),(77 460147.2),(78 458093.06),(79 451927.66),
(1 43366.582),(2 114764.02),(3 167826.33),(4 200892.63),(5 227119.86),(6 246501.88),(7 260316.64),(8 269907.72),(9 275834.2),(10 280839.13),(11 287638.97),(12 297018.16),(13 303085.78),(14 304477.25),(15 310550.63),(16 321969.63),(17 331504.28),(18 340027.22),(19 347201.5),(20 354109.38),(21 359102.63),(22 365446.47),(23 373370.78),(24 384070.75),(25 393131.25),(26 400101.47),(27 407541.94),(28 415859.4),(29 419780.4),(30 417840.16),(31 417964.06),(32 417827.9),(33 417237.28),(34 418817.97),(35 424437.88),(36 432567.13),(37 440008.16),(38 447104.53),(39 450309.47),(40 452796.16),(41 453481.25),(42 452946.28),(43 450332.66),(44 447705.88),(45 445364.53),(46 440265.44),(47 433583.72),(48 423212.4),(49 416819.9),(50 415160.6),(51 415315),(52 417199.4),(53 419818.28),(54 418868.4),(55 412481.88),(56 407586.66),(57 406203.9),(58 404253.72),(59 404325.1),(60 402950.56),(61 402437),(62 400413.78),(63 403310.66),(64 407469.44),(65 409985.94),(66 403233.7),(67 397683.75),(68 400750.53),(69 403127.25),(70 406385.38),(71 408133.53),(72 405616.66),(73 403516.84),(74 401078.63),(75 397888.2),(76 396794.9),(77 393556.66),(78 390382.8),(79 389939.2),
(1 42720.496),(2 113926.516),(3 164571.8),(4 194906.77),(5 219145.13),(6 242089.9),(7 259239.7),(8 268245.53),(9 272750.4),(10 274357.7),(11 276087.63),(12 283645.75),(13 294985.88),(14 303706.47),(15 311957.2),(16 322389.34),(17 331388.4),(18 338043.44),(19 344131.13),(20 348048.03),(21 350110.3),(22 354233.7),(23 361568.47),(24 366775.13),(25 368245.2),(26 371194.94),(27 373704.8),(28 376243.72),(29 380268.03),(30 383424.28),(31 385876.66),(32 388543.25),(33 394675.25),(34 399253.38),(35 401328.4),(36 406370.63),(37 411453.16),(38 415317.88),(39 420785.47),(40 424248.4),(41 423500.8),(42 420803.78),(43 418099.3),(44 419886.47),(45 420800.75),(46 419477),(47 419336.13),(48 422438.03),(49 426703.53),(50 426520.13),(51 428203.88),(52 433496.8),(53 436348.2),(54 431823.13),(55 427220.6),(56 425113.97),(57 424490.66),(58 427490.84),(59 429273.84),(60 424815),(61 417541.16),(62 413917),(63 413771.03),(64 411127.13),(65 410277.16),(66 409167.25),(67 403611.4),(68 394023.88),(69 386355.25),(70 383847.16),(71 383186.13),(72 380660.53),(73 378311.28),(74 379173.56),(75 380653.06),(76 379946.53),(77 379649.88),(78 380274.22),(79 375633.38),
(1 43311.535),(2 114932),(3 168299.45),(4 200224),(5 223578.92),(6 238760.38),(7 253234.42),(8 267721.9),(9 275234.28),(10 279576.94),(11 280790.7),(12 283787.34),(13 290244),(14 299955.8),(15 315089.56),(16 326685.8),(17 330861.16),(18 335056.25),(19 342031.97),(20 349255.72),(21 355547.56),(22 366515.34),(23 374682.06),(24 380111.28),(25 386809.78),(26 394998.44),(27 403942),(28 411642.38),(29 414012.47),(30 415892.66),(31 418888.47),(32 421795.53),(33 421161.63),(34 418025.72),(35 417541.94),(36 417543.34),(37 419064.75),(38 424533.84),(39 429410.06),(40 427465.2),(41 420267),(42 411731.66),(43 405383.72),(44 403065.53),(45 401816.9),(46 401986.44),(47 401528.47),(48 402395.8),(49 404781.44),(50 405819.34),(51 406093.72),(52 405326.16),(53 402607.75),(54 398064.25),(55 394280.2),(56 393109.3),(57 391913.06),(58 392497.03),(59 392922.03),(60 391442.28),(61 389638.84),(62 393565.78),(63 400459.25),(64 402556.94),(65 399414.63),(66 394955.1),(67 389441.9),(68 384645.56),(69 382591.53),(70 384242.25),(71 382955.44),(72 383595.47),(73 386495.56),(74 388236.06),(75 389054.6),(76 390291.94),(77 387898.06),(78 384912.56),(79 385795.44),
(1 41183.363),(2 107752.42),(3 155072.8),(4 183684.42),(5 204187.81),(6 214430.36),(7 220532.84),(8 229381.14),(9 237623.17),(10 242874.69),(11 250568.53),(12 259351.92),(13 269770.25),(14 282267.56),(15 293927.63),(16 302404.94),(17 308770.63),(18 315888.34),(19 323213.25),(20 330743.16),(21 337372.1),(22 343550.2),(23 347601.1),(24 351825.94),(25 359417.56),(26 365841.84),(27 373105.3),(28 381952.8),(29 388147.63),(30 393486.03),(31 399029),(32 404941.47),(33 408822.28),(34 411482.7),(35 413798.66),(36 418308.56),(37 423703.6),(38 427863.84),(39 429401.3),(40 428540.63),(41 422512.16),(42 416488.7),(43 415497.6),(44 415205.97),(45 413459.2),(46 413755.38),(47 415234.34),(48 415157.3),(49 411943.75),(50 410782.28),(51 409636.13),(52 405179.53),(53 400473.6),(54 400506.88),(55 404864.34),(56 406003.78),(57 405742.56),(58 405128.34),(59 399747.25),(60 391242.53),(61 383408.7),(62 378444.38),(63 374776.28),(64 371986.88),(65 369849.6),(66 369792.47),(67 369095.4),(68 367472.6),(69 361771.97),(70 353788.4),(71 345632.47),(72 337004.16),(73 331905.94),(74 326745.25),(75 321779.63),(76 316639.25),(77 313192.47),(78 308683.84),(79 305542.63),
(1 42384.668),(2 111385.86),(3 160076.63),(4 190174.27),(5 211457.17),(6 224887.13),(7 233588.64),(8 240921.77),(9 246786.33),(10 252979.9),(11 259659.17),(12 267360.47),(13 275389.5),(14 282598.22),(15 289377.47),(16 292090.56),(17 294002.56),(18 293133.22),(19 289298.44),(20 286206.3),(21 286722.25),(22 288523.72),(23 290485.34),(24 293257.88),(25 298021.44),(26 303765.1),(27 309260.03),(28 313187.47),(29 318961.94),(30 323480.78),(31 324149.88),(32 323218.22),(33 321652.13),(34 321631.53),(35 324332.28),(36 327350.03),(37 326653.72),(38 324480.4),(39 326113.75),(40 328242.8),(41 328479.34),(42 327754.34),(43 327527.6),(44 325627.78),(45 325079.88),(46 327287.7),(47 330914),(48 333263.8),(49 337739.7),(50 342654.7),(51 344906.78),(52 346451.3),(53 347735.2),(54 346369.03),(55 346779.1),(56 347490.56),(57 343595.38),(58 340467),(59 340122.16),(60 338207.56),(61 337506.22),(62 339103.22),(63 340521.1),(64 336529.2),(65 332059),(66 329249.53),(67 323629.94),(68 319634.28),(69 320170.4),(70 318313),(71 313592.8),(72 306482.47),(73 300145.2),(74 293748.72),(75 288180.06),(76 287306.66),(77 287208.9),(78 284744),(79 282803.7),
(1 40365.367),(2 105178.03),(3 148453.08),(4 174396.52),(5 189871.44),(6 198662.33),(7 207973.44),(8 217476.98),(9 224060.47),(10 234225.05),(11 245956.9),(12 253388.92),(13 260298.67),(14 267103.22),(15 274243.53),(16 277571.72),(17 278275.3),(18 280719.63),(19 286250.97),(20 293961.72),(21 306732.94),(22 324273.22),(23 340848.13),(24 354741.8),(25 365177.28),(26 370562.88),(27 372601.63),(28 373035),(29 370910.1),(30 368827.78),(31 368668.1),(32 371027.9),(33 375576.72),(34 380917.94),(35 388026.78),(36 392979.63),(37 393570.84),(38 395740.25),(39 396457.9),(40 395867.4),(41 399681.28),(42 404379),(43 405230.53),(44 406779.4),(45 407151.66),(46 402598.03),(47 397365.6),(48 396454.3),(49 393663.2),(50 390218.28),(51 387218.1),(52 384330.63),(53 379111.88),(54 371543.06),(55 363934.3),(56 357401.97),(57 348906.94),(58 342123.56),(59 340009.72),(60 337324.13),(61 333784.28),(62 328834.3),(63 321932.84),(64 315714.6),(65 315522.22),(66 316648.6),(67 316307.9),(68 313599.25),(69 311167.75),(70 309113.13),(71 303855.53),(72 298986.2),(73 292140.3),(74 285935.2),(75 284677.5),(76 282579.34),(77 279962.6),(78 277258.72),(79 278716.03),
(1 40914.457),(2 104792.914),(3 144047.16),(4 165989.78),(5 181089.81),(6 191167.2),(7 197995.23),(8 205418.78),(9 211930.55),(10 213446.34),(11 217950.78),(12 223510.55),(13 228576.1),(14 234672.44),(15 239855.9),(16 239807.63),(17 238868.05),(18 239652.8),(19 243057.89),(20 250319.06),(21 258617.22),(22 266874.28),(23 274278.4),(24 284125.78),(25 292646.2),(26 297160.16),(27 294778.47),(28 290210.34),(29 288277.7),(30 287226.03),(31 287150.5),(32 291666.22),(33 300314.75),(34 306628.75),(35 314460.34),(36 321466.44),(37 325604.47),(38 327346.88),(39 328987),(40 326880),(41 326529.03),(42 329904.4),(43 332064.9),(44 331081.22),(45 332272.53),(46 334985.66),(47 337113.9),(48 343883.06),(49 346738.8),(50 347298.75),(51 348471.97),(52 349281.3),(53 347873.2),(54 347196),(55 348789.53),(56 347562.8),(57 347772),(58 347842.47),(59 346137.22),(60 344746.4),(61 343963.34),(62 337579.7),(63 329956.94),(64 326468.8),(65 326220.2),(66 325250.7),(67 324681.3),(68 322423.7),(69 316278.7),(70 311620.7),(71 308621.13),(72 302194.56),(73 295833.47),(74 291576.97),(75 289962.75),(76 290073.75),(77 291408.8),(78 290269.8),(79 288233.13),
(1 38980.832),(2 100526.45),(3 141621.11),(4 163119.3),(5 176830.86),(6 186979.58),(7 200112),(8 211898.48),(9 219051.58),(10 225505.2),(11 232836.13),(12 238792.25),(13 247190.11),(14 253179.38),(15 256370.42),(16 260169.14),(17 267066.75),(18 273809),(19 280588.3),(20 290226.06),(21 299651.16),(22 308512.5),(23 316378.94),(24 323727),(25 330218.1),(26 332538.75),(27 331224.88),(28 328013.1),(29 325984.94),(30 321961.94),(31 320236.88),(32 321811.3),(33 324770.8),(34 325581.72),(35 326400.03),(36 325699.72),(37 324712),(38 325448),(39 325716.94),(40 325309.13),(41 324767.94),(42 325328.03),(43 325578.8),(44 324952.78),(45 322256.03),(46 318618.28),(47 316487.84),(48 316087.3),(49 316313.5),(50 316196.03),(51 315449.13),(52 313932.72),(53 313356.1),(54 312416.28),(55 312306.53),(56 312407.78),(57 308635.78),(58 303889.84),(59 302947.6),(60 303056.88),(61 298576.5),(62 291514.75),(63 285081.84),(64 281522.3),(65 277476.1),(66 275825.1),(67 276611.84),(68 276884.5),(69 277900.72),(70 275836.47),(71 272581.56),(72 269477.5),(73 265889.78),(74 261731.11),(75 259711.83),(76 260000.08),(77 259237.1),(78 258140.3),(79 261448.08),
(1 38056.336),(2 96618.95),(3 133422.08),(4 151920.75),(5 163646.44),(6 172359.64),(7 181575.39),(8 190341.27),(9 196013.33),(10 199204.08),(11 201514.8),(12 204615.77),(13 210395.02),(14 215079.2),(15 217628.83),(16 220237.19),(17 225222.58),(18 231198.69),(19 236505.4),(20 242234.42),(21 248202.64),(22 253491.56),(23 255186.61),(24 257441.7),(25 258644.08),(26 259417.55),(27 261636.8),(28 265109.9),(29 267455.4),(30 269132.94),(31 273177.1),(32 277874.38),(33 283754.47),(34 291674.13),(35 295571.7),(36 296824.78),(37 298017.66),(38 297273.53),(39 296849.78),(40 298879.5),(41 300946.63),(42 302929.7),(43 304026.13),(44 302635.84),(45 299269.97),(46 299434.66),(47 298703.88),(48 295610.66),(49 291968.75),(50 290713.9),(51 288925.03),(52 287237.66),(53 286208.66),(54 283105.44),(55 279931.63),(56 277819.3),(57 273528.4),(58 270708.47),(59 271795.22),(60 271533.7),(61 267733.22),(62 266190.4),(63 266383.75),(64 265875.44),(65 260765.23),(66 254904.05),(67 251942.53),(68 251172.83),(69 247481.58),(70 243485.03),(71 240935.55),(72 239251.36),(73 234651.61),(74 229404.42),(75 225726.34),(76 224328.64),(77 222604.72),(78 220268.45),(79 220563.63),
(1 38416.945),(2 96441.1),(3 132308.4),(4 151878.45),(5 162386.02),(6 166482.7),(7 170261.08),(8 175401.89),(9 181525.34),(10 187065.58),(11 188577.47),(12 187819.02),(13 190544.45),(14 191702.81),(15 192881.52),(16 197268.66),(17 201997.11),(18 207393.47),(19 216817.52),(20 226847.2),(21 230978.27),(22 233131.11),(23 234563.84),(24 236755.25),(25 238658.84),(26 239959.25),(27 243484.38),(28 248154.14),(29 252529.06),(30 254455.73),(31 256538.69),(32 259001.84),(33 261361.63),(34 262622.28),(35 260226.95),(36 259131.89),(37 262050.81),(38 265056.25),(39 267592.1),(40 269212.9),(41 269971.97),(42 271006.9),(43 273995.3),(44 275201.03),(45 276690.44),(46 275806.78),(47 273009.3),(48 268854.66),(49 266125.03),(50 266842.88),(51 266938.6),(52 266136.03),(53 264558.03),(54 264550.22),(55 264342.22),(56 262880.7),(57 259780.4),(58 256839.81),(59 256282.94),(60 255418.27),(61 252419.19),(62 248755.28),(63 249009.52),(64 247640.47),(65 247687.33),(66 244637.38),(67 240217.2),(68 236890.73),(69 232975.92),(70 231012.39),(71 229301.95),(72 228954.53),(73 227826.4),(74 228192.2),(75 229176.19),(76 231120.6),(77 232200.8),(78 231156.66),(79 229345.8),
(1 37810.34),(2 94412.664),(3 127934.125),(4 144169.88),(5 154747.27),(6 162850.83),(7 172578.08),(8 178829.88),(9 180950.53),(10 183170.75),(11 190121.22),(12 196371.36),(13 202015.88),(14 207109.11),(15 210768.22),(16 213963.75),(17 218211.94),(18 222246.84),(19 226885.45),(20 231360.84),(21 234158.78),(22 237347.67),(23 242019.23),(24 245569.86),(25 246778.83),(26 249712.48),(27 251035.88),(28 249536.63),(29 248410.75),(30 251913.1),(31 256455.11),(32 258842.84),(33 258299.16),(34 257138.39),(35 255906.3),(36 253715.66),(37 251087.27),(38 249023.31),(39 246814.2),(40 246060.2),(41 247415.81),(42 246424.63),(43 246244.5),(44 250104.81),(45 250156.4),(46 250366.88),(47 248726.02),(48 245535.6),(49 241950.9),(50 241398.06),(51 240673.73),(52 238227.61),(53 237504.81),(54 237823.27),(55 238964.27),(56 242164.4),(57 243744.28),(58 241444.05),(59 239836.56),(60 239131.39),(61 235685.17),(62 232469.98),(63 232973.67),(64 233004.97),(65 230656.83),(66 229336.25),(67 230437.44),(68 231137.6),(69 233234.5),(70 233734.53),(71 234543.11),(72 237244.25),(73 237102.88),(74 232340.06),(75 228437.17),(76 224751.13),(77 221090.95),(78 218599.64),(79 218991.47),
(1 35559.97),(2 89868.75),(3 120588.86),(4 138099.77),(5 152213.75),(6 162578.1),(7 170658.8),(8 178225.39),(9 182105.31),(10 183976.75),(11 186635.27),(12 192661.13),(13 199857.47),(14 202773.78),(15 203474.1),(16 205136.55),(17 208253.72),(18 212720.53),(19 214872.05),(20 214018.34),(21 215259.8),(22 219917.47),(23 224679.06),(24 228864.44),(25 232528.61),(26 235436.08),(27 235832),(28 236341.17),(29 238751.47),(30 241616.1),(31 245513.84),(32 250053.66),(33 252963.1),(34 256089.75),(35 258905.28),(36 260241.66),(37 257592.16),(38 254452.42),(39 252121.16),(40 248910.17),(41 247073.7),(42 248780.52),(43 250370.17),(44 250578.45),(45 250720.2),(46 251030.17),(47 251258.55),(48 251400.08),(49 248811.63),(50 244003.36),(51 242995.72),(52 244425.2),(53 243034.23),(54 239905.55),(55 238083.56),(56 236835.69),(57 236452),(58 237511.94),(59 239082.52),(60 241206.42),(61 239094.8),(62 236629.77),(63 235910.73),(64 237740.9),(65 234916.75),(66 229323.28),(67 228258.81),(68 229407.61),(69 227639.28),(70 224845.34),(71 226235.56),(72 228407.02),(73 227015.77),(74 222036.61),(75 219428),(76 220274.69),(77 221112.98),(78 220122.61),(79 219506.02),
(1 35279.723),(2 87459.945),(3 118229.47),(4 135748.2),(5 146335.27),(6 155361.5),(7 166264.83),(8 175895.72),(9 177806.06),(10 176905.83),(11 180331.66),(12 187235.34),(13 193847.22),(14 196187.17),(15 196682.25),(16 196473.73),(17 199188.83),(18 207560.55),(19 217512.67),(20 222070.1),(21 224851.73),(22 227005.94),(23 227523.56),(24 228697.08),(25 230540.61),(26 233270.03),(27 233237.53),(28 233586.45),(29 234735.84),(30 238111.8),(31 240862.9),(32 240488.66),(33 241969.9),(34 243665.36),(35 245298.1),(36 247360.52),(37 247838.17),(38 245950.53),(39 244895.97),(40 246210.52),(41 244928.27),(42 243223.58),(43 243004.2),(44 242640.64),(45 240622.9),(46 241889.39),(47 240864.03),(48 239552.13),(49 236110.34),(50 229571.27),(51 224424.58),(52 221546.3),(53 219260.47),(54 216425.67),(55 214886.9),(56 215646.58),(57 219200.92),(58 223026.25),(59 224739.72),(60 224727.55),(61 222972.16),(62 218760.9),(63 216021.34),(64 216076.28),(65 216172.3),(66 213216.27),(67 208202.64),(68 206334.64),(69 207215.03),(70 205357.88),(71 206825.63),(72 210315.78),(73 213753.28),(74 213155.83),(75 214885.17),(76 218472.47),(77 220852.47),(78 221253.1),(79 222286.42),
(1 35221.84),(2 86949.61),(3 116834.195),(4 131246.83),(5 139628.33),(6 142314.9),(7 146794.34),(8 153833.86),(9 157825.28),(10 160805.1),(11 165396.45),(12 170022.7),(13 174667.97),(14 178632.61),(15 180735.19),(16 181483.36),(17 184545.47),(18 189347.64),(19 196981.81),(20 202309.05),(21 205427.08),(22 206406.48),(23 207754.23),(24 210879.25),(25 213827.98),(26 215864.7),(27 219367.47),(28 222589.05),(29 224881.7),(30 228542.42),(31 232548.6),(32 235415.28),(33 237822.3),(34 241605.92),(35 244965.39),(36 244634.45),(37 242738.56),(38 239919.56),(39 236557.06),(40 233275.92),(41 230794.08),(42 228253.55),(43 226698.22),(44 227690.78),(45 226778.88),(46 225473.38),(47 224202.83),(48 221725.47),(49 219798.1),(50 217414),(51 215746.23),(52 212636.84),(53 207154.17),(54 202179.45),(55 196700.36),(56 194803.64),(57 194732.66),(58 196392.1),(59 196291.86),(60 194601.97),(61 193941.28),(62 194452.95),(63 193282.44),(64 193103.67),(65 192858.1),(66 193886.28),(67 191719.4),(68 189803.55),(69 187809.86),(70 185942.95),(71 183906.56),(72 182625.67),(73 183690.84),(74 184266.13),(75 185460.25),(76 188536.53),(77 191118.5),(78 190175.38),(79 188962.34),
(1 34597.17),(2 84204.375),(3 111427.32),(4 123283.19),(5 130714.11),(6 134905.13),(7 138755.25),(8 141844.75),(9 144817.16),(10 149811.97),(11 157020.08),(12 165004.25),(13 168942.8),(14 168476.47),(15 167941.88),(16 168571.92),(17 171636.23),(18 178139.8),(19 183177.66),(20 184541.4),(21 186301.45),(22 190419.13),(23 192945.39),(24 197249.64),(25 201084.8),(26 201264.02),(27 198866.47),(28 198439.72),(29 199052.44),(30 201810.81),(31 204699.39),(32 207244.73),(33 208782.77),(34 208587.19),(35 207346.84),(36 207167.56),(37 208567.47),(38 212450.84),(39 213371.58),(40 210130.45),(41 205552.31),(42 202431.63),(43 200453.94),(44 199607.2),(45 199678.8),(46 197958.77),(47 196056.58),(48 197687.58),(49 198487.02),(50 197546.77),(51 197787.55),(52 199542.77),(53 199115.02),(54 198489.78),(55 198027.4),(56 198200.06),(57 201390.55),(58 201604.61),(59 199106.64),(60 197209.5),(61 199425.75),(62 200847.66),(63 199240.58),(64 197509.13),(65 195770.2),(66 193011.48),(67 193941.31),(68 193831.45),(69 191232.64),(70 191719.84),(71 194107.64),(72 192569.42),(73 191367.77),(74 193785.9),(75 197436.89),(76 201902.45),(77 205340.3),(78 206895.83),(79 206381.84),
