1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11318.243),(2 26004.072),(3 44472.793),(4 66381.79),(5 83993.61),(6 104241.23),(7 110052.51),(8 119084.71),(9 133296.25),(10 154832.25),(11 182932.25),(12 202344.63),(13 229645.95),(14 257340.05),(15 285033.47),(16 333954.44),(17 371033.75),(18 423139.1),(19 460662.25),(20 500269.9),(21 549736.3),(22 586024.75),(23 630790.56),(24 673712.8),(25 721991),(26 764532.7),(27 803794.3),(28 858210),(29 897865.94),(30 948474.2),(31 985412.5),(32 1016980.56),(33 1059672),(34 1095673.5),(35 1140570.5),(36 1167289),(37 1190530.6),(38 1235026.8),(39 1268781.1),(40 1302742.5),(41 1323851.6),(42 1365496),(43 1397022.4),(44 1442685),(45 1503936.5),(46 1563686.5),(47 1633374.1),(48 1674221.9),(49 1732480.4),(50 1804350.1),(51 1874795.6),(52 1955462),(53 2016612),(54 2107194.8),(55 2175397),(56 2247765.8),(57 2338388.3),(58 2407371.8),(59 2504090.8),(60 2581645.5),(61 2655582.3),(62 2738020.5),(63 2785559),(64 2873742),(65 2939448),(66 3020762),(67 3083396),(68 3147998),(69 3241521),(70 3310084.8),(71 3406582.3),(72 3472531.3),(73 3532798.8),(74 3601309),(75 3625804),(76 3694026.8),(77 3738297.3),(78 3805349.3),(79 3858499.3),
(1 96.68991),(2 129.96364),(3 141.60179),(4 148.5879),(5 154.08142),(6 158.94817),(7 162.08679),(8 164.73936),(9 166.83777),(10 173.57167),(11 174.81592),(12 176.67891),(13 177.79054),(14 177.61897),(15 179.41539),(16 180.4011),(17 177.65666),(18 180.59271),(19 178.90356),(20 181.50395),(21 182.16983),(22 183.85522),(23 182.97136),(24 185.03375),(25 185.32622),(26 185.31085),(27 187.15224),(28 184.6576),(29 187.01212),(30 187.57404),(31 186.0048),(32 183.79494),(33 183.02588),(34 182.72359),(35 181.92151),(36 182.51666),(37 181.48419),(38 185.04294),(39 184.77628),(40 184.55977),(41 185.2469),(42 185.17657),(43 184.71187),(44 184.80573),(45 184.04718),(46 184.20691),(47 185.02602),(48 184.6639),(49 185.03764),(50 185.31337),(51 185.68793),(52 184.68233),(53 185.27295),(54 186.17494),(55 184.85916),(56 185.48308),(57 186.0889),(58 187.23918),(59 185.78801),(60 186.62827),(61 187.11069),(62 186.70609),(63 188.06906),(64 189.02242),(65 190.39763),(66 188.03136),(67 188.9945),(68 190.3784),(69 187.42775),(70 189.57954),(71 188.08081),(72 188.65414),(73 188.58444),(74 189.18346),(75 188.86896),(76 190.07881),(77 189.5025),(78 189.2595),(79 188.39809),
(1 94.89265),(2 129.11707),(3 141.9006),(4 148.75513),(5 152.79349),(6 158.88641),(7 160.97418),(8 164.8293),(9 166.74586),(10 170.3536),(11 173.5051),(12 172.80107),(13 174.62164),(14 176.02145),(15 177.96489),(16 178.2452),(17 176.50742),(18 176.69269),(19 177.74416),(20 179.798),(21 179.56877),(22 179.13295),(23 180.06783),(24 181.85959),(25 181.3427),(26 182.64001),(27 186.19228),(28 185.16928),(29 186.54741),(30 187.95824),(31 186.40857),(32 185.50526),(33 186.4914),(34 187.19551),(35 186.97815),(36 187.53395),(37 186.44397),(38 188.517),(39 188.65294),(40 189.70915),(41 188.7223),(42 189.73306),(43 190.07112),(44 190.23276),(45 189.63908),(46 190.3629),(47 189.96048),(48 190.4642),(49 190.01593),(50 189.26843),(51 189.41505),(52 187.66237),(53 187.85384),(54 187.69707),(55 188.30652),(56 188.38255),(57 187.18799),(58 186.20317),(59 186.80043),(60 186.90974),(61 188.25017),(62 188.84634),(63 190.95705),(64 191.00725),(65 191.5794),(66 187.80458),(67 190.07332),(68 190.74026),(69 189.68109),(70 189.6331),(71 189.92325),(72 189.583),(73 191.21625),(74 187.231),(75 188.72237),(76 190.06404),(77 190.62999),(78 189.99522),(79 190.27863),
(1 92.12277),(2 126.47124),(3 137.58353),(4 144.08104),(5 149.07463),(6 152.14702),(7 155.5262),(8 158.5888),(9 162.02324),(10 166.84229),(11 167.24802),(12 169.15071),(13 168.66759),(14 171.71922),(15 173.51997),(16 172.44925),(17 174.76868),(18 176.68697),(19 176.52335),(20 177.07747),(21 176.92664),(22 177.2718),(23 179.56897),(24 179.07802),(25 180.31602),(26 181.33852),(27 182.92497),(28 183.76627),(29 184.8211),(30 182.81358),(31 181.48602),(32 181.97314),(33 183.77458),(34 185.50536),(35 185.11404),(36 184.87338),(37 186.49757),(38 184.28014),(39 184.13846),(40 184.22989),(41 184.25671),(42 186.2734),(43 185.30692),(44 183.20538),(45 181.71158),(46 186.64429),(47 184.6015),(48 184.37393),(49 183.50644),(50 184.4546),(51 186.65543),(52 185.76707),(53 187.84802),(54 187.19978),(55 187.0545),(56 187.27325),(57 186.17664),(58 184.96783),(59 184.42673),(60 185.089),(61 184.9892),(62 185.13884),(63 187.12729),(64 185.23839),(65 187.18013),(66 185.66628),(67 183.52686),(68 183.60165),(69 184.82813),(70 185.644),(71 185.64952),(72 185.99042),(73 187.51448),(74 186.18134),(75 186.5837),(76 185.05217),(77 187.0651),(78 185.73723),(79 183.45517),
(1 91.35444),(2 123.94307),(3 133.91042),(4 142.38568),(5 147.6567),(6 151.1624),(7 154.50517),(8 155.9091),(9 157.75182),(10 161.71944),(11 164.61475),(12 164.18393),(13 165.72641),(14 168.80708),(15 168.88058),(16 169.71013),(17 169.26616),(18 170.79048),(19 172.52823),(20 173.52644),(21 175.28926),(22 176.0681),(23 178.211),(24 179.18184),(25 178.79019),(26 179.61171),(27 181.62953),(28 180.13141),(29 182.60663),(30 180.83228),(31 178.83717),(32 179.52252),(33 179.99916),(34 179.9911),(35 180.41006),(36 181.56291),(37 181.88126),(38 180.45369),(39 179.83974),(40 181.16525),(41 180.39668),(42 180.70682),(43 180.79422),(44 181.47778),(45 179.2666),(46 179.2937),(47 181.0473),(48 181.98529),(49 181.91469),(50 179.53627),(51 178.14304),(52 178.7269),(53 179.24419),(54 179.35574),(55 178.77449),(56 179.55748),(57 180.95898),(58 181.00029),(59 180.03307),(60 180.88301),(61 181.57483),(62 182.857),(63 182.06107),(64 182.24362),(65 181.9276),(66 180.57796),(67 177.85934),(68 179.36581),(69 179.89532),(70 180.04153),(71 180.19011),(72 180.4292),(73 181.75894),(74 180.2603),(75 179.56917),(76 179.7369),(77 179.06511),(78 180.68211),(79 179.50536),
(1 88.598305),(2 122.06745),(3 132.72833),(4 139.917),(5 146.74799),(6 148.93129),(7 151.668),(8 152.9832),(9 156.00473),(10 160.49376),(11 161.74063),(12 164.26355),(13 165.98064),(14 167.30836),(15 168.05402),(16 169.00253),(17 169.84737),(18 169.89911),(19 171.90735),(20 172.94684),(21 172.89157),(22 172.77464),(23 172.8346),(24 174.45157),(25 175.69994),(26 175.29993),(27 176.19753),(28 175.07118),(29 176.02629),(30 175.9378),(31 176.54088),(32 176.41429),(33 177.31447),(34 176.36407),(35 174.77141),(36 174.93901),(37 175.09627),(38 176.11836),(39 176.4973),(40 176.5262),(41 176.57625),(42 176.33723),(43 175.18915),(44 176.94177),(45 175.95576),(46 177.9723),(47 177.94902),(48 179.09099),(49 179.70425),(50 179.15086),(51 177.67601),(52 177.73094),(53 178.57707),(54 178.60533),(55 178.75978),(56 179.4467),(57 178.50003),(58 178.0743),(59 178.6848),(60 180.09756),(61 179.93105),(62 181.96165),(63 180.77171),(64 180.58087),(65 180.72112),(66 180.12955),(67 179.27074),(68 179.0243),(69 178.52254),(70 179.3277),(71 177.65399),(72 180.09837),(73 179.8526),(74 178.85184),(75 180.04266),(76 178.8525),(77 177.99683),(78 176.6823),(79 176.4651),
(1 88.380486),(2 120.77646),(3 131.64246),(4 138.26617),(5 142.11092),(6 147.31735),(7 149.00203),(8 152.32832),(9 153.57187),(10 159.57314),(11 159.69403),(12 162.14938),(13 164.55087),(14 166.39441),(15 168.03429),(16 168.55672),(17 169.4819),(18 171.852),(19 172.54889),(20 175.1572),(21 176.0104),(22 176.02335),(23 175.81433),(24 177.98953),(25 177.87369),(26 177.74344),(27 178.99933),(28 179.04594),(29 178.51427),(30 178.66089),(31 179.40509),(32 180.5316),(33 179.18744),(34 179.66806),(35 178.66472),(36 178.14136),(37 178.89279),(38 179.386),(39 178.3072),(40 178.14566),(41 178.26147),(42 180.34561),(43 179.79521),(44 180.75328),(45 179.26341),(46 178.69353),(47 178.30255),(48 179.72748),(49 179.8755),(50 179.82275),(51 179.14998),(52 178.15453),(53 177.68953),(54 179.02345),(55 177.95671),(56 177.51517),(57 176.93678),(58 177.26678),(59 176.06363),(60 176.85483),(61 179.18779),(62 179.4186),(63 177.91725),(64 175.9667),(65 175.91483),(66 175.20659),(67 174.9161),(68 175.31418),(69 175.52048),(70 176.55801),(71 176.60245),(72 174.5098),(73 176.3021),(74 175.44984),(75 175.86687),(76 175.58778),(77 175.94048),(78 176.7705),(79 176.34328),
(1 88.083275),(2 119.99961),(3 131.64273),(4 137.54782),(5 142.29536),(6 147.11122),(7 148.1737),(8 152.55989),(9 153.7813),(10 157.77507),(11 159.70265),(12 160.47339),(13 164.19926),(14 164.19345),(15 165.52187),(16 164.66385),(17 165.16724),(18 167.78438),(19 168.72845),(20 167.35577),(21 168.60222),(22 169.86888),(23 168.87744),(24 170.67711),(25 170.82353),(26 172.55875),(27 172.22658),(28 170.48698),(29 170.56674),(30 172.1385),(31 171.97614),(32 171.05942),(33 171.90817),(34 172.47215),(35 171.50203),(36 173.45221),(37 174.33592),(38 175.2442),(39 174.11987),(40 173.73622),(41 174.0244),(42 173.79037),(43 173.43304),(44 176.16794),(45 176.4992),(46 177.30853),(47 174.7784),(48 173.07713),(49 172.88182),(50 172.56137),(51 173.43027),(52 173.62718),(53 173.46608),(54 174.49628),(55 173.49608),(56 174.19359),(57 172.67308),(58 173.85732),(59 171.49677),(60 174.39027),(61 174.86823),(62 173.06165),(63 172.39275),(64 173.49252),(65 172.1928),(66 168.83797),(67 168.63766),(68 169.87184),(69 168.3426),(70 171.15205),(71 171.74234),(72 170.20174),(73 171.35468),(74 170.38657),(75 170.00392),(76 171.00955),(77 168.89395),(78 171.08733),(79 170.10175),
(1 87.2351),(2 119.10162),(3 130.09677),(4 133.86159),(5 140.25238),(6 143.37634),(7 145.95686),(8 149.69362),(9 153.25206),(10 158.03644),(11 158.39474),(12 158.54657),(13 159.8315),(14 160.92058),(15 163.17447),(16 164.8173),(17 165.6825),(18 165.19142),(19 167.27814),(20 166.59282),(21 166.99438),(22 166.49648),(23 168.43625),(24 168.37582),(25 169.93948),(26 172.42097),(27 169.95178),(28 169.5951),(29 170.18347),(30 170.84064),(31 170.1274),(32 170.21477),(33 170.00317),(34 168.95131),(35 170.13599),(36 170.85352),(37 170.34418),(38 169.61275),(39 170.4936),(40 170.61107),(41 171.07274),(42 171.09279),(43 170.87685),(44 170.93602),(45 171.26334),(46 170.62901),(47 169.15651),(48 169.94511),(49 170.32133),(50 171.78786),(51 171.36427),(52 169.96277),(53 169.95866),(54 170.76108),(55 171.3674),(56 171.02077),(57 169.80463),(58 170.68304),(59 171.34927),(60 172.05934),(61 173.8841),(62 172.244),(63 172.32489),(64 171.93579),(65 171.68771),(66 170.53548),(67 170.7132),(68 171.10486),(69 168.36945),(70 169.08331),(71 169.51952),(72 170.46307),(73 169.41837),(74 168.33339),(75 168.37065),(76 166.83067),(77 167.88611),(78 168.916),(79 169.87785),
(1 86.61885),(2 116.21604),(3 127.2003),(4 134.32605),(5 139.81654),(6 141.93651),(7 144.02112),(8 147.87259),(9 150.8565),(10 156.30527),(11 158.03717),(12 160.55396),(13 160.63881),(14 160.42044),(15 160.47711),(16 159.85559),(17 160.25099),(18 158.93344),(19 158.65152),(20 160.24406),(21 159.79143),(22 161.18323),(23 161.81058),(24 163.07297),(25 162.90865),(26 163.07881),(27 164.27301),(28 162.59143),(29 164.37813),(30 165.06165),(31 165.36072),(32 165.30548),(33 165.18726),(34 164.56528),(35 164.94672),(36 165.0772),(37 166.35132),(38 164.95065),(39 165.69437),(40 166.32869),(41 166.72905),(42 166.6954),(43 168.0067),(44 168.21078),(45 167.00922),(46 167.95695),(47 167.30507),(48 166.16893),(49 166.96089),(50 167.6789),(51 167.34378),(52 167.64908),(53 167.91226),(54 168.08182),(55 168.45787),(56 166.98216),(57 167.00317),(58 167.77312),(59 167.01163),(60 167.87585),(61 168.24176),(62 166.0432),(63 167.23706),(64 167.7652),(65 167.02147),(66 167.67487),(67 167.71336),(68 168.56152),(69 167.14),(70 168.35251),(71 167.26826),(72 169.58157),(73 169.04091),(74 169.97221),(75 167.6426),(76 167.74585),(77 167.76477),(78 168.01416),(79 167.97911),
(1 84.81022),(2 114.96697),(3 127.27235),(4 132.57442),(5 138.17128),(6 141.12108),(7 142.59972),(8 146.48897),(9 148.99088),(10 152.0881),(11 151.74812),(12 156.50226),(13 156.61674),(14 156.69757),(15 157.42729),(16 157.86798),(17 160.11525),(18 162.06152),(19 161.82771),(20 161.08598),(21 160.86949),(22 161.28009),(23 163.84732),(24 165.34631),(25 165.13625),(26 166.24692),(27 165.12772),(28 165.24074),(29 166.83257),(30 166.08888),(31 167.27872),(32 166.53578),(33 165.56265),(34 166.97028),(35 166.24236),(36 167.06168),(37 167.27492),(38 166.69447),(39 165.16307),(40 166.41687),(41 164.7263),(42 165.32303),(43 166.61525),(44 166.09236),(45 165.62738),(46 165.83325),(47 165.70944),(48 166.72379),(49 166.77844),(50 165.09114),(51 163.006),(52 164.46057),(53 167.42863),(54 167.05452),(55 166.18736),(56 166.24059),(57 165.91548),(58 164.7564),(59 164.96806),(60 166.6418),(61 166.27043),(62 165.47443),(63 166.00038),(64 165.89484),(65 167.43129),(66 164.0451),(67 165.28593),(68 166.5543),(69 165.2197),(70 165.22536),(71 165.11818),(72 167.76215),(73 168.57019),(74 167.34991),(75 166.71123),(76 167.68265),(77 169.93413),(78 168.93251),(79 169.27267),
(1 83.554726),(2 114.2463),(3 124.45954),(4 129.64572),(5 133.46411),(6 137.61008),(7 139.90591),(8 143.31097),(9 145.44128),(10 147.6546),(11 149.59044),(12 151.82304),(13 153.15169),(14 153.41516),(15 154.64507),(16 157.07318),(17 157.64935),(18 160.03944),(19 159.89243),(20 161.45966),(21 162.03267),(22 161.20245),(23 162.63968),(24 163.7178),(25 164.98422),(26 164.94116),(27 164.86774),(28 164.55722),(29 165.53333),(30 165.24913),(31 166.17715),(32 165.83588),(33 164.94778),(34 164.96889),(35 163.92021),(36 164.1891),(37 165.75229),(38 164.8514),(39 163.85),(40 164.39429),(41 165.46024),(42 164.57724),(43 165.30045),(44 164.13866),(45 163.38655),(46 163.64192),(47 164.80891),(48 163.82991),(49 165.07872),(50 164.33025),(51 164.73108),(52 165.8486),(53 166.10913),(54 164.60056),(55 163.81062),(56 164.3564),(57 164.36018),(58 164.25398),(59 163.52869),(60 165.34743),(61 164.76968),(62 165.00264),(63 165.05084),(64 163.66917),(65 165.24042),(66 163.20813),(67 163.77434),(68 164.87383),(69 163.39162),(70 165.94963),(71 165.2615),(72 166.1296),(73 166.30637),(74 166.12643),(75 165.26494),(76 165.02092),(77 166.50313),(78 166.09631),(79 165.50455),
(1 81.916855),(2 112.414),(3 122.62459),(4 128.41),(5 132.54428),(6 136.23892),(7 137.67078),(8 141.09201),(9 143.21011),(10 145.9464),(11 147.45673),(12 151.127),(13 151.60732),(14 152.8436),(15 152.71486),(16 152.87064),(17 154.95718),(18 158.82895),(19 157.24677),(20 157.12558),(21 156.98427),(22 159.19293),(23 158.86339),(24 159.77907),(25 159.74567),(26 160.92494),(27 159.84322),(28 159.57602),(29 160.82085),(30 161.21576),(31 160.78764),(32 160.48018),(33 159.64212),(34 159.92064),(35 159.33774),(36 159.30577),(37 160.47531),(38 160.78993),(39 160.55655),(40 160.75992),(41 161.16833),(42 160.64465),(43 160.1071),(44 160.29697),(45 160.23508),(46 160.40636),(47 160.61685),(48 162.99164),(49 162.75461),(50 163.75722),(51 162.74754),(52 164.04424),(53 163.91338),(54 162.38744),(55 162.00728),(56 161.73888),(57 161.81253),(58 161.6654),(59 161.57089),(60 162.49272),(61 163.36482),(62 162.75375),(63 162.75745),(64 163.30534),(65 163.24893),(66 163.17276),(67 162.95773),(68 164.7094),(69 163.71907),(70 165.10594),(71 163.70262),(72 164.54466),(73 163.5839),(74 164.5259),(75 164.22935),(76 164.00676),(77 163.91734),(78 163.71008),(79 163.92615),
(1 80.18911),(2 110.27214),(3 118.90087),(4 125.006325),(5 129.2658),(6 131.99942),(7 134.8535),(8 137.89407),(9 139.3368),(10 142.15393),(11 144.66121),(12 147.2456),(13 149.5023),(14 148.51332),(15 146.28543),(16 149.237),(17 149.30853),(18 152.25627),(19 152.39587),(20 153.05719),(21 153.09451),(22 154.53476),(23 155.30383),(24 155.7578),(25 155.98972),(26 157.3429),(27 158.15059),(28 157.79555),(29 157.41728),(30 156.62405),(31 156.57683),(32 156.60263),(33 155.20207),(34 154.97449),(35 155.49583),(36 154.85205),(37 154.93523),(38 154.83417),(39 154.24686),(40 153.33849),(41 154.74026),(42 156.13277),(43 155.8626),(44 154.82053),(45 154.53796),(46 155.57553),(47 154.7352),(48 154.82155),(49 155.34233),(50 155.49629),(51 155.78116),(52 156.19653),(53 155.4691),(54 155.95924),(55 155.42659),(56 155.37155),(57 155.65388),(58 158.16032),(59 158.7695),(60 157.94348),(61 159.94962),(62 160.16145),(63 158.07324),(64 158.61716),(65 159.30016),(66 158.48141),(67 158.00009),(68 160.1701),(69 159.09131),(70 158.73381),(71 158.97867),(72 159.07655),(73 159.21748),(74 159.8339),(75 157.39328),(76 158.0115),(77 158.49272),(78 158.73813),(79 158.8208),
(1 81.05331),(2 109.57413),(3 120.22424),(4 124.98174),(5 127.58523),(6 131.17972),(7 133.82005),(8 137.69269),(9 139.4691),(10 142.95036),(11 144.82553),(12 147.21974),(13 149.27696),(14 150.25993),(15 147.57123),(16 149.91905),(17 150.50359),(18 153.04552),(19 154.3971),(20 154.41003),(21 155.07048),(22 155.55481),(23 155.2575),(24 157.22804),(25 158.30246),(26 155.0604),(27 158.67625),(28 158.96693),(29 159.28581),(30 157.6901),(31 157.1019),(32 158.92575),(33 158.20474),(34 157.97539),(35 157.14122),(36 158.68915),(37 158.89827),(38 159.64172),(39 158.57333),(40 159.50293),(41 160.35191),(42 159.7585),(43 159.14922),(44 159.08354),(45 157.75368),(46 157.7977),(47 157.24977),(48 157.1475),(49 156.9472),(50 157.33432),(51 157.22307),(52 158.68158),(53 159.96892),(54 158.11891),(55 158.33345),(56 157.85121),(57 156.01982),(58 157.9821),(59 158.52013),(60 157.9039),(61 158.52477),(62 159.73415),(63 159.12642),(64 159.33482),(65 158.48283),(66 158.06993),(67 158.0311),(68 159.2036),(69 158.31186),(70 158.0735),(71 157.4894),(72 157.58907),(73 158.94678),(74 158.90497),(75 159.54953),(76 158.47156),(77 158.35997),(78 158.48552),(79 158.76715),
(1 80.22459),(2 109.832794),(3 120.25333),(4 125.3936),(5 128.54123),(6 130.72565),(7 131.4769),(8 135.45006),(9 138.0974),(10 140.54263),(11 142.11577),(12 143.54909),(13 145.12009),(14 145.47525),(15 145.9159),(16 145.05412),(17 146.47949),(18 148.44012),(19 148.63313),(20 149.90471),(21 149.08499),(22 149.48871),(23 149.15085),(24 150.01913),(25 151.21971),(26 151.97905),(27 153.87907),(28 152.5011),(29 153.31464),(30 153.34117),(31 152.8632),(32 153.94493),(33 153.50479),(34 153.8535),(35 151.4513),(36 152.77902),(37 152.6644),(38 153.06523),(39 152.79666),(40 153.9465),(41 152.81789),(42 152.7173),(43 153.21436),(44 153.49117),(45 154.2893),(46 155.30022),(47 153.49622),(48 153.37796),(49 152.98477),(50 154.11024),(51 154.60464),(52 153.24295),(53 155.10188),(54 154.22775),(55 153.42613),(56 153.47601),(57 153.54996),(58 155.43498),(59 152.78757),(60 154.32057),(61 154.96597),(62 155.0554),(63 154.53905),(64 152.89354),(65 153.83966),(66 152.28038),(67 154.50906),(68 153.50314),(69 153.72556),(70 154.47847),(71 153.81255),(72 154.34628),(73 155.72449),(74 155.47523),(75 153.96997),(76 154.46283),(77 155.50836),(78 154.12437),(79 155.46445),
(1 80.1272),(2 109.940346),(3 120.06054),(4 124.73883),(5 128.76746),(6 130.43315),(7 132.5198),(8 137.68138),(9 137.79414),(10 142.22548),(11 143.90816),(12 145.06386),(13 147.0501),(14 145.8304),(15 145.4665),(16 146.08452),(17 146.96696),(18 148.17566),(19 148.34286),(20 149.32405),(21 148.27225),(22 149.56253),(23 148.98782),(24 149.35121),(25 150.03055),(26 152.09685),(27 152.2181),(28 153.9497),(29 153.26553),(30 151.92067),(31 150.29991),(32 150.6732),(33 150.28899),(34 151.13698),(35 151.21555),(36 151.82825),(37 151.14302),(38 153.28369),(39 152.62883),(40 151.7533),(41 152.1937),(42 152.1973),(43 151.7086),(44 152.69652),(45 153.18805),(46 153.65706),(47 152.09781),(48 153.62671),(49 153.61865),(50 155.74054),(51 154.668),(52 154.15565),(53 153.77444),(54 153.89139),(55 153.33168),(56 154.08476),(57 153.16597),(58 154.53229),(59 153.97928),(60 153.88414),(61 155.0889),(62 156.10144),(63 153.4097),(64 154.08145),(65 154.72261),(66 154.05687),(67 155.79684),(68 155.82327),(69 154.39561),(70 153.25272),(71 152.84811),(72 154.38884),(73 156.10542),(74 157.04807),(75 156.11974),(76 155.44421),(77 157.3404),(78 156.33226),(79 155.86499),
(1 75.7335),(2 104.468124),(3 115.015755),(4 119.174866),(5 123.06318),(6 124.95759),(7 127.572235),(8 130.97841),(9 131.70859),(10 137.36453),(11 138.1172),(12 139.76701),(13 141.8766),(14 142.1579),(15 141.51477),(16 142.93407),(17 143.55331),(18 144.86223),(19 146.24594),(20 147.90692),(21 147.04955),(22 148.69205),(23 148.02644),(24 148.83522),(25 148.28578),(26 148.73994),(27 149.93112),(28 151.17711),(29 152.78098),(30 152.10437),(31 150.73392),(32 150.96808),(33 151.01208),(34 152.25204),(35 151.03125),(36 151.56863),(37 150.46217),(38 150.53152),(39 150.85124),(40 149.63129),(41 148.9417),(42 148.4932),(43 147.88863),(44 149.7197),(45 150.6023),(46 151.36671),(47 149.94777),(48 150.43927),(49 150.19897),(50 149.90921),(51 149.4094),(52 149.38625),(53 149.73878),(54 148.87695),(55 148.25291),(56 148.73975),(57 149.73145),(58 149.14897),(59 148.3868),(60 149.32416),(61 150.8012),(62 149.42166),(63 148.94121),(64 149.21655),(65 148.44351),(66 149.53488),(67 150.13246),(68 149.84955),(69 147.84116),(70 148.56654),(71 149.7536),(72 149.88403),(73 150.3587),(74 149.24553),(75 149.3004),(76 150.97418),(77 150.50206),(78 150.71774),(79 150.7808),
