1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106478.49),(2 377899.9),(3 804687),(4 1396136.9),(5 2112030.8),(6 2963478.8),(7 3938670.8),(8 5013668),(9 6117737.5),(10 7273166.5),(11 8483147),(12 9767647),(13 11123201),(14 12580329),(15 14328632),(16 16126892),(17 18048850),(18 20146202),(19 22387046),(20 24863394),(21 27638638),(22 30502486),(23 33709250),(24 37022540),(25 40255840),(26 43617804),(27 46784292),(28 50210900),(29 53753732),(30 57278692),(31 61072750),(32 65094484),(33 69401590),(34 73796456),(35 78414904),(36 83270350),(37 88294344),(38 93496990),(39 98730744),(40 103801280),(41 108730824),(42 113420030),(43 117974250),(44 122281630),(45 126310530),(46 130282730),(47 134039900),(48 138108290),(49 142027780),(50 145568030),(51 149479360),(52 153200130),(53 156597840),(54 160160960),(55 163159840),(56 165954510),(57 168324820),(58 170684590),(59 172697580),(60 174312720),(61 175593420),(62 176609600),(63 177287890),(64 177776480),(65 178122190),(66 178398600),(67 178690580),(68 179256830),(69 179134900),(70 179102480),(71 179466700),(72 179815040),(73 179921090),(74 180672180),(75 181345330),(76 182264780),(77 183219020),(78 184517250),(79 185826740),
(1 948.44556),(2 1115.377),(3 1163.1105),(4 1180.934),(5 1203.2784),(6 1213.2231),(7 1235.3622),(8 1270.4208),(9 1308.5703),(10 1292.3219),(11 1283.3334),(12 1285.1188),(13 1280.8407),(14 1276.3433),(15 1277.5958),(16 1297.8668),(17 1307.8752),(18 1325.0347),(19 1321.8583),(20 1330.4385),(21 1344.712),(22 1359.1685),(23 1394.3999),(24 1405.3223),(25 1429.2094),(26 1471.9371),(27 1482.6703),(28 1503.2507),(29 1498.3179),(30 1480.6705),(31 1492.9136),(32 1481.4854),(33 1503.381),(34 1542.7965),(35 1541.9817),(36 1541.9391),(37 1547.0623),(38 1562.5607),(39 1586.3062),(40 1597.065),(41 1615.1411),(42 1620.7754),(43 1623.3958),(44 1602.9056),(45 1599.64),(46 1637.1263),(47 1628.2867),(48 1615.5011),(49 1606.9592),(50 1620.1371),(51 1626.1221),(52 1632.051),(53 1635.4761),(54 1614.7151),(55 1629.4968),(56 1609.6051),(57 1637.3383),(58 1645.2124),(59 1631.6881),(60 1623.2107),(61 1620.5453),(62 1607.9774),(63 1611.3914),(64 1592.4492),(65 1604.4585),(66 1604.0872),(67 1591.6461),(68 1603.4779),(69 1575.5853),(70 1558.2336),(71 1579.6658),(72 1606.2786),(73 1588.7965),(74 1576.455),(75 1564.7726),(76 1556.835),(77 1547.2175),(78 1554.06),(79 1539.7881),
(1 942.5993),(2 1103.1755),(3 1147.1631),(4 1126.9701),(5 1152.0409),(6 1169.635),(7 1173.4274),(8 1215.5612),(9 1230.075),(10 1236.958),(11 1260.5522),(12 1256.6693),(13 1239.7666),(14 1216.7594),(15 1231.1189),(16 1243.9313),(17 1243.993),(18 1255.0171),(19 1257.5012),(20 1262.2557),(21 1272.2284),(22 1278.1619),(23 1307.0714),(24 1302.6967),(25 1327.4619),(26 1362.8285),(27 1374.6023),(28 1397.9779),(29 1394.2527),(30 1392.1384),(31 1403.2991),(32 1409.1794),(33 1427.5159),(34 1456.2615),(35 1467.6545),(36 1458.7147),(37 1467.1447),(38 1477.7178),(39 1493.6174),(40 1512.5476),(41 1522.5729),(42 1537.1821),(43 1526.5182),(44 1526.899),(45 1517.0334),(46 1535.1025),(47 1546.1201),(48 1549.9723),(49 1553.5333),(50 1553.9122),(51 1563.5582),(52 1545.1218),(53 1554.6821),(54 1541.2544),(55 1538.2886),(56 1524.3347),(57 1548.1508),(58 1561.6521),(59 1554.8389),(60 1537.1605),(61 1548.059),(62 1538.1554),(63 1533.6188),(64 1512.6323),(65 1530.5046),(66 1525.7167),(67 1554.1636),(68 1524.1189),(69 1524.7039),(70 1548.0166),(71 1554.3888),(72 1521.9211),(73 1512.4054),(74 1516.6549),(75 1524.425),(76 1523.7001),(77 1527.2689),(78 1512.5903),(79 1490.4753),
(1 928.9247),(2 1083.6196),(3 1142.3595),(4 1148.5057),(5 1172.2372),(6 1207.2473),(7 1225.3816),(8 1260.7555),(9 1276.4003),(10 1297.0841),(11 1287.9727),(12 1266.6417),(13 1279.4012),(14 1257.466),(15 1259.0027),(16 1272.228),(17 1278.8251),(18 1287.4476),(19 1290.4471),(20 1293.198),(21 1296.9348),(22 1306.2216),(23 1323.6842),(24 1363.0884),(25 1395.0853),(26 1418.809),(27 1432.4357),(28 1455.0824),(29 1450.626),(30 1432.672),(31 1427.378),(32 1450.2083),(33 1470.9697),(34 1506.2445),(35 1507.995),(36 1526.9233),(37 1535.7178),(38 1578.5688),(39 1605.4569),(40 1581.4624),(41 1576.4188),(42 1618.8632),(43 1621.0878),(44 1644.602),(45 1613.7346),(46 1600.1207),(47 1614.843),(48 1617.186),(49 1621.0544),(50 1606.5629),(51 1599.0454),(52 1602.3188),(53 1616.2959),(54 1625.3649),(55 1622.2391),(56 1633.0111),(57 1612.006),(58 1621.8326),(59 1615.8584),(60 1619.0631),(61 1622.1865),(62 1611.4454),(63 1599.7378),(64 1601.8934),(65 1579.3903),(66 1565.1869),(67 1571.612),(68 1598.6298),(69 1571.2885),(70 1571.4852),(71 1558.214),(72 1536.696),(73 1534.5438),(74 1533.3035),(75 1527.7662),(76 1490.8401),(77 1533.5172),(78 1492.6439),(79 1489.7051),
(1 902.9756),(2 1053.7773),(3 1084.4102),(4 1101.1674),(5 1112.6223),(6 1133.902),(7 1145.7216),(8 1189.9934),(9 1207.978),(10 1243.7887),(11 1235.9501),(12 1213.4775),(13 1222.9791),(14 1216.248),(15 1216.8234),(16 1223.6614),(17 1234.2778),(18 1234.8505),(19 1240.8285),(20 1242.073),(21 1228.5095),(22 1240.1766),(23 1263.1573),(24 1276.597),(25 1285.9357),(26 1303.1147),(27 1335.5643),(28 1335.82),(29 1331.6896),(30 1335.181),(31 1335.9642),(32 1350.0504),(33 1368.3776),(34 1412.8707),(35 1412.2719),(36 1408.5421),(37 1401.6682),(38 1425.63),(39 1448.5844),(40 1462.3834),(41 1445.1884),(42 1481.7178),(43 1489.4854),(44 1494.1111),(45 1490.695),(46 1491.3589),(47 1520.642),(48 1496.4484),(49 1514.0242),(50 1494.9291),(51 1505.4958),(52 1505.0253),(53 1516.4847),(54 1518.6523),(55 1517.241),(56 1543.4675),(57 1532.6334),(58 1529.1882),(59 1545.5404),(60 1558.1304),(61 1548.4885),(62 1544.6292),(63 1553.0825),(64 1565.0315),(65 1527.7219),(66 1534.3663),(67 1520.0404),(68 1551.8391),(69 1519.5798),(70 1497.2263),(71 1522.7003),(72 1520.7572),(73 1476.8486),(74 1469.3895),(75 1488.774),(76 1484.4957),(77 1506.0276),(78 1472.734),(79 1463.165),
(1 861.903),(2 1016.8316),(3 1085.3875),(4 1077.2831),(5 1078.1224),(6 1092.112),(7 1127.3617),(8 1158.0613),(9 1179.8787),(10 1174.1393),(11 1180.8331),(12 1186.7505),(13 1198.6816),(14 1185.2933),(15 1208.4824),(16 1196.7837),(17 1209.2006),(18 1194.9592),(19 1204.2256),(20 1225.2904),(21 1231.7146),(22 1226.899),(23 1254.2141),(24 1285.7281),(25 1289.5686),(26 1308.2831),(27 1332.2632),(28 1335.8474),(29 1341.9169),(30 1345.3818),(31 1315.5988),(32 1331.7158),(33 1343.9463),(34 1355.563),(35 1378.0173),(36 1382.8417),(37 1385.8112),(38 1418.3464),(39 1424.283),(40 1432.0941),(41 1436.3447),(42 1441.8207),(43 1453.8474),(44 1480.0795),(45 1496.5219),(46 1503.0496),(47 1504.5494),(48 1495.2727),(49 1502.6338),(50 1499.712),(51 1523.3613),(52 1511.6564),(53 1528.3466),(54 1538.2932),(55 1524.9326),(56 1527.1814),(57 1536.9103),(58 1503.5688),(59 1532.1808),(60 1502.8477),(61 1516.9072),(62 1537.8981),(63 1547.3307),(64 1549.6952),(65 1509.2395),(66 1522.8624),(67 1515.9226),(68 1513.469),(69 1504.9963),(70 1481.3413),(71 1504.5344),(72 1472.7472),(73 1455.6592),(74 1455.129),(75 1449.1133),(76 1455.2687),(77 1451.7411),(78 1430.853),(79 1413.4016),
(1 843.97406),(2 991.54706),(3 1064.8375),(4 1057.1063),(5 1054.4908),(6 1079.1128),(7 1102.1528),(8 1143.8273),(9 1161.0516),(10 1175.566),(11 1165.1587),(12 1155.9468),(13 1190.7594),(14 1185.089),(15 1206.6056),(16 1195.2734),(17 1191.8356),(18 1220.5499),(19 1213.1996),(20 1225.0381),(21 1241.7068),(22 1238.38),(23 1255.1819),(24 1254.8868),(25 1277.325),(26 1299.3612),(27 1319.39),(28 1365.897),(29 1353.0408),(30 1344.6161),(31 1336.2689),(32 1333.3197),(33 1334.1385),(34 1339.6844),(35 1370.8134),(36 1363.336),(37 1372.8707),(38 1396.818),(39 1413.0038),(40 1416.7437),(41 1420.6254),(42 1435.4573),(43 1420.5242),(44 1430.3846),(45 1440.9016),(46 1438.4802),(47 1443.4955),(48 1444.8536),(49 1448.0345),(50 1420.343),(51 1447.8163),(52 1460.1401),(53 1462.5217),(54 1472.3425),(55 1484.327),(56 1474.9558),(57 1490.8123),(58 1483.5614),(59 1488.7258),(60 1471.7585),(61 1471.7482),(62 1452.0176),(63 1493.2542),(64 1457.6736),(65 1458.4391),(66 1434.2761),(67 1463.2567),(68 1491.3198),(69 1469.97),(70 1456.6176),(71 1467.5615),(72 1466.8792),(73 1457.0514),(74 1436.8875),(75 1428.6746),(76 1433.0596),(77 1437.2307),(78 1436.2872),(79 1422.8798),
(1 828.39185),(2 940.6547),(3 1005.3482),(4 1002.73834),(5 1026.5042),(6 1024.6384),(7 1031.3301),(8 1066.3787),(9 1097.2579),(10 1113.6592),(11 1101.2188),(12 1090.8406),(13 1107.4188),(14 1119.5315),(15 1121.276),(16 1119.2965),(17 1131.2543),(18 1125.8723),(19 1137.4777),(20 1146.7092),(21 1156.8486),(22 1154.1919),(23 1173.7063),(24 1170.964),(25 1187.2747),(26 1215.1393),(27 1237.942),(28 1237.5009),(29 1232.6569),(30 1224.653),(31 1224.025),(32 1219.004),(33 1238.6117),(34 1229.6422),(35 1270.9718),(36 1279.7844),(37 1271.526),(38 1304.396),(39 1338.5922),(40 1355.5579),(41 1359.1356),(42 1348.8584),(43 1343.888),(44 1346.9655),(45 1352.7162),(46 1358.7609),(47 1383.0934),(48 1368.5648),(49 1380.5231),(50 1360.5112),(51 1388.3143),(52 1379.6982),(53 1404.4702),(54 1395.9915),(55 1396.3068),(56 1398.6514),(57 1398.6104),(58 1401.8464),(59 1381.8912),(60 1351.2529),(61 1359.0983),(62 1362.7505),(63 1386.2411),(64 1374.3107),(65 1351.4689),(66 1342.8646),(67 1342.5706),(68 1330.8596),(69 1344.8381),(70 1346.9521),(71 1359.8052),(72 1370.5464),(73 1371.2357),(74 1339.0479),(75 1334.5516),(76 1343.3044),(77 1350.599),(78 1336.2281),(79 1331.9175),
(1 819.3184),(2 951.83765),(3 1026.5685),(4 1025.8286),(5 1036.5685),(6 1046.2655),(7 1066.5737),(8 1096.161),(9 1119.1034),(10 1123.8337),(11 1111.7987),(12 1109.82),(13 1115.474),(14 1118.5853),(15 1130.3636),(16 1127.2517),(17 1114.9264),(18 1111.7952),(19 1132.2252),(20 1141.1104),(21 1136.7129),(22 1149.8794),(23 1158.2983),(24 1165.8344),(25 1181.9645),(26 1197.6045),(27 1207.394),(28 1220.9321),(29 1229.1128),(30 1247.105),(31 1242.0066),(32 1254.4999),(33 1257.2611),(34 1255.9116),(35 1263.5978),(36 1305.2839),(37 1286.7294),(38 1289.7904),(39 1311.2755),(40 1311.4823),(41 1340.6481),(42 1346.5682),(43 1346.6649),(44 1381.8048),(45 1369.1804),(46 1357.928),(47 1382.442),(48 1379.3038),(49 1382.0532),(50 1374.8444),(51 1394.9426),(52 1384.5919),(53 1408.2216),(54 1422.624),(55 1410.5701),(56 1422.9597),(57 1429.6322),(58 1438.6788),(59 1445.43),(60 1423.9802),(61 1416.5343),(62 1434.7498),(63 1428.3076),(64 1406.2631),(65 1399.4296),(66 1399.6555),(67 1400.7036),(68 1430.9751),(69 1406.1693),(70 1418.2399),(71 1420.6052),(72 1414.282),(73 1404.65),(74 1398.8324),(75 1395.0112),(76 1392.909),(77 1378.7369),(78 1378.9258),(79 1363.976),
(1 816.3533),(2 955.60864),(3 1018.83673),(4 1016.9384),(5 1017.1445),(6 1019.066),(7 1036.7805),(8 1070.1064),(9 1100.8187),(10 1098.1819),(11 1104.7344),(12 1106.2069),(13 1113.4501),(14 1110.022),(15 1116.3574),(16 1131.7765),(17 1114.063),(18 1107.4086),(19 1097.1447),(20 1122.2891),(21 1134.6519),(22 1130.9614),(23 1158.784),(24 1148.3612),(25 1148.1537),(26 1185.982),(27 1204.1356),(28 1198.5117),(29 1214.065),(30 1213.0309),(31 1212.6349),(32 1220.6631),(33 1244.2769),(34 1254.7767),(35 1273.2919),(36 1312.8701),(37 1298.7211),(38 1313.9415),(39 1343.0262),(40 1327.5378),(41 1341.4731),(42 1353.6088),(43 1374.33),(44 1374.6031),(45 1395.1324),(46 1382.4763),(47 1388.4176),(48 1387.1013),(49 1398.2363),(50 1385.1399),(51 1385.1888),(52 1373.0983),(53 1367.5594),(54 1386.7535),(55 1396.4476),(56 1407.6305),(57 1385.1154),(58 1401.6372),(59 1404.2019),(60 1407.0977),(61 1408.3636),(62 1380.316),(63 1398.3263),(64 1391.2145),(65 1388.8674),(66 1362.5143),(67 1357.8749),(68 1385.1147),(69 1361.8071),(70 1366.5958),(71 1380.7651),(72 1355.995),(73 1333.8184),(74 1324.0703),(75 1327.7635),(76 1308.8999),(77 1309.3086),(78 1296.8777),(79 1270.5319),
(1 762.16656),(2 922.1052),(3 976.86176),(4 948.94965),(5 955.0443),(6 949.1905),(7 969.1806),(8 1003.91394),(9 1016.5968),(10 1030.8344),(11 1030.1813),(12 1021.5444),(13 1015.88513),(14 1003.146),(15 1038.578),(16 1031.4117),(17 1044.3275),(18 1038.2761),(19 1037.1101),(20 1048.4888),(21 1064.916),(22 1076.8054),(23 1085.773),(24 1086.9868),(25 1102.3066),(26 1125.7653),(27 1141.1539),(28 1151.4888),(29 1154.0809),(30 1164.5212),(31 1153.658),(32 1147.8105),(33 1151.8939),(34 1170.7208),(35 1183.8573),(36 1209.3152),(37 1225.4363),(38 1231.885),(39 1227.2322),(40 1243.324),(41 1259.4286),(42 1264.7317),(43 1259.6737),(44 1263.9125),(45 1270.859),(46 1265.7911),(47 1261.2614),(48 1272.9832),(49 1278.8403),(50 1283.6023),(51 1290.0945),(52 1291.9729),(53 1314.2137),(54 1308.4144),(55 1309.9073),(56 1308.656),(57 1305.6046),(58 1320.3444),(59 1331.6477),(60 1340.3179),(61 1322.0868),(62 1323.6636),(63 1297.4806),(64 1300.7974),(65 1309.8356),(66 1327.4136),(67 1329.976),(68 1325.2484),(69 1323.3378),(70 1311.269),(71 1315.5673),(72 1291.934),(73 1283.5317),(74 1288.7533),(75 1271.4696),(76 1273.279),(77 1266.1827),(78 1265.1061),(79 1243.815),
(1 739.53156),(2 884.6981),(3 952.69336),(4 948.1703),(5 963.11285),(6 953.7337),(7 967.38635),(8 990.96594),(9 1005.32996),(10 1005.0408),(11 1009.23914),(12 997.0691),(13 992.72845),(14 989.4384),(15 1015.8978),(16 1027.2328),(17 1025.4463),(18 1019.08624),(19 1010.9394),(20 1038.2412),(21 1030.6525),(22 1058.4391),(23 1065.6567),(24 1080.4777),(25 1090.3987),(26 1086.321),(27 1097.5305),(28 1096.2537),(29 1095.1146),(30 1098.5853),(31 1104.7783),(32 1113.6136),(33 1125.4698),(34 1139.3154),(35 1152.3221),(36 1150.2874),(37 1152.3601),(38 1175.2012),(39 1188.3138),(40 1181.7262),(41 1183.0082),(42 1207.0583),(43 1189.1249),(44 1233.8683),(45 1234.7103),(46 1227.4155),(47 1232.1272),(48 1234.1616),(49 1251.5673),(50 1253.4016),(51 1247.6725),(52 1238.7941),(53 1245.8291),(54 1269.3899),(55 1240.7689),(56 1221.4349),(57 1239.7836),(58 1259.0946),(59 1261.8506),(60 1248.9915),(61 1247.8905),(62 1242.3501),(63 1241.5757),(64 1246.687),(65 1257.3597),(66 1252.651),(67 1247.6257),(68 1255.0693),(69 1256.3398),(70 1236.7614),(71 1252.1346),(72 1256.3899),(73 1239.3),(74 1221.9728),(75 1231.6461),(76 1231.4319),(77 1208.1594),(78 1221.0862),(79 1201.9432),
(1 722.2995),(2 869.35815),(3 926.26514),(4 934.72296),(5 944.65326),(6 933.8018),(7 960.281),(8 982.42865),(9 1006.1413),(10 1008.2827),(11 1023.01306),(12 1008.45746),(13 1006.15137),(14 993.90967),(15 1011.948),(16 999.781),(17 1009.15607),(18 1016.15936),(19 1014.7852),(20 1015.93494),(21 1019.10925),(22 1044.9087),(23 1070.7455),(24 1067.8038),(25 1093.3093),(26 1091.0734),(27 1109.9081),(28 1116.4814),(29 1124.0806),(30 1114.9181),(31 1127.0314),(32 1136.14),(33 1123.3608),(34 1152.8959),(35 1155.2736),(36 1171.9806),(37 1181.5168),(38 1190.4795),(39 1199.1616),(40 1218.1871),(41 1218.2676),(42 1226.5056),(43 1224.2323),(44 1226.373),(45 1229.201),(46 1251.4376),(47 1272.3004),(48 1238.7557),(49 1248.3215),(50 1256.524),(51 1278.6481),(52 1259.2798),(53 1281.0162),(54 1269.277),(55 1269.0267),(56 1265.668),(57 1252.442),(58 1262.6136),(59 1263.5253),(60 1282.4766),(61 1275.2535),(62 1261.925),(63 1272.5419),(64 1282.411),(65 1282.758),(66 1274.8038),(67 1256.2954),(68 1287.4467),(69 1244.4489),(70 1236.1276),(71 1216.94),(72 1225.412),(73 1227.9923),(74 1217.9443),(75 1220.1985),(76 1204.6044),(77 1193.2435),(78 1204.136),(79 1177.8322),
(1 715.0834),(2 851.2518),(3 908.05054),(4 924.6777),(5 929.28326),(6 918.5853),(7 934.102),(8 964.98944),(9 983.0201),(10 985.24255),(11 994.40063),(12 984.42755),(13 974.9012),(14 967.12213),(15 971.1236),(16 977.2131),(17 983.06665),(18 994.8972),(19 1012.0735),(20 999.99084),(21 1019.5875),(22 1004.4525),(23 1026.7925),(24 1037.0765),(25 1048.7638),(26 1064.4355),(27 1077.3549),(28 1092.7192),(29 1108.1769),(30 1108.1064),(31 1096.2235),(32 1116.1603),(33 1119.8994),(34 1144.8085),(35 1147.6637),(36 1139.6571),(37 1135.8737),(38 1161.6034),(39 1188.117),(40 1194.1399),(41 1190.0376),(42 1207.6106),(43 1186.8286),(44 1207.879),(45 1230.7847),(46 1246.3461),(47 1232.1581),(48 1226.9026),(49 1247.2466),(50 1237.1563),(51 1252.6609),(52 1251.4962),(53 1271.8358),(54 1255.8524),(55 1251.8553),(56 1243.9121),(57 1259.0398),(58 1256.2461),(59 1257.3628),(60 1261.5907),(61 1278.7772),(62 1279.6652),(63 1277.338),(64 1270.4305),(65 1285.8662),(66 1279.3949),(67 1267.0206),(68 1269.2815),(69 1253.473),(70 1235.4559),(71 1236.394),(72 1234.1992),(73 1215.8143),(74 1224.9523),(75 1207.8595),(76 1179.813),(77 1193.6177),(78 1186.2638),(79 1187.753),
(1 683.08167),(2 814.88464),(3 862.49475),(4 884.16833),(5 886.81793),(6 883.6308),(7 894.2094),(8 935.8091),(9 957.2306),(10 954.5016),(11 964.17035),(12 952.72723),(13 943.88),(14 944.2912),(15 954.39496),(16 948.70325),(17 960.816),(18 943.7338),(19 955.6952),(20 971.2524),(21 976.14215),(22 994.29395),(23 1008.33716),(24 1001.72284),(25 1022.3617),(26 1046.0555),(27 1032.557),(28 1048.4395),(29 1041.0824),(30 1026.4174),(31 1029.6521),(32 1070.6177),(33 1066.5667),(34 1083.8073),(35 1075.1501),(36 1090.8677),(37 1096.4064),(38 1112.4614),(39 1135.9049),(40 1154.7458),(41 1144.2936),(42 1147.0961),(43 1160.6938),(44 1148.8247),(45 1171.9906),(46 1168.738),(47 1181.0238),(48 1179.6572),(49 1186.7936),(50 1200.0275),(51 1196.1434),(52 1202.4584),(53 1215.7085),(54 1202.2651),(55 1210.708),(56 1206.0135),(57 1194.934),(58 1207.4501),(59 1205.9637),(60 1208.9452),(61 1198.3256),(62 1203.4646),(63 1207.5679),(64 1207.4352),(65 1209.6146),(66 1198.6138),(67 1184.387),(68 1184.4388),(69 1209.8297),(70 1204.638),(71 1212.4275),(72 1224.1447),(73 1219.5963),(74 1203.1322),(75 1202.1797),(76 1200.4929),(77 1191.1622),(78 1181.3182),(79 1169.8315),
(1 680.05035),(2 814.13574),(3 856.8254),(4 871.4309),(5 860.7665),(6 876.41455),(7 886.56116),(8 912.8732),(9 943.35626),(10 941.036),(11 943.8183),(12 939.1795),(13 937.4658),(14 921.62164),(15 946.47217),(16 954.93195),(17 965.75916),(18 956.08453),(19 969.55914),(20 962.278),(21 971.4291),(22 977.93555),(23 989.57184),(24 1005.35516),(25 1043.2012),(26 1053.8727),(27 1051.8927),(28 1062.4786),(29 1064.4739),(30 1048.4951),(31 1065.7969),(32 1070.9967),(33 1081.2961),(34 1093.51),(35 1107.8411),(36 1106.6698),(37 1111.5721),(38 1112.1116),(39 1131.6633),(40 1151.684),(41 1147.7296),(42 1132.56),(43 1133.9833),(44 1132.2561),(45 1149.7662),(46 1149.3271),(47 1158.1318),(48 1170.814),(49 1177.0392),(50 1153.3989),(51 1165.1968),(52 1165.1312),(53 1182.6677),(54 1182.0581),(55 1189.2413),(56 1181.3884),(57 1187.4564),(58 1189.4188),(59 1191.2595),(60 1183.474),(61 1190.2095),(62 1197.2451),(63 1204.4495),(64 1191.172),(65 1179.5658),(66 1165.7247),(67 1172.0352),(68 1190.0469),(69 1184.7726),(70 1179.3717),(71 1182.2921),(72 1189.3085),(73 1168.4602),(74 1158.7434),(75 1150.2583),(76 1140.2986),(77 1152.4347),(78 1149.2057),(79 1159.4114),
(1 655.5374),(2 776.3487),(3 834.0281),(4 843.76886),(5 839.85956),(6 849.0503),(7 868.8992),(8 887.97705),(9 893.9178),(10 910.07916),(11 913.3207),(12 908.0887),(13 901.61304),(14 890.78015),(15 897.2931),(16 901.19904),(17 908.2628),(18 913.0377),(19 921.95715),(20 906.59863),(21 924.6334),(22 918.72626),(23 949.0021),(24 957.90155),(25 967.2611),(26 998.19055),(27 1014.50793),(28 1028.1907),(29 1014.74554),(30 1027.9413),(31 1031.5891),(32 1034.5436),(33 1047.2363),(34 1059.6007),(35 1059.4053),(36 1066.9797),(37 1071.4468),(38 1080.0762),(39 1100.4724),(40 1115.7056),(41 1116.9248),(42 1118.447),(43 1121.7653),(44 1115.8558),(45 1136.5076),(46 1132.1266),(47 1141.2827),(48 1142.272),(49 1148.3899),(50 1150.4746),(51 1153.5795),(52 1150.0009),(53 1160.5502),(54 1153.3834),(55 1150.774),(56 1147.7418),(57 1165.6421),(58 1158.583),(59 1165.1934),(60 1153.7074),(61 1154.6721),(62 1147.1714),(63 1144.1237),(64 1138.5632),(65 1127.3618),(66 1128.1613),(67 1115.0515),(68 1117.0061),(69 1118.1643),(70 1112.138),(71 1113.1432),(72 1114.3735),(73 1117.5759),(74 1107.4907),(75 1117.7305),(76 1109.5325),(77 1115.699),(78 1096.4725),(79 1095.107),
