1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 392.8349),(2 499.1176),(3 566.82196),(4 607.02594),(5 636.3393),(6 672.1578),(7 703.14276),(8 722.8029),(9 732.5386),(10 753.1359),(11 774.36005),(12 783.6604),(13 794.2882),(14 810.02484),(15 822.6789),(16 824.97656),(17 830.10266),(18 842.94806),(19 851.8822),(20 845.78204),(21 852.8156),(22 863.84705),(23 868.54736),(24 884.04895),(25 885.861),(26 900.5735),(27 900.6817),(28 905.4551),(29 908.6317),(30 911.25543),(31 921.5918),(32 926.1173),(33 931.5811),(34 922.70465),(35 925.8493),(36 929.8395),(37 929.90845),(38 933.8299),(39 929.06604),(40 919.5862),(41 925.7032),(42 929.0251),(43 931.9109),(44 921.56287),(45 919.843),(46 914.05084),(47 905.6868),(48 899.5226),(49 898.2747),(50 894.48456),(51 900.9682),(52 896.94635),(53 901.46094),(54 904.7299),(55 909.09283),(56 913.2651),(57 913.80945),(58 920.8599),(59 917.8464),(60 911.5174),(61 917.96893),(62 915.4405),(63 918.739),(64 919.2695),(65 916.0198),(66 917.5448),(67 905.91797),(68 909.43286),(69 912.6664),(70 915.71783),(71 914.37836),(72 923.6394),(73 935.0061),(74 953.8952),(75 955.2432),(76 947.34705),(77 946.46954),(78 955.58813),(79 957.5675),
(1 378.37033),(2 483.51068),(3 556.71497),(4 590.1447),(5 622.3656),(6 654.7656),(7 679.71484),(8 702.87396),(9 716.6347),(10 735.6757),(11 751.5688),(12 765.0303),(13 773.5432),(14 791.2187),(15 797.56067),(16 804.3611),(17 813.3583),(18 810.7171),(19 818.72),(20 824.0562),(21 826.31555),(22 838.0994),(23 844.30206),(24 853.06885),(25 858.2789),(26 864.1243),(27 871.74005),(28 890.38666),(29 896.9639),(30 892.0999),(31 901.07416),(32 912.9443),(33 914.9056),(34 917.4859),(35 920.3518),(36 926.0023),(37 921.25574),(38 912.9539),(39 920.73444),(40 919.4374),(41 922.9385),(42 920.8245),(43 921.63025),(44 922.4034),(45 920.37494),(46 923.80524),(47 924.01984),(48 915.5106),(49 912.26074),(50 899.6597),(51 907.31415),(52 911.2619),(53 916.84863),(54 924.3894),(55 932.07056),(56 935.0473),(57 930.38574),(58 939.2377),(59 940.668),(60 936.02716),(61 934.931),(62 939.6797),(63 939.17975),(64 939.63446),(65 938.0476),(66 944.2422),(67 936.1967),(68 933.0331),(69 935.39624),(70 935.1856),(71 938.8554),(72 949.51904),(73 962.3813),(74 963.60626),(75 977.3762),(76 966.74),(77 974.5093),(78 979.5261),(79 981.1217),
(1 375.7122),(2 478.1819),(3 552.286),(4 589.7598),(5 628.5332),(6 660.60565),(7 685.8696),(8 712.1182),(9 720.8739),(10 736.3852),(11 756.22046),(12 774.62134),(13 779.0245),(14 795.5897),(15 797.57025),(16 804.2379),(17 807.69025),(18 813.7426),(19 823.3608),(20 825.4252),(21 835.6725),(22 842.5596),(23 854.3202),(24 852.2513),(25 852.07806),(26 853.596),(27 858.858),(28 876.01276),(29 882.92694),(30 877.8366),(31 883.95355),(32 891.2809),(33 892.4489),(34 893.7508),(35 901.41284),(36 899.78375),(37 906.1225),(38 901.37305),(39 910.2583),(40 908.59045),(41 907.36646),(42 899.37646),(43 905.3373),(44 893.6561),(45 893.5122),(46 892.0355),(47 886.6128),(48 887.57416),(49 889.3295),(50 886.35315),(51 892.7324),(52 890.48364),(53 894.0924),(54 901.1716),(55 913.94556),(56 922.42053),(57 923.324),(58 932.0872),(59 933.83887),(60 931.7043),(61 924.71844),(62 930.23724),(63 924.7475),(64 923.77264),(65 918.93427),(66 917.12646),(67 917.5238),(68 911.17847),(69 906.201),(70 913.6776),(71 905.5042),(72 907.42694),(73 920.41534),(74 928.25085),(75 941.8639),(76 940.7747),(77 938.653),(78 940.9631),(79 943.55963),
(1 365.89474),(2 463.40546),(3 535.0138),(4 571.97565),(5 608.7826),(6 639.79724),(7 663.814),(8 689.38965),(9 701.69025),(10 721.29443),(11 732.6056),(12 745.7853),(13 763.2402),(14 769.51184),(15 780.1735),(16 788.4165),(17 794.5991),(18 810.5109),(19 820.63385),(20 820.33405),(21 826.6735),(22 831.9351),(23 835.07983),(24 835.2322),(25 838.3714),(26 838.87555),(27 847.0881),(28 856.2191),(29 858.417),(30 852.00995),(31 853.9717),(32 849.9122),(33 856.5609),(34 864.0977),(35 863.6763),(36 862.3565),(37 860.6587),(38 860.7006),(39 864.423),(40 859.07495),(41 861.1255),(42 857.6422),(43 861.4272),(44 852.68994),(45 858.64923),(46 851.2207),(47 846.3836),(48 848.5457),(49 850.0782),(50 849.27704),(51 855.2819),(52 864.547),(53 871.8528),(54 883.73517),(55 880.3724),(56 893.5081),(57 897.258),(58 906.19104),(59 906.5221),(60 901.3269),(61 903.35834),(62 909.05554),(63 916.3066),(64 901.85284),(65 898.0775),(66 895.10944),(67 893.03485),(68 888.1001),(69 892.40204),(70 900.0694),(71 892.6798),(72 895.2889),(73 909.0404),(74 910.7297),(75 911.0355),(76 913.09375),(77 909.829),(78 913.95026),(79 910.0142),
(1 367.4509),(2 470.48773),(3 542.9919),(4 577.59393),(5 614.97296),(6 645.13165),(7 666.2842),(8 688.45386),(9 711.26886),(10 732.4286),(11 741.05304),(12 756.2015),(13 770.56067),(14 780.77014),(15 795.7068),(16 806.2244),(17 811.48596),(18 818.84406),(19 828.9078),(20 830.40857),(21 840.6466),(22 840.76825),(23 847.2062),(24 846.5467),(25 855.5526),(26 861.97473),(27 873.30493),(28 875.8321),(29 880.9657),(30 875.60956),(31 877.4844),(32 888.7302),(33 885.6375),(34 893.7445),(35 891.09454),(36 885.06976),(37 893.6911),(38 890.20386),(39 892.1212),(40 889.55994),(41 887.3487),(42 871.0898),(43 877.9218),(44 873.22107),(45 883.1361),(46 883.00903),(47 873.7133),(48 879.89246),(49 884.30634),(50 884.9128),(51 886.30457),(52 892.5115),(53 895.4814),(54 900.12146),(55 901.7364),(56 911.9237),(57 914.15027),(58 917.6385),(59 913.57196),(60 908.96216),(61 906.6954),(62 900.05835),(63 903.9383),(64 892.8232),(65 883.159),(66 885.377),(67 878.7007),(68 882.20636),(69 883.0815),(70 887.6421),(71 889.55707),(72 893.2876),(73 903.102),(74 900.09875),(75 905.0514),(76 903.17346),(77 898.7429),(78 900.2575),(79 893.8726),
(1 357.85022),(2 455.65485),(3 527.6848),(4 569.75543),(5 608.62036),(6 632.85645),(7 655.3136),(8 674.77203),(9 694.80475),(10 712.52997),(11 715.20044),(12 727.59845),(13 736.6658),(14 740.25323),(15 751.5721),(16 767.50464),(17 780.33295),(18 782.0842),(19 788.5359),(20 793.5524),(21 800.7486),(22 801.2356),(23 808.3039),(24 812.0174),(25 816.17975),(26 825.4703),(27 839.65405),(28 847.18494),(29 852.8523),(30 853.0238),(31 854.4996),(32 863.6624),(33 869.94574),(34 873.08527),(35 869.1956),(36 870.5421),(37 868.12714),(38 864.3854),(39 871.6045),(40 869.90155),(41 874.25073),(42 860.1387),(43 871.2579),(44 868.8705),(45 866.9017),(46 862.8021),(47 864.4816),(48 866.4839),(49 862.08777),(50 856.97406),(51 859.0582),(52 865.94336),(53 869.37054),(54 873.9663),(55 876.13196),(56 880.4082),(57 886.6898),(58 890.29193),(59 890.1352),(60 876.7578),(61 869.9181),(62 865.0637),(63 862.3997),(64 848.6327),(65 849.5311),(66 855.57697),(67 844.8581),(68 850.0979),(69 849.8325),(70 858.268),(71 855.5623),(72 853.1101),(73 860.2603),(74 861.4617),(75 864.05414),(76 864.0688),(77 871.0734),(78 871.7659),(79 877.2947),
(1 351.73996),(2 449.41016),(3 519.65045),(4 564.9991),(5 601.144),(6 629.4653),(7 647.9292),(8 666.17175),(9 691.5655),(10 708.0898),(11 719.99133),(12 734.79803),(13 741.4981),(14 750.0932),(15 756.0619),(16 762.8957),(17 765.9738),(18 769.3091),(19 780.4171),(20 786.47107),(21 792.4148),(22 798.44635),(23 804.47375),(24 810.85876),(25 816.6118),(26 812.9212),(27 822.3675),(28 825.3632),(29 842.99316),(30 844.598),(31 841.8645),(32 848.9318),(33 851.3855),(34 852.5795),(35 843.2517),(36 839.7797),(37 844.3205),(38 847.2571),(39 845.25195),(40 843.39075),(41 844.15155),(42 839.6141),(43 839.19214),(44 838.4068),(45 840.1819),(46 846.5722),(47 847.4017),(48 852.5933),(49 850.8608),(50 850.5545),(51 851.25165),(52 853.45557),(53 849.4292),(54 861.1704),(55 862.63324),(56 870.41705),(57 884.3271),(58 893.4437),(59 902.40875),(60 905.49585),(61 889.90894),(62 896.60333),(63 895.068),(64 889.22754),(65 883.4266),(66 880.5351),(67 872.8494),(68 876.19385),(69 877.04614),(70 883.4981),(71 876.4693),(72 882.04376),(73 888.1737),(74 885.92163),(75 887.7122),(76 887.2255),(77 879.16595),(78 878.8781),(79 875.2312),
(1 347.75113),(2 438.27856),(3 504.67365),(4 543.1521),(5 575.32263),(6 593.13617),(7 616.94446),(8 636.8652),(9 659.0879),(10 671.1552),(11 687.1957),(12 702.3033),(13 713.4662),(14 731.4525),(15 733.5012),(16 741.8772),(17 751.8813),(18 761.8771),(19 770.5197),(20 776.2316),(21 783.7687),(22 787.0194),(23 789.9239),(24 794.8429),(25 792.68384),(26 798.11035),(27 810.09326),(28 822.48816),(29 835.8968),(30 829.15155),(31 825.48553),(32 833.23114),(33 826.77893),(34 828.22076),(35 830.8215),(36 833.4803),(37 827.96063),(38 833.91266),(39 839.8896),(40 838.9316),(41 836.43365),(42 843.73883),(43 847.1617),(44 835.10876),(45 834.58),(46 834.842),(47 836.4555),(48 835.17126),(49 832.2299),(50 823.59796),(51 817.4331),(52 818.8158),(53 813.3599),(54 816.02045),(55 819.1653),(56 816.80255),(57 819.7369),(58 829.5217),(59 832.5371),(60 830.8875),(61 834.391),(62 826.93567),(63 821.8134),(64 809.1844),(65 808.9355),(66 817.5371),(67 806.2627),(68 819.24445),(69 819.45447),(70 825.38794),(71 826.54956),(72 836.99243),(73 845.4009),(74 844.5387),(75 850.3954),(76 851.31506),(77 852.62415),(78 850.70526),(79 853.3191),
(1 341.50516),(2 434.20358),(3 499.41354),(4 536.8696),(5 574.31995),(6 591.7859),(7 607.5152),(8 627.9319),(9 649.527),(10 662.3069),(11 682.1361),(12 694.4933),(13 712.2909),(14 721.5638),(15 736.2719),(16 745.50574),(17 742.82825),(18 748.1619),(19 744.0309),(20 748.5432),(21 758.1452),(22 764.06354),(23 773.4987),(24 773.7317),(25 768.3595),(26 773.38666),(27 781.8734),(28 793.42914),(29 801.09875),(30 796.5726),(31 796.1906),(32 806.0359),(33 806.79047),(34 808.63257),(35 812.36896),(36 814.8527),(37 816.8996),(38 820.51245),(39 829.3947),(40 830.35144),(41 836.70325),(42 836.26953),(43 830.17365),(44 827.3781),(45 814.0621),(46 818.64856),(47 823.42694),(48 820.5303),(49 821.78845),(50 801.9296),(51 807.77515),(52 812.2598),(53 817.1847),(54 823.03754),(55 821.0266),(56 829.9717),(57 835.9761),(58 841.4416),(59 843.76666),(60 835.1181),(61 837.4598),(62 836.16705),(63 838.0553),(64 826.12665),(65 826.9998),(66 820.341),(67 814.01544),(68 819.5746),(69 815.9983),(70 819.7962),(71 816.4063),(72 823.61566),(73 827.8199),(74 820.07104),(75 822.44226),(76 827.1188),(77 819.86285),(78 814.6133),(79 813.04425),
(1 338.1924),(2 439.99072),(3 503.24667),(4 540.14514),(5 568.7466),(6 599.9437),(7 614.13495),(8 632.87634),(9 647.7595),(10 665.4922),(11 683.5848),(12 687.3223),(13 710.9374),(14 718.9954),(15 725.5736),(16 727.4564),(17 723.8046),(18 730.68585),(19 726.804),(20 730.40485),(21 738.7654),(22 740.8599),(23 745.30585),(24 749.32697),(25 754.56476),(26 759.72894),(27 767.3178),(28 792.35724),(29 789.9874),(30 796.71545),(31 799.1927),(32 809.8238),(33 814.4991),(34 807.4086),(35 818.4838),(36 815.81976),(37 817.98834),(38 820.4218),(39 819.6694),(40 815.5262),(41 816.0351),(42 814.0338),(43 802.33276),(44 799.46173),(45 796.1234),(46 801.31116),(47 796.1772),(48 792.2038),(49 785.61804),(50 784.3866),(51 783.4593),(52 788.0081),(53 794.45636),(54 806.3674),(55 805.9469),(56 811.66724),(57 818.02686),(58 823.6908),(59 815.5539),(60 812.4764),(61 809.0397),(62 805.87823),(63 808.2565),(64 801.0658),(65 803.3546),(66 800.1602),(67 799.32874),(68 800.2205),(69 807.7195),(70 803.1356),(71 808.6703),(72 812.8682),(73 818.61176),(74 817.79395),(75 819.655),(76 818.2829),(77 820.71576),(78 813.2213),(79 812.50824),
(1 330.82727),(2 424.08255),(3 488.8263),(4 520.8008),(5 548.7574),(6 564.83966),(7 595.4746),(8 603.8956),(9 618.4875),(10 635.90967),(11 649.3356),(12 657.2057),(13 672.92957),(14 675.7467),(15 689.92633),(16 691.9753),(17 693.9889),(18 696.2879),(19 696.99713),(20 699.73096),(21 707.2511),(22 722.8831),(23 731.2157),(24 739.6998),(25 741.5126),(26 743.0847),(27 757.43585),(28 762.6918),(29 767.50085),(30 775.18884),(31 770.9176),(32 781.5007),(33 786.0328),(34 790.01556),(35 790.3483),(36 790.51965),(37 798.57855),(38 800.2326),(39 800.66),(40 793.7319),(41 797.32275),(42 797.1228),(43 797.6251),(44 791.7708),(45 789.68024),(46 788.1636),(47 779.6655),(48 775.5786),(49 770.96875),(50 767.58936),(51 767.04224),(52 772.13464),(53 773.8645),(54 781.38007),(55 783.7151),(56 789.8817),(57 788.0157),(58 796.09326),(59 790.3454),(60 784.99835),(61 780.9208),(62 783.0763),(63 787.52765),(64 785.9729),(65 789.5752),(66 793.2653),(67 789.83325),(68 795.3387),(69 791.7733),(70 792.0769),(71 797.5543),(72 798.4636),(73 791.74524),(74 789.5873),(75 793.7227),(76 793.47754),(77 794.9805),(78 794.6027),(79 795.5546),
(1 333.1157),(2 425.40173),(3 485.15085),(4 523.8289),(5 550.5593),(6 573.49445),(7 595.56177),(8 616.46643),(9 640.6399),(10 652.8854),(11 665.9039),(12 675.4097),(13 693.9054),(14 699.9587),(15 705.01953),(16 712.9058),(17 715.46564),(18 721.3423),(19 727.6292),(20 733.2561),(21 736.2841),(22 747.97046),(23 761.65533),(24 763.0801),(25 765.1317),(26 768.0311),(27 781.4488),(28 791.27045),(29 794.9504),(30 802.1406),(31 800.062),(32 811.1708),(33 821.7739),(34 820.9545),(35 824.08044),(36 826.06635),(37 828.0631),(38 823.10565),(39 821.3634),(40 818.9331),(41 815.3571),(42 812.5333),(43 811.8698),(44 804.1728),(45 805.2809),(46 804.19806),(47 798.55896),(48 797.6061),(49 800.2197),(50 787.949),(51 787.26624),(52 794.38586),(53 796.6484),(54 805.5922),(55 811.1514),(56 808.88135),(57 809.9931),(58 811.77325),(59 805.2198),(60 799.59283),(61 795.5562),(62 796.23737),(63 801.23944),(64 793.88245),(65 792.66736),(66 790.832),(67 793.8185),(68 800.42395),(69 798.94775),(70 803.5393),(71 800.70386),(72 806.4399),(73 799.7813),(74 796.84357),(75 796.2332),(76 799.3866),(77 798.0935),(78 795.05176),(79 791.5629),
(1 328.70737),(2 417.06464),(3 476.12238),(4 509.02872),(5 533.30493),(6 552.45496),(7 571.60486),(8 597.9028),(9 608.4741),(10 622.32245),(11 630.0899),(12 643.0761),(13 657.8356),(14 667.1283),(15 674.298),(16 677.584),(17 678.04865),(18 684.6464),(19 686.4271),(20 692.3519),(21 692.3373),(22 703.07697),(23 707.6552),(24 711.54895),(25 717.0207),(26 713.4028),(27 716.4055),(28 724.32983),(29 726.333),(30 724.7104),(31 723.3647),(32 734.6562),(33 738.1635),(34 740.2012),(35 740.8455),(36 746.7604),(37 735.9135),(38 740.3174),(39 738.61316),(40 741.21936),(41 740.6818),(42 745.18945),(43 746.0677),(44 737.04865),(45 739.9059),(46 734.7371),(47 735.45636),(48 733.91583),(49 725.6265),(50 726.9769),(51 735.5228),(52 737.74414),(53 728.1695),(54 729.28827),(55 734.69727),(56 743.21185),(57 743.2204),(58 743.18054),(59 743.2411),(60 748.63275),(61 750.06104),(62 751.3718),(63 757.22205),(64 756.9122),(65 753.6087),(66 756.73303),(67 751.06335),(68 754.1105),(69 748.4635),(70 746.4569),(71 757.5879),(72 755.76886),(73 758.06036),(74 762.65924),(75 760.59863),(76 763.32733),(77 763.94745),(78 761.4618),(79 761.97186),
(1 325.9359),(2 410.08777),(3 474.61365),(4 503.745),(5 531.6681),(6 551.81384),(7 569.4714),(8 588.62146),(9 609.2503),(10 627.9687),(11 633.8072),(12 647.68787),(13 658.8237),(14 667.60535),(15 678.9299),(16 680.06165),(17 686.2859),(18 690.0826),(19 691.35254),(20 695.56903),(21 695.6902),(22 704.37256),(23 709.0047),(24 714.95856),(25 716.2122),(26 719.2884),(27 733.74664),(28 735.5172),(29 749.8518),(30 746.84393),(31 753.6702),(32 762.4586),(33 761.8712),(34 771.7726),(35 767.68365),(36 763.6871),(37 765.1277),(38 761.82),(39 764.26447),(40 762.87274),(41 760.07556),(42 761.43506),(43 759.9924),(44 754.1568),(45 759.1439),(46 764.27716),(47 766.1961),(48 759.4705),(49 751.1455),(50 743.1873),(51 741.0148),(52 739.8578),(53 740.8992),(54 740.76447),(55 743.2533),(56 752.5639),(57 754.53973),(58 761.5462),(59 756.4637),(60 756.47345),(61 752.0417),(62 754.2047),(63 756.93494),(64 747.26416),(65 748.7018),(66 753.6652),(67 745.14514),(68 750.0881),(69 746.17365),(70 743.4407),(71 738.6628),(72 738.63635),(73 743.4235),(74 747.1562),(75 751.73755),(76 748.68805),(77 751.958),(78 756.88525),(79 762.0125),
(1 316.43698),(2 402.2419),(3 459.66962),(4 491.817),(5 520.6134),(6 538.7775),(7 558.32043),(8 576.5119),(9 594.032),(10 609.21765),(11 615.8471),(12 626.18463),(13 639.6904),(14 652.2156),(15 665.26996),(16 660.82465),(17 667.7498),(18 671.5061),(19 668.89935),(20 671.5853),(21 677.0729),(22 680.75793),(23 686.33813),(24 685.7963),(25 686.07794),(26 688.6591),(27 698.548),(28 701.83124),(29 709.5398),(30 714.0287),(31 714.4265),(32 719.8404),(33 728.88306),(34 725.3164),(35 720.9511),(36 721.6725),(37 721.3639),(38 726.21893),(39 727.35),(40 728.4544),(41 725.96014),(42 733.76843),(43 739.9503),(44 733.64856),(45 737.73016),(46 742.2511),(47 735.06085),(48 729.73047),(49 725.3978),(50 720.87195),(51 722.90814),(52 720.93286),(53 716.1399),(54 720.9535),(55 724.76587),(56 725.0012),(57 729.11597),(58 735.9497),(59 736.6307),(60 738.87915),(61 739.62024),(62 738.6162),(63 741.5453),(64 736.20056),(65 737.68207),(66 736.99066),(67 732.744),(68 736.8952),(69 733.81506),(70 730.393),(71 737.8146),(72 733.03925),(73 734.34265),(74 739.1042),(75 734.5867),(76 734.9928),(77 740.88165),(78 744.0718),(79 735.3742),
(1 311.4991),(2 394.97006),(3 449.87277),(4 481.152),(5 508.39862),(6 531.0762),(7 543.9419),(8 560.76495),(9 580.81757),(10 596.819),(11 599.7596),(12 615.32025),(13 626.38654),(14 634.70905),(15 648.45184),(16 654.2353),(17 660.75916),(18 662.39404),(19 667.1248),(20 680.7007),(21 683.9911),(22 687.05835),(23 693.3635),(24 692.6228),(25 698.892),(26 703.6323),(27 715.1055),(28 715.5559),(29 729.76886),(30 732.9703),(31 741.8587),(32 744.96967),(33 753.5567),(34 749.6435),(35 744.9678),(36 748.04395),(37 746.0232),(38 744.8597),(39 742.4929),(40 744.6101),(41 740.0874),(42 740.47266),(43 743.169),(44 735.004),(45 743.3994),(46 744.1861),(47 745.0821),(48 741.7722),(49 737.7301),(50 736.5804),(51 739.5013),(52 737.1112),(53 739.3251),(54 743.3201),(55 739.4131),(56 745.887),(57 747.39294),(58 755.0643),(59 756.419),(60 744.2526),(61 749.7178),(62 750.4335),(63 746.43335),(64 744.86035),(65 746.0052),(66 743.1379),(67 740.9924),(68 742.1467),(69 738.3113),(70 744.68085),(71 739.37195),(72 739.0914),(73 739.4241),(74 745.1471),(75 748.15955),(76 747.3679),(77 747.3079),(78 753.6549),(79 747.8963),
(1 307.62122),(2 391.3845),(3 445.3945),(4 478.80124),(5 503.97815),(6 523.18243),(7 538.8506),(8 559.79956),(9 568.3498),(10 590.9455),(11 597.58826),(12 600.9247),(13 610.1451),(14 616.2434),(15 630.05383),(16 636.0196),(17 641.75287),(18 644.703),(19 652.2302),(20 656.61066),(21 664.712),(22 663.43933),(23 673.7067),(24 678.60443),(25 683.06006),(26 694.07275),(27 702.19977),(28 699.3909),(29 713.192),(30 710.49536),(31 713.146),(32 714.5749),(33 715.8591),(34 717.94275),(35 719.7975),(36 722.4212),(37 714.83136),(38 717.29596),(39 715.6613),(40 706.04846),(41 709.8398),(42 708.3303),(43 715.68713),(44 708.26404),(45 711.10156),(46 716.41943),(47 714.73303),(48 714.6785),(49 710.4661),(50 709.97906),(51 713.64923),(52 719.0206),(53 720.5792),(54 719.5594),(55 716.14014),(56 717.09485),(57 718.4753),(58 724.63965),(59 720.7354),(60 719.3861),(61 721.84155),(62 726.98303),(63 721.3782),(64 712.5433),(65 713.77795),(66 716.9134),(67 707.6835),(68 708.29706),(69 700.88043),(70 708.711),(71 710.49884),(72 708.36523),(73 713.5649),(74 709.8511),(75 713.803),(76 716.6581),(77 719.06464),(78 724.0036),(79 723.3062),
(1 300.0416),(2 378.34244),(3 436.37357),(4 476.41138),(5 504.19574),(6 527.50635),(7 541.05945),(8 558.26904),(9 569.2122),(10 586.3979),(11 595.4923),(12 605.12866),(13 614.1557),(14 622.9502),(15 634.6374),(16 639.99927),(17 646.6896),(18 644.792),(19 646.7906),(20 655.7388),(21 658.65186),(22 656.93835),(23 661.6632),(24 666.4438),(25 669.5976),(26 676.3183),(27 681.4561),(28 689.3314),(29 694.5876),(30 690.7439),(31 689.60596),(32 706.4481),(33 705.2801),(34 709.0248),(35 710.4197),(36 716.3384),(37 711.8269),(38 708.7737),(39 711.765),(40 713.1245),(41 713.1163),(42 710.48126),(43 717.72),(44 712.5461),(45 713.801),(46 708.6538),(47 709.3342),(48 702.098),(49 699.6145),(50 693.4872),(51 704.71844),(52 710.3694),(53 712.19916),(54 719.14294),(55 714.55914),(56 718.752),(57 720.97797),(58 720.3911),(59 713.4986),(60 712.66766),(61 708.51154),(62 703.66406),(63 701.90674),(64 709.1424),(65 707.57153),(66 702.0812),(67 693.5598),(68 695.4529),(69 692.6534),(70 691.83356),(71 696.6671),(72 701.39844),(73 706.2375),(74 707.4451),(75 711.1216),(76 713.6055),(77 712.9622),(78 715.32007),(79 709.7404),
(1 300.22067),(2 373.25513),(3 434.05075),(4 460.66125),(5 492.91125),(6 510.06735),(7 535.55194),(8 545.9643),(9 558.9448),(10 581.0561),(11 584.0431),(12 589.567),(13 607.15436),(14 614.1316),(15 628.04065),(16 637.4311),(17 646.8513),(18 652.60406),(19 657.87054),(20 663.44696),(21 660.25934),(22 659.69794),(23 665.7553),(24 666.4102),(25 667.7734),(26 677.067),(27 679.73816),(28 686.9186),(29 687.5137),(30 687.73285),(31 687.39496),(32 689.3399),(33 694.4449),(34 697.0073),(35 697.956),(36 703.9686),(37 702.0131),(38 705.7528),(39 712.3934),(40 710.971),(41 711.56177),(42 715.9985),(43 720.8603),(44 714.13086),(45 714.2743),(46 711.5348),(47 703.5123),(48 694.6143),(49 694.61444),(50 687.95105),(51 686.84),(52 690.255),(53 693.35016),(54 695.0025),(55 698.27734),(56 702.94305),(57 708.33887),(58 702.43585),(59 703.86304),(60 705.1363),(61 704.40106),(62 696.398),(63 696.35126),(64 694.2658),(65 695.20557),(66 690.9024),(67 689.8541),(68 689.1061),(69 689.8939),(70 691.1457),(71 682.85785),(72 688.9931),(73 696.57043),(74 700.7589),(75 697.66223),(76 702.681),(77 704.1657),(78 706.24365),(79 700.2834),
