1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8088.24),(2 13898.722),(3 22128.193),(4 32357.03),(5 42217.332),(6 60132.223),(7 72916.65),(8 96672.29),(9 110352.78),(10 133088.33),(11 154472.66),(12 172278.55),(13 193890.5),(14 213729.38),(15 234709.31),(16 251578.08),(17 271467.06),(18 293626.66),(19 310910.7),(20 327639.38),(21 340686.03),(22 355531.9),(23 370197.5),(24 378639.1),(25 389638.72),(26 399063.16),(27 408495.16),(28 414912.4),(29 420530.84),(30 425907.25),(31 428061.6),(32 432290.75),(33 433198.4),(34 443323.9),(35 453575.1),(36 471424.63),(37 490315),(38 504862.1),(39 520198.25),(40 526248.2),(41 542105.8),(42 559076),(43 580303.8),(44 608032.6),(45 626568.6),(46 667438.1),(47 699158.2),(48 740326.5),(49 784952),(50 842731.8),(51 889296.56),(52 944752.8),(53 1010958.5),(54 1058816.4),(55 1137437.5),(56 1203284.6),(57 1261259.4),(58 1351784.5),(59 1418837.4),(60 1517309.4),(61 1598872.9),(62 1693353.4),(63 1780491.4),(64 1862410.1),(65 1969867.6),(66 2064355.4),(67 2174269.3),(68 2248607.8),(69 2322454.8),(70 2416792),(71 2467586),(72 2557235.5),(73 2627950.8),(74 2711427.5),(75 2787099),(76 2839331.3),(77 2908918.3),(78 2982787.3),(79 3044726.3),
(1 29.134716),(2 33.736656),(3 36.553776),(4 38.573277),(5 40.2489),(6 41.252033),(7 42.439236),(8 43.645264),(9 44.636494),(10 45.17919),(11 45.472507),(12 45.421207),(13 45.73589),(14 46.269787),(15 46.028862),(16 46.13568),(17 46.415676),(18 46.63959),(19 46.75775),(20 46.889355),(21 46.917473),(22 47.149273),(23 47.235977),(24 47.84979),(25 48.209606),(26 48.839046),(27 48.583904),(28 48.344875),(29 49.055218),(30 49.059963),(31 49.228004),(32 49.795734),(33 49.765926),(34 49.725742),(35 50.353386),(36 50.23533),(37 51.08368),(38 51.309692),(39 50.936977),(40 50.93645),(41 51.106277),(42 51.426666),(43 50.858154),(44 51.060207),(45 51.09963),(46 51.08543),(47 51.277866),(48 50.752922),(49 51.585514),(50 51.204556),(51 51.086952),(52 50.735085),(53 50.961533),(54 51.099915),(55 50.749023),(56 50.67637),(57 50.68472),(58 50.441936),(59 50.568066),(60 49.90907),(61 50.4236),(62 50.991844),(63 51.01434),(64 50.739697),(65 50.67446),(66 50.576187),(67 51.099606),(68 50.79165),(69 50.50595),(70 50.985683),(71 50.975697),(72 51.03813),(73 51.287968),(74 51.497578),(75 51.15575),(76 51.214558),(77 51.331497),(78 51.160454),(79 51.6976),
(1 27.748077),(2 32.634926),(3 35.55294),(4 37.52297),(5 38.986988),(6 40.312744),(7 41.761063),(8 42.765762),(9 43.561325),(10 44.56807),(11 44.93033),(12 45.54058),(13 45.571415),(14 46.171745),(15 45.6893),(16 45.911194),(17 46.027298),(18 46.665356),(19 46.809082),(20 46.782322),(21 46.962738),(22 47.046192),(23 47.485287),(24 47.569286),(25 48.18077),(26 48.612263),(27 48.476906),(28 48.364693),(29 48.27507),(30 48.618164),(31 48.762848),(32 48.923725),(33 48.71871),(34 48.67912),(35 49.49802),(36 49.47176),(37 50.158096),(38 49.586693),(39 49.833126),(40 49.499187),(41 49.815216),(42 49.789497),(43 49.607513),(44 49.939156),(45 50.206005),(46 50.068314),(47 49.709736),(48 49.53643),(49 49.672504),(50 49.96755),(51 49.676155),(52 49.89857),(53 49.60812),(54 49.366688),(55 49.988308),(56 49.87644),(57 49.720173),(58 49.12832),(59 49.511745),(60 49.5226),(61 49.791225),(62 50.071125),(63 49.565834),(64 49.382328),(65 49.700706),(66 49.547554),(67 49.988365),(68 49.944817),(69 50.061882),(70 49.69834),(71 50.092068),(72 50.616833),(73 50.632507),(74 50.656406),(75 50.285194),(76 50.322395),(77 50.85845),(78 50.586548),(79 50.676804),
(1 28.408056),(2 33.011536),(3 35.914368),(4 37.836494),(5 39.256107),(6 40.193306),(7 41.682713),(8 42.530254),(9 43.166965),(10 44.2662),(11 44.331448),(12 44.46818),(13 45.08633),(14 45.94097),(15 45.37235),(16 45.251156),(17 45.968803),(18 46.289635),(19 46.499126),(20 46.90916),(21 47.126312),(22 47.536407),(23 47.32833),(24 47.595627),(25 48.059425),(26 48.769913),(27 48.91533),(28 49.232803),(29 49.46329),(30 49.618896),(31 49.795933),(32 49.503807),(33 49.949577),(34 50.10456),(35 50.377132),(36 50.51026),(37 50.775974),(38 50.38269),(39 49.785942),(40 49.622),(41 49.89404),(42 49.96782),(43 50.332264),(44 50.250908),(45 50.14725),(46 49.643105),(47 49.724678),(48 49.482845),(49 49.822536),(50 49.937847),(51 49.530876),(52 49.511852),(53 49.458492),(54 49.355175),(55 49.45521),(56 49.865852),(57 49.541927),(58 49.35044),(59 49.138573),(60 49.492523),(61 49.804443),(62 50.062435),(63 49.57732),(64 49.335903),(65 49.290974),(66 49.38776),(67 49.52922),(68 50.22151),(69 50.27561),(70 50.01018),(71 50.290825),(72 50.45261),(73 50.32525),(74 50.41002),(75 50.151604),(76 50.070446),(77 50.341446),(78 50.303352),(79 50.599483),
(1 28.042452),(2 33.123024),(3 35.821053),(4 37.58043),(5 38.65329),(6 40.03609),(7 41.776043),(8 42.15596),(9 42.879482),(10 43.961926),(11 43.80871),(12 44.003017),(13 44.34589),(14 45.334377),(15 44.981224),(16 44.845665),(17 45.089085),(18 45.431168),(19 46.601665),(20 46.212704),(21 45.935543),(22 45.796764),(23 46.15308),(24 46.21856),(25 46.657032),(26 46.63429),(27 46.96418),(28 47.110313),(29 47.565193),(30 47.490585),(31 48.00644),(32 47.596302),(33 47.99523),(34 48.21037),(35 48.115467),(36 48.110844),(37 48.124462),(38 48.386692),(39 48.02707),(40 47.711525),(41 48.48416),(42 47.92019),(43 47.987213),(44 47.76046),(45 48.244785),(46 49.11763),(47 48.773724),(48 48.48649),(49 49.03612),(50 48.90418),(51 48.532116),(52 48.414856),(53 48.603592),(54 48.06434),(55 48.74877),(56 48.844788),(57 48.57142),(58 48.287262),(59 48.130093),(60 48.33326),(61 48.517143),(62 48.77433),(63 48.870735),(64 48.36221),(65 48.470238),(66 48.451443),(67 49.037437),(68 48.447426),(69 48.75588),(70 49.083847),(71 48.850754),(72 48.71881),(73 49.208706),(74 49.561703),(75 49.741516),(76 49.5947),(77 50.076168),(78 50.314842),(79 50.498367),
(1 28.55418),(2 33.584145),(3 36.70833),(4 38.53849),(5 40.143677),(6 41.36354),(7 42.23378),(8 42.643005),(9 43.67394),(10 44.52586),(11 44.4441),(12 45.187004),(13 45.655994),(14 46.17323),(15 45.714176),(16 45.794243),(17 46.1338),(18 46.287033),(19 47.32439),(20 47.256336),(21 47.601425),(22 47.65525),(23 47.92729),(24 48.31704),(25 48.40026),(26 48.836727),(27 48.97549),(28 48.745274),(29 48.556705),(30 47.973335),(31 48.464565),(32 48.44894),(33 48.533276),(34 48.73887),(35 48.612293),(36 48.593018),(37 48.63054),(38 48.994877),(39 49.201355),(40 48.52551),(41 48.40732),(42 48.99581),(43 49.12355),(44 49.14176),(45 49.087143),(46 49.413498),(47 48.85887),(48 48.946033),(49 48.905083),(50 49.023823),(51 49.12017),(52 49.13272),(53 49.436657),(54 49.167484),(55 49.872433),(56 49.298847),(57 49.392704),(58 49.646763),(59 49.520576),(60 49.91897),(61 49.971687),(62 50.349285),(63 49.710575),(64 49.586205),(65 49.6055),(66 49.530384),(67 50.539932),(68 50.41993),(69 50.38895),(70 50.63549),(71 51.028435),(72 50.645847),(73 51.116707),(74 50.9916),(75 50.856018),(76 50.607548),(77 51.25644),(78 50.942745),(79 51.891106),
(1 28.20241),(2 33.070747),(3 36.250706),(4 37.48754),(5 39.219242),(6 39.984165),(7 41.158997),(8 41.978935),(9 42.980137),(10 43.644917),(11 43.622566),(12 43.89263),(13 44.108315),(14 44.397686),(15 44.456646),(16 44.901905),(17 44.695877),(18 45.324657),(19 45.719692),(20 45.611973),(21 46.15829),(22 45.95847),(23 46.742657),(24 46.54609),(25 46.84022),(26 47.439117),(27 47.459595),(28 47.38818),(29 47.774826),(30 47.478485),(31 47.871685),(32 47.849155),(33 48.346367),(34 48.46534),(35 48.53512),(36 49.12381),(37 48.671597),(38 49.032333),(39 49.141624),(40 48.93463),(41 48.823425),(42 48.874966),(43 48.74961),(44 49.28482),(45 49.253765),(46 49.240807),(47 49.452988),(48 49.413414),(49 49.696316),(50 50.35351),(51 49.7258),(52 49.44347),(53 49.19384),(54 49.25773),(55 49.739857),(56 49.397213),(57 49.13673),(58 49.442017),(59 48.699944),(60 48.690205),(61 49.295483),(62 49.447235),(63 49.399155),(64 49.632084),(65 49.518917),(66 49.667774),(67 50.293903),(68 49.773335),(69 49.735275),(70 49.769505),(71 49.72805),(72 50.017357),(73 50.0988),(74 50.248524),(75 50.443306),(76 50.003513),(77 50.581326),(78 50.157158),(79 50.39011),
(1 28.06344),(2 33.021408),(3 36.0014),(4 37.396362),(5 39.106483),(6 40.170284),(7 40.979702),(8 42.303036),(9 42.86715),(10 43.358635),(11 43.68852),(12 44.32231),(13 44.9661),(14 45.189846),(15 44.94816),(16 44.624786),(17 45.043392),(18 45.251858),(19 46.04146),(20 46.064423),(21 46.27399),(22 46.601597),(23 47.232166),(24 46.99063),(25 47.652546),(26 47.307636),(27 47.468834),(28 47.18132),(29 47.728634),(30 47.97315),(31 48.34012),(32 47.98453),(33 47.95654),(34 48.128975),(35 48.020912),(36 48.637127),(37 48.831093),(38 48.89632),(39 48.874104),(40 48.707333),(41 48.77062),(42 49.277405),(43 49.376865),(44 49.11032),(45 48.364548),(46 48.889244),(47 49.341633),(48 49.189163),(49 48.868603),(50 49.10513),(51 49.23222),(52 49.182705),(53 49.014057),(54 49.06305),(55 49.302402),(56 49.466618),(57 49.427647),(58 49.551094),(59 49.333138),(60 48.946594),(61 49.09576),(62 49.22738),(63 48.809853),(64 48.53766),(65 48.893528),(66 48.961678),(67 49.611305),(68 49.645275),(69 49.691227),(70 50.132217),(71 49.979343),(72 50.58232),(73 50.649155),(74 50.59981),(75 50.45643),(76 49.97691),(77 50.56212),(78 50.450726),(79 50.78432),
(1 28.233551),(2 33.28531),(3 36.391502),(4 37.613438),(5 39.291084),(6 40.545177),(7 41.375195),(8 42.613678),(9 43.86188),(10 44.739433),(11 44.89489),(12 45.500614),(13 46.176544),(14 46.31686),(15 46.097103),(16 46.134914),(17 46.60142),(18 46.442974),(19 47.4474),(20 47.169334),(21 47.515827),(22 47.949844),(23 48.128536),(24 48.10553),(25 48.091618),(26 48.023777),(27 48.3292),(28 47.966255),(29 48.259583),(30 48.18754),(31 48.57629),(32 48.529503),(33 48.906967),(34 48.90727),(35 48.571358),(36 48.903465),(37 48.450172),(38 49.104137),(39 49.31831),(40 49.08077),(41 49.214367),(42 49.431347),(43 49.405163),(44 49.581486),(45 49.440678),(46 49.95526),(47 49.7559),(48 49.22485),(49 49.27783),(50 49.72675),(51 49.672745),(52 49.793446),(53 49.693356),(54 49.535725),(55 49.7691),(56 49.77011),(57 50.169083),(58 49.99417),(59 49.846844),(60 50.14168),(61 50.078297),(62 49.713554),(63 49.950676),(64 49.593227),(65 49.624313),(66 49.146503),(67 50.083656),(68 49.59215),(69 49.908455),(70 50.57472),(71 50.27432),(72 50.78124),(73 50.825806),(74 50.697617),(75 50.54911),(76 50.199013),(77 50.705048),(78 50.345074),(79 50.66752),
(1 27.484535),(2 32.3684),(3 35.443867),(4 36.751755),(5 38.431175),(6 39.69045),(7 40.80337),(8 41.74038),(9 42.513042),(10 42.928074),(11 43.4455),(12 43.954185),(13 44.448284),(14 44.774532),(15 44.450085),(16 44.082264),(17 44.653305),(18 44.77153),(19 45.273922),(20 45.39254),(21 45.404057),(22 45.668755),(23 45.579838),(24 45.85329),(25 46.62574),(26 46.821392),(27 46.753323),(28 46.811428),(29 46.975506),(30 46.982464),(31 46.722828),(32 46.65759),(33 46.763176),(34 47.128345),(35 47.028503),(36 47.28906),(37 47.38263),(38 47.898087),(39 47.80516),(40 47.036297),(41 47.881363),(42 47.689445),(43 47.82345),(44 48.523716),(45 48.239883),(46 48.4278),(47 47.872684),(48 47.91871),(49 48.47667),(50 48.67129),(51 48.479664),(52 48.719482),(53 48.284763),(54 48.45672),(55 48.68421),(56 48.31748),(57 48.29672),(58 48.12914),(59 47.86674),(60 47.996468),(61 48.362713),(62 47.93408),(63 48.060966),(64 48.197453),(65 47.898144),(66 47.866127),(67 48.28214),(68 47.946968),(69 48.0604),(70 48.39446),(71 47.780712),(72 47.956547),(73 47.94789),(74 48.076965),(75 48.58769),(76 48.621834),(77 49.63697),(78 49.006413),(79 49.158024),
(1 27.618622),(2 32.635532),(3 35.459667),(4 37.12499),(5 38.90092),(6 40.036606),(7 41.210655),(8 42.347748),(9 43.274384),(10 44.171753),(11 44.346992),(12 44.709824),(13 45.121307),(14 45.17746),(15 45.08162),(16 44.843998),(17 45.2043),(18 44.95738),(19 46.14669),(20 45.929432),(21 45.755283),(22 46.28317),(23 46.27121),(24 46.714684),(25 47.097015),(26 47.70853),(27 47.648308),(28 47.690163),(29 47.688187),(30 47.740963),(31 47.92661),(32 48.14106),(33 48.293564),(34 48.164753),(35 48.202026),(36 48.29893),(37 49.00522),(38 49.66807),(39 48.944283),(40 48.4914),(41 48.27188),(42 48.58776),(43 48.556965),(44 48.53999),(45 48.658504),(46 48.50999),(47 47.898743),(48 48.316906),(49 48.271027),(50 48.54224),(51 49.106976),(52 49.13347),(53 49.059216),(54 49.242176),(55 49.55698),(56 49.109524),(57 49.19812),(58 49.607723),(59 48.986794),(60 49.793495),(61 49.477863),(62 49.411808),(63 49.195328),(64 48.81321),(65 48.847),(66 48.83835),(67 48.990284),(68 49.18438),(69 49.500828),(70 49.12783),(71 48.87667),(72 49.088615),(73 49.546852),(74 49.638554),(75 49.183754),(76 49.45446),(77 49.42496),(78 49.38265),(79 49.708214),
(1 27.429735),(2 32.660576),(3 35.58498),(4 37.313625),(5 38.797096),(6 40.07275),(7 41.272957),(8 42.06455),(9 42.726856),(10 43.455814),(11 43.657257),(12 44.1736),(13 44.29216),(14 44.624294),(15 44.31952),(16 44.589012),(17 45.01114),(18 44.77917),(19 45.709724),(20 45.51405),(21 44.99034),(22 45.74138),(23 46.17565),(24 46.44046),(25 46.918198),(26 47.238968),(27 47.832005),(28 47.44558),(29 47.58163),(30 47.26606),(31 47.564964),(32 47.509182),(33 47.62222),(34 47.92328),(35 47.66468),(36 47.70033),(37 47.312073),(38 47.81018),(39 47.681015),(40 47.688248),(41 48.06424),(42 47.873352),(43 47.894142),(44 47.8399),(45 47.519993),(46 48.204193),(47 48.04224),(48 47.739452),(49 48.162064),(50 48.128216),(51 47.542645),(52 48.259193),(53 48.059673),(54 47.918976),(55 48.145535),(56 48.018772),(57 47.336823),(58 47.559486),(59 47.370113),(60 47.823273),(61 47.929024),(62 47.61067),(63 47.52522),(64 47.287853),(65 47.67607),(66 47.813065),(67 48.032444),(68 47.669544),(69 48.0373),(70 48.16353),(71 48.05804),(72 48.413578),(73 48.282642),(74 48.575485),(75 49.0587),(76 49.261993),(77 49.344715),(78 48.94675),(79 48.952435),
(1 27.477377),(2 32.067024),(3 35.261692),(4 37.07018),(5 38.51859),(6 39.91565),(7 41.06613),(8 42.097523),(9 42.542263),(10 43.349342),(11 43.610584),(12 44.10929),(13 44.266197),(14 44.50392),(15 44.414978),(16 44.480896),(17 44.550816),(18 44.456993),(19 45.20232),(20 45.55587),(21 45.523117),(22 45.767834),(23 45.971252),(24 46.353676),(25 46.255196),(26 46.846233),(27 47.30891),(28 47.663357),(29 47.470085),(30 47.03939),(31 47.363785),(32 47.556988),(33 47.68317),(34 48.00491),(35 47.71442),(36 47.71147),(37 47.3546),(38 47.62403),(39 47.854675),(40 47.940983),(41 47.939293),(42 47.956432),(43 48.23603),(44 48.529476),(45 48.87302),(46 48.219585),(47 47.9278),(48 47.86935),(49 48.361065),(50 48.40781),(51 48.01837),(52 47.85062),(53 47.677277),(54 47.72641),(55 47.855564),(56 47.704124),(57 47.234608),(58 47.37633),(59 47.620354),(60 47.859325),(61 47.76917),(62 47.477734),(63 47.69707),(64 47.28905),(65 47.73003),(66 47.544),(67 48.145454),(68 48.429935),(69 48.93004),(70 49.10365),(71 48.737667),(72 49.04513),(73 49.017986),(74 49.326122),(75 49.216015),(76 49.07718),(77 49.222435),(78 49.168312),(79 49.174732),
(1 27.412144),(2 32.089764),(3 35.414764),(4 37.315994),(5 39.04282),(6 40.03779),(7 41.142418),(8 42.183826),(9 42.303448),(10 43.178104),(11 43.79541),(12 43.85403),(13 44.66827),(14 44.65437),(15 44.655056),(16 45.210182),(17 45.159218),(18 45.239853),(19 46.05198),(20 46.01508),(21 46.101532),(22 46.2098),(23 46.57173),(24 47.00688),(25 46.493587),(26 47.017426),(27 47.536766),(28 47.104805),(29 47.128273),(30 47.11306),(31 47.876106),(32 47.695972),(33 47.534714),(34 47.505184),(35 47.69074),(36 48.10082),(37 48.240982),(38 48.514915),(39 48.294453),(40 48.48212),(41 48.28543),(42 48.14052),(43 48.03169),(44 48.169346),(45 48.69442),(46 48.37154),(47 48.320793),(48 48.43641),(49 48.769516),(50 49.222412),(51 49.459934),(52 48.588303),(53 48.359135),(54 48.532948),(55 48.661892),(56 48.75616),(57 48.69245),(58 48.973377),(59 48.522366),(60 48.775448),(61 48.45534),(62 48.15457),(63 48.93988),(64 48.39182),(65 48.74894),(66 48.368103),(67 48.85175),(68 48.95229),(69 49.297424),(70 49.08048),(71 48.583225),(72 48.822647),(73 48.800148),(74 48.806858),(75 49.36074),(76 49.010338),(77 49.40863),(78 48.821266),(79 49.572227),
(1 26.739004),(2 31.337107),(3 34.4851),(4 35.921715),(5 37.3348),(6 38.722107),(7 40.03406),(8 40.883945),(9 41.628963),(10 42.39607),(11 42.427864),(12 42.544765),(13 42.99907),(14 43.252766),(15 43.415154),(16 43.33581),(17 43.708828),(18 43.84366),(19 44.38652),(20 44.254204),(21 44.2983),(22 44.509304),(23 44.28702),(24 44.64453),(25 44.305115),(26 44.931625),(27 45.144794),(28 45.003796),(29 45.191174),(30 45.114765),(31 45.39708),(32 45.48303),(33 45.519283),(34 45.806023),(35 45.93687),(36 45.68085),(37 46.276443),(38 46.62066),(39 46.54173),(40 46.816093),(41 46.71513),(42 46.65723),(43 46.94693),(44 46.579548),(45 46.70149),(46 46.723854),(47 46.347607),(48 46.40666),(49 46.79237),(50 46.808437),(51 46.439926),(52 46.48943),(53 46.148552),(54 46.735928),(55 46.446987),(56 46.61209),(57 46.46552),(58 46.34167),(59 46.423378),(60 46.72587),(61 46.499004),(62 46.291595),(63 46.78007),(64 46.06629),(65 46.23611),(66 46.27831),(67 46.91116),(68 46.70863),(69 47.067024),(70 47.01994),(71 47.112114),(72 47.451714),(73 47.870155),(74 48.080532),(75 48.27191),(76 47.995113),(77 47.968906),(78 47.795258),(79 47.700867),
(1 26.701979),(2 31.457788),(3 34.40937),(4 36.260693),(5 37.735413),(6 38.812237),(7 39.60335),(8 40.83034),(9 41.28294),(10 42.31728),(11 42.823875),(12 42.95467),(13 43.018555),(14 43.76073),(15 43.46989),(16 43.69047),(17 43.95434),(18 43.76788),(19 45.02154),(20 44.947323),(21 45.080368),(22 45.061646),(23 44.635464),(24 45.407722),(25 45.86676),(26 46.404316),(27 46.047028),(28 46.039677),(29 45.8174),(30 46.406105),(31 46.688046),(32 46.879833),(33 47.00445),(34 46.91464),(35 47.084362),(36 46.88932),(37 47.048428),(38 47.11794),(39 47.108013),(40 46.65901),(41 46.844048),(42 46.607967),(43 47.30242),(44 47.242172),(45 47.29879),(46 47.48367),(47 47.35239),(48 47.154842),(49 47.905483),(50 47.903934),(51 47.561184),(52 47.74571),(53 47.789215),(54 48.139637),(55 48.249363),(56 47.521824),(57 47.264835),(58 47.55555),(59 47.339386),(60 47.214806),(61 47.403763),(62 47.851368),(63 47.84797),(64 47.265553),(65 47.503284),(66 47.761112),(67 48.23882),(68 47.87728),(69 48.204273),(70 48.01829),(71 47.834946),(72 48.30874),(73 48.520966),(74 48.574234),(75 48.351715),(76 48.124138),(77 47.908325),(78 48.01651),(79 48.07906),
(1 26.38988),(2 30.914337),(3 34.101368),(4 35.756115),(5 37.522213),(6 38.552624),(7 39.04929),(8 40.373943),(9 41.10629),(10 42.240826),(11 42.850933),(12 42.715004),(13 42.822445),(14 43.374123),(15 43.26333),(16 43.617413),(17 44.09268),(18 43.999317),(19 44.929478),(20 44.682476),(21 44.94695),(22 45.32359),(23 45.57941),(24 45.513176),(25 45.65673),(26 46.161747),(27 46.111248),(28 45.949688),(29 45.663776),(30 46.053352),(31 46.234127),(32 46.51458),(33 46.55739),(34 46.57666),(35 46.846977),(36 46.878185),(37 46.9974),(38 47.153263),(39 47.344627),(40 47.2181),(41 47.170265),(42 46.89997),(43 47.725594),(44 47.263626),(45 47.39162),(46 47.80632),(47 47.288456),(48 46.883205),(49 47.47707),(50 47.55394),(51 47.89374),(52 47.60501),(53 47.44578),(54 47.29034),(55 47.471428),(56 47.31364),(57 47.377354),(58 47.734203),(59 47.322357),(60 47.63249),(61 47.752155),(62 47.92021),(63 48.120205),(64 47.398262),(65 47.55356),(66 47.766006),(67 48.234264),(68 48.020477),(69 48.20286),(70 47.99127),(71 48.32526),(72 48.15977),(73 48.386257),(74 48.84603),(75 48.987118),(76 48.49467),(77 48.536617),(78 48.412388),(79 48.615814),
(1 26.604218),(2 31.17439),(3 34.062748),(4 35.599205),(5 36.932907),(6 38.159927),(7 39.42663),(8 40.225403),(9 41.46556),(10 41.710995),(11 42.389473),(12 42.725037),(13 42.83159),(14 43.420296),(15 43.642326),(16 43.842),(17 44.0211),(18 44.366257),(19 44.89826),(20 44.7836),(21 44.638542),(22 45.36923),(23 45.628185),(24 45.736683),(25 45.80827),(26 46.47379),(27 45.498898),(28 45.92953),(29 46.113594),(30 45.936424),(31 45.79296),(32 46.466778),(33 46.97017),(34 47.539265),(35 47.69217),(36 47.750896),(37 47.40054),(38 47.80757),(39 47.609592),(40 47.512108),(41 47.264324),(42 46.97432),(43 47.192703),(44 46.67272),(45 46.82668),(46 47.3645),(47 47.45056),(48 47.367043),(49 47.706554),(50 47.614082),(51 47.92376),(52 47.909794),(53 47.780083),(54 47.417316),(55 47.946457),(56 48.29559),(57 48.033154),(58 47.644093),(59 47.755116),(60 47.506027),(61 47.733345),(62 47.74077),(63 47.58183),(64 47.130848),(65 47.255775),(66 47.47399),(67 47.49645),(68 47.63296),(69 47.205845),(70 47.2575),(71 47.784237),(72 47.594685),(73 47.635918),(74 47.904663),(75 47.750343),(76 47.513718),(77 47.449207),(78 47.74847),(79 48.180565),
