1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8088.24),(2 13898.722),(3 22128.193),(4 32357.03),(5 42217.332),(6 60132.223),(7 72916.65),(8 96672.29),(9 110352.78),(10 133088.33),(11 154472.66),(12 172278.55),(13 193890.5),(14 213729.38),(15 234709.31),(16 251578.08),(17 271467.06),(18 293626.66),(19 310910.7),(20 327639.38),(21 340686.03),(22 355531.9),(23 370197.5),(24 378639.1),(25 389638.72),(26 399063.16),(27 408495.16),(28 414912.4),(29 420530.84),(30 425907.25),(31 428061.6),(32 432290.75),(33 433198.4),(34 443323.9),(35 453575.1),(36 471424.63),(37 490315),(38 504862.1),(39 520198.25),(40 526248.2),(41 542105.8),(42 559076),(43 580303.8),(44 608032.6),(45 626568.6),(46 667438.1),(47 699158.2),(48 740326.5),(49 784952),(50 842731.8),(51 889296.56),(52 944752.8),(53 1010958.5),(54 1058816.4),(55 1137437.5),(56 1203284.6),(57 1261259.4),(58 1351784.5),(59 1418837.4),(60 1517309.4),(61 1598872.9),(62 1693353.4),(63 1780491.4),(64 1862410.1),(65 1969867.6),(66 2064355.4),(67 2174269.3),(68 2248607.8),(69 2322454.8),(70 2416792),(71 2467586),(72 2557235.5),(73 2627950.8),(74 2711427.5),(75 2787099),(76 2839331.3),(77 2908918.3),(78 2982787.3),(79 3044726.3),
(1 14600.991),(2 28895.707),(3 36011.195),(4 39466.367),(5 42865.223),(6 45248.465),(7 46801.98),(8 48886.58),(9 49781.977),(10 50270.035),(11 49941.188),(12 51239.74),(13 51561.785),(14 50875.313),(15 50866.164),(16 51255.137),(17 51821.71),(18 52313.566),(19 52966.03),(20 51847.633),(21 50773),(22 50379.17),(23 51183.066),(24 52625.71),(25 52727.887),(26 52289.93),(27 52047.047),(28 51296.7),(29 51616.992),(30 51802.94),(31 52663.46),(32 53443.887),(33 54762.77),(34 55713.74),(35 55189.492),(36 54719.035),(37 54434.383),(38 55337.805),(39 55582.656),(40 55913.895),(41 56422.395),(42 57093.22),(43 57555.64),(44 56920.945),(45 56854.52),(46 56681.574),(47 55982.617),(48 56034.42),(49 56234.875),(50 54981.457),(51 53570.07),(52 53272.887),(53 53859.344),(54 53810.605),(55 53420.98),(56 53035.688),(57 53207.504),(58 52892.008),(59 52168.516),(60 53174.758),(61 54954.266),(62 54972.227),(63 54539.48),(64 53604.336),(65 52687.105),(66 52335.17),(67 51639.426),(68 50631.59),(69 50527.918),(70 50760.723),(71 51157.617),(72 51946.848),(73 51708.758),(74 52110.15),(75 52137.414),(76 51899.605),(77 51964.25),(78 52266.46),(79 52130.668),
(1 13054.905),(2 25874.168),(3 32334.787),(4 35529.87),(5 38183.08),(6 41262.543),(7 43009.395),(8 43696.992),(9 44745.23),(10 46005.336),(11 47901.81),(12 49677.445),(13 49684.008),(14 50067.242),(15 50456.785),(16 50866.773),(17 50743.484),(18 49922.344),(19 50135.266),(20 48904.273),(21 47998.08),(22 47371.918),(23 47250.17),(24 48358.78),(25 49329.64),(26 49096.887),(27 48864.563),(28 48308.953),(29 48689.617),(30 48933.176),(31 49528.137),(32 50921.46),(33 51686.957),(34 51809.46),(35 50514.992),(36 51726.59),(37 52705.734),(38 52850.824),(39 53648.39),(40 53312.105),(41 53765.957),(42 54052.688),(43 55080.723),(44 55140.207),(45 55614.184),(46 55676.664),(47 55667.066),(48 55730.54),(49 55331.953),(50 54292.703),(51 53777.75),(52 53508.137),(53 53826.84),(54 53072.69),(55 52471.215),(56 52455.746),(57 52142.266),(58 51695.23),(59 50811.527),(60 50946.71),(61 52088.77),(62 51952.445),(63 52047.94),(64 51744.043),(65 51377.39),(66 50410.895),(67 50135.344),(68 49283.14),(69 48313.36),(70 48242.84),(71 48582.11),(72 49518.785),(73 49132.438),(74 48953.43),(75 49126.813),(76 48952.746),(77 49167.906),(78 48962.59),(79 49136.188),
(1 14207.4795),(2 27136.629),(3 32411.469),(4 34357.914),(5 37022.9),(6 39322.21),(7 40780.125),(8 42329.242),(9 42917.51),(10 43459.4),(11 45204.902),(12 46734.563),(13 46696.277),(14 47677.094),(15 48346.996),(16 48915.094),(17 49210.438),(18 49364.207),(19 49053.8),(20 48620.82),(21 48332.723),(22 47556.086),(23 47956.996),(24 49357.113),(25 48560.145),(26 47915.293),(27 48238.61),(28 49376.996),(29 49552.996),(30 49703.855),(31 49396.016),(32 49447.586),(33 50049.01),(34 50028.625),(35 49377.15),(36 49136.44),(37 49667.29),(38 50171.746),(39 50178.89),(40 49782.504),(41 50461.074),(42 51133.23),(43 51988.023),(44 51444.633),(45 50951.746),(46 50470.22),(47 50894.125),(48 50351.645),(49 49529.516),(50 50126.887),(51 49833.16),(52 48696.61),(53 48415.305),(54 48749.07),(55 48995.68),(56 49058.21),(57 49356.68),(58 49430.914),(59 48988.1),(60 48876.965),(61 49872.082),(62 49934.27),(63 49919.4),(64 48995.01),(65 49295.973),(66 49479.723),(67 48930.344),(68 47046.742),(69 45459.44),(70 44895.195),(71 46143.3),(72 47066.54),(73 45210.305),(74 45157.598),(75 45163.004),(76 45479.875),(77 46035.105),(78 46638.973),(79 46533.465),
(1 13097.297),(2 25627.031),(3 30560.14),(4 32256.703),(5 34374.848),(6 37479.27),(7 39656.43),(8 41061.484),(9 41597.4),(10 42268.473),(11 43656.887),(12 45463.27),(13 44807.016),(14 45214.805),(15 45593.973),(16 45662.91),(17 45773.92),(18 45345.508),(19 44555.23),(20 44509.59),(21 44635.01),(22 44973.563),(23 44145.94),(24 44495.438),(25 45925.69),(26 46383.91),(27 45806.92),(28 44860.484),(29 45152.83),(30 46539.07),(31 47899.063),(32 47932.74),(33 47483.58),(34 47538.703),(35 47003.555),(36 46500.05),(37 47153.387),(38 48447.305),(39 49145.52),(40 48967.324),(41 48899.58),(42 48943.11),(43 48736.973),(44 47966.75),(45 47151.918),(46 46458.57),(47 46138.92),(48 46300.445),(49 46145.516),(50 46115.492),(51 46801.875),(52 46628.293),(53 46855.383),(54 46300.207),(55 46408.547),(56 46046.813),(57 46244.094),(58 46192.043),(59 46390.445),(60 46797.848),(61 45766.88),(62 45007.215),(63 45593.48),(64 46393.19),(65 46670.46),(66 45620.59),(67 44244.76),(68 44307.566),(69 43704.074),(70 43936.027),(71 44720.01),(72 45841.152),(73 45465.676),(74 45118.28),(75 45859.9),(76 45682.754),(77 46686.004),(78 47844.355),(79 47691.527),
(1 13065.17),(2 25425.967),(3 30451.654),(4 32715.531),(5 35008.13),(6 37344.25),(7 39648.938),(8 41499.734),(9 42202.49),(10 43284.88),(11 44699.09),(12 45496.707),(13 45529.082),(14 46733.95),(15 47134.344),(16 46627.777),(17 45974.363),(18 45761.914),(19 45504.855),(20 45134.082),(21 45089.52),(22 45352.723),(23 45537.285),(24 45689.58),(25 45533.883),(26 45720.41),(27 45890.516),(28 45383.78),(29 45002.29),(30 45447.73),(31 46564.625),(32 47429.695),(33 48062.254),(34 48855.13),(35 47500.59),(36 47257.742),(37 48157.01),(38 49861.96),(39 51438.293),(40 51119.684),(41 50128.16),(42 49653.977),(43 49895.973),(44 49000.883),(45 47976.277),(46 47235.465),(47 47380.83),(48 47163.805),(49 46413),(50 46751.76),(51 47742.76),(52 47631.164),(53 47057.004),(54 45634.78),(55 45898.543),(56 47041.523),(57 48022.836),(58 48590.492),(59 47799.402),(60 47848.08),(61 47644.496),(62 47072.316),(63 47338.4),(64 48010.24),(65 47766.508),(66 46971),(67 45782.734),(68 45549.348),(69 45891.22),(70 46268.586),(71 46449.63),(72 46648.813),(73 46351.625),(74 45559.066),(75 45361.188),(76 44688.23),(77 45504.676),(78 46589.254),(79 46684.195),
(1 12761.934),(2 24618.5),(3 30064.34),(4 32680.848),(5 35611.066),(6 36800.266),(7 38585.13),(8 40487.086),(9 41888.816),(10 43415.508),(11 44892.066),(12 45378.34),(13 44891.207),(14 45703.434),(15 46133.652),(16 45646.31),(17 45059.105),(18 44173.21),(19 44327.867),(20 43591.773),(21 43052.56),(22 42194.445),(23 41519.69),(24 42317.3),(25 43458.887),(26 43012.035),(27 42903.215),(28 42250.445),(29 43197.836),(30 44341.15),(31 44706.684),(32 45480.344),(33 46243.316),(34 46942.094),(35 46268.723),(36 46198.266),(37 47385.563),(38 48028.68),(39 48738.504),(40 48828.383),(41 49470.426),(42 49918.87),(43 50019.617),(44 48448.227),(45 47567.14),(46 47710.77),(47 47421.844),(48 45516.965),(49 44607.63),(50 45480.574),(51 45754.844),(52 45303.246),(53 45263.086),(54 44992.984),(55 45341.574),(56 46050.92),(57 46573.992),(58 47041.97),(59 47291.87),(60 49384.664),(61 49238.387),(62 48465.305),(63 48328.855),(64 49067.605),(65 49023.51),(66 48243.77),(67 47217.336),(68 47512.78),(69 47712.945),(70 48336.793),(71 47601.035),(72 47170.004),(73 47527.965),(74 47174.08),(75 46860.895),(76 46481.574),(77 47780.934),(78 47881.617),(79 48480.117),
(1 12825.15),(2 25498.277),(3 31060.506),(4 33455.445),(5 35608.89),(6 37466.152),(7 40001.063),(8 40770.8),(9 41203.387),(10 42509.465),(11 44203.41),(12 45157.82),(13 44484.84),(14 45017.414),(15 45280.008),(16 45324.91),(17 46073.56),(18 46553.11),(19 46951.457),(20 46261.797),(21 45889.824),(22 45047.402),(23 45640.46),(24 46258.785),(25 46151.188),(26 45785.652),(27 45888.832),(28 45926.3),(29 46666.336),(30 46099.91),(31 46818.89),(32 47889.938),(33 48346.543),(34 48077.52),(35 47413.406),(36 47651.13),(37 48473.926),(38 48308.74),(39 47787.977),(40 47349.094),(41 47976.48),(42 48066.844),(43 47635.62),(44 46855.074),(45 46685.168),(46 46134.78),(47 45436.79),(48 44919.734),(49 44004.313),(50 44683.65),(51 45003.62),(52 45307.16),(53 46248.926),(54 45968.81),(55 45551.97),(56 45619.91),(57 46263.86),(58 47058.24),(59 47035.47),(60 48192.26),(61 48614.633),(62 47924.17),(63 47835.766),(64 47798.766),(65 47292.094),(66 46669.676),(67 46432.895),(68 46323.11),(69 46300.9),(70 46782.88),(71 47075.73),(72 46368.11),(73 45740.25),(74 45437.9),(75 45174.582),(76 44532.727),(77 44384.4),(78 44198.027),(79 44729.844),
(1 12154.107),(2 23982.277),(3 29166.863),(4 31248.018),(5 33467.61),(6 35323.52),(7 37152.594),(8 38340.074),(9 38955.63),(10 40085.9),(11 40937.516),(12 40800.6),(13 40424.08),(14 40989.324),(15 41241.57),(16 41377.25),(17 41880.086),(18 42613.547),(19 43357.16),(20 42641.81),(21 41894.785),(22 41156.08),(23 41454.89),(24 41342.79),(25 41238.77),(26 40151.61),(27 39941.31),(28 40013.215),(29 41054.31),(30 40737.1),(31 39991.9),(32 40616.45),(33 41753.77),(34 42288.7),(35 42376.926),(36 42315.09),(37 43010.51),(38 43881.727),(39 43879.81),(40 43398.227),(41 43724.184),(42 44340.695),(43 43726.13),(44 43701.355),(45 44233.242),(46 44756.855),(47 44295.51),(48 44328.547),(49 43807.42),(50 44550.21),(51 45397.895),(52 45774.547),(53 45718.438),(54 45015.58),(55 44615.58),(56 45049.227),(57 45456.7),(58 45573.594),(59 45292.668),(60 45896.87),(61 45999.055),(62 45784.414),(63 45544.43),(64 45685.176),(65 46178.117),(66 44822.848),(67 44238.074),(68 44660.004),(69 44935.54),(70 44585.72),(71 43824.633),(72 43249.496),(73 42323.914),(74 42460.375),(75 42870.805),(76 42303.22),(77 42069.145),(78 42098.035),(79 43064.15),
(1 12430.358),(2 24466.756),(3 29488.91),(4 31653.623),(5 33452.74),(6 34801.758),(7 36326.04),(8 37999.902),(9 38378.434),(10 39149.168),(11 39591.445),(12 40825.566),(13 40623.313),(14 40902.668),(15 40803.66),(16 40543.84),(17 41201.867),(18 42136.926),(19 42921.58),(20 41860.55),(21 40841.836),(22 40346.715),(23 40343.07),(24 40581.945),(25 40594.258),(26 40496.21),(27 40328.15),(28 40495.74),(29 41344.89),(30 40993.715),(31 40066),(32 40969.297),(33 41875.695),(34 41948.945),(35 41105.78),(36 42115.88),(37 43416.016),(38 43720.676),(39 43477.613),(40 42796.66),(41 42814.023),(42 42604.746),(43 42336.832),(44 42887.246),(45 43038.383),(46 42983.84),(47 42322.86),(48 42440.875),(49 42051.207),(50 42489.51),(51 42681.406),(52 42603.05),(53 42213.582),(54 42856.61),(55 42821.426),(56 43036.344),(57 43671.434),(58 44660.523),(59 44481.152),(60 44978.62),(61 45929.137),(62 45318.523),(63 45060.156),(64 45362.77),(65 46697.297),(66 46183.688),(67 45407.594),(68 44932.594),(69 44185.316),(70 43887.832),(71 43637.68),(72 43281.51),(73 42411.625),(74 42066.723),(75 42291.438),(76 41718.55),(77 42118.863),(78 42501.38),(79 43067.555),
(1 12074.066),(2 23235.973),(3 27921.879),(4 29732.418),(5 31244.674),(6 32143.197),(7 32531.691),(8 33615.715),(9 34264.07),(10 34904.37),(11 35540.77),(12 36180.56),(13 36045.867),(14 36338.78),(15 36083.734),(16 36359.992),(17 37124.734),(18 38152.55),(19 38678.254),(20 37916.535),(21 37666.05),(22 37677.28),(23 37510.69),(24 37510.92),(25 37922.586),(26 37492.523),(27 37757.22),(28 37984.535),(29 38856.51),(30 37945.793),(31 37402.723),(32 37865.06),(33 38541.242),(34 39216.3),(35 39301.715),(36 39269),(37 39479.68),(38 39701.484),(39 39466.883),(40 39646.164),(41 39739.88),(42 39258.934),(43 38765.06),(44 38736.4),(45 38889.11),(46 39377.438),(47 39533.242),(48 39900.8),(49 39791.094),(50 40091.457),(51 40159.902),(52 40576.715),(53 41719.402),(54 41752.625),(55 41716.18),(56 42611.605),(57 42884.527),(58 42804.023),(59 42516.273),(60 42154.613),(61 42877.43),(62 43059.777),(63 43477.207),(64 43068.02),(65 43050.504),(66 42471.15),(67 42683.836),(68 42442.145),(69 42583.813),(70 42574.496),(71 42535.645),(72 42258.62),(73 41981.043),(74 41318.02),(75 40971.527),(76 40670.008),(77 40923.633),(78 41037.707),(79 42098.78),
(1 11201.2),(2 21744.332),(3 26637.705),(4 28789.502),(5 31393.781),(6 33311.117),(7 33919.598),(8 34209.723),(9 34844.293),(10 35721.31),(11 36313.324),(12 35693.168),(13 35046.145),(14 36041.37),(15 36513.11),(16 37027.574),(17 37198.535),(18 37213.47),(19 38084.137),(20 37600.094),(21 36894.082),(22 37062.758),(23 37382.3),(24 37135.855),(25 36858.816),(26 37138.37),(27 37502.953),(28 37319.637),(29 37690.83),(30 37845.156),(31 37957.027),(32 37677.813),(33 38027.047),(34 39072.277),(35 40113.13),(36 40529.223),(37 40333.203),(38 40178.242),(39 39988.47),(40 40108.76),(41 39901.863),(42 38750.504),(43 37844.223),(44 37499.28),(45 37392.418),(46 37692.543),(47 38057.426),(48 37875.453),(49 37568.918),(50 38046.55),(51 38647.043),(52 38690.35),(53 39824.52),(54 39018.55),(55 39456.72),(56 39743.52),(57 39514.652),(58 39149.59),(59 39246.266),(60 39708.758),(61 39683.1),(62 39518.633),(63 39936.426),(64 40161.63),(65 40050.79),(66 39424.336),(67 39903.953),(68 40154.52),(69 40486.27),(70 40784.004),(71 40923.51),(72 40572.2),(73 39955.766),(74 39802.637),(75 39702.406),(76 39436.2),(77 39837.082),(78 39852.06),(79 40315.168),
(1 11254.699),(2 21434.93),(3 25519.383),(4 27580.99),(5 30013.398),(6 32011.229),(7 33275.848),(8 33640.46),(9 33578.664),(10 33709.53),(11 34628.965),(12 34324.832),(13 34334.746),(14 35194.523),(15 35717.14),(16 36082.82),(17 35909.82),(18 35946.375),(19 36308.133),(20 35639.457),(21 35284.805),(22 36090.32),(23 36728.48),(24 36888.5),(25 36808.89),(26 37391.38),(27 37458.344),(28 37020.63),(29 36720.94),(30 36277.24),(31 36042.09),(32 36494.938),(33 37103.188),(34 37459.99),(35 37508.61),(36 38540.527),(37 39429.938),(38 38548.22),(39 38153.395),(40 38433.77),(41 39199.574),(42 37807.695),(43 36286.28),(44 35381.625),(45 34841.203),(46 35317.926),(47 35820.133),(48 36188.098),(49 36378.266),(50 36536.547),(51 36929.207),(52 37181.605),(53 37929.395),(54 37418.203),(55 37978.63),(56 38130.492),(57 38305.844),(58 38738.84),(59 38792.613),(60 39286.023),(61 39933.332),(62 40152.71),(63 40995.082),(64 41106.83),(65 41287.848),(66 40893.184),(67 40242.15),(68 40309.69),(69 40384.48),(70 40900.543),(71 40111.457),(72 38698.23),(73 38277.45),(74 38892.105),(75 38767.91),(76 37728.258),(77 37836.83),(78 38597.85),(79 39131.14),
(1 11370.106),(2 21312.783),(3 25131.047),(4 27266.188),(5 29283.041),(6 31083.258),(7 31721.78),(8 30851.375),(9 31382.547),(10 32506.12),(11 33261.402),(12 31816.049),(13 31972.125),(14 32936),(15 33249.418),(16 33263.234),(17 33333.098),(18 33036.035),(19 33502.74),(20 33464.86),(21 33568.73),(22 34042.473),(23 33549.35),(24 33471.785),(25 33911.363),(26 34152.973),(27 34106.49),(28 33646.22),(29 33678.66),(30 34096.195),(31 33621.71),(32 33382.34),(33 34011.64),(34 35008.234),(35 35406.066),(36 34917.348),(37 35776.184),(38 36075.82),(39 36034.2),(40 35955.082),(41 36567.48),(42 36118.934),(43 35745.637),(44 35086.37),(45 35109.438),(46 35841.51),(47 36276.324),(48 36369.215),(49 35853.887),(50 36166.184),(51 36828.094),(52 36941.8),(53 37083.348),(54 36857.3),(55 36976.89),(56 36347.926),(57 35970.402),(58 35575.734),(59 35474.85),(60 36742.254),(61 37093.324),(62 36916.492),(63 37739.89),(64 38281.313),(65 38720.87),(66 38466.26),(67 38414.348),(68 37443.645),(69 37275.97),(70 37821.52),(71 38453.574),(72 38300.87),(73 38022.023),(74 38967.22),(75 39358.605),(76 39179.05),(77 39967.234),(78 40838.957),(79 40861.996),
(1 11185.91),(2 20555.754),(3 24511.23),(4 26790.09),(5 29295.482),(6 30277.895),(7 31835.8),(8 32232.396),(9 32675.871),(10 33518.258),(11 34008.242),(12 32897.223),(13 33700.5),(14 34437.543),(15 34462.332),(16 34900.465),(17 35128.703),(18 34191.69),(19 34882.72),(20 35030.47),(21 35406.254),(22 35348.043),(23 34625.035),(24 34096.367),(25 34237.668),(26 33819.777),(27 33979.586),(28 34341.4),(29 34659.2),(30 34411.223),(31 34247.73),(32 33966.965),(33 34351.773),(34 34793.49),(35 34319.117),(36 34294.86),(37 35226.863),(38 35490.973),(39 35602.45),(40 35593.13),(41 35492.69),(42 35042.215),(43 34525.938),(44 34189.906),(45 33855.73),(46 34105.32),(47 34605.254),(48 34230.027),(49 34092.914),(50 34822.734),(51 35360.535),(52 35178.793),(53 35088.15),(54 35069.445),(55 35973.523),(56 36379.21),(57 35838.695),(58 35347.2),(59 35095.55),(60 35596.1),(61 35267.387),(62 35046.1),(63 35568.84),(64 36065.76),(65 36192.06),(66 36008.09),(67 35693.777),(68 35439.87),(69 35705.66),(70 36471.355),(71 36489.824),(72 36306.844),(73 36588.11),(74 36632.324),(75 36793.742),(76 36572.08),(77 37421.31),(78 37987.508),(79 38111.79),
(1 10183.33),(2 18960.342),(3 22929.086),(4 24948.99),(5 27180.963),(6 28587.695),(7 30484.93),(8 30872.225),(9 30978.566),(10 31201.45),(11 31652.723),(12 31116.205),(13 31591.6),(14 32500.906),(15 32752.145),(16 32753.68),(17 32992.46),(18 32450.748),(19 33239.004),(20 33727.008),(21 34040.047),(22 33932.727),(23 33602.47),(24 32944.652),(25 32749.027),(26 33980.063),(27 34635.836),(28 34556.633),(29 34240.57),(30 34051.65),(31 33902.953),(32 33663.13),(33 34255.29),(34 34679.37),(35 34453.85),(36 35417.016),(37 36442.598),(38 36520.04),(39 37172.72),(40 37508.047),(41 37085.816),(42 35764.02),(43 35044.688),(44 33905.94),(45 33515.035),(46 33814.57),(47 33888.914),(48 33589.633),(49 33900.453),(50 33695.117),(51 34183.71),(52 34750.418),(53 35208.2),(54 34844.81),(55 35078.836),(56 35290.945),(57 34784.766),(58 34241.047),(59 34413.62),(60 35521.945),(61 35562.01),(62 35368.91),(63 36030.96),(64 36334.81),(65 36384.816),(66 36738.324),(67 37053.35),(68 36330.418),(69 36171.953),(70 36716.03),(71 36676.99),(72 37062.215),(73 37606.395),(74 37062.445),(75 36975.81),(76 36791.39),(77 36879.777),(78 36679.754),(79 37177.93),
(1 9712.61),(2 18190.627),(3 21990.152),(4 24138.37),(5 26467.523),(6 28069.734),(7 29221.76),(8 29581.727),(9 30165.078),(10 30986.23),(11 31623.893),(12 31976.232),(13 32247.883),(14 32971.95),(15 33343.15),(16 33511.54),(17 33251.047),(18 32517.766),(19 32635.559),(20 32486.156),(21 32412.758),(22 32188.266),(23 31677.664),(24 31094.758),(25 31505.236),(26 32301.85),(27 32711.506),(28 33098.555),(29 33217.29),(30 32867.73),(31 33286.855),(32 33414.05),(33 33742.074),(34 33909.91),(35 33546.477),(36 34318.41),(37 35447.688),(38 35754.914),(39 35925.473),(40 35566.777),(41 35699.363),(42 35220.508),(43 34382.324),(44 33888.836),(45 33793.594),(46 34160.395),(47 34428.13),(48 34762.563),(49 34310.22),(50 34152.195),(51 34439.098),(52 34389),(53 34381.566),(54 34471.29),(55 34576.105),(56 33953.055),(57 33589.445),(58 32986.285),(59 33427.902),(60 34642.1),(61 35079.496),(62 35214.88),(63 35569.58),(64 35631.902),(65 35629.266),(66 35191.746),(67 35286.594),(68 35230.098),(69 35051.18),(70 35201.598),(71 35115.98),(72 35297.688),(73 35500.72),(74 35701.63),(75 35920.99),(76 36076.973),(77 36101.81),(78 35999.76),(79 36559.71),
(1 9987.529),(2 18884.229),(3 22683.254),(4 23959.674),(5 26113.91),(6 27745.795),(7 28570.023),(8 29077.785),(9 29342.99),(10 29856.828),(11 30502.637),(12 30949.865),(13 31050.068),(14 31557.588),(15 31822.324),(16 31857.049),(17 31479.318),(18 31133.105),(19 31003.012),(20 30896.408),(21 30664.273),(22 30445.72),(23 30617.754),(24 29978.049),(25 30668.092),(26 31224.193),(27 31690.184),(28 31524.248),(29 31723.08),(30 31990.47),(31 33120.4),(32 33350.63),(33 33505.68),(34 33757.023),(35 34154.973),(36 34261.41),(37 34779.758),(38 35422.563),(39 35393.574),(40 33952.977),(41 33685.957),(42 33728.09),(43 33339.848),(44 32364.258),(45 31745.184),(46 31473.908),(47 32161.56),(48 32929.28),(49 32271.977),(50 32356.123),(51 32554.98),(52 33056.254),(53 33109.074),(54 33349.387),(55 33068.605),(56 32411.523),(57 32459.854),(58 32793.156),(59 32912.273),(60 32859.605),(61 33030.984),(62 33421.04),(63 34093.527),(64 34276.688),(65 33949.543),(66 32915.25),(67 33253.484),(68 34149.816),(69 34480.387),(70 34020.527),(71 33407.527),(72 32948.69),(73 32619.98),(74 32654.357),(75 33219.74),(76 33449.156),(77 33731.117),(78 33715.13),(79 34005.926),
