1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 663078.44),(2 1602178.6),(3 2694339.8),(4 3852235.8),(5 4754532.5),(6 4970345.5),(7 5159975.5),(8 5231249.5),(9 5196501.5),(10 5107903),(11 5086398.5),(12 5454230.5),(13 5965649.5),(14 6717994.5),(15 7878249.5),(16 9113421),(17 10068348),(18 10888941),(19 11512120),(20 11894093),(21 11952296),(22 12372125),(23 12834436),(24 13524633),(25 14339904),(26 15269632),(27 16430761),(28 17821526),(29 19366390),(30 21122482),(31 22587632),(32 24177362),(33 25596794),(34 26735682),(35 28006406),(36 29589878),(37 30807352),(38 31830696),(39 32700656),(40 33741530),(41 34593900),(42 35685772),(43 36522610),(44 36630508),(45 37207544),(46 37669244),(47 38361940),(48 38776348),(49 38945148),(50 38593704),(51 38157812),(52 37577490),(53 36893532),(54 35833124),(55 34563740),(56 33223454),(57 32077306),(58 31223658),(59 30840822),(60 32647066),(61 33498934),(62 31814728),(63 30841136),(64 30495238),(65 29988024),(66 29544514),(67 28928546),(68 28105522),(69 27482694),(70 27244840),(71 27148016),(72 27545466),(73 28026670),(74 28451350),(75 28936328),(76 29335702),(77 29864030),(78 30401272),(79 30894344),
(1 310.09534),(2 499.75162),(3 608.2784),(4 683.099),(5 740.758),(6 766.37054),(7 796.9432),(8 809.3405),(9 823.61957),(10 840.89026),(11 849.44775),(12 860.366),(13 878.8293),(14 892.7967),(15 909.5803),(16 927.89856),(17 937.9935),(18 929.3039),(19 945.0289),(20 949.9518),(21 956.38055),(22 956.92975),(23 975.8328),(24 985.2258),(25 990.85114),(26 1000.246),(27 1012.288),(28 1015.69916),(29 1022.1632),(30 1026.856),(31 1019.3402),(32 1025.5587),(33 1036.3726),(34 1040.6593),(35 1050.447),(36 1054.8711),(37 1064.2872),(38 1071.0002),(39 1078.2244),(40 1073.4797),(41 1076.2375),(42 1075.5631),(43 1073.9011),(44 1075.6251),(45 1080.6841),(46 1081.3588),(47 1087.1805),(48 1078.5853),(49 1071.8414),(50 1068.8315),(51 1060.767),(52 1060.8054),(53 1053.0225),(54 1042.5325),(55 1036.4696),(56 1025.0646),(57 1004.714),(58 983.6226),(59 975.69934),(60 959.71844),(61 943.4978),(62 933.01),(63 924.558),(64 915.93414),(65 906.3406),(66 896.4397),(67 886.8633),(68 875.6778),(69 873.823),(70 872.1809),(71 866.38904),(72 857.5414),(73 846.56604),(74 836.5347),(75 832.94434),(76 828.0659),(77 826.7238),(78 824.69934),(79 821.97205),
(1 314.7547),(2 503.7693),(3 606.57544),(4 674.29663),(5 726.31635),(6 750.78076),(7 776.8337),(8 791.70197),(9 804.9888),(10 820.9876),(11 837.9731),(12 848.87726),(13 870.3388),(14 887.06494),(15 903.3453),(16 913.9087),(17 930.69965),(18 935.90717),(19 947.306),(20 950.47345),(21 952.566),(22 961.0656),(23 977.7289),(24 984.8836),(25 991.6514),(26 1007.59576),(27 1013.4253),(28 1012.0463),(29 1027.7109),(30 1029.8851),(31 1036.1469),(32 1050.1235),(33 1052.0745),(34 1061.4823),(35 1076.3212),(36 1080.7009),(37 1083.9116),(38 1073.1663),(39 1072.3682),(40 1066.2418),(41 1070.3406),(42 1077.1891),(43 1091.7761),(44 1092.8093),(45 1085.0469),(46 1079.8303),(47 1078.1442),(48 1066.3558),(49 1054.2406),(50 1053.3945),(51 1049.4337),(52 1040.257),(53 1033.7534),(54 1018.6102),(55 1012.2805),(56 1001.0964),(57 992.9371),(58 978.9722),(59 964.8993),(60 950.35376),(61 936.08215),(62 926.4574),(63 919.3325),(64 902.41595),(65 887.94104),(66 876.5738),(67 877.1456),(68 861.2212),(69 858.466),(70 854.02783),(71 855.5903),(72 849.21124),(73 847.59875),(74 841.928),(75 835.1937),(76 833.6251),(77 833.79626),(78 828.3485),(79 832.9999),
(1 298.40756),(2 480.44336),(3 582.7108),(4 647.4637),(5 698.8862),(6 728.3204),(7 750.6577),(8 764.357),(9 790.6681),(10 801.3317),(11 814.082),(12 829.03577),(13 845.58124),(14 865.81726),(15 880.48035),(16 895.7173),(17 905.2984),(18 909.2221),(19 926.7808),(20 934.25696),(21 942.8169),(22 946.73303),(23 959.27686),(24 969.0064),(25 979.82007),(26 989.11993),(27 993.1312),(28 992.55286),(29 1006.0411),(30 1003.3047),(31 999.2762),(32 1006.2037),(33 1009.748),(34 1015.0787),(35 1026.2166),(36 1031.1509),(37 1031.426),(38 1024.9841),(39 1035.8651),(40 1036.2526),(41 1037.165),(42 1032.0383),(43 1039.2687),(44 1035.5884),(45 1031.4401),(46 1027.2069),(47 1031.4434),(48 1024.5728),(49 1017.87714),(50 1010.7728),(51 1013.63696),(52 1012.5892),(53 1004.5518),(54 997.7878),(55 994.82404),(56 984.3465),(57 973.21783),(58 955.10803),(59 947.42755),(60 928.8753),(61 913.30695),(62 909.5365),(63 897.2541),(64 889.0704),(65 878.03766),(66 870.4778),(67 863.6284),(68 850.1205),(69 844.81635),(70 842.3961),(71 836.9396),(72 829.33154),(73 826.04224),(74 819.926),(75 815.97687),(76 811.0758),(77 806.56824),(78 801.5953),(79 802.4879),
(1 306.2099),(2 490.0745),(3 587.7211),(4 653.2009),(5 699.46014),(6 728.8936),(7 756.5364),(8 772.22473),(9 793.32355),(10 802.4263),(11 811.1643),(12 827.65283),(13 837.87195),(14 854.8633),(15 867.12854),(16 877.39874),(17 886.9428),(18 886.85535),(19 897.1899),(20 904.77454),(21 909.63666),(22 909.76514),(23 918.9734),(24 922.3062),(25 924.73883),(26 932.96735),(27 934.9521),(28 946.2693),(29 965.6316),(30 966.4019),(31 969.32574),(32 979.0613),(33 984.9966),(34 980.83887),(35 983.97894),(36 984.9541),(37 989.9299),(38 992.12177),(39 1003.5827),(40 1001.57544),(41 1007.2518),(42 1014.1234),(43 1028.5371),(44 1034.0062),(45 1033.2964),(46 1025.9894),(47 1022.7251),(48 1010.669),(49 1004.63135),(50 1003.19965),(51 997.32556),(52 995.80444),(53 990.40137),(54 983.5202),(55 981.94794),(56 970.7172),(57 953.18365),(58 940.48724),(59 930.30975),(60 918.22754),(61 907.4786),(62 895.8403),(63 884.6493),(64 870.23065),(65 859.75085),(66 852.7414),(67 845.0339),(68 834.5399),(69 831.3514),(70 828.1034),(71 820.4336),(72 812.44855),(73 811.66516),(74 810.8476),(75 807.99365),(76 806.7757),(77 804.33295),(78 798.8374),(79 802.3206),
(1 301.8061),(2 484.242),(3 589.58905),(4 652.0716),(5 697.6537),(6 724.9591),(7 748.97076),(8 766.9458),(9 786.7561),(10 802.85565),(11 809.66077),(12 822.1896),(13 838.152),(14 853.91223),(15 869.10693),(16 882.4583),(17 892.99066),(18 900.85944),(19 911.2457),(20 912.30316),(21 918.19116),(22 923.01855),(23 935.11066),(24 943.1895),(25 953.2382),(26 960.2284),(27 966.2508),(28 967.1183),(29 981.97833),(30 987.5188),(31 991.97235),(32 1000.6819),(33 1002.6372),(34 1004.73987),(35 1010.3308),(36 1009.94116),(37 1018.53204),(38 1013.4439),(39 1025.1542),(40 1019.5651),(41 1021.916),(42 1017.879),(43 1023.7751),(44 1024.7383),(45 1012.79736),(46 1014.5136),(47 1017.83844),(48 1004.8492),(49 997.25024),(50 994.3558),(51 990.9578),(52 987.5225),(53 980.052),(54 977.41016),(55 973.8498),(56 960.5186),(57 945.36926),(58 929.43225),(59 916.4676),(60 911.9422),(61 897.5543),(62 889.1838),(63 890.6439),(64 883.1557),(65 875.16516),(66 866.6893),(67 864.27985),(68 860.3056),(69 859.1349),(70 848.8472),(71 842.7477),(72 831.9081),(73 823.214),(74 816.18243),(75 812.57086),(76 813.301),(77 811.67804),(78 808.7979),(79 810.85077),
(1 294.47833),(2 473.18268),(3 578.3778),(4 650.1954),(5 692.6533),(6 718.1142),(7 743.25085),(8 760.4131),(9 789.0454),(10 804.56665),(11 818.5658),(12 825.28516),(13 835.14905),(14 846.60266),(15 855.1252),(16 864.4471),(17 870.5974),(18 874.32794),(19 886.00806),(20 889.0556),(21 893.2856),(22 895.38837),(23 911.11017),(24 922.1568),(25 927.4798),(26 935.5862),(27 935.5782),(28 944.798),(29 951.921),(30 955.64526),(31 957.1764),(32 963.05334),(33 975.9787),(34 970.7),(35 979.0781),(36 980.26666),(37 982.4331),(38 978.696),(39 992.6696),(40 996.18976),(41 1008.0059),(42 1003.33276),(43 1004.4758),(44 1005.1345),(45 1004.72705),(46 1005.9002),(47 1002.0169),(48 982.4657),(49 981.0344),(50 974.1561),(51 961.0677),(52 950.06177),(53 942.69366),(54 932.2554),(55 921.94543),(56 913.98804),(57 904.7231),(58 893.97),(59 890.908),(60 885.1929),(61 873.97845),(62 863.32684),(63 856.3929),(64 846.05273),(65 830.0133),(66 821.19006),(67 809.97986),(68 806.26636),(69 802.0175),(70 795.1842),(71 790.5389),(72 788.9753),(73 789.9052),(74 783.5982),(75 783.9108),(76 781.8712),(77 782.2481),(78 776.5199),(79 780.066),
(1 293.88782),(2 473.82404),(3 572.35114),(4 635.00146),(5 678.3132),(6 706.79254),(7 733.8723),(8 752.18774),(9 770.7066),(10 787.4758),(11 798.0451),(12 808.9204),(13 822.578),(14 833.3463),(15 848.2886),(16 856.5847),(17 867.1611),(18 876.3809),(19 887.32416),(20 890.13007),(21 893.84204),(22 889.0081),(23 896.6848),(24 898.4246),(25 909.14996),(26 922.8152),(27 925.91125),(28 926.47986),(29 941.8777),(30 951.0129),(31 956.3774),(32 962.00507),(33 963.1128),(34 963.37524),(35 966.94946),(36 974.3669),(37 979.4073),(38 974.0269),(39 981.2741),(40 975.6811),(41 974.6829),(42 978.3301),(43 988.62616),(44 986.3026),(45 985.8369),(46 990.3681),(47 990.6301),(48 974.96063),(49 976.18146),(50 977.2667),(51 967.5516),(52 959.0065),(53 954.69434),(54 947.88885),(55 940.0402),(56 931.6446),(57 920.73895),(58 903.5729),(59 897.78784),(60 887.5761),(61 872.8881),(62 864.2697),(63 856.70306),(64 843.429),(65 835.46576),(66 830.1247),(67 828.32855),(68 820.84827),(69 814.47284),(70 810.0482),(71 807.6251),(72 800.7619),(73 797.1446),(74 786.9396),(75 786.07434),(76 783.7322),(77 777.55457),(78 771.75226),(79 777.35284),
(1 283.5274),(2 463.21542),(3 560.2095),(4 618.2938),(5 661.97705),(6 684.19574),(7 700.88525),(8 708.9575),(9 731.2353),(10 745.94403),(11 756.00195),(12 765.3534),(13 787.0965),(14 803.44495),(15 823.2407),(16 836.09406),(17 847.4068),(18 846.33215),(19 854.6369),(20 860.468),(21 863.87964),(22 870.24493),(23 880.0046),(24 889.6389),(25 898.98895),(26 909.4517),(27 917.43823),(28 920.20715),(29 930.0191),(30 933.5888),(31 937.37415),(32 941.8653),(33 950.7179),(34 948.372),(35 950.628),(36 954.82855),(37 963.1949),(38 955.1846),(39 959.1589),(40 959.14325),(41 958.0511),(42 954.8086),(43 963.78754),(44 967.9642),(45 966.0956),(46 955.5336),(47 958.5199),(48 944.6269),(49 941.47845),(50 935.7112),(51 932.76355),(52 920.948),(53 914.9202),(54 909.02246),(55 904.2235),(56 894.8885),(57 880.76764),(58 868.74646),(59 857.81323),(60 846.8701),(61 834.9015),(62 821.1993),(63 814.51276),(64 804.9364),(65 798.414),(66 797.59546),(67 793.2302),(68 787.46533),(69 783.1344),(70 777.22437),(71 771.9242),(72 764.4463),(73 754.4471),(74 745.70886),(75 745.60724),(76 749.1468),(77 744.68976),(78 743.70123),(79 747.21094),
(1 283.84366),(2 456.01685),(3 549.5065),(4 603.4774),(5 644.814),(6 671.7147),(7 698.92566),(8 713.5327),(9 735.18445),(10 748.976),(11 762.7345),(12 769.8985),(13 786.54333),(14 799.55566),(15 818.10846),(16 828.6106),(17 834.39343),(18 838.5319),(19 845.4199),(20 852.3773),(21 859.00684),(22 864.5653),(23 873.90436),(24 875.8808),(25 888.19696),(26 910.0824),(27 918.81226),(28 924.5669),(29 933.5452),(30 936.0738),(31 930.2933),(32 930.60455),(33 934.2574),(34 937.73785),(35 942.46124),(36 949.9419),(37 948.7074),(38 945.74243),(39 958.79376),(40 958.1911),(41 957.0239),(42 958.4233),(43 961.5845),(44 959.6539),(45 957.7409),(46 957.70996),(47 957.75476),(48 942.1487),(49 942.196),(50 938.2948),(51 933.07196),(52 929.2888),(53 922.3873),(54 921.0003),(55 906.3446),(56 898.6654),(57 890.6867),(58 872.623),(59 859.4732),(60 855.4583),(61 837.30206),(62 825.9069),(63 814.04266),(64 806.0125),(65 796.9096),(66 789.9539),(67 783.0393),(68 782.34766),(69 786.47107),(70 786.7362),(71 778.70197),(72 766.65735),(73 757.7777),(74 748.8683),(75 747.9774),(76 745.8077),(77 744.53687),(78 740.68494),(79 743.4504),
(1 284.00717),(2 456.1873),(3 552.288),(4 613.57056),(5 646.1427),(6 674.07874),(7 700.7616),(8 715.2617),(9 732.71094),(10 745.79395),(11 763.9294),(12 772.9099),(13 787.55774),(14 791.81647),(15 811.0302),(16 813.47833),(17 819.3007),(18 823.48047),(19 840.65045),(20 849.4616),(21 852.7059),(22 848.5104),(23 857.05884),(24 858.9952),(25 874.30145),(26 881.2351),(27 885.83594),(28 892.17993),(29 904.2129),(30 905.973),(31 907.80597),(32 916.0291),(33 922.99615),(34 915.08826),(35 927.0766),(36 929.7977),(37 931.2756),(38 928.7215),(39 940.57916),(40 940.5366),(41 939.66675),(42 933.4256),(43 934.7868),(44 932.2433),(45 933.45734),(46 935.11035),(47 943.6059),(48 933.5321),(49 930.5164),(50 924.48157),(51 917.8144),(52 912.5486),(53 905.8241),(54 901.2746),(55 892.97595),(56 886.15234),(57 878.98676),(58 865.5211),(59 854.06464),(60 847.4039),(61 835.88226),(62 822.6853),(63 816.38684),(64 805.84705),(65 796.1348),(66 787.8595),(67 783.7301),(68 780.11395),(69 776.85803),(70 771.3819),(71 766.0392),(72 755.30945),(73 752.88605),(74 750.32776),(75 749.56024),(76 749.064),(77 747.8172),(78 742.4886),(79 745.34143),
(1 276.11993),(2 447.1014),(3 547.05457),(4 610.0998),(5 648.8475),(6 672.932),(7 697.9716),(8 709.8799),(9 729.0671),(10 739.76843),(11 744.9121),(12 751.77094),(13 765.82526),(14 774.6448),(15 787.106),(16 796.79706),(17 806.80035),(18 812.57733),(19 825.5633),(20 826.561),(21 833.3236),(22 836.5916),(23 847.2999),(24 857.40607),(25 863.83887),(26 869.3224),(27 876.9423),(28 889.47375),(29 902.48395),(30 903.5309),(31 905.5526),(32 909.8205),(33 911.5178),(34 912.95575),(35 919.6051),(36 926.15106),(37 933.4078),(38 935.1592),(39 945.93866),(40 951.1187),(41 949.1301),(42 943.3909),(43 948.7613),(44 944.1824),(45 937.76984),(46 934.8538),(47 931.3143),(48 917.5909),(49 914.3843),(50 916.56415),(51 914.89746),(52 914.0721),(53 906.9418),(54 899.56366),(55 887.67773),(56 876.6095),(57 864.73816),(58 857.7257),(59 853.4235),(60 842.8354),(61 830.68616),(62 821.16724),(63 816.0299),(64 803.37506),(65 792.6179),(66 784.8193),(67 776.9578),(68 765.9366),(69 758.10754),(70 749.4735),(71 745.9363),(72 743.4907),(73 738.1303),(74 734.92883),(75 733.13055),(76 730.92395),(77 731.61334),(78 732.06683),(79 733.2504),
(1 279.38602),(2 448.9865),(3 543.45746),(4 599.77045),(5 642.57416),(6 663.7633),(7 680.51886),(8 689.7887),(9 709.01465),(10 718.7461),(11 730.38586),(12 737.1175),(13 748.773),(14 765.2146),(15 778.317),(16 791.3362),(17 801.2666),(18 803.59235),(19 819.9091),(20 824.5098),(21 830.422),(22 840.11145),(23 842.9433),(24 850.3188),(25 861.5631),(26 870.9684),(27 876.97473),(28 877.8463),(29 890.9419),(30 891.81354),(31 892.1683),(32 903.2836),(33 909.86285),(34 908.5476),(35 916.4571),(36 920.8481),(37 924.51245),(38 929.14136),(39 937.5985),(40 936.6364),(41 934.5345),(42 932.338),(43 936.4566),(44 931.6242),(45 924.1041),(46 922.2457),(47 926.20966),(48 915.5776),(49 911.36145),(50 912.11285),(51 908.70825),(52 901.79736),(53 899.29816),(54 890.2078),(55 880.8881),(56 874.2155),(57 867.05945),(58 856.05536),(59 853.09906),(60 840.48096),(61 827.3227),(62 814.39484),(63 808.42957),(64 793.15045),(65 780.7062),(66 769.32056),(67 766.02563),(68 762.7505),(69 761.858),(70 755.5894),(71 754.6178),(72 751.0099),(73 744.84235),(74 737.0796),(75 731.5352),(76 730.6216),(77 728.8251),(78 727.1115),(79 727.73816),
(1 269.5748),(2 433.02182),(3 522.57416),(4 580.5468),(5 621.2707),(6 643.59924),(7 668.1039),(8 682.84015),(9 698.40936),(10 714.14954),(11 726.77136),(12 731.5252),(13 746.27496),(14 754.5705),(15 768.5181),(16 779.73883),(17 783.777),(18 786.05457),(19 798.5937),(20 805.803),(21 811.64166),(22 816.4911),(23 821.8614),(24 824.698),(25 828.57184),(26 838.4497),(27 845.9209),(28 848.0953),(29 862.0827),(30 868.4392),(31 871.6745),(32 877.93005),(33 880.8106),(34 880.96466),(35 888.4601),(36 892.22595),(37 895.1888),(38 894.74225),(39 911.3369),(40 907.6099),(41 903.4966),(42 903.24506),(43 905.54987),(44 907.8643),(45 905.05994),(46 897.6537),(47 895.3854),(48 884.40857),(49 882.267),(50 880.81006),(51 874.4392),(52 867.9231),(53 865.5085),(54 858.7783),(55 850.5895),(56 844.4754),(57 834.03864),(58 816.38403),(59 809.49176),(60 801.1179),(61 785.5261),(62 777.04456),(63 770.63025),(64 753.55865),(65 743.93036),(66 739.0261),(67 728.9687),(68 721.2685),(69 715.6965),(70 710.7389),(71 708.09814),(72 704.3982),(73 700.3541),(74 691.8326),(75 686.7337),(76 686.2647),(77 683.6237),(78 687.66766),(79 692.27106),
(1 270.76526),(2 434.53668),(3 526.7285),(4 580.1143),(5 619.7826),(6 645.8428),(7 670.41583),(8 680.8496),(9 700.1977),(10 714.3644),(11 722.82367),(12 726.03754),(13 735.18646),(14 743.14966),(15 757.1818),(16 768.64124),(17 774.13806),(18 774.1956),(19 789.9206),(20 793.1173),(21 800.98096),(22 805.7486),(23 810.9841),(24 814.9005),(25 821.11615),(26 829.61163),(27 837.4484),(28 833.7533),(29 847.0885),(30 848.99036),(31 853.47253),(32 858.5012),(33 862.7275),(34 867.2076),(35 872.79285),(36 873.0939),(37 871.6121),(38 870.86115),(39 880.7103),(40 887.2919),(41 885.1468),(42 884.71484),(43 893.715),(44 890.6264),(45 888.9875),(46 889.1803),(47 889.5422),(48 881.02136),(49 873.9988),(50 876.41547),(51 870.5886),(52 864.2092),(53 854.5154),(54 847.89886),(55 841.4768),(56 832.5047),(57 819.0066),(58 806.7002),(59 800.08875),(60 789.765),(61 778.8231),(62 772.10706),(63 763.66895),(64 744.8285),(65 726.41626),(66 716.6342),(67 710.7253),(68 708.60626),(69 706.63245),(70 707.02234),(71 704.8705),(72 697.6091),(73 693.4932),(74 685.14594),(75 684.9463),(76 684.52246),(77 683.8088),(78 683.96515),(79 693.7455),
(1 265.9805),(2 425.73264),(3 511.3481),(4 562.84015),(5 602.5326),(6 627.675),(7 649.5993),(8 666.0237),(9 687.5834),(10 700.6217),(11 712.21173),(12 716.11127),(13 729.978),(14 747.29596),(15 759.23065),(16 761.24286),(17 771.0573),(18 772.535),(19 782.2045),(20 784.61743),(21 785.8282),(22 789.9141),(23 800.7996),(24 800.60803),(25 807.9187),(26 815.4209),(27 822.4746),(28 823.05304),(29 837.2383),(30 835.09656),(31 832.6964),(32 839.6579),(33 846.2853),(34 848.41516),(35 855.8356),(36 861.5345),(37 866.6922),(38 867.6656),(39 875.38947),(40 869.8209),(41 864.3285),(42 865.13873),(43 866.875),(44 866.9342),(45 862.602),(46 856.8309),(47 853.7302),(48 850.83203),(49 850.38525),(50 848.53674),(51 849.974),(52 841.7348),(53 830.2771),(54 824.68713),(55 820.24976),(56 810.1165),(57 800.6904),(58 789.4635),(59 784.8955),(60 777.5968),(61 767.7181),(62 759.04974),(63 753.51465),(64 745.69305),(65 734.68427),(66 719.8154),(67 713.27985),(68 709.1551),(69 700.99976),(70 701.3334),(71 696.66235),(72 689.4202),(73 679.926),(74 673.74603),(75 671.2786),(76 667.063),(77 664.37555),(78 659.48083),(79 662.31793),
(1 261.21307),(2 420.59613),(3 510.82614),(4 557.56635),(5 598.2157),(6 622.7404),(7 642.63727),(8 654.9443),(9 672.6162),(10 685.7677),(11 693.9872),(12 701.26184),(13 713.3005),(14 723.7477),(15 737.23096),(16 744.6508),(17 755.4529),(18 762.25824),(19 773.77594),(20 776.7907),(21 780.431),(22 787.50433),(23 796.15204),(24 803.82135),(25 807.7536),(26 816.6245),(27 820.07916),(28 823.63025),(29 837.06323),(30 838.37103),(31 838.81885),(32 844.00104),(33 848.6028),(34 854.3277),(35 861.86743),(36 862.9808),(37 863.68823),(38 857.06024),(39 864.35724),(40 865.1989),(41 865.22943),(42 864.6102),(43 870.11206),(44 871.67163),(45 867.8403),(46 868.48785),(47 869.34503),(48 854.9283),(49 847.93524),(50 844.9974),(51 840.9696),(52 842.1506),(53 835.865),(54 824.9347),(55 813.8062),(56 801.3582),(57 792.0702),(58 776.71313),(59 766.76526),(60 760.98083),(61 749.3049),(62 739.9358),(63 731.3719),(64 720.43756),(65 711.0505),(66 704.60345),(67 699.99475),(68 690.927),(69 690.15295),(70 684.32477),(71 681.58655),(72 679.7186),(73 673.9915),(74 666.38776),(75 666.6073),(76 664.0937),(77 661.6729),(78 657.5079),(79 666.06836),
(1 257.2395),(2 409.61127),(3 493.02704),(4 542.85547),(5 577.3895),(6 599.4156),(7 619.60376),(8 635.41693),(9 654.8783),(10 665.5741),(11 676.44916),(12 690.28375),(13 703.01746),(14 712.5227),(15 722.3676),(16 731.22174),(17 739.71625),(18 744.55585),(19 751.8861),(20 755.55096),(21 758.192),(22 760.05023),(23 766.0451),(24 770.35333),(25 776.5661),(26 788.87665),(27 801.3884),(28 804.37726),(29 813.159),(30 808.6355),(31 813.2916),(32 823.2411),(33 834.14294),(34 832.09326),(35 837.79425),(36 840.2),(37 838.43896),(38 834.76654),(39 846.4233),(40 849.6074),(41 848.8496),(42 843.8096),(43 850.34503),(44 849.9908),(45 841.2108),(46 838.39606),(47 845.3736),(48 835.409),(49 827.54803),(50 823.0713),(51 823.678),(52 821.13995),(53 818.9179),(54 816.2078),(55 806.9983),(56 799.7625),(57 789.2971),(58 778.3148),(59 774.1978),(60 770.176),(61 761.64325),(62 754.20123),(63 750.72076),(64 740.3943),(65 730.06696),(66 724.12585),(67 715.59155),(68 709.95325),(69 704.03516),(70 696.42566),(71 694.3583),(72 687.1883),(73 680.48883),(74 670.658),(75 670.0342),(76 668.98895),(77 670.7091),(78 664.98285),(79 666.96),
