1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 89999.77),(2 318714.34),(3 694942.94),(4 1229575.6),(5 1966623.5),(6 2858056.3),(7 3771234.3),(8 4861438.5),(9 5711519.5),(10 6332729.5),(11 6901637.5),(12 7498044),(13 8050966),(14 8602082),(15 9080249),(16 9468343),(17 9771508),(18 9997533),(19 10137418),(20 10200583),(21 10223540),(22 10222596),(23 10104161),(24 9887936),(25 9595249),(26 9197142),(27 8708156),(28 8210344),(29 7694090),(30 7284924),(31 7109457.5),(32 7112519.5),(33 7243059.5),(34 7401990),(35 7541044.5),(36 7590625.5),(37 7551508.5),(38 7484956),(39 7523153.5),(40 7636939.5),(41 7671006),(42 7741054.5),(43 7773138),(44 7846892),(45 7941062.5),(46 8075242.5),(47 8215442),(48 8300030.5),(49 8343364),(50 8337509.5),(51 8288578.5),(52 8143821.5),(53 7994109.5),(54 7840309.5),(55 7707284),(56 7637187.5),(57 7585378),(58 7689804.5),(59 7687518),(60 7718530.5),(61 7800645.5),(62 7894870),(63 8061000),(64 8227594.5),(65 8463573),(66 8670268),(67 8908825),(68 9130643),(69 9474868),(70 9813838),(71 10204337),(72 10609227),(73 11030526),(74 11398059),(75 11778051),(76 12064244),(77 12309977),(78 12663581),(79 12883611),
(1 2618.0356),(2 3856.2178),(3 4999.014),(4 5746.4014),(5 6226.891),(6 6669.617),(7 6896.126),(8 7161.2974),(9 7282.8594),(10 7489.134),(11 7701.8887),(12 7849.3267),(13 8011.92),(14 8015.6294),(15 8077.411),(16 8176.4263),(17 8242.36),(18 8280.795),(19 8251.103),(20 8219.879),(21 8159.365),(22 8161.8965),(23 8178.195),(24 8149.6367),(25 8058.7114),(26 8037.584),(27 8110.7134),(28 8119.388),(29 8159.2817),(30 8232.75),(31 8277.559),(32 8334.408),(33 8288.386),(34 8301.018),(35 8387.924),(36 8415.964),(37 8431.997),(38 8594.417),(39 8590.317),(40 8548.937),(41 8646.616),(42 8671.882),(43 8792.012),(44 8835),(45 8819.214),(46 8815.882),(47 8804.944),(48 8784.12),(49 8772.59),(50 8872.082),(51 8908.429),(52 8867.892),(53 8966.739),(54 8945.606),(55 8936.238),(56 8959.886),(57 9027.372),(58 9006.02),(59 9052.415),(60 9081.5205),(61 9123.661),(62 9096.478),(63 9056.357),(64 8982.649),(65 8929.864),(66 8942.053),(67 8998.321),(68 9168.088),(69 9228.144),(70 9175.727),(71 9241.1045),(72 9235.468),(73 9277.021),(74 9265.982),(75 9257.17),(76 9260.037),(77 9283.074),(78 9201.014),(79 9131.993),
(1 2609.0127),(2 3816.5347),(3 4886.424),(4 5609.0737),(5 6079.612),(6 6459.072),(7 6664.606),(8 6828.8306),(9 6982.606),(10 7127.886),(11 7293.5757),(12 7431.193),(13 7608.425),(14 7658.3657),(15 7757.454),(16 7799.289),(17 7860.345),(18 7979.042),(19 8098.393),(20 8020.208),(21 7947.189),(22 7949.274),(23 8131.0054),(24 8113.6323),(25 8091.27),(26 8125.266),(27 8188.967),(28 8265.562),(29 8314.661),(30 8332.643),(31 8296.56),(32 8201.467),(33 8085.7275),(34 8092.2256),(35 8166.959),(36 8173.754),(37 8235.006),(38 8454.673),(39 8519.343),(40 8469.727),(41 8504.027),(42 8603.443),(43 8620.658),(44 8625.968),(45 8572.803),(46 8578.968),(47 8552.004),(48 8595.978),(49 8546.194),(50 8481.26),(51 8524.896),(52 8437.428),(53 8633.498),(54 8589.178),(55 8500.606),(56 8508.595),(57 8588.574),(58 8601.109),(59 8641.29),(60 8613.856),(61 8659.158),(62 8650.397),(63 8716.121),(64 8704.28),(65 8673.907),(66 8712.606),(67 8703.245),(68 8792.647),(69 8776.203),(70 8662.865),(71 8720.896),(72 8741.488),(73 8795.61),(74 8839.565),(75 8826.735),(76 8800.238),(77 8777.679),(78 8805.779),(79 8884.514),
(1 2559.8242),(2 3739.91),(3 4844.2446),(4 5567.709),(5 6032.0767),(6 6396.4785),(7 6621.316),(8 6818.8022),(9 6954.8164),(10 7140.6143),(11 7251.091),(12 7419.801),(13 7600.6685),(14 7610.0337),(15 7665.878),(16 7657.31),(17 7734.243),(18 7786.3125),(19 7878.081),(20 7798.7686),(21 7715.7544),(22 7772.368),(23 7909.3047),(24 7822.55),(25 7849.598),(26 7859.2075),(27 7881.597),(28 7922.7886),(29 7965.616),(30 7982.1387),(31 7976.1587),(32 7995.7285),(33 7927.079),(34 7911.879),(35 7907.876),(36 7915.7617),(37 7948.728),(38 8118.6943),(39 8096.641),(40 8157.3237),(41 8277.783),(42 8359.708),(43 8497.432),(44 8413.152),(45 8461.796),(46 8413.534),(47 8348.539),(48 8316.89),(49 8333.322),(50 8349.2295),(51 8306.313),(52 8327.325),(53 8455.105),(54 8442.721),(55 8461.016),(56 8381.473),(57 8390.993),(58 8339.632),(59 8303.015),(60 8244.274),(61 8281.791),(62 8267.72),(63 8252.356),(64 8267.439),(65 8203.5),(66 8232.911),(67 8216.088),(68 8363.365),(69 8396.466),(70 8428.475),(71 8515.867),(72 8528.646),(73 8613.311),(74 8677.672),(75 8747.183),(76 8699.93),(77 8716.561),(78 8766.408),(79 8802.006),
(1 2565.6594),(2 3709.9302),(3 4827.9727),(4 5520.9463),(5 5933.718),(6 6257.6895),(7 6457.2437),(8 6705.0347),(9 6827.1265),(10 7037.702),(11 7148.9556),(12 7313.404),(13 7549.7515),(14 7624.372),(15 7729.454),(16 7739.76),(17 7841.29),(18 7876.9346),(19 7949.6836),(20 7878.0244),(21 7826.02),(22 7790.3564),(23 7900.1724),(24 7883.2236),(25 7972.0684),(26 7995.7686),(27 8060.1016),(28 8097.4644),(29 8095.0576),(30 8168.4507),(31 8089.9697),(32 8080.0464),(33 8028.8374),(34 8031.0264),(35 8017.3784),(36 8053.358),(37 8115.2217),(38 8293.35),(39 8279.838),(40 8264.906),(41 8336.995),(42 8456.719),(43 8522.372),(44 8437.233),(45 8411.969),(46 8348.861),(47 8345.161),(48 8296.382),(49 8293.725),(50 8314.252),(51 8299.107),(52 8273.03),(53 8416.295),(54 8396.369),(55 8350.18),(56 8310.593),(57 8370.858),(58 8308.177),(59 8330.582),(60 8259.903),(61 8340.055),(62 8289.229),(63 8266.726),(64 8239.75),(65 8208.111),(66 8177.816),(67 8215.18),(68 8368.6045),(69 8386.825),(70 8398.667),(71 8476.882),(72 8503.699),(73 8487.181),(74 8459.92),(75 8492.901),(76 8454.829),(77 8536.724),(78 8600.6875),(79 8570.839),
(1 2543.0205),(2 3735.0183),(3 4824.7676),(4 5522.1377),(5 6019.658),(6 6391.6494),(7 6604.0776),(8 6839.049),(9 6942.163),(10 7110.1147),(11 7289.911),(12 7434.586),(13 7705.793),(14 7749.684),(15 7829.795),(16 7850.7515),(17 7858.614),(18 7896.081),(19 7951.0684),(20 7891.3564),(21 7823.3765),(22 7764.7397),(23 7895.6904),(24 7883.957),(25 7857.9805),(26 7877.271),(27 7880.153),(28 7851.8726),(29 7825.33),(30 7893.928),(31 7850.042),(32 7895.576),(33 7929.4463),(34 7982.4424),(35 8052.2246),(36 8081.337),(37 8126.965),(38 8219.759),(39 8284.424),(40 8281.985),(41 8554.444),(42 8605.876),(43 8618.156),(44 8626.435),(45 8583.623),(46 8446.062),(47 8367.729),(48 8338.834),(49 8409.493),(50 8561.594),(51 8575.254),(52 8487.53),(53 8504.354),(54 8438.229),(55 8359.711),(56 8295.619),(57 8288.63),(58 8215.705),(59 8148.662),(60 8142.853),(61 8205.152),(62 8183.451),(63 8199.391),(64 8172.4224),(65 8177.4785),(66 8214.202),(67 8245.185),(68 8371.099),(69 8362.283),(70 8322.93),(71 8322.818),(72 8262.666),(73 8222.045),(74 8276.552),(75 8357.278),(76 8407.462),(77 8425.186),(78 8479.985),(79 8564.762),
(1 2432.0168),(2 3553.0117),(3 4574.799),(4 5198.5366),(5 5670.893),(6 5990.156),(7 6216.055),(8 6402.48),(9 6552.4307),(10 6746.031),(11 6874.7188),(12 7113.958),(13 7201.542),(14 7266.2637),(15 7320.713),(16 7294.5425),(17 7315.343),(18 7339.7915),(19 7345.862),(20 7357.024),(21 7361.9863),(22 7401.915),(23 7571.1475),(24 7590.5),(25 7566.8022),(26 7600.024),(27 7710.982),(28 7784.7354),(29 7814.5815),(30 7822.8535),(31 7694.857),(32 7660.622),(33 7671.699),(34 7730.5024),(35 7761.3735),(36 7768.483),(37 7741.98),(38 7830.437),(39 7828.8594),(40 7826.632),(41 7817.0376),(42 7823.625),(43 7873.421),(44 7844.5464),(45 7781.8535),(46 7734.559),(47 7720.8794),(48 7707.555),(49 7650.1885),(50 7696.9106),(51 7705.5415),(52 7601.425),(53 7728.186),(54 7650.313),(55 7695.474),(56 7722.461),(57 7770.663),(58 7737.9185),(59 7646.3115),(60 7605.651),(61 7609.505),(62 7616.8525),(63 7671.255),(64 7664.188),(65 7660.5815),(66 7670.3657),(67 7707.818),(68 7802.761),(69 7798.636),(70 7852.4956),(71 7864.1553),(72 7888.606),(73 7866.0566),(74 7858.907),(75 7890.0586),(76 7885.129),(77 7913.674),(78 8005.259),(79 8077.622),
(1 2461.9312),(2 3578.9016),(3 4633.3335),(4 5288.9907),(5 5789.1294),(6 6125.575),(7 6280.095),(8 6451.4985),(9 6558.171),(10 6776.421),(11 6830.77),(12 7058.0874),(13 7245.0566),(14 7296.406),(15 7342.785),(16 7341.9204),(17 7414.707),(18 7451.838),(19 7486.804),(20 7484.6685),(21 7429.8086),(22 7414.1294),(23 7512.142),(24 7529.305),(25 7579.522),(26 7596.22),(27 7674.594),(28 7676.1465),(29 7632.7383),(30 7676.4844),(31 7608.5054),(32 7578.979),(33 7572.508),(34 7636.964),(35 7746.9873),(36 7707.594),(37 7700.1626),(38 7897.96),(39 7968.925),(40 7977.9424),(41 8110.5767),(42 8080.4536),(43 8122.662),(44 8061.6216),(45 7887.0645),(46 7850.9634),(47 7874.228),(48 7835.838),(49 7846.467),(50 7984.1626),(51 8045.864),(52 8021.794),(53 8060.7324),(54 7996.79),(55 7994.475),(56 8060.1865),(57 8027.874),(58 7987.8496),(59 8000.898),(60 7962.165),(61 8030.1357),(62 7972.3984),(63 8028.351),(64 7969.565),(65 7951.645),(66 7918.329),(67 7907.49),(68 7977.1772),(69 7921.351),(70 7997.5977),(71 8036.144),(72 8064.446),(73 8070.743),(74 8066.027),(75 8088.171),(76 8032.41),(77 8019.054),(78 8020.846),(79 7998.106),
(1 2359.4063),(2 3411.4097),(3 4360.6885),(4 4951.0073),(5 5381.437),(6 5670.472),(7 5886.034),(8 6107.641),(9 6190.352),(10 6382.367),(11 6425.9346),(12 6577.811),(13 6717.952),(14 6752.4688),(15 6830.1895),(16 6861.3315),(17 6947.76),(18 7014.2144),(19 7069.7026),(20 7040.354),(21 7034.606),(22 7046.1187),(23 7128.954),(24 7154.972),(25 7242.9136),(26 7263.726),(27 7404.5625),(28 7399.135),(29 7433.2524),(30 7446.9316),(31 7449.5977),(32 7408.088),(33 7417.239),(34 7402.6753),(35 7462.8647),(36 7418.2886),(37 7433.4995),(38 7513.7935),(39 7494.628),(40 7415.9863),(41 7455.0557),(42 7528.6753),(43 7627.1147),(44 7612.926),(45 7537.581),(46 7526.6704),(47 7547.55),(48 7515.0986),(49 7547.101),(50 7608.59),(51 7670.1685),(52 7636.717),(53 7697.9277),(54 7687.1733),(55 7685.971),(56 7757.9272),(57 7790.52),(58 7809.5557),(59 7783.55),(60 7714.9414),(61 7720.2583),(62 7730.962),(63 7754.509),(64 7713.331),(65 7704.245),(66 7711.77),(67 7731.9297),(68 7866.253),(69 7851.1895),(70 7864.8467),(71 7954.9277),(72 8007.4214),(73 8061.6235),(74 8043.2007),(75 8092.329),(76 8040.6304),(77 8053.628),(78 8095.085),(79 8118.5806),
(1 2310.9202),(2 3359.8062),(3 4331.454),(4 4932.422),(5 5369.4375),(6 5631.9546),(7 5844.829),(8 6056.2607),(9 6174.189),(10 6328.6914),(11 6405.3433),(12 6540.154),(13 6718.1357),(14 6769.3086),(15 6804.852),(16 6801.1104),(17 6805.8687),(18 6839.813),(19 6918.094),(20 6871.213),(21 6865.7173),(22 6860.205),(23 6959.9155),(24 6956.6846),(25 6993.505),(26 7085.067),(27 7219.5093),(28 7236.602),(29 7290.8335),(30 7253.832),(31 7218.8345),(32 7198.108),(33 7156.5586),(34 7157.0176),(35 7190.7607),(36 7208.8066),(37 7182.2666),(38 7333.929),(39 7332.518),(40 7339.418),(41 7381.721),(42 7469.893),(43 7520.9995),(44 7524.781),(45 7516.6143),(46 7419.569),(47 7430.543),(48 7370.1978),(49 7378.5854),(50 7413.9194),(51 7455.3657),(52 7387.2485),(53 7494.356),(54 7475.25),(55 7483.5522),(56 7424.867),(57 7408.4316),(58 7388.4575),(59 7391.409),(60 7403.0566),(61 7370.096),(62 7323.255),(63 7376.304),(64 7345.631),(65 7401.345),(66 7421.9424),(67 7479.6772),(68 7707.812),(69 7753.3667),(70 7735.821),(71 7830.996),(72 7852.494),(73 7895.86),(74 7882.5977),(75 7918.6753),(76 7909.4653),(77 7905.677),(78 7926.578),(79 7940.5254),
(1 2304.6414),(2 3326.9624),(3 4305.575),(4 4898.2305),(5 5304.914),(6 5578.7324),(7 5788.666),(8 6021.8247),(9 6116.702),(10 6280.7275),(11 6427.035),(12 6650.7437),(13 6870.463),(14 6886.6523),(15 6890.0215),(16 6886.8027),(17 6872.2827),(18 6857.9277),(19 6921.578),(20 6864.2393),(21 6853.2803),(22 6852.973),(23 6971.6475),(24 6866.739),(25 6863.628),(26 6924.308),(27 7003.392),(28 7008.3975),(29 7099.148),(30 7118.489),(31 7040.205),(32 7107.0493),(33 7110.797),(34 7082.104),(35 7077.1396),(36 7037.4443),(37 7057.4424),(38 7180.4478),(39 7198.6123),(40 7160.0146),(41 7205.9873),(42 7248.491),(43 7297.3125),(44 7297.416),(45 7298.1133),(46 7297.6284),(47 7247.714),(48 7216.5757),(49 7284.6997),(50 7352.6167),(51 7401.077),(52 7381.827),(53 7450.0645),(54 7440.748),(55 7419.7505),(56 7410.095),(57 7423.54),(58 7409.3423),(59 7418.5796),(60 7405.5356),(61 7434.141),(62 7448.63),(63 7444.3843),(64 7408.8027),(65 7388.9785),(66 7451.211),(67 7521.0913),(68 7635.0313),(69 7675.4297),(70 7683.8145),(71 7731.5015),(72 7766.3867),(73 7797.4917),(74 7806.7383),(75 7838.555),(76 7776.0664),(77 7786.065),(78 7807.3228),(79 7839.2324),
(1 2258.3733),(2 3203.186),(3 4111.049),(4 4626.464),(5 5023.2813),(6 5317.7803),(7 5515.911),(8 5721.997),(9 5822.9927),(10 5964.025),(11 6132.103),(12 6330.8696),(13 6470.124),(14 6462.9175),(15 6454.8027),(16 6413.756),(17 6437.6216),(18 6453.48),(19 6473.558),(20 6446.1665),(21 6422.858),(22 6448.1875),(23 6538.152),(24 6518.4966),(25 6585.608),(26 6721.3125),(27 6805.343),(28 6809.081),(29 6848.689),(30 6885.0386),(31 6910.675),(32 6955.499),(33 6943.1997),(34 6939.3286),(35 6918.182),(36 6926.7227),(37 7010.207),(38 7145.0806),(39 7167.9897),(40 7157.606),(41 7229.5083),(42 7258.1455),(43 7241.5293),(44 7184.7217),(45 7119.8667),(46 7028.346),(47 7006.3696),(48 7060.116),(49 7056.8047),(50 7041.313),(51 6982.0737),(52 6953.503),(53 7077.325),(54 7094.044),(55 7089.3657),(56 7136.9844),(57 7155.3457),(58 7146.657),(59 7161.4316),(60 7140.4136),(61 7099.8867),(62 7092.354),(63 7066.394),(64 7093.136),(65 7094.2813),(66 7114.7876),(67 7130.575),(68 7225.7734),(69 7242.2544),(70 7274.869),(71 7258.3516),(72 7269.776),(73 7301.505),(74 7299.611),(75 7292.1436),(76 7272.536),(77 7277.2964),(78 7251.9966),(79 7210.6963),
(1 2175.599),(2 3110.5608),(3 3981.261),(4 4496.1113),(5 4914.773),(6 5231.0586),(7 5426.892),(8 5597.857),(9 5685.7373),(10 5803.0957),(11 5923.0625),(12 6056.8467),(13 6111.3135),(14 6134.352),(15 6162.3374),(16 6105.7876),(17 6098.029),(18 6147.042),(19 6218.1973),(20 6174.2817),(21 6179.9224),(22 6208.24),(23 6311.6313),(24 6377.2314),(25 6451.4175),(26 6507.071),(27 6544.7676),(28 6622.055),(29 6669.129),(30 6682.803),(31 6722.896),(32 6804.5264),(33 6819.1006),(34 6852.5786),(35 6823.2295),(36 6795.129),(37 6815.9023),(38 6896.1724),(39 6935.8027),(40 6912.3794),(41 6945.7065),(42 6953.8906),(43 6948.6123),(44 6859.9614),(45 6852.2993),(46 6781.42),(47 6749.883),(48 6768.6196),(49 6742.357),(50 6829.1265),(51 6786.676),(52 6784.8403),(53 6895.91),(54 6928.0366),(55 6941.811),(56 6984.4546),(57 6960.726),(58 6971.0073),(59 7035.6885),(60 6960.086),(61 6948.728),(62 6926.8003),(63 6938.3784),(64 6950.945),(65 7014.7764),(66 6977.464),(67 6981.472),(68 7037.748),(69 7007.697),(70 6982.8525),(71 7011.7515),(72 7094.5474),(73 7094.258),(74 7086.5234),(75 7177.0166),(76 7186.5386),(77 7166.2373),(78 7203.3174),(79 7193.4946),
(1 2175.6646),(2 3103.9546),(3 3889.535),(4 4405.732),(5 4854.505),(6 5158.285),(7 5358.7813),(8 5560.306),(9 5662.336),(10 5843.92),(11 5983.5757),(12 6091.6865),(13 6212.6006),(14 6212.7563),(15 6235.834),(16 6230.0313),(17 6247.846),(18 6301.775),(19 6319.7773),(20 6272.0825),(21 6268.2275),(22 6311.1074),(23 6458.811),(24 6440.5234),(25 6486.029),(26 6469.414),(27 6429.1826),(28 6467.8755),(29 6563.0566),(30 6580.2417),(31 6655.849),(32 6669.009),(33 6618.301),(34 6617.9517),(35 6618.116),(36 6609.479),(37 6634.9526),(38 6695.7505),(39 6736.92),(40 6741.8164),(41 6745.3325),(42 6772.396),(43 6890.187),(44 6856.207),(45 6782.634),(46 6758.056),(47 6657.1553),(48 6701.745),(49 6681.3438),(50 6752.9766),(51 6793.8867),(52 6816.211),(53 6844.9644),(54 6850.329),(55 6871.3105),(56 6843.262),(57 6849.5615),(58 6918.0835),(59 6974.4097),(60 6875.5605),(61 6865.914),(62 6813.023),(63 6836.1606),(64 6822.2803),(65 6877.052),(66 6848.0313),(67 6821.63),(68 6962.2607),(69 6939.552),(70 6921.266),(71 6926.2275),(72 6965.6426),(73 6941.762),(74 6929.4185),(75 7001.0957),(76 7010.782),(77 7041.2935),(78 7086.6924),(79 7055.606),
(1 2153.2651),(2 3134.3625),(3 3972.101),(4 4531.005),(5 4948.748),(6 5211.306),(7 5412.385),(8 5570.3125),(9 5681.5327),(10 5903.854),(11 6067.213),(12 6211.586),(13 6345.9033),(14 6319.4453),(15 6317.7275),(16 6332.593),(17 6411.6685),(18 6430.879),(19 6482.4336),(20 6432.9136),(21 6413.363),(22 6397.071),(23 6514.0703),(24 6464.5996),(25 6478.8203),(26 6547.871),(27 6577.679),(28 6605.5815),(29 6709.672),(30 6719.9785),(31 6731.0635),(32 6736.1865),(33 6768.6484),(34 6783.055),(35 6799.4824),(36 6762.4097),(37 6789.213),(38 6934.2065),(39 7020.124),(40 6969.2173),(41 6980.9575),(42 6987.951),(43 7057.39),(44 7059.1143),(45 6994.44),(46 7009.153),(47 6992.775),(48 6970.879),(49 7007.128),(50 7047.5225),(51 7004.8735),(52 7062.079),(53 7194.569),(54 7180.536),(55 7156.615),(56 7131.5127),(57 7096.994),(58 7062.7256),(59 7095.834),(60 6938.23),(61 6931.807),(62 6909.312),(63 6958.7124),(64 7029.339),(65 7076.792),(66 7115.727),(67 7060.047),(68 7197.905),(69 7189.9155),(70 7232.337),(71 7245.186),(72 7252.867),(73 7257.5894),(74 7300.8384),(75 7317.009),(76 7265.1665),(77 7295.633),(78 7234.2715),(79 7292.54),
(1 2115.6458),(2 3081.6523),(3 3934.7278),(4 4464.3447),(5 4849.3325),(6 5133.8623),(7 5268.624),(8 5450.7847),(9 5550.6475),(10 5696.0825),(11 5792.3516),(12 5927.0347),(13 6112.4004),(14 6108.0835),(15 6147.0454),(16 6169.6953),(17 6288.052),(18 6324.6445),(19 6408.4683),(20 6341.1445),(21 6299.195),(22 6274.259),(23 6330.885),(24 6311.7466),(25 6357.3477),(26 6390.505),(27 6418.2324),(28 6410.94),(29 6417.023),(30 6414.0244),(31 6414.928),(32 6479.537),(33 6476.8135),(34 6472.1875),(35 6565.7495),(36 6546.153),(37 6558.9814),(38 6653.894),(39 6649.2217),(40 6647.6333),(41 6637.64),(42 6594.15),(43 6616.6377),(44 6606.595),(45 6604.0947),(46 6581.9844),(47 6627.1973),(48 6615.921),(49 6607.0615),(50 6602.9653),(51 6631.465),(52 6634.097),(53 6693.127),(54 6677.095),(55 6608.1523),(56 6570.7573),(57 6578.284),(58 6556.5474),(59 6536.032),(60 6481.132),(61 6444.5938),(62 6455.978),(63 6504.9927),(64 6524.726),(65 6570.415),(66 6591.772),(67 6603.554),(68 6739.8745),(69 6763.282),(70 6740.5186),(71 6773.9165),(72 6849.808),(73 6812.6807),(74 6837.355),(75 6876.19),(76 6858.3174),(77 6889.6763),(78 6853.781),(79 6855.192),
(1 2075.3684),(2 2995.1467),(3 3787.3855),(4 4315.2676),(5 4655.8384),(6 4910.521),(7 5074.0386),(8 5245.176),(9 5324.6016),(10 5497.0757),(11 5638.217),(12 5782.17),(13 5941.4214),(14 5979.3438),(15 6034.2573),(16 6060.872),(17 6182.2266),(18 6203.276),(19 6234.8774),(20 6221.625),(21 6221.17),(22 6232.482),(23 6308.755),(24 6290.883),(25 6258.7876),(26 6282.2476),(27 6317.8877),(28 6302.3477),(29 6308.691),(30 6291.9385),(31 6260.8823),(32 6289.401),(33 6320.7417),(34 6289.317),(35 6311.5938),(36 6261.2764),(37 6285.883),(38 6442.85),(39 6469.869),(40 6459.5557),(41 6424.297),(42 6406.482),(43 6475.692),(44 6433.966),(45 6395.5737),(46 6370.9966),(47 6369.744),(48 6366.428),(49 6380.5737),(50 6389.3755),(51 6445.604),(52 6450.516),(53 6601.457),(54 6641.998),(55 6656.053),(56 6664.692),(57 6611.232),(58 6557.324),(59 6557.5005),(60 6553.2656),(61 6525.2236),(62 6474.7246),(63 6530.928),(64 6478.922),(65 6440.846),(66 6399.854),(67 6386.367),(68 6556.068),(69 6593.1255),(70 6564.969),(71 6598.716),(72 6637.589),(73 6639.7354),(74 6673.0137),(75 6702.5938),(76 6692.456),(77 6731.46),(78 6753.5044),(79 6786.6987),
(1 2059.7788),(2 2965.1853),(3 3744.7346),(4 4218.837),(5 4575.855),(6 4828.786),(7 5004.9434),(8 5261.607),(9 5413.4927),(10 5599.4023),(11 5705.785),(12 5794.9385),(13 5908.022),(14 5926.032),(15 5992.3037),(16 6009.706),(17 6109.7676),(18 6134.4087),(19 6161.522),(20 6111.3613),(21 6068.8794),(22 6052.771),(23 6144.2627),(24 6120.667),(25 6139.325),(26 6145.5034),(27 6200.921),(28 6192.3804),(29 6194.7026),(30 6249.2954),(31 6271.333),(32 6338.069),(33 6361.775),(34 6302.6733),(35 6326.9033),(36 6351.67),(37 6341.758),(38 6495.055),(39 6508.333),(40 6473.799),(41 6439.811),(42 6432.8467),(43 6507.487),(44 6469),(45 6492.9365),(46 6477.7964),(47 6472.9194),(48 6414.012),(49 6353.535),(50 6353.8267),(51 6336.4966),(52 6415.9995),(53 6561.457),(54 6585.2925),(55 6510.5977),(56 6559.0313),(57 6569.2144),(58 6537.0527),(59 6562.333),(60 6552.0405),(61 6567.207),(62 6568.51),(63 6626.4854),(64 6589.229),(65 6606.4707),(66 6602.65),(67 6590.3716),(68 6774.956),(69 6765.654),(70 6762.9995),(71 6828.7646),(72 6869.1167),(73 6818.1094),(74 6802.1064),(75 6847.2114),(76 6780.4023),(77 6789.235),(78 6847.8643),(79 6862.465),
