1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 902.7416),(2 764.3092),(3 1331.2759),(4 1028.8617),(5 1544.6844),(6 1203.6099),(7 1660.674),(8 1286.5419),(9 1744.4954),(10 1363.8055),(11 1796.2482),(12 1389.5844),(13 1808.2114),(14 1406.1044),(15 1821.6743),(16 1430.7733),(17 1858.8218),(18 1461.4386),(19 1870.2145),(20 1466.9657),(21 1899.552),(22 1490.5646),(23 1909.8192),(24 1498.8933),(25 1948.5153),(26 1577.6271),(27 2069.9387),(28 1742.1444),(29 2221.8909),(30 1925.5758),(31 2457.5251),(32 2192.516),(33 2692.993),(34 2411.4531),(35 2934.05),(36 2655.9885),(37 3196.6143),(38 2935.694),(39 3469.814),(40 3235.7397),(41 3766.2654),(42 3496.2046),(43 4013.1047),(44 3747.8806),(45 4276.3223),(46 4013.6287),(47 4519.3237),(48 4260.4507),(49 4769.4663),(50 4497.463),(51 4993.922),(52 4658.666),(53 5096.6934),(54 4760.658),(55 5175.3706),(56 4839.2256),(57 5251.278),(58 4898.674),(59 5283.865),(60 4936.1333),(61 5334.6167),(62 4993.2183),(63 5391.1646),(64 5037.437),(65 5433.989),(66 5067.992),(67 5470.934),(68 5092.519),(69 5476.9106),(70 5095.933),(71 5473.905),(72 5089.489),(73 5471.8354),(74 5064.122),(75 5484.4824),(76 5120.535),(77 5497.899),(78 5115.0605),(79 5499.9507),
(1 882.1399),(2 753.51587),(3 1296.5435),(4 1008.3152),(5 1507.2177),(6 1180.7498),(7 1629.9548),(8 1274.6888),(9 1718.6437),(10 1334.9562),(11 1755.4977),(12 1365.6119),(13 1763.6709),(14 1378.3392),(15 1777.114),(16 1380.5575),(17 1791.4725),(18 1410.4513),(19 1811.5165),(20 1423.7384),(21 1841.7662),(22 1450.8157),(23 1854.7513),(24 1450.7021),(25 1875.2622),(26 1506.5457),(27 1977.8843),(28 1653.6967),(29 2139.1953),(30 1856.4884),(31 2355.354),(32 2077.5986),(33 2567.3757),(34 2289.0833),(35 2787.7688),(36 2518.2976),(37 3054.2703),(38 2795.717),(39 3328.951),(40 3076.1387),(41 3599.918),(42 3343.8074),(43 3860.032),(44 3621.535),(45 4182.274),(46 3927.1167),(47 4441.1084),(48 4181.539),(49 4682.094),(50 4408.2495),(51 4899.652),(52 4560.569),(53 5023.086),(54 4683.9634),(55 5133.8877),(56 4790.951),(57 5193.689),(58 4829.9844),(59 5232.21),(60 4889.215),(61 5314.6616),(62 4952.4204),(63 5347.1567),(64 4982.856),(65 5386.3027),(66 5004.4497),(67 5396.966),(68 5043.1704),(69 5433.205),(70 5066.974),(71 5434.4634),(72 5059.681),(73 5442.914),(74 5074.5938),(75 5493.923),(76 5132.6665),(77 5529.2085),(78 5167.2207),(79 5562.228),
(1 894.81366),(2 736.0545),(3 1280.6194),(4 976.6024),(5 1469.4232),(6 1150.8334),(7 1603.6123),(8 1242.8595),(9 1682.2246),(10 1310.2917),(11 1738.1172),(12 1344.3496),(13 1744.0001),(14 1349.1779),(15 1756.1958),(16 1353.4626),(17 1749.7625),(18 1350.4778),(19 1761.3643),(20 1369.6902),(21 1767.582),(22 1386.2181),(23 1804.3002),(24 1406.2133),(25 1842.2366),(26 1475.8976),(27 1929.3828),(28 1584.8859),(29 2036.6389),(30 1711.5089),(31 2197.7693),(32 1894.7201),(33 2376.2131),(34 2076.444),(35 2576.4404),(36 2302.1619),(37 2849.6667),(38 2583.5935),(39 3068.6304),(40 2803.5803),(41 3313.779),(42 3024.414),(43 3508.0354),(44 3244.25),(45 3767.2087),(46 3491.6016),(47 3981.2468),(48 3700.4639),(49 4175.466),(50 3875.0967),(51 4355.728),(52 4020.3845),(53 4455.721),(54 4120.138),(55 4553.3613),(56 4210.71),(57 4621.2505),(58 4258.9077),(59 4665.6875),(60 4311.9307),(61 4732.5444),(62 4362.411),(63 4759.499),(64 4410.1274),(65 4798.2017),(66 4432.5117),(67 4834.7915),(68 4452.632),(69 4843.783),(70 4458.1104),(71 4853.8613),(72 4514.6665),(73 4885.0435),(74 4501.6846),(75 4893.752),(76 4520.9824),(77 4909.811),(78 4538.946),(79 4905.224),
(1 873.1515),(2 721.51025),(3 1250.9429),(4 949.63025),(5 1409.3735),(6 1101.0812),(7 1555.5063),(8 1219.3638),(9 1633.1973),(10 1266.9242),(11 1668.8909),(12 1273.2604),(13 1669.1908),(14 1292.4061),(15 1686.2324),(16 1300.5648),(17 1679.9518),(18 1289.496),(19 1693.3918),(20 1320.1263),(21 1708.0702),(22 1331.6205),(23 1723.776),(24 1348.6864),(25 1759.9049),(26 1419.0059),(27 1867.0865),(28 1571.9014),(29 2011.968),(30 1706.0339),(31 2171.2776),(32 1896.9122),(33 2375.9612),(34 2092.495),(35 2570.1096),(36 2304.6438),(37 2799.9976),(38 2560.1807),(39 3065.5967),(40 2809.1978),(41 3313.1873),(42 3049.1655),(43 3523.2131),(44 3286.1428),(45 3782.4084),(46 3547.204),(47 4021.1577),(48 3757.963),(49 4187.929),(50 3884.5107),(51 4320.7397),(52 4039.796),(53 4476.684),(54 4161.2026),(55 4559.6094),(56 4245.018),(57 4638.106),(58 4323.458),(59 4712.6865),(60 4357.429),(61 4746.9434),(62 4399.5825),(63 4816.6924),(64 4495.8403),(65 4877.3584),(66 4519.9517),(67 4880.4526),(68 4518.9927),(69 4905.0566),(70 4535.8164),(71 4921.911),(72 4578.6846),(73 4917.848),(74 4565.1567),(75 4939.096),(76 4588.4277),(77 4960.119),(78 4606.775),(79 4951.7925),
(1 869.19165),(2 723.0061),(3 1250.8868),(4 943.45703),(5 1425.8198),(6 1102.9253),(7 1554.1161),(8 1205.6796),(9 1660.9629),(10 1304.0022),(11 1728.3253),(12 1329.4629),(13 1735.1711),(14 1348.7986),(15 1746.9434),(16 1343.2902),(17 1749.0856),(18 1358.3859),(19 1751.0836),(20 1356.3273),(21 1747.8315),(22 1348.1917),(23 1747.78),(24 1350.9854),(25 1771.6161),(26 1421.2479),(27 1878.4098),(28 1554.2603),(29 2017.7635),(30 1694.4884),(31 2179.6494),(32 1895.227),(33 2361.505),(34 2059.8984),(35 2555.5466),(36 2294.5322),(37 2793.9658),(38 2536.9685),(39 3049.5806),(40 2787.6243),(41 3288.9563),(42 3048.8533),(43 3529.039),(44 3267.5938),(45 3774.4905),(46 3544.349),(47 4042.7585),(48 3784.331),(49 4249.8364),(50 3955.4602),(51 4406.922),(52 4121.02),(53 4561.4604),(54 4247.731),(55 4655.106),(56 4331.58),(57 4736.773),(58 4408.531),(59 4824.6606),(60 4471.6333),(61 4893.0566),(62 4550.496),(63 4960.2344),(64 4610.028),(65 4998.803),(66 4622.092),(67 4997.4434),(68 4633.1475),(69 5020.6685),(70 4653.0737),(71 5042.813),(72 4655.543),(73 5001.5044),(74 4628.782),(75 5031.753),(76 4653.631),(77 5032.24),(78 4631.074),(79 4984.9175),
(1 864.23346),(2 713.48785),(3 1232.1558),(4 934.734),(5 1393.3512),(6 1067.1162),(7 1506.8307),(8 1169.6836),(9 1593.5376),(10 1234.1042),(11 1634.9348),(12 1262.3257),(13 1662.2524),(14 1278.7899),(15 1671.1544),(16 1282.4535),(17 1685.163),(18 1294.8158),(19 1680.8477),(20 1297.561),(21 1694.4823),(22 1307.9291),(23 1690.1495),(24 1315.6041),(25 1742.215),(26 1391.1403),(27 1836.6703),(28 1511.1759),(29 1956.9037),(30 1671.4314),(31 2125.1196),(32 1847.3975),(33 2291.128),(34 2015.441),(35 2480.8022),(36 2219.2627),(37 2706.6333),(38 2454.865),(39 2947.3928),(40 2684.7903),(41 3199.6401),(42 2938.1533),(43 3403.5313),(44 3146.1147),(45 3639.2688),(46 3388.863),(47 3848.306),(48 3593.029),(49 4073.3113),(50 3797.2654),(51 4246.5786),(52 3959.5605),(53 4366.867),(54 4052.2903),(55 4458.173),(56 4122.111),(57 4510.2993),(58 4170.346),(59 4557.0947),(60 4246.805),(61 4632.0225),(62 4273.8745),(63 4657.6094),(64 4334.7754),(65 4714.681),(66 4369.3516),(67 4726.364),(68 4409.766),(69 4769.233),(70 4403.5923),(71 4765.1226),(72 4398.9673),(73 4723.7725),(74 4369.205),(75 4728.255),(76 4375.6777),(77 4718.1904),(78 4368.736),(79 4748.606),
(1 838.3147),(2 685.47833),(3 1185.4281),(4 882.54083),(5 1346.9736),(6 1025.3098),(7 1480.7579),(8 1121.4601),(9 1556.5048),(10 1187.6267),(11 1592.847),(12 1214.5636),(13 1637.5077),(14 1251.1561),(15 1646.8224),(16 1244.8546),(17 1646.776),(18 1247.4077),(19 1637.3049),(20 1245.074),(21 1642.6532),(22 1243.2488),(23 1632.2421),(24 1248.994),(25 1683.1753),(26 1329.067),(27 1792.2556),(28 1474.0386),(29 1916.7408),(30 1610.9705),(31 2082.9585),(32 1806.4558),(33 2287.6736),(34 2000.1476),(35 2479.6104),(36 2210.6387),(37 2708.596),(38 2441.1277),(39 2964.0874),(40 2710.679),(41 3222.1829),(42 2940.2126),(43 3431.3542),(44 3176.9695),(45 3687.0955),(46 3420.9219),(47 3898.626),(48 3618.63),(49 4085.3271),(50 3808.73),(51 4263.0146),(52 3951.2866),(53 4376.66),(54 4044.747),(55 4461.612),(56 4145.739),(57 4552.85),(58 4174.73),(59 4556.988),(60 4187.803),(61 4578.619),(62 4209.312),(63 4617.4863),(64 4261.186),(65 4642.076),(66 4272.771),(67 4660.6567),(68 4311.094),(69 4701.0356),(70 4318.091),(71 4695.565),(72 4309.6133),(73 4652.2656),(74 4270.902),(75 4647.178),(76 4263.128),(77 4632.1445),(78 4228.5283),(79 4610.6396),
(1 830.1823),(2 676.0035),(3 1160.0416),(4 877.08203),(5 1315.692),(6 1014.8382),(7 1427.3828),(8 1100.8113),(9 1527.0912),(10 1180.4119),(11 1565.1082),(12 1200.1189),(13 1602.1711),(14 1249.1495),(15 1615.5035),(16 1237.743),(17 1607.9993),(18 1221.177),(19 1596.2323),(20 1233.9271),(21 1619.6959),(22 1236.8942),(23 1619.077),(24 1246.6417),(25 1657.6044),(26 1316.8561),(27 1749.4044),(28 1427.3273),(29 1862.7427),(30 1562.4541),(31 2024.6334),(32 1725.9011),(33 2205.0354),(34 1906.7496),(35 2397.7212),(36 2113.5107),(37 2610.1328),(38 2326.1719),(39 2810.1326),(40 2542.6365),(41 3042.9172),(42 2757.9507),(43 3262.7961),(44 3011.7327),(45 3503.4458),(46 3219.6672),(47 3683.169),(48 3416.1035),(49 3881.2947),(50 3577.5752),(51 4024.9897),(52 3721.7664),(53 4152.0313),(54 3831.541),(55 4244.139),(56 3926.0798),(57 4309.774),(58 3960.804),(59 4351.954),(60 4008.1885),(61 4387.154),(62 4043.6594),(63 4439.3916),(64 4081.9695),(65 4459.092),(66 4097.8916),(67 4460.7666),(68 4113.7124),(69 4488.922),(70 4109.7295),(71 4463.4707),(72 4084.8716),(73 4437.439),(74 4064.474),(75 4432.222),(76 4062.0554),(77 4415.654),(78 4048.6099),(79 4399.2803),
(1 802.13293),(2 657.11145),(3 1131.5994),(4 852.5552),(5 1283.0093),(6 988.731),(7 1386.927),(8 1065.8738),(9 1472.3744),(10 1138.3098),(11 1509.8302),(12 1153.3446),(13 1521.9521),(14 1170.983),(15 1525.7764),(16 1159.3325),(17 1530.3143),(18 1162.9725),(19 1538.3514),(20 1182.3602),(21 1552.1361),(22 1186.5123),(23 1546.4902),(24 1178.0925),(25 1569.1552),(26 1221.5774),(27 1644.2676),(28 1345.5869),(29 1762.6754),(30 1479.525),(31 1923.594),(32 1642.7186),(33 2066.848),(34 1790.7996),(35 2248.932),(36 1973.6763),(37 2420.5974),(38 2162.2583),(39 2644.5457),(40 2389.9258),(41 2846.6086),(42 2601.107),(43 3056.308),(44 2819.2646),(45 3276.3525),(46 3026.6428),(47 3467.5518),(48 3212.5374),(49 3635.7178),(50 3351.5483),(51 3797.7566),(52 3510.0942),(53 3903.3508),(54 3592.6392),(55 3963.2673),(56 3651.3984),(57 4017.7666),(58 3676.555),(59 4062.2998),(60 3711.4648),(61 4066.7827),(62 3752.9749),(63 4115.2905),(64 3774.5994),(65 4171.2837),(66 3836.5288),(67 4176.131),(68 3851.0732),(69 4213.673),(70 3848.9358),(71 4210.3364),(72 3855.6973),(73 4178.2217),(74 3833.1824),(75 4188.572),(76 3844.014),(77 4190.6016),(78 3840.6472),(79 4197.1953),
(1 826.53314),(2 647.52527),(3 1150.0231),(4 846.9397),(5 1299.6715),(6 972.61414),(7 1412.6056),(8 1059.2786),(9 1501.5194),(10 1139.2418),(11 1564.3505),(12 1175.9397),(13 1583.5873),(14 1194.8584),(15 1573.0269),(16 1180.922),(17 1584.0563),(18 1196.0491),(19 1598.2627),(20 1199.5956),(21 1601.9519),(22 1204.8169),(23 1581.7671),(24 1191.0054),(25 1618.1389),(26 1253.1267),(27 1702.9476),(28 1363.3309),(29 1812.6317),(30 1505.0271),(31 1974.2235),(32 1668.6292),(33 2120.0103),(34 1808.7496),(35 2280.9148),(36 1978.0698),(37 2469.5105),(38 2174.051),(39 2671.7058),(40 2384.9004),(41 2896.8752),(42 2609.1116),(43 3084.3765),(44 2789.6929),(45 3282.3706),(46 2974.7188),(47 3445.379),(48 3147.751),(49 3609.9424),(50 3304.61),(51 3750.6226),(52 3405.6802),(53 3844.6934),(54 3502.9707),(55 3918.7136),(56 3564.5527),(57 3973.3667),(58 3623.6155),(59 4035.573),(60 3675.1567),(61 4068.9766),(62 3683.8997),(63 4065.177),(64 3708.8845),(65 4127.189),(66 3744.097),(67 4127.5337),(68 3745.875),(69 4146.589),(70 3772.828),(71 4161.8447),(72 3755.3088),(73 4137.394),(74 3748.6768),(75 4134.572),(76 3765.5088),(77 4153.0215),(78 3786.2246),(79 4185.12),
(1 800.91174),(2 634.6318),(3 1123.0265),(4 839.9512),(5 1291.8785),(6 982.4501),(7 1389.082),(8 1053.1936),(9 1468.3304),(10 1119.8579),(11 1510.3427),(12 1144.5995),(13 1534.9497),(14 1175.525),(15 1541.9146),(16 1177.4219),(17 1552.9387),(18 1178.6753),(19 1553.7211),(20 1189.3512),(21 1567.237),(22 1193.2688),(23 1555.5935),(24 1190.1926),(25 1602.8135),(26 1265.1327),(27 1696.635),(28 1383.091),(29 1821.5221),(30 1509.8971),(31 1974.5167),(32 1682.013),(33 2138.0627),(34 1839.9683),(35 2292.7678),(36 2011.1011),(37 2476.567),(38 2194.704),(39 2651.9446),(40 2383.5432),(41 2851.4958),(42 2570.9377),(43 3008.2783),(44 2751.7998),(45 3217.4067),(46 2962.3596),(47 3407.2988),(48 3131.0278),(49 3546.7114),(50 3245.9692),(51 3660.744),(52 3351.8613),(53 3747.6492),(54 3422.1243),(55 3805.4907),(56 3481.3005),(57 3862.2524),(58 3521.8086),(59 3880.3752),(60 3558.813),(61 3918.7783),(62 3598.0823),(63 3965.6563),(64 3646.088),(65 4012.1345),(66 3664.0134),(67 3996.7566),(68 3656.5325),(69 3997.3967),(70 3654.567),(71 4010.936),(72 3667.39),(73 4034.4739),(74 3665.6772),(75 4028.7256),(76 3670.3928),(77 4011.624),(78 3661.5007),(79 4028.5254),
(1 795.1795),(2 626.0599),(3 1123.5479),(4 828.58374),(5 1256.8524),(6 947.42426),(7 1344.6296),(8 1008.92725),(9 1423.8035),(10 1077.6017),(11 1448.857),(12 1089.6396),(13 1465.3275),(14 1095.8463),(15 1470.3707),(16 1095.9369),(17 1471.239),(18 1106.5876),(19 1489.2413),(20 1126.0098),(21 1498.413),(22 1127.6165),(23 1509.5514),(24 1133.7494),(25 1532.4104),(26 1201.3214),(27 1620.0316),(28 1303.785),(29 1717.1849),(30 1427.7556),(31 1884.6953),(32 1591.0746),(33 2031.048),(34 1749.9937),(35 2200.3242),(36 1898.7671),(37 2352.4595),(38 2073.853),(39 2543.73),(40 2273.6218),(41 2717.0146),(42 2461.5198),(43 2905.518),(44 2630.8948),(45 3074.0884),(46 2814.069),(47 3254.3203),(48 2979.0112),(49 3408.8645),(50 3130.0908),(51 3559.7725),(52 3240.7537),(53 3621.0898),(54 3305.6077),(55 3681.9055),(56 3340.9775),(57 3722.0828),(58 3398.1946),(59 3766.6987),(60 3424.8716),(61 3796.3396),(62 3466.625),(63 3832.9429),(64 3495.385),(65 3872.2036),(66 3524.3237),(67 3866.0906),(68 3513.2922),(69 3861.1406),(70 3509.893),(71 3849.6782),(72 3482.1309),(73 3829.5283),(74 3462.585),(75 3818.7236),(76 3470.2112),(77 3809.8586),(78 3462.1633),(79 3818.139),
(1 784.13837),(2 621.5704),(3 1099.8231),(4 800.98804),(5 1237.3733),(6 913.2341),(7 1325.6101),(8 987.5291),(9 1403.7094),(10 1058.1113),(11 1439.3134),(12 1090.5217),(13 1472.825),(14 1111.1204),(15 1475.3137),(16 1085.3104),(17 1469.8336),(18 1092.2761),(19 1459.5863),(20 1092.426),(21 1479.9835),(22 1118.6349),(23 1473.1868),(24 1113.078),(25 1518.1742),(26 1184.0887),(27 1608.7559),(28 1281.862),(29 1702.8608),(30 1383.5559),(31 1827.9716),(32 1528.906),(33 1974.9363),(34 1681.5602),(35 2129.3035),(36 1850.8625),(37 2309.514),(38 2016.0178),(39 2491.75),(40 2209.4841),(41 2675.9626),(42 2406.7554),(43 2860.2458),(44 2592.9065),(45 3042.846),(46 2757.0115),(47 3212.1233),(48 2920.5264),(49 3351.4937),(50 3051.8784),(51 3482.2822),(52 3182.5654),(53 3582.1465),(54 3256.2456),(55 3638.459),(56 3295.7476),(57 3672.2153),(58 3345.377),(59 3726.0627),(60 3397.084),(61 3770.71),(62 3436.2485),(63 3791.8987),(64 3449.5464),(65 3809.9495),(66 3458.1514),(67 3810.0166),(68 3454.9888),(69 3806.9573),(70 3452.5664),(71 3800.8105),(72 3439.961),(73 3778.9475),(74 3414.6294),(75 3752.4795),(76 3399.336),(77 3738.6216),(78 3386.4248),(79 3732.7144),
(1 762.1639),(2 594.9366),(3 1070.6641),(4 766.86615),(5 1188.2974),(6 876.32086),(7 1269.0791),(8 942.88666),(9 1341.9265),(10 1001.8668),(11 1369.439),(12 1026.0651),(13 1409.2943),(14 1056.4567),(15 1416.6173),(16 1047.8674),(17 1418.4109),(18 1050.6477),(19 1403.2118),(20 1049.4027),(21 1423.0953),(22 1072.886),(23 1436.9255),(24 1075.2843),(25 1458.7844),(26 1120.4148),(27 1524.4336),(28 1221.0936),(29 1641.3708),(30 1333.7048),(31 1769.1819),(32 1470.8612),(33 1887.7313),(34 1601.4882),(35 2024.3062),(36 1745.9708),(37 2180.7559),(38 1925.7716),(39 2380.3208),(40 2122.3018),(41 2575.858),(42 2302.7256),(43 2726.965),(44 2469.7292),(45 2892.4521),(46 2629.5671),(47 3060.3262),(48 2782.0703),(49 3183.725),(50 2897.9924),(51 3293.9973),(52 3001.2478),(53 3374.0894),(54 3069.0933),(55 3416.5603),(56 3092.7898),(57 3433.2058),(58 3107.1138),(59 3464.0237),(60 3162.295),(61 3524.8655),(62 3195.1873),(63 3538.4053),(64 3220.1946),(65 3567.0818),(66 3252.649),(67 3589.374),(68 3265.733),(69 3623.585),(70 3276.3987),(71 3626.9836),(72 3301.4802),(73 3617.3027),(74 3265.9846),(75 3615.7168),(76 3279.8982),(77 3618.745),(78 3294.2292),(79 3611.4768),
(1 775.79834),(2 584.55475),(3 1078.2903),(4 758.45557),(5 1187.6315),(6 854.3183),(7 1283.4369),(8 921.60895),(9 1351.3657),(10 990.59143),(11 1389.491),(12 1013.13165),(13 1413.683),(14 1028.0662),(15 1409.2375),(16 1019.8185),(17 1419.308),(18 1046.622),(19 1429.718),(20 1056.9569),(21 1458.4741),(22 1065.2427),(23 1443.946),(24 1069.785),(25 1467.9258),(26 1121.4845),(27 1545.5942),(28 1225.7101),(29 1658.2292),(30 1350.0662),(31 1800.8175),(32 1491.2188),(33 1947.7711),(34 1652.9049),(35 2107.0593),(36 1810.7666),(37 2280.094),(38 1993.2676),(39 2447.8672),(40 2168.68),(41 2632.9182),(42 2345.149),(43 2818.8872),(44 2536.4243),(45 2994.0857),(46 2703.0479),(47 3135.3284),(48 2836.5493),(49 3279.0142),(50 2965.6128),(51 3365.2803),(52 3050.4636),(53 3445.3381),(54 3109.2725),(55 3493.895),(56 3137.7068),(57 3504.8752),(58 3152.5642),(59 3529.6982),(60 3197.4602),(61 3571.1968),(62 3223.9585),(63 3583.0122),(64 3216.6257),(65 3602.1997),(66 3247.1982),(67 3611.6975),(68 3248.4785),(69 3604.8599),(70 3235.1233),(71 3588.2175),(72 3245.351),(73 3585.3125),(74 3193.9465),(75 3554.6306),(76 3183.966),(77 3532.1785),(78 3196.0176),(79 3528.8215),
(1 752.0095),(2 581.89514),(3 1049.1515),(4 745.75995),(5 1169.1244),(6 859.3353),(7 1261.6208),(8 938.73456),(9 1331.3877),(10 983.4439),(11 1362.3048),(12 1009.1829),(13 1390.9678),(14 1039.1537),(15 1401.4884),(16 1036.2795),(17 1406.9543),(18 1045.7102),(19 1416.6578),(20 1063.8451),(21 1432.9756),(22 1057.5227),(23 1408.7444),(24 1053.8838),(25 1440.0786),(26 1103.4392),(27 1523.4146),(28 1213.682),(29 1621.4287),(30 1328.6025),(31 1755.4135),(32 1459.9043),(33 1887.0692),(34 1594.6605),(35 2027.1327),(36 1737.8219),(37 2205.0498),(38 1929.6748),(39 2375.0933),(40 2106.249),(41 2545.4248),(42 2274.5574),(43 2707.3772),(44 2431.9192),(45 2876.102),(46 2597.9255),(47 3008.0254),(48 2721.672),(49 3141.5),(50 2851.275),(51 3232.3176),(52 2924.3518),(53 3310.4414),(54 2999.4846),(55 3391.7122),(56 3066.579),(57 3412.3228),(58 3074.7188),(59 3442.412),(60 3105.626),(61 3463.8315),(62 3124.5405),(63 3475.9438),(64 3131.3855),(65 3471.7747),(66 3141.8398),(67 3473.2556),(68 3143.3137),(69 3489.3423),(70 3157.2126),(71 3472.789),(72 3128.695),(73 3458.6265),(74 3098.1729),(75 3437.5452),(76 3088.3792),(77 3419.0347),(78 3064.892),(79 3389.0957),
(1 731.96313),(2 566.5247),(3 1011.892),(4 733.5879),(5 1130.9926),(6 838.25635),(7 1215.6278),(8 911.73517),(9 1289.7535),(10 965.505),(11 1327.6812),(12 990.69763),(13 1338.449),(14 1004.98645),(15 1354.325),(16 1007.40314),(17 1356.2019),(18 1009.7257),(19 1362.6737),(20 1019.6888),(21 1367.8986),(22 1017.538),(23 1355.7695),(24 1017.32874),(25 1390.3264),(26 1077.5039),(27 1468.6569),(28 1170.652),(29 1573.1268),(30 1277.9229),(31 1691.8218),(32 1414.2699),(33 1831.061),(34 1562.8431),(35 1962.2225),(36 1697.8406),(37 2132.21),(38 1873.7843),(39 2299.172),(40 2056.4658),(41 2483.856),(42 2230.2585),(43 2643.3535),(44 2384.1035),(45 2798.533),(46 2550.5903),(47 2957.4001),(48 2699.7693),(49 3097.7693),(50 2826.2168),(51 3201.8762),(52 2903.9348),(53 3258.7556),(54 2955.668),(55 3293.095),(56 2983.7207),(57 3323.2188),(58 3001.237),(59 3338.002),(60 3020.0076),(61 3335.4417),(62 3030.775),(63 3357.3276),(64 3029.363),(65 3359.1492),(66 3025.1956),(67 3338.996),(68 3003.2664),(69 3323.244),(70 2999.3865),(71 3302.178),(72 2991.6433),(73 3304.4082),(74 2982.2507),(75 3284.5757),(76 2968.527),(77 3276.4292),(78 2953.36),(79 3250.8198),
