1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 181.88089),(2 209.26122),(3 220.72548),(4 232.59538),(5 241.17905),(6 249.73592),(7 256.5967),(8 260.73148),(9 259.66064),(10 263.358),(11 265.8722),(12 271.74265),(13 270.89447),(14 273.313),(15 273.99472),(16 274.2384),(17 273.10422),(18 277.41785),(19 278.9104),(20 279.4082),(21 280.79224),(22 284.9739),(23 284.22797),(24 284.68387),(25 285.05914),(26 282.2964),(27 285.2842),(28 281.2149),(29 280.5552),(30 280.7799),(31 277.04868),(32 277.10406),(33 277.7229),(34 275.57388),(35 275.93448),(36 273.14954),(37 279.0901),(38 276.69373),(39 272.4517),(40 271.95526),(41 272.06998),(42 267.942),(43 268.95923),(44 270.14886),(45 272.53122),(46 272.49503),(47 273.3408),(48 277.10938),(49 278.8905),(50 279.65808),(51 279.87686),(52 283.7077),(53 282.30447),(54 284.0477),(55 288.3668),(56 289.54993),(57 292.97684),(58 292.22348),(59 293.87924),(60 293.86948),(61 296.48477),(62 293.0761),(63 297.70102),(64 296.04675),(65 296.15753),(66 296.2229),(67 298.6151),(68 293.94095),(69 293.45584),(70 295.35754),(71 292.96393),(72 291.6926),(73 292.00015),(74 290.18594),(75 291.844),(76 294.23163),(77 293.8441),(78 296.9351),(79 296.95618),
(1 176.51051),(2 203.6102),(3 217.47388),(4 227.83766),(5 234.19647),(6 240.03667),(7 248.43886),(8 251.30673),(9 253.19353),(10 253.94444),(11 256.86694),(12 260.936),(13 259.27295),(14 261.07257),(15 263.62885),(16 262.58383),(17 263.40363),(18 264.75797),(19 268.39777),(20 267.37057),(21 267.01904),(22 271.67572),(23 270.95016),(24 270.81955),(25 267.693),(26 267.25232),(27 271.1381),(28 266.16992),(29 269.20218),(30 269.47647),(31 270.34512),(32 270.15527),(33 269.84885),(34 267.53574),(35 267.5381),(36 265.0724),(37 269.23962),(38 269.0209),(39 267.1298),(40 270.12323),(41 268.88986),(42 267.26343),(43 268.9323),(44 270.8825),(45 273.31274),(46 269.90002),(47 272.16513),(48 273.87396),(49 275.94238),(50 275.04004),(51 276.63086),(52 280.74374),(53 279.58496),(54 281.79324),(55 287.2587),(56 292.07385),(57 291.13574),(58 292.87494),(59 293.20618),(60 294.48444),(61 296.95987),(62 298.63205),(63 298.49655),(64 296.89868),(65 295.5139),(66 298.23273),(67 302.98392),(68 300.48727),(69 297.47162),(70 299.88614),(71 297.56625),(72 297.65918),(73 297.69568),(74 294.72342),(75 293.9482),(76 294.37872),(77 296.25183),(78 298.09686),(79 298.19302),
(1 177.87178),(2 204.0167),(3 219.40094),(4 230.65015),(5 236.0098),(6 240.72891),(7 250.30644),(8 252.45683),(9 251.4655),(10 252.39989),(11 255.2414),(12 258.06705),(13 257.34717),(14 257.57553),(15 260.35645),(16 260.16022),(17 259.73563),(18 262.25888),(19 266.8053),(20 269.68143),(21 267.6986),(22 271.1822),(23 266.69617),(24 267.77145),(25 266.9248),(26 265.81042),(27 267.19662),(28 265.56567),(29 265.08972),(30 266.4698),(31 264.30222),(32 265.11426),(33 265.63745),(34 265.21988),(35 267.13812),(36 264.07632),(37 270.6691),(38 269.82028),(39 266.9024),(40 268.6308),(41 266.79382),(42 264.24057),(43 263.6988),(44 263.3445),(45 264.75388),(46 267.11786),(47 266.95703),(48 267.80972),(49 270.58606),(50 272.26883),(51 274.11243),(52 279.1623),(53 275.23322),(54 278.5799),(55 280.79318),(56 283.501),(57 283.04254),(58 284.3661),(59 286.51395),(60 287.0173),(61 287.27985),(62 285.40054),(63 290.8454),(64 291.34607),(65 290.13605),(66 292.9973),(67 293.54257),(68 292.4835),(69 287.10065),(70 288.3365),(71 287.92084),(72 287.95667),(73 288.03403),(74 288.86243),(75 290.87277),(76 295.75433),(77 297.88565),(78 301.48694),(79 297.4209),
(1 173.69945),(2 202.07933),(3 218.59036),(4 227.48744),(5 235.30649),(6 240.5299),(7 248.5792),(8 250.4291),(9 252.41199),(10 249.9327),(11 253.78075),(12 257.24326),(13 254.88696),(14 253.70538),(15 256.1778),(16 255.79713),(17 257.7593),(18 259.34082),(19 264.26447),(20 262.79324),(21 263.55905),(22 263.71152),(23 261.7813),(24 261.61816),(25 260.6377),(26 262.22424),(27 260.2133),(28 261.4913),(29 260.3033),(30 261.21567),(31 262.14706),(32 258.65918),(33 260.89395),(34 259.53613),(35 259.05212),(36 259.3972),(37 264.63834),(38 264.05057),(39 264.24872),(40 265.86417),(41 267.24133),(42 263.68027),(43 266.02652),(44 266.2955),(45 268.16718),(46 266.41357),(47 264.3747),(48 265.29886),(49 266.88815),(50 271.68515),(51 273.1486),(52 280.35562),(53 279.35623),(54 279.4554),(55 281.944),(56 284.01996),(57 285.42627),(58 286.03555),(59 287.5395),(60 290.24268),(61 287.71716),(62 289.77127),(63 290.89102),(64 292.27722),(65 291.36456),(66 292.5316),(67 291.97217),(68 293.08157),(69 292.78043),(70 293.24808),(71 291.29584),(72 293.76276),(73 294.86792),(74 295.5955),(75 295.58423),(76 296.92194),(77 297.3644),(78 296.82047),(79 297.46265),
(1 168.6665),(2 198.12347),(3 212.70122),(4 222.8493),(5 228.48485),(6 231.32101),(7 234.90216),(8 239.21745),(9 243.01389),(10 243.24416),(11 249.26724),(12 254.31778),(13 254.35858),(14 255.49956),(15 257.06396),(16 257.2288),(17 259.6902),(18 258.34085),(19 261.68857),(20 262.8139),(21 263.51956),(22 266.15546),(23 266.25165),(24 265.96262),(25 267.05432),(26 265.50873),(27 264.77612),(28 262.7243),(29 259.308),(30 261.64056),(31 262.9826),(32 261.58426),(33 262.09183),(34 259.76178),(35 259.09186),(36 256.99127),(37 261.9345),(38 263.7079),(39 265.85788),(40 266.29794),(41 264.86502),(42 264.44644),(43 262.15915),(44 261.1343),(45 265.15323),(46 266.60898),(47 265.6107),(48 266.00552),(49 262.51508),(50 265.74118),(51 264.69717),(52 271.30823),(53 269.59116),(54 271.2542),(55 274.44913),(56 273.93152),(57 273.4206),(58 275.91214),(59 276.1981),(60 281.57977),(61 282.17044),(62 282.09186),(63 281.79825),(64 281.6257),(65 280.87527),(66 281.67307),(67 281.79657),(68 278.16202),(69 277.99448),(70 280.0665),(71 279.6875),(72 279.63278),(73 279.90332),(74 280.1774),(75 281.5536),(76 283.5725),(77 285.82736),(78 287.03735),(79 289.29883),
(1 165.0966),(2 192.10934),(3 205.9),(4 218.94682),(5 223.69746),(6 224.13393),(7 231.10735),(8 234.10031),(9 237.99052),(10 241.3283),(11 243.9249),(12 245.40814),(13 245.76862),(14 247.31522),(15 250.00195),(16 249.82854),(17 250.57822),(18 254.90222),(19 256.71606),(20 257.48746),(21 257.32053),(22 262.62457),(23 259.8411),(24 261.26974),(25 261.95258),(26 263.95123),(27 264.45044),(28 264.34332),(29 263.25674),(30 260.11392),(31 261.74265),(32 263.42194),(33 263.98654),(34 263.5915),(35 260.73517),(36 258.1226),(37 260.2173),(38 260.53473),(39 261.85376),(40 261.8345),(41 263.71866),(42 261.1135),(43 260.7968),(44 262.94235),(45 261.92325),(46 262.21207),(47 261.48584),(48 262.5967),(49 262.26627),(50 259.2837),(51 260.3391),(52 265.6675),(53 265.60513),(54 267.08572),(55 268.4191),(56 267.9673),(57 267.35986),(58 269.84735),(59 270.827),(60 271.8924),(61 274.85632),(62 272.74826),(63 273.30533),(64 277.21368),(65 274.05222),(66 274.5892),(67 277.54712),(68 273.37424),(69 271.52942),(70 273.12317),(71 273.77652),(72 271.46152),(73 273.4366),(74 274.4906),(75 277.56097),(76 274.97855),(77 275.90988),(78 276.3557),(79 275.62375),
(1 162.74467),(2 192.66803),(3 205.97253),(4 212.93602),(5 218.5719),(6 222.39499),(7 231.56451),(8 234.88785),(9 234.66948),(10 236.61136),(11 236.9161),(12 240.59137),(13 241.45163),(14 243.05287),(15 244.54713),(16 248.60226),(17 249.18643),(18 252.08989),(19 253.77913),(20 254.85464),(21 253.75201),(22 256.06818),(23 251.14984),(24 253.32336),(25 253.23285),(26 254.80614),(27 255.12312),(28 258.92145),(29 256.88672),(30 257.73547),(31 255.32051),(32 256.51767),(33 256.52466),(34 255.4555),(35 258.2335),(36 255.93208),(37 260.0686),(38 260.8452),(39 259.28073),(40 261.7345),(41 262.7623),(42 263.52686),(43 260.6214),(44 265.0527),(45 267.72827),(46 268.08716),(47 264.9623),(48 264.89795),(49 263.90097),(50 265.5668),(51 271.14563),(52 272.96555),(53 273.68555),(54 273.2271),(55 278.28705),(56 280.54242),(57 279.92926),(58 279.85126),(59 279.42828),(60 278.62155),(61 280.14285),(62 277.82224),(63 276.95786),(64 278.44324),(65 277.4886),(66 276.5074),(67 280.81964),(68 280.4454),(69 280.7459),(70 282.41907),(71 284.99838),(72 282.5329),(73 283.1833),(74 286.1825),(75 288.26114),(76 287.8384),(77 290.45392),(78 288.54013),(79 288.58908),
(1 164.02904),(2 190.58356),(3 203.97261),(4 214.80328),(5 220.44334),(6 224.4342),(7 231.10522),(8 228.98077),(9 235.52914),(10 236.01962),(11 236.1143),(12 242.30623),(13 241.48882),(14 244.58743),(15 248.21799),(16 246.56107),(17 250.85207),(18 253.31883),(19 256.32843),(20 257.6061),(21 258.82166),(22 262.87296),(23 261.1977),(24 261.76376),(25 263.82202),(26 265.78775),(27 268.10815),(28 268.08557),(29 268.2502),(30 268.95575),(31 266.98093),(32 266.54303),(33 265.4007),(34 265.27277),(35 264.53674),(36 265.09622),(37 268.36896),(38 264.2783),(39 264.47153),(40 262.7671),(41 262.97424),(42 263.00198),(43 263.29355),(44 263.45242),(45 266.12473),(46 264.0936),(47 266.22324),(48 263.99194),(49 263.2059),(50 267.9359),(51 267.44638),(52 271.09448),(53 272.02002),(54 272.4644),(55 275.25034),(56 275.2363),(57 276.87848),(58 278.06946),(59 275.7851),(60 274.72983),(61 277.57108),(62 277.27606),(63 274.32498),(64 273.33945),(65 272.6966),(66 269.03064),(67 273.85538),(68 269.9972),(69 269.5234),(70 271.24054),(71 272.8692),(72 273.33362),(73 272.1768),(74 274.19794),(75 277.94507),(76 278.74893),(77 280.21423),(78 277.40573),(79 279.4252),
(1 160.90976),(2 191.37296),(3 205.36967),(4 216.23572),(5 224.3574),(6 224.16956),(7 230.23659),(8 232.10402),(9 236.5179),(10 239.2689),(11 243.13943),(12 244.38443),(13 243.33821),(14 246.41895),(15 249.83176),(16 248.38316),(17 253.6546),(18 254.86407),(19 256.802),(20 261.02267),(21 260.22012),(22 260.72272),(23 256.68256),(24 259.28973),(25 262.10617),(26 260.053),(27 259.35324),(28 258.37753),(29 256.9439),(30 256.38574),(31 255.22447),(32 256.53516),(33 258.50067),(34 258.47235),(35 255.79303),(36 255.62404),(37 254.71643),(38 253.84554),(39 255.40965),(40 253.16064),(41 252.49586),(42 251.46315),(43 250.77112),(44 254.82825),(45 258.22458),(46 258.40378),(47 261.9734),(48 261.42532),(49 261.98907),(50 262.72028),(51 264.3138),(52 270.9887),(53 273.40387),(54 274.4952),(55 278.55606),(56 277.14392),(57 281.4571),(58 285.9246),(59 285.7038),(60 287.75238),(61 287.59418),(62 285.8594),(63 289.9952),(64 289.59567),(65 287.2666),(66 287.11002),(67 288.18793),(68 285.5233),(69 287.72855),(70 290.69122),(71 291.12964),(72 291.16135),(73 288.20648),(74 289.89502),(75 287.46298),(76 289.54196),(77 295.9603),(78 297.73596),(79 294.83286),
(1 162.09653),(2 190.66876),(3 205.38036),(4 213.97322),(5 222.17488),(6 224.15234),(7 231.89275),(8 234.8758),(9 236.91434),(10 240.25499),(11 243.86514),(12 242.35167),(13 242.37045),(14 241.54617),(15 243.5167),(16 244.81169),(17 251.33566),(18 250.32747),(19 257.00024),(20 258.30664),(21 258.64804),(22 259.72006),(23 257.78442),(24 260.6794),(25 263.302),(26 263.67468),(27 263.29285),(28 261.51675),(29 261.41534),(30 259.2029),(31 259.36615),(32 258.514),(33 261.65375),(34 262.1738),(35 258.93607),(36 259.7704),(37 259.81924),(38 257.53165),(39 258.6345),(40 258.58978),(41 256.68088),(42 257.1512),(43 260.41287),(44 260.521),(45 263.37653),(46 258.86002),(47 259.25122),(48 261.85443),(49 260.1094),(50 259.86572),(51 259.85825),(52 263.13434),(53 266.46555),(54 267.41318),(55 267.36493),(56 267.71173),(57 267.3887),(58 269.81152),(59 272.1599),(60 274.07016),(61 273.63388),(62 269.49347),(63 270.1441),(64 271.66437),(65 267.8933),(66 267.67645),(67 272.0995),(68 268.30597),(69 268.8997),(70 268.31067),(71 271.35376),(72 272.9624),(73 272.85568),(74 274.40128),(75 274.48825),(76 272.53778),(77 276.19583),(78 277.58505),(79 276.54727),
(1 156.04604),(2 183.8928),(3 197.52965),(4 204.54814),(5 212.44681),(6 212.20332),(7 219.48256),(8 220.62209),(9 227.39618),(10 226.21136),(11 231.69066),(12 232.78954),(13 232.1454),(14 234.31975),(15 233.21877),(16 234.0788),(17 234.57684),(18 237.0282),(19 238.66895),(20 242.74953),(21 240.30392),(22 245.76335),(23 243.67523),(24 244.19934),(25 244.13318),(26 244.22084),(27 244.42014),(28 242.80714),(29 241.45964),(30 241.39984),(31 242.136),(32 243.6999),(33 245.13356),(34 245.96844),(35 243.664),(36 243.58972),(37 243.11942),(38 245.41968),(39 242.47504),(40 243.05092),(41 242.98137),(42 244.02298),(43 245.74103),(44 244.739),(45 244.22462),(46 242.69568),(47 245.03787),(48 245.47449),(49 246.57254),(50 248.17332),(51 250.10184),(52 254.44362),(53 258.07455),(54 259.42645),(55 261.33447),(56 260.9953),(57 260.83917),(58 261.938),(59 262.24603),(60 265.46857),(61 266.36795),(62 265.35162),(63 267.2418),(64 268.57516),(65 268.10492),(66 269.17667),(67 272.426),(68 269.17307),(69 268.2334),(70 264.373),(71 269.4466),(72 268.38605),(73 269.85327),(74 269.74792),(75 271.96747),(76 271.67352),(77 273.8734),(78 272.80865),(79 273.27054),
(1 156.83403),(2 185.44241),(3 198.23038),(4 204.7856),(5 214.11476),(6 214.42033),(7 219.04153),(8 222.91695),(9 225.00449),(10 229.1545),(11 230.8704),(12 235.48627),(13 235.4102),(14 235.02815),(15 234.83305),(16 235.90436),(17 239.31851),(18 238.44005),(19 241.76164),(20 242.29147),(21 240.8116),(22 244.78444),(23 239.7091),(24 242.6523),(25 244.05142),(26 242.4838),(27 244.55548),(28 243.49759),(29 237.92021),(30 237.19563),(31 238.57489),(32 240.95807),(33 240.46152),(34 239.72633),(35 238.15137),(36 239.98521),(37 242.72633),(38 243.674),(39 241.66922),(40 242.72171),(41 246.28278),(42 243.94427),(43 244.93324),(44 244.53943),(45 245.3552),(46 243.63751),(47 246.18787),(48 250.68237),(49 248.0989),(50 248.99745),(51 249.0642),(52 251.25778),(53 251.13875),(54 254.06969),(55 256.51624),(56 258.30072),(57 258.41937),(58 257.75687),(59 259.55658),(60 261.69632),(61 261.54086),(62 260.10126),(63 259.7573),(64 259.21906),(65 258.31458),(66 256.73602),(67 256.4222),(68 256.49112),(69 256.52393),(70 256.0187),(71 256.12048),(72 255.51422),(73 256.711),(74 257.2848),(75 259.44266),(76 258.34247),(77 259.8989),(78 258.48422),(79 256.65637),
(1 154.49422),(2 180.8899),(3 193.43092),(4 201.29105),(5 207.93323),(6 214.3258),(7 216.25288),(8 219.50427),(9 221.88303),(10 224.43828),(11 228.24991),(12 232.38422),(13 234.12369),(14 232.12614),(15 233.65001),(16 233.92311),(17 235.24524),(18 237.0013),(19 238.42126),(20 239.26196),(21 240.43938),(22 242.05952),(23 238.74596),(24 241.03413),(25 243.62163),(26 245.86679),(27 246.60072),(28 243.9377),(29 242.72049),(30 242.01678),(31 240.87422),(32 241.9509),(33 240.14445),(34 240.06319),(35 239.36803),(36 240.2639),(37 244.91739),(38 245.25679),(39 244.6137),(40 246.1675),(41 247.15543),(42 246.39578),(43 245.99756),(44 247.65991),(45 248.20879),(46 247.38501),(47 250.37187),(48 254.52611),(49 253.03345),(50 256.57886),(51 253.26062),(52 257.56824),(53 255.7641),(54 258.36594),(55 260.83636),(56 260.68405),(57 259.0504),(58 256.5261),(59 260.26474),(60 259.01453),(61 259.8256),(62 262.3218),(63 263.02014),(64 264.43866),(65 263.26007),(66 259.44925),(67 263.2662),(68 260.40036),(69 261.29105),(70 260.5811),(71 263.7514),(72 261.8422),(73 260.03534),(74 261.8366),(75 264.993),(76 263.9742),(77 267.72403),(78 267.3915),(79 268.19113),
(1 157.60677),(2 183.01897),(3 196.04907),(4 204.09393),(5 206.14424),(6 212.60101),(7 219.29533),(8 221.91052),(9 222.4271),(10 224.03677),(11 225.17351),(12 226.87814),(13 229.93951),(14 230.90468),(15 235.03629),(16 233.8601),(17 234.32402),(18 238.24207),(19 240.9605),(20 238.30673),(21 239.72551),(22 242.71902),(23 238.51202),(24 239.43222),(25 242.63652),(26 243.47475),(27 245.28827),(28 243.48563),(29 242.62387),(30 241.06332),(31 238.80502),(32 238.25366),(33 238.53427),(34 239.37161),(35 241.87663),(36 240.74829),(37 244.75595),(38 242.52583),(39 242.71965),(40 241.66692),(41 241.79216),(42 243.73393),(43 242.77814),(44 242.02129),(45 241.59114),(46 241.98546),(47 243.98775),(48 244.24562),(49 244.24892),(50 245.38776),(51 247.17734),(52 250.15923),(53 250.02115),(54 251.75203),(55 253.8666),(56 255.60693),(57 257.26553),(58 256.0165),(59 259.68173),(60 259.89566),(61 261.3127),(62 261.48404),(63 263.22333),(64 262.3597),(65 263.12476),(66 262.28195),(67 263.1418),(68 258.67722),(69 258.15308),(70 254.27707),(71 255.27225),(72 257.8101),(73 258.60123),(74 257.1072),(75 260.00113),(76 259.45892),(77 262.1241),(78 261.6591),(79 263.4904),
(1 150.66),(2 175.63971),(3 187.3261),(4 195.4658),(5 200.87178),(6 202.53659),(7 209.93602),(8 213.914),(9 214.59827),(10 218.13712),(11 221.57327),(12 222.61441),(13 222.89503),(14 224.55835),(15 226.6646),(16 228.77913),(17 229.0361),(18 231.55693),(19 233.00584),(20 234.25803),(21 234.85715),(22 240.12495),(23 238.66287),(24 242.40625),(25 244.3659),(26 246.02522),(27 249.47365),(28 246.98222),(29 244.49506),(30 242.75392),(31 243.19621),(32 243.46404),(33 244.63039),(34 244.99414),(35 245.37607),(36 243.65916),(37 245.81154),(38 248.05809),(39 244.12523),(40 243.58284),(41 240.58444),(42 243.38039),(43 241.6273),(44 243.26968),(45 242.68307),(46 240.4812),(47 241.616),(48 243.73752),(49 246.15167),(50 245.5664),(51 246.38914),(52 248.62633),(53 247.49677),(54 247.5753),(55 249.88155),(56 252.12025),(57 253.41579),(58 254.27309),(59 256.4309),(60 256.2936),(61 254.94322),(62 255.001),(63 256.57535),(64 256.11584),(65 254.56364),(66 255.52202),(67 257.62872),(68 256.01257),(69 252.98216),(70 253.52185),(71 254.4923),(72 252.45523),(73 253.56555),(74 254.08344),(75 255.65836),(76 254.28941),(77 256.61734),(78 258.33157),(79 258.5374),
(1 148.75993),(2 174.2538),(3 186.8738),(4 193.00955),(5 199.0546),(6 202.10367),(7 209.08493),(8 212.22919),(9 215.32137),(10 215.41794),(11 215.25931),(12 217.36519),(13 217.53427),(14 219.03888),(15 220.42471),(16 224.24435),(17 223.77863),(18 226.55676),(19 230.22314),(20 231.74057),(21 231.57405),(22 232.06915),(23 231.58482),(24 232.42857),(25 234.13254),(26 231.29294),(27 234.21692),(28 231.96007),(29 230.44824),(30 227.45012),(31 227.24808),(32 229.63152),(33 231.99156),(34 234.4929),(35 234.13947),(36 234.62585),(37 237.98293),(38 236.60289),(39 237.59251),(40 236.74481),(41 237.76419),(42 237.30878),(43 236.3823),(44 235.44981),(45 236.84576),(46 235.18343),(47 238.14699),(48 237.68927),(49 237.61243),(50 238.54668),(51 240.74402),(52 243.58461),(53 241.70625),(54 247.43883),(55 249.3187),(56 249.08655),(57 247.79486),(58 249.44382),(59 252.74588),(60 253.49042),(61 253.00978),(62 253.35165),(63 252.466),(64 253.95482),(65 255.45998),(66 253.6023),(67 255.40448),(68 254.48975),(69 253.54181),(70 253.5673),(71 252.20108),(72 252.2824),(73 251.64273),(74 256.40762),(75 259.27127),(76 258.41504),(77 259.85568),(78 260.75113),(79 261.0366),
(1 150.10786),(2 176.27318),(3 187.45818),(4 193.963),(5 197.92154),(6 203.5831),(7 210.98921),(8 211.97878),(9 212.0633),(10 213.16574),(11 215.96545),(12 221.0408),(13 217.59596),(14 217.1182),(15 219.86122),(16 223.16585),(17 223.59538),(18 224.34018),(19 230.56445),(20 228.35307),(21 229.29543),(22 232.9822),(23 234.12903),(24 237.29422),(25 237.14151),(26 235.9472),(27 238.14642),(28 234.77176),(29 235.42052),(30 234.4172),(31 236.26044),(32 235.88887),(33 235.35474),(34 235.31523),(35 234.2198),(36 231.06926),(37 234.47966),(38 234.21712),(39 236.5406),(40 233.14133),(41 235.09532),(42 233.03773),(43 234.32619),(44 234.83224),(45 234.2443),(46 235.83513),(47 237.71796),(48 238.99417),(49 238.80824),(50 238.94212),(51 238.41121),(52 243.70715),(53 244.36925),(54 244.87195),(55 245.53323),(56 249.1348),(57 246.4925),(58 248.66417),(59 249.9567),(60 250.5631),(61 251.00583),(62 249.60493),(63 247.70963),(64 248.15482),(65 245.55272),(66 245.07127),(67 247.28325),(68 245.73367),(69 247.05386),(70 244.8303),(71 246.92822),(72 243.02815),(73 243.67104),(74 245.91315),(75 244.84525),(76 245.06654),(77 245.84673),(78 245.41422),(79 245.39706),
(1 148.17955),(2 174.66405),(3 186.83215),(4 191.69398),(5 198.16138),(6 200.1216),(7 205.08415),(8 207.13654),(9 209.15494),(10 214.85515),(11 215.4295),(12 215.7904),(13 219.05743),(14 217.23515),(15 220.20308),(16 220.78725),(17 223.63185),(18 225.83908),(19 224.55261),(20 225.70377),(21 227.32315),(22 227.35547),(23 227.17831),(24 229.61537),(25 231.27834),(26 231.82867),(27 235.03072),(28 230.9487),(29 230.89543),(30 229.77498),(31 232.65518),(32 230.62224),(33 232.50897),(34 234.79523),(35 231.30463),(36 228.72182),(37 234.01797),(38 233.12773),(39 232.4944),(40 230.27312),(41 231.98492),(42 232.55966),(43 230.10349),(44 231.56224),(45 233.86218),(46 233.162),(47 235.81075),(48 236.85617),(49 236.75624),(50 236.15013),(51 237.10576),(52 241.72537),(53 242.2728),(54 241.80446),(55 243.09605),(56 244.31052),(57 242.90266),(58 244.4285),(59 246.04187),(60 244.46747),(61 244.75789),(62 243.74327),(63 247.37929),(64 246.06935),(65 244.68408),(66 241.967),(67 246.7053),(68 244.76378),(69 243.98549),(70 245.27614),(71 246.07968),(72 244.34938),(73 244.80684),(74 242.99625),(75 244.95998),(76 244.14171),(77 246.97183),(78 246.65446),(79 248.43205),
(1 149.17198),(2 173.24815),(3 187.1427),(4 192.44862),(5 196.77974),(6 201.27495),(7 206.38655),(8 211.8437),(9 212.8687),(10 218.4635),(11 222.27194),(12 225.69968),(13 226.89816),(14 228.25336),(15 230.17427),(16 228.51945),(17 234.68927),(18 235.27873),(19 238.98238),(20 239.47174),(21 240.65186),(22 241.39203),(23 241.66644),(24 243.0051),(25 244.60446),(26 243.23021),(27 241.99432),(28 236.49655),(29 234.44905),(30 234.71733),(31 234.97086),(32 239.36841),(33 239.82976),(34 237.91087),(35 238.92365),(36 237.40353),(37 238.63872),(38 236.2764),(39 236.48372),(40 236.23189),(41 234.51047),(42 234.96223),(43 235.50801),(44 234.30946),(45 236.8445),(46 234.95686),(47 233.42928),(48 233.9251),(49 235.2624),(50 237.70625),(51 238.6213),(52 243.79524),(53 243.73409),(54 243.54893),(55 243.36354),(56 244.51909),(57 245.80983),(58 246.97821),(59 249.47418),(60 251.05412),(61 249.80594),(62 249.10272),(63 249.45715),(64 249.91293),(65 248.3779),(66 244.18193),(67 247.9947),(68 243.36028),(69 242.4159),(70 241.1701),(71 240.51065),(72 238.60759),(73 239.95618),(74 240.89354),(75 240.752),(76 239.7056),(77 243.85928),(78 243.77342),(79 244.0536),
