1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41122.258),(2 77125.9),(3 89544.48),(4 95122.2),(5 96368.805),(6 96151.39),(7 95377.27),(8 95236.24),(9 95305.09),(10 97222.195),(11 99384.5),(12 100228.7),(13 101899.59),(14 102710.25),(15 101923.53),(16 103856.12),(17 105476.695),(18 107013.76),(19 106496.02),(20 104780.484),(21 103675.3),(22 104694.5),(23 104125.65),(24 104172.31),(25 105248.45),(26 106103.5),(27 106325.16),(28 106553.65),(29 106929.984),(30 106557.92),(31 106374.82),(32 107296.29),(33 108038.82),(34 107342.54),(35 105545.336),(36 104512.54),(37 106018.43),(38 106343.95),(39 108076.89),(40 109303.42),(41 109821.26),(42 111197.21),(43 110256.84),(44 109539.98),(45 109631.73),(46 109772.15),(47 111495.37),(48 112727.17),(49 111481.11),(50 112350.64),(51 115541.38),(52 117439.01),(53 116529.47),(54 116387.81),(55 116041.55),(56 115862.414),(57 118546.1),(58 118390.79),(59 118911.85),(60 121266.47),(61 122490.68),(62 121051.92),(63 120489.484),(64 119977.16),(65 118931.38),(66 118668.66),(67 119327.445),(68 117018.64),(69 114308.555),(70 114220.23),(71 115573.44),(72 116063.81),(73 115102.336),(74 113093.625),(75 111666.59),(76 111314.11),(77 111569.51),(78 110865.22),(79 111358.66),
(1 38338.977),(2 71839.08),(3 82112.91),(4 86621.3),(5 89324.97),(6 89851.76),(7 89133.99),(8 89544.22),(9 91161.32),(10 92501.42),(11 91846.07),(12 92457.53),(13 92000.86),(14 92211.18),(15 94604.24),(16 97787.61),(17 99622.07),(18 98267.43),(19 97923.1),(20 98090.69),(21 96484.96),(22 97435.55),(23 98815.59),(24 98203.46),(25 100069.39),(26 101166.664),(27 101063.57),(28 101837.16),(29 100324.84),(30 99596.85),(31 100485.76),(32 101079.25),(33 100956.75),(34 99692.125),(35 98525.32),(36 99134),(37 99506.63),(38 98793.32),(39 99632.4),(40 101057.36),(41 101549.18),(42 102917.22),(43 105013.69),(44 105272.38),(45 106173.13),(46 106289.695),(47 106645.336),(48 108423.93),(49 108149.25),(50 108666.17),(51 109448.945),(52 108361.03),(53 109629.71),(54 109890.984),(55 109886.05),(56 109257.43),(57 110393.46),(58 110655.24),(59 110196.305),(60 111297.55),(61 112826),(62 112847.125),(63 111945.625),(64 113253.414),(65 112010.38),(66 110853.45),(67 109132.89),(68 109216.26),(69 109104.94),(70 108189.91),(71 109147.16),(72 110037.83),(73 109998.29),(74 108340.945),(75 106950.664),(76 106018.41),(77 106950.77),(78 109081.52),(79 109311.625),
(1 38684.152),(2 74601.766),(3 85566.164),(4 87816.21),(5 89047.44),(6 91262.34),(7 90910.3),(8 90132.664),(9 90430),(10 90951.09),(11 91639.99),(12 92816.29),(13 93630.984),(14 94476.08),(15 96596),(16 97622.82),(17 98832.34),(18 98286.375),(19 99532.18),(20 101380.734),(21 100499.41),(22 100228.29),(23 98870.35),(24 99678.46),(25 102006.484),(26 102027.836),(27 100896.836),(28 102378.06),(29 103140.63),(30 104000.305),(31 104406.305),(32 102992.91),(33 101373.84),(34 100939.11),(35 101047.66),(36 101739.195),(37 101487.836),(38 101923.01),(39 102988.914),(40 104432.13),(41 105969.71),(42 106237.41),(43 107724.39),(44 106737.18),(45 106071.234),(46 105370.95),(47 105402.11),(48 106499.78),(49 107250.234),(50 109078.91),(51 109449.57),(52 110185.11),(53 111055.46),(54 111009.484),(55 110701.43),(56 111140.56),(57 112392.54),(58 113017.29),(59 113062.76),(60 111176.586),(61 110611.56),(62 110870.76),(63 111894.91),(64 113488.195),(65 112573.43),(66 111168.76),(67 110937.37),(68 110347.91),(69 108894.516),(70 108508.39),(71 108207.305),(72 109261.35),(73 110212.06),(74 109260.91),(75 107108.24),(76 106764.5),(77 107336.24),(78 108799.95),(79 107171),
(1 37755.695),(2 71024.82),(3 82233.4),(4 83984.16),(5 84318.61),(6 83688.88),(7 84256.2),(8 85401.35),(9 86114.92),(10 85956.55),(11 85002.055),(12 84312.09),(13 84946.78),(14 87399.35),(15 89225.91),(16 89546.91),(17 90879.82),(18 89603.76),(19 87533.73),(20 88525.3),(21 89155.26),(22 88526.7),(23 88752.95),(24 90096.6),(25 90549.9),(26 91323.945),(27 90541.33),(28 90090.59),(29 91093.48),(30 91630.65),(31 91372.54),(32 90231.28),(33 90358.61),(34 88546.586),(35 87961.055),(36 89299.76),(37 91030.65),(38 91608.05),(39 90815.16),(40 91579.74),(41 92549.91),(42 92396.33),(43 92914.055),(44 93503.445),(45 94331.25),(46 94371.03),(47 93611.69),(48 95148.91),(49 94454.21),(50 94741.02),(51 96437.26),(52 96669.52),(53 95549.82),(54 96240.125),(55 97898.33),(56 97751.8),(57 96573.99),(58 96173.33),(59 96763.875),(60 97529.09),(61 98671.51),(62 98714.34),(63 98791.266),(64 99807.13),(65 99617.95),(66 98227.24),(67 97126.88),(68 97143.28),(69 98540.71),(70 98916.81),(71 99378.5),(72 98884.23),(73 98727.09),(74 99077.14),(75 97406.39),(76 95500.24),(77 95077.69),(78 96120.695),(79 97338.89),
(1 37579.348),(2 70780.16),(3 79167.586),(4 80321.35),(5 81778.086),(6 82993.234),(7 83836.11),(8 85321.79),(9 84885.695),(10 84985.766),(11 85772.56),(12 85459.766),(13 85887.39),(14 87441.02),(15 88222.32),(16 87014.11),(17 87210.43),(18 88173.586),(19 88195.48),(20 88323.13),(21 87400.234),(22 88079.9),(23 89034.766),(24 90221.81),(25 88983.43),(26 88210.85),(27 87205.305),(28 86896.3),(29 86554.93),(30 87423.336),(31 89079.45),(32 88606.48),(33 87238.89),(34 87522.695),(35 88226.21),(36 88067.87),(37 89664.96),(38 89234.28),(39 88320.42),(40 88857.11),(41 89887.31),(42 90314),(43 91397.47),(44 91934.52),(45 93263.914),(46 94673.984),(47 95968.234),(48 96604.74),(49 95872.85),(50 95141.18),(51 96438.72),(52 95722.03),(53 97277.195),(54 98693.26),(55 99008.234),(56 97240.67),(57 95095.96),(58 94428.79),(59 94298.39),(60 95109.55),(61 97308.37),(62 97097.17),(63 96880.914),(64 96436.9),(65 95830.72),(66 94604.06),(67 95175.695),(68 94971.48),(69 96165.94),(70 96057.31),(71 95635.16),(72 94977.266),(73 95766.43),(74 95817.59),(75 93656.69),(76 92323.24),(77 93312.695),(78 95297.26),(79 96034.34),
(1 37781.348),(2 70863.28),(3 80124.59),(4 82343.48),(5 82627.82),(6 83090.805),(7 84507.664),(8 85375.08),(9 84683.04),(10 84788.25),(11 85126.43),(12 85016.94),(13 86052.16),(14 86933.98),(15 87972.96),(16 89684.36),(17 89988.84),(18 88685.1),(19 88227.38),(20 88663.96),(21 87198),(22 88469.23),(23 89712.695),(24 89295.375),(25 88663.516),(26 87570.36),(27 88456.914),(28 88650.164),(29 87215.55),(30 86410.67),(31 86932.84),(32 88844.97),(33 89164.41),(34 89734.77),(35 91038.13),(36 90474),(37 88515.84),(38 88628.76),(39 89672.16),(40 89174.375),(41 88258.74),(42 88351.62),(43 89569.48),(44 88852.86),(45 90774.11),(46 92896.48),(47 94781.88),(48 94483.984),(49 92161.305),(50 92686.414),(51 93396.555),(52 92514.5),(53 93759.08),(54 95307.695),(55 95522.76),(56 94685.6),(57 94277.86),(58 94403.46),(59 95145.984),(60 95972.28),(61 98213.625),(62 98160.12),(63 96550.266),(64 95091.016),(65 95108.51),(66 94855.46),(67 94226.35),(68 94199.125),(69 93815.42),(70 93927.54),(71 93099.74),(72 92603.83),(73 92705.55),(74 92414.68),(75 91765.48),(76 91206.22),(77 90893.7),(78 91356.89),(79 92317.32),
(1 36002.29),(2 67845.945),(3 77283.73),(4 79361.85),(5 78809.51),(6 78627.89),(7 79255.1),(8 79697.61),(9 80684.54),(10 80958.31),(11 82297.93),(12 82090.555),(13 82753.75),(14 83675.586),(15 85352.836),(16 85465.234),(17 84749.43),(18 85133.79),(19 84909.27),(20 84725.805),(21 84637.664),(22 83812.95),(23 85196.805),(24 83811.88),(25 84584.555),(26 85138.74),(27 84529.625),(28 82389.86),(29 82453.12),(30 83417.445),(31 83817.62),(32 85764.73),(33 86753.84),(34 87174.99),(35 87107.89),(36 86236.98),(37 85682.17),(38 86804.055),(39 86298.305),(40 85172.62),(41 84244.836),(42 85665.31),(43 87099.055),(44 85755.24),(45 87624.22),(46 88643.81),(47 88967.44),(48 89268.32),(49 87491.19),(50 87346.03),(51 88457.02),(52 88752.445),(53 90808.68),(54 91805.53),(55 92016.555),(56 90844.52),(57 90037.836),(58 90726.97),(59 91634.8),(60 92818.41),(61 93205.09),(62 92636.805),(63 92881.69),(64 91569.88),(65 90809.016),(66 91888.04),(67 91231.56),(68 89846.4),(69 89553.29),(70 89581.805),(71 89740.31),(72 89194.09),(73 88508.42),(74 87207.836),(75 86624.92),(76 87205.28),(77 87540.02),(78 89692.7),(79 89352.51),
(1 36270.867),(2 67163.28),(3 74832.14),(4 78015.195),(5 77704.734),(6 77927.65),(7 78370.77),(8 78248.6),(9 79039.11),(10 80918.29),(11 81989.53),(12 82477.945),(13 82161.6),(14 81773.09),(15 83108.09),(16 84779.82),(17 86874.84),(18 87266.88),(19 86487.14),(20 84981.766),(21 84742.98),(22 84944.3),(23 85139.875),(24 86134.4),(25 85694.375),(26 86596.984),(27 86055.7),(28 85047.91),(29 84507.03),(30 85701.27),(31 86744.44),(32 86786.32),(33 87366.22),(34 86694.01),(35 85473.45),(36 85174.03),(37 85280.44),(38 86068.89),(39 85336.31),(40 85231.21),(41 83986.54),(42 85169.56),(43 86507.33),(44 87278.09),(45 86309.484),(46 85709.664),(47 86486.32),(48 87897.99),(49 87508.695),(50 89108.4),(51 91910.625),(52 92806.48),(53 93678.62),(54 93782.22),(55 92138.15),(56 90445.9),(57 90470.29),(58 90539),(59 92208.766),(60 92150.41),(61 92180.65),(62 92622.25),(63 91572.25),(64 89919.09),(65 88340.52),(66 88244.03),(67 88412.766),(68 87371.67),(69 88472.2),(70 87916.54),(71 86261.67),(72 86177.484),(73 86389.164),(74 86203.35),(75 86964.62),(76 87927.38),(77 88770.55),(78 89129.04),(79 88978.7),
(1 35986.195),(2 66259.06),(3 72396.87),(4 74032),(5 73258.03),(6 73685.8),(7 74767.516),(8 76729.83),(9 77797.67),(10 78973.59),(11 79524.65),(12 79588.95),(13 80384.125),(14 80105),(15 81339.54),(16 83165.914),(17 83417.875),(18 82407.38),(19 80988.234),(20 80995.59),(21 84683.37),(22 84936.81),(23 83945.54),(24 84191.65),(25 82857.71),(26 83188.94),(27 83203.49),(28 83683.414),(29 83773.91),(30 83941.805),(31 84260.49),(32 83793.42),(33 85148.93),(34 84730.16),(35 83460.32),(36 83823.086),(37 83290.31),(38 83631.78),(39 83638.75),(40 85093.47),(41 85461.61),(42 87471.45),(43 89273.836),(44 90272.734),(45 90077.94),(46 90432.74),(47 89456.555),(48 88812.48),(49 87777.875),(50 88454.16),(51 89999.98),(52 89503.39),(53 89266.49),(54 89295.44),(55 89239.766),(56 89390.24),(57 89776.54),(58 90981.31),(59 91356.71),(60 91477.914),(61 91838.08),(62 91765.15),(63 91422.05),(64 90892.195),(65 90194.94),(66 90461.68),(67 91293.945),(68 89653.54),(69 89157.04),(70 89004.8),(71 87212.87),(72 87855.016),(73 88060.26),(74 88277.17),(75 87999.33),(76 87164.14),(77 87963.67),(78 87461.125),(79 85415.58),
(1 34350.816),(2 63905.496),(3 72023.37),(4 74334.35),(5 74575.53),(6 74171.57),(7 73287.79),(8 73353.055),(9 74180.29),(10 74489.445),(11 74967.36),(12 76116.336),(13 77739.06),(14 78582.49),(15 79091.89),(16 80100.98),(17 80677.14),(18 80162.56),(19 80138.13),(20 79043.97),(21 80515.51),(22 81096.53),(23 80713.83),(24 80239.33),(25 78870.65),(26 78131.02),(27 77273.09),(28 76213.01),(29 76492.67),(30 78678.125),(31 80909.19),(32 79978.74),(33 80297.45),(34 80080.04),(35 78571.59),(36 77908.45),(37 78149.664),(38 77881.055),(39 78923.02),(40 80581.99),(41 79118.72),(42 79407.48),(43 80116.77),(44 80319.59),(45 81897.51),(46 82372.86),(47 81701.11),(48 82166.125),(49 83833.625),(50 84783.12),(51 86870.2),(52 87427.766),(53 86660.945),(54 85430.86),(55 85385.17),(56 85011.15),(57 85285),(58 85986.07),(59 88139.625),(60 89317.086),(61 88648.33),(62 88547.57),(63 87206.91),(64 86822.73),(65 87179.84),(66 87266.62),(67 86647.19),(68 85871.125),(69 85702.17),(70 86079.734),(71 86030.03),(72 84709.87),(73 83991.945),(74 83730.695),(75 83765.13),(76 84144.45),(77 83830.8),(78 83332.21),(79 82190.14),
(1 34494.34),(2 61342.22),(3 66891.47),(4 69495.66),(5 70020.7),(6 71976.9),(7 72392.07),(8 70427.01),(9 70261.39),(10 71792.914),(11 72306.27),(12 74141.805),(13 75482.23),(14 75573.23),(15 76377.37),(16 77413.54),(17 77280.484),(18 76748.87),(19 75514.41),(20 74399.695),(21 74568.65),(22 73924.1),(23 75389.43),(24 75826.75),(25 75267.734),(26 76029.68),(27 75998.29),(28 75744.01),(29 75812.94),(30 76044.22),(31 76848.28),(32 75442.38),(33 75524.69),(34 75691.96),(35 75338.68),(36 74372.914),(37 75197.516),(38 75312.89),(39 76898.48),(40 78124.805),(41 76793.96),(42 77145.8),(43 78754.83),(44 78702.8),(45 78345.67),(46 79121.586),(47 78334.555),(48 78968.15),(49 80907.98),(50 81312.68),(51 81188.48),(52 82390.67),(53 82178.46),(54 82053.4),(55 83776.93),(56 84743.36),(57 84043.34),(58 83190.58),(59 84165.39),(60 85576.555),(61 85056.26),(62 84493.586),(63 82997.64),(64 83806.39),(65 84182.586),(66 84253.76),(67 84733.01),(68 84789.4),(69 85348.08),(70 83117.93),(71 82385.23),(72 81651.2),(73 80006.74),(74 81225.23),(75 81231.12),(76 82175.89),(77 81461.95),(78 81360.6),(79 79746.53),
(1 32285.191),(2 58273.348),(3 64711.37),(4 67049.59),(5 68306.27),(6 70735.71),(7 70834.055),(8 68841.39),(9 68122.98),(10 69481.66),(11 70617.305),(12 72724.38),(13 74553.47),(14 74054.09),(15 73627.44),(16 74536.61),(17 73367.625),(18 73056.21),(19 73754.01),(20 73492.59),(21 74714.31),(22 75134.93),(23 75806.836),(24 75173.62),(25 73534.96),(26 72440.5),(27 71900.56),(28 72647.11),(29 74096.055),(30 74762.62),(31 74313.336),(32 74721.336),(33 74446.93),(34 73843.26),(35 73470.27),(36 73390.45),(37 72433.555),(38 74518.45),(39 75415.6),(40 74435.04),(41 75029.95),(42 76517.35),(43 77503.34),(44 77290.93),(45 76386.125),(46 78252.055),(47 78830.39),(48 79084.32),(49 80980.66),(50 83116.2),(51 82207.9),(52 82178.15),(53 81216.375),(54 81506.86),(55 82476.92),(56 83428.37),(57 83131.35),(58 84280.44),(59 86211.75),(60 85754.38),(61 85825.22),(62 84759.414),(63 85164.89),(64 85314.8),(65 84453.13),(66 84876.42),(67 84868.27),(68 84103.78),(69 83121.47),(70 82554.4),(71 81739.74),(72 82523.45),(73 80970.305),(74 80214.67),(75 79916.78),(76 80078.664),(77 81853.78),(78 83639.32),(79 82165.555),
(1 31988.475),(2 56659.313),(3 63121.113),(4 65937.7),(5 67112.63),(6 69512.43),(7 69984.68),(8 68384.93),(9 67752.5),(10 68212.29),(11 68354.76),(12 70122.47),(13 71590.9),(14 72693.03),(15 72311.57),(16 72267.1),(17 71999.57),(18 72412.18),(19 72662.39),(20 73279.16),(21 74450.72),(22 73717.39),(23 75057.01),(24 75243.34),(25 75414.01),(26 74758.16),(27 73713.125),(28 73865.19),(29 74674.27),(30 75283.836),(31 74870.4),(32 73595.56),(33 72853.41),(34 72445.31),(35 73393.586),(36 74166.25),(37 72737.16),(38 72657.99),(39 74386.414),(40 73661.09),(41 72707.76),(42 72963.05),(43 75064.53),(44 74791.9),(45 74779.95),(46 74259.02),(47 73785.76),(48 74060.48),(49 76468.16),(50 78789.125),(51 78509.21),(52 78157.79),(53 77555.93),(54 78365.16),(55 78362.68),(56 77962.5),(57 77237.86),(58 77872.266),(59 79538.17),(60 79066.32),(61 79495.92),(62 79113.67),(63 77806.32),(64 77427.21),(65 76108.39),(66 75555.43),(67 75875.984),(68 75175.1),(69 74665.39),(70 74362.09),(71 74708.984),(72 75163.43),(73 73782.55),(74 73819.18),(75 74039.484),(76 73979.164),(77 74748.87),(78 75318.12),(79 74564.71),
(1 29994.863),(2 53881.402),(3 60177.797),(4 61913.543),(5 63548.33),(6 63888.34),(7 62400.516),(8 62258.594),(9 63323.504),(10 64837.23),(11 65499.406),(12 66376.27),(13 67254.88),(14 67306.266),(15 66982.18),(16 67964.19),(17 69114.75),(18 68644.33),(19 69199.02),(20 71159.36),(21 71374.75),(22 70888.195),(23 70040.34),(24 68711.086),(25 67652.84),(26 67488.27),(27 67874.75),(28 68246.38),(29 70077.75),(30 70321.414),(31 70000.695),(32 68360.53),(33 69365.12),(34 69499.36),(35 69386.234),(36 69238.45),(37 69076.9),(38 69519.12),(39 70707.82),(40 70194.84),(41 70037.88),(42 69921.97),(43 71033.38),(44 70728.9),(45 70859.3),(46 70617.32),(47 70822.984),(48 70754.47),(49 71532.16),(50 72304.95),(51 73102.086),(52 72568.32),(53 72983.68),(54 73597.98),(55 73064.914),(56 72204.81),(57 73457.31),(58 74713.44),(59 74638.086),(60 74170.52),(61 75011.92),(62 75583.88),(63 75662.9),(64 75412.57),(65 74730.12),(66 73361.79),(67 73365.99),(68 73555.52),(69 73383.55),(70 73481.44),(71 73505.38),(72 73934.57),(73 72609.61),(74 72236.19),(75 71912.06),(76 72760),(77 73747.08),(78 73728.51),(79 72698.86),
(1 31007.275),(2 54890.195),(3 60281.832),(4 60148.89),(5 61261.61),(6 62720.742),(7 60925.082),(8 60688.99),(9 61028.383),(10 61616.184),(11 62357.99),(12 62563.44),(13 63686.367),(14 65084.574),(15 66219.98),(16 65894.26),(17 65522.086),(18 66522.81),(19 66829.56),(20 67449.414),(21 68511.56),(22 69126.88),(23 68221.52),(24 67907.8),(25 67244.05),(26 67759.516),(27 68024.53),(28 67421.87),(29 67233.75),(30 68395.12),(31 69138.71),(32 67860.06),(33 67965.67),(34 69831.266),(35 71390.086),(36 71644.88),(37 70483.5),(38 70009.3),(39 68957.34),(40 69055.625),(41 70155.19),(42 70602.484),(43 70426.8),(44 71225.3),(45 72844.79),(46 72390.164),(47 71635.234),(48 72167.78),(49 72953.625),(50 73193.49),(51 74827.81),(52 76803.79),(53 76778.38),(54 74328.45),(55 73928.016),(56 74329.07),(57 75059.33),(58 75197.86),(59 75079.6),(60 74435),(61 74023.91),(62 74617.66),(63 73018.84),(64 71888.37),(65 71724.42),(66 71736.31),(67 72258.336),(68 71618.91),(69 71459.016),(70 71109.41),(71 70888.89),(72 71242.78),(73 69581.57),(74 70728.33),(75 70832.586),(76 70677.91),(77 70121.19),(78 71087.83),(79 71757.43),
(1 29087.24),(2 51451.844),(3 56231.05),(4 58258.59),(5 59426.168),(6 58898.164),(7 59349.953),(8 60893.098),(9 61034.816),(10 62243.047),(11 63443.402),(12 62994.598),(13 63277.164),(14 64531.277),(15 65313.656),(16 65671.13),(17 67092.52),(18 67159.65),(19 66133.664),(20 66898.055),(21 67247.555),(22 67469.9),(23 66759.7),(24 66835.77),(25 66744.02),(26 66631.59),(27 66362.31),(28 65115.895),(29 66326.31),(30 66180.125),(31 67223.78),(32 66742.984),(33 66136.586),(34 67150.266),(35 66924.91),(36 66283.78),(37 66890.15),(38 66901.74),(39 66295.91),(40 65988.79),(41 67361.12),(42 68021.81),(43 67980.305),(44 68364.016),(45 69127.32),(46 69186.5),(47 69411.79),(48 69512.484),(49 69440.03),(50 68717.69),(51 70847.5),(52 72344.72),(53 73431.29),(54 72908.625),(55 72712.336),(56 73145.77),(57 73243.78),(58 72417.484),(59 73586.61),(60 74198.484),(61 75049.13),(62 74316.99),(63 74124.74),(64 73224.516),(65 72045.22),(66 72401.96),(67 73530.31),(68 72753.23),(69 71767.79),(70 70785.42),(71 71013.69),(72 70483.64),(73 69371.86),(74 70117.87),(75 69995.97),(76 70653.945),(77 71535.625),(78 71207.234),(79 71214.37),
(1 29562.88),(2 50070.84),(3 55234.19),(4 55289.313),(5 56093.184),(6 57847.47),(7 56965.688),(8 58220.375),(9 58046.004),(10 59142.08),(11 61586.984),(12 61390.074),(13 60985.582),(14 60278.168),(15 60953.08),(16 61735.902),(17 62589.926),(18 63716.957),(19 64475.99),(20 63643.582),(21 63204.887),(22 64363.98),(23 64102.395),(24 63726.848),(25 63863.254),(26 64381.527),(27 63182.004),(28 62567.28),(29 64244.426),(30 65026.906),(31 65737.984),(32 66210.8),(33 64989.207),(34 64832.613),(35 65112.387),(36 65521.08),(37 65435.3),(38 64388.605),(39 64581.797),(40 65230.12),(41 65777.34),(42 66375.87),(43 66325.7),(44 66564.164),(45 67303.76),(46 67780.164),(47 68202.44),(48 68877.94),(49 68802.375),(50 69569.6),(51 70395.805),(52 69943.4),(53 69618.586),(54 70173.875),(55 71414.84),(56 72351.71),(57 71846.26),(58 71542.445),(59 71949.03),(60 71839.32),(61 71930.57),(62 71466.83),(63 71587.49),(64 70808.234),(65 70902.64),(66 71946.98),(67 70747.98),(68 69262.625),(69 68974.47),(70 70128.55),(71 69756.43),(72 69387.46),(73 68925.586),(74 68982.02),(75 68909.68),(76 67885.13),(77 68661.586),(78 69548.336),(79 69548.49),
(1 29116.373),(2 49087.773),(3 53333.48),(4 55226.63),(5 55827.195),(6 56474.94),(7 55061.73),(8 55772.71),(9 57546.234),(10 58339.094),(11 59999.363),(12 60624.805),(13 61354.043),(14 62415.58),(15 61660.117),(16 62413.9),(17 63732.387),(18 62309.87),(19 61524.266),(20 62081.79),(21 61417.883),(22 61180.855),(23 61789.535),(24 62684.297),(25 62720.176),(26 62656.652),(27 61460.06),(28 60555.758),(29 61825.09),(30 62075.348),(31 62595.504),(32 63095.523),(33 62396.973),(34 61489.355),(35 63105.363),(36 63218.88),(37 63075.855),(38 64054.168),(39 65502.33),(40 66315.1),(41 65537.99),(42 64578.527),(43 66200.836),(44 67007.555),(45 67051.945),(46 67798.84),(47 69102.37),(48 68076.14),(49 68905.195),(50 70233.06),(51 70635.164),(52 68817.914),(53 68887.5),(54 70740.86),(55 71405.09),(56 69948.266),(57 69161.09),(58 69992.59),(59 70675.35),(60 71173.76),(61 71518.016),(62 71007.58),(63 69867.28),(64 69171.77),(65 69499.68),(66 70729.71),(67 70018.35),(68 68988.31),(69 68906.484),(70 67616.5),(71 67669.8),(72 68056.125),(73 67829.99),(74 67423.67),(75 69161.89),(76 67466.08),(77 67511.305),(78 67251.89),(79 66530.484),
(1 28410.463),(2 48423.13),(3 53257.563),(4 53377.67),(5 53803.23),(6 55776.184),(7 56158.633),(8 55652.477),(9 56666.9),(10 58415.12),(11 59861.945),(12 60023.918),(13 58915.113),(14 59335.02),(15 60609.332),(16 60664.445),(17 61814.25),(18 61776.03),(19 62403.86),(20 62321.348),(21 61365.895),(22 61580.61),(23 60852.395),(24 60839.047),(25 60075.016),(26 59836.03),(27 58916.46),(28 60198.48),(29 61264.387),(30 61186.375),(31 61967.984),(32 63510.004),(33 62589.027),(34 61313.69),(35 61350.91),(36 61062.91),(37 61414.633),(38 61147.71),(39 62135.188),(40 62138.42),(41 63632.914),(42 63517.098),(43 63263.176),(44 63103.47),(45 63287.19),(46 63790.68),(47 63650.785),(48 63585.23),(49 64564.03),(50 65697.984),(51 65976.59),(52 64772.7),(53 63823.29),(54 64854.117),(55 65883.77),(56 66610.734),(57 66651.97),(58 65828.89),(59 66774.055),(60 67624.57),(61 67039.74),(62 66712.836),(63 66102.66),(64 65527.332),(65 65648.09),(66 65473.97),(67 64175.188),(68 64823.797),(69 63767.02),(70 63594.867),(71 64102.633),(72 65018.71),(73 64775.22),(74 64261.914),(75 63482.086),(76 63012.707),(77 63702.36),(78 63256.59),(79 63925.855),
