1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 830.0449),(2 894.9269),(3 970.3728),(4 1018.56354),(5 1045.3268),(6 1055.6449),(7 1089.895),(8 1117.7211),(9 1131.467),(10 1141.9307),(11 1177.4601),(12 1209.8702),(13 1242.5498),(14 1254.3638),(15 1277.5121),(16 1283.8165),(17 1302.6427),(18 1342.8328),(19 1360.1238),(20 1368.7317),(21 1408.7762),(22 1406.8124),(23 1430.616),(24 1434.9664),(25 1462.6781),(26 1478.9512),(27 1518.3508),(28 1536.4197),(29 1529.9594),(30 1518.7996),(31 1544.455),(32 1529.9177),(33 1547.5883),(34 1538.6296),(35 1552.5084),(36 1536.9757),(37 1544.9794),(38 1546.5422),(39 1562.4646),(40 1527.3711),(41 1523.2936),(42 1533.385),(43 1528.0521),(44 1505.8301),(45 1524.9662),(46 1523.7601),(47 1503.9739),(48 1535.638),(49 1501.3059),(50 1503.8282),(51 1498.5475),(52 1487.5038),(53 1463.8564),(54 1472.398),(55 1465.4083),(56 1463.1531),(57 1470.067),(58 1447.0239),(59 1467.4758),(60 1444.2699),(61 1456.462),(62 1439.54),(63 1463.2394),(64 1462.8865),(65 1478.9298),(66 1479.57),(67 1481.9392),(68 1502.2701),(69 1475.3118),(70 1469.1896),(71 1476.2706),(72 1453.4912),(73 1454.0696),(74 1470.2186),(75 1453.4363),(76 1471.3135),(77 1442.6278),(78 1471.3103),(79 1479.699),
(1 818.7365),(2 868.39026),(3 965.45264),(4 997.5182),(5 1028.1285),(6 1044.2324),(7 1083.3588),(8 1090.7368),(9 1110.3766),(10 1116.1499),(11 1156.002),(12 1152.6638),(13 1166.5869),(14 1179.7668),(15 1213.6685),(16 1218.9879),(17 1238.1155),(18 1263.8168),(19 1299.7958),(20 1308.9773),(21 1303.6902),(22 1323.0251),(23 1329.8344),(24 1344.911),(25 1347.1996),(26 1388.5502),(27 1404.7308),(28 1422.132),(29 1434.8394),(30 1439.072),(31 1448.2676),(32 1454.8351),(33 1482.784),(34 1467.4286),(35 1466.8813),(36 1478.2015),(37 1471.7296),(38 1480.7787),(39 1487.0741),(40 1466.1528),(41 1455.1403),(42 1461.4783),(43 1445.3005),(44 1436.9327),(45 1431.3394),(46 1446.7736),(47 1434.4218),(48 1449.2307),(49 1439.4924),(50 1437.9456),(51 1435.8629),(52 1417.868),(53 1410.4978),(54 1396.9465),(55 1391.0187),(56 1379.8783),(57 1385.1123),(58 1363.0981),(59 1385.2346),(60 1370.8738),(61 1379.4204),(62 1386.7163),(63 1386.8347),(64 1383.8939),(65 1394.5762),(66 1412.6904),(67 1427.4954),(68 1432.9583),(69 1413.7961),(70 1403.3162),(71 1403.478),(72 1394.9612),(73 1401.5001),(74 1389.7649),(75 1392.1865),(76 1396.2213),(77 1399.5114),(78 1413.1964),(79 1430.0422),
(1 777.5193),(2 837.1457),(3 914.42395),(4 944.9134),(5 971.60925),(6 988.2065),(7 1014.1507),(8 1027.3992),(9 1030.2856),(10 1033.8396),(11 1072.3262),(12 1074.416),(13 1099.9542),(14 1094.7062),(15 1111.4532),(16 1110.6874),(17 1132.6235),(18 1163.77),(19 1168.88),(20 1181.6307),(21 1192.5889),(22 1201.2573),(23 1220.4609),(24 1234.1218),(25 1250.3842),(26 1271.9713),(27 1304.4968),(28 1321.9995),(29 1336.3807),(30 1338.6671),(31 1361.668),(32 1367.5092),(33 1378.2513),(34 1382.3607),(35 1390.2255),(36 1412.9773),(37 1407.0394),(38 1415.2258),(39 1425.8071),(40 1422.167),(41 1427.7732),(42 1421.8447),(43 1414.1238),(44 1416.7428),(45 1392.1036),(46 1411.6251),(47 1407.7697),(48 1418.552),(49 1425.7201),(50 1412.8766),(51 1412.4921),(52 1391.4302),(53 1380.5895),(54 1375.9939),(55 1358.4768),(56 1343.116),(57 1336.481),(58 1326.8771),(59 1337.3527),(60 1326.3518),(61 1315.3887),(62 1322.3151),(63 1332.7462),(64 1339.773),(65 1337.332),(66 1333.008),(67 1344.4092),(68 1334.6241),(69 1337.6674),(70 1316.6124),(71 1312.9121),(72 1309.7277),(73 1309.6633),(74 1305.8553),(75 1317.0985),(76 1301.576),(77 1319.2004),(78 1320.2035),(79 1345.7849),
(1 765.4022),(2 821.7954),(3 904.3285),(4 936.9368),(5 955.1878),(6 971.9793),(7 1011.08563),(8 1019.76324),(9 1034.0518),(10 1050.9702),(11 1073.746),(12 1069.0621),(13 1097.6246),(14 1099.3953),(15 1136.1613),(16 1131.3956),(17 1143.3419),(18 1174.5707),(19 1186.6454),(20 1198.5835),(21 1214.44),(22 1207.4926),(23 1250.3505),(24 1221.6494),(25 1239.7008),(26 1267.1057),(27 1299.1272),(28 1305.8807),(29 1325.2289),(30 1312.9303),(31 1330.083),(32 1329.2361),(33 1326.6884),(34 1347.3953),(35 1359.9744),(36 1364.1909),(37 1366.3844),(38 1363.1201),(39 1372.9017),(40 1374.9757),(41 1368.215),(42 1369.3281),(43 1369.5974),(44 1367.2406),(45 1357.6824),(46 1361.786),(47 1353.2799),(48 1379.3256),(49 1370.8802),(50 1363.5765),(51 1357.1901),(52 1344.2551),(53 1337.6116),(54 1339.9166),(55 1318.6694),(56 1317.8546),(57 1296.6705),(58 1304.0596),(59 1309.0884),(60 1291.0719),(61 1290.9961),(62 1285.8457),(63 1311.6285),(64 1314.5254),(65 1301.9607),(66 1311.6471),(67 1316.8817),(68 1331.0303),(69 1313.3326),(70 1293.5364),(71 1287.7246),(72 1281.7694),(73 1281.0248),(74 1276.286),(75 1285.0177),(76 1282.3411),(77 1276.8566),(78 1300.2562),(79 1319.2369),
(1 751.9019),(2 811.8327),(3 894.93835),(4 919.9287),(5 945.8398),(6 962.6059),(7 995.4298),(8 999.199),(9 1004.06335),(10 1030.0587),(11 1039.1509),(12 1048.3623),(13 1076.7338),(14 1088.9198),(15 1112.6125),(16 1115.9503),(17 1128.9464),(18 1161.8158),(19 1177.2029),(20 1178.6754),(21 1202.9501),(22 1213.0784),(23 1231.0131),(24 1229.3293),(25 1232.807),(26 1266.0599),(27 1280.488),(28 1296.7915),(29 1320.7161),(30 1315.2025),(31 1336.9615),(32 1328.2135),(33 1347.5894),(34 1358.7207),(35 1345.7417),(36 1356.7129),(37 1391.4419),(38 1392.4883),(39 1406.9945),(40 1397.5396),(41 1384.3894),(42 1384.9149),(43 1403.4863),(44 1385.5535),(45 1377.3649),(46 1377.3243),(47 1374.8055),(48 1387.571),(49 1387.2994),(50 1390.2708),(51 1392.5204),(52 1371.6309),(53 1344.7616),(54 1360.4266),(55 1336.6151),(56 1335.9127),(57 1333.9),(58 1313.0665),(59 1324.5313),(60 1310.2274),(61 1309.3224),(62 1301.2222),(63 1313.2003),(64 1326.826),(65 1331.9241),(66 1332.9589),(67 1339.3495),(68 1341.9475),(69 1340.4553),(70 1321.9121),(71 1314.5928),(72 1307.125),(73 1302.9553),(74 1302.6495),(75 1314.6704),(76 1306.6174),(77 1307.1166),(78 1330.1877),(79 1340.3143),
(1 748.14984),(2 795.72546),(3 869.3807),(4 906.07294),(5 934.3102),(6 952.6073),(7 986.6349),(8 986.245),(9 1003.599),(10 1026.8757),(11 1042.0807),(12 1060.6084),(13 1075.9274),(14 1079.9824),(15 1096.3223),(16 1090.8999),(17 1130.2898),(18 1137.5707),(19 1164.906),(20 1182.6487),(21 1191.2496),(22 1184.2745),(23 1213.894),(24 1202.9269),(25 1226.0073),(26 1233.0793),(27 1271.3683),(28 1270.2804),(29 1285.9623),(30 1293.2427),(31 1313.1404),(32 1296.4641),(33 1318.4833),(34 1322.2454),(35 1328.8176),(36 1328.5726),(37 1347.8467),(38 1339.4152),(39 1352.1554),(40 1342.891),(41 1342.9448),(42 1340.5326),(43 1339.8313),(44 1324.5044),(45 1316.5588),(46 1326.4658),(47 1311.1165),(48 1336.3302),(49 1322.6049),(50 1319.6265),(51 1311.3348),(52 1311.3241),(53 1297.6344),(54 1302.0983),(55 1281.9761),(56 1267.8099),(57 1263.2795),(58 1260.0282),(59 1269.2985),(60 1267.5536),(61 1256.3678),(62 1255.6057),(63 1262.5074),(64 1276.9911),(65 1258.0792),(66 1271.4585),(67 1275.7981),(68 1277.4305),(69 1279.1095),(70 1267.5533),(71 1247.8167),(72 1232.5352),(73 1242.599),(74 1232.7202),(75 1246.6143),(76 1245.9662),(77 1247.9927),(78 1271.035),(79 1298.7893),
(1 733.70276),(2 801.26544),(3 865.2083),(4 914.3966),(5 938.37494),(6 946.59875),(7 978.15155),(8 991.4677),(9 998.98737),(10 1022.21045),(11 1031.4446),(12 1047.7139),(13 1080.035),(14 1077.6932),(15 1097.9934),(16 1095.5771),(17 1131.8855),(18 1143.0525),(19 1172.0239),(20 1191.1611),(21 1186.5452),(22 1198.5573),(23 1215.6857),(24 1223.2521),(25 1245.6067),(26 1259.099),(27 1285.3555),(28 1291.2703),(29 1314.0383),(30 1315.483),(31 1332.3759),(32 1350.7216),(33 1373.5232),(34 1360.3845),(35 1376.0455),(36 1388.8042),(37 1398.7914),(38 1402.628),(39 1413.4487),(40 1393.4894),(41 1400.8265),(42 1404.9363),(43 1385.6771),(44 1371.436),(45 1366.8821),(46 1376.4705),(47 1369.8198),(48 1384.1145),(49 1383.2859),(50 1384.1097),(51 1366.5223),(52 1374.1249),(53 1343.5966),(54 1333.288),(55 1317.2727),(56 1304.048),(57 1309.6138),(58 1286.6356),(59 1300.4814),(60 1294.3828),(61 1283.3328),(62 1293.9973),(63 1292.5162),(64 1300.5826),(65 1304.5431),(66 1308.0414),(67 1310.9493),(68 1314.0804),(69 1289.3618),(70 1280.8635),(71 1263.6554),(72 1246.8774),(73 1261.1975),(74 1256.634),(75 1260.2273),(76 1282.5542),(77 1283.2479),(78 1299.6427),(79 1312.441),
(1 723.3989),(2 785.3581),(3 834.62506),(4 899.9782),(5 913.1261),(6 923.5827),(7 957.19147),(8 974.304),(9 974.5326),(10 990.6245),(11 1013.60077),(12 1014.28064),(13 1036.877),(14 1036.2042),(15 1069.3108),(16 1062.1323),(17 1100.6974),(18 1125.8232),(19 1151.79),(20 1147.1655),(21 1159.756),(22 1173.0308),(23 1193.4774),(24 1191.328),(25 1213.1268),(26 1234.4294),(27 1253.0903),(28 1267.5911),(29 1293.4885),(30 1296.6058),(31 1306.7439),(32 1312.3511),(33 1328.3435),(34 1335.1245),(35 1324.6984),(36 1338.3711),(37 1341.6956),(38 1346.5111),(39 1344.6267),(40 1338.3281),(41 1332.1527),(42 1330.947),(43 1313.6399),(44 1299.3458),(45 1308.1864),(46 1325.5817),(47 1321.2925),(48 1330.305),(49 1321.8268),(50 1317.882),(51 1320.7733),(52 1308.2535),(53 1290.8047),(54 1279.4116),(55 1281.2767),(56 1267.5413),(57 1262.2101),(58 1252.6393),(59 1248.7545),(60 1259.1378),(61 1258.6329),(62 1248.047),(63 1265.1536),(64 1266.5001),(65 1268.3031),(66 1275.1537),(67 1279.354),(68 1289.8389),(69 1281.4059),(70 1273.2732),(71 1258.9806),(72 1247.0156),(73 1257.8275),(74 1243.3264),(75 1254.9418),(76 1256.2484),(77 1253.0648),(78 1275.0964),(79 1288.5417),
(1 715.9081),(2 767.16846),(3 830.2522),(4 874.36145),(5 896.90063),(6 922.66925),(7 944.6484),(8 959.7612),(9 952.8395),(10 976.7718),(11 986.066),(12 989.3646),(13 1015.20557),(14 1027.3762),(15 1040.0127),(16 1053.3582),(17 1069.553),(18 1094.7799),(19 1114.2344),(20 1121.9781),(21 1125.7512),(22 1149.5143),(23 1165.4353),(24 1164.2164),(25 1177.374),(26 1187.9238),(27 1218.3641),(28 1232.524),(29 1243.4642),(30 1259.4353),(31 1266.0457),(32 1270.4321),(33 1290.4977),(34 1304.9656),(35 1301.473),(36 1317.4598),(37 1324.1763),(38 1319.1713),(39 1313.8496),(40 1324.9846),(41 1310.0156),(42 1306.2856),(43 1307.6421),(44 1286.7169),(45 1289.3646),(46 1309.2185),(47 1299.734),(48 1303.3975),(49 1300.5316),(50 1283.4658),(51 1301.208),(52 1296.9613),(53 1262.9011),(54 1258.2549),(55 1252.3704),(56 1248.927),(57 1244.0295),(58 1240.3271),(59 1235.4188),(60 1236.6056),(61 1228.8292),(62 1233.8507),(63 1256.6956),(64 1255.128),(65 1262.7445),(66 1279.3219),(67 1283.0033),(68 1284.2035),(69 1276.2141),(70 1270.9402),(71 1267.8689),(72 1246.3312),(73 1235.5707),(74 1241.0197),(75 1260.8077),(76 1257.3947),(77 1240.983),(78 1267.3907),(79 1276.2014),
(1 693.21375),(2 748.0159),(3 816.34015),(4 839.504),(5 867.60486),(6 890.6552),(7 930.9656),(8 946.9548),(9 950.42377),(10 969.91223),(11 984.49146),(12 995.43677),(13 1010.368),(14 1023.18176),(15 1051.5481),(16 1055.523),(17 1069.8828),(18 1103.0385),(19 1118.6283),(20 1117.857),(21 1130.2745),(22 1137.6324),(23 1150.4476),(24 1163.9551),(25 1173.0979),(26 1192.8026),(27 1210.2853),(28 1217.3267),(29 1237.1816),(30 1235.0771),(31 1250.7721),(32 1250.0677),(33 1276.6516),(34 1275.7806),(35 1274.977),(36 1277.6676),(37 1280.0007),(38 1277.8668),(39 1277.1582),(40 1296.5018),(41 1298.5922),(42 1293.2686),(43 1292.5983),(44 1281.971),(45 1287.0294),(46 1291.1398),(47 1290.3688),(48 1299.154),(49 1294.8651),(50 1288.9006),(51 1290.2548),(52 1276.7972),(53 1265.6786),(54 1247.8896),(55 1254.7635),(56 1240.7789),(57 1244.3102),(58 1246.0017),(59 1250.1857),(60 1255.2123),(61 1255.3909),(62 1244.1803),(63 1269.3458),(64 1267.2684),(65 1272.2264),(66 1291.994),(67 1291.8372),(68 1296.7524),(69 1294.7838),(70 1286.9014),(71 1272.0592),(72 1264.1741),(73 1269.896),(74 1260.572),(75 1251.8021),(76 1259.4739),(77 1253.015),(78 1276.0182),(79 1287.6534),
(1 680.92224),(2 736.1791),(3 800.6943),(4 825.5923),(5 852.0884),(6 858.99817),(7 895.55426),(8 899.59863),(9 908.33545),(10 912.95776),(11 936.8441),(12 955.56757),(13 976.74164),(14 977.4658),(15 1002.5192),(16 1016.75275),(17 1039.1647),(18 1057.7239),(19 1075.4532),(20 1076.7764),(21 1082.9093),(22 1098.2871),(23 1115.2007),(24 1140.7338),(25 1137.418),(26 1159.9142),(27 1166.1665),(28 1187.4578),(29 1198.1506),(30 1179.2855),(31 1202.0305),(32 1203.5979),(33 1230.3352),(34 1220.2451),(35 1221.9729),(36 1223.8707),(37 1233.8306),(38 1234.4918),(39 1229.917),(40 1223.5781),(41 1242.1044),(42 1228.6119),(43 1223.2272),(44 1232.1804),(45 1219.6738),(46 1222.2343),(47 1214.4307),(48 1237.661),(49 1212.205),(50 1212.4342),(51 1205.4658),(52 1197.2076),(53 1190.4911),(54 1186.6234),(55 1186.6501),(56 1177.243),(57 1163.9039),(58 1149.6456),(59 1166.6455),(60 1155.7139),(61 1174.3318),(62 1168.1355),(63 1179.0864),(64 1174.6422),(65 1179.3049),(66 1196.0347),(67 1200.4893),(68 1208.1198),(69 1198.1466),(70 1188.5945),(71 1183.9861),(72 1180.8839),(73 1186.1094),(74 1187.6119),(75 1174.7349),(76 1180.7285),(77 1174.4115),(78 1190.5857),(79 1211.5216),
(1 685.12573),(2 724.0605),(3 795.0394),(4 816.5877),(5 847.69867),(6 855.1545),(7 884.1095),(8 898.79865),(9 907.0421),(10 911.58356),(11 920.6604),(12 940.07886),(13 967.60645),(14 961.7695),(15 991.21436),(16 996.28284),(17 1008.2991),(18 1024.0245),(19 1050.6841),(20 1038.5659),(21 1058.9955),(22 1067.4928),(23 1084.0146),(24 1097.1678),(25 1091.5059),(26 1117.9913),(27 1122.1698),(28 1131.9773),(29 1155.3464),(30 1149.6346),(31 1162.2078),(32 1173.2063),(33 1191.2672),(34 1187.7017),(35 1202.5383),(36 1192.2671),(37 1199.049),(38 1205.4788),(39 1202.4492),(40 1200.9532),(41 1199.1241),(42 1182.3541),(43 1193.9354),(44 1193.1608),(45 1179.5233),(46 1190.6079),(47 1181.467),(48 1205.5969),(49 1198.9336),(50 1194.8171),(51 1178.6743),(52 1184.9971),(53 1174.8566),(54 1164.1418),(55 1157.5448),(56 1165.6771),(57 1149.1115),(58 1149.0887),(59 1151.809),(60 1139.5416),(61 1138.0057),(62 1141.4493),(63 1170.3475),(64 1163.0591),(65 1164.7166),(66 1178.8013),(67 1182.1729),(68 1191.3025),(69 1175.7767),(70 1168.6323),(71 1157.7994),(72 1144.5441),(73 1161.9437),(74 1159.9136),(75 1159.0466),(76 1158.7834),(77 1156.577),(78 1171.0955),(79 1197.5548),
(1 660.00494),(2 708.36523),(3 780.7918),(4 801.32916),(5 831.098),(6 850.228),(7 858.6944),(8 880.87463),(9 885.8631),(10 906.18616),(11 913.6992),(12 924.89233),(13 932.5107),(14 943.7875),(15 960.9717),(16 968.3907),(17 983.2979),(18 991.9399),(19 1012.1937),(20 1000.3856),(21 1026.346),(22 1037.1573),(23 1049.184),(24 1047.0929),(25 1045.156),(26 1070.4316),(27 1069.769),(28 1077.9161),(29 1090.3536),(30 1094.5447),(31 1104.8627),(32 1120.3287),(33 1134.4203),(34 1125.0736),(35 1121.509),(36 1130.569),(37 1143.7125),(38 1149.037),(39 1152.0809),(40 1143.1333),(41 1138.7476),(42 1130.9387),(43 1134.0332),(44 1140.9303),(45 1125.8302),(46 1141.4258),(47 1126.6431),(48 1155.2526),(49 1150.3148),(50 1141.5669),(51 1142.3337),(52 1142.0616),(53 1131.0735),(54 1113.2024),(55 1113.0378),(56 1111.6106),(57 1098.9065),(58 1093.0073),(59 1103.0009),(60 1097.7047),(61 1100.6415),(62 1101.2863),(63 1121.0522),(64 1121.2983),(65 1130.1405),(66 1145.0917),(67 1142.5209),(68 1156.3671),(69 1138.3774),(70 1123.3383),(71 1117.8738),(72 1108.7076),(73 1112.0063),(74 1116.278),(75 1117.4198),(76 1127.0378),(77 1129.9586),(78 1146.0979),(79 1158.3522),
(1 656.92474),(2 693.76215),(3 765.7708),(4 790.2291),(5 816.3928),(6 821.12665),(7 837.6935),(8 850.86224),(9 853.0411),(10 874.8355),(11 880.044),(12 900.7353),(13 914.1707),(14 917.25366),(15 939.20605),(16 946.7604),(17 968.4044),(18 993.3276),(19 1016.9793),(20 1018.09454),(21 1026.9954),(22 1031.4224),(23 1051.1998),(24 1050.2617),(25 1059.7932),(26 1071.7576),(27 1078.3286),(28 1087.2614),(29 1097.6265),(30 1099.156),(31 1114.2604),(32 1108.4972),(33 1126.9064),(34 1138.5276),(35 1141.6509),(36 1148.262),(37 1164.5494),(38 1162.878),(39 1158.39),(40 1160.0671),(41 1157.1154),(42 1148.2599),(43 1154.1592),(44 1138.6296),(45 1145.3162),(46 1140.6959),(47 1124.7443),(48 1161.0192),(49 1154.9478),(50 1149.9633),(51 1133.5227),(52 1134.156),(53 1126.4154),(54 1123.7341),(55 1110.2594),(56 1101.5258),(57 1101.4475),(58 1086.1969),(59 1096.7906),(60 1086.669),(61 1081.1019),(62 1086.2681),(63 1097.5151),(64 1099.4363),(65 1107.5737),(66 1115.2039),(67 1109.3951),(68 1118.3229),(69 1100.3885),(70 1091.8698),(71 1087.1013),(72 1077.9014),(73 1085.4186),(74 1080.3333),(75 1081.1522),(76 1087.3182),(77 1091.2275),(78 1109.3802),(79 1126.5718),
(1 662.146),(2 697.74835),(3 765.0168),(4 798.5633),(5 820.8775),(6 824.6065),(7 840.60046),(8 850.11646),(9 855.2771),(10 871.51697),(11 874.6386),(12 889.5179),(13 901.69916),(14 912.4065),(15 926.78235),(16 943.61304),(17 954.08),(18 967.8516),(19 985.18604),(20 992.7077),(21 988.78156),(22 994.7746),(23 994.419),(24 1012.5031),(25 1014.1537),(26 1027.9836),(27 1038.0249),(28 1055.0712),(29 1059.6365),(30 1066.428),(31 1076.9911),(32 1063.7401),(33 1083.712),(34 1092.0483),(35 1103.6694),(36 1108.5641),(37 1121.4796),(38 1121.6565),(39 1120.5452),(40 1113.1864),(41 1115.1846),(42 1113.332),(43 1125.5094),(44 1126.6843),(45 1118.4902),(46 1113.189),(47 1115.0214),(48 1127.1116),(49 1124.1537),(50 1114.3156),(51 1106.4072),(52 1102.9498),(53 1092.5093),(54 1101.2402),(55 1094.7009),(56 1085.8505),(57 1070.0166),(58 1064.0298),(59 1070.3413),(60 1056.6455),(61 1059.6293),(62 1055.1875),(63 1058.9938),(64 1066.6211),(65 1064.2688),(66 1067.9602),(67 1070.5345),(68 1072.2306),(69 1070.6008),(70 1062.6693),(71 1059.6161),(72 1050.1028),(73 1053.8405),(74 1060.0415),(75 1051.9507),(76 1062.5471),(77 1049.2767),(78 1080.7839),(79 1086.4738),
(1 631.9052),(2 670.84546),(3 726.60205),(4 770.5731),(5 793.68524),(6 799.2734),(7 823.15955),(8 850.1925),(9 844.1924),(10 858.4984),(11 864.7391),(12 884.769),(13 896.46027),(14 898.9793),(15 928.2792),(16 931.7646),(17 944.04456),(18 967.47235),(19 976.8617),(20 982.3788),(21 986.875),(22 1001.86444),(23 998.9747),(24 1020.4771),(25 1024.681),(26 1023.6604),(27 1044.9025),(28 1060.173),(29 1067.8326),(30 1070.7426),(31 1088.1497),(32 1090.3529),(33 1115.9775),(34 1116.451),(35 1116.3402),(36 1118.6503),(37 1124.5802),(38 1128.5801),(39 1115.1707),(40 1111.0576),(41 1112.9908),(42 1103.985),(43 1122.2358),(44 1111.2125),(45 1114.0872),(46 1114.1376),(47 1120.0553),(48 1129.5491),(49 1123.4756),(50 1108.8267),(51 1110.1066),(52 1103.8159),(53 1089.8351),(54 1080.4934),(55 1080.9294),(56 1082.3816),(57 1080.4196),(58 1060.4114),(59 1065.7318),(60 1059.4717),(61 1056.0758),(62 1046.6525),(63 1072.406),(64 1068.582),(65 1083.3739),(66 1081.2771),(67 1079.5596),(68 1086.6827),(69 1076.6266),(70 1068.7767),(71 1069.6145),(72 1061.9364),(73 1070.2089),(74 1075.5957),(75 1062.5692),(76 1073.079),(77 1064.2086),(78 1089.3303),(79 1097.8069),
(1 618.4238),(2 675.07605),(3 755.1179),(4 766.40076),(5 806.99646),(6 809.239),(7 841.4558),(8 866.8731),(9 862.74896),(10 875.81665),(11 885.42926),(12 893.08105),(13 911.5195),(14 918.92926),(15 946.48553),(16 957.5365),(17 969.1166),(18 994.68884),(19 1011.36145),(20 1014.06793),(21 1016.6122),(22 1033.1454),(23 1026.3757),(24 1049.5647),(25 1044.1884),(26 1063.8578),(27 1070.6123),(28 1086.9788),(29 1094.8967),(30 1086.413),(31 1108.4874),(32 1111.0214),(33 1129.5077),(34 1124.1068),(35 1117.3495),(36 1127.9352),(37 1127.6997),(38 1120.7446),(39 1126.4675),(40 1122.5952),(41 1133.4452),(42 1117.2635),(43 1122.9347),(44 1127.335),(45 1127.7402),(46 1124.7227),(47 1126.3345),(48 1135.2609),(49 1130.6235),(50 1126.0536),(51 1117.6376),(52 1119.2905),(53 1093.1503),(54 1096.8278),(55 1095.9072),(56 1097.6633),(57 1088.6125),(58 1081.8215),(59 1078.9962),(60 1068.3286),(61 1076.7386),(62 1072.3673),(63 1090.1234),(64 1091.6235),(65 1101.5623),(66 1108.4073),(67 1103.6565),(68 1118.2446),(69 1113.3282),(70 1106.2383),(71 1098.1072),(72 1086.4535),(73 1092.6125),(74 1105.5172),(75 1091.9731),(76 1112.8978),(77 1101.9989),(78 1126.7136),(79 1134.9915),
