1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1043121.8),(2 3931603.8),(3 8328922.5),(4 13757060),(5 19724648),(6 25901418),(7 31860934),(8 37101188),(9 41801816),(10 45966828),(11 50166220),(12 54748972),(13 59821868),(14 65217984),(15 70711656),(16 75878140),(17 80741176),(18 85101640),(19 89401720),(20 93565860),(21 96845336),(22 99119270),(23 101347740),(24 104117570),(25 107514750),(26 111792936),(27 116529690),(28 121907770),(29 127509930),(30 133069120),(31 137785100),(32 142409300),(33 147186510),(34 151584780),(35 155133260),(36 157445600),(37 158879180),(38 159655020),(39 160048720),(40 159686620),(41 158968900),(42 158847100),(43 159759950),(44 160969900),(45 161847870),(46 163091840),(47 165163920),(48 168157680),(49 172466450),(50 177792850),(51 183758340),(52 189464240),(53 196188300),(54 203142020),(55 210876180),(56 218462160),(57 226383360),(58 234996530),(59 244617600),(60 254732860),(61 265012500),(62 275516030),(63 285390430),(64 294784860),(65 303583230),(66 313105700),(67 322871140),(68 333464800),(69 343255460),(70 350611300),(71 356093860),(72 360799070),(73 365833900),(74 372689500),(75 381375360),(76 390730200),(77 400099840),(78 409984000),(79 420077920),
(1 895439.5),(2 3398360.5),(3 7249406.5),(4 11998632),(5 17382028),(6 23028214),(7 28718102),(8 34222870),(9 39456216),(10 44388744),(11 49478970),(12 54986280),(13 60754870),(14 66776520),(15 72899380),(16 79098770),(17 85209300),(18 90904456),(19 96377560),(20 101454580),(21 106065416),(22 109874480),(23 112919500),(24 115725230),(25 118630270),(26 121971224),(27 125717650),(28 129278980),(29 132816744),(30 135914850),(31 138042000),(32 139668400),(33 140922110),(34 141822930),(35 142167140),(36 142582180),(37 143349120),(38 144353710),(39 146023520),(40 147741540),(41 149691900),(42 152081010),(43 154375120),(44 156403920),(45 157650690),(46 158286510),(47 158409570),(48 157956960),(49 157483820),(50 156906780),(51 156134350),(52 155137800),(53 154170400),(54 153359840),(55 152748380),(56 152266450),(57 152056670),(58 152008350),(59 152410240),(60 153467660),(61 154831980),(62 156747940),(63 158375120),(64 159508590),(65 160247120),(66 161331630),(67 162755300),(68 164728180),(69 167214370),(70 169213090),(71 170545300),(72 171673420),(73 172844850),(74 174158640),(75 175499380),(76 176057470),(77 176450380),(78 176851420),(79 176872450),
(1 1274048.3),(2 4902490.5),(3 10599942),(4 17951384),(5 26683038),(6 36473660),(7 46941204),(8 57835660),(9 68807880),(10 79809670),(11 90828580),(12 101874070),(13 112963736),(14 124186340),(15 135786110),(16 147619790),(17 159388130),(18 171060240),(19 182478460),(20 193901180),(21 205532750),(22 217142020),(23 228546180),(24 239968180),(25 251257920),(26 261911800),(27 272049540),(28 281002850),(29 289064740),(30 297192030),(31 304995620),(32 312053220),(33 319030430),(34 325789730),(35 332396260),(36 339244670),(37 346706900),(38 354423680),(39 363034370),(40 371055870),(41 378566050),(42 385108860),(43 390652300),(44 394583040),(45 397001300),(46 397949440),(47 397204900),(48 394792960),(49 391268000),(50 386849700),(51 381786750),(52 375556860),(53 368585630),(54 361021950),(55 352492800),(56 343212320),(57 333544200),(58 323717540),(59 314306300),(60 304543600),(61 295131260),(62 286613280),(63 279040300),(64 272695300),(65 267168560),(66 262726350),(67 258847170),(68 255292540),(69 251839170),(70 248891470),(71 246882160),(72 245502420),(73 245419380),(74 246635090),(75 249004180),(76 251911120),(77 256120260),(78 262058670),(79 269282720),
(1 1400002.4),(2 5332647.5),(3 11454241),(4 19311986),(5 28693924),(6 39675156),(7 51852570),(8 65035180),(9 78904424),(10 93417690),(11 108524984),(12 123888070),(13 139294940),(14 154699890),(15 169959440),(16 185326270),(17 200729260),(18 216177890),(19 231564880),(20 246613500),(21 261813760),(22 277398750),(23 292703260),(24 307312770),(25 321233340),(26 334572800),(27 347747000),(28 359974900),(29 371352500),(30 381710050),(31 390631870),(32 398428130),(33 405044160),(34 410858940),(35 415850600),(36 420165860),(37 423772500),(38 426372670),(39 428424400),(40 429236670),(41 428979800),(42 427459550),(43 425451740),(44 423144300),(45 420540400),(46 417298180),(47 413736670),(48 409882000),(49 405394600),(50 400477250),(51 394491140),(52 387959680),(53 381419740),(54 374548500),(55 367682720),(56 360864830),(57 353989570),(58 347061920),(59 340155000),(60 333294000),(61 326476930),(62 319680220),(63 312771840),(64 305787970),(65 298562370),(66 291632000),(67 285317570),(68 279771600),(69 274911870),(70 271639700),(71 270330500),(72 270727330),(73 272530080),(74 275322500),(75 279194700),(76 283598980),(77 288930880),(78 295051940),(79 301551680),
(1 1090569.9),(2 4162040.8),(3 8971763),(4 15220097),(5 22800066),(6 31809862),(7 41861852),(8 52938470),(9 64642492),(10 76717220),(11 89017416),(12 101245090),(13 112899680),(14 124175060),(15 135352220),(16 146439520),(17 157160820),(18 167546740),(19 177483360),(20 186510770),(21 194854400),(22 202796180),(23 209977540),(24 215839980),(25 220360380),(26 224258260),(27 227699710),(28 230780930),(29 233547100),(30 235702320),(31 237006450),(32 237605570),(33 237644340),(34 237607790),(35 237579020),(36 237093870),(37 236109940),(38 234740370),(39 232945940),(40 230981840),(41 228802860),(42 226512200),(43 224375340),(44 222148460),(45 219940210),(46 217965300),(47 216094200),(48 214632000),(49 212973420),(50 210924400),(51 208522430),(52 205979700),(53 203083580),(54 199846770),(55 196525840),(56 193326850),(57 190211740),(58 187289490),(59 184415730),(60 181488100),(61 178807620),(62 176058600),(63 173367940),(64 170907040),(65 168791060),(66 167535250),(67 167101840),(68 167785420),(69 168865860),(70 170515150),(71 172399940),(72 174505660),(73 176685760),(74 178626510),(75 180265780),(76 181733170),(77 183015100),(78 184126300),(79 184998960),
(1 906562.4),(2 3384683.3),(3 7081269),(4 11645828),(5 17001640),(6 23014020),(7 29552458),(8 36464400),(9 43582176),(10 50870932),(11 58401644),(12 65776364),(13 72918910),(14 79869940),(15 86693910),(16 93384180),(17 99955370),(18 106277950),(19 112026510),(20 116937830),(21 121152300),(22 124784790),(23 128090960),(24 130817940),(25 133217140),(26 135264850),(27 136788370),(28 137791540),(29 138658610),(30 139595220),(31 140556670),(32 141262620),(33 141853400),(34 142396300),(35 142594910),(36 142665940),(37 142544030),(38 142319860),(39 141828900),(40 141258340),(41 140739800),(42 140423600),(43 140050530),(44 139335420),(45 138648720),(46 137833070),(47 137146190),(48 136623710),(49 136151630),(50 135379970),(51 134099944),(52 132419864),(53 130157720),(54 127161360),(55 123681420),(56 119734350),(57 115774550),(58 111939980),(59 108308184),(60 104984720),(61 102273870),(62 100192890),(63 98752500),(64 97946060),(65 97767040),(66 98277336),(67 99486616),(68 101483630),(69 103999370),(70 106666420),(71 109554650),(72 112652070),(73 115705320),(74 118784590),(75 121890640),(76 124892610),(77 127928110),(78 130957570),(79 133672130),
(1 1138218.3),(2 4337865),(3 9108556),(4 14984870),(5 21685416),(6 28851746),(7 36369190),(8 43908280),(9 51328840),(10 58354840),(11 65183844),(12 72108856),(13 79016264),(14 85915560),(15 92762750),(16 99578040),(17 106220760),(18 112102310),(19 117112370),(20 120741370),(21 123280550),(22 124917304),(23 126152616),(24 126858480),(25 126938770),(26 126269070),(27 125006180),(28 123679120),(29 122665810),(30 121986360),(31 121458360),(32 121089496),(33 120946000),(34 121020820),(35 121270710),(36 121627440),(37 122041200),(38 122552880),(39 123249440),(40 124070390),(41 125063430),(42 126198010),(43 127618300),(44 129122530),(45 130537144),(46 131704290),(47 132864350),(48 133460080),(49 133305390),(50 132347384),(51 130967610),(52 129507940),(53 127640776),(54 125232936),(55 122192680),(56 118826150),(57 115243000),(58 111498700),(59 107588260),(60 103666740),(61 99998150),(62 96593030),(63 93174600),(64 89764870),(65 86431544),(66 83190050),(67 80333650),(68 78142600),(69 76552390),(70 75440856),(71 74636810),(72 73975630),(73 73580890),(74 73333870),(75 73463570),(76 74004824),(77 74977210),(78 76192860),(79 77642730),
(1 1062073.6),(2 3953436.3),(3 8259359.5),(4 13556645),(5 19491052),(6 25782638),(7 32102342),(8 38252036),(9 44100876),(10 49621964),(11 54705270),(12 59398144),(13 63656384),(14 67615720),(15 71279970),(16 74537224),(17 77130240),(18 78947256),(19 80124264),(20 80679850),(21 80588070),(22 79939610),(23 78905310),(24 77951096),(25 77247270),(26 77066790),(27 77468776),(28 78329430),(29 79574310),(30 81437370),(31 83931360),(32 86693496),(33 90038424),(34 93828870),(35 98120480),(36 102850360),(37 107670960),(38 112355736),(39 117007520),(40 121350104),(41 125202670),(42 128469600),(43 131365370),(44 133395750),(45 134347620),(46 134557150),(47 134119410),(48 132859660),(49 131509020),(50 130126770),(51 128831610),(52 127331960),(53 125532240),(54 123446330),(55 120982104),(56 118060390),(57 114763040),(58 111253576),(59 107549010),(60 103775010),(61 99837336),(62 95889990),(63 91944730),(64 88069240),(65 84311280),(66 80854380),(67 77909300),(68 75809650),(69 74226060),(70 73093650),(71 72315250),(72 71941016),(73 71856850),(74 72171020),(75 72760530),(76 73834960),(77 75376970),(78 77357570),(79 79606060),
(1 1052332.3),(2 3951165.8),(3 8344415),(4 13810504),(5 19908384),(6 26422494),(7 32949008),(8 39186840),(9 44878132),(10 49982590),(11 54500080),(12 58527172),(13 62090972),(14 65195504),(15 67880024),(16 70227830),(17 72240184),(18 73907816),(19 75295810),(20 76389440),(21 77038420),(22 77263000),(23 77268560),(24 77154824),(25 76984440),(26 76669360),(27 76362460),(28 76242760),(29 76191496),(30 76114970),(31 76400220),(32 77082840),(33 77858050),(34 78730740),(35 79604010),(36 80353580),(37 81067280),(38 81758120),(39 82485140),(40 83031940),(41 83374290),(42 83385620),(43 82958180),(44 82056536),(45 80829416),(46 79514740),(47 78165800),(48 76785850),(49 75301140),(50 73760856),(51 72247580),(52 70586400),(53 68771760),(54 66923940),(55 65129080),(56 63374812),(57 61718936),(58 60111670),(59 58542130),(60 57165176),(61 55914740),(62 54859640),(63 54065316),(64 53674344),(65 53617220),(66 53972370),(67 54646060),(68 55557332),(69 56454212),(70 57370016),(71 58459076),(72 59669824),(73 60810220),(74 61636660),(75 62230380),(76 62593700),(77 62843520),(78 63030790),(79 63213056),
(1 814414.44),(2 3041386.3),(3 6278242),(4 10201401),(5 14557145),(6 19141010),(7 23648520),(8 27726988),(9 31350346),(10 34566276),(11 37586396),(12 40466296),(13 43232868),(14 45939184),(15 48355576),(16 50452170),(17 52000150),(18 52878668),(19 53189050),(20 52870930),(21 52034148),(22 50872908),(23 49427292),(24 47807920),(25 46065296),(26 44600110),(27 43291010),(28 42205924),(29 41214484),(30 40307380),(31 39601972),(32 39051576),(33 38763280),(34 38645096),(35 38747264),(36 38998740),(37 39424388),(38 40011160),(39 40767280),(40 41575376),(41 42257572),(42 42669640),(43 43019540),(44 43411016),(45 43850800),(46 44130510),(47 44295828),(48 44379080),(49 44530540),(50 44864812),(51 45170336),(52 45263020),(53 45309110),(54 45384588),(55 45503068),(56 45738564),(57 45945560),(58 46017684),(59 45819030),(60 45729556),(61 45614270),(62 45432156),(63 45326228),(64 45125972),(65 44744200),(66 44202892),(67 43677360),(68 43168852),(69 42522724),(70 41794990),(71 41081628),(72 40573816),(73 40243948),(74 40028680),(75 39916780),(76 39932350),(77 39956344),(78 40048630),(79 40117796),
(1 738005.5),(2 2709683.8),(3 5396342.5),(4 8364900.5),(5 11373268),(6 14270440),(7 17015150),(8 19421564),(9 21492214),(10 23358544),(11 25134114),(12 26868174),(13 28436718),(14 29761674),(15 30839060),(16 31673446),(17 32230408),(18 32512874),(19 32639910),(20 32598998),(21 32506538),(22 32397346),(23 32361122),(24 32459114),(25 32713838),(26 32983702),(27 33248082),(28 33494592),(29 33635010),(30 33845028),(31 34213696),(32 34553292),(33 34698156),(34 34551116),(35 34203084),(36 33746236),(37 33338646),(38 33012728),(39 32818066),(40 32758610),(41 32909726),(42 33398238),(43 34135664),(44 34883644),(45 35418436),(46 35779184),(47 35965612),(48 36012570),(49 36078760),(50 36175684),(51 36270188),(52 36217196),(53 36202184),(54 36109200),(55 35908736),(56 35623736),(57 35322870),(58 34998308),(59 34664600),(60 34413668),(61 34161096),(62 34083644),(63 34181450),(64 34498920),(65 34848190),(66 35142750),(67 35426188),(68 35535428),(69 35247996),(70 34684920),(71 34197196),(72 33987260),(73 33995696),(74 34114816),(75 34253810),(76 34323900),(77 34317456),(78 34313444),(79 34185388),
