1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49470.547),(2 144475.8),(3 329417.97),(4 547652.94),(5 850134.25),(6 1157364.9),(7 1529665.6),(8 1892741),(9 2298644.8),(10 2665569),(11 3057845),(12 3374225.3),(13 3703409),(14 3990851.8),(15 4231795.5),(16 4451103.5),(17 4641723.5),(18 4808268.5),(19 4934020),(20 5041214.5),(21 5103789.5),(22 5146846.5),(23 5136983.5),(24 5105131),(25 5059790),(26 5014530.5),(27 4959732),(28 4899461.5),(29 4836817.5),(30 4777541.5),(31 4725573.5),(32 4705926.5),(33 4669383.5),(34 4674815.5),(35 4703534),(36 4773485.5),(37 4823805.5),(38 4902385.5),(39 5040376.5),(40 5182915.5),(41 5359357.5),(42 5494160.5),(43 5654634.5),(44 5790400),(45 5899238.5),(46 5950761.5),(47 5948384.5),(48 5899662.5),(49 5822810.5),(50 5715938.5),(51 5570357),(52 5426082.5),(53 5307277.5),(54 5173536.5),(55 5089050),(56 5033502),(57 5030702),(58 5022341.5),(59 5092028.5),(60 5165068.5),(61 5306651.5),(62 5413814.5),(63 5531692.5),(64 5639314.5),(65 5737485.5),(66 5800784),(67 5900372),(68 6004298),(69 6118827.5),(70 6253872),(71 6376897.5),(72 6507584),(73 6632100),(74 6743661.5),(75 6844048.5),(76 6937148),(77 7008367.5),(78 7070805.5),(79 7136726.5),
(1 318.29712),(2 473.03687),(3 567.31354),(4 647.0637),(5 701.5507),(6 754.0086),(7 776.19415),(8 806.3769),(9 816.97437),(10 834.6519),(11 837.3085),(12 846.90356),(13 864.91956),(14 887.49725),(15 910.19464),(16 922.1191),(17 937.0983),(18 937.51587),(19 948.3442),(20 951.32227),(21 951.1299),(22 945.6693),(23 938.77637),(24 943.2996),(25 945.84924),(26 945.7717),(27 969.596),(28 972.2154),(29 978.7038),(30 988.79663),(31 1000.35034),(32 1008.1741),(33 1010.39276),(34 1013.83093),(35 1023.80237),(36 1018.1495),(37 1024.7229),(38 1030.3536),(39 1032.2096),(40 1049.0153),(41 1041.4353),(42 1040.0126),(43 1035.6489),(44 1043.5388),(45 1046.7771),(46 1051.1649),(47 1038.4581),(48 1046.432),(49 1026.9364),(50 1036.1925),(51 1032.7179),(52 1032.4933),(53 1033.6014),(54 1037.8231),(55 1025.8647),(56 1024.707),(57 1026.7157),(58 1050.157),(59 1041.6709),(60 1045.4543),(61 1042.6295),(62 1040.5497),(63 1045.1399),(64 1030.1296),(65 1032.7716),(66 1040.0453),(67 1043.7219),(68 1043.1707),(69 1061.6713),(70 1061.1046),(71 1059.2036),(72 1059.938),(73 1060.632),(74 1057.7368),(75 1069.8978),(76 1073.5304),(77 1071.12),(78 1068.8702),(79 1070.4065),
(1 312.8444),(2 469.3193),(3 555.34143),(4 638.9206),(5 692.71466),(6 743.6646),(7 777.48505),(8 807.77344),(9 822.07526),(10 838.31885),(11 852.44556),(12 859.34576),(13 863.14355),(14 877.4068),(15 899.13696),(16 901.27185),(17 898.1183),(18 909.69946),(19 918.7584),(20 925.0415),(21 933.831),(22 928.0636),(23 929.9626),(24 930.2179),(25 941.8246),(26 936.2516),(27 952.32697),(28 952.2361),(29 967.9885),(30 969.262),(31 978.9075),(32 970.1121),(33 987.1313),(34 992.17206),(35 1001.7743),(36 1003.15717),(37 1004.37604),(38 1034.5994),(39 1024.9698),(40 1031.36),(41 1027.7932),(42 1029.6447),(43 1030.529),(44 1045.6254),(45 1034.725),(46 1054.2594),(47 1061.1548),(48 1069.588),(49 1052.4462),(50 1073.0022),(51 1050.9128),(52 1038.802),(53 1037.089),(54 1044.0988),(55 1025.0857),(56 1037.788),(57 1028.707),(58 1032.1852),(59 1014.13385),(60 1013.0994),(61 1030.1587),(62 1017.089),(63 1023.4192),(64 1031.687),(65 1038.5922),(66 1057.1521),(67 1058.5101),(68 1059.0194),(69 1052.982),(70 1044.7754),(71 1047.6543),(72 1033.5885),(73 1032.0972),(74 1022.284),(75 1027.3206),(76 1026.389),(77 1013.8051),(78 994.8747),(79 1001.6616),
(1 309.88425),(2 456.5196),(3 533.73706),(4 609.8768),(5 662.3502),(6 711.6728),(7 740.8905),(8 769.2793),(9 786.0767),(10 805.6906),(11 819.824),(12 836.45325),(13 851.14215),(14 860.06714),(15 874.85895),(16 877.8409),(17 897.22894),(18 914.29034),(19 925.5454),(20 933.19653),(21 931.57623),(22 939.8731),(23 949.82623),(24 950.97986),(25 961.95483),(26 959.9312),(27 968.73444),(28 973.2627),(29 979.48425),(30 965.9238),(31 982.58813),(32 980.7656),(33 990.0582),(34 999.9148),(35 1013.3002),(36 995.29504),(37 999.62006),(38 1009.4462),(39 1008.75696),(40 1003.17065),(41 993.3337),(42 1012.6954),(43 1001.9571),(44 997.3341),(45 1008.08514),(46 1024.1836),(47 1028.2693),(48 1032.4248),(49 1037.0645),(50 1022.24457),(51 1008.3262),(52 1005.90955),(53 1005.933),(54 1013.1265),(55 1010.9434),(56 1019.01886),(57 1016.80164),(58 1025.519),(59 1016.1597),(60 1020.25745),(61 1015.12726),(62 1020.0331),(63 1034.8225),(64 1036.5977),(65 1037.2654),(66 1036.3822),(67 1047.248),(68 1038.0597),(69 1030.9995),(70 1029.4016),(71 1029.7616),(72 1019.69946),(73 1027.3638),(74 1036.3954),(75 1026.6611),(76 1016.96564),(77 1011.8489),(78 987.60333),(79 979.595),
(1 296.0685),(2 445.89478),(3 527.8861),(4 602.80615),(5 651.69824),(6 706.62714),(7 735.27026),(8 760.81915),(9 785.255),(10 807.50867),(11 816.32),(12 841.8845),(13 857.23346),(14 877.1491),(15 904.16943),(16 906.3382),(17 907.71893),(18 921.57855),(19 937.15717),(20 945.3847),(21 947.6836),(22 951.0407),(23 964.63214),(24 962.38354),(25 968.6014),(26 969.6885),(27 968.41797),(28 979.21643),(29 983.4165),(30 973.1037),(31 983.74255),(32 994.0881),(33 989.39233),(34 983.32513),(35 994.72266),(36 992.08765),(37 990.61066),(38 998.62506),(39 988.7099),(40 988.7761),(41 996.05554),(42 996.08264),(43 989.47626),(44 987.3808),(45 981.0301),(46 975.8257),(47 981.2582),(48 991.0317),(49 991.38824),(50 999.57117),(51 990.60925),(52 992.27075),(53 971.9287),(54 986.3612),(55 979.26056),(56 984.1031),(57 980.2439),(58 994.6492),(59 986.5093),(60 989.63556),(61 987.17633),(62 980.2164),(63 975.07104),(64 971.5139),(65 964.3404),(66 973.48895),(67 972.35095),(68 961.94055),(69 957.85236),(70 958.0297),(71 965.04425),(72 961.757),(73 953.15375),(74 959.10364),(75 968.05023),(76 960.8434),(77 964.3515),(78 960.2188),(79 971.24725),
(1 292.7245),(2 438.96765),(3 521.16754),(4 592.7126),(5 646.04535),(6 700.21497),(7 729.1745),(8 759.7015),(9 783.4658),(10 799.39374),(11 802.25183),(12 815.74835),(13 826.5716),(14 835.9843),(15 855.82855),(16 856.8913),(17 871.4492),(18 879.96326),(19 893.80347),(20 891.626),(21 901.5636),(22 902.1692),(23 910.6345),(24 905.47095),(25 919.86084),(26 918.0687),(27 931.0698),(28 923.2857),(29 927.2729),(30 923.4099),(31 925.399),(32 925.5208),(33 939.4371),(34 936.97174),(35 944.4545),(36 936.9507),(37 936.3018),(38 953.4624),(39 940.40155),(40 936.8076),(41 937.14307),(42 933.6622),(43 920.18695),(44 922.26996),(45 913.80536),(46 916.0807),(47 914.0599),(48 910.7925),(49 903.7165),(50 913.3819),(51 917.43774),(52 928.37665),(53 938.8805),(54 951.847),(55 934.28845),(56 947.48566),(57 941.04877),(58 946.11597),(59 937.8249),(60 935.2508),(61 944.3286),(62 944.02594),(63 947.231),(64 941.0153),(65 952.5751),(66 940.4096),(67 952.6802),(68 945.5161),(69 957.5807),(70 952.82623),(71 949.56256),(72 949.1727),(73 946.3773),(74 945.81305),(75 941.4427),(76 934.51105),(77 949.1543),(78 942.4647),(79 951.39526),
(1 297.1063),(2 442.67993),(3 521.9042),(4 588.2063),(5 627.11163),(6 680.8207),(7 707.3714),(8 726.8599),(9 743.60284),(10 775.205),(11 780.32104),(12 795.5579),(13 799.8711),(14 811.75415),(15 827.4988),(16 827.3991),(17 841.20966),(18 842.8852),(19 844.5819),(20 845.6822),(21 854.98083),(22 860.30505),(23 866.0352),(24 861.38153),(25 865.61957),(26 871.1654),(27 872.39624),(28 862.62177),(29 875.885),(30 868.6595),(31 886.695),(32 887.18134),(33 902.64734),(34 905.1211),(35 912.5123),(36 906.002),(37 905.5921),(38 919.75854),(39 930.6223),(40 939.27313),(41 924.9182),(42 925.9217),(43 925.08746),(44 923.8688),(45 925.28265),(46 926.02057),(47 922.9291),(48 929.78174),(49 941.57306),(50 947.54297),(51 937.22986),(52 940.74493),(53 940.3263),(54 949.6389),(55 942.57837),(56 946.66235),(57 949.7121),(58 945.53815),(59 943.2574),(60 941.4567),(61 940.3521),(62 941.07886),(63 946.1715),(64 951.05396),(65 956.6058),(66 949.7889),(67 953.9099),(68 945.40607),(69 951.9963),(70 940.49835),(71 937.8018),(72 930.4394),(73 930.8989),(74 933.1158),(75 930.24786),(76 916.67096),(77 918.06934),(78 917.21204),(79 914.92413),
(1 289.74817),(2 426.84088),(3 503.6091),(4 566.6605),(5 612.60175),(6 646.9129),(7 666.1692),(8 691.96655),(9 712.1547),(10 730.11096),(11 732.85657),(12 744.48737),(13 754.40784),(14 775.10254),(15 782.78143),(16 781.94446),(17 792.41034),(18 795.43555),(19 808.7619),(20 803.02246),(21 813.0417),(22 820.3949),(23 832.8412),(24 831.04834),(25 839.6737),(26 835.537),(27 842.31506),(28 844.3495),(29 855.84955),(30 849.5293),(31 852.03204),(32 855.7609),(33 866.2626),(34 877.07794),(35 894.2662),(36 885.2277),(37 897.01483),(38 911.0527),(39 911.78754),(40 920.97455),(41 916.662),(42 922.57654),(43 921.74976),(44 923.75507),(45 932.8388),(46 947.407),(47 935.822),(48 939.2576),(49 930.9566),(50 939.42053),(51 928.41187),(52 930.89056),(53 931.3249),(54 937.1207),(55 936.74054),(56 936.47424),(57 927.7862),(58 931.12823),(59 924.1997),(60 920.818),(61 915.201),(62 920.48944),(63 929.5151),(64 924.09564),(65 928.73584),(66 935.1837),(67 932.61975),(68 925.17523),(69 917.7412),(70 912.9039),(71 909.79285),(72 906.14716),(73 912.1265),(74 906.4053),(75 909.9554),(76 901.15045),(77 902.0804),(78 906.77313),(79 908.4493),
(1 283.2067),(2 416.77774),(3 493.2046),(4 558.4396),(5 595.63165),(6 634.5228),(7 654.1347),(8 681.20715),(9 702.94116),(10 730.2714),(11 737.7107),(12 750.0017),(13 752.9809),(14 762.8811),(15 788.20984),(16 783.8414),(17 795.5563),(18 809.6115),(19 826.06177),(20 822.46967),(21 831.10944),(22 840.3231),(23 847.93665),(24 852.7708),(25 869.106),(26 867.8516),(27 873.7853),(28 877.9921),(29 882.0078),(30 880.4938),(31 891.64056),(32 889.5223),(33 893.3032),(34 886.18256),(35 899.68634),(36 897.69666),(37 896.5834),(38 915.6454),(39 911.28754),(40 914.58636),(41 920.0542),(42 926.1145),(43 926.78076),(44 926.5832),(45 915.40344),(46 906.00366),(47 899.11456),(48 898.10706),(49 894.8646),(50 900.264),(51 903.427),(52 911.11096),(53 908.44415),(54 909.5227),(55 912.0105),(56 926.90607),(57 906.0694),(58 914.5105),(59 908.5971),(60 911.1354),(61 906.63135),(62 913.22504),(63 921.25305),(64 919.55176),(65 918.63464),(66 915.97577),(67 929.20166),(68 927.19824),(69 928.4444),(70 924.022),(71 931.69354),(72 917.43646),(73 920.07904),(74 908.6383),(75 916.1286),(76 903.8692),(77 895.7963),(78 888.9378),(79 893.5277),
(1 270.23148),(2 398.2239),(3 477.2964),(4 529.3193),(5 576.94574),(6 615.9611),(7 633.9295),(8 657.613),(9 669.1978),(10 691.94336),(11 697.5923),(12 712.0312),(13 724.9822),(14 740.3586),(15 746.2221),(16 748.6105),(17 759.84644),(18 764.926),(19 771.8653),(20 768.17426),(21 773.3703),(22 767.16583),(23 771.2551),(24 768.4405),(25 783.71564),(26 777.94714),(27 784.5224),(28 777.9168),(29 785.73596),(30 786.1146),(31 801.5542),(32 799.2827),(33 807.4797),(34 795.69904),(35 805.2405),(36 799.4914),(37 798.94257),(38 808.9714),(39 807.3412),(40 805.96045),(41 815.26483),(42 815.4807),(43 815.58813),(44 820.4429),(45 817.04553),(46 811.8265),(47 812.5162),(48 823.51025),(49 813.93933),(50 826.12354),(51 821.9436),(52 827.21204),(53 831.4158),(54 831.8557),(55 824.2335),(56 826.24243),(57 823.9523),(58 828.4524),(59 825.50323),(60 828.25055),(61 832.65265),(62 831.12024),(63 836.1323),(64 825.3898),(65 829.0008),(66 826.36676),(67 833.4058),(68 826.8151),(69 831.85583),(70 823.4658),(71 829.6878),(72 823.90015),(73 827.8458),(74 829.793),(75 841.11194),(76 837.56146),(77 848.1853),(78 838.8133),(79 848.2362),
(1 275.71356),(2 407.7038),(3 475.70053),(4 540.5751),(5 582.78674),(6 628.6306),(7 644.9318),(8 679.11096),(9 698.8019),(10 729.5432),(11 740.328),(12 755.7004),(13 764.16266),(14 774.7817),(15 787.0875),(16 796.4146),(17 805.07526),(18 808.62787),(19 819.2055),(20 825.06525),(21 833.78735),(22 839.29834),(23 839.44727),(24 839.76904),(25 839.4241),(26 830.2217),(27 830.59485),(28 818.01917),(29 827.2952),(30 825.85614),(31 842.4401),(32 841.36096),(33 856.6125),(34 850.14185),(35 866.71564),(36 857.1774),(37 860.96954),(38 862.2337),(39 846.2385),(40 849.288),(41 856.79504),(42 867.23175),(43 863.96954),(44 878.8124),(45 886.8549),(46 885.78235),(47 881.8238),(48 894.18414),(49 887.8041),(50 890.17145),(51 881.75543),(52 872.54065),(53 864.8452),(54 860.21985),(55 852.1833),(56 861.7276),(57 849.11694),(58 848.5084),(59 845.50287),(60 848.2189),(61 855.6312),(62 858.0717),(63 855.6114),(64 859.7514),(65 862.7837),(66 860.0595),(67 863.38275),(68 849.8761),(69 844.4796),(70 837.9367),(71 828.00446),(72 826.43427),(73 829.3863),(74 820.42914),(75 827.1693),(76 823.89496),(77 823.85474),(78 816.1982),(79 834.4503),
(1 272.3585),(2 393.37625),(3 464.78256),(4 518.03107),(5 556.7112),(6 589.93475),(7 610.5914),(8 637.9953),(9 651.42664),(10 668.04254),(11 671.94244),(12 681.4861),(13 685.1208),(14 692.7495),(15 709.52576),(16 706.61224),(17 720.1228),(18 729.97205),(19 742.2841),(20 748.1831),(21 754.38763),(22 759.92365),(23 765.91394),(24 767.73175),(25 775.1418),(26 780.8059),(27 777.715),(28 774.4792),(29 783.0895),(30 784.424),(31 794.704),(32 796.33984),(33 802.30963),(34 802.2279),(35 819.4222),(36 812.9769),(37 815.5265),(38 832.8121),(39 825.7551),(40 830.4771),(41 827.9122),(42 831.7609),(43 828.7297),(44 843.9358),(45 839.02264),(46 838.28644),(47 834.16095),(48 842.7559),(49 836.68036),(50 839.93),(51 835.1157),(52 834.5797),(53 824.732),(54 823.1858),(55 822.29663),(56 826.3681),(57 824.17523),(58 817.1311),(59 811.6944),(60 812.2734),(61 819.0134),(62 822.567),(63 824.47766),(64 823.30945),(65 832.5895),(66 837.23016),(67 842.36774),(68 846.1455),(69 856.5965),(70 858.55194),(71 863.5154),(72 849.26434),(73 850.3244),(74 847.9307),(75 859.35675),(76 861.0889),(77 865.0227),(78 861.8538),(79 864.96),
(1 267.45087),(2 386.50278),(3 453.7818),(4 516.1271),(5 547.3803),(6 589.41864),(7 608.02246),(8 633.4477),(9 648.90125),(10 677.4337),(11 686.4016),(12 709.17975),(13 724.8783),(14 722.87897),(15 740.24115),(16 748.4032),(17 762.69556),(18 764.8987),(19 773.6576),(20 780.8373),(21 778.96),(22 779.503),(23 796.11523),(24 788.85504),(25 795.0224),(26 799.4258),(27 799.80786),(28 803.0777),(29 809.739),(30 813.2638),(31 822.85956),(32 818.91174),(33 823.29694),(34 813.14453),(35 815.5906),(36 813.5965),(37 813.2435),(38 823.3621),(39 822.3915),(40 825.6321),(41 826.4465),(42 828.9766),(43 828.9604),(44 840.2719),(45 836.9937),(46 841.46136),(47 840.7102),(48 838.60944),(49 832.08026),(50 832.1563),(51 837.8509),(52 837.57404),(53 841.4888),(54 839.7882),(55 839.3271),(56 838.94977),(57 832.70703),(58 835.3359),(59 836.623),(60 838.4599),(61 841.5585),(62 842.6061),(63 840.4271),(64 830.2289),(65 829.96967),(66 832.5463),(67 831.56494),(68 823.6375),(69 828.65155),(70 826.58997),(71 833.0127),(72 828.2705),(73 824.24084),(74 811.5267),(75 816.32306),(76 805.94305),(77 809.8284),(78 805.0567),(79 807.5161),
(1 266.05417),(2 392.0201),(3 460.23956),(4 514.00665),(5 547.9776),(6 578.0306),(7 608.43616),(8 637.6133),(9 662.806),(10 679.94586),(11 689.184),(12 709.9765),(13 715.7467),(14 725.95624),(15 731.9099),(16 735.9669),(17 750.9372),(18 759.00476),(19 773.81195),(20 773.27386),(21 780.1325),(22 787.8407),(23 794.5898),(24 798.2673),(25 803.67413),(26 805.4384),(27 810.79803),(28 803.21375),(29 807.9606),(30 805.47266),(31 809.7086),(32 800.58044),(33 807.76025),(34 807.7013),(35 800.1611),(36 795.8806),(37 797.9142),(38 802.0678),(39 809.4215),(40 808.4789),(41 806.95026),(42 801.7559),(43 799.85956),(44 808.7603),(45 796.5812),(46 797.4482),(47 793.64526),(48 788.00635),(49 787.7356),(50 800.22687),(51 793.73193),(52 797.58813),(53 786.706),(54 782.6217),(55 784.18854),(56 790.7582),(57 794.9798),(58 804.0998),(59 805.57),(60 807.3816),(61 811.3091),(62 809.431),(63 815.0985),(64 816.86414),(65 823.0939),(66 827.6132),(67 842.59454),(68 842.19055),(69 843.4713),(70 839.24524),(71 834.4739),(72 834.5722),(73 842.5122),(74 829.76263),(75 830.104),(76 822.5522),(77 825.12665),(78 814.38226),(79 812.9691),
(1 265.2672),(2 385.35254),(3 453.46756),(4 499.037),(5 534.03613),(6 565.2554),(7 590.15784),(8 609.8281),(9 620.98267),(10 644.85815),(11 648.4807),(12 666.4286),(13 672.40344),(14 678.3662),(15 694.2184),(16 689.8992),(17 699.1018),(18 703.349),(19 710.1107),(20 710.96985),(21 711.2989),(22 708.5298),(23 709.7056),(24 711.26373),(25 716.20636),(26 714.77),(27 726.3155),(28 730.491),(29 741.3492),(30 725.7459),(31 736.46106),(32 728.2049),(33 735.88446),(34 731.6654),(35 736.39417),(36 733.5323),(37 741.14545),(38 743.32623),(39 743.986),(40 745.3287),(41 757.8894),(42 761.8556),(43 756.9122),(44 751.93634),(45 755.18616),(46 763.4317),(47 768.66455),(48 766.726),(49 773.8816),(50 778.68506),(51 786.8297),(52 792.1366),(53 784.80316),(54 788.5923),(55 783.56647),(56 785.9543),(57 778.83057),(58 783.2096),(59 781.07513),(60 778.8289),(61 781.4028),(62 783.3825),(63 795.38556),(64 794.8066),(65 798.20746),(66 791.58795),(67 800.2592),(68 802.0905),(69 806.86096),(70 810.85077),(71 810.8292),(72 806.65796),(73 812.0959),(74 809.05133),(75 814.0382),(76 814.7566),(77 828.5948),(78 824.4933),(79 829.9586),
(1 260.10306),(2 376.34344),(3 451.00784),(4 502.24988),(5 546.79486),(6 581.263),(7 605.85944),(8 631.4357),(9 646.3267),(10 669.1255),(11 676.4737),(12 689.7426),(13 694.20703),(14 715.68207),(15 726.7607),(16 726.4207),(17 734.26434),(18 733.3746),(19 733.7988),(20 732.851),(21 739.87756),(22 737.98206),(23 742.6481),(24 740.99896),(25 746.1212),(26 756.59424),(27 769.60706),(28 775.0387),(29 789.7107),(30 787.87866),(31 795.70526),(32 797.8031),(33 808.5527),(34 811.84924),(35 825.03625),(36 822.847),(37 835.63354),(38 843.1867),(39 838.10315),(40 839.7734),(41 842.74713),(42 843.0446),(43 841.97986),(44 843.99457),(45 833.64496),(46 841.6822),(47 835.88007),(48 833.5445),(49 831.22046),(50 827.94556),(51 825.3488),(52 822.72687),(53 815.1813),(54 819.3357),(55 819.0678),(56 812.18207),(57 800.6554),(58 804.86945),(59 797.75055),(60 800.01654),(61 803.4115),(62 803.06226),(63 803.53894),(64 804.4804),(65 808.29974),(66 808.66284),(67 820.2569),(68 818.8801),(69 818.251),(70 815.80695),(71 821.7992),(72 815.9877),(73 808.43195),(74 806.67645),(75 811.76697),(76 800.141),(77 807.5111),(78 807.3448),(79 814.5492),
(1 238.33472),(2 349.516),(3 419.71777),(4 473.45026),(5 511.13596),(6 546.5302),(7 572.15234),(8 593.9961),(9 604.2289),(10 632.488),(11 643.59875),(12 657.1164),(13 661.14764),(14 665.1485),(15 682.4436),(16 688.8551),(17 691.46625),(18 693.7566),(19 698.30286),(20 693.4209),(21 698.8471),(22 700.193),(23 717.104),(24 716.6921),(25 719.01526),(26 715.68805),(27 718.37067),(28 717.3238),(29 725.6184),(30 722.2556),(31 718.65234),(32 720.6856),(33 732.38544),(34 729.4029),(35 733.5744),(36 737.6641),(37 740.5632),(38 753.74225),(39 756.3093),(40 759.3774),(41 758.76556),(42 758.56146),(43 762.61676),(44 761.118),(45 754.358),(46 747.5493),(47 750.3759),(48 753.596),(49 755.4879),(50 765.4112),(51 764.5265),(52 770.77405),(53 766.21124),(54 762.56647),(55 766.27985),(56 771.778),(57 770.9958),(58 775.1212),(59 772.52094),(60 771.1809),(61 766.9811),(62 764.81226),(63 767.1467),(64 767.786),(65 766.65045),(66 766.4413),(67 758.7499),(68 757.2857),(69 764.9217),(70 758.31525),(71 753.85754),(72 755.3798),(73 762.14044),(74 762.04254),(75 763.2019),(76 750.3641),(77 749.4008),(78 750.9628),(79 757.27954),
(1 251.80551),(2 366.08533),(3 431.60547),(4 481.02383),(5 518.52325),(6 548.7177),(7 575.5373),(8 592.25146),(9 600.75366),(10 619.61084),(11 624.17456),(12 640.1455),(13 648.0505),(14 649.0688),(15 656.31396),(16 660.20844),(17 663.9173),(18 660.07745),(19 674.9658),(20 672.288),(21 679.1482),(22 685.0481),(23 695.2818),(24 687.15314),(25 697.21924),(26 700.0084),(27 708.804),(28 704.21313),(29 715.1915),(30 724.94354),(31 731.1808),(32 734.373),(33 745.7064),(34 746.4347),(35 747.9049),(36 754.5385),(37 758.46124),(38 761.8223),(39 767.61084),(40 764.4062),(41 764.7431),(42 771.46124),(43 766.6205),(44 766.6325),(45 769.61597),(46 771.8134),(47 761.98456),(48 759.63116),(49 750.0599),(50 749.57416),(51 746.1267),(52 754.7131),(53 745.63745),(54 743.4493),(55 741.85333),(56 746.5613),(57 743.83527),(58 750.4119),(59 737.9343),(60 738.9167),(61 743.0561),(62 743.4909),(63 755.9078),(64 753.3758),(65 758.5109),(66 765.4709),(67 762.5797),(68 759.997),(69 767.3108),(70 765.8046),(71 776.58966),(72 768.197),(73 773.8291),(74 767.37213),(75 765.1183),(76 753.8622),(77 758.165),(78 752.5456),(79 762.24316),
