1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,
(1 0.0002254689),(2 71.12478),(3 87.96761),(4 75.76843),(5 75.69504),(6 73.87488),(7 81.30506),(8 71.852234),(9 71.83851),(10 86.19255),(11 112.00051),(12 100.32836),(13 100.38749),(14 104.36674),(15 172.20601),(16 179.26765),(17 179.19461),(18 181.01859),(19 171.43231),(20 167.38116),(21 167.41075),(22 147.65184),(23 123.21351),(24 125.18149),(25 125.17614),(26 138.02222),(27 150.40793),(28 166.01985),(29 166.06802),(30 174.44339),(31 165.66844),(32 160.82797),(33 160.83275),(34 164.81494),(35 170.27498),(36 175.45786),(37 175.4486),(38 158.7531),(39 190.25848),(40 218.97406),(41 218.99646),(42 222.12956),(43 211.56801),(44 188.11461),(45 188.07692),(46 155.89284),
(1 0.00040106996),(2 25.37695),(3 66.69858),(4 84.061035),(5 84.131935),(6 94.838936),(7 107.34692),(8 103.35846),(9 103.30273),(10 96.82123),(11 95.46353),(12 111.84859),(13 111.84296),(14 116.05563),(15 140.25534),(16 161.01108),(17 160.99011),(18 166.70123),(19 167.67677),(20 168.54326),(21 168.50067),(22 166.43301),(23 161.39975),(24 165.36961),(25 165.32375),(26 182.083),(27 200.42482),(28 214.66063),(29 214.6864),(30 231.02223),(31 234.7389),(32 232.26358),(33 232.366),(34 218.4051),(35 210.20566),(36 212.70316),(37 212.65501),(38 208.93095),(39 233.80338),(40 242.41705),(41 242.43346),(42 231.81743),(43 219.4972),(44 215.8131),(45 215.86217),(46 192.22542),
(1 0.0003856511),(2 22.222776),(3 69.00209),(4 84.93288),(5 84.9493),(6 82.15141),(7 79.31889),(8 89.52982),(9 89.517624),(10 80.59697),(11 82.90437),(12 92.0125),(13 91.95939),(14 87.660934),(15 90.30678),(16 112.66006),(17 112.56205),(18 110.53888),(19 104.76573),(20 110.0946),(21 110.116196),(22 104.26865),(23 104.89316),(24 109.22599),(25 109.23634),(26 116.60931),(27 125.81754),(28 140.61801),(29 140.66974),(30 149.20767),(31 136.26959),(32 136.37248),(33 136.31386),(34 138.88567),(35 145.5128),(36 147.36359),(37 147.3716),(38 151.61147),(39 160.20497),(40 156.0387),(41 156.02084),(42 146.44896),(43 150.0828),(44 142.65729),(45 142.67488),(46 141.65143),
(1 0.00070162665),(2 23.408997),(3 61.555454),(4 79.25513),(5 79.27943),(6 72.29607),(7 79.2993),(8 85.46501),(9 85.48101),(10 81.36267),(11 91.51536),(12 91.62767),(13 91.60819),(14 90.68033),(15 89.36739),(16 107.54973),(17 107.58049),(18 104.88365),(19 104.71929),(20 102.02749),(21 102.02973),(22 95.42136),(23 104.704666),(24 110.93031),(25 110.9564),(26 115.729836),(27 126.87139),(28 127.669014),(29 127.624435),(30 130.45197),(31 129.35934),(32 129.29793),(33 129.28171),(34 129.28755),(35 125.46778),(36 122.91902),(37 122.88068),(38 124.37461),(39 124.1855),(40 120.92846),(41 120.98063),(42 120.74204),(43 115.503975),(44 120.00314),(45 119.95095),(46 120.554985),
(1 0.000691308),(2 20.186255),(3 53.82453),(4 62.797512),(5 62.827347),(6 71.85978),(7 77.599556),(8 83.51025),(9 83.51742),(10 73.84505),(11 85.27433),(12 85.90892),(13 85.96779),(14 89.64951),(15 86.59605),(16 94.614456),(17 94.624306),(18 90.95493),(19 90.07431),(20 91.138374),(21 91.149155),(22 90.01098),(23 100.37143),(24 105.11067),(25 105.14857),(26 109.71888),(27 115.19224),(28 107.407166),(29 107.4022),(30 96.47297),(31 104.06393),(32 105.899536),(33 105.95816),(34 111.26287),(35 107.707085),(36 105.89121),(37 105.93221),(38 106.53636),(39 106.77515),(40 101.67553),(41 101.673195),(42 105.39044),(43 107.68011),(44 107.34515),(45 107.37771),(46 110.06361),
(1 0.0006300016),(2 16.14319),(3 41.040123),(4 47.411476),(5 47.38914),(6 50.184204),(7 56.758076),(8 58.0307),(9 58.09193),(10 51.33415),(11 52.963707),(12 49.662174),(13 49.653915),(14 53.438377),(15 59.42117),(16 60.356487),(17 60.37075),(18 60.0256),(19 59.141567),(20 58.33295),(21 58.3154),(22 63.35633),(23 63.20989),(24 67.37023),(25 67.36567),(26 74.542435),(27 75.76656),(28 69.19712),(29 69.19216),(30 70.1512),(31 68.37519),(32 64.90536),(33 64.91983),(34 66.238976),(35 68.928696),(36 66.84907),(37 66.874084),(38 68.59896),(39 74.94355),(40 75.607895),(41 75.620026),(42 74.42202),(43 71.65562),(44 73.28116),(45 73.28305),(46 73.35484),
(1 0.00086285244),(2 14.615456),(3 36.11799),(4 41.666283),(5 41.646378),(6 42.995968),(7 47.261368),(8 46.32207),(9 46.32377),(10 44.478554),(11 46.17999),(12 50.006725),(13 50.047153),(14 49.88857),(15 50.33036),(16 51.048714),(17 51.051754),(18 53.179325),(19 53.040955),(20 53.38206),(21 53.382492),(22 55.88224),(23 53.286755),(24 55.844547),(25 55.900692),(26 59.26451),(27 60.999336),(28 61.829224),(29 61.846935),(30 60.94539),(31 62.177383),(32 62.946815),(33 62.97432),(34 61.36176),(35 62.498123),(36 62.831142),(37 62.870792),(38 59.152668),(39 58.967663),(40 63.458786),(41 63.500835),(42 62.147495),(43 58.698357),(44 59.630577),(45 59.62199),(46 60.172646),
(1 0.000756583),(2 13.64403),(3 32.325172),(4 37.493073),(5 37.505226),(6 38.89638),(7 36.98018),(8 38.14704),(9 38.149914),(10 39.22073),(11 40.258198),(12 40.72274),(13 40.748314),(14 39.799297),(15 44.838387),(16 47.38539),(17 47.4446),(18 46.683846),(19 45.04262),(20 44.495316),(21 44.527466),(22 44.28897),(23 48.869404),(24 48.609436),(25 48.66058),(26 48.648556),(27 49.712357),(28 48.003376),(29 47.97672),(30 47.26052),(31 50.817627),(32 53.397373),(33 53.406517),(34 52.036713),(35 56.601772),(36 54.02961),(37 54.042355),(38 55.063858),(39 52.820023),(40 52.783188),(41 52.801243),(42 53.778835),(43 49.643566),(44 48.127518),(45 48.11669),(46 51.04773),
(1 0.0008088123),(2 11.980787),(3 25.203588),(4 29.999083),(5 30.000782),(6 32.263687),(7 34.24645),(8 33.617485),(9 33.65675),(10 32.229424),(11 33.160473),(12 34.930733),(13 34.92618),(14 34.917465),(15 36.87329),(16 39.072697),(17 39.122665),(18 38.333584),(19 40.325153),(20 38.566525),(21 38.57091),(22 38.541595),(23 40.003647),(24 39.292835),(25 39.28562),(26 38.928566),(27 42.050632),(28 42.353832),(29 42.343155),(30 42.405003),(31 44.394783),(32 44.47234),(33 44.492714),(34 42.089977),(35 45.11548),(36 43.15998),(37 43.185513),(38 43.35174),(39 42.794697),(40 42.597313),(41 42.610836),(42 43.801373),(43 40.971302),(44 42.047333),(45 42.038506),(46 42.647747),
(1 0.0007382737),(2 10.353772),(3 21.659534),(4 26.30926),(5 26.31364),(6 27.803621),(7 30.137018),(8 30.948965),(9 30.972107),(10 30.157646),(11 29.970772),(12 31.073126),(13 31.075497),(14 30.74842),(15 33.10575),(16 34.061302),(17 34.083492),(18 32.23515),(19 31.911333),(20 31.996872),(21 32.001545),(22 32.309288),(23 35.58485),(24 34.63681),(25 34.641342),(26 32.079758),(27 35.56515),(28 34.97668),(29 34.96832),(30 33.60581),(31 34.786484),(32 36.118996),(33 36.124527),(34 37.472824),(35 39.7497),(36 40.133236),(37 40.14634),(38 38.647236),(39 38.241844),(40 39.25213),(41 39.26295),(42 37.52414),(43 35.514416),(44 35.893303),(45 35.92822),(46 35.51771),
(1 0.0006989973),(2 8.723442),(3 17.152426),(4 19.89532),(5 19.889746),(6 20.115017),(7 20.799011),(8 23.859297),(9 23.883179),(10 22.27865),(11 22.049042),(12 22.098623),(13 22.130377),(14 22.296673),(15 24.652842),(16 24.211782),(17 24.217678),(18 24.036112),(19 23.686504),(20 23.17029),(21 23.191187),(22 24.816126),(23 25.398989),(24 24.645338),(25 24.65134),(26 24.825876),(27 26.628548),(28 25.004871),(29 25.018433),(30 24.673101),(31 25.574503),(32 26.946726),(33 26.951496),(34 25.899757),(35 25.461727),(36 25.052546),(37 25.063408),(38 24.972567),(39 26.343447),(40 27.929424),(41 27.95082),(42 27.262556),(43 25.230602),(44 26.236465),(45 26.241716),(46 25.567827),
