1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,
(1 0.00032108263),(2 18.104523),(3 43.642586),(4 53.62472),(5 53.645264),(6 55.944935),(7 57.811043),(8 57.978367),(9 57.97227),(10 59.10826),(11 62.89397),(12 65.59427),(13 65.5912),(14 66.86164),(15 82.6263),(16 91.6626),(17 91.64474),(18 94.274994),(19 89.55396),(20 91.39972),(21 91.39968),(22 86.61723),(23 83.82617),(24 86.263504),(25 86.27098),(26 93.74079),(27 104.08013),(28 113.310135),(29 113.33722),(30 119.7808),(31 120.16088),(32 118.808235),(33 118.82387),(34 115.20252),(35 113.56198),(36 116.98776),(37 116.97507),(38 114.047325),(39 123.764305),(40 132.78401),(41 132.78578),(42 127.64826),(43 122.70469),(44 114.71363),(45 114.7144),(46 108.955986),
(1 0.00045531787),(2 14.5330305),(3 35.901733),(4 44.699677),(5 44.702675),(6 45.389507),(7 47.288906),(8 49.857372),(9 49.857395),(10 48.848614),(11 53.482914),(12 53.29341),(13 53.280514),(14 52.446533),(15 57.213337),(16 63.40226),(17 63.423733),(18 64.23002),(19 66.56477),(20 65.76938),(21 65.78008),(22 63.18761),(23 64.4478),(24 68.732796),(25 68.753334),(26 72.54529),(27 77.18379),(28 77.27032),(29 77.25338),(30 77.90187),(31 76.32342),(32 77.91843),(33 77.91523),(34 79.197136),(35 78.5242),(36 78.00121),(37 78.0041),(38 77.12843),(39 77.98082),(40 77.197525),(41 77.199776),(42 76.587),(43 75.87204),(44 76.494156),(45 76.49365),(46 75.29395),
(1 0.000557092),(2 9.604712),(3 23.79325),(4 27.866741),(5 27.87323),(6 30.748075),(7 33.639847),(8 34.074978),(9 34.086338),(10 32.33301),(11 35.381416),(12 35.15204),(13 35.17149),(14 35.765987),(15 38.353214),(16 41.00362),(17 41.01582),(18 40.77504),(19 39.319767),(20 39.04662),(21 39.03969),(22 40.74118),(23 40.572407),(24 43.403862),(25 43.414974),(26 44.67931),(27 46.69192),(28 44.479717),(29 44.480858),(30 44.260597),(31 45.887947),(32 44.677765),(33 44.688194),(34 43.535915),(35 45.993572),(36 44.18349),(37 44.205578),(38 45.559483),(39 47.20382),(40 46.306396),(41 46.309204),(42 45.63276),(43 44.836823),(44 45.2905),(45 45.28597),(46 44.44964),
(1 0.00065617944),(2 8.204159),(3 19.368814),(4 22.91226),(5 22.914768),(6 23.574778),(7 24.651974),(8 25.396494),(9 25.401327),(10 25.894617),(11 26.134638),(12 27.239988),(13 27.258629),(14 26.795588),(15 29.030731),(16 29.188908),(17 29.199732),(18 29.772118),(19 29.904509),(20 29.9442),(21 29.948912),(22 29.72215),(23 30.8297),(24 31.67259),(25 31.687326),(26 32.087555),(27 32.573387),(28 32.480072),(29 32.47008),(30 31.020489),(31 32.349457),(32 33.71785),(33 33.72682),(34 32.9998),(35 34.898266),(36 33.906242),(37 33.930363),(38 33.82169),(39 32.49043),(40 33.073277),(41 33.092026),(42 32.9753),(43 33.029892),(44 31.7037),(45 31.700836),(46 32.756603),
(1 0.0006755867),(2 7.0604043),(3 14.712259),(4 18.087532),(5 18.090324),(6 18.846478),(7 20.075476),(8 20.896076),(9 20.904829),(10 19.707737),(11 19.859776),(12 20.474535),(13 20.47828),(14 20.72146),(15 22.987457),(16 22.784843),(17 22.803381),(18 21.959864),(19 22.334106),(20 22.055487),(21 22.063948),(22 22.268734),(23 23.411125),(24 23.486343),(25 23.493793),(26 22.731493),(27 24.251284),(28 23.79825),(29 23.800846),(30 23.26013),(31 24.011963),(32 24.84568),(33 24.857084),(34 24.640774),(35 25.916082),(36 25.58744),(37 25.59696),(38 25.119564),(39 24.85641),(40 24.876812),(41 24.88269),(42 24.251123),(43 23.66458),(44 24.157885),(45 24.164724),(46 23.682812),
(1 0.00049753435),(2 4.350117),(3 8.766501),(4 10.429546),(5 10.429705),(6 11.12953),(7 11.810715),(8 12.4031515),(9 12.409026),(10 11.576872),(11 11.6343565),(12 12.060787),(13 12.066279),(14 11.825932),(15 12.405445),(16 13.160334),(17 13.161188),(18 12.869203),(19 12.918972),(20 12.853117),(21 12.859738),(22 12.862382),(23 12.97431),(24 13.154515),(25 13.156641),(26 13.499571),(27 13.914786),(28 13.780221),(29 13.787227),(30 13.976897),(31 13.934989),(32 14.3824835),(33 14.389181),(34 13.886121),(35 14.824111),(36 14.690214),(37 14.686263),(38 14.4695),(39 14.3731165),(40 14.310429),(41 14.318839),(42 14.081381),(43 13.660932),(44 13.905767),(45 13.918705),(46 13.781262),
(1 0.00056718686),(2 3.8411891),(3 7.826769),(4 9.066728),(5 9.067891),(6 9.682092),(7 9.988149),(8 10.382859),(9 10.392026),(10 9.85197),(11 10.080662),(12 10.160008),(13 10.155282),(14 9.857996),(15 10.422114),(16 11.138822),(17 11.1464815),(18 11.315435),(19 11.090827),(20 10.737652),(21 10.73537),(22 10.4971075),(23 10.364492),(24 10.575556),(25 10.576071),(26 10.593464),(27 11.189548),(28 11.760188),(29 11.761429),(30 11.450698),(31 11.17926),(32 11.515742),(33 11.518346),(34 11.249522),(35 11.315065),(36 11.790527),(37 11.787949),(38 11.439343),(39 11.373834),(40 11.7141695),(41 11.717166),(42 11.510716),(43 11.348862),(44 11.749563),(45 11.748405),(46 11.4216795),
(1 0.00052939216),(2 3.1621926),(3 6.1848125),(4 6.9227166),(5 6.9141874),(6 7.2256746),(7 7.2959366),(8 7.5739555),(9 7.580923),(10 7.572233),(11 7.81758),(12 8.045373),(13 8.048095),(14 7.850063),(15 8.459687),(16 8.856152),(17 8.860855),(18 8.483667),(19 8.121295),(20 8.418033),(21 8.413865),(22 8.263618),(23 8.231119),(24 8.4591675),(25 8.463286),(26 8.480793),(27 8.837803),(28 9.014696),(29 9.012555),(30 8.955123),(31 8.446993),(32 8.720239),(33 8.718445),(34 8.589813),(35 8.71044),(36 8.814006),(37 8.813816),(38 8.556001),(39 8.760663),(40 9.097262),(41 9.0967),(42 8.622992),(43 8.597267),(44 8.791312),(45 8.789232),(46 8.565543),
(1 0.0005243733),(2 2.4299073),(3 4.709097),(4 5.2586536),(5 5.2589974),(6 5.4093738),(7 5.545469),(8 5.725895),(9 5.725948),(10 5.5462165),(11 5.794356),(12 6.083897),(13 6.0837893),(14 5.9238205),(15 6.1056976),(16 6.521148),(17 6.52292),(18 6.2643633),(19 5.9754086),(20 6.213525),(21 6.214062),(22 5.9971914),(23 6.1167326),(24 6.4415092),(25 6.439398),(26 6.1822023),(27 6.2426143),(28 6.530501),(29 6.5299177),(30 6.265229),(31 6.273747),(32 6.5936275),(33 6.590325),(34 6.292643),(35 6.38599),(36 6.5651145),(37 6.5650396),(38 6.390687),(39 6.425776),(40 6.651557),(41 6.6528263),(42 6.4054832),(43 6.4995503),(44 6.681964),(45 6.6780686),(46 6.376934),
(1 0.00048069205),(2 1.9097581),(3 3.6199827),(4 4.2713666),(5 4.2731667),(6 4.408974),(7 4.414775),(8 4.677994),(9 4.6798034),(10 4.5933223),(11 4.611087),(12 4.749335),(13 4.7491965),(14 4.6921587),(15 4.758406),(16 4.9777627),(17 4.9783173),(18 4.7858443),(19 4.805166),(20 4.8967113),(21 4.897321),(22 4.7364535),(23 4.757215),(24 5.0095315),(25 5.008093),(26 5.007032),(27 5.075358),(28 5.2955265),(29 5.295689),(30 5.0509048),(31 4.8580465),(32 5.1787934),(33 5.1768417),(34 4.9628944),(35 5.0757318),(36 5.3118625),(37 5.312011),(38 5.312873),(39 5.230012),(40 5.245205),(41 5.244879),(42 5.1375327),(43 5.0902658),(44 5.209819),(45 5.210103),(46 5.0606604),
(1 0.0003801701),(2 1.4024312),(3 2.5630882),(4 3.007717),(5 3.010257),(6 3.0423183),(7 3.1456263),(8 3.2170126),(9 3.2187886),(10 3.0883682),(11 3.0763962),(12 3.276315),(13 3.2769892),(14 3.3280277),(15 3.3967023),(16 3.6142883),(17 3.616271),(18 3.4524598),(19 3.4185815),(20 3.458527),(21 3.4561415),(22 3.3740318),(23 3.337573),(24 3.5843644),(25 3.5815547),(26 3.4813006),(27 3.5143263),(28 3.7683864),(29 3.7672007),(30 3.4986057),(31 3.527607),(32 3.622025),(33 3.6249619),(34 3.5797205),(35 3.703184),(36 3.8143032),(37 3.8160856),(38 3.6347246),(39 3.7550828),(40 3.8456914),(41 3.84669),(42 3.6584942),(43 3.6045246),(44 3.6764004),(45 3.6740577),(46 3.5535696),
(1 0.00042400413),(2 1.4237373),(3 2.5683067),(4 2.9617949),(5 2.9630265),(6 2.8976572),(7 3.0189633),(8 3.184025),(9 3.1836052),(10 2.954313),(11 2.9434443),(12 3.1761396),(13 3.1739779),(14 3.0191116),(15 3.1800656),(16 3.4171157),(17 3.417513),(18 3.3140175),(19 3.1239793),(20 3.2681165),(21 3.2664025),(22 3.1773114),(23 3.1414037),(24 3.3686128),(25 3.368081),(26 3.3072155),(27 3.258331),(28 3.4731073),(29 3.4717782),(30 3.2951756),(31 3.3384733),(32 3.3984902),(33 3.3992941),(34 3.2534802),(35 3.3486762),(36 3.5260634),(37 3.5215306),(38 3.445074),(39 3.3939648),(40 3.5848596),(41 3.5859628),(42 3.42124),(43 3.318722),(44 3.4753325),(45 3.4751058),(46 3.306934),
(1 0.00036471247),(2 1.0678446),(3 2.0000165),(4 2.293765),(5 2.2937484),(6 2.306435),(7 2.3397875),(8 2.5174232),(9 2.5162148),(10 2.327849),(11 2.360833),(12 2.468097),(13 2.4659593),(14 2.4284124),(15 2.4661741),(16 2.6267262),(17 2.6252947),(18 2.5688317),(19 2.4983442),(20 2.5647812),(21 2.56266),(22 2.415623),(23 2.4382005),(24 2.6196187),(25 2.6180265),(26 2.5260415),(27 2.5940523),(28 2.7086694),(29 2.7107785),(30 2.5778897),(31 2.5450108),(32 2.7338283),(33 2.733388),(34 2.6132512),(35 2.6784885),(36 2.8149333),(37 2.8121326),(38 2.6814768),(39 2.7408435),(40 2.8345416),(41 2.8349838),(42 2.7183497),(43 2.6411877),(44 2.7585022),(45 2.7546377),(46 2.6763053),
