1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.000098640645),(2 0.026769115),(3 0.045406982),(4 0.053316493),(5 0.05320682),(6 0.05741362),(7 0.058686092),(8 0.06204388),(9 0.06179914),(10 0.060316257),(11 0.062447786),(12 0.06366029),(13 0.06352051),(14 0.065697506),(15 0.07202255),(16 0.07808704),(17 0.07797855),(18 0.08002063),(19 0.07692096),(20 0.077559166),(21 0.077367775),(22 0.07378907),(23 0.07308768),(24 0.07725183),(25 0.07711118),(26 0.07691876),(27 0.08038178),(28 0.08290457),(29 0.08276228),(30 0.082814515),(31 0.08128533),(32 0.08205952),(33 0.0819127),(34 0.08012294),(35 0.08652304),(36 0.08795634),(37 0.08790961),(38 0.085139014),(39 0.08205184),(40 0.08409139),(41 0.08398139),(42 0.08218448),(43 0.07964341),(44 0.07818979),(45 0.07802256),(46 0.0784572),
(1 0.00006567609),(2 0.013452903),(3 0.022165775),(4 0.025827672),(5 0.025759086),(6 0.027365293),(7 0.027354062),(8 0.028835222),(9 0.028676173),(10 0.028207218),(11 0.028935468),(12 0.029620582),(13 0.029518332),(14 0.03044113),(15 0.032692112),(16 0.035380505),(17 0.035327543),(18 0.03644366),(19 0.03485669),(20 0.034721795),(21 0.034642424),(22 0.033408526),(23 0.033225246),(24 0.035376664),(25 0.035274733),(26 0.035236266),(27 0.036483224),(28 0.03786365),(29 0.037860133),(30 0.036974125),(31 0.0362197),(32 0.036186583),(33 0.036108404),(34 0.035351492),(35 0.038082726),(36 0.03830611),(37 0.038256075),(38 0.037479673),(39 0.03677393),(40 0.03732934),(41 0.037308656),(42 0.036783032),(43 0.03539591),(44 0.035304967),(45 0.035281286),(46 0.03579633),
(1 0.00003420473),(2 0.0038138523),(3 0.0045546815),(4 0.005181029),(5 0.0051323795),(6 0.004953498),(7 0.0048268824),(8 0.0052576074),(9 0.0051997816),(10 0.004932439),(11 0.0047185714),(12 0.005233712),(13 0.0051597273),(14 0.0049131257),(15 0.004840878),(16 0.0054553673),(17 0.0053645466),(18 0.0051720375),(19 0.0049501914),(20 0.00545981),(21 0.005413772),(22 0.0051127924),(23 0.004913844),(24 0.0053339303),(25 0.005284273),(26 0.005055781),(27 0.00509617),(28 0.0056678248),(29 0.0056286156),(30 0.0050500836),(31 0.0049543963),(32 0.005328446),(33 0.0052777496),(34 0.0050630895),(35 0.005053108),(36 0.0055263313),(37 0.005477945),(38 0.005187562),(39 0.0051043304),(40 0.005507249),(41 0.0054707304),(42 0.005256522),(43 0.0049518673),(44 0.0055053537),(45 0.005438809),(46 0.005241696),
(1 0.00003123724),(2 0.0031355738),(3 0.0035763902),(4 0.0041743033),(5 0.0041180667),(6 0.0039678686),(7 0.0038310827),(8 0.004231297),(9 0.004173532),(10 0.003974551),(11 0.003853381),(12 0.0041825664),(13 0.0041184486),(14 0.0040040184),(15 0.00385082),(16 0.0044030556),(17 0.004334213),(18 0.004153012),(19 0.0039788475),(20 0.004320266),(21 0.0042938185),(22 0.004101096),(23 0.003885252),(24 0.0042758235),(25 0.0042262864),(26 0.004052091),(27 0.004069571),(28 0.0044905897),(29 0.004452002),(30 0.00402095),(31 0.0039675003),(32 0.0042896233),(33 0.004253315),(34 0.0039748335),(35 0.004077923),(36 0.004452233),(37 0.004408333),(38 0.00411142),(39 0.004045699),(40 0.004414924),(41 0.004397223),(42 0.0041436916),(43 0.003942054),(44 0.0043828194),(45 0.0043356703),(46 0.0041951444),
(1 0.0000185843),(2 0.0017133016),(3 0.0019276612),(4 0.0022713768),(5 0.0022357618),(6 0.002165624),(7 0.0020673969),(8 0.002237882),(9 0.0022154911),(10 0.0021180515),(11 0.0021111271),(12 0.0022445642),(13 0.0022148795),(14 0.0021462364),(15 0.0020793707),(16 0.0023410649),(17 0.002311551),(18 0.0022008854),(19 0.0021315273),(20 0.0023122416),(21 0.0022848865),(22 0.0022360417),(23 0.0021110312),(24 0.0023040907),(25 0.0022801333),(26 0.0021857943),(27 0.0022043716),(28 0.0024059343),(29 0.0023835306),(30 0.0021712484),(31 0.0021825917),(32 0.0023229183),(33 0.002303254),(34 0.0021743458),(35 0.002215978),(36 0.0024046893),(37 0.002382686),(38 0.00223152),(39 0.0022231892),(40 0.002443698),(41 0.0024218005),(42 0.0022860086),(43 0.002143929),(44 0.0023712465),(45 0.0023371095),(46 0.0023007097),
(1 0.000019313673),(2 0.0016636903),(3 0.0019114253),(4 0.0021892968),(5 0.0021698624),(6 0.0020642506),(7 0.0019828817),(8 0.0021895536),(9 0.0021600933),(10 0.0020546133),(11 0.0019893013),(12 0.0022017902),(13 0.002173703),(14 0.0020909817),(15 0.002023572),(16 0.0022826768),(17 0.002249601),(18 0.0021586614),(19 0.002086415),(20 0.0022495906),(21 0.002221593),(22 0.0021103958),(23 0.002031875),(24 0.0022388021),(25 0.0022226088),(26 0.0021196806),(27 0.0021516054),(28 0.0023454686),(29 0.0023209862),(30 0.0021309243),(31 0.0020789136),(32 0.0022840903),(33 0.00226584),(34 0.002113526),(35 0.00209103),(36 0.002262449),(37 0.0022464246),(38 0.0021483833),(39 0.002144482),(40 0.002336028),(41 0.0023281104),(42 0.0021794043),(43 0.0020662867),(44 0.0022742797),(45 0.0022507333),(46 0.002209923),
(1 0.000013237224),(2 0.001075245),(3 0.0012126723),(4 0.0013859173),(5 0.0013661142),(6 0.0013215058),(7 0.0012773093),(8 0.0014018343),(9 0.0013790134),(10 0.0013130822),(11 0.0012776355),(12 0.0013936155),(13 0.00137199),(14 0.0013128085),(15 0.0012818307),(16 0.0014713441),(17 0.0014433387),(18 0.0013884241),(19 0.0013234777),(20 0.00143202),(21 0.0014131174),(22 0.0013548525),(23 0.0012995718),(24 0.001418491),(25 0.0014066225),(26 0.0013345783),(27 0.0013876364),(28 0.0014877755),(29 0.0014744563),(30 0.0013725208),(31 0.0013192119),(32 0.0014182916),(33 0.0013997764),(34 0.0013290105),(35 0.0013618716),(36 0.0014266361),(37 0.0014155498),(38 0.0013968684),(39 0.0013807651),(40 0.0014836162),(41 0.0014758076),(42 0.0013959719),(43 0.0013104946),(44 0.0014497134),(45 0.0014381895),(46 0.0013915187),
(1 0.000013585899),(2 0.0010389705),(3 0.0011836936),(4 0.0013571848),(5 0.001338837),(6 0.0012639312),(7 0.0012478748),(8 0.0013567496),(9 0.001337744),(10 0.0012931447),(11 0.0012434128),(12 0.0013749059),(13 0.0013511311),(14 0.0012953272),(15 0.0012749311),(16 0.0014357051),(17 0.0014120218),(18 0.0013627559),(19 0.0013036603),(20 0.0013754884),(21 0.0013637557),(22 0.0013043297),(23 0.0012750056),(24 0.0014041296),(25 0.0013886655),(26 0.0013575898),(27 0.0013541614),(28 0.0014642596),(29 0.0014488109),(30 0.001348384),(31 0.0012854207),(32 0.0014089876),(33 0.0013953885),(34 0.0012938724),(35 0.0013386204),(36 0.0014479514),(37 0.0014299925),(38 0.0013415002),(39 0.0013364654),(40 0.0014527014),(41 0.001434802),(42 0.0013792346),(43 0.001282109),(44 0.0014197036),(45 0.0013988375),(46 0.0013731613),
(1 0.000010057805),(2 0.0007506083),(3 0.0008702824),(4 0.0009821515),(5 0.00097174547),(6 0.00093346374),(7 0.00090330903),(8 0.00096618774),(9 0.00095282815),(10 0.0009189841),(11 0.00090977317),(12 0.0009801799),(13 0.0009691397),(14 0.00092811737),(15 0.00091753877),(16 0.0010176395),(17 0.0009997765),(18 0.00094697636),(19 0.0009308329),(20 0.0010085184),(21 0.0009983568),(22 0.00094332354),(23 0.00091847515),(24 0.0009881592),(25 0.00097732),(26 0.0009949122),(27 0.00096159964),(28 0.0010601407),(29 0.001046747),(30 0.0009786139),(31 0.0009559558),(32 0.0010181327),(33 0.0010054925),(34 0.00094216806),(35 0.0009786331),(36 0.0010367815),(37 0.0010250781),(38 0.0009874677),(39 0.0009764361),(40 0.0010484937),(41 0.0010388318),(42 0.0009928431),(43 0.000935461),(44 0.0010169372),(45 0.0010034206),(46 0.001003107),
(1 0.000006365775),(2 0.00044519498),(3 0.00049855583),(4 0.00055916357),(5 0.000549114),(6 0.00054678746),(7 0.00050988287),(8 0.00057013653),(9 0.00056103827),(10 0.00052621984),(11 0.00051137956),(12 0.00058907084),(13 0.00057895615),(14 0.00054183824),(15 0.00052451115),(16 0.00059249136),(17 0.00057751365),(18 0.00057351065),(19 0.0005527462),(20 0.0005891702),(21 0.00058605726),(22 0.0005450514),(23 0.00053140294),(24 0.00057500193),(25 0.0005673927),(26 0.00055867183),(27 0.0005649543),(28 0.0006034595),(29 0.0005987735),(30 0.0005658681),(31 0.0005564793),(32 0.0005799673),(33 0.00057551457),(34 0.00054504065),(35 0.00056867517),(36 0.00060412707),(37 0.0005985362),(38 0.0005666939),(39 0.00055878604),(40 0.00061513623),(41 0.00060780585),(42 0.0005772888),(43 0.0005453507),(44 0.0005906304),(45 0.0005824793),(46 0.0005807517),
(1 0.000008642967),(2 0.0005708675),(3 0.00063165714),(4 0.0007544762),(5 0.0007441902),(6 0.00068657467),(7 0.0006824304),(8 0.0007451053),(9 0.00073373667),(10 0.00070034474),(11 0.0006704684),(12 0.0007336786),(13 0.0007232167),(14 0.00069744716),(15 0.0006788089),(16 0.0007634392),(17 0.0007549343),(18 0.00073918805),(19 0.000715626),(20 0.0007603584),(21 0.00074831786),(22 0.0007090751),(23 0.00069012854),(24 0.0007595256),(25 0.000757179),(26 0.0007108993),(27 0.0007267991),(28 0.000802862),(29 0.0007947079),(30 0.0007435342),(31 0.0007121138),(32 0.0007583342),(33 0.0007552733),(34 0.0006999082),(35 0.00072417955),(36 0.0007906874),(37 0.00078075205),(38 0.00073771575),(39 0.00073471625),(40 0.0007945903),(41 0.00078665634),(42 0.00074829307),(43 0.00070806686),(44 0.00079296064),(45 0.0007777577),(46 0.00075456116),
(1 0.0000029080663),(2 0.00019947311),(3 0.00022546745),(4 0.0002553116),(5 0.00025282035),(6 0.00024992137),(7 0.00024513865),(8 0.000259357),(9 0.00025485316),(10 0.00025246432),(11 0.00023567097),(12 0.0002694882),(13 0.00026436863),(14 0.0002501682),(15 0.00023899278),(16 0.00027682254),(17 0.0002703025),(18 0.00025533157),(19 0.00025037336),(20 0.00027454674),(21 0.0002703197),(22 0.00024454924),(23 0.0002542426),(24 0.00027219238),(25 0.00026920118),(26 0.00025682471),(27 0.00026126928),(28 0.00029021403),(29 0.00028636042),(30 0.00025614147),(31 0.00025587884),(32 0.00027175777),(33 0.00026875464),(34 0.00025366567),(35 0.00025699518),(36 0.0002762854),(37 0.00027454802),(38 0.00026256513),(39 0.00026091273),(40 0.00028168908),(41 0.00027748282),(42 0.0002653533),(43 0.00025353275),(44 0.0002798118),(45 0.00027656052),(46 0.00026107763),
(1 0.00000353509),(2 0.00024704222),(3 0.00027634832),(4 0.00030579677),(5 0.00030143274),(6 0.0002919006),(7 0.0002840156),(8 0.00032312394),(9 0.00031574472),(10 0.00028589068),(11 0.0002753964),(12 0.0003087869),(13 0.00030118652),(14 0.0002898244),(15 0.00029660514),(16 0.00032857782),(17 0.0003213845),(18 0.00030675894),(19 0.00029957187),(20 0.00031486343),(21 0.00031281394),(22 0.00029137603),(23 0.00029202734),(24 0.00031736252),(25 0.00031385967),(26 0.00030246016),(27 0.00029960097),(28 0.00033625233),(29 0.00033207666),(30 0.0003070604),(31 0.0002999238),(32 0.0003332355),(33 0.00032960772),(34 0.00029919078),(35 0.00030645504),(36 0.000326366),(37 0.0003203455),(38 0.00030777577),(39 0.00031726703),(40 0.00034262196),(41 0.00033530328),(42 0.0003113745),(43 0.00030533582),(44 0.00032584224),(45 0.00032344376),(46 0.0003171682),
(1 0.00000081130815),(2 0.000047882102),(3 0.000051560142),(4 0.000061618695),(5 0.00006126569),(6 0.000056547724),(7 0.00005375684),(8 0.00006173798),(9 0.000060717277),(10 0.00005629233),(11 0.00005733463),(12 0.00005941313),(13 0.000058380763),(14 0.00005670444),(15 0.00005520717),(16 0.00006465786),(17 0.0000635977),(18 0.000060399856),(19 0.00005950178),(20 0.00006218162),(21 0.00006211755),(22 0.000057688198),(23 0.000058532132),(24 0.00006363215),(25 0.000063044135),(26 0.000060279646),(27 0.00005667657),(28 0.00006239791),(29 0.00006225851),(30 0.000057592555),(31 0.000059249684),(32 0.00006184489),(33 0.000061571045),(34 0.00005544938),(35 0.000059453094),(36 0.00006333103),(37 0.00006293757),(38 0.000057375382),(39 0.000058567377),(40 0.00006392949),(41 0.00006340285),(42 0.00005933869),(43 0.000058427682),(44 0.0000666624),(45 0.00006539813),(46 0.000058227553),
(1 0.00000014838042),(2 0.00001196895),(3 0.000013421168),(4 0.000014285149),(5 0.000013963936),(6 0.000015282974),(7 0.000013973728),(8 0.0000150317055),(9 0.000015359694),(10 0.000012503167),(11 0.000014942346),(12 0.00001295609),(13 0.000013111971),(14 0.000013323506),(15 0.000015069357),(16 0.000014316042),(17 0.000013998128),(18 0.000017240696),(19 0.000015434927),(20 0.00001566356),(21 0.00001544473),(22 0.000015455516),(23 0.00001444924),(24 0.000017627586),(25 0.000017227001),(26 0.000015055777),(27 0.000011914496),(28 0.000014957456),(29 0.000015254838),(30 0.000015459751),(31 0.000014906644),(32 0.000015124303),(33 0.000014986605),(34 0.000016618776),(35 0.000016699922),(36 0.000016764247),(37 0.00001624537),(38 0.000014992329),(39 0.000016310974),(40 0.00001531497),(41 0.000015123794),(42 0.000014958148),(43 0.000015659358),(44 0.000016371172),(45 0.000015578498),(46 0.000016272887),
