1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.00025970797),(2 14.712673),(3 31.2599),(4 37.262814),(5 37.266613),(6 39.29792),(7 40.23676),(8 38.4756),(9 38.46314),(10 38.85846),(11 43.986275),(12 46.687042),(13 46.6891),(14 48.793716),(15 54.582493),(16 59.767395),(17 59.770542),(18 59.94808),(19 61.202385),(20 60.441532),(21 60.443043),(22 58.393856),(23 54.49562),(24 56.406334),(25 56.411343),(26 60.09781),(27 64.84707),(28 67.33091),(29 67.34059),(30 69.63895),(31 73.76546),(32 72.58489),(33 72.60916),(34 74.65578),(35 73.86829),(36 76.143845),(37 76.15058),(38 74.9893),(39 80.32032),(40 84.286514),(41 84.29307),(42 82.33111),(43 80.761566),(44 75.56274),(45 75.5475),(46 72.987625),
(1 0.00038781084),(2 11.234561),(3 23.663805),(4 29.123669),(5 29.141054),(6 30.803425),(7 32.28779),(8 33.77762),(9 33.774746),(10 33.03425),(11 34.24121),(12 34.972214),(13 34.97204),(14 36.015465),(15 41.37284),(16 44.38614),(17 44.387825),(18 45.110947),(19 43.819885),(20 45.47313),(21 45.473507),(22 44.495693),(23 44.887432),(24 46.767647),(25 46.78055),(26 49.83506),(27 54.045635),(28 54.30618),(29 54.320774),(30 56.473602),(31 56.82434),(32 56.50694),(33 56.520256),(34 56.070488),(35 55.316486),(36 55.56923),(37 55.57477),(38 55.7468),(39 57.000877),(40 56.858112),(41 56.86558),(42 56.27433),(43 54.389446),(44 53.348793),(45 53.353493),(46 51.569633),
(1 0.00040043856),(2 6.2103314),(3 13.537474),(4 16.397177),(5 16.401184),(6 17.82471),(7 19.072691),(8 20.123333),(9 20.121191),(10 19.635454),(11 21.982283),(12 22.233484),(13 22.24208),(14 21.983181),(15 23.704306),(16 24.620428),(17 24.63176),(18 24.592403),(19 24.862537),(20 24.523874),(21 24.528042),(22 24.894016),(23 25.117798),(24 25.927113),(25 25.931032),(26 26.623827),(27 28.297379),(28 28.040438),(29 28.041977),(30 26.994781),(31 26.789597),(32 26.893267),(33 26.8956),(34 26.75259),(35 27.254381),(36 27.327927),(37 27.33636),(38 27.766285),(39 27.640425),(40 27.648357),(41 27.646982),(42 27.128248),(43 27.165829),(44 26.706299),(45 26.705278),(46 26.15102),
(1 0.0004960822),(2 5.0734944),(3 10.987685),(4 13.015942),(5 13.01443),(6 13.324351),(7 13.961508),(8 14.332582),(9 14.342562),(10 14.301471),(11 14.554741),(12 14.910284),(13 14.91303),(14 14.647584),(15 16.038858),(16 16.602009),(17 16.614504),(18 16.49923),(19 16.316578),(20 16.360052),(21 16.3648),(22 16.246658),(23 16.75297),(24 17.119604),(25 17.127516),(26 17.044855),(27 17.731949),(28 17.69078),(29 17.692932),(30 17.704523),(31 18.144371),(32 18.383728),(33 18.391235),(34 17.583292),(35 18.91054),(36 18.886415),(37 18.886452),(38 18.209177),(39 18.031187),(40 18.57688),(41 18.585003),(42 18.44723),(43 17.702488),(44 17.884623),(45 17.889992),(46 17.724371),
(1 0.00049788674),(2 4.0063295),(3 7.8560567),(4 9.392458),(5 9.394196),(6 9.810283),(7 10.117113),(8 10.579278),(9 10.585299),(10 10.3169365),(11 10.741334),(12 10.923038),(13 10.9292145),(14 10.790487),(15 11.428484),(16 11.868259),(17 11.872696),(18 11.587073),(19 11.663838),(20 11.477149),(21 11.482739),(22 11.434502),(23 11.723724),(24 11.994854),(25 11.998797),(26 11.950174),(27 12.592201),(28 12.721073),(29 12.718601),(30 12.464237),(31 12.600429),(32 12.712589),(33 12.715744),(34 12.224117),(35 12.641957),(36 12.873341),(37 12.87672),(38 12.603268),(39 12.728198),(40 13.101435),(41 13.098974),(42 12.746448),(43 12.230378),(44 12.575715),(45 12.579978),(46 12.424318),
(1 0.00036555593),(2 2.2009635),(3 4.377839),(4 5.05863),(5 5.0583463),(6 5.214508),(7 5.525444),(8 5.8295684),(9 5.8322215),(10 5.52272),(11 5.5920258),(12 5.737027),(13 5.7375436),(14 5.643554),(15 5.99268),(16 6.3432174),(17 6.3426805),(18 6.1145205),(19 6.0838795),(20 6.166301),(21 6.1660843),(22 5.9843287),(23 6.147114),(24 6.2365737),(25 6.2373567),(26 6.1482983),(27 6.412598),(28 6.7386036),(29 6.7375546),(30 6.616404),(31 6.46414),(32 6.608327),(33 6.608992),(34 6.362013),(35 6.5185285),(36 6.698706),(37 6.696657),(38 6.50069),(39 6.7456403),(40 6.698644),(41 6.7016172),(42 6.4862084),(43 6.3286405),(44 6.550788),(45 6.5521617),(46 6.401241),
(1 0.00038351072),(2 1.8092655),(3 3.5153847),(4 4.1177835),(5 4.1165104),(6 4.298943),(7 4.3165507),(8 4.476033),(9 4.477813),(10 4.424469),(11 4.442879),(12 4.627108),(13 4.627098),(14 4.4922366),(15 4.6949506),(16 4.95544),(17 4.9599805),(18 4.8148036),(19 4.8297753),(20 4.904578),(21 4.90377),(22 4.7886376),(23 4.76022),(24 4.9119663),(25 4.9131136),(26 4.935292),(27 5.07821),(28 5.2997565),(29 5.297367),(30 5.1420302),(31 4.967156),(32 5.164309),(33 5.165051),(34 4.890303),(35 5.0121317),(36 5.2946024),(37 5.2958417),(38 5.113992),(39 5.1525955),(40 5.358372),(41 5.3608656),(42 5.155332),(43 4.9435077),(44 5.096862),(45 5.0965347),(46 5.073044),
(1 0.00035099854),(2 1.3898684),(3 2.6100452),(4 3.042988),(5 3.0427117),(6 3.0767276),(7 3.0908005),(8 3.259907),(9 3.2595391),(10 3.1271422),(11 3.2636793),(12 3.4138827),(13 3.413121),(14 3.327351),(15 3.4279242),(16 3.6500392),(17 3.6508436),(18 3.4981208),(19 3.415806),(20 3.4998288),(21 3.4987314),(22 3.3814857),(23 3.4264503),(24 3.593019),(25 3.5930061),(26 3.5153167),(27 3.6117797),(28 3.7617066),(29 3.7614245),(30 3.6065621),(31 3.5251238),(32 3.7111433),(33 3.711405),(34 3.5538557),(35 3.597413),(36 3.7948775),(37 3.792806),(38 3.710535),(39 3.7842753),(40 3.860856),(41 3.860888),(42 3.676942),(43 3.590199),(44 3.7720034),(45 3.7706258),(46 3.6398323),
(1 0.0003030447),(2 1.0367768),(3 1.895256),(4 2.2478423),(5 2.2488775),(6 2.283186),(7 2.234022),(8 2.3561382),(9 2.3580008),(10 2.2930622),(11 2.2918315),(12 2.4013846),(13 2.3985572),(14 2.3087487),(15 2.419716),(16 2.5908623),(17 2.591423),(18 2.495804),(19 2.4873352),(20 2.5632668),(21 2.5618343),(22 2.4747045),(23 2.4759743),(24 2.558546),(25 2.5583541),(26 2.5154274),(27 2.6102414),(28 2.7680163),(29 2.7686548),(30 2.6644707),(31 2.5816307),(32 2.7160397),(33 2.7150686),(34 2.5553079),(35 2.6468906),(36 2.8032827),(37 2.802889),(38 2.691),(39 2.7111497),(40 2.7688),(41 2.7691712),(42 2.62083),(43 2.5568206),(44 2.6722512),(45 2.670735),(46 2.566999),
(1 0.00026402948),(2 0.78879),(3 1.4715707),(4 1.7015474),(5 1.7013994),(6 1.6716894),(7 1.6764741),(8 1.746354),(9 1.7462755),(10 1.6619129),(11 1.6933812),(12 1.768824),(13 1.7675867),(14 1.7180458),(15 1.770421),(16 1.8994012),(17 1.8998564),(18 1.8466387),(19 1.8158699),(20 1.8709464),(21 1.8709564),(22 1.8362944),(23 1.8255934),(24 1.9442463),(25 1.9431654),(26 1.8888407),(27 1.9396238),(28 2.0325801),(29 2.0335526),(30 1.918822),(31 1.8892739),(32 1.9795662),(33 1.9795012),(34 1.8661417),(35 1.9196681),(36 2.0861132),(37 2.0852087),(38 2.0095205),(39 1.9741966),(40 2.0592976),(41 2.0596395),(42 1.9775925),(43 1.9197851),(44 2.00166),(45 2.0004764),(46 1.8933812),
(1 0.00021142507),(2 0.56210005),(3 1.0330184),(4 1.1895893),(5 1.1896601),(6 1.1721168),(7 1.1618348),(8 1.2235874),(9 1.2238073),(10 1.1736802),(11 1.1866357),(12 1.2370898),(13 1.2364581),(14 1.1967077),(15 1.2525579),(16 1.3487458),(17 1.3474526),(18 1.3172381),(19 1.2852405),(20 1.3146149),(21 1.3134685),(22 1.2725402),(23 1.2870253),(24 1.3230419),(25 1.3225553),(26 1.2997471),(27 1.3439425),(28 1.4292395),(29 1.4298563),(30 1.3935804),(31 1.3608813),(32 1.4272718),(33 1.4269505),(34 1.3463655),(35 1.3799156),(36 1.4750575),(37 1.4740523),(38 1.4079013),(39 1.3891329),(40 1.4501407),(41 1.4496168),(42 1.3849705),(43 1.3200436),(44 1.3754512),(45 1.3748103),(46 1.3332812),
