1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,
(1 0.0002769054),(2 71.423416),(3 112.48429),(4 101.054436),(5 101.02476),(6 113.81486),(7 115.50368),(8 92.89798),(9 92.873276),(10 122.38556),(11 146.96762),(12 141.05516),(13 141.10416),(14 142.71335),(15 229.39021),(16 249.61697),(17 249.37193),(18 254.37129),(19 227.20308),(20 210.715),(21 210.73608),(22 187.02882),(23 154.83147),(24 153.9962),(25 153.99548),(26 164.1732),(27 186.34706),(28 204.45523),(29 204.47087),(30 217.0175),(31 213.59546),(32 218.26978),(33 218.31004),(34 231.29366),(35 233.85036),(36 235.73872),(37 235.67339),(38 218.84676),(39 256.21344),(40 299.2247),(41 299.28595),(42 296.6781),(43 275.69708),(44 263.90054),(45 263.9426),(46 250.54448),
(1 0.00043286418),(2 69.70941),(3 82.064064),(4 106.416985),(5 106.33289),(6 101.47477),(7 98.36729),(8 101.017815),(9 100.959145),(10 121.164345),(11 137.18735),(12 145.31721),(13 145.25153),(14 144.89267),(15 177.97476),(16 180.87854),(17 180.81303),(18 176.49602),(19 169.49869),(20 184.79068),(21 184.70714),(22 189.48514),(23 164.66815),(24 156.57657),(25 156.49501),(26 174.20753),(27 200.3567),(28 227.37593),(29 227.35402),(30 273.83633),(31 269.29028),(32 257.4906),(33 257.49976),(34 241.9217),(35 242.58655),(36 243.62968),(37 243.56133),(38 238.95978),(39 261.51477),(40 311.25195),(41 311.2633),(42 343.82275),(43 342.8889),(44 279.84915),(45 279.8602),(46 261.33115),
(1 0.00043128393),(2 35.913654),(3 85.7485),(4 125.23806),(5 125.29897),(6 126.78556),(7 132.99333),(8 136.93402),(9 136.88564),(10 122.94728),(11 123.77275),(12 135.16997),(13 135.26378),(14 147.7659),(15 192.18976),(16 213.29643),(17 213.34363),(18 216.51117),(19 215.22905),(20 218.63203),(21 218.6043),(22 209.22214),(23 194.13228),(24 209.58716),(25 209.53653),(26 231.14961),(27 238.9814),(28 251.37253),(29 251.45859),(30 274.89676),(31 252.75),(32 248.12195),(33 248.1814),(34 263.53973),(35 290.69873),(36 288.95535),(37 288.8735),(38 267.27444),(39 285.06018),(40 288.79523),(41 288.79163),(42 270.50488),(43 255.37514),(44 257.59943),(45 257.51553),(46 228.56648),
(1 0.00065385515),(2 39.4097),(3 99.02858),(4 121.94581),(5 121.93291),(6 133.2756),(7 143.66888),(8 147.34447),(9 147.26225),(10 126.67311),(11 134.43286),(12 148.74901),(13 148.73074),(14 147.02745),(15 149.77861),(16 189.95844),(17 189.8107),(18 192.57283),(19 201.1321),(20 206.89348),(21 206.90764),(22 191.3138),(23 198.4414),(24 200.82668),(25 200.86887),(26 204.34209),(27 227.9323),(28 237.45284),(29 237.57954),(30 237.63966),(31 250.83983),(32 239.0467),(33 239.08638),(34 247.8308),(35 256.77618),(36 265.00256),(37 264.9979),(38 269.2083),(39 279.50198),(40 260.31656),(41 260.31384),(42 238.7301),(43 236.66748),(44 232.21056),(45 232.42574),(46 223.12476),
(1 0.0008438362),(2 36.947342),(3 89.60381),(4 113.37483),(5 113.42474),(6 104.47708),(7 118.61845),(8 130.21638),(9 130.30025),(10 118.82537),(11 130.37323),(12 135.15411),(13 135.18575),(14 133.55449),(15 130.39119),(16 161.88368),(17 161.91891),(18 177.60448),(19 175.86014),(20 173.96724),(21 174.05289),(22 161.13058),(23 162.904),(24 167.02325),(25 167.1105),(26 171.26353),(27 191.08897),(28 206.38025),(29 206.30911),(30 203.87848),(31 205.21904),(32 202.74806),(33 202.69327),(34 193.82198),(35 205.63016),(36 209.53548),(37 209.59448),(38 209.80296),(39 211.77983),(40 206.95013),(41 207.0693),(42 186.06366),(43 191.8839),(44 188.78932),(45 188.82513),(46 190.59953),
(1 0.0006877893),(2 21.893976),(3 57.801785),(4 75.9006),(5 75.887115),(6 77.34693),(7 82.051094),(8 85.2616),(9 85.207375),(10 81.34747),(11 95.00602),(12 99.14167),(13 99.124825),(14 96.05114),(15 90.80591),(16 108.10617),(17 108.250244),(18 113.3952),(19 110.808266),(20 117.055824),(21 117.080124),(22 107.91615),(23 114.31107),(24 134.20546),(25 134.20946),(26 145.17462),(27 146.13548),(28 141.12119),(29 141.07118),(30 127.63806),(31 117.754395),(32 128.63956),(33 128.66695),(34 137.93977),(35 129.98398),(36 128.65373),(37 128.66592),(38 130.83089),(39 135.23549),(40 129.8388),(41 129.798),(42 126.56131),(43 122.32447),(44 124.77369),(45 124.655205),(46 126.15897),
(1 0.00093379023),(2 26.00476),(3 63.6572),(4 76.83913),(5 76.89882),(6 83.14374),(7 92.01087),(8 99.89521),(9 99.9498),(10 92.38833),(11 97.07248),(12 96.16545),(13 96.18041),(14 95.35406),(15 102.721825),(16 109.33386),(17 109.3176),(18 102.20476),(19 101.07564),(20 110.43473),(21 110.46715),(22 106.38275),(23 103.6697),(24 109.10901),(25 109.19663),(26 113.477196),(27 122.31709),(28 121.31978),(29 121.2842),(30 111.964325),(31 123.818756),(32 125.90155),(33 125.89065),(34 128.07968),(35 123.36687),(36 122.84231),(37 122.92816),(38 126.37301),(39 132.99437),(40 118.8389),(41 118.8214),(42 117.96416),(43 118.052246),(44 124.079384),(45 124.186775),(46 125.64707),
(1 0.0009845467),(2 24.68623),(3 65.387436),(4 78.05351),(5 78.064514),(6 82.20104),(7 88.2813),(8 89.1537),(9 89.20302),(10 81.059654),(11 86.99785),(12 82.617035),(13 82.660614),(14 88.50646),(15 95.28624),(16 99.84276),(17 99.88473),(18 93.77944),(19 96.08317),(20 89.69828),(21 89.6726),(22 92.91245),(23 101.9322),(24 103.96979),(25 103.92334),(26 118.20168),(27 122.56649),(28 114.97989),(29 114.95794),(30 117.12849),(31 109.308174),(32 103.095856),(33 103.13951),(34 101.58425),(35 121.04892),(36 112.59955),(37 112.649086),(38 113.92549),(39 116.33242),(40 113.229774),(41 113.20651),(42 114.275345),(43 119.35788),(44 111.75628),(45 111.85115),(46 110.043396),
(1 0.0011733596),(2 23.69013),(3 52.00812),(4 56.883747),(5 56.83383),(6 64.37244),(7 73.04249),(8 71.429726),(9 71.47447),(10 66.4739),(11 65.080086),(12 63.891804),(13 63.929317),(14 65.901436),(15 69.8577),(16 68.48823),(17 68.491165),(18 74.89362),(19 77.70493),(20 77.64258),(21 77.66905),(22 85.64446),(23 84.73733),(24 86.81318),(25 86.88129),(26 87.93999),(27 97.1603),(28 93.76804),(29 93.82584),(30 83.04018),(31 91.46684),(32 88.91655),(33 88.98774),(34 88.40545),(35 93.42528),(36 91.98718),(37 92.03587),(38 83.36862),(39 88.137596),(40 96.19607),(41 96.219986),(42 95.36563),(43 86.15888),(44 89.035835),(45 88.97283),(46 88.3077),
(1 0.0010993573),(2 20.252743),(3 50.296528),(4 53.11808),(5 53.07652),(6 55.518017),(7 57.298023),(8 55.08782),(9 55.0237),(10 57.778465),(11 63.210308),(12 69.93439),(13 69.930504),(14 64.39791),(15 63.48945),(16 65.00061),(17 65.02758),(18 70.49695),(19 71.4375),(20 66.022995),(21 66.03369),(22 68.032585),(23 70.43184),(24 73.21126),(25 73.29633),(26 77.16034),(27 78.24247),(28 74.323494),(29 74.37138),(30 74.070885),(31 79.055534),(32 82.66398),(33 82.69039),(34 81.66146),(35 81.43892),(36 82.83588),(37 82.933105),(38 84.31158),(39 76.53945),(40 78.83525),(41 78.891205),(42 81.05797),(43 76.04674),(44 74.885185),(45 74.875534),(46 76.39498),
(1 0.00087868125),(2 16.411703),(3 32.814194),(4 39.044083),(5 39.0704),(6 40.175602),(7 39.488705),(8 42.972897),(9 43.054874),(10 42.553352),(11 47.62765),(12 47.14995),(13 47.207684),(14 45.408978),(15 52.164196),(16 56.356503),(17 56.441433),(18 53.4001),(19 52.569393),(20 53.66031),(21 53.694756),(22 54.223316),(23 56.336617),(24 58.218033),(25 58.239777),(26 58.416843),(27 56.472755),(28 59.50941),(29 59.503174),(30 59.02412),(31 62.008335),(32 61.1423),(33 61.118187),(34 60.282417),(35 62.64822),(36 60.28925),(37 60.300232),(38 60.713577),(39 61.094643),(40 58.85649),(41 58.912086),(42 59.567818),(43 54.16353),(44 57.21272),(45 57.17541),(46 59.38035),
