1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 97.99832),(2 116.64019),(3 121.48787),(4 123.72983),(5 130.06354),(6 131.88367),(7 135.471),(8 138.47954),(9 140.25226),(10 144.40332),(11 147.1204),(12 147.33492),(13 149.06114),(14 151.35532),(15 149.43256),(16 149.82938),(17 151.81306),(18 153.15999),(19 153.89676),(20 153.49908),(21 154.26933),(22 154.1967),(23 155.70142),(24 159.23218),(25 159.39429),(26 159.99129),(27 159.84335),(28 161.51187),(29 163.24806),(30 164.34448),(31 165.66383),(32 164.57715),(33 163.2159),(34 166.1521),(35 164.84515),(36 163.81607),(37 165.12274),(38 164.84714),(39 161.44312),(40 161.48318),(41 161.20023),(42 159.17467),(43 161.66261),(44 160.33206),(45 159.6492),(46 160.95184),(47 160.1674),(48 160.52164),(49 160.03795),(50 160.63269),(51 159.65492),(52 159.3544),(53 160.11206),(54 160.2557),(55 158.75972),(56 156.95601),(57 156.38066),(58 155.89523),(59 155.21996),(60 155.9356),(61 154.4545),(62 154.08693),(63 153.66522),(64 152.10028),(65 153.10849),(66 153.00993),(67 152.24043),(68 151.98448),(69 152.08783),(70 153.14075),(71 153.9147),(72 154.96527),(73 154.52342),(74 154.8079),(75 153.64519),(76 151.84982),(77 152.68643),(78 151.94844),(79 153.71898),
(1 96.707245),(2 115.66399),(3 119.74559),(4 124.671974),(5 129.1989),(6 134.33142),(7 137.21985),(8 137.66399),(9 139.5041),(10 140.93877),(11 145.51878),(12 148.87941),(13 147.4258),(14 149.89777),(15 150.82503),(16 150.4569),(17 151.9989),(18 151.3638),(19 153.30276),(20 153.31123),(21 152.68329),(22 154.6104),(23 156.76057),(24 157.28098),(25 157.34787),(26 160.9497),(27 160.01741),(28 161.02821),(29 162.95665),(30 161.71262),(31 161.92648),(32 161.2475),(33 161.90686),(34 162.29034),(35 164.14832),(36 164.55028),(37 165.27626),(38 165.62947),(39 163.5925),(40 162.64671),(41 164.96382),(42 163.61603),(43 165.8233),(44 164.52975),(45 164.04721),(46 164.61584),(47 162.93335),(48 162.22183),(49 162.71526),(50 164.06425),(51 162.26257),(52 163.26396),(53 163.31833),(54 162.79764),(55 161.8069),(56 159.55968),(57 157.46608),(58 157.29788),(59 156.36183),(60 155.38611),(61 153.90375),(62 153.83008),(63 152.53162),(64 152.62277),(65 153.51915),(66 153.02965),(67 154.70125),(68 154.1582),(69 153.15956),(70 153.71349),(71 154.03284),(72 153.4598),(73 151.04364),(74 151.76466),(75 150.49571),(76 150.32024),(77 150.7586),(78 150.01244),(79 151.4901),
(1 94.335724),(2 113.51243),(3 118.12107),(4 120.74972),(5 127.37041),(6 130.82324),(7 133.16774),(8 135.4022),(9 137.84239),(10 140.66776),(11 144.4731),(12 145.98805),(13 147.3569),(14 147.1616),(15 145.58223),(16 147.78094),(17 150.18767),(18 150.64328),(19 152.53886),(20 151.64479),(21 151.07837),(22 153.75034),(23 156.12553),(24 157.18837),(25 158.13751),(26 157.46754),(27 157.20198),(28 157.91447),(29 159.15466),(30 158.56248),(31 158.9082),(32 157.06232),(33 157.12201),(34 160.08694),(35 159.57602),(36 160.66808),(37 160.61131),(38 160.81482),(39 159.38887),(40 158.50565),(41 159.37135),(42 158.65915),(43 159.01787),(44 156.87207),(45 156.16946),(46 155.53926),(47 156.30887),(48 159.36015),(49 158.90094),(50 158.04259),(51 156.62428),(52 157.6312),(53 159.45612),(54 160.69699),(55 158.89856),(56 157.57042),(57 157.62248),(58 155.95018),(59 156.18051),(60 155.89609),(61 155.241),(62 154.44649),(63 153.2883),(64 153.76112),(65 153.16435),(66 154.11201),(67 154.7712),(68 154.5831),(69 152.76294),(70 153.86948),(71 152.70894),(72 151.28001),(73 151.9301),(74 153.28717),(75 151.23665),(76 150.16913),(77 150.8255),(78 150.55511),(79 152.1806),
(1 95.20788),(2 112.53356),(3 116.39586),(4 118.502),(5 124.36412),(6 128.56606),(7 130.40475),(8 134.02472),(9 135.11739),(10 137.60117),(11 140.66795),(12 142.5701),(13 145.09102),(14 144.417),(15 142.48077),(16 142.71346),(17 146.4876),(18 145.90979),(19 147.45285),(20 147.87822),(21 146.99094),(22 149.48288),(23 149.6929),(24 151.23273),(25 153.44098),(26 154.78894),(27 153.84193),(28 153.16566),(29 156.32164),(30 157.02304),(31 157.2105),(32 156.73033),(33 156.20435),(34 156.18326),(35 157.53104),(36 157.81058),(37 157.79848),(38 159.51152),(39 157.41003),(40 157.05325),(41 158.03777),(42 157.63055),(43 158.30794),(44 157.7672),(45 158.42664),(46 156.81409),(47 157.5866),(48 157.14232),(49 156.75975),(50 157.2082),(51 154.58052),(52 155.71829),(53 154.77963),(54 155.59268),(55 153.14655),(56 151.9657),(57 151.34439),(58 152.04793),(59 151.98671),(60 152.1351),(61 150.36107),(62 149.75085),(63 147.06581),(64 146.79399),(65 146.82195),(66 147.86418),(67 148.34087),(68 146.03743),(69 145.2637),(70 147.13667),(71 148.41687),(72 146.88295),(73 148.82495),(74 148.06253),(75 147.05678),(76 145.15854),(77 145.6427),(78 146.16241),(79 146.51616),
(1 93.037674),(2 111.69451),(3 115.293365),(4 120.52828),(5 125.76706),(6 129.3957),(7 131.1586),(8 133.33267),(9 133.41531),(10 136.52094),(11 140.56122),(12 141.17241),(13 141.84901),(14 142.81818),(15 142.24767),(16 142.40213),(17 144.64467),(18 143.61525),(19 146.41171),(20 146.36884),(21 145.40521),(22 146.35959),(23 148.293),(24 148.80577),(25 151.39896),(26 152.5898),(27 152.81305),(28 154.32071),(29 154.64581),(30 152.7644),(31 154.18784),(32 152.49387),(33 153.12366),(34 155.27277),(35 155.27689),(36 157.63727),(37 157.2713),(38 157.22397),(39 155.8118),(40 156.07793),(41 157.87473),(42 157.51604),(43 157.75262),(44 155.25645),(45 155.16566),(46 155.23642),(47 156.24466),(48 157.18999),(49 156.82703),(50 157.71812),(51 155.56879),(52 154.11319),(53 154.36105),(54 155.35278),(55 155.16954),(56 153.66118),(57 154.34492),(58 153.5285),(59 151.9729),(60 152.87175),(61 151.00488),(62 150.25677),(63 149.13783),(64 150.92415),(65 150.85585),(66 150.3694),(67 150.00877),(68 150.36009),(69 150.28044),(70 150.96674),(71 150.0607),(72 150.61032),(73 150.4239),(74 148.23138),(75 147.16463),(76 147.05632),(77 147.28926),(78 147.70163),(79 148.09734),
(1 93.17814),(2 110.89063),(3 114.76331),(4 119.038956),(5 123.966354),(6 127.49123),(7 128.97792),(8 130.9176),(9 131.76051),(10 135.1594),(11 137.09003),(12 138.19351),(13 140.71068),(14 142.3883),(15 141.57532),(16 141.9063),(17 143.20918),(18 143.83163),(19 144.20735),(20 144.16922),(21 143.60533),(22 145.03062),(23 146.17905),(24 146.96323),(25 147.86655),(26 149.3842),(27 147.74063),(28 149.22949),(29 149.7991),(30 149.53043),(31 150.70361),(32 150.68712),(33 150.77937),(34 151.74345),(35 152.9187),(36 155.43663),(37 154.67752),(38 155.04903),(39 152.60664),(40 152.35854),(41 154.49168),(42 154.268),(43 155.23549),(44 153.35535),(45 153.20166),(46 153.27084),(47 153.52272),(48 151.31691),(49 151.38977),(50 153.1471),(51 151.59311),(52 152.13506),(53 152.21718),(54 153.00252),(55 152.44994),(56 151.42273),(57 150.22746),(58 149.61024),(59 147.97531),(60 149.25432),(61 147.74733),(62 149.06549),(63 146.9972),(64 146.49142),(65 147.68604),(66 148.00597),(67 147.50342),(68 148.55449),(69 147.69615),(70 148.84549),(71 146.51193),(72 147.53107),(73 148.10915),(74 147.0854),(75 147.06227),(76 145.78357),(77 146.9171),(78 144.37712),(79 143.62599),
(1 91.3096),(2 109.5422),(3 114.1223),(4 119.210236),(5 125.44781),(6 128.21953),(7 131.5312),(8 133.46846),(9 133.93219),(10 135.60896),(11 140.36366),(12 141.58919),(13 143.03635),(14 142.7727),(15 141.3416),(16 142.5613),(17 143.12946),(18 143.86644),(19 144.69884),(20 145.39888),(21 145.3522),(22 145.74078),(23 147.58624),(24 149.57994),(25 150.79384),(26 152.83069),(27 151.57951),(28 151.48003),(29 151.44153),(30 153.68156),(31 154.16281),(32 154.3074),(33 154.66112),(34 155.64258),(35 154.64218),(36 155.12122),(37 155.91827),(38 156.11513),(39 155.5593),(40 155.9111),(41 156.20555),(42 156.61624),(43 157.67899),(44 154.52483),(45 154.45003),(46 155.70056),(47 154.4584),(48 152.59692),(49 154.14145),(50 154.27191),(51 150.91476),(52 149.58704),(53 152.21428),(54 152.95798),(55 151.88246),(56 149.22469),(57 148.56233),(58 147.81837),(59 146.92297),(60 149.54535),(61 148.11905),(62 147.46515),(63 145.5958),(64 146.32672),(65 146.64554),(66 145.4848),(67 146.45248),(68 147.06966),(69 146.49516),(70 147.56337),(71 146.16907),(72 145.51694),(73 146.11168),(74 147.23509),(75 146.63037),(76 147.14398),(77 146.39824),(78 144.11101),(79 146.14388),
(1 90.21049),(2 107.552925),(3 112.57354),(4 115.17712),(5 119.615265),(6 122.6873),(7 127.03669),(8 128.06706),(9 129.46313),(10 132.3319),(11 134.31837),(12 135.99525),(13 136.93721),(14 137.85342),(15 137.58484),(16 138.46725),(17 139.42072),(18 140.6315),(19 141.17114),(20 139.38704),(21 137.52098),(22 140.417),(23 142.18109),(24 142.25601),(25 143.3185),(26 143.65479),(27 143.51013),(28 144.12993),(29 145.73828),(30 145.8468),(31 146.47304),(32 144.81874),(33 145.85707),(34 146.22743),(35 145.41469),(36 148.12337),(37 149.1527),(38 149.62727),(39 148.5513),(40 149.32849),(41 148.90881),(42 150.25838),(43 150.41014),(44 150.44743),(45 148.63628),(46 148.54851),(47 149.05733),(48 148.41281),(49 148.65732),(50 147.6364),(51 146.18999),(52 145.64871),(53 147.4149),(54 147.04378),(55 146.87906),(56 145.73727),(57 146.86403),(58 146.02847),(59 146.08275),(60 146.2484),(61 145.80846),(62 147.05789),(63 145.67892),(64 145.41733),(65 144.72055),(66 144.08875),(67 144.45299),(68 144.6851),(69 143.0028),(70 144.31992),(71 143.06136),(72 143.04306),(73 141.62772),(74 143.98798),(75 141.19864),(76 141.60318),(77 141.12537),(78 140.42972),(79 140.61946),
(1 90.50501),(2 108.2346),(3 112.23754),(4 115.14019),(5 121.24065),(6 126.236465),(7 130.44174),(8 131.31133),(9 132.61678),(10 133.80623),(11 137.5343),(12 139.54414),(13 140.34673),(14 141.21915),(15 141.14214),(16 141.68999),(17 141.91803),(18 142.24533),(19 143.38458),(20 142.20302),(21 141.65617),(22 142.58037),(23 142.62111),(24 145.19603),(25 144.78102),(26 147.2723),(27 145.29872),(28 146.56741),(29 150.20544),(30 149.54932),(31 148.03302),(32 148.59938),(33 148.757),(34 148.83748),(35 148.91415),(36 151.00418),(37 150.88028),(38 152.23816),(39 152.0428),(40 151.82076),(41 151.75458),(42 152.71251),(43 151.95325),(44 151.91655),(45 150.94847),(46 151.9647),(47 151.71878),(48 150.6414),(49 150.80533),(50 151.06079),(51 148.88783),(52 148.54628),(53 151.56923),(54 150.41899),(55 150.47667),(56 150.58478),(57 148.98318),(58 146.68275),(59 147.10037),(60 147.34035),(61 146.64612),(62 145.38576),(63 143.8578),(64 143.8653),(65 143.32237),(66 141.84045),(67 142.78813),(68 141.2525),(69 141.18684),(70 142.25523),(71 143.13582),(72 142.53969),(73 142.61536),(74 143.15471),(75 139.54935),(76 140.40889),(77 139.50055),(78 139.42926),(79 139.57819),
(1 86.906204),(2 104.3234),(3 109.86322),(4 113.15009),(5 118.76147),(6 122.03699),(7 125.59112),(8 125.41571),(9 127.20294),(10 130.54004),(11 132.71231),(12 133.37839),(13 136.71658),(14 139.69786),(15 137.86974),(16 138.38507),(17 139.3982),(18 140.88667),(19 141.34998),(20 140.29597),(21 140.61171),(22 140.13367),(23 142.76767),(24 144.38023),(25 144.69829),(26 146.31862),(27 145.44046),(28 144.79437),(29 146.06638),(30 147.09264),(31 148.69617),(32 148.18028),(33 148.631),(34 149.2186),(35 148.75269),(36 149.33533),(37 150.78563),(38 152.05995),(39 152.22255),(40 150.48488),(41 151.4384),(42 151.3873),(43 152.07497),(44 151.72328),(45 149.9706),(46 149.47272),(47 148.19867),(48 148.72917),(49 148.14442),(50 147.93228),(51 146.36139),(52 145.60837),(53 147.09482),(54 146.55522),(55 146.18585),(56 146.54834),(57 146.30286),(58 144.5728),(59 143.37483),(60 141.42189),(61 142.33191),(62 141.89925),(63 139.6511),(64 139.86911),(65 140.99985),(66 141.01115),(67 141.17188),(68 140.54161),(69 139.70851),(70 141.63405),(71 141.62212),(72 141.33264),(73 140.73608),(74 141.92386),(75 139.93742),(76 140.58429),(77 142.32237),(78 140.66537),(79 141.84044),
(1 85.65632),(2 101.79715),(3 106.86222),(4 111.405556),(5 115.068565),(6 118.068436),(7 120.37953),(8 122.225075),(9 123.03005),(10 126.47991),(11 127.62917),(12 131.3666),(13 132.57567),(14 133.12567),(15 131.61026),(16 133.21178),(17 133.80107),(18 135.83536),(19 136.9181),(20 137.5349),(21 137.69653),(22 138.05186),(23 138.75334),(24 139.38623),(25 140.44562),(26 140.31242),(27 140.74591),(28 142.37352),(29 141.70987),(30 141.48482),(31 143.5495),(32 142.98022),(33 142.21796),(34 144.09863),(35 144.71625),(36 145.82536),(37 144.71057),(38 145.98448),(39 144.96281),(40 144.76874),(41 144.28282),(42 144.61186),(43 145.2658),(44 142.80356),(45 141.83907),(46 143.04663),(47 142.60896),(48 141.39886),(49 142.51689),(50 143.80952),(51 142.41298),(52 142.97026),(53 143.6027),(54 143.84576),(55 143.7628),(56 143.0214),(57 140.1768),(58 140.02562),(59 138.7054),(60 140.10089),(61 139.08261),(62 138.21866),(63 135.1162),(64 135.46368),(65 135.77527),(66 135.17596),(67 135.85275),(68 134.53342),(69 135.59541),(70 134.80656),(71 136.76398),(72 135.29941),(73 134.13336),(74 135.44055),(75 134.43155),(76 133.85231),(77 134.39583),(78 133.48329),(79 135.10898),
(1 85.106575),(2 101.56798),(3 105.63315),(4 111.088585),(5 115.46343),(6 119.823425),(7 121.80477),(8 123.69123),(9 126.572105),(10 128.33041),(11 129.2292),(12 133.29141),(13 135.08704),(14 135.65721),(15 135.16118),(16 135.13872),(17 137.63403),(18 139.09877),(19 140.9753),(20 140.24464),(21 139.0351),(22 139.0184),(23 141.17343),(24 142.14774),(25 142.39532),(26 141.61934),(27 141.5328),(28 141.35701),(29 141.13206),(30 141.21915),(31 141.2274),(32 142.92056),(33 142.87453),(34 142.94489),(35 142.2426),(36 144.99142),(37 144.05116),(38 145.32762),(39 144.25157),(40 144.45848),(41 145.012),(42 146.54042),(43 146.32292),(44 146.83223),(45 144.49503),(46 145.64246),(47 144.13907),(48 143.56133),(49 143.8327),(50 145.33174),(51 142.47237),(52 141.91759),(53 143.36221),(54 143.54922),(55 143.2665),(56 142.13918),(57 141.05847),(58 141.42216),(59 142.37973),(60 140.4652),(61 139.93784),(62 140.13155),(63 137.89923),(64 137.18413),(65 138.59341),(66 139.3955),(67 138.0698),(68 137.46255),(69 137.60785),(70 138.54956),(71 138.0869),(72 137.83603),(73 137.1073),(74 136.90964),(75 135.83424),(76 136.38356),(77 135.13255),(78 135.4836),(79 136.5566),
(1 84.078896),(2 99.62122),(3 103.52898),(4 107.69966),(5 110.11053),(6 113.9232),(7 116.20414),(8 120.16034),(9 122.396164),(10 123.708626),(11 126.24229),(12 127.72293),(13 130.1083),(14 131.50906),(15 130.7942),(16 131.86781),(17 132.53905),(18 132.50102),(19 133.73521),(20 133.43784),(21 133.82878),(22 134.98549),(23 134.87613),(24 136.24446),(25 136.71503),(26 137.94252),(27 137.30597),(28 137.97374),(29 139.14711),(30 137.86128),(31 139.99089),(32 140.52957),(33 141.31348),(34 141.96808),(35 141.9007),(36 143.2277),(37 145.36156),(38 143.52246),(39 142.8875),(40 144.3141),(41 144.85268),(42 145.62703),(43 143.49536),(44 143.84349),(45 143.17484),(46 144.14832),(47 142.93329),(48 142.17398),(49 142.5941),(50 142.46678),(51 141.43292),(52 140.41803),(53 141.94016),(54 143.22469),(55 141.32428),(56 138.07335),(57 137.67441),(58 137.28334),(59 138.4026),(60 135.69153),(61 136.56036),(62 135.05847),(63 132.83116),(64 133.57715),(65 134.68686),(66 134.2795),(67 133.53268),(68 132.56186),(69 130.7364),(70 132.48138),(71 132.59442),(72 132.62296),(73 132.08307),(74 131.59921),(75 129.4958),(76 130.15906),(77 129.03386),(78 129.58452),(79 130.08568),
(1 83.592354),(2 100.303375),(3 104.89039),(4 110.238655),(5 113.544754),(6 116.05149),(7 119.72043),(8 121.800026),(9 122.24145),(10 125.567024),(11 126.46609),(12 128.88922),(13 130.89012),(14 131.8784),(15 131.19656),(16 132.07625),(17 133.78731),(18 134.17773),(19 135.64249),(20 135.45863),(21 135.45685),(22 138.31744),(23 138.08698),(24 138.64423),(25 139.36507),(26 140.4981),(27 139.27565),(28 140.3553),(29 140.29846),(30 141.21199),(31 141.70518),(32 141.87726),(33 141.90923),(34 141.21175),(35 142.70142),(36 142.05792),(37 142.4063),(38 142.3049),(39 140.9813),(40 140.59459),(41 139.94717),(42 139.1576),(43 139.10747),(44 137.47223),(45 135.94113),(46 136.65143),(47 135.67969),(48 137.5817),(49 137.54327),(50 139.0027),(51 137.69197),(52 139.25163),(53 140.12076),(54 141.05078),(55 141.6399),(56 139.61876),(57 139.27635),(58 138.35263),(59 139.74025),(60 138.1836),(61 138.16505),(62 137.37347),(63 136.56784),(64 137.36667),(65 137.33195),(66 136.82616),(67 136.59946),(68 135.90321),(69 134.70288),(70 134.97925),(71 135.05637),(72 135.1948),(73 133.31758),(74 133.85028),(75 132.96535),(76 132.2813),(77 132.74126),(78 133.22641),(79 133.31677),
(1 83.22217),(2 99.4117),(3 103.48344),(4 108.27365),(5 112.147095),(6 115.59075),(7 119.87187),(8 120.075005),(9 121.82511),(10 124.33094),(11 124.8785),(12 127.56283),(13 129.86707),(14 130.49649),(15 130.36768),(16 130.58824),(17 132.61995),(18 134.08081),(19 135.96),(20 134.96666),(21 134.78966),(22 134.16621),(23 135.75444),(24 136.93408),(25 137.37961),(26 137.2333),(27 136.54294),(28 137.8243),(29 138.11038),(30 137.97224),(31 139.21347),(32 139.16386),(33 139.1432),(34 138.9945),(35 138.95937),(36 140.34326),(37 139.52861),(38 139.59383),(39 137.43123),(40 137.6016),(41 139.10567),(42 138.85057),(43 138.84076),(44 138.16602),(45 138.88184),(46 139.16179),(47 137.20804),(48 138.68727),(49 140.99312),(50 140.33296),(51 139.41695),(52 139.65813),(53 139.67432),(54 139.3745),(55 137.46977),(56 136.27245),(57 135.04105),(58 135.27779),(59 135.10251),(60 135.11555),(61 135.30093),(62 134.73395),(63 134.11227),(64 132.42717),(65 130.91765),(66 133.28114),(67 133.35728),(68 132.45773),(69 132.76082),(70 132.61542),(71 133.86852),(72 134.7667),(73 132.8738),(74 133.55968),(75 130.94939),(76 129.89505),(77 130.7885),(78 130.90915),(79 131.59378),
(1 82.09494),(2 97.719666),(3 102.39817),(4 105.75283),(5 111.080765),(6 113.5363),(7 116.171455),(8 117.406555),(9 118.89001),(10 121.26032),(11 121.67548),(12 123.71517),(13 125.96657),(14 127.7568),(15 127.21087),(16 127.526085),(17 129.02023),(18 130.08228),(19 132.58951),(20 132.0159),(21 132.33221),(22 132.49808),(23 133.74727),(24 134.46968),(25 136.37274),(26 136.60602),(27 135.83508),(28 136.25473),(29 138.19675),(30 138.52464),(31 139.87718),(32 138.11513),(33 138.84824),(34 138.86978),(35 139.5654),(36 140.97891),(37 140.37473),(38 140.64641),(39 138.67422),(40 139.06142),(41 137.97324),(42 139.6798),(43 139.40062),(44 138.29651),(45 136.94928),(46 138.51662),(47 137.06375),(48 137.89049),(49 138.75008),(50 139.39485),(51 136.3939),(52 137.12347),(53 137.8087),(54 137.04082),(55 135.89186),(56 135.46803),(57 134.88165),(58 134.02994),(59 133.39175),(60 133.86533),(61 133.85054),(62 133.56046),(63 132.1964),(64 131.48282),(65 132.443),(66 131.58238),(67 132.55515),(68 132.38078),(69 133.0364),(70 131.8664),(71 132.0729),(72 132.8061),(73 132.52292),(74 131.51646),(75 130.27367),(76 129.18773),(77 128.34102),(78 130.30792),(79 131.23238),
(1 81.81602),(2 96.62768),(3 101.14975),(4 104.492645),(5 110.01161),(6 112.513405),(7 114.58637),(8 117.08016),(9 118.13866),(10 120.30259),(11 121.02103),(12 123.33613),(13 125.31256),(14 128.67021),(15 127.236145),(16 128.59709),(17 130.52783),(18 129.44498),(19 132.42735),(20 131.89418),(21 131.34047),(22 131.0967),(23 131.04991),(24 131.16113),(25 133.14368),(26 133.23328),(27 132.71698),(28 134.64224),(29 135.94049),(30 134.67181),(31 136.27249),(32 134.89511),(33 135.24306),(34 136.55702),(35 135.89487),(36 137.76494),(37 136.72466),(38 139.06375),(39 137.49794),(40 137.45572),(41 138.55049),(42 137.05467),(43 137.53893),(44 136.8892),(45 135.25632),(46 136.49887),(47 136.92036),(48 137.75925),(49 136.38235),(50 137.1547),(51 136.94301),(52 136.35527),(53 137.80911),(54 137.9955),(55 136.88858),(56 136.18956),(57 135.50963),(58 134.9759),(59 134.3159),(60 133.62912),(61 134.28421),(62 132.75362),(63 131.58333),(64 130.37585),(65 130.87721),(66 131.04268),(67 130.91885),(68 131.44527),(69 130.05441),(70 129.22879),(71 130.95811),(72 130.1944),(73 128.9793),(74 129.81827),(75 128.1885),(76 126.9678),(77 127.339226),(78 127.202576),(79 128.38591),
