1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 1491.072),(2 2359.796),(3 2853.9224),(4 3181.46),(5 3476.1655),(6 3687.1125),(7 3847.7288),(8 4045.6572),(9 4186.1304),(10 4372.2534),(11 4515.443),(12 4601.4956),(13 4693.7754),(14 4753.005),(15 4813.9043),(16 4900.5244),(17 4968.3955),(18 5077.242),(19 5168.2705),(20 5200.014),(21 5260.57),(22 5271.289),(23 5343.3887),(24 5389.225),(25 5423.501),(26 5466.5293),(27 5523.035),(28 5558.767),(29 5554.8857),(30 5571.822),(31 5580.096),(32 5605.3467),(33 5656.2446),(34 5678.737),(35 5696.0537),(36 5733.74),(37 5724.735),(38 5778.8315),(39 5848.9834),(40 5881.147),(41 5936.6655),(42 5922.9497),(43 5939.4595),(44 5923.1416),(45 5935.0474),(46 5931.054),(47 5942.5083),(48 5952.017),(49 5947.861),(50 5943.9976),(51 5976.977),(52 5996.663),(53 6059.8022),(54 6055.596),(55 6101.676),(56 6114.2505),(57 6106.3022),(58 6119.4224),(59 6161.9043),(60 6172.594),(61 6168.05),(62 6194.4175),(63 6211.5713),(64 6169.4707),(65 6151.003),(66 6135.1924),(67 6100.1265),(68 6078.7593),(69 6082.341),(70 6066.5054),(71 6118.151),(72 6096.4224),(73 6116.34),(74 6147.065),(75 6163.7666),(76 6176.77),(77 6191.4834),(78 6171.2056),(79 6153.7056),
(1 1470.2587),(2 2309.2249),(3 2822.8313),(4 3157.0496),(5 3440.6978),(6 3715.0898),(7 3863.2234),(8 4084.513),(9 4227.707),(10 4337.2305),(11 4467.191),(12 4583.9194),(13 4690.639),(14 4728.742),(15 4753.4805),(16 4786.1055),(17 4838.4136),(18 4955.5317),(19 5016.5747),(20 5073.7896),(21 5151.07),(22 5192.9116),(23 5254.1353),(24 5268.262),(25 5322.7124),(26 5398.227),(27 5491.7856),(28 5542.307),(29 5582.0957),(30 5583.9346),(31 5608.8267),(32 5622.074),(33 5629.6333),(34 5684.4326),(35 5712.6084),(36 5745.9155),(37 5796.542),(38 5848.8447),(39 5910.639),(40 5971.275),(41 5994.0605),(42 6012.0635),(43 5998.757),(44 5991.0576),(45 6018.1494),(46 6013.8096),(47 6003.123),(48 5997.1357),(49 5986.9717),(50 6000.943),(51 5988.7207),(52 6001.455),(53 6046.6997),(54 6034.433),(55 6075.4873),(56 6089.0044),(57 6082.5273),(58 6072.8555),(59 6084.7207),(60 6086.025),(61 6088.8506),(62 6076.093),(63 6110.4067),(64 6103.0522),(65 6068.9995),(66 6062.941),(67 6046.3984),(68 6077.7017),(69 6043.2944),(70 6070.75),(71 6113.0195),(72 6131.4043),(73 6118.035),(74 6113.2227),(75 6108.039),(76 6069.808),(77 6064.4385),(78 6037.0225),(79 6013.2373),
(1 1434.4296),(2 2233.6865),(3 2785.4597),(4 3101.0706),(5 3385.1943),(6 3619.6528),(7 3803.4294),(8 4011.6045),(9 4142.888),(10 4252.94),(11 4363.8203),(12 4476.874),(13 4572.624),(14 4641.918),(15 4692.5557),(16 4698.4683),(17 4757.84),(18 4832.1143),(19 4887.5664),(20 4958.5347),(21 5006.3394),(22 5025.758),(23 5022.3135),(24 5041.7446),(25 5078.725),(26 5124.5366),(27 5198.4365),(28 5205.1284),(29 5241.778),(30 5266.306),(31 5354.052),(32 5412.9365),(33 5441.3086),(34 5457.1675),(35 5496.994),(36 5509.4995),(37 5514.926),(38 5563.163),(39 5580.3433),(40 5642.1177),(41 5705.822),(42 5761.4243),(43 5742.521),(44 5766.995),(45 5817.9277),(46 5823.415),(47 5840.987),(48 5842.051),(49 5868.8706),(50 5846.8677),(51 5855.92),(52 5825.494),(53 5852.3965),(54 5820.4536),(55 5830.756),(56 5868.354),(57 5858.9224),(58 5848.6978),(59 5859.6),(60 5821.0625),(61 5784.843),(62 5790.6187),(63 5789.253),(64 5779.9893),(65 5747.678),(66 5742.283),(67 5752.054),(68 5762.0703),(69 5788.044),(70 5810.489),(71 5798.742),(72 5788.4697),(73 5782.4565),(74 5782.8164),(75 5810.2363),(76 5812.0947),(77 5823.0127),(78 5819.559),(79 5796.6924),
(1 1430.5118),(2 2230.3801),(3 2754.1655),(4 3113.6367),(5 3399.935),(6 3634.2026),(7 3811.9521),(8 4000.5337),(9 4102.389),(10 4265.6494),(11 4372.449),(12 4430.48),(13 4531.409),(14 4610.0347),(15 4670.951),(16 4744.5034),(17 4802.6714),(18 4842.986),(19 4913.359),(20 4998.0586),(21 5054.1406),(22 5082.3867),(23 5167.5728),(24 5180.232),(25 5228.4956),(26 5249.944),(27 5325.618),(28 5369.174),(29 5415.5034),(30 5474.9307),(31 5560.107),(32 5611.5527),(33 5621.4014),(34 5622.2183),(35 5670.6743),(36 5701.1055),(37 5731.2275),(38 5785.339),(39 5840.3843),(40 5892.8975),(41 5924.8584),(42 5916.188),(43 5880.2188),(44 5926.6),(45 5974.231),(46 5999.991),(47 6020.3423),(48 5976.6973),(49 5979.296),(50 5958.5205),(51 5946.9307),(52 5951.318),(53 5922.65),(54 5886.974),(55 5891.4517),(56 5851.577),(57 5832.0757),(58 5812.6084),(59 5846.015),(60 5866.36),(61 5833.0396),(62 5802.529),(63 5778.416),(64 5816.208),(65 5806.908),(66 5760.314),(67 5771.6914),(68 5804.304),(69 5820.367),(70 5850.318),(71 5851.9766),(72 5846.458),(73 5849.4253),(74 5874.6987),(75 5854.7866),(76 5874.433),(77 5920.3286),(78 5949.247),(79 5932.873),
(1 1367.0826),(2 2161.469),(3 2659.2593),(4 3029.174),(5 3292.5696),(6 3519.3281),(7 3650.0925),(8 3834.0098),(9 3937.0288),(10 4047.2322),(11 4167.377),(12 4270.582),(13 4389.1563),(14 4429.899),(15 4516.053),(16 4529.7993),(17 4603.0977),(18 4652.293),(19 4661.9443),(20 4747.457),(21 4786.546),(22 4820.8813),(23 4904.61),(24 4899.2793),(25 4936.1206),(26 5025.1973),(27 5067.316),(28 5126.5977),(29 5204.6167),(30 5265.037),(31 5310.7124),(32 5339.286),(33 5391.3555),(34 5412.403),(35 5449.8564),(36 5530.435),(37 5551.473),(38 5595.6636),(39 5674.594),(40 5687.111),(41 5683.845),(42 5691.6245),(43 5740.7393),(44 5771.1094),(45 5797.892),(46 5815.392),(47 5775.537),(48 5815.5415),(49 5800.1724),(50 5783.433),(51 5772.2627),(52 5833.7847),(53 5856.1826),(54 5842.6143),(55 5869.0825),(56 5878.556),(57 5893.3706),(58 5934.4697),(59 5893.9194),(60 5899.8003),(61 5859.0938),(62 5908.787),(63 5866.4478),(64 5875.0845),(65 5869.5093),(66 5824.5557),(67 5810.592),(68 5808.4355),(69 5771.849),(70 5759.854),(71 5746.215),(72 5753.8154),(73 5761.697),(74 5738.497),(75 5690.5923),(76 5650.3066),(77 5634.165),(78 5633.626),(79 5618.284),
(1 1358.9802),(2 2123.6133),(3 2636.549),(4 2969.728),(5 3209.8835),(6 3434.9292),(7 3554.078),(8 3799.076),(9 3873.4846),(10 3990.8206),(11 4132.8506),(12 4232.642),(13 4353.286),(14 4388.7046),(15 4438.5596),(16 4437.422),(17 4514.381),(18 4563.51),(19 4597.8286),(20 4672.0347),(21 4726.6787),(22 4747.2793),(23 4810.559),(24 4828.8213),(25 4895.443),(26 4936.511),(27 4920.5537),(28 4980.2075),(29 4995.344),(30 5026.4663),(31 5083.5483),(32 5117.4893),(33 5169.956),(34 5158.5635),(35 5208.1704),(36 5256.5522),(37 5271.8135),(38 5341.0415),(39 5369.127),(40 5409.4004),(41 5421.6465),(42 5409.4185),(43 5464.5195),(44 5484.229),(45 5472.3794),(46 5468.971),(47 5466.356),(48 5466.972),(49 5482.3877),(50 5483.1416),(51 5494.763),(52 5529.287),(53 5563.8965),(54 5566.18),(55 5575.4834),(56 5604.826),(57 5530.6885),(58 5512.2554),(59 5502.9185),(60 5484.961),(61 5497.2314),(62 5501.4185),(63 5528.096),(64 5516.9434),(65 5497.779),(66 5519.164),(67 5527.207),(68 5541.209),(69 5479.5728),(70 5460.095),(71 5456.5166),(72 5484.075),(73 5518.086),(74 5481.9854),(75 5514.308),(76 5510.0566),(77 5528.1743),(78 5534.903),(79 5559.9966),
(1 1346.3785),(2 2083.7317),(3 2563.459),(4 2909.6396),(5 3157.9995),(6 3375.8035),(7 3543.1987),(8 3793.414),(9 3887.2188),(10 4017.7634),(11 4134.4497),(12 4235.761),(13 4332.1353),(14 4362.5967),(15 4425.4443),(16 4430.0156),(17 4477.3467),(18 4513.78),(19 4534.939),(20 4608.6753),(21 4648.166),(22 4706.6304),(23 4765.098),(24 4800.1504),(25 4790.9854),(26 4844.2944),(27 4905.098),(28 4946.869),(29 4925.509),(30 4945.772),(31 4968.888),(32 4957.586),(33 4991.213),(34 5015.612),(35 5046.531),(36 5042.8525),(37 5048.1714),(38 5103.707),(39 5163.6084),(40 5204.0273),(41 5247.1553),(42 5228.537),(43 5222.5415),(44 5265.182),(45 5245.0156),(46 5204.0728),(47 5247.274),(48 5242.6714),(49 5254.7227),(50 5265.5503),(51 5276.3877),(52 5295.8047),(53 5318.95),(54 5302.0596),(55 5374.38),(56 5392.781),(57 5368.5264),(58 5370.7334),(59 5348.5757),(60 5390.5386),(61 5399.489),(62 5399.03),(63 5388.8574),(64 5392.36),(65 5404.0747),(66 5421.9395),(67 5429.7637),(68 5426.797),(69 5415.6177),(70 5394.887),(71 5383.421),(72 5330.7656),(73 5332.669),(74 5292.478),(75 5303.0005),(76 5339.9834),(77 5346.6553),(78 5397.8086),(79 5438.9497),
(1 1347.4673),(2 2081.4685),(3 2568.2454),(4 2916.5261),(5 3170.5276),(6 3315.5234),(7 3476.5596),(8 3736.2476),(9 3847.8206),(10 4002.6213),(11 4113.5327),(12 4242.5273),(13 4323.5234),(14 4387.049),(15 4463.9644),(16 4452.5225),(17 4495.6777),(18 4532.337),(19 4552.4473),(20 4608.9624),(21 4612.2285),(22 4645.995),(23 4699.5537),(24 4689.259),(25 4747.768),(26 4823.2163),(27 4831.819),(28 4872.1978),(29 4891.7686),(30 4915.7695),(31 4900.4873),(32 4946.5176),(33 5007.7344),(34 5035.079),(35 5049.919),(36 5104.3887),(37 5094.2446),(38 5115.2104),(39 5151.4434),(40 5193.458),(41 5209.982),(42 5196.689),(43 5219.7446),(44 5244.4014),(45 5267.184),(46 5232.179),(47 5273.291),(48 5265.138),(49 5199.131),(50 5217.0913),(51 5228.046),(52 5225.5894),(53 5244.985),(54 5267.033),(55 5263.1934),(56 5290.287),(57 5289.485),(58 5291.654),(59 5291.0825),(60 5289.522),(61 5306.8633),(62 5301.256),(63 5304.2227),(64 5319.979),(65 5358.7314),(66 5383.6514),(67 5373.8403),(68 5379.3613),(69 5365.5195),(70 5381.663),(71 5385.8784),(72 5373.454),(73 5367.8184),(74 5407.9463),(75 5414.121),(76 5395.7817),(77 5387.2725),(78 5385.99),(79 5385.4443),
(1 1317.4321),(2 2019.1918),(3 2482.4004),(4 2800.1763),(5 3061.6433),(6 3269.996),(7 3435.6653),(8 3618.31),(9 3724.7598),(10 3857.019),(11 3978.0066),(12 4121.8213),(13 4202.0356),(14 4256.346),(15 4336.9688),(16 4380.8086),(17 4413.797),(18 4464.463),(19 4481.107),(20 4483.053),(21 4515.314),(22 4529.401),(23 4602.9697),(24 4670.905),(25 4704.458),(26 4765.6826),(27 4843.764),(28 4846.7915),(29 4850.638),(30 4902.554),(31 4938.3467),(32 4940.231),(33 4896.5044),(34 4885.397),(35 4899.819),(36 4916.541),(37 4929.8325),(38 4955.039),(39 5017.5835),(40 5045.2017),(41 5097.6787),(42 5121.6064),(43 5120.228),(44 5159.6934),(45 5169.1724),(46 5189.8784),(47 5194.678),(48 5169.4316),(49 5131.016),(50 5149.7466),(51 5129.6196),(52 5157.153),(53 5208.72),(54 5220.437),(55 5200.2363),(56 5220.1753),(57 5204.968),(58 5194.383),(59 5220.3545),(60 5255.241),(61 5270.4214),(62 5323.4365),(63 5325.836),(64 5321.442),(65 5343.6895),(66 5349.2476),(67 5350.5215),(68 5326.902),(69 5303.2256),(70 5342.169),(71 5352.612),(72 5329.737),(73 5311.089),(74 5318.045),(75 5289.4517),(76 5304.145),(77 5307.42),(78 5357.638),(79 5396.176),
(1 1314.5463),(2 2012.8855),(3 2513.7224),(4 2834.1626),(5 3095.2542),(6 3253.0103),(7 3442.5325),(8 3675.6794),(9 3799.1255),(10 3921.9243),(11 4083.3),(12 4224.8906),(13 4359.591),(14 4449.3345),(15 4531.5825),(16 4513.6978),(17 4566.623),(18 4612.384),(19 4640.77),(20 4678.1553),(21 4733.786),(22 4757.9863),(23 4743.6343),(24 4737.34),(25 4712.7915),(26 4692.1597),(27 4696.9126),(28 4703.4575),(29 4729.6875),(30 4741.46),(31 4760.276),(32 4752.157),(33 4788.5645),(34 4815.6904),(35 4819.436),(36 4894.153),(37 4931.044),(38 4965.8213),(39 5049.2085),(40 5060.2363),(41 5137.588),(42 5151.714),(43 5183.4946),(44 5171.88),(45 5211.0146),(46 5229.4653),(47 5266.9585),(48 5211.7295),(49 5198.3774),(50 5174.5767),(51 5201.8237),(52 5265.43),(53 5334.9634),(54 5326.736),(55 5372.4814),(56 5397.81),(57 5337.9907),(58 5342.5503),(59 5313.523),(60 5306.4624),(61 5311.2144),(62 5345.193),(63 5335.3154),(64 5337.209),(65 5347.9434),(66 5350.4575),(67 5345.362),(68 5333.0317),(69 5359.902),(70 5354.039),(71 5353.2026),(72 5374.0303),(73 5448.7944),(74 5434.981),(75 5436.911),(76 5401.0107),(77 5410.0825),(78 5405.3003),(79 5419.514),
(1 1261.3354),(2 1936.0619),(3 2378.6638),(4 2687.7505),(5 2923.2034),(6 3079.5522),(7 3240.02),(8 3457.0938),(9 3588.4238),(10 3732.124),(11 3868.5696),(12 3977.827),(13 4073.2087),(14 4142.029),(15 4200.796),(16 4228.9946),(17 4284.096),(18 4304.301),(19 4328.351),(20 4373.02),(21 4419.053),(22 4446.665),(23 4493.7036),(24 4533.255),(25 4550.3325),(26 4528.628),(27 4544.0273),(28 4572.3926),(29 4617.658),(30 4659.4023),(31 4702.3037),(32 4726.098),(33 4751.366),(34 4787.8135),(35 4770.5366),(36 4817.681),(37 4845.5117),(38 4901.3926),(39 4912.96),(40 4967.1587),(41 5018.6045),(42 5068.4673),(43 5085.1094),(44 5100.555),(45 5105.883),(46 5112.186),(47 5120.512),(48 5119.321),(49 5166.7183),(50 5148.3823),(51 5138.572),(52 5086.029),(53 5084.878),(54 5084.8896),(55 5089.069),(56 5105.8335),(57 5108.8735),(58 5092.864),(59 5085.067),(60 5057.6006),(61 5038.7393),(62 5050.923),(63 5033.2104),(64 5037.412),(65 5062.733),(66 5050.4053),(67 4999.3633),(68 5001.0435),(69 4966.095),(70 5005.046),(71 5034.0527),(72 5054.7827),(73 5125.9185),(74 5158.978),(75 5154.218),(76 5142.6646),(77 5167.1787),(78 5190.557),(79 5204.3467),
(1 1252.3849),(2 1902.2166),(3 2369.0876),(4 2676.3186),(5 2919.0862),(6 3144.143),(7 3288.4524),(8 3501.4912),(9 3609.972),(10 3758.0747),(11 3868.0183),(12 3945.1414),(13 4037.5508),(14 4098.2295),(15 4130.3193),(16 4178.2925),(17 4264.1074),(18 4307.4873),(19 4338.5254),(20 4395.946),(21 4441.756),(22 4468.689),(23 4473.7075),(24 4485.0703),(25 4494.4165),(26 4511.1143),(27 4541.6934),(28 4531.8193),(29 4610.209),(30 4638.753),(31 4703.6035),(32 4721.455),(33 4796.0254),(34 4809.881),(35 4839.408),(36 4850.8086),(37 4896.857),(38 4946.4355),(39 4949.1484),(40 4971.659),(41 4975.672),(42 5034.374),(43 5024.8574),(44 5022.814),(45 5045.876),(46 5070.931),(47 5052.186),(48 5036.4355),(49 5059.0444),(50 5070.218),(51 5047.3345),(52 5050.6826),(53 5083.735),(54 5069.0815),(55 5090.66),(56 5076.132),(57 5084.2275),(58 5069.6875),(59 5051.101),(60 5031.918),(61 5003.437),(62 5026.366),(63 5058.499),(64 5051.173),(65 5064.992),(66 5067.0586),(67 5076.837),(68 5087.1733),(69 5094.1123),(70 5069.554),(71 5053.569),(72 5009.1772),(73 5023.3413),(74 5030.063),(75 5061.1978),(76 5040.29),(77 5016.186),(78 5031.9707),(79 5068.3022),
(1 1216.1405),(2 1864.5906),(3 2359.644),(4 2695.5474),(5 2932.3787),(6 3141.6335),(7 3305.168),(8 3519.1458),(9 3633.4006),(10 3758.9192),(11 3850.0125),(12 3931.3345),(13 3983.5945),(14 4048.8247),(15 4092.804),(16 4131.765),(17 4194.859),(18 4261.3726),(19 4306.324),(20 4334.7754),(21 4398.1826),(22 4430.728),(23 4504.454),(24 4537.271),(25 4580.0493),(26 4607.6006),(27 4650.265),(28 4663.132),(29 4677.2),(30 4720.7583),(31 4740.237),(32 4781.039),(33 4835.7515),(34 4869.983),(35 4864.858),(36 4911.5635),(37 4942.4023),(38 4953.8394),(39 4968.9272),(40 5030.388),(41 5078.5957),(42 5143.8774),(43 5178.9443),(44 5198.665),(45 5197.838),(46 5240.7197),(47 5270.132),(48 5299.674),(49 5286.296),(50 5309.4165),(51 5298.033),(52 5247.6),(53 5240.7617),(54 5221.568),(55 5195.1763),(56 5173.6733),(57 5150.661),(58 5138.8745),(59 5144.4146),(60 5117.533),(61 5107.885),(62 5093.223),(63 5087.1987),(64 5108.604),(65 5112.557),(66 5109.8813),(67 5116.9854),(68 5167.9966),(69 5137.4756),(70 5140.8423),(71 5189.9688),(72 5204.875),(73 5230.0664),(74 5202.639),(75 5221.344),(76 5248.6377),(77 5247.798),(78 5255.036),(79 5256.3037),
(1 1212.4396),(2 1830.4127),(3 2273.4417),(4 2572.2695),(5 2812.2097),(6 2971.76),(7 3103.0696),(8 3326.916),(9 3452.9648),(10 3603.8738),(11 3724.966),(12 3799.654),(13 3888.325),(14 3962.036),(15 4032.1187),(16 4071.5193),(17 4138.5093),(18 4206.329),(19 4274.006),(20 4322.2173),(21 4383.4673),(22 4421.417),(23 4469.2075),(24 4472.1743),(25 4498.8857),(26 4521.557),(27 4548.5137),(28 4568.387),(29 4588.795),(30 4592.2793),(31 4613.2163),(32 4628.4355),(33 4626.471),(34 4671.0806),(35 4666.122),(36 4682.245),(37 4682.6406),(38 4719.291),(39 4740.919),(40 4787.012),(41 4837.5127),(42 4861.183),(43 4891.2515),(44 4914.5107),(45 4970.6294),(46 4970.0923),(47 4968.9478),(48 4988.1577),(49 4968.588),(50 4985.505),(51 4995.066),(52 4981.6123),(53 4977.2666),(54 4959.4717),(55 4960.492),(56 4939.3325),(57 4890.639),(58 4913.7974),(59 4915.138),(60 4932.4414),(61 4920.151),(62 4963.2314),(63 4917.776),(64 4885.0415),(65 4883.904),(66 4881.5884),(67 4899.75),(68 4917.7),(69 4909.9917),(70 4909.2036),(71 4966.75),(72 4955.692),(73 4990.6255),(74 4956.717),(75 5009.6265),(76 4998.341),(77 5000.0215),(78 4964.746),(79 4990.796),
(1 1177.9812),(2 1788.8541),(3 2244.1335),(4 2538.7441),(5 2785.1677),(6 2940.3538),(7 3088.2126),(8 3289.5913),(9 3403.8123),(10 3535.4553),(11 3651.1306),(12 3744.5508),(13 3864.7566),(14 3921.0964),(15 3986.6174),(16 4009.0618),(17 4072.5723),(18 4120.6074),(19 4166.049),(20 4167.2275),(21 4211.437),(22 4235.2754),(23 4280.4443),(24 4298.474),(25 4340.8315),(26 4361.4487),(27 4415.1514),(28 4442.0854),(29 4459.6533),(30 4456.987),(31 4502.9316),(32 4529.795),(33 4559.0557),(34 4580.1606),(35 4579.8228),(36 4616.2383),(37 4616.993),(38 4667.7573),(39 4689.525),(40 4700.3467),(41 4697.7715),(42 4669.8853),(43 4654.4814),(44 4660.0146),(45 4697.0913),(46 4698.583),(47 4726.023),(48 4752.9277),(49 4748.0396),(50 4759.054),(51 4793.0137),(52 4786.5083),(53 4747.891),(54 4764.598),(55 4765.499),(56 4763.0405),(57 4779.4634),(58 4780.15),(59 4773.9893),(60 4791.819),(61 4811.6895),(62 4861.593),(63 4873.07),(64 4841.566),(65 4871.568),(66 4889.138),(67 4931.611),(68 4967.4067),(69 4976.006),(70 4980.624),(71 5001.5986),(72 4997.3384),(73 5038.0957),(74 5074.6094),(75 5126.2354),(76 5144.0024),(77 5171.3613),(78 5134.836),(79 5093.4287),
(1 1152.8326),(2 1758.753),(3 2189.2354),(4 2513.388),(5 2753.0178),(6 2925.8923),(7 3056.1672),(8 3272.8445),(9 3378.2969),(10 3490.983),(11 3594.086),(12 3707.7566),(13 3830.3386),(14 3884.8135),(15 3970.1958),(16 4014.393),(17 4062.6982),(18 4102.967),(19 4135.188),(20 4173.9556),(21 4245.714),(22 4283.5938),(23 4284.649),(24 4304.1025),(25 4326.987),(26 4382.175),(27 4413.4927),(28 4451.248),(29 4497.768),(30 4479.0415),(31 4557.151),(32 4601.2446),(33 4651.457),(34 4700.494),(35 4682.968),(36 4733.2183),(37 4758.116),(38 4749.368),(39 4780.7227),(40 4762.052),(41 4774.3403),(42 4783.696),(43 4779.5317),(44 4743.4233),(45 4789.9546),(46 4780.942),(47 4768.4204),(48 4774.877),(49 4760.751),(50 4765.297),(51 4771.859),(52 4741.925),(53 4708.6187),(54 4684.537),(55 4698.082),(56 4690.9067),(57 4674.5317),(58 4666.362),(59 4682.1274),(60 4695.1885),(61 4728.263),(62 4735.171),(63 4731.9937),(64 4753.1206),(65 4805.5713),(66 4826.3516),(67 4854.0874),(68 4884.339),(69 4915.022),(70 4898.962),(71 4918.6143),(72 4920.1055),(73 4901.542),(74 4933.794),(75 4924.1543),(76 4951.9595),(77 4942.7744),(78 4977.518),(79 4995.4507),
