1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12460.925),(2 38594.375),(3 82836.55),(4 138076.17),(5 189849.02),(6 252605.31),(7 310120.4),(8 355564),(9 376147.9),(10 395388.22),(11 403362.6),(12 417132.97),(13 439134),(14 474438.34),(15 530296.2),(16 596251.8),(17 672465.5),(18 730589.56),(19 793560.56),(20 850071),(21 924077.25),(22 987805.44),(23 1052460.4),(24 1110100),(25 1177595),(26 1265560),(27 1355511.6),(28 1450391.4),(29 1565004),(30 1696886),(31 1826081.4),(32 1977145.5),(33 2115855.8),(34 2246458.3),(35 2381271.5),(36 2513809),(37 2636530),(38 2774607.3),(39 2925511.8),(40 3062229),(41 3209854),(42 3369591),(43 3568228.8),(44 3799613.3),(45 4066123.3),(46 4347657),(47 4686498),(48 4996378.5),(49 5303637.5),(50 5606036),(51 5881550.5),(52 6137165.5),(53 6391484),(54 6636868),(55 6897182.5),(56 7142656),(57 7433048),(58 7748334.5),(59 8071314),(60 8394453),(61 8787516),(62 9184239),(63 9587505),(64 9971857),(65 10313417),(66 10616116),(67 10887907),(68 11103641),(69 11322101),(70 11504429),(71 11661707),(72 11804987),(73 11970392),(74 12144545),(75 12316685),(76 12500624),(77 12682687),(78 12866611),(79 13055405),
(1 259.896),(2 329.6277),(3 365.94296),(4 404.44022),(5 427.48083),(6 449.95972),(7 468.15277),(8 489.03937),(9 511.9957),(10 518.18097),(11 522.6923),(12 524.84753),(13 529.66016),(14 538.65924),(15 540.20123),(16 544.3478),(17 541.71075),(18 538.61346),(19 544.9808),(20 540.7321),(21 546.60675),(22 554.91144),(23 563.69403),(24 575.0576),(25 573.29443),(26 578.2622),(27 585.3088),(28 576.377),(29 581.3312),(30 575.7361),(31 577.68744),(32 571.77045),(33 573.2775),(34 574.7594),(35 565.10236),(36 567.8633),(37 572.8406),(38 580.81256),(39 577.5605),(40 588.74896),(41 585.8393),(42 589.8993),(43 591.9788),(44 603.25104),(45 599.4593),(46 605.01373),(47 615.1436),(48 616.32684),(49 609.5232),(50 602.2466),(51 607.5617),(52 612.80316),(53 612.6968),(54 617.085),(55 615.8032),(56 611.8515),(57 615.97577),(58 618.5597),(59 621.6437),(60 616.5652),(61 618.97144),(62 631.84265),(63 633.26587),(64 628.2191),(65 632.0951),(66 626.28625),(67 632.63605),(68 622.7629),(69 624.50214),(70 624.4092),(71 630.8534),(72 630.9168),(73 636.708),(74 635.2966),(75 637.62714),(76 642.3703),(77 635.7926),(78 633.0316),(79 633.6938),
(1 247.74474),(2 322.90143),(3 351.7605),(4 390.63318),(5 419.94028),(6 442.98654),(7 465.5689),(8 486.56436),(9 509.32428),(10 517.9814),(11 525.3093),(12 527.03284),(13 534.1945),(14 543.56647),(15 540.13776),(16 539.0788),(17 540.3217),(18 536.45087),(19 538.4001),(20 532.9099),(21 551.34766),(22 551.34576),(23 547.6977),(24 558.559),(25 556.83234),(26 563.0156),(27 569.51434),(28 570.73004),(29 578.293),(30 582.15076),(31 582.5363),(32 580.19775),(33 581.7214),(34 576.8661),(35 577.9666),(36 583.4043),(37 591.1989),(38 590.7679),(39 594.59),(40 598.9266),(41 599.9553),(42 595.94464),(43 593.4409),(44 598.95233),(45 598.141),(46 599.14404),(47 608.0302),(48 612.3699),(49 601.57263),(50 605.6466),(51 600.4227),(52 602.66907),(53 609.1051),(54 610.7367),(55 616.3871),(56 620.00555),(57 615.2647),(58 621.0436),(59 620.3547),(60 609.56476),(61 605.8642),(62 611.6268),(63 614.4687),(64 617.5319),(65 614.84753),(66 612.6624),(67 618.6436),(68 614.6022),(69 616.7767),(70 622.96564),(71 636.6973),(72 629.91974),(73 633.1623),(74 628.172),(75 629.82214),(76 631.346),(77 625.4725),(78 616.3272),(79 617.3761),
(1 248.69902),(2 319.42407),(3 357.33597),(4 393.57446),(5 425.20856),(6 455.26236),(7 479.85318),(8 499.8682),(9 516.6407),(10 529.79425),(11 531.44714),(12 533.5134),(13 528.5775),(14 532.9325),(15 525.59735),(16 515.25714),(17 514.1678),(18 499.2535),(19 507.41336),(20 498.89584),(21 509.89874),(22 509.52856),(23 522.45593),(24 525.52167),(25 535.13727),(26 536.76965),(27 548.50885),(28 545.8976),(29 549.99567),(30 546.15094),(31 547.1805),(32 538.80444),(33 547.3431),(34 545.9698),(35 550.7734),(36 554.39276),(37 557.4517),(38 562.7017),(39 567.4138),(40 577.3923),(41 582.5018),(42 585.7661),(43 584.8432),(44 591.35535),(45 595.0534),(46 606.7231),(47 608.3594),(48 612.5081),(49 613.8232),(50 610.4738),(51 615.18054),(52 619.48145),(53 611.51013),(54 614.8608),(55 616.1568),(56 609.54614),(57 613.1469),(58 609.74945),(59 604.6726),(60 594.75916),(61 597.39056),(62 589.25073),(63 583.82874),(64 587.2306),(65 591.11194),(66 586.3971),(67 588.60925),(68 596.5017),(69 609.61584),(70 609.2467),(71 621.68787),(72 618.8616),(73 613.54),(74 617.32227),(75 618.18915),(76 627.0465),(77 628.0086),(78 628.2266),(79 628.7369),
(1 244.4406),(2 314.1379),(3 352.18158),(4 392.44614),(5 416.99536),(6 445.62296),(7 469.86304),(8 490.0351),(9 510.06424),(10 512.9606),(11 521.2581),(12 525.35583),(13 519.64636),(14 523.02203),(15 526.56903),(16 519.459),(17 520.4631),(18 511.11426),(19 516.1339),(20 513.0968),(21 529.9766),(22 531.3144),(23 541.16077),(24 541.4102),(25 544.3581),(26 548.8647),(27 553.3029),(28 554.2405),(29 549.91614),(30 549.39435),(31 550.4578),(32 544.851),(33 552.8761),(34 551.2264),(35 551.17834),(36 555.6864),(37 557.13416),(38 562.68506),(39 574.69885),(40 587.7533),(41 600.5688),(42 601.84644),(43 605.0261),(44 604.5653),(45 614.29755),(46 617.40326),(47 614.6255),(48 612.0582),(49 601.70764),(50 599.88776),(51 599.23535),(52 601.65656),(53 602.38837),(54 601.18744),(55 605.3153),(56 603.7461),(57 600.932),(58 600.049),(59 599.02325),(60 595.89154),(61 596.59924),(62 593.3498),(63 592.74194),(64 593.4258),(65 598.49963),(66 601.4441),(67 604.02844),(68 601.58496),(69 610.13275),(70 605.78577),(71 612.9865),(72 619.3726),(73 613.4684),(74 613.4163),(75 607.4858),(76 619.78156),(77 620.4874),(78 619.54865),(79 619.5689),
(1 245.61835),(2 315.69125),(3 357.0635),(4 399.2968),(5 434.9327),(6 456.7585),(7 483.19855),(8 498.27142),(9 520.4479),(10 518.83374),(11 519.5853),(12 520.1989),(13 513.6213),(14 516.13257),(15 517.02234),(16 511.98703),(17 504.66943),(18 509.9395),(19 513.4398),(20 516.4911),(21 536.32886),(22 546.23694),(23 561.9153),(24 576.4374),(25 574.6496),(26 577.9726),(27 574.20917),(28 569.20807),(29 566.41644),(30 568.253),(31 561.46924),(32 553.15955),(33 559.7897),(34 555.0444),(35 557.1391),(36 565.64056),(37 566.0786),(38 571.55615),(39 574.3053),(40 589.5072),(41 597.55084),(42 590.32324),(43 592.6444),(44 587.2451),(45 591.30066),(46 589.64105),(47 591.4217),(48 588.317),(49 587.286),(50 585.3369),(51 596.1056),(52 596.4635),(53 598.7404),(54 587.2786),(55 592.98895),(56 593.4237),(57 588.9421),(58 583.87756),(59 585.80164),(60 576.4936),(61 571.6115),(62 573.3525),(63 571.97815),(64 577.96344),(65 589.45905),(66 586.80304),(67 595.41327),(68 597.91595),(69 595.7933),(70 594.9957),(71 602.04895),(72 599.61),(73 592.3675),(74 592.51135),(75 591.47144),(76 595.1874),(77 588.53296),(78 580.5442),(79 581.4324),
(1 237.58156),(2 304.43875),(3 339.86334),(4 382.29068),(5 410.9609),(6 431.80994),(7 458.31265),(8 472.87067),(9 500.41016),(10 495.81235),(11 497.569),(12 495.49222),(13 491.42712),(14 492.2216),(15 494.66083),(16 493.89267),(17 493.67813),(18 500.1277),(19 506.04227),(20 511.3443),(21 523.2233),(22 534.867),(23 551.32404),(24 559.48975),(25 554.41516),(26 562.65875),(27 557.06506),(28 544.5547),(29 540.49396),(30 535.1169),(31 530.8498),(32 531.92),(33 541.2352),(34 542.7959),(35 549.945),(36 547.77374),(37 547.1379),(38 553.92285),(39 549.9558),(40 556.4034),(41 559.61426),(42 552.8481),(43 548.6437),(44 542.28503),(45 548.856),(46 550.02637),(47 555.524),(48 552.62384),(49 557.5981),(50 564.6061),(51 566.6916),(52 561.68994),(53 563.42),(54 555.37384),(55 555.9183),(56 555.58765),(57 555.5922),(58 551.96185),(59 542.052),(60 534.5538),(61 531.0296),(62 528.31555),(63 535.25635),(64 539.21216),(65 550.1774),(66 552.383),(67 556.4722),(68 559.4093),(69 571.17633),(70 571.49884),(71 580.82745),(72 584.6174),(73 583.33563),(74 587.8052),(75 595.11774),(76 592.3563),(77 595.6278),(78 587.4374),(79 590.9851),
(1 237.49342),(2 304.97794),(3 340.10086),(4 384.71716),(5 416.59042),(6 440.14005),(7 466.12372),(8 488.3464),(9 506.83987),(10 505.97586),(11 506.99182),(12 507.55298),(13 504.07745),(14 496.16364),(15 499.9534),(16 497.6118),(17 498.91254),(18 504.9949),(19 518.9772),(20 522.54987),(21 534.96643),(22 540.91614),(23 553.57526),(24 561.626),(25 560.98865),(26 566.7696),(27 566.3433),(28 556.7084),(29 542.63763),(30 536.2304),(31 533.26306),(32 538.40027),(33 537.3055),(34 539.8341),(35 539.90015),(36 543.0249),(37 540.3704),(38 541.27637),(39 544.9233),(40 537.43695),(41 538.88257),(42 535.4442),(43 531.5908),(44 531.6164),(45 542.93774),(46 544.02344),(47 547.14923),(48 557.6498),(49 557.5129),(50 571.0066),(51 575.227),(52 579.7541),(53 570.68396),(54 571.0825),(55 572.18604),(56 567.744),(57 573.67224),(58 568.28503),(59 564.2915),(60 561.63403),(61 557.74097),(62 557.0909),(63 558.1002),(64 564.8328),(65 570.7547),(66 578.0926),(67 580.6975),(68 578.6319),(69 582.2988),(70 587.7759),(71 589.35175),(72 590.32355),(73 586.3821),(74 592.65894),(75 596.0794),(76 590.8203),(77 589.3248),(78 586.7061),(79 585.32605),
(1 238.16977),(2 303.07147),(3 336.7389),(4 375.98892),(5 404.3227),(6 428.4256),(7 452.44522),(8 481.16248),(9 500.12457),(10 501.01718),(11 503.47238),(12 511.69684),(13 505.26984),(14 506.12543),(15 505.89856),(16 504.71457),(17 507.84137),(18 502.83322),(19 509.36975),(20 512.3253),(21 521.2746),(22 516.6301),(23 516.58765),(24 513.84375),(25 519.5898),(26 524.7491),(27 527.3144),(28 520.17633),(29 519.9985),(30 516.8222),(31 517.97455),(32 523.9811),(33 534.5119),(34 536.59125),(35 541.4323),(36 544.6908),(37 541.10706),(38 535.6375),(39 531.6121),(40 532.3189),(41 531.12305),(42 530.86847),(43 533.976),(44 531.0122),(45 539.18335),(46 544.2258),(47 546.8019),(48 563.563),(49 560.18634),(50 566.78705),(51 570.9803),(52 574.85406),(53 571.1632),(54 575.9912),(55 585.0158),(56 577.95074),(57 586.98145),(58 584.23956),(59 595.1894),(60 597.82715),(61 600.9595),(62 598.84265),(63 591.6765),(64 590.9306),(65 588.52795),(66 584.13416),(67 587.44574),(68 584.6975),(69 585.80554),(70 595.07776),(71 590.94525),(72 597.35425),(73 596.7123),(74 598.32336),(75 598.9502),(76 587.44867),(77 589.2708),(78 585.768),(79 575.20984),
(1 235.35905),(2 303.11874),(3 344.13382),(4 383.15924),(5 410.98663),(6 441.95776),(7 469.8481),(8 496.65298),(9 514.3709),(10 518.55457),(11 532.08826),(12 524.89655),(13 520.3336),(14 520.72235),(15 520.71564),(16 513.07416),(17 513.20856),(18 516.0239),(19 523.53827),(20 526.35986),(21 534.6166),(22 536.63837),(23 543.3476),(24 541.91864),(25 545.7472),(26 549.83234),(27 554.36694),(28 546.9859),(29 546.6116),(30 551.4974),(31 553.38306),(32 555.688),(33 571.6091),(34 580.3553),(35 587.17236),(36 578.7459),(37 573.3318),(38 570.67365),(39 566.0065),(40 567.48804),(41 562.2188),(42 558.7331),(43 556.6246),(44 546.7633),(45 549.76154),(46 558.07086),(47 561.8932),(48 565.5027),(49 568.8209),(50 565.5564),(51 573.3227),(52 575.7355),(53 575.35223),(54 569.1474),(55 573.48114),(56 566.43506),(57 572.1308),(58 565.07806),(59 570.7617),(60 570.8039),(61 569.6146),(62 572.2487),(63 579.7522),(64 573.0407),(65 577.6093),(66 584.6028),(67 581.2205),(68 579.2888),(69 581.08514),(70 587.7366),(71 582.7735),(72 586.0832),(73 588.21204),(74 585.7329),(75 583.0675),(76 570.91235),(77 567.49304),(78 561.1684),(79 564.91583),
(1 234.03427),(2 301.66193),(3 347.33835),(4 388.16992),(5 416.57758),(6 438.82422),(7 461.87274),(8 481.718),(9 497.1345),(10 497.45242),(11 498.01834),(12 489.19373),(13 490.45123),(14 495.5189),(15 494.50067),(16 500.04132),(17 500.11603),(18 507.8072),(19 517.27045),(20 517.06085),(21 518.1498),(22 523.5106),(23 528.9125),(24 526.1447),(25 528.2879),(26 527.20624),(27 531.75793),(28 536.03375),(29 535.67456),(30 547.8153),(31 542.23566),(32 536.89),(33 547.4419),(34 541.8726),(35 545.90894),(36 535.84076),(37 538.1812),(38 540.87836),(39 537.51843),(40 535.2761),(41 534.41077),(42 539.3581),(43 536.5922),(44 529.8504),(45 537.05853),(46 539.4296),(47 546.231),(48 539.9319),(49 539.47217),(50 546.72015),(51 550.3634),(52 548.20294),(53 550.42267),(54 549.4683),(55 552.9606),(56 544.8141),(57 541.01306),(58 541.4429),(59 550.95715),(60 548.9681),(61 553.22736),(62 562.63885),(63 562.26843),(64 568.42816),(65 569.89935),(66 568.2767),(67 565.20654),(68 558.03235),(69 560.0808),(70 564.24585),(71 563.9343),(72 564.0731),(73 575.89075),(74 570.9077),(75 567.713),(76 557.9847),(77 557.1652),(78 556.232),(79 562.56665),
(1 229.56593),(2 289.34946),(3 339.7433),(4 370.53772),(5 394.47214),(6 423.13492),(7 435.76877),(8 449.2871),(9 462.70364),(10 471.41675),(11 476.66693),(12 473.92984),(13 476.66327),(14 487.81158),(15 489.27307),(16 499.83),(17 509.40677),(18 511.98145),(19 522.7022),(20 520.07166),(21 513.5154),(22 512.57056),(23 513.2741),(24 507.41437),(25 509.6896),(26 519.5532),(27 534.38525),(28 540.6031),(29 544.65027),(30 549.49554),(31 550.87634),(32 550.44867),(33 560.6889),(34 560.05035),(35 559.8488),(36 557.72675),(37 555.70056),(38 554.71246),(39 552.32306),(40 542.8385),(41 544.5913),(42 543.4898),(43 535.93256),(44 529.4063),(45 537.78864),(46 535.1343),(47 542.2301),(48 542.74786),(49 545.9084),(50 556.04785),(51 562.86426),(52 559.90155),(53 551.3433),(54 551.5519),(55 551.85223),(56 545.8),(57 539.5267),(58 543.06775),(59 536.03723),(60 534.95636),(61 534.25055),(62 541.9934),(63 541.43787),(64 540.0626),(65 545.76556),(66 545.17633),(67 543.2428),(68 538.8688),(69 543.3666),(70 541.74945),(71 536.95215),(72 536.4163),(73 534.57104),(74 547.0337),(75 543.00476),(76 547.8837),(77 544.41077),(78 544.9186),(79 553.5911),
(1 230.26627),(2 289.53125),(3 327.6196),(4 363.2986),(5 386.17282),(6 409.05695),(7 427.40265),(8 437.932),(9 455.8407),(10 459.4681),(11 470.75037),(12 464.4837),(13 468.32886),(14 471.78748),(15 472.92413),(16 475.89465),(17 481.99854),(18 480.4703),(19 491.47263),(20 490.4277),(21 494.66348),(22 489.1629),(23 501.95248),(24 508.57532),(25 510.371),(26 514.02014),(27 524.27057),(28 533.00134),(29 532.09894),(30 535.4658),(31 537.02234),(32 533.8488),(33 531.0388),(34 528.1238),(35 532.8452),(36 535.38226),(37 539.3931),(38 538.1574),(39 543.10297),(40 534.6512),(41 531.3111),(42 528.284),(43 527.61835),(44 518.5915),(45 525.7127),(46 528.88666),(47 535.2769),(48 533.1073),(49 524.43054),(50 528.50854),(51 524.00964),(52 529.86633),(53 537.725),(54 531.8755),(55 538.52496),(56 539.61224),(57 541.3606),(58 543.7591),(59 547.90796),(60 548.0384),(61 547.9915),(62 559.6971),(63 554.6245),(64 553.19006),(65 555.02325),(66 548.5401),(67 546.6247),(68 536.3041),(69 538.0547),(70 534.2313),(71 541.8018),(72 544.0568),(73 545.2036),(74 549.7277),(75 548.3118),(76 543.6481),(77 549.2227),(78 546.7101),(79 547.65674),
(1 218.5791),(2 285.60538),(3 324.107),(4 361.55493),(5 391.53143),(6 409.23517),(7 418.61923),(8 426.11884),(9 442.9045),(10 449.518),(11 448.53635),(12 448.5857),(13 448.76593),(14 452.44345),(15 458.66733),(16 461.35745),(17 466.51492),(18 466.2043),(19 475.58847),(20 474.73508),(21 479.5721),(22 480.04913),(23 487.11108),(24 490.91986),(25 489.49005),(26 491.56458),(27 498.24728),(28 505.4574),(29 508.23145),(30 507.86844),(31 511.64786),(32 510.32507),(33 508.40387),(34 510.58136),(35 510.36502),(36 513.4204),(37 512.62933),(38 515.27515),(39 513.03455),(40 509.9992),(41 502.1311),(42 498.50378),(43 498.64102),(44 495.46432),(45 495.7905),(46 495.89725),(47 497.40164),(48 502.96704),(49 502.06088),(50 503.86215),(51 507.20572),(52 510.79587),(53 516.49475),(54 513.0417),(55 516.1903),(56 511.4009),(57 510.22806),(58 513.7457),(59 514.3817),(60 512.4445),(61 510.88068),(62 516.7382),(63 513.1687),(64 510.87976),(65 509.47104),(66 509.11658),(67 505.3588),(68 501.68808),(69 504.74106),(70 503.49976),(71 507.14148),(72 513.3399),(73 512.317),(74 514.7671),(75 513.20447),(76 512.6249),(77 518.6641),(78 512.17786),(79 522.426),
(1 216.59155),(2 278.80847),(3 321.25067),(4 356.2138),(5 382.75507),(6 393.45074),(7 405.82916),(8 414.2517),(9 432.76212),(10 440.00095),(11 442.96262),(12 444.27698),(13 445.2393),(14 451.57172),(15 455.31177),(16 458.3398),(17 465.02863),(18 471.14044),(19 480.9913),(20 482.90198),(21 486.0469),(22 488.36966),(23 490.4786),(24 482.96335),(25 484.77258),(26 487.05463),(27 489.86612),(28 493.80353),(29 502.503),(30 504.91095),(31 510.54385),(32 506.30865),(33 505.30542),(34 505.8794),(35 499.88437),(36 503.55133),(37 504.3493),(38 509.8653),(39 499.9824),(40 503.82556),(41 516.29535),(42 518.1887),(43 520.6706),(44 523.8361),(45 524.9696),(46 521.1448),(47 524.07404),(48 521.3195),(49 522.7302),(50 526.53925),(51 533.4589),(52 534.561),(53 539.2667),(54 540.98846),(55 539.7644),(56 539.8258),(57 549.42334),(58 550.8203),(59 560.2784),(60 554.52954),(61 549.3823),(62 551.0482),(63 541.51404),(64 539.9939),(65 534.7419),(66 533.2097),(67 536.38135),(68 532.3446),(69 534.3001),(70 529.48486),(71 532.4731),(72 533.60516),(73 531.1852),(74 531.43115),(75 533.0653),(76 536.70886),(77 543.25256),(78 542.17596),(79 537.1553),
(1 214.20325),(2 275.9238),(3 319.3078),(4 350.18994),(5 375.0008),(6 392.1217),(7 407.19623),(8 415.4754),(9 422.22165),(10 417.53647),(11 422.25635),(12 419.1448),(13 419.1591),(14 426.44202),(15 427.40216),(16 434.69333),(17 437.0222),(18 443.308),(19 455.42712),(20 459.95615),(21 468.74097),(22 468.9519),(23 475.1115),(24 470.6267),(25 470.5375),(26 463.56845),(27 468.1335),(28 470.63297),(29 468.1664),(30 471.82776),(31 470.8447),(32 464.1836),(33 475.4312),(34 478.84424),(35 484.99844),(36 482.0271),(37 480.03107),(38 484.9864),(39 487.65277),(40 495.18295),(41 501.20294),(42 506.58875),(43 504.79367),(44 497.89438),(45 496.6669),(46 496.272),(47 494.7387),(48 493.7355),(49 492.19815),(50 495.41443),(51 498.1115),(52 498.0809),(53 502.71194),(54 506.5809),(55 507.31873),(56 508.33282),(57 521.8858),(58 523.2809),(59 531.72327),(60 529.02515),(61 522.6777),(62 520.5014),(63 520.25793),(64 522.8003),(65 522.9986),(66 523.67737),(67 525.9376),(68 523.7552),(69 534.362),(70 531.7886),(71 535.56866),(72 531.485),(73 536.6273),(74 543.1197),(75 549.1401),(76 542.88934),(77 547.94916),(78 539.34717),(79 539.2633),
(1 221.7896),(2 277.401),(3 314.10724),(4 345.24612),(5 370.76813),(6 389.42072),(7 395.43732),(8 403.20282),(9 411.9385),(10 408.9737),(11 410.5913),(12 412.9888),(13 412.90347),(14 417.3581),(15 419.05087),(16 428.72256),(17 427.41473),(18 436.78604),(19 446.56766),(20 448.94485),(21 456.85864),(22 450.26807),(23 457.1783),(24 458.6719),(25 458.5755),(26 460.2844),(27 465.6758),(28 465.81662),(29 464.54532),(30 463.2919),(31 467.60352),(32 462.98248),(33 467.65225),(34 465.12378),(35 468.5337),(36 463.9743),(37 463.72202),(38 465.58514),(39 464.67142),(40 471.09653),(41 471.37238),(42 477.5831),(43 477.72797),(44 478.3228),(45 478.70792),(46 477.76657),(47 480.57465),(48 481.10153),(49 476.9098),(50 481.38922),(51 482.98758),(52 478.18295),(53 483.17004),(54 489.5491),(55 495.61777),(56 496.7297),(57 499.13507),(58 504.6098),(59 507.0277),(60 504.99185),(61 508.38464),(62 509.209),(63 513.38275),(64 513.45874),(65 511.8454),(66 503.90417),(67 503.3668),(68 497.88974),(69 499.94943),(70 501.00977),(71 502.9184),(72 501.12543),(73 506.04437),(74 503.25833),(75 507.88898),(76 506.03888),(77 507.2265),(78 494.1612),(79 496.10522),
(1 215.43085),(2 274.52182),(3 311.11786),(4 344.59787),(5 368.3859),(6 386.336),(7 392.60037),(8 403.76273),(9 408.17972),(10 415.27475),(11 414.39172),(12 421.26328),(13 415.89047),(14 426.8157),(15 426.13098),(16 431.82574),(17 434.81027),(18 437.4889),(19 454.43832),(20 457.65555),(21 464.33694),(22 458.85638),(23 465.4038),(24 462.17236),(25 462.641),(26 466.3223),(27 471.19254),(28 467.0062),(29 466.11145),(30 461.57327),(31 458.7318),(32 459.62234),(33 461.2169),(34 458.97354),(35 463.06915),(36 466.30597),(37 469.5366),(38 472.7209),(39 474.29575),(40 473.9749),(41 475.8745),(42 471.03625),(43 471.77023),(44 474.09265),(45 475.01596),(46 474.07578),(47 479.33792),(48 483.96744),(49 479.63757),(50 486.81796),(51 493.91736),(52 494.81772),(53 493.28558),(54 500.5048),(55 507.0733),(56 504.91388),(57 509.4062),(58 512.2964),(59 513.90424),(60 509.32172),(61 504.23596),(62 505.28912),(63 507.59924),(64 512.6138),(65 511.47723),(66 507.13507),(67 507.73645),(68 507.3168),(69 507.75558),(70 518.58026),(71 516.50354),(72 516.7665),(73 518.44666),(74 519.7878),(75 523.97485),(76 526.1199),(77 524.68115),(78 529.05927),(79 531.66516),
(1 208.8252),(2 264.6963),(3 307.11047),(4 343.08908),(5 366.3042),(6 387.85895),(7 397.08545),(8 407.90292),(9 417.60498),(10 419.0125),(11 418.8125),(12 423.81888),(13 421.97247),(14 429.9291),(15 437.83978),(16 443.88446),(17 448.3746),(18 453.80176),(19 456.89758),(20 456.48328),(21 456.7818),(22 452.99655),(23 450.74164),(24 442.67795),(25 446.28058),(26 448.61804),(27 454.57138),(28 450.15305),(29 450.6562),(30 447.86993),(31 448.51093),(32 448.95294),(33 450.33377),(34 453.05966),(35 455.00092),(36 457.0481),(37 453.57254),(38 455.84335),(39 452.82257),(40 454.85498),(41 454.3785),(42 451.8851),(43 442.79672),(44 438.37662),(45 444.72064),(46 443.30975),(47 446.25476),(48 451.76117),(49 456.7938),(50 463.39783),(51 468.6499),(52 468.8033),(53 473.56232),(54 478.15137),(55 490.24426),(56 490.0981),(57 492.7643),(58 494.5854),(59 494.8754),(60 488.9303),(61 483.77472),(62 481.81467),(63 479.9454),(64 486.46402),(65 487.12772),(66 487.96075),(67 483.96472),(68 484.3825),(69 489.24115),(70 482.18375),(71 479.687),(72 480.0315),(73 478.15588),(74 475.27585),(75 482.56577),(76 479.0907),(77 483.12234),(78 481.3724),(79 488.26703),
