1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.0008862143),(2 24.359598),(3 63.903423),(4 81.84606),(5 81.835396),(6 88.62592),(7 78.052414),(8 94.89371),(9 94.88808),(10 117.36863),(11 124.80665),(12 164.90538),(13 164.88974),(14 178.21863),(15 205.64702),(16 216.13112),(17 216.14603),(18 229.96921),(19 213.51909),(20 212.3219),(21 212.29622),(22 209.89667),(23 225.7698),(24 220.14595),(25 220.16658),(26 225.24611),(27 230.5509),(28 239.07034),(29 239.0635),(30 277.2859),(31 326.0712),(32 321.48904),(33 321.42883),(34 302.63885),(35 310.54385),(36 301.4958),(37 301.49683),(38 238.50432),(39 197.96645),(40 208.6873),(41 208.71281),(42 227.571),(43 187.84985),(44 155.44978),(45 155.44232),
(1 0.0010784755),(2 16.707537),(3 40.23441),(4 44.40431),(5 44.419277),(6 50.344296),(7 54.221706),(8 59.465378),(9 59.47894),(10 66.002106),(11 69.28369),(12 73.059845),(13 73.06336),(14 78.96931),(15 84.75604),(16 87.44168),(17 87.46993),(18 88.94695),(19 86.66375),(20 99.30005),(21 99.32435),(22 106.14753),(23 101.246574),(24 108.159645),(25 108.179565),(26 102.8053),(27 101.43252),(28 100.32732),(29 100.356544),(30 101.08382),(31 99.832054),(32 101.48504),(33 101.46011),(34 97.00309),(35 96.30527),(36 100.69986),(37 100.7085),(38 95.788124),(39 100.810776),(40 104.04644),(41 104.06622),(42 104.89133),(43 108.901085),(44 107.13692),(45 107.13358),
(1 0.0010605906),(2 5.5134206),(3 16.335205),(4 19.259418),(5 19.269579),(6 21.562523),(7 24.80753),(8 26.456974),(9 26.469263),(10 27.855618),(11 28.375093),(12 28.851469),(13 28.860703),(14 30.935232),(15 35.23373),(16 36.005836),(17 36.018566),(18 36.661198),(19 37.09753),(20 39.33462),(21 39.34574),(22 41.55819),(23 41.56985),(24 41.19532),(25 41.20594),(26 39.627617),(27 38.58248),(28 37.05332),(29 37.0437),(30 37.881855),(31 37.045784),(32 37.388397),(33 37.38534),(34 36.883286),(35 36.408596),(36 37.876728),(37 37.870506),(38 37.703415),(39 40.860878),(40 42.053673),(41 42.055492),(42 42.899395),(43 44.767227),(44 44.261272),(45 44.262695),
(1 0.0012595938),(2 4.294757),(3 11.433846),(4 13.125036),(5 13.132634),(6 14.867653),(7 16.63225),(8 17.383135),(9 17.390638),(10 18.575405),(11 19.175201),(12 19.453608),(13 19.459805),(14 20.554916),(15 22.133171),(16 22.330282),(17 22.33671),(18 22.382505),(19 22.280893),(20 22.941513),(21 22.947567),(22 24.799873),(23 26.113785),(24 25.712696),(25 25.714739),(26 25.529268),(27 25.16502),(28 24.601305),(29 24.600916),(30 23.678038),(31 23.42046),(32 23.715008),(33 23.717327),(34 23.224031),(35 22.985308),(36 23.773531),(37 23.775398),(38 24.084389),(39 26.211935),(40 26.717045),(41 26.721554),(42 27.316648),(43 28.367151),(44 28.09144),(45 28.090828),
(1 0.00126324),(2 3.203152),(3 8.128062),(4 9.7493725),(5 9.756433),(6 10.889214),(7 12.1105),(8 12.4140215),(9 12.4224205),(10 12.673501),(11 13.032174),(12 12.779535),(13 12.782817),(14 13.525159),(15 14.337681),(16 14.879038),(17 14.885452),(18 15.097421),(19 14.735125),(20 15.366692),(21 15.369483),(22 15.9429035),(23 17.505375),(24 17.64348),(25 17.651445),(26 17.3588),(27 17.328596),(28 16.673002),(29 16.669641),(30 15.799847),(31 15.466852),(32 15.562762),(33 15.559039),(34 15.369649),(35 15.051621),(36 15.506744),(37 15.506888),(38 15.8003645),(39 16.766527),(40 16.930151),(41 16.930624),(42 17.315508),(43 18.383745),(44 18.451958),(45 18.451986),
(1 0.0009546857),(2 2.1340928),(3 4.846645),(4 5.701943),(5 5.7033663),(6 6.302122),(7 6.8377156),(8 6.970649),(9 6.9730206),(10 7.3078704),(11 7.178315),(12 7.2667627),(13 7.2684727),(14 7.5960817),(15 7.8821945),(16 8.053493),(17 8.054621),(18 8.129116),(19 8.277389),(20 8.492392),(21 8.492435),(22 8.733768),(23 9.488107),(24 9.63906),(25 9.638676),(26 9.321582),(27 9.120139),(28 8.87932),(29 8.877125),(30 8.414891),(31 8.243501),(32 8.143344),(33 8.139639),(34 8.010447),(35 7.8442445),(36 8.272854),(37 8.273864),(38 8.435064),(39 9.090063),(40 9.2574415),(41 9.25755),(42 9.643729),(43 9.850671),(44 9.963123),(45 9.961946),
(1 0.0010238173),(2 1.9332429),(3 4.0842094),(4 4.799015),(5 4.801504),(6 5.4108243),(7 5.709529),(8 5.973404),(9 5.975352),(10 6.070392),(11 6.113583),(12 5.9643383),(13 5.9646306),(14 6.3906565),(15 6.4008),(16 6.478618),(17 6.4774427),(18 6.565126),(19 6.643339),(20 6.649953),(21 6.6475787),(22 6.8458366),(23 7.4643707),(24 7.6169057),(25 7.6179576),(26 7.5520678),(27 7.201809),(28 6.944134),(29 6.942599),(30 6.4219947),(31 6.5482574),(32 6.4424114),(33 6.4418826),(34 6.3252597),(35 6.2540975),(36 6.594563),(37 6.5936666),(38 6.7788143),(39 7.1767044),(40 7.3052044),(41 7.305175),(42 7.4560404),(43 7.9862013),(44 7.8423157),(45 7.841462),
(1 0.00095269794),(2 1.6744171),(3 3.3525388),(4 3.770395),(5 3.7700322),(6 4.126904),(7 4.3382344),(8 4.347467),(9 4.347376),(10 4.518274),(11 4.4736176),(12 4.622459),(13 4.6213884),(14 4.888065),(15 4.933385),(16 4.9057403),(17 4.904471),(18 5.0357356),(19 4.984148),(20 4.9909415),(21 4.9901114),(22 5.210846),(23 5.489636),(24 5.5875955),(25 5.5876427),(26 5.485791),(27 5.2718925),(28 5.112025),(29 5.1080384),(30 4.850642),(31 4.768611),(32 4.715899),(33 4.716483),(34 4.670056),(35 4.634009),(36 4.863223),(37 4.862695),(38 5.009338),(39 5.433394),(40 5.5706954),(41 5.5716014),(42 5.7194796),(43 5.7605557),(44 6.0203614),(45 6.0198946),
(1 0.00084820593),(2 1.3665762),(3 2.583511),(4 2.8299887),(5 2.8308287),(6 3.1666663),(7 3.2582378),(8 3.2491682),(9 3.248865),(10 3.328369),(11 3.4236584),(12 3.5731325),(13 3.5728178),(14 3.8041244),(15 3.699838),(16 3.6767168),(17 3.6756241),(18 3.7403831),(19 3.6755168),(20 3.6399734),(21 3.6385074),(22 3.7083745),(23 4.083816),(24 4.1597114),(25 4.159203),(26 4.065155),(27 3.8946612),(28 3.7251587),(29 3.7210586),(30 3.5610228),(31 3.5208232),(32 3.515482),(33 3.5155938),(34 3.4230144),(35 3.4326022),(36 3.6099627),(37 3.6095607),(38 3.6780407),(39 3.9078732),(40 4.0465117),(41 4.045984),(42 4.180622),(43 4.3928337),(44 4.2220225),(45 4.2202954),
(1 0.0007460036),(2 1.0262685),(3 2.0251045),(4 2.214617),(5 2.2153502),(6 2.4631767),(7 2.4962027),(8 2.4504106),(9 2.4497175),(10 2.5843825),(11 2.6632528),(12 2.7862084),(13 2.783075),(14 2.9313052),(15 2.9021134),(16 2.90207),(17 2.8999295),(18 2.8672922),(19 2.819783),(20 2.8598318),(21 2.8591518),(22 2.943269),(23 3.1781282),(24 3.2340949),(25 3.2326648),(26 3.2353702),(27 3.1319427),(28 2.9908211),(29 2.9888668),(30 2.8206868),(31 2.8032923),(32 2.7939265),(33 2.7929661),(34 2.7262962),(35 2.697542),(36 2.800395),(37 2.7985818),(38 2.8865955),(39 3.1339617),(40 3.2447052),(41 3.2453518),(42 3.25405),(43 3.2842605),(44 3.3139598),(45 3.31408),
(1 0.0006015973),(2 0.75286627),(3 1.4996743),(4 1.6141219),(5 1.6142901),(6 1.7789267),(7 1.7697395),(8 1.7097722),(9 1.7088178),(10 1.788783),(11 1.9135239),(12 2.0367486),(13 2.0357864),(14 2.114405),(15 2.0983534),(16 2.0953074),(17 2.0943818),(18 2.0737958),(19 2.0214796),(20 2.029506),(21 2.0288365),(22 2.0874825),(23 2.2439673),(24 2.3187551),(25 2.3175128),(26 2.3106635),(27 2.2668023),(28 2.134999),(29 2.1342976),(30 2.0397744),(31 2.0214128),(32 2.0338528),(33 2.0339026),(34 1.9515339),(35 1.964762),(36 2.0743258),(37 2.0734673),(38 2.0898528),(39 2.2696347),(40 2.2723632),(41 2.2719417),(42 2.3665602),(43 2.406703),(44 2.3397412),(45 2.3395271),
