1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,
(1 0.0013997068),(2 161.7776),(3 469.49933),(4 626.37775),(5 626.20386),(6 623.86017),(7 408.19507),(8 515.3172),(9 515.44684),(10 769.61206),(11 586.73676),(12 737.4375),(13 737.393),(14 756.25476),(15 961.6579),(16 876.65546),(17 876.7765),(18 855.5857),(19 1042.3192),(20 1274.1614),(21 1274.0397),(22 1357.6302),(23 1286.799),(24 1185.6417),(25 1186.014),(26 1033.0343),(27 1017.37897),(28 1109.6729),(29 1109.8187),(30 1333.8605),(31 1776.9036),(32 1785.6586),(33 1785.3708),(34 1615.4598),(35 1658.7144),(36 1590.2563),(37 1590.3208),(38 942.1235),(39 717.44025),(40 811.80066),(41 811.7878),(42 905.28107),(43 878.7776),(44 641.955),(45 641.777),
(1 0.0019601977),(2 151.2231),(3 392.9953),(4 396.24673),(5 396.39673),(6 481.18777),(7 407.37762),(8 471.4435),(9 471.80914),(10 622.25525),(11 517.5838),(12 598.2285),(13 598.30536),(14 681.7723),(15 580.0167),(16 641.6452),(17 641.89966),(18 686.73224),(19 786.5613),(20 822.3545),(21 822.2972),(22 844.7076),(23 956.8131),(24 909.28516),(25 909.3718),(26 787.03827),(27 821.1116),(28 831.2887),(29 832.25055),(30 924.2166),(31 1099.0198),(32 1031.6731),(33 1031.1324),(34 893.89905),(35 788.7101),(36 745.8276),(37 745.6334),(38 728.7453),(39 702.6677),(40 752.4543),(41 752.64923),(42 853.2727),(43 741.7338),(44 651.3557),(45 651.2253),
(1 0.0020152843),(2 99.22711),(3 212.0018),(4 264.8072),(5 264.85242),(6 248.76524),(7 247.96452),(8 295.4058),(9 295.60168),(10 335.25327),(11 295.50058),(12 378.13998),(13 378.01065),(14 358.73972),(15 395.18378),(16 418.02725),(17 418.22577),(18 422.09418),(19 474.09204),(20 533.3339),(21 533.4299),(22 534.0071),(23 559.3526),(24 539.11346),(25 539.12836),(26 510.14566),(27 505.38483),(28 549.25024),(29 548.75806),(30 657.99506),(31 611.8098),(32 567.32294),(33 567.04193),(34 513.0962),(35 526.3133),(36 476.50983),(37 476.65262),(38 412.67786),(39 420.07373),(40 462.941),(41 462.82196),(42 477.7603),(43 470.44525),(44 447.9427),(45 447.97083),
(1 0.0024034819),(2 67.51905),(3 147.68805),(4 206.20847),(5 206.13152),(6 191.88156),(7 194.99265),(8 200.87358),(9 200.91812),(10 233.80544),(11 269.01685),(12 267.8539),(13 267.8997),(14 258.57828),(15 282.1731),(16 308.7196),(17 308.85068),(18 348.2105),(19 342.28223),(20 386.3505),(21 386.46362),(22 395.25848),(23 409.0454),(24 398.38535),(25 398.51065),(26 366.0439),(27 372.69064),(28 384.90805),(29 384.73224),(30 416.15634),(31 419.05667),(32 394.42282),(33 394.44437),(34 392.04),(35 345.45657),(36 359.52023),(37 359.64832),(38 357.5066),(39 355.4322),(40 378.64752),(41 378.62827),(42 379.59277),(43 379.94318),(44 384.1947),(45 384.27502),
(1 0.0024983985),(2 62.794014),(3 132.71698),(4 160.05219),(5 160.01901),(6 157.2328),(7 178.2736),(8 194.62883),(9 194.55315),(10 192.07423),(11 247.59027),(12 242.50154),(13 242.55415),(14 237.98076),(15 255.03291),(16 263.18118),(17 263.33267),(18 276.2898),(19 270.16776),(20 279.98016),(21 280.14835),(22 289.98758),(23 314.45465),(24 282.5414),(25 282.6522),(26 265.0884),(27 262.0889),(28 266.73514),(29 266.77682),(30 303.1848),(31 295.1429),(32 300.44812),(33 300.31845),(34 280.93097),(35 285.64297),(36 260.16672),(37 260.1188),(38 272.82336),(39 267.6054),(40 289.26752),(41 289.24496),(42 310.14294),(43 334.39545),(44 349.2194),(45 349.2728),
(1 0.0020634686),(2 30.90253),(3 78.532715),(4 91.7017),(5 91.73548),(6 89.30556),(7 93.072334),(8 104.08548),(9 104.08659),(10 114.29274),(11 123.83482),(12 133.47978),(13 133.48543),(14 134.5959),(15 156.83824),(16 167.04747),(17 167.05794),(18 181.50488),(19 172.42896),(20 173.72876),(21 173.73534),(22 199.07813),(23 195.56381),(24 195.30827),(25 195.26108),(26 175.1998),(27 169.88757),(28 162.25581),(29 162.22113),(30 173.40216),(31 186.3275),(32 177.31319),(33 177.16779),(34 177.39587),(35 182.94008),(36 168.31236),(37 168.3061),(38 164.57312),(39 174.40155),(40 187.19054),(41 187.20766),(42 196.4458),(43 197.34363),(44 199.00076),(45 199.01027),
(1 0.0025221591),(2 24.849464),(3 75.66694),(4 87.60618),(5 87.630424),(6 90.442764),(7 93.92708),(8 101.930695),(9 101.88463),(10 117.60693),(11 122.4045),(12 117.10558),(13 117.09957),(14 123.990654),(15 128.79865),(16 131.80112),(17 131.82945),(18 129.53702),(19 150.3055),(20 167.34554),(21 167.42133),(22 175.77296),(23 174.2955),(24 168.20284),(25 168.17455),(26 164.35692),(27 154.50378),(28 163.97173),(29 163.97739),(30 168.85153),(31 161.14536),(32 162.56265),(33 162.37582),(34 166.66449),(35 159.0199),(36 161.0343),(37 161.04587),(38 165.43161),(39 177.47487),(40 184.7963),(41 184.69035),(42 188.43741),(43 178.37167),(44 184.37599),(45 184.4008),
(1 0.0028721062),(2 20.67868),(3 63.20826),(4 71.22327),(5 71.27682),(6 81.758286),(7 91.9),(8 96.66336),(9 96.83802),(10 107.46941),(11 104.76406),(12 106.32021),(13 106.35681),(14 113.294876),(15 123.72669),(16 124.21157),(17 124.30473),(18 127.88391),(19 127.89944),(20 127.95545),(21 127.96049),(22 137.94707),(23 148.1998),(24 139.85152),(25 139.87595),(26 138.83714),(27 150.04912),(28 144.31255),(29 144.3191),(30 141.58694),(31 147.37169),(32 143.52977),(33 143.5799),(34 139.47055),(35 138.83856),(36 134.05399),(37 134.00435),(38 142.06078),(39 146.98361),(40 144.10854),(41 144.1245),(42 142.80714),(43 143.69904),(44 144.78963),(45 144.74579),
(1 0.003185363),(2 22.497866),(3 49.44895),(4 58.277943),(5 58.312798),(6 67.811905),(7 70.93538),(8 79.60844),(9 79.6544),(10 89.313576),(11 91.74863),(12 92.73339),(13 92.76475),(14 97.51592),(15 97.44104),(16 98.14021),(17 98.22098),(18 104.1808),(19 110.517334),(20 112.667114),(21 112.773056),(22 117.769165),(23 120.19225),(24 114.64207),(25 114.67732),(26 115.40696),(27 115.221664),(28 114.82896),(29 114.85284),(30 120.87421),(31 131.9912),(32 124.228966),(33 124.27956),(34 113.168495),(35 118.698524),(36 118.17389),(37 118.076454),(38 118.52756),(39 126.54507),(40 130.0737),(41 129.99158),(42 136.49231),(43 141.53949),(44 133.1101),(45 133.12524),
(1 0.002997547),(2 17.846033),(3 38.695084),(4 48.745407),(5 48.785534),(6 51.39348),(7 63.111446),(8 68.45965),(9 68.48643),(10 73.11153),(11 79.591125),(12 77.380875),(13 77.50715),(14 77.638596),(15 87.83374),(16 83.27092),(17 83.3809),(18 83.26752),(19 87.28054),(20 90.12931),(21 90.15764),(22 102.81136),(23 106.75659),(24 95.44307),(25 95.45192),(26 93.00849),(27 94.42985),(28 91.02023),(29 91.01744),(30 94.2083),(31 100.99158),(32 101.07415),(33 101.03473),(34 94.47371),(35 93.45754),(36 95.82926),(37 95.766525),(38 96.64065),(39 103.10543),(40 105.52982),(41 105.595215),(42 109.59072),(43 106.27816),(44 104.812706),(45 104.79361),
(1 0.0026312072),(2 11.35053),(3 28.97205),(4 36.689407),(5 36.700863),(6 42.157845),(7 42.401512),(8 44.804855),(9 44.82741),(10 48.219006),(11 52.92461),(12 50.122097),(13 50.12557),(14 51.835835),(15 55.76449),(16 56.422855),(17 56.531822),(18 58.255943),(19 61.54889),(20 61.496605),(21 61.495647),(22 68.714645),(23 67.13082),(24 63.225193),(25 63.228607),(26 59.86752),(27 61.783047),(28 61.98064),(29 61.904865),(30 66.0514),(31 68.7154),(32 66.83401),(33 66.80066),(34 65.832085),(35 67.49951),(36 62.778584),(37 62.796486),(38 63.69066),(39 70.94728),(40 71.81025),(41 71.8899),(42 76.17452),(43 75.16939),(44 78.20522),(45 78.17772),
