q, (a, b, c)
1.5, (-22081419.970313746, 46.53374639629763, 20935543.38748225)
2.5, (-34260209.18134415, 88.90199780687288, 33392616.495578352)
3.5, (-513981380221.4515, 1022245.1841898479, 513978116850.842)
4.5, (-285597707534.42725, 537454.1184308487, 285594080495.44934)
5.5, (-74390698.98856267, 64.95742388450407, 67343298.62777457)
6.5, (-48966321.09150297, 62.81423626585862, 44907435.374525025)
7.5, (-25149956.92829515, 27.6939968062645, 20982103.926587604)
8.5, (-29675945.138642557, 34.89849834601777, 25432285.978555504)
9.5, (-31158428.86671678, 36.028989702031396, 27012251.572527107)
10.5, (-24594956.15086292, 32.62523641867109, 21552121.80523221)
11.5, (-17543755.693862054, 10.904452767436291, 12374015.212359412)
12.5, (-14866767.368030274, 9.934955376764602, 10533416.957410377)
13.5, (-10549085.075951545, 10.959500886146538, 7854235.551871186)
14.5, (-13855577.664262626, 10.692568402898093, 10188654.803467583)
15.5, (-11253472.63436301, 11.13994286482809, 8677957.541288098)
16.5, (-9264995.067055391, 11.446862376688745, 7130563.880961583)
17.5, (-8617873.65667607, 9.127573987648889, 6274924.434745906)
18.5, (-7934417.460461764, 6.356541305626158, 5403997.688619011)
19.5, (-6496866.71760991, 8.153844692651127, 4841896.193879545)
20.5, (-6914735.856240386, 6.596014970192672, 4762922.038691989)
21.5, (-6047335.145051451, 6.697795222856692, 4268865.872073434)
22.5, (-5055581.800958128, 7.728220733137942, 3946637.104900117)
23.5, (-5118840.165141459, 7.204729679535862, 3871238.821681072)
24.5, (-4060958.5145627717, 8.110502909237162, 3150127.8287851145)
25.5, (-3370415.4180514393, 11.367185084821077, 2952922.9058443485)
26.5, (-3218633.6573920334, 6.717710587546148, 2447358.1782853664)
27.5, (-3334258.4768762626, 5.046177910579675, 2311664.3311190326)
28.5, (-3383164.912799406, 5.621643701806392, 2442779.5119747217)
29.5, (-3008013.1617362527, 5.81354690025297, 2211110.136662914)
30.5, (-2643230.272672663, 6.4472831270601905, 2046837.0076997383)
31.5, (-2305642.4962916067, 7.876614418120156, 1882833.9867303)
32.5, (-1887139.398094185, 9.517184634022206, 1640847.5122432227)
33.5, (-1864049.9862907282, 7.224639379618001, 1545729.8131665008)
34.5, (-1877412.4712320627, 6.099771637340875, 1457488.2045525943)
35.5, (-1659673.5656810796, 7.3421042611482, 1383653.9870677486)
36.5, (-1770251.2003281142, 5.32082675278351, 1331188.6209139887)
37.5, (-1511698.9100945366, 6.448883717295392, 1218714.3319940297)
38.5, (-1354285.3236734811, 5.212296828060378, 1060572.306985811)
39.5, (-1297790.2253677393, 4.818988129059958, 1007044.2509184867)
40.5, (-1305285.2077777071, 5.166902383567622, 1010194.6029817642)
41.5, (-1268493.4985488874, 5.759093840646692, 1019719.3942755734)
42.5, (-1161493.3011686974, 6.063829245233996, 960694.2975201255)
43.5, (-1081052.5713772113, 5.612036907779525, 873348.3277572831)
44.5, (-1001522.8211159491, 6.025100859821625, 839278.932300497)
45.5, (-900092.4409400268, 6.573470341884684, 768510.1640983688)
46.5, (-940948.0187010012, 4.89761813354826, 711106.2063517509)
47.5, (-948757.5408149152, 4.742211213325264, 723553.4518931797)
48.5, (-884558.780386354, 4.781970891835958, 672981.0518565995)
49.5, (-819510.5309925596, 5.170159577041218, 650974.5883665015)
50.5, (-903383.672243057, 4.152489026037998, 672542.5901391698)
51.5, (-772107.9743115053, 4.628688189048474, 606768.2659117585)
52.5, (-657110.5464045372, 8.446223934178228, 628178.5064416096)
53.5, (-636701.7139763032, 5.785945995951189, 546307.7264263972)
54.5, (-610410.5759928273, 4.567235379786466, 488350.23017458187)
55.5, (-627063.0542058225, 4.296456249831198, 477567.21253109263)
56.5, (-613783.6397485948, 4.500075607979471, 478102.18841451954)
57.5, (-518624.69231180404, 5.122092985500711, 443289.62443670304)
58.5, (-493453.868167248, 5.407121875382024, 429197.75994003256)
59.5, (-483379.1230577246, 5.8081044323867586, 424060.8350758282)
60.5, (-486170.54427251033, 5.940169884286054, 424926.57493185106)
61.5, (-472870.76543881313, 5.363541581212514, 404596.60959933465)
62.5, (-474781.2559436563, 4.544777285371676, 388314.5279584322)
63.5, (-422242.2476087041, 4.353929993206129, 348149.0813573478)
64.5, (-395558.72308775684, 4.574210567171141, 336240.4314603234)
65.5, (-367024.8271007331, 5.620816536170791, 338647.9167092289)
66.5, (-384263.9120340236, 4.116097699024601, 318926.5634254286)
67.5, (-373451.94388438656, 3.907167180574711, 296317.50771926536)
68.5, (-326660.7672638657, 4.184548788927112, 274266.835677513)
69.5, (-341366.4540601733, 3.4417378656639492, 260115.21167349248)
70.5, (-301881.754319246, 4.1908562381073535, 255363.98640860856)
