1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 96.67776),(2 112.41259),(3 118.45799),(4 123.56925),(5 126.54873),(6 128.92209),(7 132.81058),(8 135.36644),(9 135.00891),(10 137.18806),(11 137.11737),(12 141.18495),(13 141.6074),(14 140.60631),(15 137.7952),(16 138.53712),(17 139.07379),(18 139.32306),(19 138.57967),(20 141.37141),(21 141.6463),(22 141.63567),(23 140.41237),(24 139.49503),(25 139.65382),(26 141.30301),(27 138.87833),(28 138.35242),(29 137.5935),(30 137.6653),(31 136.86035),(32 137.95157),(33 136.48979),(34 136.27185),(35 134.2678),(36 134.61206),(37 136.01984),(38 137.41396),(39 135.49904),(40 136.8628),(41 135.81833),(42 135.48283),(43 136.73286),(44 137.49286),(45 136.14067),(46 137.32022),(47 138.05081),(48 138.40146),(49 138.572),(50 143.31253),(51 139.3146),(52 140.17998),(53 141.33241),(54 140.61887),(55 140.55281),(56 140.44101),(57 141.03699),(58 140.37457),(59 139.39912),(60 140.4464),(61 143.4041),(62 143.12402),(63 141.89404),(64 142.63223),(65 143.31265),(66 143.66833),(67 143.8183),(68 144.71336),(69 144.51753),(70 144.14038),(71 145.5227),(72 144.86807),(73 146.81702),(74 149.09671),(75 146.00652),(76 148.40965),(77 146.97311),(78 146.54956),(79 144.71318),
(1 96.20747),(2 111.90071),(3 118.34415),(4 124.204094),(5 125.85072),(6 129.00609),(7 129.89734),(8 132.10822),(9 133.63869),(10 136.3016),(11 136.2774),(12 139.74281),(13 139.57619),(14 139.58702),(15 136.14754),(16 136.753),(17 136.88884),(18 136.9558),(19 138.01913),(20 139.47105),(21 139.41983),(22 140.26398),(23 138.80977),(24 138.8758),(25 138.15956),(26 136.82898),(27 135.52834),(28 136.11847),(29 135.265),(30 136.8433),(31 135.63718),(32 137.36539),(33 135.76196),(34 135.71866),(35 134.1676),(36 133.51237),(37 133.8853),(38 134.00134),(39 133.43459),(40 134.93654),(41 134.52748),(42 133.32039),(43 135.84203),(44 136.96515),(45 137.04062),(46 138.07195),(47 139.36128),(48 139.97897),(49 138.78725),(50 141.99089),(51 139.57672),(52 140.56046),(53 140.68442),(54 140.24802),(55 139.49908),(56 138.83127),(57 139.77101),(58 139.56207),(59 138.80229),(60 139.11194),(61 141.57053),(62 141.2358),(63 139.55147),(64 139.1098),(65 140.30078),(66 140.10231),(67 142.51704),(68 142.02307),(69 141.67154),(70 141.77905),(71 142.0775),(72 144.98238),(73 145.59657),(74 147.90662),(75 145.34761),(76 146.40036),(77 146.76743),(78 143.83395),(79 141.28568),
(1 97.457085),(2 112.961555),(3 116.8567),(4 122.38287),(5 125.1794),(6 128.3989),(7 130.15004),(8 133.95375),(9 135.3451),(10 135.96947),(11 136.13504),(12 136.74788),(13 137.82433),(14 137.53896),(15 134.84729),(16 133.56879),(17 134.87225),(18 135.67744),(19 135.63426),(20 136.27322),(21 135.98373),(22 136.82301),(23 136.53691),(24 135.69377),(25 137.8885),(26 136.47675),(27 133.8244),(28 133.26434),(29 131.55746),(30 132.4193),(31 130.04291),(32 130.95766),(33 132.01744),(34 131.72755),(35 128.71909),(36 130.14531),(37 130.03354),(38 131.63052),(39 131.3582),(40 133.05096),(41 131.7705),(42 133.81346),(43 133.60078),(44 134.4769),(45 133.16818),(46 134.5577),(47 135.40765),(48 135.15149),(49 135.42998),(50 137.71797),(51 134.42659),(52 136.74638),(53 138.48497),(54 136.53354),(55 138.18578),(56 135.01912),(57 135.47115),(58 136.10423),(59 135.9146),(60 136.57156),(61 138.76057),(62 141.41646),(63 138.63754),(64 139.33652),(65 139.4303),(66 139.81796),(67 139.30981),(68 138.78996),(69 138.97694),(70 138.8486),(71 138.82544),(72 141.66039),(73 141.2304),(74 142.21718),(75 141.92168),(76 142.34859),(77 142.93936),(78 141.69853),(79 138.86958),
(1 94.99827),(2 109.97757),(3 114.244644),(4 119.840126),(5 123.16274),(6 124.31788),(7 127.04555),(8 126.67744),(9 129.54292),(10 130.74098),(11 132.06229),(12 132.6868),(13 133.88394),(14 134.09903),(15 131.69563),(16 131.18765),(17 132.21434),(18 131.17073),(19 132.59488),(20 132.69937),(21 134.05614),(22 134.21194),(23 133.31638),(24 132.80377),(25 133.22166),(26 133.36794),(27 131.7843),(28 131.52165),(29 130.88408),(30 131.53249),(31 130.23962),(32 131.71252),(33 131.18472),(34 129.6773),(35 127.824394),(36 128.42851),(37 128.30365),(38 129.92662),(39 127.55002),(40 128.88533),(41 129.82916),(42 129.92928),(43 130.756),(44 130.717),(45 130.81781),(46 131.21625),(47 132.06815),(48 132.92088),(49 132.1803),(50 132.81572),(51 132.26399),(52 132.8161),(53 131.42677),(54 129.81102),(55 132.90974),(56 131.20883),(57 131.00932),(58 130.42992),(59 130.9394),(60 131.79962),(61 132.01529),(62 132.23347),(63 132.62672),(64 133.05267),(65 132.96875),(66 135.94266),(67 136.93385),(68 134.17734),(69 135.31189),(70 135.81973),(71 137.42946),(72 138.34692),(73 138.58015),(74 139.97266),(75 139.83984),(76 140.69357),(77 140.75954),(78 139.02579),(79 138.86172),
(1 94.97384),(2 108.67935),(3 111.89543),(4 118.51317),(5 121.07561),(6 124.17218),(7 127.66347),(8 128.60318),(9 129.25502),(10 130.17786),(11 130.80492),(12 132.60158),(13 134.74728),(14 136.53691),(15 132.07489),(16 134.01259),(17 135.55869),(18 134.618),(19 135.26225),(20 134.97002),(21 134.89827),(22 134.22372),(23 133.343),(24 136.09557),(25 135.07594),(26 135.36366),(27 132.9411),(28 133.03821),(29 132.23123),(30 130.80876),(31 128.43657),(32 128.98962),(33 129.78152),(34 128.66417),(35 127.23716),(36 127.94418),(37 128.2371),(38 128.88322),(39 126.73927),(40 126.97985),(41 128.97311),(42 129.2859),(43 130.61253),(44 130.96735),(45 129.69543),(46 130.45772),(47 131.62303),(48 133.0313),(49 133.33067),(50 133.74455),(51 131.6698),(52 133.56973),(53 132.04721),(54 133.50473),(55 133.13365),(56 132.37555),(57 132.35179),(58 130.80309),(59 131.93497),(60 133.09671),(61 135.84174),(62 135.3315),(63 134.86562),(64 134.45831),(65 135.63472),(66 136.82713),(67 136.8201),(68 135.24847),(69 134.92763),(70 134.40216),(71 135.91469),(72 136.92941),(73 136.78635),(74 138.47726),(75 136.3707),(76 136.2506),(77 136.00056),(78 135.87206),(79 134.03577),
(1 95.20759),(2 108.34729),(3 112.97001),(4 120.45443),(5 121.96691),(6 124.03942),(7 124.39237),(8 129.45149),(9 130.31348),(10 130.85648),(11 131.78635),(12 133.86638),(13 134.02982),(14 134.38211),(15 132.8704),(16 132.15623),(17 132.29918),(18 131.47475),(19 133.13599),(20 134.02971),(21 134.234),(22 133.24365),(23 132.62862),(24 132.37059),(25 132.55606),(26 131.70122),(27 131.41928),(28 129.73082),(29 128.01302),(30 128.34554),(31 128.91928),(32 127.691025),(33 128.02863),(34 128.47491),(35 128.44225),(36 127.693825),(37 126.67015),(38 129.23593),(39 126.70215),(40 128.85432),(41 127.967354),(42 129.6392),(43 129.60593),(44 129.98486),(45 129.69618),(46 130.99039),(47 131.81787),(48 132.74788),(49 132.20966),(50 133.77489),(51 132.10287),(52 132.94592),(53 131.66122),(54 133.63351),(55 133.17348),(56 131.52864),(57 130.72514),(58 130.62047),(59 131.93314),(60 133.32585),(61 133.89458),(62 133.41417),(63 133.35678),(64 133.25455),(65 135.42285),(66 136.95805),(67 135.09766),(68 136.15709),(69 136.59543),(70 137.02962),(71 137.30357),(72 137.7568),(73 138.04926),(74 140.5934),(75 138.8778),(76 138.24257),(77 138.71667),(78 138.88504),(79 138.72179),
(1 94.353775),(2 109.011795),(3 112.48417),(4 118.630585),(5 122.140594),(6 124.54085),(7 126.900024),(8 128.6347),(9 129.64096),(10 130.7584),(11 132.45302),(12 133.96538),(13 134.85968),(14 134.4083),(15 132.87593),(16 132.38754),(17 133.788),(18 133.91617),(19 133.73204),(20 134.0239),(21 134.31075),(22 133.29762),(23 134.51291),(24 133.31729),(25 132.02306),(26 132.82729),(27 130.00388),(28 129.9634),(29 130.3941),(30 128.99098),(31 128.83084),(32 129.84363),(33 129.94981),(34 130.0887),(35 127.24917),(36 128.32565),(37 128.04532),(38 129.37502),(39 126.40702),(40 127.94391),(41 126.98114),(42 127.768936),(43 128.59366),(44 129.5656),(45 128.84036),(46 130.5502),(47 130.18669),(48 130.6419),(49 131.59282),(50 133.56136),(51 132.07878),(52 133.70482),(53 132.50496),(54 131.84595),(55 131.96074),(56 131.36134),(57 131.20786),(58 129.98094),(59 129.61281),(60 131.74194),(61 132.7088),(62 134.1972),(63 133.62004),(64 133.79985),(65 136.1087),(66 135.70113),(67 134.85733),(68 135.90045),(69 135.64455),(70 136.55788),(71 137.74399),(72 138.56683),(73 140.45569),(74 140.60118),(75 139.59846),(76 138.47453),(77 137.74864),(78 138.047),(79 137.66556),
(1 91.59316),(2 106.20217),(3 111.361145),(4 114.08776),(5 117.2499),(6 120.25834),(7 121.2422),(8 123.97476),(9 124.610016),(10 124.68978),(11 125.965965),(12 126.28507),(13 127.85272),(14 127.52485),(15 126.20996),(16 125.38208),(17 126.56796),(18 126.12938),(19 127.399536),(20 128.68561),(21 129.35414),(22 129.69629),(23 129.14024),(24 129.13022),(25 129.43898),(26 128.50822),(27 126.89075),(28 126.52257),(29 126.29101),(30 126.893394),(31 125.80662),(32 124.19929),(33 123.64426),(34 123.89739),(35 122.755905),(36 123.669014),(37 122.927956),(38 124.101),(39 121.217514),(40 122.986084),(41 124.53822),(42 124.343636),(43 125.0841),(44 124.46601),(45 125.12191),(46 126.47629),(47 127.467575),(48 128.90942),(49 128.84996),(50 129.50795),(51 126.88772),(52 128.44164),(53 128.43822),(54 128.94519),(55 129.36903),(56 129.41626),(57 127.84634),(58 127.59525),(59 128.53903),(60 130.54288),(61 130.60739),(62 130.9219),(63 130.37035),(64 131.5755),(65 130.90425),(66 131.12085),(67 132.1421),(68 131.88106),(69 131.6389),(70 132.84377),(71 132.3694),(72 132.02351),(73 134.53104),(74 134.79466),(75 135.15915),(76 134.01822),(77 133.58789),(78 132.3026),(79 131.0039),
(1 89.56848),(2 103.66978),(3 109.2549),(4 112.476326),(5 114.707855),(6 119.12461),(7 120.89277),(8 121.92776),(9 123.27937),(10 124.62133),(11 125.06534),(12 126.57686),(13 128.09367),(14 127.96806),(15 127.10122),(16 127.01971),(17 126.79111),(18 127.40369),(19 128.3887),(20 129.1403),(21 128.69803),(22 129.88863),(23 130.31741),(24 128.5175),(25 129.44449),(26 129.05043),(27 127.02781),(28 125.469124),(29 125.25137),(30 123.73523),(31 124.756134),(32 124.38002),(33 124.04436),(34 124.82698),(35 123.41215),(36 123.21187),(37 125.55281),(38 124.64098),(39 122.182724),(40 122.600746),(41 123.8196),(42 124.06937),(43 124.80775),(44 123.98864),(45 125.5314),(46 125.813675),(47 126.080925),(48 127.56375),(49 126.142204),(50 127.16251),(51 125.20558),(52 128.48984),(53 128.71573),(54 128.71222),(55 130.7238),(56 128.30609),(57 128.26427),(58 126.51752),(59 128.91316),(60 129.68071),(61 132.31007),(62 131.28253),(63 129.77425),(64 132.74826),(65 132.7243),(66 131.97543),(67 133.8548),(68 134.94824),(69 134.01936),(70 134.2956),(71 134.41782),(72 135.42218),(73 136.40176),(74 135.96335),(75 135.32596),(76 133.83032),(77 132.80368),(78 133.2003),(79 132.03557),
(1 87.71545),(2 100.873634),(3 104.74302),(4 109.77525),(5 113.53818),(6 116.00053),(7 118.34701),(8 119.85245),(9 120.732216),(10 122.23005),(11 121.427734),(12 126.0488),(13 126.0532),(14 126.32805),(15 124.48217),(16 124.232864),(17 124.8688),(18 124.33414),(19 124.66774),(20 126.140236),(21 125.43452),(22 126.63654),(23 127.01589),(24 127.78644),(25 126.42913),(26 126.45963),(27 124.68988),(28 124.39779),(29 123.059525),(30 122.67938),(31 122.909485),(32 123.473),(33 122.98283),(34 123.273766),(35 121.45135),(36 120.83055),(37 121.17243),(38 121.77513),(39 120.60134),(40 119.59946),(41 121.00503),(42 120.66109),(43 120.41274),(44 121.93504),(45 122.44086),(46 122.38487),(47 123.58799),(48 124.308105),(49 124.739365),(50 127.91078),(51 125.11217),(52 126.02695),(53 126.31533),(54 126.0912),(55 127.16586),(56 126.16771),(57 125.9934),(58 124.37058),(59 125.86034),(60 126.29052),(61 127.88208),(62 128.54433),(63 127.77695),(64 127.539),(65 127.98175),(66 128.83359),(67 128.8308),(68 129.33199),(69 129.48746),(70 129.81241),(71 126.830086),(72 129.15807),(73 130.32492),(74 131.26807),(75 130.63646),(76 131.0111),(77 131.40363),(78 130.46068),(79 128.52783),
(1 87.15437),(2 99.25384),(3 104.16286),(4 108.707085),(5 112.054115),(6 113.112015),(7 117.33554),(8 116.964874),(9 118.8911),(10 121.12195),(11 123.372345),(12 125.39786),(13 125.33897),(14 124.77827),(15 121.11717),(16 122.39016),(17 123.129814),(18 122.06337),(19 124.10642),(20 124.18287),(21 123.713295),(22 123.660034),(23 123.702225),(24 123.16466),(25 122.85275),(26 123.79852),(27 121.8592),(28 122.25203),(29 119.94709),(30 119.268364),(31 119.44105),(32 119.60595),(33 119.41885),(34 120.9794),(35 118.22787),(36 119.17826),(37 119.8987),(38 120.99932),(39 116.5847),(40 118.50017),(41 119.75815),(42 118.75578),(43 119.9662),(44 119.488434),(45 122.01614),(46 121.71642),(47 121.501495),(48 120.75543),(49 122.95369),(50 124.945076),(51 122.65552),(52 123.13165),(53 122.01292),(54 124.11075),(55 124.696205),(56 124.17169),(57 123.87356),(58 123.71581),(59 126.40239),(60 127.50799),(61 128.30496),(62 127.99063),(63 127.789825),(64 128.23714),(65 128.46259),(66 129.00883),(67 128.36432),(68 127.86347),(69 127.97147),(70 128.82503),(71 128.71823),(72 130.38707),(73 130.77666),(74 132.2342),(75 130.23325),(76 129.64444),(77 129.27702),(78 128.4426),(79 128.13295),
(1 84.42769),(2 98.593994),(3 103.84314),(4 107.60825),(5 110.37531),(6 110.71797),(7 112.834984),(8 114.17191),(9 116.004364),(10 117.01794),(11 118.13141),(12 120.29394),(13 120.789085),(14 120.80448),(15 119.50044),(16 119.631226),(17 120.10843),(18 120.24338),(19 121.57702),(20 122.04204),(21 122.905304),(22 122.78682),(23 121.32459),(24 121.35556),(25 122.01479),(26 120.79683),(27 120.191185),(28 120.12267),(29 118.20013),(30 117.76225),(31 118.29622),(32 118.952705),(33 119.0402),(34 118.35818),(35 115.809555),(36 117.259476),(37 116.30132),(38 116.04165),(39 114.91228),(40 114.22448),(41 116.09012),(42 115.989365),(43 116.973724),(44 118.118515),(45 118.590546),(46 120.509094),(47 119.68896),(48 119.179756),(49 120.15427),(50 122.077194),(51 120.57577),(52 122.60183),(53 121.55525),(54 120.53451),(55 121.51032),(56 122.760796),(57 121.19635),(58 122.703804),(59 123.178734),(60 122.58606),(61 123.735),(62 122.74521),(63 122.58294),(64 122.354454),(65 122.79718),(66 123.88457),(67 123.782906),(68 123.81616),(69 124.66612),(70 124.45599),(71 125.13939),(72 126.64939),(73 126.92389),(74 127.49652),(75 126.461716),(76 126.08664),(77 125.08443),(78 124.70546),(79 124.35255),
(1 86.528595),(2 99.45429),(3 103.38889),(4 109.39345),(5 112.224625),(6 113.33299),(7 114.13851),(8 116.66285),(9 118.72538),(10 119.69059),(11 120.52873),(12 122.74754),(13 123.3504),(14 124.05681),(15 120.69719),(16 120.94988),(17 121.43734),(18 122.64538),(19 123.195274),(20 122.426094),(21 124.212746),(22 123.871605),(23 122.3139),(24 122.48291),(25 121.77924),(26 122.355125),(27 119.58171),(28 121.08231),(29 118.24406),(30 117.18558),(31 116.38599),(32 117.28413),(33 118.768776),(34 117.34891),(35 116.97855),(36 116.09073),(37 115.835236),(38 117.657326),(39 115.63538),(40 116.508934),(41 118.621704),(42 120.039116),(43 119.82926),(44 120.10148),(45 118.56148),(46 119.60391),(47 120.72082),(48 120.07372),(49 119.92956),(50 121.52632),(51 120.23097),(52 121.552826),(53 121.6276),(54 121.411964),(55 121.1303),(56 121.55572),(57 121.57847),(58 120.67285),(59 122.28398),(60 123.15302),(61 122.71412),(62 122.96646),(63 124.52161),(64 123.93369),(65 124.878784),(66 126.44862),(67 125.49576),(68 124.647736),(69 125.59539),(70 125.716675),(71 126.19856),(72 128.07042),(73 127.61472),(74 129.20396),(75 127.4627),(76 127.27426),(77 127.58404),(78 127.399994),(79 125.17722),
(1 86.32322),(2 99.452644),(3 103.39631),(4 107.296234),(5 110.34781),(6 111.25079),(7 114.440285),(8 116.38061),(9 116.54264),(10 118.10693),(11 120.21073),(12 123.0014),(13 123.86838),(14 123.86625),(15 120.34396),(16 119.28487),(17 119.22628),(18 120.35509),(19 120.15363),(20 121.49974),(21 122.416855),(22 122.729744),(23 121.137856),(24 120.09293),(25 121.93213),(26 119.55546),(27 118.06201),(28 119.50133),(29 118.26806),(30 116.782616),(31 116.04468),(32 116.31604),(33 116.703705),(34 116.69315),(35 113.95982),(36 115.23289),(37 115.10403),(38 117.10062),(39 114.229065),(40 115.50504),(41 116.837425),(42 117.251045),(43 117.51384),(44 117.76179),(45 118.61123),(46 120.15554),(47 119.07282),(48 120.23218),(49 120.05999),(50 122.37954),(51 120.352425),(52 124.295006),(53 123.32567),(54 121.547),(55 121.17761),(56 120.75646),(57 120.64728),(58 121.40686),(59 122.7357),(60 122.16199),(61 124.14082),(62 124.21902),(63 123.23091),(64 122.29167),(65 123.82296),(66 125.230576),(67 122.96701),(68 122.968895),(69 124.60803),(70 125.08381),(71 124.70693),(72 125.13542),(73 126.154015),(74 127.70639),(75 126.12053),(76 126.88444),(77 128.05287),(78 126.02148),(79 125.60687),
(1 85.64518),(2 98.51276),(3 102.40672),(4 106.64116),(5 107.75236),(6 110.96551),(7 112.25932),(8 114.90637),(9 116.066864),(10 116.53804),(11 118.83113),(12 120.01332),(13 121.61072),(14 120.53411),(15 117.99732),(16 117.57515),(17 118.21775),(18 117.93383),(19 119.96471),(20 120.23061),(21 121.06567),(22 120.185005),(23 119.999176),(24 119.61182),(25 118.890724),(26 118.52189),(27 117.29517),(28 116.163536),(29 115.56298),(30 115.385124),(31 115.53482),(32 114.68368),(33 115.1099),(34 114.603325),(35 114.72523),(36 113.51065),(37 112.45606),(38 114.127075),(39 112.91458),(40 113.34572),(41 114.34888),(42 114.76315),(43 113.556694),(44 113.838165),(45 114.02038),(46 115.5078),(47 115.30666),(48 117.28886),(49 116.98868),(50 118.54435),(51 116.21351),(52 117.33278),(53 117.28555),(54 117.29804),(55 117.82948),(56 117.05556),(57 114.89905),(58 114.467026),(59 116.51648),(60 117.61402),(61 120.38397),(62 121.480705),(63 118.100105),(64 119.34916),(65 120.420296),(66 121.28851),(67 121.95448),(68 121.70939),(69 122.00435),(70 122.337105),(71 122.33563),(72 123.36114),(73 123.328186),(74 124.99149),(75 123.88273),(76 124.20754),(77 123.31595),(78 123.98025),(79 122.0515),
(1 84.71811),(2 95.90713),(3 100.68214),(4 105.54874),(5 108.51496),(6 111.041595),(7 111.79589),(8 114.69849),(9 115.21796),(10 115.86261),(11 115.791916),(12 117.148636),(13 118.68876),(14 118.33706),(15 115.210266),(16 117.17374),(17 115.67508),(18 116.9881),(19 117.25464),(20 118.78196),(21 117.66677),(22 118.63317),(23 117.47196),(24 118.20227),(25 117.625435),(26 117.01083),(27 115.938484),(28 115.737465),(29 115.8978),(30 115.59602),(31 114.177925),(32 115.1238),(33 115.73578),(34 115.16374),(35 115.072),(36 114.2663),(37 114.21259),(38 114.91595),(39 112.87797),(40 113.33971),(41 114.337906),(42 113.40289),(43 112.55264),(44 115.03074),(45 114.936844),(46 115.83685),(47 115.570435),(48 116.5865),(49 116.73982),(50 118.39631),(51 114.9212),(52 118.440094),(53 118.741714),(54 118.09357),(55 118.48034),(56 117.73596),(57 117.18681),(58 117.49273),(59 116.30575),(60 118.76964),(61 120.665215),(62 120.68188),(63 120.166),(64 120.76787),(65 121.33322),(66 121.96358),(67 122.855),(68 120.60962),(69 122.583725),(70 122.89704),(71 121.7634),(72 123.81414),(73 124.75277),(74 125.65963),(75 125.36745),(76 124.9837),(77 123.819695),(78 123.31408),(79 122.90399),
(1 81.496185),(2 93.91733),(3 98.36443),(4 105.48272),(5 107.37313),(6 108.15649),(7 110.28095),(8 111.966385),(9 112.96794),(10 113.906975),(11 115.20995),(12 116.67139),(13 118.87871),(14 118.268745),(15 115.79448),(16 115.83699),(17 116.077805),(18 117.358215),(19 117.966484),(20 118.1663),(21 117.63687),(22 118.0417),(23 117.730446),(24 116.72634),(25 117.130035),(26 118.10531),(27 115.58096),(28 116.14174),(29 115.50847),(30 113.72035),(31 113.07337),(32 113.15326),(33 113.10249),(34 113.44562),(35 113.09888),(36 112.18284),(37 111.05465),(38 112.59959),(39 111.3108),(40 111.5023),(41 112.01557),(42 111.86927),(43 113.06235),(44 113.52202),(45 113.74065),(46 114.57178),(47 113.65111),(48 115.51458),(49 114.526184),(50 115.108154),(51 113.34616),(52 116.35868),(53 116.08423),(54 115.02757),(55 114.457115),(56 114.3136),(57 114.938385),(58 113.88007),(59 115.22763),(60 116.23939),(61 117.98118),(62 116.97258),(63 116.7209),(64 117.31174),(65 118.20415),(66 118.76645),(67 119.49631),(68 119.86687),(69 119.899475),(70 120.65268),(71 120.77728),(72 122.15049),(73 124.04317),(74 123.67979),(75 123.02159),(76 122.650894),(77 121.775375),(78 119.80495),(79 120.16208),
(1 81.98953),(2 94.456764),(3 99.95337),(4 104.59309),(5 106.537544),(6 108.081665),(7 109.048706),(8 111.22078),(9 112.74705),(10 113.73622),(11 114.16094),(12 117.771324),(13 118.98531),(14 118.22417),(15 116.1031),(16 115.33475),(17 116.093475),(18 117.06396),(19 116.29891),(20 117.48383),(21 117.853516),(22 118.475266),(23 117.23511),(24 117.16769),(25 119.2182),(26 118.67432),(27 116.10424),(28 115.82692),(29 114.64262),(30 114.74792),(31 113.51638),(32 112.577896),(33 113.07591),(34 112.810936),(35 111.851105),(36 113.40945),(37 112.44274),(38 112.6821),(39 113.18238),(40 113.67965),(41 112.431984),(42 113.34167),(43 113.39154),(44 114.88257),(45 113.71213),(46 114.6287),(47 114.78518),(48 115.64053),(49 115.20729),(50 117.975136),(51 115.68433),(52 117.15455),(53 116.91251),(54 116.691605),(55 117.3586),(56 117.18483),(57 117.12835),(58 117.05977),(59 118.13263),(60 119.89896),(61 120.50781),(62 120.43419),(63 120.37041),(64 120.70713),(65 121.843475),(66 122.67724),(67 121.945694),(68 120.7422),(69 121.79583),(70 122.31232),(71 122.009674),(72 122.10365),(73 122.833496),(74 125.09475),(75 123.15221),(76 122.79342),(77 122.64719),(78 120.22379),(79 119.83259),
