1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11376.867),(2 28079.172),(3 56472),(4 85299.68),(5 116210.01),(6 139714.64),(7 167494.48),(8 191225.92),(9 218667.75),(10 240342.42),(11 266153.4),(12 281354.1),(13 298776.4),(14 306820.1),(15 320425.75),(16 329667.34),(17 340800.34),(18 350834.97),(19 362642.34),(20 375368.6),(21 389878.9),(22 413684.16),(23 436875.53),(24 462768.4),(25 499585.28),(26 537118.2),(27 580913.2),(28 631932.94),(29 687568.2),(30 744389.44),(31 806020.94),(32 884477.5),(33 968706.3),(34 1055008.1),(35 1138207.6),(36 1223337.3),(37 1307221.5),(38 1391570),(39 1465005.5),(40 1531325.9),(41 1596453.1),(42 1655114.5),(43 1704234),(44 1741203.1),(45 1767597.6),(46 1784713.6),(47 1801920),(48 1817938),(49 1837209),(50 1844270.1),(51 1863112.4),(52 1871863.6),(53 1881275),(54 1872287.1),(55 1856789.9),(56 1842739),(57 1824072.5),(58 1810652.5),(59 1784267),(60 1765340.5),(61 1755196.6),(62 1758525.4),(63 1764823.6),(64 1769914),(65 1785064),(66 1791060),(67 1799189.6),(68 1808847.1),(69 1816664),(70 1828674.9),(71 1845216.4),(72 1854117.4),(73 1890347),(74 1918453.4),(75 1959969),(76 2009025.4),(77 2075282.6),(78 2136037.3),(79 2184034.8),
(1 24.672916),(2 26.98596),(3 29.057524),(4 30.017752),(5 30.65337),(6 31.288046),(7 31.804012),(8 32.215046),(9 32.581306),(10 32.379265),(11 33.059254),(12 32.926964),(13 33.30652),(14 33.87482),(15 33.90654),(16 34.073093),(17 34.344425),(18 34.81783),(19 35.01206),(20 34.809036),(21 35.013493),(22 34.838737),(23 34.955204),(24 34.74974),(25 35.028347),(26 35.36524),(27 35.314053),(28 35.303474),(29 35.548275),(30 36.17092),(31 35.972122),(32 36.263817),(33 36.001144),(34 36.07828),(35 36.185806),(36 36.364212),(37 36.326107),(38 36.619953),(39 36.5347),(40 36.38726),(41 36.67351),(42 36.788383),(43 36.501926),(44 36.356544),(45 36.38902),(46 36.111534),(47 36.349426),(48 36.125633),(49 36.370747),(50 36.50911),(51 36.318592),(52 36.244854),(53 36.342476),(54 36.35262),(55 36.258694),(56 36.46758),(57 36.743916),(58 36.705563),(59 37.03055),(60 37.23228),(61 37.430714),(62 37.177917),(63 36.892822),(64 37.239094),(65 37.378075),(66 36.975517),(67 37.076794),(68 37.123146),(69 37.241234),(70 37.518154),(71 37.350418),(72 37.393726),(73 37.707954),(74 37.589676),(75 37.503654),(76 37.501762),(77 37.439167),(78 37.027824),(79 37.36447),
(1 24.988466),(2 26.975504),(3 29.36548),(4 29.971699),(5 31.038027),(6 31.624329),(7 32.077293),(8 32.454918),(9 32.75386),(10 32.915817),(11 33.20842),(12 33.655468),(13 33.736687),(14 34.632496),(15 34.326595),(16 34.475647),(17 35.09995),(18 35.115807),(19 35.105797),(20 34.96604),(21 35.597145),(22 35.12133),(23 35.3785),(24 35.547943),(25 35.983974),(26 35.80132),(27 35.94467),(28 35.896786),(29 36.402496),(30 36.39662),(31 36.257954),(32 36.256893),(33 36.30299),(34 35.74132),(35 36.2226),(36 36.345966),(37 36.77619),(38 36.695545),(39 36.68944),(40 36.312424),(41 36.34518),(42 36.337685),(43 36.754204),(44 36.909157),(45 36.811344),(46 36.611084),(47 36.301964),(48 36.216465),(49 36.412025),(50 36.77504),(51 36.51155),(52 36.38128),(53 36.35659),(54 36.19413),(55 36.11033),(56 36.657467),(57 36.791122),(58 36.650257),(59 36.642986),(60 36.51269),(61 37.09621),(62 36.43923),(63 36.239334),(64 36.672924),(65 36.91846),(66 37.081417),(67 36.931774),(68 36.88674),(69 36.951225),(70 36.936638),(71 36.66323),(72 36.884144),(73 37.736134),(74 37.61522),(75 37.889454),(76 37.566853),(77 37.40968),(78 37.995094),(79 38.15408),
(1 23.929108),(2 25.754955),(3 27.994967),(4 29.020384),(5 29.849327),(6 30.37053),(7 30.824947),(8 31.302408),(9 31.536774),(10 32.07926),(11 32.02211),(12 32.211285),(13 32.601223),(14 32.327766),(15 32.933422),(16 33.30594),(17 33.518997),(18 33.559704),(19 33.58039),(20 33.64967),(21 33.912827),(22 33.760235),(23 33.800694),(24 33.987328),(25 34.50094),(26 34.297855),(27 34.20953),(28 34.40361),(29 34.691677),(30 34.823753),(31 34.94275),(32 35.02845),(33 34.823013),(34 35.00388),(35 34.935387),(36 35.24977),(37 35.351376),(38 35.110138),(39 35.69931),(40 35.54512),(41 35.52207),(42 35.130733),(43 35.27099),(44 35.52961),(45 35.39126),(46 35.21273),(47 35.12596),(48 35.170094),(49 35.072895),(50 35.58034),(51 35.27718),(52 35.352135),(53 35.296383),(54 35.662487),(55 36.023453),(56 36.09819),(57 36.32697),(58 36.251232),(59 36.489517),(60 36.76072),(61 36.864048),(62 36.296124),(63 36.06206),(64 35.942417),(65 35.62003),(66 35.771538),(67 35.520157),(68 35.95402),(69 36.086334),(70 35.88678),(71 36.07945),(72 35.994873),(73 36.210945),(74 36.22161),(75 36.41326),(76 36.467613),(77 36.726418),(78 36.73818),(79 36.453957),
(1 24.290857),(2 26.44196),(3 28.753197),(4 29.498629),(5 30.274324),(6 30.960209),(7 31.278688),(8 31.660385),(9 32.063366),(10 32.52765),(11 32.342888),(12 32.848175),(13 33.03569),(14 33.457813),(15 33.293743),(16 33.78583),(17 33.75292),(18 34.124775),(19 33.92523),(20 34.202755),(21 34.713844),(22 34.812954),(23 34.940727),(24 35.019154),(25 35.11959),(26 35.09064),(27 35.14862),(28 35.344368),(29 35.637974),(30 35.688282),(31 35.514637),(32 35.976646),(33 36.12626),(34 35.73376),(35 35.86566),(36 35.917587),(37 35.912514),(38 36.396286),(39 36.623596),(40 36.063133),(41 36.595657),(42 36.390327),(43 36.277233),(44 36.944294),(45 36.64196),(46 37.0121),(47 36.79554),(48 36.88339),(49 36.587357),(50 36.585304),(51 36.395817),(52 36.60835),(53 36.32787),(54 36.50691),(55 36.543972),(56 36.36052),(57 36.879646),(58 36.902874),(59 36.821163),(60 36.826515),(61 36.61216),(62 36.669086),(63 36.749874),(64 36.60986),(65 36.58067),(66 36.999187),(67 36.14523),(68 36.80112),(69 36.996033),(70 36.72475),(71 37.006145),(72 36.353),(73 36.418728),(74 37.353428),(75 37.28364),(76 36.907677),(77 37.225666),(78 36.8905),(79 36.945904),
(1 23.662704),(2 25.649288),(3 27.231028),(4 28.380125),(5 29.01924),(6 29.94857),(7 30.200842),(8 30.447443),(9 30.95488),(10 31.179794),(11 31.117622),(12 32.07069),(13 32.035225),(14 32.51996),(15 32.699314),(16 32.882324),(17 33.25244),(18 33.09592),(19 33.172092),(20 33.684402),(21 33.97835),(22 33.971786),(23 33.57711),(24 33.818916),(25 34.373016),(26 34.288208),(27 33.999046),(28 33.991764),(29 34.349834),(30 34.328835),(31 34.07315),(32 34.25335),(33 34.50894),(34 34.5087),(35 34.502686),(36 34.34116),(37 34.552715),(38 35.045406),(39 35.002293),(40 35.22723),(41 34.52832),(42 34.902084),(43 34.735878),(44 34.95074),(45 34.79947),(46 34.60058),(47 34.854176),(48 34.7191),(49 34.739338),(50 34.789234),(51 34.826046),(52 34.951706),(53 34.922905),(54 34.736755),(55 34.93211),(56 34.895233),(57 35.11115),(58 35.43246),(59 34.91183),(60 35.01892),(61 35.29159),(62 35.57465),(63 35.2978),(64 35.1797),(65 35.30313),(66 35.231915),(67 35.28157),(68 35.416355),(69 35.8147),(70 35.437366),(71 35.465782),(72 35.793995),(73 35.97182),(74 36.245655),(75 36.3718),(76 36.47959),(77 36.375248),(78 36.449833),(79 36.55888),
(1 24.39219),(2 26.725565),(3 28.359234),(4 29.673449),(5 30.370213),(6 30.824133),(7 31.438887),(8 31.748774),(9 31.856035),(10 32.066242),(11 32.351845),(12 32.728558),(13 33.32772),(14 33.721245),(15 33.93904),(16 34.29083),(17 34.060707),(18 34.202538),(19 34.30681),(20 34.461334),(21 34.456066),(22 34.357628),(23 34.375492),(24 34.283627),(25 34.47122),(26 34.85569),(27 34.607403),(28 34.993626),(29 34.55012),(30 34.941307),(31 34.322403),(32 34.93343),(33 34.97825),(34 34.915947),(35 35.14985),(36 35.33274),(37 35.556187),(38 35.907722),(39 35.448616),(40 35.658188),(41 35.853092),(42 35.773193),(43 35.92891),(44 35.913704),(45 35.63851),(46 35.75956),(47 35.492798),(48 35.96101),(49 35.67549),(50 35.86888),(51 35.503212),(52 35.987526),(53 35.941288),(54 36.261883),(55 36.21955),(56 35.826557),(57 35.943707),(58 35.39949),(59 35.678658),(60 35.28036),(61 35.773834),(62 35.72217),(63 35.44052),(64 35.752018),(65 35.644615),(66 35.96223),(67 35.52589),(68 35.96493),(69 35.953312),(70 36.07521),(71 35.78614),(72 36.250626),(73 36.344185),(74 36.039394),(75 36.072773),(76 36.20904),(77 36.234913),(78 36.39027),(79 36.368595),
(1 23.78803),(2 25.86214),(3 27.39094),(4 28.827223),(5 29.607552),(6 29.815939),(7 30.590439),(8 30.744219),(9 30.961216),(10 31.437237),(11 31.602789),(12 31.829756),(13 32.211258),(14 32.313656),(15 32.498978),(16 32.634514),(17 33.153976),(18 32.831894),(19 32.983307),(20 33.156696),(21 33.40146),(22 33.487297),(23 33.786983),(24 33.96861),(25 34.25808),(26 34.620747),(27 34.291325),(28 34.52553),(29 34.674835),(30 34.788853),(31 34.692562),(32 34.587013),(33 34.683052),(34 34.86831),(35 34.87622),(36 34.86342),(37 34.782036),(38 35.04737),(39 34.832336),(40 34.899117),(41 35.070038),(42 35.219006),(43 35.08989),(44 35.028065),(45 35.358063),(46 35.076916),(47 34.38468),(48 34.89322),(49 34.84021),(50 35.19898),(51 34.93653),(52 35.35467),(53 35.4986),(54 35.34188),(55 35.345036),(56 35.118706),(57 35.208424),(58 35.468),(59 35.24836),(60 35.209553),(61 35.2232),(62 35.29289),(63 35.517284),(64 35.497925),(65 35.47956),(66 35.54459),(67 35.449745),(68 35.672413),(69 35.592365),(70 35.799606),(71 35.546253),(72 36.05465),(73 36.126118),(74 35.630424),(75 35.988537),(76 35.950047),(77 36.100178),(78 35.98051),(79 35.97425),
(1 23.818867),(2 26.007156),(3 27.667114),(4 28.741941),(5 29.313625),(6 29.990171),(7 30.339308),(8 31.047205),(9 31.303373),(10 31.94025),(11 31.965553),(12 31.754608),(13 32.401577),(14 32.819946),(15 32.935566),(16 32.489685),(17 32.654423),(18 32.904026),(19 33.31911),(20 33.364777),(21 33.641647),(22 33.448196),(23 33.361115),(24 33.750443),(25 33.57975),(26 34.173046),(27 33.76377),(28 34.309296),(29 34.71234),(30 34.391827),(31 34.281784),(32 34.27799),(33 34.260273),(34 34.748676),(35 34.86247),(36 34.90954),(37 34.973717),(38 35.14377),(39 35.182693),(40 35.19779),(41 35.047123),(42 35.02191),(43 35.06496),(44 35.093452),(45 35.0502),(46 35.153458),(47 34.805656),(48 34.646355),(49 35.024384),(50 34.89265),(51 35.02671),(52 34.456226),(53 34.86429),(54 34.57081),(55 34.483715),(56 34.58298),(57 34.46182),(58 34.5719),(59 34.386322),(60 34.590206),(61 35.36842),(62 35.111256),(63 34.987087),(64 34.992252),(65 34.868534),(66 35.183937),(67 35.7191),(68 36.140774),(69 36.075497),(70 36.104347),(71 35.806866),(72 35.5325),(73 36.298805),(74 36.238937),(75 36.162357),(76 36.05394),(77 36.418354),(78 36.49412),(79 36.32962),
(1 23.670876),(2 25.769018),(3 27.8081),(4 28.463717),(5 29.034094),(6 29.735462),(7 30.19355),(8 30.675201),(9 30.87208),(10 31.284555),(11 31.13928),(12 31.656866),(13 31.974236),(14 32.807873),(15 32.325386),(16 32.722794),(17 32.868202),(18 32.898216),(19 33.04194),(20 33.341843),(21 33.08729),(22 33.404053),(23 33.2712),(24 33.701515),(25 34.169514),(26 33.771496),(27 34.011967),(28 33.651363),(29 34.14913),(30 34.340385),(31 34.251892),(32 34.572464),(33 34.44244),(34 34.17814),(35 34.122475),(36 34.23879),(37 34.499367),(38 34.711014),(39 34.68061),(40 34.808754),(41 34.606415),(42 34.825043),(43 35.052288),(44 35.00031),(45 34.86762),(46 34.72272),(47 34.68444),(48 34.84072),(49 35.04315),(50 35.307346),(51 35.275524),(52 34.993958),(53 35.282127),(54 35.08845),(55 34.877655),(56 35.00228),(57 35.214214),(58 35.173),(59 35.37371),(60 35.082382),(61 35.431946),(62 35.448326),(63 35.501076),(64 35.371544),(65 35.597565),(66 35.481804),(67 35.242943),(68 35.209015),(69 35.024944),(70 34.82659),(71 35.25826),(72 35.249557),(73 35.20559),(74 35.329372),(75 35.774506),(76 35.701912),(77 35.519257),(78 35.47543),(79 35.42606),
(1 23.682722),(2 25.934513),(3 27.868559),(4 28.757435),(5 29.618843),(6 30.054342),(7 30.532541),(8 31.034006),(9 31.368895),(10 30.996439),(11 31.558603),(12 31.816252),(13 32.446144),(14 32.41715),(15 32.53359),(16 32.638714),(17 32.765606),(18 32.889492),(19 33.507),(20 33.238903),(21 33.335682),(22 33.68135),(23 33.33621),(24 33.832317),(25 34.305508),(26 34.03924),(27 34.24797),(28 33.707294),(29 34.258915),(30 34.351692),(31 34.671227),(32 34.787357),(33 34.814095),(34 34.745743),(35 34.537804),(36 34.646408),(37 34.94783),(38 35.185074),(39 35.0632),(40 35.026123),(41 34.979084),(42 35.032833),(43 35.066364),(44 35.162018),(45 35.154114),(46 35.402744),(47 35.27024),(48 35.040184),(49 35.297066),(50 35.471348),(51 36.043365),(52 35.712044),(53 35.532658),(54 35.487133),(55 35.97595),(56 35.78086),(57 35.815304),(58 35.781654),(59 35.695087),(60 35.723484),(61 35.463844),(62 35.66959),(63 35.6616),(64 35.92954),(65 35.78523),(66 35.677017),(67 35.745094),(68 36.04324),(69 35.79617),(70 35.855644),(71 35.91762),(72 36.08693),(73 36.129333),(74 36.536102),(75 36.311714),(76 36.147087),(77 36.301945),(78 36.514233),(79 36.730377),
(1 23.631693),(2 25.505861),(3 27.440672),(4 28.625696),(5 29.24858),(6 30.225708),(7 30.66148),(8 31.302847),(9 31.634485),(10 31.749022),(11 32.021847),(12 32.313126),(13 32.761818),(14 32.91021),(15 32.903725),(16 33.090836),(17 32.978615),(18 33.394215),(19 33.613663),(20 33.91821),(21 33.80355),(22 33.596848),(23 33.417492),(24 33.903934),(25 34.18124),(26 34.412918),(27 34.809937),(28 34.17142),(29 34.604076),(30 34.30274),(31 34.282635),(32 34.91408),(33 34.727425),(34 34.63554),(35 34.808796),(36 34.933582),(37 35.073784),(38 35.089344),(39 35.190197),(40 34.894173),(41 34.99153),(42 35.12335),(43 35.06041),(44 35.176247),(45 34.78735),(46 34.999866),(47 34.872303),(48 35.32078),(49 35.1543),(50 35.41026),(51 35.23932),(52 35.49846),(53 35.755962),(54 35.410126),(55 35.328487),(56 35.193123),(57 35.184654),(58 35.39976),(59 35.96869),(60 36.035835),(61 36.142014),(62 35.772396),(63 35.749054),(64 35.29469),(65 35.317215),(66 35.79506),(67 36.13165),(68 35.771595),(69 35.615097),(70 35.86768),(71 35.622303),(72 36.3412),(73 36.178753),(74 36.077282),(75 35.92482),(76 36.038834),(77 35.422947),(78 35.743538),(79 36.152233),
(1 23.400808),(2 25.120682),(3 26.925821),(4 28.098),(5 28.774094),(6 29.371548),(7 29.83524),(8 29.99147),(9 30.51578),(10 30.800707),(11 31.233768),(12 31.521135),(13 31.965782),(14 31.900223),(15 32.086777),(16 32.27633),(17 32.500748),(18 32.527653),(19 32.5797),(20 33.105114),(21 32.939457),(22 33.116535),(23 33.556263),(24 33.646404),(25 33.88519),(26 34.02828),(27 33.69263),(28 33.672222),(29 33.632694),(30 34.018787),(31 33.88557),(32 34.07762),(33 33.993626),(34 33.98874),(35 34.08114),(36 34.220325),(37 34.83193),(38 34.93467),(39 34.650204),(40 34.738228),(41 34.558437),(42 34.50028),(43 34.0739),(44 34.22854),(45 34.37519),(46 34.27953),(47 33.6416),(48 33.99748),(49 34.064228),(50 34.33239),(51 34.309376),(52 34.453224),(53 34.395153),(54 34.684322),(55 34.360424),(56 34.46589),(57 34.546944),(58 34.66311),(59 34.64521),(60 34.57752),(61 34.520615),(62 34.55089),(63 34.428925),(64 34.553867),(65 35.11377),(66 35.17756),(67 34.894886),(68 34.78199),(69 34.619877),(70 34.792187),(71 34.676582),(72 34.37005),(73 34.87385),(74 34.99429),(75 34.887383),(76 34.93617),(77 34.83385),(78 35.39214),(79 35.326263),
(1 23.983639),(2 25.696093),(3 27.568531),(4 28.567984),(5 29.379671),(6 29.782284),(7 30.517456),(8 30.574017),(9 31.103947),(10 31.664482),(11 31.409086),(12 31.995861),(13 31.999928),(14 32.42223),(15 32.179874),(16 32.45488),(17 32.78247),(18 32.47587),(19 32.37156),(20 32.655037),(21 32.596188),(22 32.96392),(23 32.99636),(24 33.13962),(25 33.397026),(26 33.719097),(27 33.345596),(28 33.666103),(29 33.63364),(30 33.513027),(31 33.919495),(32 34.054638),(33 33.96574),(34 33.571842),(35 33.58451),(36 34.153576),(37 34.458847),(38 34.227776),(39 34.40497),(40 34.295074),(41 34.77455),(42 34.69514),(43 34.668987),(44 34.642357),(45 34.90452),(46 34.71541),(47 34.686676),(48 34.548935),(49 35.05769),(50 34.96413),(51 34.682255),(52 34.782104),(53 34.593998),(54 34.876606),(55 34.627327),(56 34.80564),(57 34.805614),(58 34.952892),(59 34.6377),(60 34.90176),(61 35.075165),(62 35.24679),(63 34.738647),(64 34.93118),(65 35.094765),(66 35.092),(67 34.923145),(68 35.129086),(69 35.363297),(70 35.407127),(71 35.36129),(72 35.21279),(73 35.43581),(74 35.92536),(75 35.137074),(76 35.42053),(77 35.48933),(78 35.67463),(79 35.651226),
(1 23.969046),(2 25.59634),(3 27.49449),(4 28.288767),(5 28.716406),(6 29.512836),(7 30.012867),(8 30.415966),(9 30.764414),(10 31.120224),(11 31.524994),(12 31.671974),(13 31.885057),(14 32.251095),(15 32.391922),(16 32.207348),(17 33.272327),(18 32.590813),(19 33.268234),(20 33.595318),(21 33.571537),(22 33.86689),(23 33.815735),(24 33.841743),(25 34.150257),(26 34.33685),(27 34.601673),(28 34.125004),(29 34.582294),(30 34.4207),(31 34.42297),(32 34.390266),(33 34.5467),(34 34.543835),(35 34.49931),(36 35.052498),(37 35.008713),(38 34.97863),(39 34.785515),(40 35.140068),(41 35.07139),(42 34.84508),(43 34.737206),(44 34.769344),(45 35.040337),(46 34.946007),(47 34.79913),(48 34.80633),(49 34.802048),(50 34.80744),(51 34.517666),(52 34.753952),(53 34.863037),(54 34.51947),(55 34.648613),(56 34.94662),(57 34.50819),(58 34.844357),(59 34.900528),(60 35.284557),(61 35.185043),(62 34.977768),(63 34.98708),(64 34.91245),(65 35.133068),(66 35.59023),(67 35.311016),(68 35.39749),(69 35.19984),(70 35.346497),(71 35.449867),(72 35.48363),(73 36.03439),(74 35.931316),(75 35.795944),(76 36.02365),(77 35.929993),(78 35.823036),(79 36.15535),
(1 23.200775),(2 24.78083),(3 26.483496),(4 27.771578),(5 28.454153),(6 28.791983),(7 29.160217),(8 29.619556),(9 29.71109),(10 30.249733),(11 30.104595),(12 30.413769),(13 31.026274),(14 31.2803),(15 31.365786),(16 31.453169),(17 31.895428),(18 31.819506),(19 32.02228),(20 32.037273),(21 32.05229),(22 32.502403),(23 32.500565),(24 32.95718),(25 33.481926),(26 33.430065),(27 33.114483),(28 33.363792),(29 33.78059),(30 33.90086),(31 33.633247),(32 33.966488),(33 34.29619),(34 34.12432),(35 34.044014),(36 34.098892),(37 34.533253),(38 34.413063),(39 34.290035),(40 34.153446),(41 34.470123),(42 34.728207),(43 34.450233),(44 34.503666),(45 34.946022),(46 34.38959),(47 34.62761),(48 34.37292),(49 34.577194),(50 34.4386),(51 34.433735),(52 34.16854),(53 34.100407),(54 34.43517),(55 34.066868),(56 34.41572),(57 34.24635),(58 34.298115),(59 34.744305),(60 34.663883),(61 34.910336),(62 34.820873),(63 34.50493),(64 34.738625),(65 35.004025),(66 35.03249),(67 34.936363),(68 35.382465),(69 35.01467),(70 34.78194),(71 34.774223),(72 34.815334),(73 34.88449),(74 35.1205),(75 34.80463),(76 35.029716),(77 34.97873),(78 35.295193),(79 35.143776),
(1 23.54114),(2 25.178373),(3 27.014278),(4 27.881584),(5 28.944899),(6 29.34173),(7 30.003458),(8 30.266886),(9 30.562315),(10 30.730509),(11 30.504622),(12 30.900839),(13 31.372402),(14 31.46804),(15 31.95344),(16 32.194683),(17 32.631943),(18 32.597683),(19 32.833267),(20 32.736885),(21 33.304085),(22 33.437828),(23 33.379093),(24 33.638268),(25 33.567863),(26 33.431805),(27 33.37653),(28 33.65747),(29 33.918556),(30 33.554638),(31 33.810493),(32 34.1475),(33 34.065533),(34 33.95509),(35 34.295395),(36 34.550095),(37 34.565697),(38 34.67893),(39 34.678616),(40 34.943054),(41 34.74438),(42 34.720512),(43 34.43861),(44 34.437004),(45 34.56759),(46 34.64603),(47 34.415676),(48 34.610554),(49 34.48641),(50 34.321728),(51 34.161804),(52 33.73572),(53 34.437),(54 34.413834),(55 34.377323),(56 34.34206),(57 34.1924),(58 34.537052),(59 34.46856),(60 34.608147),(61 34.443977),(62 34.792435),(63 34.461655),(64 34.737595),(65 34.673973),(66 34.8835),(67 34.86759),(68 34.93456),(69 34.641167),(70 34.91524),(71 34.894756),(72 34.659378),(73 34.731163),(74 35.296593),(75 34.861954),(76 34.662174),(77 34.718277),(78 34.676556),(79 35.04314),
(1 22.917023),(2 24.817015),(3 26.45003),(4 27.29982),(5 28.267984),(6 28.681904),(7 29.378197),(8 29.765894),(9 29.948238),(10 30.539106),(11 30.514997),(12 30.687155),(13 30.999004),(14 31.533989),(15 32.21007),(16 31.999882),(17 31.986387),(18 31.949268),(19 32.313126),(20 32.220337),(21 32.705208),(22 32.766125),(23 33.431793),(24 33.256332),(25 33.16752),(26 33.432945),(27 33.17839),(28 33.087666),(29 33.21788),(30 33.644455),(31 33.665466),(32 33.751842),(33 33.877575),(34 33.54942),(35 33.67553),(36 33.741196),(37 33.807007),(38 33.6421),(39 33.742744),(40 33.811428),(41 33.935806),(42 34.000412),(43 33.88804),(44 33.872147),(45 33.90898),(46 33.94367),(47 33.753376),(48 33.91459),(49 33.845432),(50 33.35204),(51 33.334026),(52 33.5024),(53 33.663326),(54 33.904037),(55 33.644905),(56 33.646626),(57 33.84146),(58 33.895508),(59 33.650608),(60 33.49947),(61 33.403847),(62 33.57948),(63 33.556477),(64 33.5713),(65 34.102085),(66 33.91812),(67 33.85287),(68 33.817543),(69 33.67968),(70 33.91772),(71 33.9302),(72 34.033825),(73 33.973125),(74 34.388897),(75 33.924152),(76 34.253822),(77 33.77737),(78 33.61892),(79 34.232224),
