1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.0002217055),(2 1.1663693),(3 4.1928215),(4 5.988249),(5 5.9900527),(6 7.17417),(7 10.2332735),(8 10.711892),(9 10.715771),(10 10.899033),(11 12.973694),(12 14.344039),(13 14.346704),(14 15.087332),(15 16.205036),(16 16.714708),(17 16.714989),(18 17.686192),(19 18.825264),(20 20.245405),(21 20.237455),(22 20.797476),(23 21.646196),(24 22.190464),(25 22.185114),(26 22.760666),(27 23.057058),(28 23.68201),(29 23.686329),(30 23.867126),(31 24.743383),(32 25.68674),(33 25.722336),(34 25.958094),(35 27.346075),(36 27.377083),(37 27.389935),(38 28.235264),(39 29.741255),(40 30.538498),(41 30.533821),(42 30.645103),(43 32.231823),(44 33.5082),(45 33.51937),(46 33.810394),(47 35.541256),(48 34.636177),(49 34.629818),(50 34.634933),
(1 0.00029486057),(2 0.2204453),(3 0.65438294),(4 0.9937886),(5 0.995044),(6 1.1528205),(7 1.3807331),(8 1.5541159),(9 1.5588781),(10 1.630374),(11 1.7535292),(12 1.8694997),(13 1.8713449),(14 1.8717186),(15 2.099864),(16 2.1080642),(17 2.1082504),(18 2.1923156),(19 2.253093),(20 2.584692),(21 2.5851662),(22 2.5843964),(23 2.6231923),(24 2.6744828),(25 2.672727),(26 2.6372943),(27 2.6358817),(28 2.650043),(29 2.6483617),(30 2.6493816),(31 2.719093),(32 2.7393804),(33 2.7409668),(34 2.6920555),(35 2.7384882),(36 2.758764),(37 2.7566617),(38 2.6681333),(39 2.6946626),(40 2.7526228),(41 2.751035),(42 2.699015),(43 2.6961226),(44 2.7217667),(45 2.723417),(46 2.7198026),(47 2.7672853),(48 2.7771554),(49 2.777396),(50 2.7768993),
(1 0.00029214832),(2 0.18281889),(3 0.53003097),(4 0.81054944),(5 0.8118603),(6 0.9330215),(7 1.1225756),(8 1.2645887),(9 1.2692719),(10 1.3188525),(11 1.4216285),(12 1.5234088),(13 1.5252262),(14 1.521806),(15 1.716542),(16 1.7094406),(17 1.7094009),(18 1.771024),(19 1.7873633),(20 2.080936),(21 2.0809202),(22 2.0875425),(23 2.1391973),(24 2.1725185),(25 2.1705616),(26 2.126023),(27 2.1296673),(28 2.1423244),(29 2.1400564),(30 2.1478484),(31 2.2010837),(32 2.2032564),(33 2.2047946),(34 2.1667814),(35 2.1909072),(36 2.2169392),(37 2.2145774),(38 2.1330492),(39 2.1742897),(40 2.2173016),(41 2.2143579),(42 2.186473),(43 2.1991343),(44 2.2142446),(45 2.212609),(46 2.2013655),(47 2.2478313),(48 2.2564495),(49 2.2561474),(50 2.25632),
(1 0.00027459592),(2 0.14299548),(3 0.42428523),(4 0.6497257),(5 0.6503191),(6 0.7500656),(7 0.8890082),(8 0.9853391),(9 0.9882635),(10 1.0260042),(11 1.1170931),(12 1.198028),(13 1.2004187),(14 1.1953539),(15 1.3516241),(16 1.3370359),(17 1.3374289),(18 1.3693501),(19 1.3886876),(20 1.6356426),(21 1.6350796),(22 1.6286502),(23 1.6422082),(24 1.6789087),(25 1.6768854),(26 1.6552655),(27 1.6629521),(28 1.6773758),(29 1.676367),(30 1.6861718),(31 1.7301508),(32 1.738988),(33 1.7427926),(34 1.7090942),(35 1.7236557),(36 1.7488638),(37 1.7471911),(38 1.6713183),(39 1.7063601),(40 1.743347),(41 1.7397453),(42 1.7123501),(43 1.7259542),(44 1.7343706),(45 1.7341226),(46 1.7159641),(47 1.7573477),(48 1.7697836),(49 1.7694296),(50 1.7697889),
(1 0.00025562622),(2 0.11569439),(3 0.33519846),(4 0.5209005),(5 0.5215873),(6 0.5989229),(7 0.7107752),(8 0.7907675),(9 0.79408425),(10 0.82141244),(11 0.8985209),(12 0.9599082),(13 0.961435),(14 0.9614672),(15 1.0814221),(16 1.078806),(17 1.0786942),(18 1.1036936),(19 1.1197462),(20 1.3173285),(21 1.3175747),(22 1.3114172),(23 1.3251991),(24 1.3565223),(25 1.3543376),(26 1.3350734),(27 1.3370172),(28 1.3509475),(29 1.3496197),(30 1.3510057),(31 1.4060278),(32 1.408582),(33 1.4099971),(34 1.3821324),(35 1.390723),(36 1.4101708),(37 1.4087702),(38 1.3469093),(39 1.3751752),(40 1.4012195),(41 1.3983412),(42 1.3707101),(43 1.3809147),(44 1.390343),(45 1.3892767),(46 1.3877106),(47 1.416771),(48 1.4286972),(49 1.4283888),(50 1.4286482),
(1 0.0002506702),(2 0.100355946),(3 0.28573158),(4 0.43859777),(5 0.43877196),(6 0.5018692),(7 0.5914947),(8 0.6530935),(9 0.655623),(10 0.6831534),(11 0.7525282),(12 0.8093946),(13 0.81027234),(14 0.8002222),(15 0.89885885),(16 0.90015054),(17 0.9003243),(18 0.92698735),(19 0.93913734),(20 1.1095222),(21 1.1088915),(22 1.1040999),(23 1.1062065),(24 1.1463578),(25 1.1442851),(26 1.1295764),(27 1.1337035),(28 1.1421605),(29 1.1409757),(30 1.1359928),(31 1.1668329),(32 1.1651711),(33 1.167507),(34 1.1483102),(35 1.1561569),(36 1.1733507),(37 1.1718447),(38 1.1191392),(39 1.1511933),(40 1.1790066),(41 1.1769935),(42 1.1618786),(43 1.16292),(44 1.1627074),(45 1.1620456),(46 1.1513389),(47 1.1858367),(48 1.1952606),(49 1.1950054),(50 1.1952778),
(1 0.00024986517),(2 0.087700985),(3 0.24984294),(4 0.3910525),(5 0.39132902),(6 0.44705093),(7 0.5211333),(8 0.57260406),(9 0.57438314),(10 0.59979004),(11 0.6652829),(12 0.7058218),(13 0.7068505),(14 0.69312084),(15 0.77802104),(16 0.76381934),(17 0.76364994),(18 0.77938044),(19 0.78463906),(20 0.95900685),(21 0.95801586),(22 0.95989376),(23 0.97209644),(24 1.0053893),(25 1.0041329),(26 0.9833148),(27 0.99540395),(28 1.0049194),(29 1.0044458),(30 1.0000134),(31 1.0343297),(32 1.0433276),(33 1.0440836),(34 1.0266575),(35 1.0180519),(36 1.0269622),(37 1.0248978),(38 0.97516286),(39 1.0065534),(40 1.029519),(41 1.0269724),(42 1.0124037),(43 1.0169556),(44 1.0137372),(45 1.01311),(46 1.0126045),(47 1.0445008),(48 1.0434606),(49 1.0431539),(50 1.0434176),
(1 0.00023533852),(2 0.07170656),(3 0.20606521),(4 0.3243978),(5 0.32459044),(6 0.36936438),(7 0.43600813),(8 0.48275614),(9 0.48446995),(10 0.5007766),(11 0.55289346),(12 0.5916695),(13 0.5923474),(14 0.57943004),(15 0.646408),(16 0.63970953),(17 0.639758),(18 0.6520516),(19 0.6593478),(20 0.80204916),(21 0.8008628),(22 0.7986389),(23 0.805863),(24 0.83495414),(25 0.8329861),(26 0.8203733),(27 0.82318187),(28 0.83179766),(29 0.8311224),(30 0.8168102),(31 0.85213417),(32 0.85564315),(33 0.85643345),(34 0.83536583),(35 0.82850385),(36 0.8466197),(37 0.8444779),(38 0.8002802),(39 0.8193357),(40 0.8367173),(41 0.8349861),(42 0.81961894),(43 0.81891936),(44 0.8160931),(45 0.8165811),(46 0.8176966),(47 0.84700704),(48 0.8528554),(49 0.8529332),(50 0.85289246),
(1 0.00021721445),(2 0.062152877),(3 0.17475897),(4 0.27195823),(5 0.27190936),(6 0.30966792),(7 0.36329076),(8 0.39711192),(9 0.39835665),(10 0.41485006),(11 0.46132335),(12 0.49209142),(13 0.4929512),(14 0.4810232),(15 0.5330278),(16 0.52335876),(17 0.5234168),(18 0.53331375),(19 0.5411146),(20 0.6525593),(21 0.65127975),(22 0.65058094),(23 0.65939283),(24 0.68491787),(25 0.68359864),(26 0.66821384),(27 0.6751362),(28 0.6877602),(29 0.6868248),(30 0.6731352),(31 0.70268553),(32 0.7112567),(33 0.71186286),(34 0.6970445),(35 0.69054276),(36 0.7027041),(37 0.70151454),(38 0.6638619),(39 0.6811312),(40 0.6970862),(41 0.6953544),(42 0.6816262),(43 0.69169265),(44 0.6910651),(45 0.6907747),(46 0.68619335),(47 0.7093395),(48 0.70946413),(49 0.7092613),(50 0.70941085),
(1 0.00020225332),(2 0.05006892),(3 0.14073744),(4 0.21985711),(5 0.2196941),(6 0.25160864),(7 0.293528),(8 0.32424507),(9 0.32519987),(10 0.33733153),(11 0.37411028),(12 0.39667907),(13 0.39742967),(14 0.38857415),(15 0.42999223),(16 0.42144468),(17 0.42158553),(18 0.4293844),(19 0.43722433),(20 0.5279148),(21 0.52656627),(22 0.5260862),(23 0.5284179),(24 0.5536637),(25 0.55231917),(26 0.5420802),(27 0.5403426),(28 0.55237585),(29 0.55154884),(30 0.53982997),(31 0.5669391),(32 0.56974393),(33 0.5708643),(34 0.5573863),(35 0.5508063),(36 0.5609315),(37 0.5599954),(38 0.5350367),(39 0.5538837),(40 0.56317663),(41 0.56162924),(42 0.5495016),(43 0.55623454),(44 0.55259717),(45 0.5522977),(46 0.54584146),(47 0.5647638),(48 0.56665283),(49 0.5664989),(50 0.5666494),
(1 0.00021219737),(2 0.047325857),(3 0.1293327),(4 0.20394923),(5 0.20392296),(6 0.22820853),(7 0.26491252),(8 0.2876262),(9 0.2884838),(10 0.30032498),(11 0.33768633),(12 0.3543691),(13 0.35500032),(14 0.34589186),(15 0.38634068),(16 0.37926853),(17 0.37931728),(18 0.38489297),(19 0.39595097),(20 0.4715189),(21 0.47030482),(22 0.46769467),(23 0.47561878),(24 0.49750686),(25 0.49637648),(26 0.485879),(27 0.48677206),(28 0.49656013),(29 0.49552727),(30 0.486621),(31 0.5126611),(32 0.51299995),(33 0.51414144),(34 0.50367945),(35 0.49446946),(36 0.5052476),(37 0.5039209),(38 0.4803825),(39 0.49528015),(40 0.5017539),(41 0.4996046),(42 0.4890342),(43 0.49653915),(44 0.49540538),(45 0.49569964),(46 0.49559703),(47 0.51451737),(48 0.5087078),(49 0.50863665),(50 0.50867087),
(1 0.00019133285),(2 0.039283823),(3 0.10500776),(4 0.1645921),(5 0.164525),(6 0.18463983),(7 0.2150651),(8 0.23348881),(9 0.23405856),(10 0.24163347),(11 0.27114975),(12 0.2818427),(13 0.28233272),(14 0.27533013),(15 0.30453774),(16 0.30033764),(17 0.30043912),(18 0.30568755),(19 0.31354505),(20 0.3757712),(21 0.374695),(22 0.3717785),(23 0.37853894),(24 0.3988581),(25 0.39765614),(26 0.3866581),(27 0.38218823),(28 0.39211398),(29 0.39141196),(30 0.3805418),(31 0.40240246),(32 0.4025749),(33 0.4032089),(34 0.39538893),(35 0.38890472),(36 0.3965208),(37 0.39532325),(38 0.37679553),(39 0.39363056),(40 0.39836),(41 0.39669982),(42 0.3850795),(43 0.39332458),(44 0.39151585),(45 0.39133617),(46 0.38835964),(47 0.40255114),(48 0.4007564),(49 0.40060905),(50 0.40071246),
(1 0.00018351099),(2 0.034569673),(3 0.090508126),(4 0.143149),(5 0.14304478),(6 0.1576227),(7 0.1831846),(8 0.19715539),(9 0.19785285),(10 0.2048322),(11 0.231505),(12 0.24066444),(13 0.24094564),(14 0.23572513),(15 0.26228896),(16 0.25923964),(17 0.25933617),(18 0.26308823),(19 0.27000892),(20 0.3187435),(21 0.31789795),(22 0.31658477),(23 0.31656435),(24 0.33156887),(25 0.33063468),(26 0.32308316),(27 0.32042748),(28 0.32843742),(29 0.32758662),(30 0.32067677),(31 0.3388245),(32 0.337702),(33 0.3378532),(34 0.33145198),(35 0.3254439),(36 0.33250988),(37 0.33143243),(38 0.31592306),(39 0.32974035),(40 0.33326542),(41 0.33196864),(42 0.32523713),(43 0.3331959),(44 0.32944366),(45 0.32947776),(46 0.3252141),(47 0.33835235),(48 0.33629206),(49 0.33629242),(50 0.3363222),
(1 0.00020424998),(2 0.034350652),(3 0.08821936),(4 0.13808767),(5 0.13800831),(6 0.15147932),(7 0.17804082),(8 0.19143002),(9 0.1918107),(10 0.1972492),(11 0.22095385),(12 0.22821188),(13 0.22850236),(14 0.22383347),(15 0.24887824),(16 0.24381652),(17 0.2438938),(18 0.24681273),(19 0.25162584),(20 0.30128285),(21 0.30040905),(22 0.29937282),(23 0.30176976),(24 0.314256),(25 0.3132413),(26 0.3055922),(27 0.30055264),(28 0.30922842),(29 0.30843663),(30 0.29945034),(31 0.31641877),(32 0.31569415),(33 0.31623805),(34 0.30993018),(35 0.30199164),(36 0.30955526),(37 0.30817583),(38 0.29367822),(39 0.30568346),(40 0.30752528),(41 0.30646858),(42 0.29901227),(43 0.3085236),(44 0.3064437),(45 0.3063014),(46 0.3040606),(47 0.3192384),(48 0.31925166),(49 0.31925437),(50 0.3192536),
(1 0.0002037599),(2 0.030864542),(3 0.079008915),(4 0.12433489),(5 0.12419564),(6 0.13569036),(7 0.15857005),(8 0.17012483),(9 0.17044199),(10 0.17607787),(11 0.19632074),(12 0.20187493),(13 0.20215364),(14 0.19631137),(15 0.217673),(16 0.21477003),(17 0.2149098),(18 0.21673489),(19 0.21948437),(20 0.2622381),(21 0.2616419),(22 0.26007265),(23 0.2595049),(24 0.27154458),(25 0.2705184),(26 0.26470944),(27 0.26219413),(28 0.26905188),(29 0.26823306),(30 0.25853536),(31 0.27630293),(32 0.27545133),(33 0.27543825),(34 0.26998967),(35 0.2657275),(36 0.2718808),(37 0.27090344),(38 0.25709444),(39 0.26980627),(40 0.27250963),(41 0.2714677),(42 0.26558575),(43 0.27295747),(44 0.27104655),(45 0.27120933),(46 0.2689781),(47 0.28138605),(48 0.28036743),(49 0.2803011),(50 0.2803882),
(1 0.0001907148),(2 0.026401224),(3 0.06702082),(4 0.10550004),(5 0.1054044),(6 0.114663236),(7 0.13446899),(8 0.14356416),(9 0.14391331),(10 0.14768322),(11 0.16549216),(12 0.16873057),(13 0.1690163),(14 0.16464078),(15 0.18480249),(16 0.18074122),(17 0.18080083),(18 0.18211052),(19 0.18537527),(20 0.22111322),(21 0.22018842),(22 0.2200144),(23 0.21817006),(24 0.22902808),(25 0.22825885),(26 0.2212612),(27 0.22017089),(28 0.22689657),(29 0.22634356),(30 0.21957363),(31 0.23320618),(32 0.23133852),(33 0.2315951),(34 0.2269571),(35 0.22181761),(36 0.22783823),(37 0.22695467),(38 0.21456833),(39 0.22301584),(40 0.2248921),(41 0.2239273),(42 0.21904308),(43 0.22511828),(44 0.22398691),(45 0.22397216),(46 0.22153527),(47 0.23313),(48 0.23338664),(49 0.23330584),(50 0.23342513),
(1 0.00017690314),(2 0.021999734),(3 0.05563521),(4 0.086737685),(5 0.086547315),(6 0.09449401),(7 0.1126392),(8 0.11981517),(9 0.12010708),(10 0.12278835),(11 0.1377331),(12 0.14075252),(13 0.14089888),(14 0.13751268),(15 0.15311792),(16 0.15050213),(17 0.15059403),(18 0.15174115),(19 0.15414232),(20 0.18422128),(21 0.18356515),(22 0.18302639),(23 0.17912088),(24 0.18810071),(25 0.1875491),(26 0.18203418),(27 0.18066494),(28 0.18696219),(29 0.18632111),(30 0.17959449),(31 0.19130845),(32 0.19109713),(33 0.19101694),(34 0.18721059),(35 0.1845577),(36 0.1896507),(37 0.18884362),(38 0.17898539),(39 0.18794549),(40 0.18874641),(41 0.18798968),(42 0.1835606),(43 0.1890159),(44 0.18714938),(45 0.18730186),(46 0.18478267),(47 0.19574858),(48 0.19604972),(49 0.19589591),(50 0.19603921),
(1 0.00017907814),(2 0.020665934),(3 0.05206755),(4 0.08106183),(5 0.080885045),(6 0.08736065),(7 0.103760034),(8 0.11055506),(9 0.1109462),(10 0.11351034),(11 0.12674335),(12 0.12960085),(13 0.12984937),(14 0.125733),(15 0.14095262),(16 0.13737938),(17 0.13746168),(18 0.13829018),(19 0.14184698),(20 0.16917273),(21 0.16855751),(22 0.16833414),(23 0.16740718),(24 0.17657667),(25 0.17593293),(26 0.1694445),(27 0.16761024),(28 0.17304589),(29 0.1724124),(30 0.16608396),(31 0.17726804),(32 0.17512718),(33 0.17513128),(34 0.17268002),(35 0.16926679),(36 0.17349453),(37 0.17280339),(38 0.16366848),(39 0.1717307),(40 0.17269039),(41 0.17161351),(42 0.16744715),(43 0.17202592),(44 0.17107247),(45 0.17097045),(46 0.16901271),(47 0.17846012),(48 0.17721681),(49 0.177137),(50 0.17721003),
(1 0.00018887303),(2 0.02054728),(3 0.049615655),(4 0.07726901),(5 0.07714047),(6 0.0849218),(7 0.102105886),(8 0.10732701),(9 0.10762516),(10 0.10920122),(11 0.12205869),(12 0.12391338),(13 0.12399692),(14 0.1199955),(15 0.13448766),(16 0.13218088),(17 0.13224101),(18 0.13374735),(19 0.13553543),(20 0.16182491),(21 0.16098359),(22 0.16025259),(23 0.15831651),(24 0.16799341),(25 0.16715497),(26 0.16116786),(27 0.1591345),(28 0.16650781),(29 0.16573188),(30 0.15763196),(31 0.16862836),(32 0.16744101),(33 0.167219),(34 0.16360255),(35 0.1614598),(36 0.1662805),(37 0.1655634),(38 0.15695204),(39 0.16459091),(40 0.16553594),(41 0.1646376),(42 0.16054854),(43 0.16594575),(44 0.16352177),(45 0.16336107),(46 0.16100566),(47 0.17182566),(48 0.17125343),(49 0.17110546),(50 0.17122369),
