1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.0004594475),(2 4.122487),(3 10.717001),(4 13.711291),(5 13.793081),(6 15.567307),(7 19.105965),(8 19.969477),(9 20.041868),(10 21.614305),(11 25.852028),(12 30.716602),(13 30.758627),(14 34.755856),(15 30.008467),(16 29.535957),(17 29.561932),(18 31.832373),(19 37.610874),(20 42.279236),(21 42.286278),(22 46.647083),(23 59.786594),(24 71.028366),(25 71.13722),(26 71.1777),(27 70.42732),(28 56.811695),(29 56.737484),(30 55.934586),(31 67.07528),(32 75.68296),(33 75.09051),(34 84.30862),(35 87.834595),(36 90.48457),(37 90.486916),(38 64.017456),(39 78.52069),(40 79.16117),(41 79.33056),(42 94.5162),(43 112.01934),(44 110.95838),(45 110.64161),(46 109.19167),(47 86.171585),(48 77.4085),(49 77.236786),(50 77.32976),
(1 0.0011508762),(2 3.9732392),(3 12.015999),(4 17.01398),(5 17.019993),(6 23.709341),(7 43.358402),(8 48.7281),(9 48.934986),(10 56.32604),(11 67.835045),(12 74.86213),(13 74.75193),(14 84.71597),(15 76.15234),(16 78.01323),(17 78.00265),(18 82.74727),(19 79.73157),(20 86.39237),(21 86.395485),(22 80.89562),(23 82.368706),(24 81.9033),(25 81.67012),(26 79.188644),(27 85.177124),(28 82.70085),(29 82.781204),(30 91.28406),(31 93.73257),(32 88.100746),(33 88.1916),(34 87.0739),(35 78.773094),(36 80.99025),(37 80.987015),(38 83.01471),(39 83.34843),(40 84.71146),(41 84.67433),(42 88.30724),(43 90.76124),(44 88.59605),(45 88.49033),(46 83.57373),(47 71.222435),(48 68.42003),(49 68.52384),(50 68.459236),
(1 0.0011721726),(2 4.3148346),(3 16.516224),(4 22.852173),(5 22.83545),(6 27.045696),(7 37.1679),(8 39.005074),(9 39.152317),(10 39.35667),(11 40.021606),(12 44.054436),(13 44.005043),(14 50.58109),(15 36.20568),(16 36.02436),(17 35.96991),(18 41.91809),(19 52.840397),(20 51.53298),(21 51.55453),(22 51.202156),(23 58.498684),(24 62.141174),(25 62.20417),(26 58.63254),(27 53.608467),(28 70.14796),(29 70.2543),(30 75.23774),(31 77.98835),(32 83.657616),(33 84.42009),(34 85.01828),(35 91.35489),(36 85.023315),(37 84.85475),(38 90.03533),(39 91.92354),(40 95.97629),(41 96.00715),(42 93.40854),(43 92.05521),(44 100.422516),(45 100.49076),(46 109.109314),(47 120.669754),(48 126.490654),(49 126.61276),(50 126.60764),
(1 0.0011985746),(2 8.851886),(3 26.996227),(4 33.804333),(5 33.74731),(6 38.17169),(7 41.278175),(8 43.42362),(9 43.38528),(10 48.63087),(11 55.262276),(12 58.696236),(13 58.54643),(14 64.29321),(15 62.686943),(16 67.288055),(17 67.24835),(18 73.7591),(19 88.8824),(20 103.3486),(21 103.69714),(22 106.7151),(23 127.570335),(24 134.08073),(25 134.01016),(26 136.58968),(27 129.78725),(28 146.43195),(29 146.38177),(30 149.65605),(31 159.31201),(32 157.92227),(33 158.34578),(34 147.85245),(35 151.40617),(36 145.15253),(37 145.12721),(38 151.28549),(39 182.54175),(40 196.33911),(41 195.81319),(42 203.17638),(43 206.71152),(44 219.78258),(45 220.31856),(46 229.21745),(47 263.68155),(48 248.0794),(49 248.35295),(50 248.14969),
(1 0.0019274133),(2 10.083337),(3 28.004665),(4 38.970734),(5 38.993866),(6 47.26218),(7 51.07074),(8 54.108837),(9 54.036068),(10 63.87309),(11 83.2673),(12 97.322296),(13 97.00648),(14 112.65314),(15 101.70761),(16 96.8061),(17 96.69276),(18 98.70238),(19 124.956894),(20 137.51607),(21 137.85269),(22 138.95377),(23 158.46945),(24 158.61368),(25 159.07716),(26 167.39864),(27 159.45221),(28 162.31764),(29 162.33777),(30 161.30617),(31 159.8268),(32 154.816),(33 155.0303),(34 150.0904),(35 164.53113),(36 165.03726),(37 165.11732),(38 177.9224),(39 212.18938),(40 229.25363),(41 229.11925),(42 238.39769),(43 231.0819),(44 246.18968),(45 246.39952),(46 256.27353),(47 246.54472),(48 223.77298),(49 223.98602),(50 223.89563),
(1 0.0013501379),(2 8.215755),(3 27.118261),(4 44.264507),(5 44.2001),(6 57.311092),(7 81.46783),(8 80.175964),(9 80.30874),(10 76.93486),(11 90.21177),(12 98.79964),(13 98.813705),(14 102.373924),(15 94.73796),(16 93.75388),(17 93.7509),(18 95.93073),(19 96.04539),(20 101.40759),(21 101.43745),(22 102.13101),(23 101.05367),(24 104.04806),(25 103.79824),(26 119.72698),(27 134.23332),(28 134.38158),(29 134.53651),(30 138.034),(31 141.81235),(32 132.54973),(33 131.80312),(34 120.766266),(35 115.783195),(36 103.342026),(37 103.19297),(38 109.95421),(39 126.058716),(40 137.35658),(41 137.59506),(42 142.7192),(43 153.6568),(44 164.11691),(45 163.67918),(46 168.80852),(47 165.40892),(48 152.16263),(49 152.03691),(50 152.06313),
(1 0.0009798587),(2 12.438652),(3 39.49978),(4 59.254383),(5 59.306885),(6 78.631996),(7 93.36684),(8 87.21137),(9 87.15086),(10 85.110756),(11 103.019745),(12 109.18658),(13 108.85032),(14 108.30197),(15 106.21369),(16 112.188774),(17 112.162895),(18 116.87539),(19 132.76701),(20 141.51212),(21 141.78853),(22 147.71207),(23 146.78983),(24 157.51115),(25 157.27344),(26 148.57808),(27 120.28166),(28 126.94471),(29 126.96697),(30 129.25446),(31 137.82516),(32 131.5985),(33 131.65565),(34 120.55055),(35 118.10394),(36 117.51658),(37 117.757835),(38 139.42978),(39 154.26408),(40 156.78767),(41 156.53131),(42 144.5235),(43 147.06648),(44 169.55893),(45 169.34207),(46 182.1708),(47 218.04007),(48 218.54314),(49 218.6257),(50 218.6068),
(1 0.0014990737),(2 10.529936),(3 38.41328),(4 66.3625),(5 66.53185),(6 89.556915),(7 99.61616),(8 95.6029),(9 95.63685),(10 89.31783),(11 91.32082),(12 95.545006),(13 95.341805),(14 101.40436),(15 105.94433),(16 108.03102),(17 108.01366),(18 119.38358),(19 146.45648),(20 157.17355),(21 157.18608),(22 165.6608),(23 168.80908),(24 170.39554),(25 170.609),(26 168.2589),(27 178.62737),(28 217.06766),(29 216.86383),(30 219.40407),(31 219.072),(32 213.60648),(33 214.02647),(34 191.4519),(35 188.86227),(36 197.43549),(37 197.50627),(38 211.75749),(39 203.67906),(40 208.97911),(41 209.29843),(42 219.75606),(43 235.7913),(44 268.14038),(45 268.07788),(46 292.02817),(47 309.25156),(48 302.46967),(49 302.295),(50 302.47693),
(1 0.0019992793),(2 10.5722685),(3 37.379456),(4 65.432526),(5 65.58639),(6 85.058784),(7 123.53089),(8 122.84054),(9 123.039566),(10 119.52971),(11 137.45181),(12 147.88037),(13 147.52386),(14 151.1783),(15 149.67676),(16 156.4876),(17 156.49326),(18 172.57692),(19 199.37381),(20 216.33087),(21 216.34174),(22 227.75525),(23 236.85481),(24 235.25256),(25 235.19461),(26 209.01534),(27 188.34538),(28 189.53003),(29 189.45416),(30 214.2665),(31 222.19493),(32 216.39679),(33 215.97726),(34 213.55098),(35 204.17809),(36 207.89546),(37 207.81346),(38 213.20845),(39 222.85605),(40 223.05159),(41 223.10663),(42 212.96689),(43 214.29723),(44 259.13184),(45 258.886),(46 285.70447),(47 299.4886),(48 283.04343),(49 283.09268),(50 283.00653),
(1 0.0014195231),(2 10.597584),(3 32.70392),(4 54.1135),(5 54.139763),(6 73.5684),(7 109.036644),(8 106.33697),(9 106.398224),(10 112.57595),(11 144.0633),(12 163.96437),(13 163.74158),(14 176.12477),(15 178.13202),(16 181.93918),(17 181.77304),(18 182.74448),(19 184.93437),(20 197.30931),(21 197.30704),(22 196.48882),(23 207.12427),(24 213.22708),(25 213.16841),(26 198.37892),(27 200.38092),(28 224.1295),(29 224.25253),(30 228.73206),(31 227.15878),(32 227.73549),(33 226.89833),(34 231.71638),(35 244.76128),(36 231.46767),(37 231.64246),(38 245.67621),(39 267.8351),(40 272.28674),(41 272.2259),(42 272.24347),(43 283.08423),(44 310.4465),(45 310.65836),(46 309.98734),(47 337.99933),(48 333.09042),(49 332.73248),(50 332.97223),
(1 0.0016918334),(2 7.7621245),(3 27.787487),(4 44.49493),(5 44.518703),(6 64.429306),(7 84.62372),(8 82.39721),(9 82.3138),(10 82.99882),(11 100.80038),(12 108.79543),(13 108.88551),(14 116.24634),(15 110.978714),(16 109.90174),(17 109.95092),(18 115.45777),(19 125.721146),(20 139.15771),(21 139.33086),(22 145.12634),(23 167.42305),(24 179.913),(25 180.21642),(26 178.28062),(27 171.89035),(28 186.469),(29 186.67378),(30 183.43935),(31 195.49416),(32 194.28343),(33 194.8551),(34 199.93259),(35 213.92978),(36 209.91005),(37 209.80865),(38 236.38261),(39 249.15227),(40 250.9117),(41 250.55823),(42 241.57243),(43 233.51921),(44 229.52107),(45 229.58788),(46 223.32097),(47 233.46715),(48 245.61952),(49 245.29466),(50 245.54128),
(1 0.0026129743),(2 14.144216),(3 38.77597),(4 58.93431),(5 58.84011),(6 79.60818),(7 99.54152),(8 94.04454),(9 94.21651),(10 95.369705),(11 113.083855),(12 129.19522),(13 129.10214),(14 130.70216),(15 127.43253),(16 133.70412),(17 133.65688),(18 141.56944),(19 153.46242),(20 162.0156),(21 162.12157),(22 171.12886),(23 179.67514),(24 191.46912),(25 191.62093),(26 195.56363),(27 222.33914),(28 224.57048),(29 224.49394),(30 237.16727),(31 243.85304),(32 237.45924),(33 237.8031),(34 234.36404),(35 246.5924),(36 263.1636),(37 263.67105),(38 322.97693),(39 335.5321),(40 340.3032),(41 340.83432),(42 345.14694),(43 344.85165),(44 353.01764),(45 353.27652),(46 361.10403),(47 398.2109),(48 393.94733),(49 393.7361),(50 394.1349),
(1 0.0027531565),(2 15.117727),(3 43.691086),(4 61.425014),(5 61.274796),(6 75.44344),(7 121.97984),(8 133.9117),(9 133.64365),(10 135.74655),(11 138.95761),(12 156.42638),(13 156.84647),(14 158.48108),(15 161.84438),(16 167.1447),(17 167.01543),(18 179.70421),(19 201.58066),(20 202.46347),(21 202.67227),(22 204.3105),(23 218.64352),(24 224.26381),(25 224.99493),(26 220.26384),(27 242.8658),(28 256.61),(29 256.71042),(30 270.24664),(31 297.4122),(32 314.95392),(33 315.19217),(34 309.58313),(35 310.20044),(36 330.18945),(37 330.09207),(38 393.88123),(39 417.54376),(40 410.37778),(41 410.73636),(42 397.69843),(43 367.71115),(44 364.1784),(45 365.03928),(46 370.74063),(47 395.72247),(48 399.08276),(49 399.5278),(50 399.1461),
(1 0.0025298733),(2 20.28589),(3 69.56388),(4 81.15328),(5 81.09408),(6 93.729355),(7 140.26569),(8 148.60179),(9 148.62965),(10 155.38528),(11 184.3897),(12 206.60138),(13 206.57799),(14 211.23236),(15 195.5198),(16 197.00075),(17 196.87431),(18 208.33618),(19 224.0378),(20 234.26308),(21 234.1562),(22 238.99777),(23 229.88675),(24 218.87018),(25 218.91052),(26 212.78593),(27 231.13426),(28 237.82121),(29 237.68266),(30 237.88196),(31 235.3992),(32 255.95903),(33 255.82253),(34 256.55734),(35 229.1525),(36 226.80797),(37 226.6128),(38 242.90263),(39 246.33995),(40 251.64119),(41 251.9413),(42 276.16296),(43 282.49637),(44 293.18823),(45 292.8561),(46 282.18613),(47 291.1887),(48 280.6861),(49 280.67084),(50 280.61084),
(1 0.0026990548),(2 16.689257),(3 53.36076),(4 55.088406),(5 55.137825),(6 57.07505),(7 87.30907),(8 96.11914),(9 96.32874),(10 99.31605),(11 117.87374),(12 132.86966),(13 133.04672),(14 135.83331),(15 152.73244),(16 156.41339),(17 156.3241),(18 166.30128),(19 182.11433),(20 196.74144),(21 196.86488),(22 199.81207),(23 213.2461),(24 218.30922),(25 218.13722),(26 218.59702),(27 253.68636),(28 265.7382),(29 266.40842),(30 265.76837),(31 286.94614),(32 306.64426),(33 306.67062),(34 296.94946),(35 267.42508),(36 277.85623),(37 278.08765),(38 297.12656),(39 291.20325),(40 293.08862),(41 292.97537),(42 298.5499),(43 292.97397),(44 323.92444),(45 323.788),(46 306.88922),(47 298.7296),(48 344.48434),(49 344.24997),(50 344.41718),
(1 0.0023279148),(2 11.60002),(3 52.165188),(4 61.17285),(5 61.091118),(6 61.072014),(7 98.92271),(8 110.60007),(9 110.78817),(10 125.44349),(11 133.01161),(12 141.79381),(13 141.66408),(14 137.18137),(15 146.30835),(16 153.45532),(17 153.49925),(18 165.04695),(19 170.94441),(20 177.30634),(21 177.55835),(22 184.36877),(23 184.81934),(24 177.23312),(25 176.85364),(26 175.6995),(27 196.01807),(28 207.48912),(29 208.034),(30 215.93237),(31 215.93399),(32 224.15167),(33 224.2731),(34 206.56628),(35 203.68573),(36 206.50017),(37 206.83813),(38 218.59909),(39 239.08809),(40 248.36443),(41 248.23076),(42 250.24066),(43 247.23035),(44 248.8297),(45 249.04324),(46 251.53465),(47 279.96912),(48 292.83374),(49 292.7864),(50 292.88358),
(1 0.0030941495),(2 10.311606),(3 53.320698),(4 69.37309),(5 69.333565),(6 71.11863),(7 116.272385),(8 123.40214),(9 123.578316),(10 133.21017),(11 150.67368),(12 165.1764),(13 165.51143),(14 174.66225),(15 176.79521),(16 177.60913),(17 177.68073),(18 175.87807),(19 172.11508),(20 180.37064),(21 180.71477),(22 191.6604),(23 203.35712),(24 207.8434),(25 207.5435),(26 214.40385),(27 223.56999),(28 236.8564),(29 236.46268),(30 238.51399),(31 225.60341),(32 240.84468),(33 240.63026),(34 236.44801),(35 251.51828),(36 261.77594),(37 261.3879),(38 270.75906),(39 277.53186),(40 282.9084),(41 282.7004),(42 285.93854),(43 283.6904),(44 305.52026),(45 305.74414),(46 320.44708),(47 336.21625),(48 335.0941),(49 335.01758),(50 335.1393),
(1 0.0027419638),(2 14.507671),(3 62.619972),(4 73.566475),(5 73.33979),(6 72.01331),(7 92.739685),(8 107.76116),(9 107.633125),(10 111.74077),(11 128.83823),(12 146.0313),(13 145.94626),(14 157.17319),(15 166.81734),(16 168.74292),(17 168.76085),(18 175.95024),(19 171.44397),(20 188.68475),(21 188.88574),(22 189.04396),(23 197.36455),(24 205.36746),(25 205.26987),(26 206.1954),(27 213.45897),(28 218.28815),(29 218.03304),(30 213.8753),(31 237.16249),(32 246.9),(33 246.65108),(34 252.49379),(35 245.84511),(36 241.86122),(37 241.47528),(38 250.10187),(39 261.44086),(40 275.1574),(41 274.8587),(42 265.14572),(43 248.7441),(44 241.3265),(45 241.00162),(46 245.78325),(47 273.76672),(48 258.98123),(49 258.74924),(50 258.8802),
(1 0.0027015829),(2 10.470032),(3 46.08903),(4 68.27763),(5 68.289024),(6 67.936005),(7 94.8472),(8 95.941635),(9 96.01032),(10 91.48028),(11 99.5034),(12 109.30208),(13 109.74714),(14 122.8026),(15 146.2346),(16 155.90332),(17 155.90799),(18 165.36426),(19 179.62215),(20 191.30981),(21 191.49496),(22 194.80113),(23 209.06467),(24 205.55319),(25 205.64162),(26 213.12376),(27 235.78171),(28 242.72919),(29 243.04242),(30 252.25508),(31 255.8588),(32 272.2472),(33 272.4913),(34 278.28793),(35 280.48984),(36 298.00018),(37 297.94537),(38 319.21255),(39 307.4787),(40 309.2347),(41 308.9209),(42 297.21353),(43 272.29007),(44 273.05063),(45 273.72867),(46 287.68716),(47 272.8072),(48 273.46646),(49 273.3611),(50 273.42645),
