1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1057.5798),(2 1545.7792),(3 1904.4675),(4 2119.3572),(5 2235.2156),(6 2351.9492),(7 2492.0188),(8 2578.1038),(9 2651.099),(10 2749.8315),(11 2762.8142),(12 2787.4377),(13 2860.8914),(14 2837.616),(15 2866.8013),(16 2899.8418),(17 2852.668),(18 2855.3838),(19 2912.7993),(20 2886.1013),(21 2917.9133),(22 2950.5178),(23 2931.0999),(24 2940.158),(25 2951.3342),(26 2923.0813),(27 2935.9849),(28 3006.188),(29 3014.323),(30 3022.2664),(31 3029.509),(32 3035.0305),(33 3068.341),(34 3105.4885),(35 3095.155),(36 3097.6335),(37 3116.24),(38 3095.3748),(39 3075.5261),(40 3086.9133),(41 3042.49),(42 3069.504),(43 3025.1611),(44 3038.501),(45 3109.6904),(46 3094.7822),(47 3155.6025),(48 3212.9211),(49 3148.0254),(50 3150.053),(51 3197.5054),(52 3132.9104),(53 3168.8757),(54 3118.079),(55 3079.7253),(56 3132.3804),(57 3085.9573),(58 3057.5796),(59 3101.1367),(60 3073.489),(61 3052.5588),(62 3086.233),(63 3077.9949),(64 3082.6355),(65 3123.4902),(66 3070.5293),(67 3101.0676),(68 3086.9578),(69 3136.2563),(70 3120.9417),(71 3163.136),(72 3208.2769),(73 3182.4026),(74 3192.8096),(75 3254.5007),(76 3198.3115),(77 3166.5024),(78 3209.1726),(79 3178.9985),
(1 1024.5048),(2 1510.1879),(3 1851.8427),(4 2061.9053),(5 2157.1897),(6 2288.38),(7 2411.2546),(8 2463.3052),(9 2516.8552),(10 2597.6455),(11 2614.809),(12 2620.776),(13 2671.7673),(14 2627.6519),(15 2699.5684),(16 2757.9238),(17 2716.2332),(18 2736.733),(19 2765.1196),(20 2757.6335),(21 2766.9016),(22 2824.3618),(23 2822.5186),(24 2843.625),(25 2884.6086),(26 2842.5212),(27 2851.4863),(28 2916.4565),(29 2875.224),(30 2870.3362),(31 2907.1057),(32 2918.477),(33 2920.9128),(34 2974.9563),(35 2958.3481),(36 2962.831),(37 2976.134),(38 2937.3127),(39 2945.859),(40 2960.7383),(41 2914.5193),(42 2953.2046),(43 2953.2793),(44 2953.7932),(45 3028.9148),(46 2977.527),(47 3044.9827),(48 3098.1902),(49 3059.9727),(50 3048.0208),(51 3126.7642),(52 3054.2705),(53 3076.5022),(54 3046.4211),(55 3046.1367),(56 3082.2405),(57 3043.7517),(58 3013.7358),(59 3032.1042),(60 2977.5916),(61 2954.374),(62 3002.0652),(63 2958.9226),(64 2946.7622),(65 3010.657),(66 2978.9346),(67 3028.9377),(68 2993.3408),(69 2994.2498),(70 2985.0508),(71 3009.6719),(72 3050.2388),(73 3062.3782),(74 3046.1704),(75 3092.157),(76 3058.2668),(77 3037.5405),(78 3057.238),(79 3003.1833),
(1 1059.2043),(2 1496.375),(3 1857.1118),(4 2090.4282),(5 2195.627),(6 2319.4424),(7 2450.4124),(8 2507.5696),(9 2535.2197),(10 2627.0215),(11 2653.2666),(12 2685.5715),(13 2739.516),(14 2669.9958),(15 2677.2693),(16 2715.868),(17 2673.0488),(18 2695.6125),(19 2735.6924),(20 2716.828),(21 2733.5544),(22 2821.0981),(23 2816.8953),(24 2823.7844),(25 2843.6353),(26 2833.046),(27 2830.1912),(28 2876.6877),(29 2809.4612),(30 2818.2026),(31 2851.9255),(32 2839.6545),(33 2877.0178),(34 2924.8552),(35 2952.9705),(36 2949.4282),(37 2985.565),(38 2969.6106),(39 2978.3423),(40 3003.971),(41 2980.3594),(42 3039.5486),(43 3041.9868),(44 3041.204),(45 3118.0913),(46 3100.2031),(47 3151.4033),(48 3168.4866),(49 3105.5938),(50 3105.3303),(51 3157.3806),(52 3101.11),(53 3122.0557),(54 3084.9866),(55 3082.8748),(56 3133.1843),(57 3103.0154),(58 3054.092),(59 3097.84),(60 3073.7258),(61 3052.0845),(62 3069.8225),(63 3028.1736),(64 3025.208),(65 3082.5554),(66 3071.2034),(67 3088.6924),(68 3059.5706),(69 3121.7158),(70 3108.275),(71 3128.478),(72 3145.0374),(73 3158.0095),(74 3181.2969),(75 3243.7932),(76 3202.233),(77 3162.3025),(78 3197.475),(79 3147.5327),
(1 1012.82947),(2 1425.5),(3 1745.2041),(4 1979.4751),(5 2085.6023),(6 2190.1343),(7 2331.0981),(8 2435.5212),(9 2492.659),(10 2595.2124),(11 2633.8838),(12 2689.1013),(13 2721.9272),(14 2685.8752),(15 2728.5942),(16 2797.8381),(17 2746.1018),(18 2764.0107),(19 2804.0413),(20 2773.1338),(21 2766.4497),(22 2820.0002),(23 2792.9978),(24 2826.2068),(25 2886.1196),(26 2842.1663),(27 2840.0808),(28 2890.0752),(29 2829.9336),(30 2834.0007),(31 2857.4746),(32 2843.2195),(33 2861.6802),(34 2906.825),(35 2915.8462),(36 2920.465),(37 2938.8887),(38 2949.4937),(39 2954.851),(40 2966.6152),(41 2969.7974),(42 2988.2063),(43 2967.8452),(44 2978.6873),(45 3055.758),(46 3039.4377),(47 3066.579),(48 3116.1484),(49 3044.596),(50 3060.1296),(51 3133.3984),(52 3076.0315),(53 3111.2605),(54 3089.5332),(55 3088.6978),(56 3123.2856),(57 3068.9243),(58 3053.724),(59 3101.9143),(60 3072.762),(61 3045.371),(62 3072.4338),(63 3046.4395),(64 3051.5522),(65 3116.512),(66 3090.5942),(67 3114.7314),(68 3063.6538),(69 3079.4944),(70 3064.775),(71 3067.2874),(72 3089.449),(73 3086.3025),(74 3079.6091),(75 3154.5344),(76 3109.014),(77 3092.1887),(78 3133.696),(79 3089.5615),
(1 1009.7171),(2 1426.053),(3 1735.2762),(4 1949.3656),(5 2046.3844),(6 2196.0083),(7 2333.8296),(8 2417.994),(9 2494.2808),(10 2566.6729),(11 2615.279),(12 2637.466),(13 2668.8606),(14 2633.9546),(15 2667.937),(16 2706.7764),(17 2706.8296),(18 2697.8037),(19 2728.9944),(20 2713.393),(21 2720.0217),(22 2743.241),(23 2715.259),(24 2744.056),(25 2781.2756),(26 2786.9385),(27 2825.7124),(28 2864.8452),(29 2846.156),(30 2831.9675),(31 2826.2622),(32 2809.8499),(33 2831.9534),(34 2856.473),(35 2864.2554),(36 2858.844),(37 2894.7551),(38 2885.2087),(39 2878.9688),(40 2901.515),(41 2888.55),(42 2923.023),(43 2912.3154),(44 2948.2568),(45 2984.4424),(46 2959.914),(47 2971.0186),(48 3034.914),(49 3033.5178),(50 3018.9028),(51 3071.7166),(52 3031.4036),(53 3064.208),(54 3043.084),(55 3013.632),(56 3016.419),(57 2977.789),(58 2980.527),(59 3038.059),(60 3011.2913),(61 2993.469),(62 3013.3726),(63 2989.181),(64 2974.6052),(65 3002.2063),(66 2944.7573),(67 2954.2737),(68 2921.548),(69 2943.9521),(70 2911.0327),(71 2934.7896),(72 2937.8674),(73 2927.0017),(74 2923.6274),(75 2997.9102),(76 2961.6506),(77 2963.4746),(78 3010.3906),(79 3012.122),
(1 984.4282),(2 1391.4604),(3 1694.9764),(4 1898.2765),(5 1972.5337),(6 2085.5686),(7 2225.9536),(8 2292.5276),(9 2331.62),(10 2448.1072),(11 2451.4146),(12 2481.5571),(13 2522.2122),(14 2497.6707),(15 2563.1013),(16 2608.432),(17 2538.8022),(18 2571.6418),(19 2606.568),(20 2588.0073),(21 2610.758),(22 2660.2017),(23 2644.8098),(24 2647.713),(25 2659.1182),(26 2667.1755),(27 2694.6223),(28 2720.832),(29 2681.5405),(30 2666.8455),(31 2682.0715),(32 2672.6667),(33 2705.214),(34 2732.405),(35 2718.8494),(36 2726.1265),(37 2772.8157),(38 2746.7969),(39 2774.68),(40 2772.7676),(41 2764.7256),(42 2787.783),(43 2758.302),(44 2781.0168),(45 2826.1814),(46 2799.346),(47 2802.7126),(48 2835.6863),(49 2840.1636),(50 2814.1057),(51 2878.7769),(52 2825.356),(53 2888.1392),(54 2852.303),(55 2841.2966),(56 2855.0225),(57 2821.4792),(58 2813.2239),(59 2865.7012),(60 2817.3738),(61 2796.8123),(62 2808.6387),(63 2777.5464),(64 2763.5615),(65 2788.7163),(66 2748.777),(67 2791.354),(68 2758.8787),(69 2778.898),(70 2758.6943),(71 2781.0403),(72 2792.363),(73 2740.5015),(74 2730.64),(75 2802.8901),(76 2787.8086),(77 2768.7185),(78 2833.7957),(79 2814.5842),
(1 987.6756),(2 1403.6727),(3 1723.1118),(4 1964.1818),(5 2049.951),(6 2163.21),(7 2296.3337),(8 2345.9968),(9 2409.4153),(10 2524.3694),(11 2534.26),(12 2535.958),(13 2625.6733),(14 2581.0537),(15 2589.4814),(16 2636.4233),(17 2620.381),(18 2623.8003),(19 2660.578),(20 2645.799),(21 2698.693),(22 2762.0334),(23 2723.9578),(24 2747.5088),(25 2770.2559),(26 2789.0754),(27 2807.7498),(28 2855.3188),(29 2841.836),(30 2814.6458),(31 2842.6409),(32 2841.348),(33 2869.9526),(34 2883.9998),(35 2869.1638),(36 2847.9187),(37 2894.2615),(38 2842.94),(39 2848.0635),(40 2837.115),(41 2808.8037),(42 2856.0576),(43 2846.1492),(44 2820.2107),(45 2890.2297),(46 2908.4658),(47 2930.401),(48 2966.1584),(49 2916.918),(50 2930.7283),(51 2958.8992),(52 2921.5369),(53 2967.258),(54 2899.6604),(55 2856.8765),(56 2877.1367),(57 2827.8682),(58 2805.2073),(59 2823.6199),(60 2775.614),(61 2759.1772),(62 2808.7512),(63 2790.2908),(64 2751.431),(65 2781.1016),(66 2761.0054),(67 2793.086),(68 2757.176),(69 2785.5898),(70 2784.9077),(71 2843.0735),(72 2854.2527),(73 2833.9092),(74 2836.542),(75 2914.986),(76 2877.0142),(77 2874.26),(78 2926.3162),(79 2881.5925),
(1 958.4863),(2 1361.696),(3 1687.0258),(4 1918.1926),(5 2027.9097),(6 2153.262),(7 2297.6648),(8 2337.5173),(9 2371.162),(10 2468.503),(11 2515.7668),(12 2550.5652),(13 2610.6028),(14 2581.9324),(15 2613.2256),(16 2651.9492),(17 2619.1204),(18 2609.1804),(19 2636.28),(20 2622.8252),(21 2654.7864),(22 2674.0417),(23 2628.896),(24 2632.6418),(25 2653.6746),(26 2643.218),(27 2680.6772),(28 2731.0598),(29 2723.7522),(30 2711.9768),(31 2744.2874),(32 2742.6155),(33 2734.5186),(34 2725.6467),(35 2708.4844),(36 2699.1853),(37 2747.8662),(38 2727.2039),(39 2727.8845),(40 2743.0593),(41 2712.521),(42 2756.6587),(43 2745.2805),(44 2760.358),(45 2833.4082),(46 2821.722),(47 2830.5837),(48 2852.0598),(49 2824.3933),(50 2847.9944),(51 2876.4275),(52 2862.5771),(53 2893.4585),(54 2853.1572),(55 2818.2039),(56 2835.3364),(57 2792.7805),(58 2775.9001),(59 2795.149),(60 2755.398),(61 2749.7935),(62 2782.6445),(63 2750.7378),(64 2738.1619),(65 2793.3645),(66 2776.5728),(67 2819.6428),(68 2786.929),(69 2799.0896),(70 2813.1138),(71 2819.937),(72 2846.9255),(73 2849.0364),(74 2870.7942),(75 2953.9155),(76 2943.7332),(77 2932.2703),(78 3009.3115),(79 2947.3743),
(1 950.9474),(2 1350.855),(3 1644.5242),(4 1875.6497),(5 1976.253),(6 2073.6614),(7 2209.8992),(8 2226.9612),(9 2282.0654),(10 2370.0789),(11 2410.6067),(12 2411.0735),(13 2469.3591),(14 2459.383),(15 2486.5654),(16 2525.6677),(17 2485.6992),(18 2478.3557),(19 2504.1794),(20 2474.0771),(21 2487.1335),(22 2512.8975),(23 2479.8552),(24 2516.7212),(25 2537.4946),(26 2500.5393),(27 2489.848),(28 2554.557),(29 2557.1714),(30 2555.7014),(31 2561.7651),(32 2559.6694),(33 2580.3037),(34 2600.4773),(35 2573.7422),(36 2576.106),(37 2616.856),(38 2622.654),(39 2630.499),(40 2634.5398),(41 2610.249),(42 2647.0432),(43 2657.4595),(44 2684.1123),(45 2758.604),(46 2757.9321),(47 2781.8289),(48 2821.9377),(49 2791.1143),(50 2806.0742),(51 2820.8801),(52 2740.9434),(53 2785.936),(54 2736.3823),(55 2714.7976),(56 2704.3267),(57 2694.6448),(58 2685.1108),(59 2733.5342),(60 2685.004),(61 2679.1367),(62 2703.657),(63 2695.9363),(64 2683.7332),(65 2715.1133),(66 2673.7458),(67 2701.3645),(68 2668.6262),(69 2673.6733),(70 2666.8828),(71 2661.951),(72 2693.4119),(73 2710.8545),(74 2684.6633),(75 2778.363),(76 2789.6482),(77 2763.626),(78 2822.7046),(79 2834.9978),
(1 968.5948),(2 1357.2963),(3 1635.9349),(4 1860.3075),(5 1927.5266),(6 2038.453),(7 2170.9597),(8 2207.4187),(9 2244.5664),(10 2324.3232),(11 2343.8054),(12 2335.3916),(13 2406.5615),(14 2350.524),(15 2373.0166),(16 2418.132),(17 2402.2107),(18 2420.5117),(19 2462.7942),(20 2428.3997),(21 2455.315),(22 2482.3008),(23 2451.0313),(24 2462.8142),(25 2499.9634),(26 2491.799),(27 2482.099),(28 2547.3523),(29 2522.8184),(30 2544.517),(31 2579.0007),(32 2569.0854),(33 2592.0454),(34 2628.453),(35 2581.873),(36 2601.3848),(37 2631.687),(38 2637.2322),(39 2634.0847),(40 2658.1333),(41 2633.7605),(42 2662.3936),(43 2647.9055),(44 2670.526),(45 2735.812),(46 2690.8923),(47 2720.2085),(48 2752.953),(49 2738.3237),(50 2751.9094),(51 2762.2805),(52 2692.038),(53 2706.5178),(54 2671.2236),(55 2650.096),(56 2650.651),(57 2626.7349),(58 2602.1692),(59 2624.6638),(60 2598.2485),(61 2574.3127),(62 2590.3203),(63 2547.0396),(64 2554.0186),(65 2611.3145),(66 2588.5085),(67 2608.4292),(68 2570.004),(69 2615.611),(70 2615.186),(71 2595.8816),(72 2609.9624),(73 2610.314),(74 2614.4546),(75 2636.0503),(76 2619.3289),(77 2598.3894),(78 2642.8472),(79 2660.264),
(1 931.9737),(2 1320.4996),(3 1618.6471),(4 1794.4702),(5 1873.0311),(6 1966.1874),(7 2098.9395),(8 2119.493),(9 2183.4644),(10 2271.5403),(11 2277.9211),(12 2309.7368),(13 2360.8198),(14 2380.4084),(15 2398.7642),(16 2458.4658),(17 2419.896),(18 2440.649),(19 2506.4607),(20 2478.5273),(21 2522.7725),(22 2566.6077),(23 2540.7979),(24 2561.3118),(25 2607.7131),(26 2580.372),(27 2597.8423),(28 2623.5146),(29 2591.9307),(30 2603.5205),(31 2630.3525),(32 2624.871),(33 2657.1926),(34 2672.91),(35 2646.8645),(36 2653.9333),(37 2647.364),(38 2646.1675),(39 2654.005),(40 2684.5005),(41 2646.4192),(42 2685.7888),(43 2667.5935),(44 2678.6697),(45 2699.4673),(46 2644.3381),(47 2675.0808),(48 2702.2676),(49 2681.2695),(50 2680.4363),(51 2708.2546),(52 2639.4373),(53 2661.7507),(54 2622.152),(55 2614.2751),(56 2631.527),(57 2587.6304),(58 2545.058),(59 2549.581),(60 2517.5679),(61 2501.0295),(62 2538.2427),(63 2495.792),(64 2490.3132),(65 2547.7925),(66 2506.747),(67 2558.8743),(68 2545.8474),(69 2550.2979),(70 2568.5054),(71 2551.1013),(72 2563.9111),(73 2570.4082),(74 2605.6921),(75 2660.4355),(76 2641.6448),(77 2634.7),(78 2650.237),(79 2648.1533),
(1 931.7698),(2 1315.1881),(3 1600.7687),(4 1779.6492),(5 1864.5967),(6 1969.06),(7 2100.8027),(8 2134.5483),(9 2204.4133),(10 2289.801),(11 2297.0664),(12 2317.8364),(13 2355.0134),(14 2371.5535),(15 2380.486),(16 2424.0276),(17 2399.1948),(18 2405.7693),(19 2437.2402),(20 2412.5876),(21 2450.0784),(22 2502.9807),(23 2478.2363),(24 2503.831),(25 2518.7668),(26 2511.8186),(27 2516.5168),(28 2550.1702),(29 2550.3735),(30 2544.1047),(31 2567.524),(32 2571.6147),(33 2577.5474),(34 2599.964),(35 2584.439),(36 2567.5432),(37 2577.2356),(38 2558.0151),(39 2580.8801),(40 2612.441),(41 2582.206),(42 2596.0103),(43 2582.1782),(44 2608.682),(45 2631.7747),(46 2614.3562),(47 2625.9727),(48 2680.2327),(49 2676.4937),(50 2705.9792),(51 2742.6653),(52 2693.3877),(53 2701.0046),(54 2684.551),(55 2673.3132),(56 2681.8267),(57 2649.6777),(58 2631.5356),(59 2662.3538),(60 2643.1287),(61 2632.6897),(62 2676.4656),(63 2672.6372),(64 2672.5737),(65 2713.6292),(66 2675.6755),(67 2727.0088),(68 2703.3208),(69 2680.445),(70 2682.9775),(71 2687.9138),(72 2692.8154),(73 2695.407),(74 2705.2334),(75 2754.0938),(76 2739.6946),(77 2742.743),(78 2776.661),(79 2760.4683),
(1 901.9996),(2 1280.7235),(3 1539.3998),(4 1735.9905),(5 1832.7693),(6 1946.0693),(7 2061.2363),(8 2100.9297),(9 2140.5486),(10 2218.5447),(11 2225.536),(12 2250.0151),(13 2293.1892),(14 2284.3508),(15 2329.021),(16 2337.228),(17 2304.7698),(18 2337.9666),(19 2375.0881),(20 2340.2263),(21 2383.5476),(22 2430.4116),(23 2412.973),(24 2433.9548),(25 2438.1277),(26 2434.541),(27 2460.9646),(28 2497.0408),(29 2508.3816),(30 2502.741),(31 2567.6472),(32 2541.849),(33 2556.0078),(34 2572.659),(35 2572.4814),(36 2553.2458),(37 2553.3901),(38 2511.0996),(39 2515.2585),(40 2531.2493),(41 2513.6616),(42 2539.3655),(43 2503.774),(44 2487.8237),(45 2495.1106),(46 2453.3281),(47 2463.3567),(48 2518.687),(49 2525.2898),(50 2532.8992),(51 2569.8828),(52 2549.0547),(53 2584.3848),(54 2566.4565),(55 2541.801),(56 2574.0264),(57 2547.1223),(58 2528.3335),(59 2578.436),(60 2559.9744),(61 2545.443),(62 2580.6143),(63 2542.4773),(64 2518.6848),(65 2574.5269),(66 2531.3667),(67 2555.561),(68 2525.474),(69 2535.1274),(70 2532.0476),(71 2563.6252),(72 2577.4143),(73 2598.212),(74 2614.6716),(75 2636.033),(76 2618.1455),(77 2623.7036),(78 2660.0173),(79 2644.7107),
(1 890.14813),(2 1252.135),(3 1521.1005),(4 1713.6257),(5 1793.408),(6 1878.757),(7 2016.0771),(8 2038.776),(9 2059.8333),(10 2153.9033),(11 2177.3093),(12 2204.9048),(13 2252.5515),(14 2237.276),(15 2276.3657),(16 2283.546),(17 2251.207),(18 2279.8467),(19 2326.3623),(20 2320.3818),(21 2341.0835),(22 2370.2363),(23 2337.5166),(24 2337.8564),(25 2352.2854),(26 2347.9563),(27 2343.405),(28 2358.5103),(29 2361.111),(30 2351.527),(31 2387.8074),(32 2372.5059),(33 2402.969),(34 2393.6946),(35 2393.0967),(36 2398.622),(37 2400.3713),(38 2374.7832),(39 2367.6382),(40 2397.035),(41 2374.3667),(42 2396.365),(43 2342.3174),(44 2332.2722),(45 2398.718),(46 2359.674),(47 2375.9775),(48 2421.4104),(49 2417.876),(50 2402.2903),(51 2433.8667),(52 2409.412),(53 2486.4985),(54 2440.4487),(55 2419.1526),(56 2449.7026),(57 2422.0896),(58 2430.936),(59 2488.7793),(60 2467.9294),(61 2471.8042),(62 2519.544),(63 2477.1572),(64 2462.6736),(65 2518.8127),(66 2481.3987),(67 2506.1567),(68 2512.6074),(69 2551.0933),(70 2532.9966),(71 2530.1624),(72 2517.9082),(73 2513.806),(74 2520.048),(75 2569.352),(76 2539.4958),(77 2537.144),(78 2573.9014),(79 2541.2903),
(1 890.53217),(2 1248.7898),(3 1521.0554),(4 1679.6132),(5 1753.9038),(6 1841.8618),(7 1953.9468),(8 1974.2567),(9 2009.8662),(10 2089.3416),(11 2083.1294),(12 2102.5667),(13 2148.6152),(14 2125.858),(15 2174.5105),(16 2191.2813),(17 2175.2922),(18 2191.687),(19 2244.7515),(20 2222.3591),(21 2247.1978),(22 2289.1177),(23 2260.1323),(24 2256.2961),(25 2292.5225),(26 2271.702),(27 2288.9956),(28 2359.3176),(29 2321.7832),(30 2327.8242),(31 2365.409),(32 2361.7703),(33 2359.052),(34 2383.3254),(35 2363.3005),(36 2371.2058),(37 2381.9421),(38 2366.286),(39 2374.2197),(40 2384.7507),(41 2368.2834),(42 2388.6687),(43 2365.4868),(44 2344.0728),(45 2369.541),(46 2320.1804),(47 2341.951),(48 2375.717),(49 2356.8545),(50 2371.4856),(51 2424.2122),(52 2390.6545),(53 2402.8877),(54 2407.0813),(55 2388.442),(56 2398.4646),(57 2360.9382),(58 2365.6343),(59 2407.0063),(60 2382.767),(61 2374.056),(62 2424.178),(63 2387.236),(64 2382.8845),(65 2420.5728),(66 2387.68),(67 2403.6792),(68 2397.2844),(69 2428.2107),(70 2401.7554),(71 2411.6345),(72 2427.1772),(73 2420.9143),(74 2399.2322),(75 2464.367),(76 2438.0256),(77 2452.1296),(78 2486.5784),(79 2482.2676),
(1 859.6526),(2 1220.463),(3 1473.3826),(4 1659.6769),(5 1745.988),(6 1850.2169),(7 1954.2561),(8 1977.9471),(9 2013.2439),(10 2060.8364),(11 2061.0317),(12 2070.015),(13 2109.2869),(14 2075.2517),(15 2110.7517),(16 2146.5693),(17 2109.8264),(18 2139.8376),(19 2184.5313),(20 2188.5933),(21 2205.7021),(22 2263.4736),(23 2232.5493),(24 2230.9214),(25 2231.4297),(26 2222.1997),(27 2261.2607),(28 2335.266),(29 2317.0151),(30 2316.3438),(31 2329.5906),(32 2292.8552),(33 2289.0503),(34 2330.3027),(35 2317.857),(36 2319.167),(37 2351.8567),(38 2334.2273),(39 2336.5088),(40 2359.2031),(41 2329.4536),(42 2337.3333),(43 2300.0913),(44 2300.9653),(45 2342.5327),(46 2317.4575),(47 2332.1125),(48 2384.3928),(49 2330.4187),(50 2346.3108),(51 2365.671),(52 2316.9397),(53 2355.4768),(54 2345.372),(55 2342.917),(56 2351.7407),(57 2310.6467),(58 2301.8977),(59 2325.7502),(60 2308.1323),(61 2294.9731),(62 2318.5684),(63 2300.0837),(64 2279.5557),(65 2310.3762),(66 2269.1453),(67 2278.5723),(68 2258.6838),(69 2271.6829),(70 2243.0022),(71 2276.4512),(72 2303.6572),(73 2293.9873),(74 2298.7632),(75 2387.9207),(76 2368.217),(77 2380.0684),(78 2412.5786),(79 2414.5325),
(1 884.5859),(2 1229.2393),(3 1495.06),(4 1675.198),(5 1737.6696),(6 1842.6108),(7 1967.1272),(8 1999.0328),(9 2018.2996),(10 2076.864),(11 2066.3481),(12 2077.992),(13 2101.918),(14 2092.3306),(15 2150.8994),(16 2164.3608),(17 2121.1804),(18 2155.9126),(19 2208.5347),(20 2183.265),(21 2203.8123),(22 2252.266),(23 2232.0317),(24 2240.1377),(25 2237.7754),(26 2221.594),(27 2236.182),(28 2265.7617),(29 2259.7725),(30 2256.5117),(31 2281.2717),(32 2267.321),(33 2268.9448),(34 2284.538),(35 2302.7244),(36 2346.1768),(37 2388.0579),(38 2388.1191),(39 2404.2383),(40 2396.2268),(41 2368.6367),(42 2381.7024),(43 2354.5498),(44 2360.1667),(45 2441.6357),(46 2397.7297),(47 2419.8044),(48 2453.0632),(49 2431.4824),(50 2444.7573),(51 2470.4207),(52 2445.2273),(53 2450.1965),(54 2430.6082),(55 2442.2715),(56 2476.8577),(57 2434.71),(58 2417.0686),(59 2438.4194),(60 2417.1802),(61 2402.4768),(62 2415.559),(63 2384.348),(64 2401.2544),(65 2429.067),(66 2378.1926),(67 2403.1958),(68 2387.0994),(69 2408.849),(70 2377.8909),(71 2390.8684),(72 2425.8513),(73 2423.2173),(74 2441.9583),(75 2501.8853),(76 2462.4573),(77 2471.2898),(78 2500.7),(79 2489.8516),
