1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132.13635),(2 152.93103),(3 162.38321),(4 172.68407),(5 179.01184),(6 184.86429),(7 188.61177),(8 193.43642),(9 196.10217),(10 196.84215),(11 199.20294),(12 199.84424),(13 202.40045),(14 203.68683),(15 201.35133),(16 203.71742),(17 204.47182),(18 207.29697),(19 207.6062),(20 207.10196),(21 208.07207),(22 209.7814),(23 211.79044),(24 215.02278),(25 216.08017),(26 218.21486),(27 216.3267),(28 215.23058),(29 216.96141),(30 215.82794),(31 216.77173),(32 215.58536),(33 216.06763),(34 213.20573),(35 214.55019),(36 215.8671),(37 215.87581),(38 219.32982),(39 217.00844),(40 217.88803),(41 219.66364),(42 219.73154),(43 220.9014),(44 220.79922),(45 222.14064),(46 224.15416),(47 225.11351),(48 226.66881),(49 228.31897),(50 228.73267),(51 227.59244),(52 230.27325),(53 231.69809),(54 229.37549),(55 231.89647),(56 231.50758),(57 235.22945),(58 233.15625),(59 232.12708),(60 233.29521),(61 232.33624),(62 234.54916),(63 233.28166),(64 236.08386),(65 236.27596),(66 234.71083),(67 238.94814),(68 235.46025),(69 234.91055),(70 235.3928),(71 236.34334),(72 234.72342),(73 235.1456),(74 235.93422),(75 232.82375),(76 235.47495),(77 237.12224),(78 235.87381),(79 237.16072),
(1 131.15433),(2 150.87509),(3 160.49718),(4 170.64682),(5 176.10474),(6 182.76917),(7 186.01698),(8 193.43745),(9 195.90791),(10 196.37093),(11 199.10002),(12 201.35318),(13 202.96753),(14 203.62126),(15 200.53256),(16 199.77127),(17 200.08043),(18 200.73125),(19 201.95018),(20 202.35126),(21 202.2406),(22 202.65442),(23 205.67746),(24 207.66096),(25 208.8455),(26 209.28548),(27 209.81853),(28 209.34254),(29 209.20601),(30 208.58997),(31 210.23228),(32 209.52496),(33 210.37471),(34 207.76796),(35 208.41296),(36 207.50652),(37 212.2531),(38 211.10417),(39 208.83437),(40 209.49815),(41 212.03975),(42 211.3923),(43 211.5048),(44 213.41689),(45 214.06721),(46 214.4604),(47 218.30154),(48 219.03246),(49 219.73865),(50 222.17308),(51 218.6242),(52 219.94176),(53 221.85284),(54 223.71057),(55 224.50107),(56 222.58696),(57 226.65443),(58 224.43513),(59 223.13765),(60 225.49637),(61 225.84619),(62 225.78189),(63 225.91142),(64 229.10086),(65 228.42906),(66 227.31352),(67 228.93431),(68 227.50694),(69 225.5878),(70 225.6356),(71 227.3284),(72 227.73602),(73 228.32452),(74 228.41455),(75 225.25087),(76 227.05305),(77 228.83598),(78 226.18121),(79 227.04987),
(1 129.5846),(2 149.40509),(3 159.2475),(4 170.25836),(5 173.47864),(6 179.21764),(7 182.41202),(8 186.07166),(9 187.84706),(10 189.9318),(11 190.114),(12 193.78273),(13 192.97572),(14 194.19318),(15 193.08176),(16 194.13387),(17 194.85321),(18 195.93297),(19 197.04001),(20 197.81535),(21 198.35071),(22 199.26985),(23 202.68457),(24 203.81125),(25 202.38734),(26 205.33272),(27 204.54808),(28 203.94798),(29 204.25374),(30 203.82599),(31 203.38997),(32 203.92293),(33 202.59131),(34 203.22075),(35 201.32906),(36 202.07605),(37 202.03159),(38 205.28595),(39 201.59444),(40 202.30597),(41 202.67459),(42 204.66833),(43 206.74968),(44 207.10555),(45 206.25467),(46 208.63805),(47 211.70564),(48 214.4299),(49 215.58289),(50 217.86597),(51 215.68748),(52 217.13657),(53 218.62921),(54 219.63864),(55 224.2104),(56 224.45293),(57 223.85533),(58 224.58351),(59 223.32043),(60 224.2162),(61 222.91591),(62 222.5768),(63 220.03596),(64 222.61421),(65 222.95914),(66 222.45892),(67 223.53058),(68 223.47496),(69 221.80064),(70 222.19351),(71 223.39734),(72 223.74489),(73 220.99394),(74 223.77138),(75 221.41708),(76 224.88036),(77 227.22647),(78 226.7267),(79 226.85088),
(1 126.02477),(2 148.22614),(3 157.61957),(4 167.62662),(5 172.82478),(6 178.60292),(7 182.78363),(8 186.04346),(9 188.33128),(10 190.90045),(11 189.84216),(12 192.46632),(13 195.69403),(14 196.88202),(15 194.414),(16 195.28656),(17 195.23326),(18 197.10706),(19 198.49753),(20 198.20326),(21 197.62314),(22 198.83696),(23 202.66339),(24 203.77466),(25 203.47401),(26 203.92288),(27 201.43823),(28 202.65453),(29 203.78632),(30 203.47545),(31 201.77135),(32 199.86424),(33 198.7162),(34 197.66318),(35 197.21822),(36 196.99466),(37 196.73955),(38 201.48712),(39 200.65884),(40 202.21715),(41 200.41138),(42 202.60962),(43 202.77452),(44 204.22208),(45 206.88121),(46 206.16089),(47 210.6866),(48 212.03087),(49 214.12878),(50 217.2865),(51 215.1291),(52 218.31697),(53 218.90936),(54 219.36105),(55 222.18303),(56 223.07518),(57 222.75548),(58 225.6218),(59 227.08987),(60 224.60617),(61 224.19518),(62 223.82635),(63 221.27756),(64 222.20064),(65 222.29144),(66 221.55147),(67 222.2345),(68 222.29494),(69 220.23708),(70 220.19533),(71 222.99005),(72 222.92027),(73 223.18369),(74 224.66096),(75 220.73312),(76 223.28743),(77 222.63907),(78 221.15797),(79 222.89716),
(1 127.60641),(2 149.24219),(3 157.82808),(4 167.28603),(5 172.56871),(6 177.55876),(7 182.67229),(8 186.90239),(9 187.19354),(10 188.78172),(11 188.39627),(12 192.15764),(13 195.49295),(14 194.99841),(15 192.22385),(16 194.6462),(17 195.7278),(18 197.90985),(19 198.76346),(20 197.68657),(21 198.24797),(22 199.03755),(23 201.81676),(24 204.02228),(25 206.90724),(26 206.01498),(27 203.82063),(28 201.7242),(29 201.52304),(30 202.08852),(31 201.05443),(32 197.65015),(33 197.54375),(34 196.27434),(35 196.26048),(36 193.67447),(37 196.14903),(38 199.86627),(39 200.29532),(40 199.93918),(41 200.20105),(42 200.92223),(43 202.44089),(44 202.705),(45 204.81277),(46 204.59972),(47 206.44928),(48 207.27028),(49 209.57607),(50 211.1476),(51 209.20255),(52 211.4126),(53 211.78154),(54 212.37712),(55 213.61829),(56 213.28523),(57 212.3496),(58 212.61598),(59 213.77434),(60 213.70015),(61 215.68272),(62 216.88597),(63 214.9413),(64 215.03932),(65 216.11372),(66 216.15164),(67 215.27646),(68 215.65887),(69 213.77423),(70 213.44873),(71 213.42145),(72 217.02837),(73 215.92096),(74 215.66354),(75 211.62476),(76 215.08162),(77 214.75484),(78 215.75237),(79 217.97137),
(1 123.64909),(2 143.13017),(3 154.13194),(4 164.82307),(5 168.90065),(6 174.76419),(7 177.35506),(8 183.7062),(9 184.76106),(10 187.25262),(11 187.37297),(12 189.76881),(13 193.11684),(14 193.34074),(15 191.34375),(16 195.5627),(17 196.63062),(18 195.93094),(19 199.13182),(20 194.89743),(21 195.33052),(22 194.4615),(23 198.73883),(24 200.8047),(25 199.19498),(26 200.63611),(27 199.47368),(28 198.70126),(29 197.55838),(30 198.3561),(31 196.65947),(32 196.44199),(33 197.32791),(34 192.77728),(35 193.74385),(36 194.96968),(37 193.51631),(38 197.14063),(39 195.8258),(40 196.76114),(41 199.54529),(42 201.4101),(43 202.70396),(44 202.87431),(45 204.04236),(46 202.72241),(47 206.97696),(48 208.33324),(49 209.12225),(50 210.50322),(51 208.47234),(52 212.0788),(53 213.48564),(54 215.41177),(55 213.72473),(56 213.13757),(57 212.51212),(58 213.51756),(59 213.26242),(60 213.29585),(61 214.4505),(62 215.11124),(63 213.08604),(64 213.69981),(65 213.8131),(66 215.694),(67 214.80362),(68 214.49696),(69 214.32884),(70 213.49266),(71 214.13892),(72 215.01392),(73 216.29137),(74 215.23343),(75 212.8927),(76 214.13023),(77 215.26657),(78 215.42194),(79 215.10463),
(1 123.54684),(2 143.09961),(3 152.18765),(4 163.09085),(5 168.46178),(6 173.91183),(7 175.86232),(8 180.6601),(9 182.6518),(10 185.26448),(11 186.26036),(12 188.69353),(13 192.27492),(14 191.56424),(15 190.27852),(16 192.40744),(17 193.72557),(18 193.98766),(19 194.51872),(20 193.36725),(21 196.41312),(22 197.54263),(23 201.85689),(24 202.17029),(25 199.02779),(26 200.44162),(27 197.40884),(28 196.90553),(29 197.85269),(30 197.98152),(31 198.82834),(32 197.8376),(33 196.57687),(34 195.58383),(35 195.85129),(36 196.65839),(37 196.90788),(38 199.67476),(39 199.47133),(40 199.66179),(41 202.06976),(42 201.69203),(43 203.05452),(44 204.22072),(45 206.66379),(46 205.12561),(47 206.47888),(48 208.46875),(49 208.2736),(50 210.56816),(51 208.18184),(52 210.33821),(53 212.94308),(54 213.47876),(55 217.18939),(56 215.4795),(57 216.25316),(58 216.47963),(59 216.92969),(60 218.76393),(61 220.0787),(62 219.04456),(63 214.74683),(64 216.175),(65 216.36073),(66 213.3224),(67 215.0898),(68 213.88486),(69 213.64795),(70 215.1005),(71 216.29791),(72 216.81702),(73 215.78033),(74 215.62076),(75 212.56516),(76 210.78415),(77 211.33517),(78 212.1722),(79 212.9043),
(1 121.966965),(2 142.02948),(3 150.60619),(4 162.92386),(5 167.07921),(6 171.71521),(7 174.0812),(8 180.91762),(9 181.8318),(10 184.4336),(11 185.20383),(12 187.83974),(13 190.53728),(14 193.67618),(15 190.50696),(16 192.18839),(17 193.93146),(18 197.15173),(19 196.11227),(20 194.88913),(21 193.8608),(22 194.10208),(23 197.80713),(24 200.20078),(25 199.39516),(26 200.80522),(27 197.07117),(28 196.92313),(29 196.48781),(30 196.52104),(31 197.62009),(32 196.7784),(33 196.35461),(34 195.05786),(35 194.4043),(36 194.01012),(37 195.31795),(38 195.17606),(39 191.7729),(40 195.2244),(41 195.36943),(42 196.2091),(43 197.30583),(44 196.04143),(45 197.22981),(46 197.24687),(47 198.7514),(48 201.44707),(49 203.08139),(50 206.05438),(51 203.96542),(52 205.62073),(53 207.48482),(54 206.36105),(55 206.442),(56 205.26756),(57 206.21677),(58 208.72212),(59 206.25969),(60 208.47354),(61 209.70378),(62 210.81157),(63 209.9797),(64 210.75331),(65 212.42722),(66 212.06383),(67 214.81),(68 213.36844),(69 211.7352),(70 209.76978),(71 210.14297),(72 210.35637),(73 209.39249),(74 210.80609),(75 209.41452),(76 211.86542),(77 209.9077),(78 210.19283),(79 210.51924),
(1 121.66353),(2 140.97383),(3 149.25444),(4 156.4573),(5 162.99673),(6 167.45337),(7 170.10687),(8 176.68146),(9 178.3326),(10 182.38637),(11 184.93924),(12 185.86874),(13 187.89923),(14 185.849),(15 184.80112),(16 186.2392),(17 188.24225),(18 189.80809),(19 189.68373),(20 190.34514),(21 189.34541),(22 189.23868),(23 192.06454),(24 192.756),(25 193.57426),(26 194.60919),(27 190.1471),(28 188.69508),(29 190.65482),(30 191.13016),(31 190.19609),(32 191.1035),(33 189.77647),(34 191.06644),(35 190.46631),(36 189.71002),(37 190.31645),(38 191.80215),(39 189.14365),(40 190.15558),(41 189.57054),(42 191.82523),(43 194.92137),(44 194.08647),(45 194.31607),(46 191.95549),(47 193.72794),(48 196.99454),(49 197.68855),(50 199.68597),(51 199.01091),(52 200.97144),(53 202.6077),(54 202.62141),(55 203.0002),(56 204.20784),(57 204.59805),(58 205.3993),(59 203.5594),(60 206.14886),(61 206.13484),(62 206.92049),(63 204.53055),(64 206.65396),(65 208.74129),(66 208.03648),(67 209.52824),(68 210.56033),(69 207.19713),(70 207.25146),(71 205.92485),(72 206.95224),(73 205.8284),(74 204.64001),(75 203.84642),(76 204.02312),(77 204.54356),(78 204.44798),(79 202.28387),
(1 120.424),(2 138.06253),(3 145.7071),(4 154.55312),(5 163.22969),(6 167.53075),(7 171.82684),(8 178.11244),(9 180.86238),(10 183.24174),(11 185.8657),(12 187.97827),(13 187.97469),(14 189.58794),(15 188.01778),(16 189.52171),(17 187.52567),(18 189.31555),(19 190.2541),(20 189.00168),(21 188.19604),(22 188.13466),(23 190.29845),(24 191.8569),(25 194.2328),(26 193.7945),(27 191.54199),(28 192.4392),(29 194.95897),(30 193.35916),(31 192.32854),(32 191.04732),(33 190.60281),(34 190.84943),(35 189.43799),(36 188.83498),(37 189.94487),(38 190.14844),(39 187.78001),(40 188.82536),(41 187.76884),(42 190.40305),(43 191.1851),(44 190.20752),(45 192.08858),(46 191.82338),(47 194.74939),(48 196.32014),(49 199.3078),(50 200.52933),(51 198.05652),(52 200.3186),(53 200.84792),(54 200.32645),(55 200.45602),(56 201.10774),(57 201.97809),(58 201.23883),(59 203.0675),(60 204.56354),(61 204.02121),(62 203.94576),(63 203.94862),(64 204.33632),(65 205.91954),(66 204.80978),(67 204.98827),(68 204.32137),(69 203.45782),(70 203.37016),(71 203.69905),(72 204.33621),(73 203.77524),(74 203.51271),(75 201.82846),(76 204.55054),(77 204.37213),(78 204.42987),(79 203.67273),
(1 120.99372),(2 136.859),(3 146.00385),(4 154.5404),(5 159.4155),(6 163.88167),(7 167.94359),(8 171.84807),(9 176.68372),(10 177.81528),(11 180.96893),(12 181.45628),(13 183.25266),(14 183.8407),(15 180.7148),(16 181.30695),(17 182.73796),(18 183.70964),(19 182.90152),(20 183.2409),(21 185.32463),(22 184.984),(23 187.57901),(24 189.01514),(25 190.3577),(26 189.23256),(27 187.58363),(28 189.92812),(29 188.88908),(30 187.97775),(31 188.27156),(32 188.5643),(33 185.42401),(34 185.49962),(35 184.51833),(36 185.45128),(37 186.25572),(38 187.50041),(39 184.37349),(40 187.9546),(41 189.28998),(42 189.74687),(43 189.17879),(44 189.11183),(45 190.19164),(46 190.48615),(47 190.94785),(48 192.97382),(49 192.67294),(50 192.41824),(51 191.58662),(52 193.77939),(53 194.26308),(54 195.08958),(55 195.73233),(56 195.61115),(57 196.914),(58 198.11188),(59 200.0785),(60 201.27058),(61 200.75064),(62 203.00552),(63 198.39659),(64 200.26262),(65 202.38246),(66 202.00624),(67 202.381),(68 199.89519),(69 199.17596),(70 200.59184),(71 201.09077),(72 201.28857),(73 201.92729),(74 204.45505),(75 199.22226),(76 201.80309),(77 201.60931),(78 200.27017),(79 202.62228),
(1 117.7719),(2 134.06323),(3 143.7133),(4 154.9247),(5 158.7082),(6 162.85007),(7 166.43234),(8 170.40605),(9 174.48718),(10 174.04501),(11 174.86378),(12 176.57092),(13 179.11674),(14 179.40207),(15 176.77998),(16 179.4364),(17 179.56818),(18 181.46094),(19 183.61127),(20 182.67784),(21 183.58882),(22 182.9508),(23 185.89731),(24 187.79108),(25 189.46541),(26 186.63254),(27 185.70488),(28 188.1231),(29 187.34172),(30 185.69818),(31 185.50883),(32 183.44344),(33 184.32959),(34 182.01025),(35 181.63171),(36 182.7372),(37 182.63489),(38 187.43105),(39 183.74736),(40 184.93625),(41 185.8094),(42 186.77817),(43 186.06992),(44 186.68948),(45 189.5179),(46 189.46646),(47 191.88672),(48 191.66283),(49 194.25388),(50 193.32591),(51 192.28905),(52 192.57556),(53 193.96504),(54 193.33118),(55 194.33658),(56 194.63007),(57 195.97238),(58 193.86972),(59 196.28622),(60 196.07414),(61 198.71027),(62 200.17993),(63 197.78845),(64 196.99133),(65 198.89873),(66 200.31944),(67 198.15771),(68 196.78818),(69 197.3008),(70 198.0663),(71 197.27422),(72 196.74742),(73 196.169),(74 197.63525),(75 194.9465),(76 198.21223),(77 197.11148),(78 195.96193),(79 197.29568),
(1 116.65864),(2 133.7251),(3 142.27277),(4 151.01523),(5 156.58192),(6 160.74086),(7 163.24622),(8 166.70233),(9 170.37543),(10 172.80533),(11 173.51027),(12 177.26181),(13 178.72954),(14 179.31984),(15 175.63545),(16 179.3275),(17 178.8041),(18 180.54755),(19 181.99535),(20 182.71213),(21 183.83176),(22 183.30522),(23 184.59877),(24 187.10588),(25 188.55815),(26 188.43318),(27 185.45612),(28 185.29828),(29 186.37001),(30 187.04866),(31 186.1826),(32 184.78922),(33 184.34319),(34 182.25665),(35 183.89256),(36 183.7553),(37 185.35121),(38 186.65704),(39 182.8839),(40 186.08961),(41 185.98845),(42 187.86635),(43 187.95322),(44 186.83401),(45 189.08884),(46 191.023),(47 189.33482),(48 191.83751),(49 194.30461),(50 192.84158),(51 191.57704),(52 190.95605),(53 191.56883),(54 193.25278),(55 193.46469),(56 195.40837),(57 196.8639),(58 196.77531),(59 197.61064),(60 197.48528),(61 199.95393),(62 201.76636),(63 196.59543),(64 198.68057),(65 199.54588),(66 199.83272),(67 199.32986),(68 199.29582),(69 198.66843),(70 197.79955),(71 198.2083),(72 197.48277),(73 198.95572),(74 197.76039),(75 196.432),(76 198.5317),(77 197.24011),(78 197.74086),(79 201.53177),
(1 116.00369),(2 132.42133),(3 142.16803),(4 150.69109),(5 154.82536),(6 159.48875),(7 163.07936),(8 165.24608),(9 167.70879),(10 169.61374),(11 172.20726),(12 175.49367),(13 176.82527),(14 174.8715),(15 172.80785),(16 175.5728),(17 176.30714),(18 177.41573),(19 177.86626),(20 177.83055),(21 176.46904),(22 177.0913),(23 178.83812),(24 180.2445),(25 183.14265),(26 180.22641),(27 178.87964),(28 180.37733),(29 181.70227),(30 180.05058),(31 179.31789),(32 177.47095),(33 178.14117),(34 178.5665),(35 178.86316),(36 180.0481),(37 182.29019),(38 184.22498),(39 180.07524),(40 181.02324),(41 182.12706),(42 184.80765),(43 182.46301),(44 183.58704),(45 184.762),(46 185.1757),(47 186.04039),(48 189.63994),(49 189.007),(50 190.36156),(51 188.05038),(52 188.10866),(53 190.0747),(54 191.30652),(55 190.41138),(56 190.90437),(57 191.3593),(58 191.5907),(59 190.04738),(60 192.79231),(61 193.69235),(62 195.38016),(63 191.96996),(64 191.94597),(65 194.21214),(66 194.03563),(67 193.58395),(68 195.20398),(69 193.62784),(70 193.9415),(71 193.0458),(72 193.93274),(73 192.34464),(74 193.28107),(75 191.88545),(76 192.38051),(77 193.24414),(78 194.09499),(79 195.70499),
(1 115.31244),(2 132.69041),(3 140.93175),(4 149.58089),(5 155.54803),(6 158.95497),(7 160.61887),(8 164.94313),(9 167.51335),(10 169.69495),(11 172.59497),(12 175.0775),(13 176.9522),(14 177.67157),(15 174.15503),(16 177.30003),(17 177.57828),(18 179.07164),(19 179.54979),(20 178.37073),(21 178.78839),(22 181.39737),(23 182.82079),(24 185.33311),(25 187.1593),(26 185.94089),(27 183.17581),(28 183.82762),(29 184.91093),(30 184.61946),(31 181.23952),(32 181.07458),(33 180.40347),(34 179.39926),(35 179.85052),(36 180.58089),(37 181.06505),(38 183.50745),(39 180.86519),(40 180.34714),(41 182.0917),(42 184.88902),(43 184.20335),(44 183.88853),(45 184.55696),(46 185.58275),(47 184.8357),(48 187.83708),(49 189.11844),(50 190.07306),(51 188.05038),(52 188.46913),(53 188.1948),(54 189.09862),(55 189.19064),(56 192.07324),(57 192.0084),(58 191.89862),(59 191.34312),(60 192.56755),(61 192.99237),(62 193.93123),(63 190.1734),(64 191.35489),(65 193.83148),(66 192.3041),(67 190.8156),(68 193.52339),(69 193.09769),(70 191.6745),(71 191.46367),(72 193.50276),(73 191.49431),(74 191.89723),(75 191.2011),(76 192.42908),(77 193.72127),(78 194.59753),(79 196.04823),
(1 111.68575),(2 129.23207),(3 137.16681),(4 145.16261),(5 151.1417),(6 154.45903),(7 156.893),(8 160.21579),(9 161.96579),(10 166.073),(11 165.68294),(12 168.5404),(13 169.16989),(14 169.77333),(15 168.84387),(16 169.87555),(17 170.57265),(18 172.21288),(19 172.6292),(20 172.72554),(21 173.04828),(22 173.55717),(23 176.4691),(24 178.64557),(25 179.73708),(26 181.53682),(27 180.06909),(28 181.32271),(29 181.64879),(30 181.21547),(31 178.38689),(32 178.74051),(33 177.52101),(34 177.67578),(35 176.80386),(36 177.96819),(37 179.3596),(38 180.25804),(39 177.3734),(40 179.54079),(41 180.00539),(42 180.26764),(43 180.8535),(44 181.64551),(45 181.51317),(46 181.07864),(47 181.18607),(48 181.44092),(49 181.07506),(50 182.41257),(51 180.85019),(52 181.47609),(53 183.59137),(54 182.30258),(55 183.12938),(56 182.98163),(57 183.09132),(58 184.79494),(59 184.6319),(60 185.82216),(61 186.2684),(62 188.03006),(63 187.01723),(64 187.93083),(65 187.52473),(66 185.37695),(67 185.20094),(68 187.27945),(69 184.12535),(70 187.93478),(71 187.23213),(72 188.80055),(73 188.93814),(74 190.41591),(75 187.93553),(76 188.68533),(77 189.147),(78 189.13692),(79 187.6632),
(1 113.479355),(2 130.55763),(3 140.53928),(4 146.92572),(5 153.48305),(6 157.20268),(7 160.09259),(8 163.18507),(9 165.49081),(10 166.77684),(11 168.5322),(12 170.3145),(13 172.68575),(14 173.45233),(15 170.33662),(16 172.89523),(17 172.01483),(18 174.15408),(19 175.2619),(20 174.10948),(21 175.53271),(22 176.48222),(23 178.38301),(24 180.21434),(25 181.54291),(26 180.98734),(27 178.13048),(28 179.95836),(29 178.58261),(30 179.97331),(31 177.79391),(32 177.4056),(33 176.72807),(34 175.94344),(35 176.74722),(36 176.10518),(37 176.85051),(38 179.44902),(39 174.91243),(40 178.45918),(41 179.23354),(42 178.50864),(43 178.88574),(44 179.38223),(45 179.28389),(46 180.42207),(47 180.2623),(48 182.75137),(49 184.81781),(50 184.22873),(51 181.37671),(52 181.26726),(53 185.40038),(54 184.01387),(55 184.27425),(56 184.29176),(57 184.35385),(58 185.06221),(59 185.31201),(60 187.088),(61 185.49944),(62 186.52594),(63 185.36665),(64 185.90152),(65 185.11125),(66 184.7595),(67 185.67395),(68 185.094),(69 184.84026),(70 186.14005),(71 185.26389),(72 186.07356),(73 186.64307),(74 186.31183),(75 183.53455),(76 186.3841),(77 188.96983),(78 188.506),(79 189.13356),
(1 109.3623),(2 128.20132),(3 137.0152),(4 145.04848),(5 149.77626),(6 154.5571),(7 157.4868),(8 161.17464),(9 164.8343),(10 167.48807),(11 168.80408),(12 167.65361),(13 171.19302),(14 170.88371),(15 168.83888),(16 172.99666),(17 171.95468),(18 172.16054),(19 174.91667),(20 173.76624),(21 174.69603),(22 173.33298),(23 177.45975),(24 179.46425),(25 179.05533),(26 179.23277),(27 176.42334),(28 176.57794),(29 177.534),(30 176.7804),(31 177.01376),(32 175.39917),(33 173.9173),(34 173.59818),(35 174.18393),(36 174.18536),(37 174.30438),(38 177.20662),(39 173.798),(40 176.2457),(41 177.40988),(42 176.29701),(43 178.03348),(44 177.04984),(45 178.7068),(46 178.06703),(47 179.60793),(48 180.41948),(49 181.90668),(50 182.2472),(51 180.85745),(52 181.26527),(53 184.63052),(54 184.18939),(55 182.12086),(56 184.1619),(57 184.82011),(58 184.30232),(59 182.96341),(60 185.14073),(61 184.63264),(62 186.47545),(63 182.80814),(64 182.80707),(65 182.96416),(66 182.32661),(67 183.05072),(68 182.2404),(69 181.80902),(70 185.17389),(71 186.72954),(72 185.2537),(73 185.94774),(74 184.7912),(75 183.39133),(76 182.45308),(77 185.20679),(78 184.11377),(79 187.9942),
(1 108.881035),(2 125.74147),(3 132.59457),(4 140.74377),(5 146.75279),(6 150.12213),(7 151.89932),(8 157.0807),(9 159.84094),(10 161.87639),(11 164.18666),(12 166.03296),(13 164.85905),(14 166.7334),(15 163.35887),(16 164.82077),(17 164.87259),(18 165.3304),(19 166.3504),(20 165.82292),(21 167.27646),(22 168.17705),(23 170.87735),(24 170.71269),(25 173.18268),(26 174.1726),(27 170.39435),(28 171.0664),(29 172.66048),(30 170.13658),(31 170.9268),(32 170.91083),(33 168.66943),(34 167.57776),(35 169.18295),(36 168.16801),(37 169.21767),(38 171.81627),(39 167.9397),(40 170.18655),(41 172.00917),(42 172.39435),(43 171.76926),(44 172.01953),(45 173.33174),(46 173.98529),(47 175.88351),(48 175.0878),(49 178.05165),(50 179.95894),(51 177.65149),(52 179.69385),(53 179.74211),(54 179.60567),(55 180.39473),(56 179.9265),(57 180.22021),(58 181.03362),(59 180.52318),(60 181.9848),(61 181.65976),(62 181.80002),(63 179.24289),(64 179.26231),(65 179.39845),(66 180.64456),(67 180.80168),(68 181.85533),(69 182.26848),(70 181.55737),(71 181.46059),(72 182.99117),(73 183.45395),(74 183.96048),(75 181.35808),(76 183.2416),(77 184.3076),(78 183.68813),(79 187.52444),
