1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 9334.766),(2 31649.41),(3 60369.14),(4 90394.6),(5 118465.945),(6 142123.33),(7 159459.6),(8 169883.56),(9 174948.52),(10 175443.97),(11 173416.69),(12 169666.88),(13 165992.36),(14 163829.28),(15 164002.94),(16 166131.25),(17 168391.53),(18 171865.69),(19 175176.8),(20 177096.3),(21 177730.83),(22 178379.95),(23 178403.14),(24 179167.33),(25 179608.6),(26 179756.02),(27 179590.5),(28 179963.48),(29 181839.73),(30 185477.44),(31 190198.67),(32 194887.72),(33 198925.38),(34 201681.36),(35 203814.75),(36 206593.58),(37 210606.75),(38 214434.25),(39 217390.38),(40 219177.23),(41 219624.38),(42 218133.83),(43 216899.95),(44 215744.31),(45 214529.17),(46 212158.3),(47 208735.55),(48 206670.17),(49 206762.69),(50 207267.28),(51 207663.89),(52 205907.67),(53 199906.23),(54 190439.63),(55 180448.64),(56 172213.13),(57 165886.67),(58 162566.5),(59 162778.38),(60 165541.06),(61 169930.27),(62 175043.73),(63 179466.08),(64 182701.55),(65 183929.36),(66 184409.02),(67 185181.06),(68 187795.75),(69 191076.11),(70 194938.69),(71 200202.97),(72 207048),(73 214092.95),(74 220060.83),(75 224852.23),(76 228155.36),(77 227622.88),(78 223637.23),(79 218110.42),
(1 9647.667),(2 32350.24),(3 60982.363),(4 89996.08),(5 116066.17),(6 136846.16),(7 150969.52),(8 158498.92),(9 160238.75),(10 157793),(11 153726.9),(12 148928.22),(13 146006.67),(14 145881.14),(15 148411.55),(16 151948.52),(17 155271.83),(18 159258.38),(19 164361.02),(20 169098.34),(21 171894.45),(22 173994.64),(23 175169.31),(24 176074.66),(25 177764.95),(26 179756.8),(27 181354.25),(28 182019.84),(29 181305.13),(30 179493.52),(31 176841.95),(32 173547.08),(33 170054.05),(34 167914),(35 170604.36),(36 176833.11),(37 183779.81),(38 188718.73),(39 190488.34),(40 188746.66),(41 186176.08),(42 183256.7),(43 179980.92),(44 177080.75),(45 175588.38),(46 177102.34),(47 179609.3),(48 182054.33),(49 184865.67),(50 186621.77),(51 186150.45),(52 183359.86),(53 178747.05),(54 173455.52),(55 168235.63),(56 164428.9),(57 162180),(58 160660.25),(59 162124.66),(60 166481.3),(61 172770.72),(62 179166.69),(63 184842.66),(64 188242.44),(65 190540.55),(66 192012.34),(67 192239.63),(68 191976.53),(69 192025.05),(70 191953.06),(71 193281.84),(72 196805.97),(73 201096.55),(74 204180.55),(75 206572.5),(76 206517.08),(77 203482.48),(78 198696.75),(79 195380.34),
(1 8530.75),(2 28438.846),(3 53480.582),(4 79031.71),(5 101316.78),(6 119002.33),(7 132788.45),(8 143423.66),(9 151147.14),(10 155567.1),(11 157749.23),(12 158820.17),(13 158803.03),(14 158786.05),(15 159025.33),(16 159727.11),(17 160918.86),(18 162981.47),(19 165713.1),(20 169551.55),(21 174656.78),(22 181047.3),(23 186611.83),(24 191100.69),(25 192597.25),(26 193643.5),(27 194034.52),(28 194020.73),(29 194628.28),(30 196148.44),(31 198476.94),(32 200623.7),(33 202126.38),(34 202788.36),(35 202675.8),(36 203113.48),(37 203482.17),(38 203409.22),(39 201284.84),(40 196338.25),(41 192267.56),(42 189353.56),(43 187609.53),(44 186284.4),(45 184949.9),(46 183791.77),(47 183281.25),(48 183779.95),(49 183400.14),(50 182373.17),(51 179693.7),(52 175988.3),(53 172619.8),(54 170314.7),(55 169076.92),(56 169460.84),(57 171615.75),(58 173200.13),(59 174932.97),(60 177584.52),(61 180044.23),(62 181545.2),(63 180849.19),(64 178318.81),(65 175906.52),(66 175082.2),(67 175313.9),(68 177503.1),(69 181904.64),(70 187984.53),(71 195955.42),(72 204303.3),(73 210443.3),(74 213962.16),(75 215679.19),(76 215967.7),(77 214561.39),(78 210593.94),(79 205322.03),
(1 8021.455),(2 26301.951),(3 48846.875),(4 71407.29),(5 91816.31),(6 108860.234),(7 120915.58),(8 128434.914),(9 132869.42),(10 134297.36),(11 134161.23),(12 133640.45),(13 133964.48),(14 136366.64),(15 140359.14),(16 143042.73),(17 144606.55),(18 145865.19),(19 146560.42),(20 147365.56),(21 148367.02),(22 149080.03),(23 150279.69),(24 152474.19),(25 155233.02),(26 159202.38),(27 163514.52),(28 167407.33),(29 171181.2),(30 174837.2),(31 177785.7),(32 179704.53),(33 180022.69),(34 179351.23),(35 180295.88),(36 182768.42),(37 186001.33),(38 188728.75),(39 189567.1),(40 189272.69),(41 188616.94),(42 188736.16),(43 191273.33),(44 194582.84),(45 197005.19),(46 197973.7),(47 198472.1),(48 198018.98),(49 195716.97),(50 191559.9),(51 185732.86),(52 179684.25),(53 173038.64),(54 167844.9),(55 164523.63),(56 163473.05),(57 164352.66),(58 166551.81),(59 169611.9),(60 173033.63),(61 175143.8),(62 175942.25),(63 175403.03),(64 172654.7),(65 168777.75),(66 165806.61),(67 164067.02),(68 163962.8),(69 165380.27),(70 168031.73),(71 171781.44),(72 176261.39),(73 179280.2),(74 180004.89),(75 179140.7),(76 177979.92),(77 176477.67),(78 174738.78),(79 173997.86),
(1 8929.693),(2 29271.145),(3 53619.496),(4 77815.914),(5 99399.4),(6 116979.66),(7 130476.09),(8 139004.39),(9 142886.63),(10 143325.56),(11 142826.2),(12 142695.33),(13 143891.58),(14 146724.64),(15 150325.03),(16 152635.86),(17 154724.34),(18 156705.55),(19 157149.33),(20 157566.06),(21 157591.38),(22 157128.02),(23 157280.63),(24 158384.02),(25 160512.7),(26 162513.34),(27 163988.92),(28 164532.4),(29 165043.94),(30 164935.81),(31 164098.94),(32 162185.72),(33 159902.84),(34 159053.61),(35 159862.56),(36 161187.45),(37 161363.08),(38 160361.5),(39 158392.53),(40 157244.19),(41 157127.72),(42 158010.3),(43 161202.42),(44 166237.97),(45 171103.94),(46 174558.58),(47 177196.06),(48 177699.81),(49 174757.6),(50 169465.67),(51 162531.23),(52 156408.58),(53 152966.08),(54 152396.4),(55 153877.95),(56 156923.5),(57 160295.11),(58 164310.72),(59 168702.77),(60 170901.67),(61 170656.88),(62 169818.67),(63 169056.86),(64 168767.42),(65 168432.77),(66 168373.9),(67 169278.33),(68 170458.77),(69 172013.98),(70 173382.19),(71 174601.61),(72 176082.17),(73 176991.11),(74 177257.63),(75 175966.89),(76 174431.77),(77 172061.36),(78 169789.77),(79 167177.33),
(1 8299.841),(2 27448.8),(3 51080.69),(4 74875.24),(5 96152.96),(6 113664.29),(7 127364.09),(8 136490.88),(9 140678.47),(10 140596.4),(11 137909.13),(12 134246.22),(13 132212.95),(14 132473.23),(15 133492.03),(16 133118.38),(17 134036.86),(18 135639.66),(19 137429.97),(20 139350.67),(21 140430.53),(22 140781.61),(23 140464.38),(24 140226.78),(25 141389.1),(26 142792.6),(27 143673.84),(28 145276.95),(29 145351.28),(30 144885.73),(31 144616.16),(32 145534.28),(33 146718.72),(34 147834.4),(35 148628.13),(36 148498.47),(37 148434.39),(38 149102.73),(39 150139.38),(40 150899.13),(41 152315),(42 152944.4),(43 152715.17),(44 153292.38),(45 154429.53),(46 156065.16),(47 157390.72),(48 157372.78),(49 154761.67),(50 151072.47),(51 147430.08),(52 145291.05),(53 144624.81),(54 144724.08),(55 145251.42),(56 145808.58),(57 146701.5),(58 148054.34),(59 149618.11),(60 150137.5),(61 150324.13),(62 150428.86),(63 150724.03),(64 151237.78),(65 151612.83),(66 151452.4),(67 150569.14),(68 148875.08),(69 147196.94),(70 146139.92),(71 146607.1),(72 147741.64),(73 150555),(74 154178.42),(75 157877.75),(76 161268.92),(77 164165.14),(78 165023.58),(79 164798.48),
(1 8298.608),(2 26967.201),(3 48929.438),(4 68674.5),(5 84292.234),(6 96172.305),(7 104483.98),(8 108997.555),(9 111009.234),(10 111667.13),(11 111299.98),(12 110548.81),(13 111149.87),(14 112969.836),(15 114690.43),(16 116459.26),(17 119428.69),(18 122330.42),(19 124932),(20 126565.79),(21 127258.26),(22 127575.43),(23 127934.25),(24 129403.81),(25 131243.2),(26 132574.27),(27 133275.63),(28 134326.8),(29 134600.33),(30 133936.44),(31 131972.2),(32 129769.21),(33 128338.1),(34 127478.19),(35 126870),(36 126788.664),(37 126206.4),(38 124815.41),(39 124024.32),(40 124352.15),(41 125899.28),(42 129005.79),(43 132216.23),(44 135698.84),(45 137435.14),(46 137476.39),(47 135255.16),(48 130429.31),(49 124266.02),(50 119876.96),(51 118978.66),(52 122468.836),(53 128139.53),(54 132377.44),(55 134310.14),(56 134513.27),(57 133216.14),(58 132081.16),(59 131072.72),(60 129231.53),(61 127331.75),(62 126414.53),(63 125694.62),(64 125148.42),(65 123981.41),(66 123374.93),(67 122944.45),(68 120308.63),(69 116832.05),(70 113754.59),(71 113025.05),(72 115301.484),(73 120224.22),(74 125827.38),(75 131498.83),(76 135929.31),(77 137932.9),(78 138048.5),(79 137357.42),
(1 8339.893),(2 26967.598),(3 49263.06),(4 70480.08),(5 88070.87),(6 101371.22),(7 109888.37),(8 113443.4),(9 113728.53),(10 113425.01),(11 113278.24),(12 114358.664),(13 116311.44),(14 119220.58),(15 121853.49),(16 122047.27),(17 123052.6),(18 124985.7),(19 127489.266),(20 129400.164),(21 130007.49),(22 129816.78),(23 128397.664),(24 126373.445),(25 123827.98),(26 121511.3),(27 119912.61),(28 119071.54),(29 119743.516),(30 120382.56),(31 121325.31),(32 122451.98),(33 123818.3),(34 125805.4),(35 127920.83),(36 128658.42),(37 127779.63),(38 125458.83),(39 122046.44),(40 119162.336),(41 117657.61),(42 117966.32),(43 120431.81),(44 125205.12),(45 128885.7),(46 131988.5),(47 132977.89),(48 131194.53),(49 128505.61),(50 125742.05),(51 123984.19),(52 123886.2),(53 125079.836),(54 125710.92),(55 125634.484),(56 125413.85),(57 125752.836),(58 126235.445),(59 126211.484),(60 125064.36),(61 123585.69),(62 123295.56),(63 124579.95),(64 125646.73),(65 126351),(66 127248.46),(67 127435.945),(68 126644.69),(69 125242.336),(70 123268.92),(71 121938.445),(72 121648),(73 122773.8),(74 125000.2),(75 127477.02),(76 129463.25),(77 130582.93),(78 131163.27),(79 131282.86),
(1 7788.4106),(2 25176.262),(3 45537.87),(4 64286.707),(5 79601.336),(6 91751.65),(7 100142.11),(8 104107.87),(9 105198.34),(10 105132.93),(11 105870.93),(12 107227.516),(13 109305.27),(14 112462.88),(15 115277.56),(16 117450.59),(17 118701.234),(18 118262.45),(19 117406.55),(20 116377.59),(21 115982.46),(22 115873.29),(23 115984.2),(24 115619.234),(25 113905),(26 111768.07),(27 110378.79),(28 109365.27),(29 108617.94),(30 109414.18),(31 110629.16),(32 111936.766),(33 112833.836),(34 112632.57),(35 111538.38),(36 109629.734),(37 108005.27),(38 107755.31),(39 109224.89),(40 111463.5),(41 113940.11),(42 115768.07),(43 117450.836),(44 119449.55),(45 121786.766),(46 123619.89),(47 124280.71),(48 124043),(49 123681.69),(50 124255.59),(51 125009.06),(52 125125.38),(53 124902.86),(54 124439.23),(55 123117.29),(56 120812.38),(57 119162.36),(58 117624.61),(59 116053.586),(60 114412),(61 114754.836),(62 117353.57),(63 121198.07),(64 124981.02),(65 128786.06),(66 131089.67),(67 130164.734),(68 128951.12),(69 127347.27),(70 125494.36),(71 124300.91),(72 124692.93),(73 126099.5),(74 127683.16),(75 128565.71),(76 129004.95),(77 128048.91),(78 126628.02),(79 124966.36),
(1 7395.7725),(2 23772.127),(3 42440.227),(4 58796.53),(5 71659.4),(6 80849.69),(7 86868.24),(8 90240.85),(9 92062.4),(10 92759.81),(11 93274.55),(12 94478.09),(13 95601.64),(14 96256.27),(15 95707.64),(16 95024.21),(17 96033.766),(18 96470.67),(19 97038.086),(20 97798.55),(21 98592.02),(22 99894.82),(23 100673.09),(24 101044.76),(25 101287.516),(26 99705.414),(27 98272.22),(28 97436.72),(29 97537.39),(30 99325.48),(31 101661.86),(32 104179.43),(33 105701.83),(34 106006.125),(35 105699.03),(36 105841.09),(37 106777.555),(38 108717.66),(39 112089.97),(40 115218.82),(41 117985.81),(42 120834.73),(43 123118.58),(44 124168.99),(45 124795.67),(46 125383.266),(47 126195.3),(48 127415.83),(49 129145.76),(50 131069.85),(51 131833.6),(52 131421.23),(53 129720.02),(54 126977.305),(55 123679.22),(56 120350.84),(57 116813.2),(58 113529.57),(59 111335.664),(60 111356.57),(61 113508.78),(62 116447.4),(63 118159.78),(64 118444.79),(65 117942.516),(66 116944.3),(67 115672.46),(68 114051.914),(69 113476.46),(70 113357.03),(71 114056.75),(72 114697.39),(73 115744.46),(74 117548.78),(75 118749.7),(76 120041.19),(77 121283.914),(78 122909.96),(79 124382.1),
(1 7134.426),(2 22442.223),(3 39375.19),(4 54259.832),(5 65668.24),(6 74062.31),(7 80193.38),(8 84560.43),(9 87533.29),(10 90929.305),(11 94325.9),(12 97370.29),(13 99633.38),(14 100538.945),(15 99756.81),(16 98070.25),(17 97537.2),(18 97890.09),(19 99162.08),(20 100459.055),(21 100996.83),(22 100994.6),(23 101002.34),(24 101795.99),(25 101368.42),(26 99801.01),(27 98077.54),(28 97546.58),(29 97614.47),(30 98838.01),(31 100539.64),(32 102235.99),(33 103280.39),(34 103394.22),(35 103330.61),(36 103646.484),(37 104960.39),(38 105715.95),(39 106110.336),(40 105449.93),(41 105309.64),(42 105812.1),(43 105946.49),(44 105694.88),(45 105487.97),(46 105154.73),(47 105782.69),(48 107718.76),(49 110556.02),(50 113446.22),(51 116154.49),(52 117576.88),(53 118329.125),(54 117657.15),(55 115938.81),(56 113893.69),(57 111598.734),(58 108664.516),(59 106296.46),(60 105822.83),(61 107072.32),(62 108923.92),(63 108541.34),(64 106337.95),(65 103630.95),(66 101488.47),(67 99566.85),(68 98088.01),(69 96982.19),(70 96370.85),(71 96562.08),(72 97381.164),(73 98548.445),(74 99477.54),(75 100395.2),(76 101281.14),(77 102176.69),(78 103359.78),(79 104422.17),
(1 7268.4375),(2 22672.873),(3 39751.78),(4 55243.598),(5 66952.45),(6 74826.16),(7 78813.05),(8 80530.78),(9 81715.875),(10 83772.14),(11 86537.66),(12 89322.78),(13 91286.34),(14 92601.234),(15 93376.97),(16 93772.836),(17 94330.75),(18 94984.35),(19 95571.59),(20 96104.945),(21 96785.69),(22 97779.46),(23 99251.05),(24 100949.58),(25 102040.63),(26 102403.87),(27 102684.055),(28 102834),(29 103620.29),(30 105904.05),(31 108525.37),(32 110437.82),(33 110729.234),(34 108299.11),(35 105245.51),(36 103403.17),(37 103057.14),(38 103880.56),(39 104258.28),(40 104407.516),(41 104853.09),(42 104593.46),(43 103403.69),(44 102526.55),(45 101820.97),(46 101807.664),(47 102822.18),(48 104853.51),(49 107861.63),(50 111190.234),(51 112997.55),(52 113754.05),(53 113806.08),(54 113642.49),(55 113329.44),(56 113177.05),(57 113597.29),(58 113637.78),(59 113216.34),(60 112846.06),(61 113146.71),(62 113975.484),(63 114930.51),(64 116868.58),(65 118611.71),(66 118841.89),(67 117003.82),(68 114327.695),(69 111353.78),(70 109266.22),(71 107604.02),(72 106482.11),(73 105420.664),(74 104329.8),(75 104174.25),(76 104038.43),(77 103414.836),(78 103423.17),(79 103894.805),
(1 7061.587),(2 21950.217),(3 38745.836),(4 54044.72),(5 65734.2),(6 73052.65),(7 76589.8),(8 77731.88),(9 78179.17),(10 78595.32),(11 79289.4),(12 80394.31),(13 81939.07),(14 83240.26),(15 83998.375),(16 85103.73),(17 86027.88),(18 87690.63),(19 89068.05),(20 90220.64),(21 90863.586),(22 91184.48),(23 90657.67),(24 89224.61),(25 88101.35),(26 87747.42),(27 87562.81),(28 87289.2),(29 87500.31),(30 88632.05),(31 90044.55),(32 92487.08),(33 94637.08),(34 95587.164),(35 96488.89),(36 97117.98),(37 97419.87),(38 97187.336),(39 96561.24),(40 95682.31),(41 94612.4),(42 93522.14),(43 92682.25),(44 92731.55),(45 93721.58),(46 95887.64),(47 98588.945),(48 101303.914),(49 102573.64),(50 102096.27),(51 100193.664),(52 98401.13),(53 96215.24),(54 93404.94),(55 91040.37),(56 90001.69),(57 89693),(58 90288.99),(59 90542.64),(60 90341.56),(61 90111.95),(62 89583.9),(63 89100.805),(64 89052.85),(65 89697.9),(66 90610.06),(67 90648.43),(68 89806.9),(69 88713.414),(70 88775.15),(71 90474.38),(72 91924.56),(73 92257.23),(74 92187.23),(75 92368.47),(76 93116.22),(77 94155.48),(78 95388.92),(79 95766.22),
(1 7043.1685),(2 21906.637),(3 38241.793),(4 52602.285),(5 63024.914),(6 69406.484),(7 72860.52),(8 73830.53),(9 74034.875),(10 75457.48),(11 78206.56),(12 80355.83),(13 82056.19),(14 83113.586),(15 83908.125),(16 85219.35),(17 86406.96),(18 87840.414),(19 89547.875),(20 91320.445),(21 93406.555),(22 96060.61),(23 97423.555),(24 97107.664),(25 95125.9),(26 92972.86),(27 91280.48),(28 89722.73),(29 88837.25),(30 88270.56),(31 88061.79),(32 88434.27),(33 89776.1),(34 90962.9),(35 92614.15),(36 94648.66),(37 96209.52),(38 97066.07),(39 97376.79),(40 97533.67),(41 98333.336),(42 99069.09),(43 98978.766),(44 99189.97),(45 99981.86),(46 100805.57),(47 101222.914),(48 100843.98),(49 99706.336),(50 98542.38),(51 97098.79),(52 95761.33),(53 94668.88),(54 93767.8),(55 93489.15),(56 93538.4),(57 93694.266),(58 93705.37),(59 93295.16),(60 91790.766),(61 90495.63),(62 90397.37),(63 90222.07),(64 89871.336),(65 89131.39),(66 88701.88),(67 88488.09),(68 88610.734),(69 90872.67),(70 94403.414),(71 97558.04),(72 98600.19),(73 98477.12),(74 98808.875),(75 99021.49),(76 99968.55),(77 100893.39),(78 100573.01),(79 99241.766),
(1 7234.0293),(2 22616.174),(3 39524.105),(4 54287.34),(5 64782.055),(6 71261.48),(7 74904.195),(8 76485.91),(9 77784.266),(10 79194.734),(11 79689.33),(12 79203.12),(13 78797.28),(14 78192.62),(15 77751.02),(16 78254.93),(17 78878.4),(18 79559.79),(19 80488.336),(20 81018.195),(21 81973.914),(22 83224.62),(23 84125.23),(24 84542.71),(25 84126.586),(26 84440.266),(27 85410.44),(28 86575.414),(29 88286.266),(30 90256.64),(31 90786.734),(32 90249.17),(33 90006.42),(34 90232.234),(35 91129.74),(36 92738.805),(37 95126.48),(38 97674.52),(39 99309.695),(40 100391.34),(41 101073.266),(42 101120.58),(43 100429.516),(44 99792.12),(45 98979.086),(46 98075.18),(47 97304.695),(48 96012.75),(49 94062.12),(50 91670.59),(51 89268.48),(52 87527.555),(53 86409.625),(54 85972.68),(55 85798.79),(56 85406.16),(57 85068.71),(58 85316.516),(59 86113.03),(60 87053.414),(61 87331.68),(62 87286.44),(63 86820.914),(64 86410.4),(65 86396.95),(66 86630.67),(67 88204.66),(68 90368.516),(69 92817.195),(70 95019.664),(71 96196.56),(72 95913.805),(73 94530.89),(74 92696.305),(75 90490.16),(76 89429.41),(77 89565.84),(78 90957.32),(79 92519.17),
(1 7157.3984),(2 21932.373),(3 37932.414),(4 50923.93),(5 59770.145),(6 65201.17),(7 67969.17),(8 69048.02),(9 70405.03),(10 72304.164),(11 74997.09),(12 77786.94),(13 80046.58),(14 81448.05),(15 82236.49),(16 83316.4),(17 84848.19),(18 86001.164),(19 86631),(20 86674.43),(21 86501.66),(22 85944.52),(23 85188.29),(24 84191.984),(25 83084.59),(26 83123.39),(27 84386.24),(28 85337.11),(29 85769.08),(30 85763.59),(31 84579.234),(32 82856.914),(33 81325.13),(34 80808.94),(35 80758.34),(36 80940.02),(37 81473.02),(38 82106.79),(39 82616.42),(40 82707.375),(41 82371.31),(42 81894.11),(43 82388.92),(44 83473.31),(45 84500.734),(46 85477.97),(47 85632.66),(48 84494.83),(49 83208.46),(50 82074.2),(51 81224.305),(52 81421.71),(53 82374.79),(54 83665.81),(55 84803.42),(56 85628.86),(57 86290.8),(58 86822.98),(59 87605.13),(60 88662.63),(61 89877.36),(62 90750.1),(63 91143.49),(64 91269.06),(65 90880.47),(66 90106.71),(67 90009.46),(68 90780.555),(69 91098.81),(70 91104.734),(71 90973.71),(72 91062.29),(73 91367.98),(74 91125.04),(75 90866.42),(76 89167.71),(77 87662.92),(78 87340.76),(79 87037.51),
(1 6777.8535),(2 20648.537),(3 35381.93),(4 47422.88),(5 56002.688),(6 61286.953),(7 64259.05),(8 65765.66),(9 67163.586),(10 68867.55),(11 70660.766),(12 71510.79),(13 71320.89),(14 71103.84),(15 70852.805),(16 71229.57),(17 72305.555),(18 73482.05),(19 75106.37),(20 76356.25),(21 76913.96),(22 76916.51),(23 75984.95),(24 75204.32),(25 75330.836),(26 75398.21),(27 75367.96),(28 75562.95),(29 75598.836),(30 75470.484),(31 75462.02),(32 75588.766),(33 76063.35),(34 77308.52),(35 78932.99),(36 80581.664),(37 82700.72),(38 84430.2),(39 84822.484),(40 83865.336),(41 82226.43),(42 81401.92),(43 81336.18),(44 81972.71),(45 82316.34),(46 83129.59),(47 83818.05),(48 84522.18),(49 84942.1),(50 85560.2),(51 85527.38),(52 85113.02),(53 84499.63),(54 83653.984),(55 82423.89),(56 80571.33),(57 78741.07),(58 77376.53),(59 76963.49),(60 77075.02),(61 77577.83),(62 78767.76),(63 79916.07),(64 81061.89),(65 82599.02),(66 84212.01),(67 85677.86),(68 87191.76),(69 88580.92),(70 89187.69),(71 89630.28),(72 89607.89),(73 89352.75),(74 88410.91),(75 87333.72),(76 86817.42),(77 87061.15),(78 87425.01),(79 87721.78),
