1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165.75516),(2 226.94154),(3 273.07983),(4 298.24365),(5 307.31326),(6 318.3043),(7 330.39377),(8 341.70697),(9 350.68542),(10 352.52472),(11 356.39224),(12 357.8715),(13 362.51248),(14 362.5836),(15 367.85278),(16 373.2191),(17 373.72678),(18 375.06134),(19 377.68814),(20 376.9363),(21 376.7155),(22 379.3843),(23 387.75623),(24 385.23193),(25 387.6139),(26 387.50378),(27 383.8017),(28 377.91574),(29 373.02307),(30 375.23477),(31 369.68008),(32 370.3663),(33 375.22974),(34 377.7034),(35 377.4202),(36 370.2698),(37 379.0581),(38 378.34988),(39 380.88132),(40 382.22705),(41 381.61417),(42 384.67578),(43 383.46103),(44 381.8774),(45 380.26044),(46 382.53867),(47 386.11172),(48 380.51364),(49 380.4731),(50 377.35675),(51 386.55426),(52 388.45306),(53 387.8436),(54 390.7741),(55 386.64734),(56 386.80496),(57 386.06192),(58 385.66098),(59 382.97116),(60 381.59528),(61 384.40317),(62 385.82944),(63 390.96194),(64 392.757),(65 394.58075),(66 392.3726),(67 389.17474),(68 392.74884),(69 392.44382),(70 397.2904),(71 402.60815),(72 403.12292),(73 402.1469),(74 396.03384),(75 395.92426),(76 392.29886),(77 390.87314),(78 389.42126),(79 395.36658),
(1 164.88274),(2 220.03569),(3 256.7553),(4 285.29037),(5 303.37167),(6 318.27432),(7 326.71375),(8 332.05566),(9 338.83215),(10 340.68613),(11 349.21265),(12 352.25546),(13 360.0537),(14 358.76398),(15 366.1521),(16 375.68048),(17 375.3828),(18 379.29837),(19 379.34003),(20 381.80502),(21 384.40704),(22 387.13162),(23 389.58493),(24 387.98947),(25 390.6323),(26 391.89523),(27 390.6132),(28 385.75772),(29 385.24756),(30 384.16907),(31 385.52115),(32 384.36655),(33 388.68893),(34 390.04056),(35 389.86316),(36 383.4578),(37 378.23947),(38 378.2989),(39 381.23444),(40 381.10175),(41 383.85785),(42 382.20242),(43 374.17313),(44 371.63132),(45 375.49564),(46 374.60388),(47 377.63336),(48 369.96188),(49 370.078),(50 370.1056),(51 372.43134),(52 376.28842),(53 379.29926),(54 383.16168),(55 379.6565),(56 379.34473),(57 379.08316),(58 377.76825),(59 383.81473),(60 385.61786),(61 383.18616),(62 382.94696),(63 385.616),(64 383.12396),(65 381.78418),(66 378.22263),(67 381.0771),(68 379.84442),(69 379.96622),(70 381.2001),(71 384.36383),(72 386.87924),(73 390.83762),(74 387.46423),(75 388.3698),(76 388.62796),(77 392.24216),(78 387.50696),(79 395.56674),
(1 162.90356),(2 219.12453),(3 260.2314),(4 285.1477),(5 302.60223),(6 317.53732),(7 322.11395),(8 337.62137),(9 343.893),(10 346.37433),(11 347.9652),(12 345.9326),(13 349.28003),(14 350.4128),(15 357.87982),(16 366.96426),(17 371.0084),(18 376.14185),(19 373.7642),(20 372.61575),(21 376.02274),(22 374.4383),(23 371.8008),(24 370.80927),(25 371.71912),(26 367.41824),(27 362.3772),(28 361.9057),(29 354.85153),(30 351.63492),(31 361.0594),(32 368.39096),(33 372.4967),(34 380.69598),(35 383.8528),(36 383.82184),(37 386.19495),(38 386.7755),(39 388.63907),(40 391.52872),(41 387.2459),(42 381.1865),(43 387.7194),(44 392.08118),(45 390.60498),(46 385.08063),(47 387.40637),(48 386.89627),(49 382.55075),(50 382.90472),(51 385.12936),(52 381.8548),(53 385.33975),(54 393.3459),(55 390.5495),(56 393.56232),(57 394.97845),(58 388.98294),(59 389.41882),(60 391.10828),(61 392.60342),(62 395.9063),(63 401.73596),(64 401.95682),(65 399.4644),(66 398.8142),(67 399.58783),(68 399.0438),(69 402.12634),(70 401.91962),(71 402.27502),(72 397.61832),(73 397.61786),(74 395.19836),(75 399.25143),(76 405.57294),(77 405.5103),(78 403.39282),(79 405.50107),
(1 158.68588),(2 219.58289),(3 265.65167),(4 290.79523),(5 302.63864),(6 309.10464),(7 315.6214),(8 325.89944),(9 335.19955),(10 334.7066),(11 340.01935),(12 339.83817),(13 341.4031),(14 345.8021),(15 354.54678),(16 359.3616),(17 363.76718),(18 371.2096),(19 367.17538),(20 368.65765),(21 370.56967),(22 369.0511),(23 368.64786),(24 364.84686),(25 367.3004),(26 360.14163),(27 368.34827),(28 364.7887),(29 357.1849),(30 354.20554),(31 354.54803),(32 363.19543),(33 366.77557),(34 373.1299),(35 372.92224),(36 367.75183),(37 363.08224),(38 360.47916),(39 365.35312),(40 365.03622),(41 360.226),(42 359.0623),(43 359.66022),(44 361.85876),(45 361.15555),(46 362.8388),(47 361.20752),(48 365.5251),(49 371.36374),(50 368.7614),(51 370.98358),(52 369.31177),(53 370.09805),(54 373.59454),(55 380.55283),(56 383.62073),(57 380.7132),(58 379.23187),(59 371.77167),(60 368.6566),(61 371.88205),(62 372.21255),(63 378.32672),(64 388.97238),(65 388.91754),(66 384.5917),(67 383.41345),(68 375.84097),(69 375.32047),(70 373.56586),(71 377.27386),(72 376.25424),(73 371.1574),(74 370.66168),(75 372.2021),(76 374.70865),(77 375.99365),(78 370.71283),(79 376.53806),
(1 159.623),(2 218.84348),(3 258.7379),(4 281.0345),(5 293.50424),(6 303.85953),(7 309.91547),(8 319.62585),(9 326.94678),(10 329.61865),(11 334.98306),(12 341.3594),(13 351.15457),(14 352.82193),(15 359.9636),(16 364.9111),(17 371.43677),(18 372.26514),(19 370.91983),(20 376.4884),(21 380.96283),(22 378.71902),(23 375.6656),(24 374.8285),(25 369.83774),(26 366.4251),(27 372.52896),(28 368.7054),(29 370.2482),(30 377.64252),(31 381.40414),(32 381.2295),(33 378.83765),(34 370.3531),(35 365.4353),(36 362.67288),(37 367.94754),(38 369.7694),(39 371.92587),(40 375.25565),(41 367.90402),(42 371.29346),(43 375.64612),(44 377.44608),(45 375.97348),(46 379.50858),(47 377.3096),(48 378.0045),(49 378.7921),(50 377.72275),(51 375.7417),(52 375.2902),(53 372.74878),(54 378.12424),(55 376.802),(56 376.24738),(57 375.44186),(58 379.8986),(59 378.50223),(60 373.55798),(61 371.27936),(62 367.14594),(63 377.69086),(64 381.79883),(65 386.0374),(66 391.8358),(67 387.9072),(68 382.07657),(69 375.54437),(70 378.12045),(71 382.49173),(72 381.8046),(73 385.2422),(74 383.03024),(75 383.8387),(76 380.59656),(77 377.27145),(78 377.1576),(79 376.6338),
(1 158.00987),(2 217.9563),(3 262.1166),(4 284.77246),(5 298.96246),(6 306.08658),(7 314.99185),(8 324.21722),(9 332.8489),(10 330.50696),(11 331.7565),(12 332.3935),(13 338.18564),(14 343.35648),(15 353.46835),(16 356.8961),(17 357.44794),(18 355.03067),(19 348.9408),(20 345.43246),(21 348.45038),(22 354.5918),(23 365.09006),(24 367.1258),(25 370.1176),(26 365.80292),(27 366.4871),(28 364.8596),(29 369.9031),(30 376.0655),(31 378.69064),(32 376.5522),(33 377.62167),(34 367.38446),(35 367.2897),(36 362.44806),(37 368.10443),(38 366.5706),(39 370.41364),(40 371.60413),(41 372.42368),(42 370.72586),(43 372.49066),(44 374.6607),(45 370.4222),(46 368.44113),(47 370.04602),(48 369.0333),(49 370.50906),(50 376.9778),(51 369.8138),(52 371.69867),(53 375.52606),(54 377.2487),(55 375.31607),(56 378.2654),(57 375.1861),(58 375.61456),(59 376.09637),(60 371.99652),(61 366.60245),(62 360.46017),(63 363.4623),(64 364.16342),(65 369.27945),(66 375.68344),(67 371.60822),(68 370.91254),(69 371.28207),(70 374.08154),(71 378.4723),(72 380.95203),(73 382.68787),(74 392.3077),(75 387.53128),(76 388.6009),(77 394.84015),(78 399.98825),(79 404.15427),
(1 156.34763),(2 215.83879),(3 253.26526),(4 275.96695),(5 293.58188),(6 300.20663),(7 304.48297),(8 316.6147),(9 324.34818),(10 325.86438),(11 331.48184),(12 333.01816),(13 339.18805),(14 345.78845),(15 359.04236),(16 358.08673),(17 361.9052),(18 359.71692),(19 358.47537),(20 357.86658),(21 359.60687),(22 364.75705),(23 364.67734),(24 365.14264),(25 364.0304),(26 364.82953),(27 360.81213),(28 362.9002),(29 363.20352),(30 364.689),(31 365.91342),(32 364.8521),(33 364.85318),(34 356.55655),(35 354.47147),(36 353.7593),(37 358.09393),(38 356.757),(39 364.45453),(40 365.3431),(41 363.30414),(42 364.23062),(43 363.0001),(44 361.8481),(45 365.5828),(46 363.65363),(47 365.0351),(48 366.9335),(49 364.73343),(50 366.2535),(51 370.7954),(52 370.55487),(53 370.81522),(54 370.56213),(55 370.66412),(56 368.58188),(57 367.1807),(58 366.38626),(59 365.39786),(60 368.5407),(61 364.71176),(62 359.65414),(63 358.2207),(64 360.62918),(65 359.35962),(66 369.0328),(67 364.1713),(68 358.0416),(69 362.16983),(70 361.12613),(71 367.07336),(72 371.592),(73 371.40802),(74 373.73883),(75 376.31763),(76 369.0585),(77 365.24832),(78 363.69888),(79 365.52545),
(1 156.82611),(2 211.78128),(3 252.2779),(4 277.59464),(5 285.67563),(6 294.64703),(7 302.68283),(8 313.1108),(9 318.10904),(10 322.97482),(11 327.25397),(12 330.09314),(13 336.3059),(14 338.49573),(15 351.2633),(16 350.70062),(17 355.63327),(18 356.38837),(19 356.91476),(20 356.66937),(21 366.5162),(22 373.72278),(23 369.46817),(24 364.9547),(25 366.66232),(26 369.20068),(27 370.492),(28 365.5136),(29 369.55774),(30 366.70413),(31 366.83075),(32 370.26175),(33 367.44925),(34 364.6102),(35 360.1736),(36 354.1468),(37 355.95776),(38 359.34488),(39 366.63443),(40 365.69867),(41 359.58304),(42 359.96472),(43 360.47568),(44 361.41333),(45 366.6542),(46 367.57245),(47 370.1285),(48 365.19833),(49 366.94833),(50 367.3724),(51 370.4395),(52 370.95044),(53 371.89713),(54 374.17365),(55 375.012),(56 373.46906),(57 371.51157),(58 364.87125),(59 361.96405),(60 366.72412),(61 367.00702),(62 361.45782),(63 361.24756),(64 358.8122),(65 358.8241),(66 368.30634),(67 365.56018),(68 361.50592),(69 369.50183),(70 369.4077),(71 367.7876),(72 366.869),(73 367.18036),(74 367.80615),(75 366.00235),(76 368.69162),(77 374.3034),(78 381.05322),(79 384.34216),
(1 156.14436),(2 219.92583),(3 264.44485),(4 287.7864),(5 301.37448),(6 314.41626),(7 320.4289),(8 327.1025),(9 328.14728),(10 334.5711),(11 336.7096),(12 341.19028),(13 349.82608),(14 353.92917),(15 357.6673),(16 355.5877),(17 355.33865),(18 354.51038),(19 354.8344),(20 364.0641),(21 374.0017),(22 382.10632),(23 379.46973),(24 371.1793),(25 368.16177),(26 367.47766),(27 366.72122),(28 367.4352),(29 367.44135),(30 369.97617),(31 372.33145),(32 375.77072),(33 376.68054),(34 374.99194),(35 374.5854),(36 363.79446),(37 366.19724),(38 364.54398),(39 368.52023),(40 369.18433),(41 371.64282),(42 368.67212),(43 369.34473),(44 371.89035),(45 377.1482),(46 377.6625),(47 376.4588),(48 374.0463),(49 376.0282),(50 382.28738),(51 387.36224),(52 386.3196),(53 386.87985),(54 389.94382),(55 394.01233),(56 397.8864),(57 391.6608),(58 387.78888),(59 386.21756),(60 386.679),(61 389.14105),(62 385.6702),(63 382.0109),(64 377.47427),(65 372.39355),(66 376.80878),(67 372.91696),(68 370.63483),(69 370.28827),(70 376.00888),(71 377.83017),(72 377.70486),(73 380.87292),(74 377.66986),(75 374.11658),(76 372.6664),(77 377.33414),(78 384.41858),(79 385.9449),
(1 150.9161),(2 213.63489),(3 260.067),(4 282.69385),(5 301.2977),(6 312.033),(7 315.45398),(8 318.6345),(9 319.04254),(10 323.91293),(11 324.5267),(12 325.61224),(13 331.73727),(14 336.12875),(15 343.6408),(16 339.66446),(17 340.90936),(18 346.49533),(19 347.9279),(20 348.14145),(21 357.47214),(22 361.83167),(23 361.18213),(24 357.8326),(25 362.0573),(26 354.00732),(27 356.70834),(28 363.6614),(29 367.1392),(30 364.5336),(31 360.9369),(32 357.00763),(33 358.0672),(34 359.45874),(35 361.08228),(36 360.52982),(37 362.41846),(38 361.20035),(39 367.31927),(40 367.28787),(41 369.78104),(42 367.67096),(43 361.471),(44 363.11),(45 363.01703),(46 364.84482),(47 368.46268),(48 366.12878),(49 370.54437),(50 373.05066),(51 379.5416),(52 383.95026),(53 385.91962),(54 382.73538),(55 384.8194),(56 386.9065),(57 384.5181),(58 395.39465),(59 395.58426),(60 393.91428),(61 387.59018),(62 385.9089),(63 380.88257),(64 377.4909),(65 373.18494),(66 373.77316),(67 376.89523),(68 377.82864),(69 377.2223),(70 380.3312),(71 376.13995),(72 377.30154),(73 386.0071),(74 391.09912),(75 389.4428),(76 388.4812),(77 388.1611),(78 384.4533),(79 381.91),
(1 152.08136),(2 209.66888),(3 249.53043),(4 272.751),(5 294.276),(6 309.95462),(7 313.37256),(8 317.57166),(9 321.1713),(10 325.66714),(11 323.01492),(12 326.72406),(13 336.19925),(14 338.57455),(15 346.3434),(16 344.58588),(17 342.81833),(18 344.32382),(19 348.2042),(20 348.3865),(21 353.88586),(22 356.4907),(23 362.74622),(24 361.36142),(25 367.1368),(26 366.25565),(27 369.5836),(28 372.42883),(29 369.13327),(30 364.41785),(31 361.52692),(32 360.86026),(33 363.06305),(34 363.2677),(35 367.422),(36 368.00366),(37 371.2061),(38 368.26028),(39 371.25986),(40 367.65393),(41 367.33142),(42 370.46948),(43 369.19748),(44 365.13074),(45 365.65216),(46 362.53476),(47 368.08948),(48 366.54706),(49 363.8332),(50 364.36276),(51 366.74976),(52 365.4007),(53 363.9772),(54 367.06845),(55 363.28174),(56 366.11972),(57 366.64304),(58 370.35834),(59 364.7482),(60 361.4361),(61 359.79727),(62 358.94537),(63 360.9454),(64 358.90106),(65 359.6861),(66 361.62244),(67 369.2232),(68 368.09283),(69 373.17566),(70 376.4484),(71 370.00098),(72 363.71536),(73 363.5375),(74 371.9606),(75 378.19135),(76 380.54626),(77 389.91852),(78 394.06494),(79 400.33826),
(1 152.56943),(2 210.78928),(3 252.80849),(4 272.16617),(5 281.05698),(6 287.6948),(7 288.14102),(8 295.04138),(9 297.99118),(10 300.86902),(11 309.3951),(12 313.57227),(13 317.79092),(14 322.0321),(15 325.0777),(16 321.83826),(17 324.61023),(18 329.14063),(19 334.6645),(20 336.44455),(21 341.85083),(22 345.5978),(23 343.57928),(24 337.59277),(25 337.4321),(26 337.07452),(27 346.02),(28 348.79056),(29 347.38577),(30 344.2376),(31 335.38455),(32 334.30588),(33 337.34183),(34 339.37656),(35 338.36218),(36 336.34024),(37 341.79944),(38 341.15778),(39 333.47665),(40 332.0361),(41 334.44302),(42 339.6215),(43 343.11023),(44 341.73468),(45 343.37082),(46 340.6185),(47 345.50253),(48 342.65594),(49 339.04657),(50 331.4893),(51 338.81583),(52 341.70062),(53 340.8967),(54 348.48694),(55 350.6667),(56 351.85324),(57 355.54318),(58 351.53806),(59 346.5696),(60 338.51306),(61 340.1914),(62 339.92432),(63 343.37506),(64 341.13907),(65 338.8229),(66 339.2388),(67 339.60974),(68 338.8184),(69 344.9348),(70 348.2615),(71 348.42892),(72 343.36615),(73 344.2869),(74 351.99136),(75 355.5574),(76 353.14133),(77 361.33762),(78 364.95428),(79 360.77423),
(1 154.51697),(2 217.3488),(3 259.50186),(4 278.46973),(5 287.55676),(6 300.53418),(7 307.1134),(8 313.53085),(9 319.6047),(10 322.88147),(11 323.94217),(12 324.98337),(13 328.48218),(14 322.92117),(15 328.95056),(16 334.1803),(17 336.78906),(18 335.64374),(19 335.81003),(20 336.0518),(21 340.2668),(22 343.45993),(23 340.71338),(24 335.1573),(25 335.91367),(26 334.55054),(27 339.59207),(28 341.8288),(29 341.69366),(30 342.9111),(31 343.21942),(32 350.69022),(33 352.49075),(34 354.2775),(35 347.25824),(36 338.71692),(37 341.29224),(38 341.5798),(39 343.3003),(40 345.93225),(41 347.64978),(42 346.9151),(43 348.80215),(44 353.2038),(45 352.7616),(46 349.64688),(47 348.15607),(48 342.1107),(49 346.6907),(50 345.7448),(51 342.29486),(52 339.39758),(53 335.40637),(54 334.41238),(55 334.73755),(56 339.46106),(57 339.0615),(58 336.62848),(59 340.40268),(60 339.4066),(61 340.01816),(62 336.09326),(63 340.117),(64 344.87137),(65 346.98022),(66 347.7916),(67 341.19104),(68 345.094),(69 358.80606),(70 357.52017),(71 353.93732),(72 351.22586),(73 351.60608),(74 347.47968),(75 352.2068),(76 347.9993),(77 355.7635),(78 352.69427),(79 353.6256),
(1 148.09099),(2 206.7757),(3 246.38649),(4 268.59726),(5 280.22003),(6 285.05664),(7 293.31766),(8 300.91867),(9 308.9782),(10 309.4206),(11 308.24823),(12 307.54083),(13 311.12793),(14 316.46927),(15 328.39078),(16 335.59332),(17 336.34875),(18 331.70453),(19 330.58087),(20 334.94086),(21 339.3976),(22 344.0816),(23 341.1407),(24 336.45193),(25 334.0276),(26 333.73444),(27 334.09283),(28 338.7765),(29 337.33585),(30 338.1518),(31 340.43307),(32 345.11917),(33 344.10922),(34 342.45425),(35 340.05075),(36 334.00656),(37 338.32922),(38 337.44424),(39 340.2455),(40 336.8581),(41 336.50693),(42 338.0393),(43 342.4568),(44 342.74274),(45 339.3653),(46 337.1033),(47 335.59),(48 333.72372),(49 337.4908),(50 339.76288),(51 340.2019),(52 340.43414),(53 341.17743),(54 338.53223),(55 340.90546),(56 347.11404),(57 345.10245),(58 340.66373),(59 347.5063),(60 345.26358),(61 352.0367),(62 346.4363),(63 345.3494),(64 347.41815),(65 346.63443),(66 347.1876),(67 345.0352),(68 343.8036),(69 350.79013),(70 354.4353),(71 354.09903),(72 346.08832),(73 349.25427),(74 350.54596),(75 354.54843),(76 351.22855),(77 354.23563),(78 347.68124),(79 350.91806),
(1 147.80478),(2 202.05258),(3 240.76662),(4 260.09576),(5 271.58472),(6 282.90662),(7 289.6765),(8 295.92123),(9 304.65463),(10 304.36343),(11 310.90695),(12 313.29306),(13 317.80066),(14 320.92514),(15 330.97906),(16 331.40393),(17 328.83563),(18 323.9107),(19 322.5724),(20 324.03925),(21 326.5424),(22 328.80905),(23 330.4717),(24 327.77377),(25 333.29364),(26 330.8295),(27 332.78537),(28 332.53656),(29 337.40866),(30 336.96402),(31 340.53693),(32 342.4184),(33 344.01514),(34 342.4139),(35 341.3753),(36 336.50424),(37 341.05084),(38 337.23145),(39 335.98233),(40 340.00436),(41 337.49185),(42 340.371),(43 342.48483),(44 341.63922),(45 343.09378),(46 346.855),(47 349.83792),(48 351.20218),(49 351.75003),(50 341.88394),(51 344.0115),(52 340.10455),(53 342.08832),(54 345.1732),(55 344.8856),(56 345.0157),(57 346.29333),(58 344.76816),(59 346.39886),(60 345.14325),(61 345.01788),(62 342.3105),(63 343.77536),(64 348.03555),(65 343.73825),(66 342.16144),(67 340.08893),(68 340.0789),(69 343.47012),(70 356.15305),(71 358.065),(72 350.37125),(73 348.66095),(74 349.20752),(75 348.8122),(76 345.6072),(77 344.125),(78 345.5446),(79 354.69418),
(1 145.19058),(2 199.68726),(3 235.86058),(4 253.54175),(5 265.1572),(6 281.408),(7 284.81143),(8 292.36267),(9 300.9401),(10 306.50113),(11 308.22375),(12 305.45956),(13 309.54654),(14 310.53534),(15 315.3907),(16 323.6557),(17 325.3017),(18 328.16327),(19 324.26532),(20 325.66217),(21 329.98502),(22 330.88834),(23 327.40784),(24 324.5089),(25 329.25488),(26 326.16028),(27 320.22025),(28 322.73846),(29 324.7864),(30 326.49344),(31 331.661),(32 331.8377),(33 331.6097),(34 329.3891),(35 335.10855),(36 328.6284),(37 326.21594),(38 324.5958),(39 323.00656),(40 326.01654),(41 325.8086),(42 327.89682),(43 325.2624),(44 323.92004),(45 329.11578),(46 332.82712),(47 337.40128),(48 330.98907),(49 329.6121),(50 328.01636),(51 334.4538),(52 335.28815),(53 333.24976),(54 329.68283),(55 329.4962),(56 333.64053),(57 334.57697),(58 335.49774),(59 331.95303),(60 334.1971),(61 334.10214),(62 332.84286),(63 340.8179),(64 348.0342),(65 345.27988),(66 338.97583),(67 335.81317),(68 338.0773),(69 344.74796),(70 353.53204),(71 355.71692),(72 351.1993),(73 349.09604),(74 345.2115),(75 347.94614),(76 352.00317),(77 353.51663),(78 357.0334),(79 353.81226),
(1 146.12979),(2 199.94855),(3 238.95964),(4 257.89346),(5 265.19803),(6 277.9597),(7 283.2366),(8 290.7993),(9 296.83002),(10 298.41562),(11 304.25986),(12 308.18204),(13 312.31842),(14 313.03473),(15 320.7314),(16 322.2282),(17 321.86188),(18 319.3979),(19 323.39316),(20 321.04807),(21 320.72415),(22 320.03928),(23 321.08682),(24 317.132),(25 316.85703),(26 318.90704),(27 319.8703),(28 317.89618),(29 318.1607),(30 319.21225),(31 323.8635),(32 324.51602),(33 327.04636),(34 322.34702),(35 322.11725),(36 320.94638),(37 322.31818),(38 316.446),(39 317.3797),(40 321.90414),(41 328.11792),(42 330.26505),(43 329.07013),(44 327.78842),(45 332.00992),(46 329.6536),(47 331.2182),(48 332.72116),(49 334.65146),(50 341.13348),(51 344.62836),(52 346.93546),(53 348.6982),(54 348.92523),(55 345.31537),(56 341.98605),(57 340.59076),(58 333.54672),(59 331.9033),(60 327.95883),(61 325.69598),(62 328.83746),(63 332.0644),(64 332.89426),(65 329.57565),(66 329.25797),(67 327.1573),(68 330.23187),(69 331.6543),(70 335.34265),(71 335.9342),(72 329.7119),(73 330.7243),(74 329.2958),(75 324.8318),(76 327.43277),(77 331.9774),(78 330.06067),(79 329.95676),
(1 143.8439),(2 197.85071),(3 230.0335),(4 250.50186),(5 260.79456),(6 272.48877),(7 275.2218),(8 280.34888),(9 288.95126),(10 297.00073),(11 301.81924),(12 301.3257),(13 303.90262),(14 312.624),(15 319.49405),(16 317.83975),(17 316.35764),(18 316.67096),(19 317.39462),(20 318.70966),(21 315.50037),(22 309.55273),(23 315.08478),(24 314.91586),(25 315.81894),(26 317.29474),(27 316.3597),(28 317.37933),(29 314.52863),(30 317.64594),(31 319.9349),(32 316.60605),(33 312.38718),(34 319.54678),(35 318.21014),(36 317.09085),(37 317.3588),(38 320.79044),(39 325.08234),(40 325.14172),(41 331.95386),(42 337.32935),(43 333.98773),(44 331.24445),(45 335.7319),(46 333.1399),(47 327.76804),(48 326.049),(49 332.16974),(50 341.84344),(51 345.33737),(52 349.17624),(53 346.1275),(54 348.75638),(55 346.9249),(56 343.19867),(57 340.67908),(58 337.92282),(59 337.27887),(60 334.46463),(61 337.0474),(62 335.23755),(63 333.7294),(64 333.8662),(65 337.10156),(66 342.56488),(67 342.58173),(68 336.93182),(69 329.71994),(70 330.18738),(71 332.2003),(72 335.38318),(73 340.5527),(74 344.0087),(75 341.67508),(76 342.3536),(77 341.59042),(78 346.57083),(79 348.2074),
(1 147.25623),(2 199.97517),(3 237.19899),(4 254.32895),(5 266.01218),(6 276.35492),(7 281.3753),(8 290.59955),(9 298.32605),(10 302.92648),(11 311.21017),(12 315.2503),(13 322.0754),(14 321.70724),(15 330.30545),(16 328.2145),(17 326.83328),(18 325.73724),(19 327.14694),(20 330.45938),(21 328.97794),(22 333.24805),(23 336.0671),(24 331.49942),(25 335.0826),(26 335.5378),(27 333.1169),(28 331.18338),(29 334.4582),(30 335.54703),(31 330.0301),(32 330.79105),(33 331.5855),(34 332.1159),(35 329.11566),(36 321.07205),(37 317.70142),(38 317.46057),(39 319.69128),(40 323.0071),(41 322.6083),(42 322.04785),(43 317.60104),(44 323.35168),(45 318.6863),(46 315.4403),(47 319.1517),(48 317.3976),(49 318.37866),(50 327.1208),(51 329.85623),(52 326.24304),(53 321.3777),(54 324.66702),(55 323.6093),(56 326.82843),(57 326.39142),(58 321.70047),(59 321.53442),(60 318.49753),(61 326.76993),(62 326.78394),(63 327.96902),(64 324.24637),(65 323.59573),(66 330.5898),(67 330.70834),(68 330.25116),(69 323.4618),(70 319.1475),(71 323.52158),(72 329.78497),(73 335.20734),(74 337.7028),(75 334.8176),(76 333.57428),(77 334.26526),(78 345.15985),(79 345.2478),
