1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10057.243),(2 19226.768),(3 36731.035),(4 50073.188),(5 65327.375),(6 84493.54),(7 100567.336),(8 119982.85),(9 138023.98),(10 160949.52),(11 179460.3),(12 198856.61),(13 218755.38),(14 244636.55),(15 271690.97),(16 293235.4),(17 324107.66),(18 346225),(19 378570.66),(20 404204.9),(21 437079.5),(22 464450.4),(23 495345.63),(24 533682.1),(25 561207.3),(26 603803.56),(27 648907.56),(28 686301),(29 748626.75),(30 797596.7),(31 853624),(32 895538.2),(33 946687.5),(34 990221.3),(35 1018615.75),(36 1057776.4),(37 1088006.9),(38 1120041.6),(39 1150585.1),(40 1173693),(41 1214951.1),(42 1240152.5),(43 1282165.6),(44 1320941.5),(45 1365828),(46 1401718.9),(47 1441896),(48 1493911.6),(49 1547797),(50 1617400),(51 1665607),(52 1707693.9),(53 1791074.9),(54 1856755.9),(55 1949156.6),(56 2040552.1),(57 2146827.8),(58 2241098.3),(59 2331843.3),(60 2459268.3),(61 2538413.3),(62 2667685),(63 2796381.3),(64 2901588.3),(65 3045084),(66 3178348),(67 3322618),(68 3467919),(69 3652850.8),(70 3792383.3),(71 3983009.3),(72 4199601.5),(73 4366218.5),(74 4551047.5),(75 4728876.5),(76 4878777),(77 5069628),(78 5237187),(79 5393818),
(1 118.907555),(2 147.49118),(3 159.2393),(4 167.33238),(5 173.32755),(6 176.52356),(7 178.93327),(8 181.51949),(9 186.74922),(10 187.35336),(11 188.05006),(12 188.25621),(13 191.09543),(14 194.11026),(15 190.55354),(16 191.14096),(17 192.69037),(18 194.85197),(19 193.83057),(20 192.59366),(21 193.06664),(22 192.89294),(23 194.01228),(24 194.41),(25 194.0765),(26 196.04254),(27 195.87389),(28 194.47113),(29 197.20963),(30 195.64703),(31 195.62247),(32 196.20654),(33 196.72878),(34 197.68823),(35 195.53185),(36 197.09721),(37 198.80626),(38 201.10687),(39 200.9736),(40 201.47838),(41 203.01909),(42 203.15471),(43 207.61853),(44 207.75208),(45 207.80782),(46 205.12628),(47 206.69263),(48 207.34615),(49 208.49269),(50 211.41406),(51 210.73286),(52 210.37247),(53 211.48238),(54 211.60692),(55 212.03944),(56 211.82326),(57 213.21376),(58 214.25037),(59 213.38243),(60 212.35706),(61 213.5074),(62 214.99278),(63 212.36848),(64 210.38422),(65 210.93945),(66 210.91257),(67 212.44063),(68 214.4006),(69 213.01393),(70 213.73177),(71 212.27956),(72 214.07147),(73 214.53204),(74 215.53581),(75 214.82066),(76 214.79341),(77 215.86142),(78 214.71503),(79 214.22147),
(1 118.56766),(2 146.0901),(3 159.00441),(4 165.76778),(5 169.42055),(6 173.4943),(7 177.61227),(8 179.20934),(9 183.37039),(10 185.44),(11 187.45306),(12 188.22324),(13 190.09395),(14 191.37018),(15 190.1377),(16 190.77676),(17 190.45119),(18 192.18045),(19 191.01344),(20 190.7673),(21 189.92714),(22 191.31786),(23 192.02144),(24 191.95259),(25 189.97427),(26 192.2247),(27 191.9949),(28 189.70851),(29 191.33176),(30 192.66832),(31 193.60425),(32 193.68315),(33 192.05923),(34 191.67924),(35 193.86116),(36 193.8351),(37 192.4044),(38 198.49701),(39 196.26883),(40 195.85257),(41 196.9918),(42 198.80548),(43 202.9533),(44 199.9262),(45 201.76709),(46 204.51402),(47 203.49974),(48 202.76097),(49 203.94643),(50 205.8391),(51 205.21635),(52 206.52698),(53 208.85439),(54 209.50066),(55 208.76183),(56 208.63882),(57 209.6584),(58 209.46677),(59 206.05315),(60 205.3218),(61 205.16203),(62 206.69527),(63 208.21783),(64 206.56538),(65 206.74367),(66 206.6371),(67 209.02708),(68 209.53195),(69 211.498),(70 213.40866),(71 211.25189),(72 213.75113),(73 213.47328),(74 213.38266),(75 212.35371),(76 210.9959),(77 211.70186),(78 211.51703),(79 213.05118),
(1 116.57208),(2 142.95291),(3 154.06528),(4 158.71555),(5 165.65196),(6 167.9667),(7 169.7746),(8 171.6746),(9 177.70946),(10 179.12312),(11 179.63625),(12 181.01024),(13 180.21071),(14 182.05328),(15 185.31584),(16 183.75891),(17 185.32986),(18 188.41049),(19 187.63673),(20 187.85683),(21 188.36972),(22 188.58061),(23 189.31175),(24 188.25533),(25 187.56398),(26 189.66284),(27 189.64822),(28 189.53255),(29 190.67213),(30 190.52977),(31 189.66083),(32 189.96463),(33 190.65417),(34 191.97055),(35 190.66805),(36 191.99925),(37 193.39787),(38 196.96413),(39 196.25299),(40 194.82597),(41 194.5097),(42 194.39465),(43 197.69884),(44 196.31747),(45 197.30348),(46 198.15456),(47 197.72269),(48 197.76868),(49 199.5844),(50 201.64871),(51 201.14456),(52 200.43904),(53 199.98524),(54 201.19333),(55 200.84576),(56 202.20468),(57 203.07494),(58 205.2192),(59 203.50586),(60 203.7634),(61 201.04964),(62 204.08894),(63 203.97972),(64 200.79573),(65 200.0164),(66 201.91478),(67 201.40501),(68 202.13611),(69 201.2296),(70 202.52505),(71 201.28806),(72 203.0127),(73 203.54074),(74 204.6679),(75 203.71468),(76 202.2411),(77 202.9343),(78 201.82593),(79 200.71886),
(1 115.45685),(2 144.9603),(3 156.34666),(4 162.92046),(5 168.4874),(6 173.53114),(7 176.19405),(8 175.90216),(9 179.83286),(10 181.8056),(11 182.4277),(12 187.23276),(13 188.07098),(14 188.74908),(15 190.0551),(16 190.42046),(17 189.74985),(18 190.77144),(19 190.48979),(20 191.04147),(21 193.48439),(22 192.79913),(23 194.02382),(24 194.47134),(25 193.10788),(26 193.22902),(27 191.4527),(28 191.965),(29 191.38194),(30 192.95787),(31 192.3188),(32 193.52286),(33 196.83452),(34 195.09087),(35 193.0022),(36 194.5411),(37 194.95534),(38 196.82024),(39 197.23355),(40 198.2298),(41 197.78502),(42 198.90521),(43 201.80289),(44 200.20172),(45 200.70601),(46 201.67949),(47 204.01987),(48 204.07108),(49 204.09132),(50 203.61577),(51 200.63332),(52 201.21681),(53 203.71251),(54 202.80028),(55 205.99097),(56 204.90224),(57 206.04419),(58 206.79248),(59 205.31194),(60 206.24283),(61 205.00096),(62 207.33812),(63 207.39087),(64 204.4126),(65 206.07663),(66 206.79167),(67 207.64764),(68 207.86464),(69 207.23575),(70 207.01286),(71 209.59753),(72 206.8618),(73 206.89745),(74 209.47647),(75 208.46135),(76 206.67873),(77 207.35213),(78 208.62488),(79 210.05046),
(1 113.72383),(2 141.08139),(3 151.52168),(4 158.03583),(5 164.33827),(6 167.3849),(7 170.42587),(8 172.92822),(9 177.42128),(10 180.54584),(11 181.5358),(12 182.75137),(13 181.88191),(14 184.56223),(15 183.52307),(16 183.35751),(17 183.9798),(18 185.42387),(19 182.29904),(20 183.93553),(21 184.91878),(22 183.47324),(23 186.55453),(24 187.96132),(25 187.7771),(26 188.6306),(27 187.4546),(28 188.21837),(29 188.2935),(30 188.75217),(31 187.18347),(32 187.97746),(33 187.11546),(34 186.71571),(35 186.83076),(36 186.88269),(37 188.80577),(38 189.05801),(39 188.33447),(40 189.81314),(41 189.43292),(42 190.36494),(43 193.13002),(44 193.16978),(45 193.56712),(46 192.83014),(47 192.3413),(48 193.42781),(49 194.59718),(50 198.24248),(51 194.45158),(52 194.19893),(53 196.29225),(54 195.1772),(55 197.02916),(56 196.9427),(57 197.9432),(58 197.93721),(59 196.6716),(60 197.33334),(61 197.08104),(62 197.10495),(63 198.06561),(64 196.60269),(65 197.46782),(66 198.61293),(67 197.65773),(68 198.34912),(69 200.12155),(70 199.29015),(71 200.40419),(72 201.89612),(73 202.25407),(74 206.78877),(75 204.73749),(76 204.96623),(77 203.13318),(78 204.47919),(79 203.90987),
(1 112.01199),(2 140.02917),(3 149.51234),(4 157.23561),(5 162.61166),(6 167.02261),(7 168.55856),(8 171.67044),(9 174.06282),(10 176.5699),(11 176.8457),(12 179.00748),(13 179.47485),(14 179.56288),(15 180.68127),(16 181.42801),(17 181.68675),(18 182.33655),(19 178.69792),(20 180.89111),(21 180.9827),(22 180.92584),(23 182.52225),(24 182.98068),(25 183.5279),(26 183.72362),(27 185.2142),(28 185.09622),(29 183.82823),(30 186.05597),(31 188.50006),(32 188.07965),(33 186.61998),(34 186.84348),(35 186.67325),(36 185.91544),(37 186.22995),(38 188.83954),(39 186.17307),(40 188.14854),(41 191.45343),(42 189.30786),(43 191.72672),(44 193.06021),(45 193.89565),(46 194.31018),(47 191.3787),(48 192.37453),(49 193.80005),(50 195.98073),(51 193.4707),(52 193.9111),(53 195.73662),(54 195.04164),(55 194.41124),(56 194.51181),(57 194.51622),(58 195.53789),(59 195.87486),(60 196.40652),(61 195.7398),(62 195.91736),(63 197.68126),(64 198.88014),(65 197.40077),(66 196.7741),(67 196.04572),(68 195.8878),(69 198.16379),(70 198.13869),(71 199.71104),(72 198.40613),(73 200.73221),(74 201.26274),(75 199.84236),(76 199.96136),(77 200.5709),(78 203.01154),(79 205.16179),
(1 112.6404),(2 139.07181),(3 149.47215),(4 155.96848),(5 162.07552),(6 167.23488),(7 170.0934),(8 170.93439),(9 175.56052),(10 175.73004),(11 177.07738),(12 177.98743),(13 177.99248),(14 177.85854),(15 179.45407),(16 178.31265),(17 179.6035),(18 181.53462),(19 179.42836),(20 180.25085),(21 178.46822),(22 179.10059),(23 180.0967),(24 179.92451),(25 181.66216),(26 181.27408),(27 178.80151),(28 180.084),(29 179.8849),(30 181.58887),(31 182.64963),(32 180.76978),(33 179.68004),(34 180.74524),(35 181.14536),(36 184.35042),(37 183.42609),(38 184.00244),(39 182.41655),(40 184.0911),(41 184.91708),(42 185.10693),(43 188.34485),(44 189.08934),(45 190.3162),(46 191.34497),(47 190.89832),(48 192.55087),(49 193.63943),(50 195.4337),(51 192.22351),(52 192.04897),(53 192.8676),(54 195.9734),(55 195.70041),(56 195.93558),(57 195.59328),(58 195.4556),(59 193.44948),(60 194.10577),(61 194.33078),(62 196.48895),(63 194.99799),(64 195.74434),(65 196.14539),(66 197.05644),(67 194.62163),(68 194.04448),(69 197.03078),(70 196.99132),(71 197.20354),(72 196.18501),(73 200.12291),(74 200.25705),(75 198.9451),(76 198.22606),(77 198.14435),(78 196.34976),(79 199.82175),
(1 109.215675),(2 136.0697),(3 145.46408),(4 151.24397),(5 155.86488),(6 159.35309),(7 163.00255),(8 164.94846),(9 167.69969),(10 168.99188),(11 169.73184),(12 170.3136),(13 172.97517),(14 173.44276),(15 174.86732),(16 173.69684),(17 173.43181),(18 175.42206),(19 175.774),(20 176.9574),(21 175.08963),(22 176.77014),(23 177.86264),(24 178.77567),(25 179.16695),(26 179.54277),(27 179.7866),(28 180.12506),(29 178.60704),(30 180.6556),(31 181.4665),(32 181.06247),(33 181.29465),(34 181.0163),(35 181.43275),(36 184.33434),(37 183.45398),(38 184.95328),(39 183.66003),(40 184.79262),(41 186.59431),(42 186.31941),(43 186.14671),(44 183.73099),(45 185.85388),(46 186.51755),(47 188.86807),(48 188.0611),(49 188.71153),(50 189.6478),(51 186.37181),(52 186.12712),(53 187.23009),(54 188.61913),(55 188.78291),(56 189.82713),(57 191.85141),(58 191.8404),(59 191.78996),(60 194.39946),(61 195.94902),(62 196.02802),(63 195.49275),(64 194.96246),(65 194.03517),(66 193.33292),(67 192.78796),(68 190.90552),(69 193.06026),(70 192.03726),(71 192.7525),(72 194.45467),(73 195.67567),(74 195.99123),(75 193.89633),(76 192.23859),(77 192.98407),(78 193.81433),(79 194.87422),
(1 110.186066),(2 136.22592),(3 145.90826),(4 151.01695),(5 156.4038),(6 159.48643),(7 164.48846),(8 165.34892),(9 168.1082),(10 171.20546),(11 172.77188),(12 172.19012),(13 173.29185),(14 177.05373),(15 178.15242),(16 176.8934),(17 176.93268),(18 177.0185),(19 177.81505),(20 176.46136),(21 175.71039),(22 176.17418),(23 177.61844),(24 179.50575),(25 180.60112),(26 181.61264),(27 179.59822),(28 178.4849),(29 178.59404),(30 182.2559),(31 183.3407),(32 181.1741),(33 179.68152),(34 180.51129),(35 181.69463),(36 185.46857),(37 183.29823),(38 185.83806),(39 185.2872),(40 184.76405),(41 182.73192),(42 185.73895),(43 186.10751),(44 185.15901),(45 186.50618),(46 187.97316),(47 185.1719),(48 189.28635),(49 190.41946),(50 191.81328),(51 189.2667),(52 189.38336),(53 189.43509),(54 189.72493),(55 191.4187),(56 190.8182),(57 191.6691),(58 191.82817),(59 191.28125),(60 192.29692),(61 194.53223),(62 195.43916),(63 193.02412),(64 192.67455),(65 193.6765),(66 192.12552),(67 191.86923),(68 189.23207),(69 190.98796),(70 190.80615),(71 190.90178),(72 191.72339),(73 193.14977),(74 191.96283),(75 194.02869),(76 193.38162),(77 190.99376),(78 190.81947),(79 190.48218),
(1 106.73735),(2 132.51317),(3 141.28224),(4 146.27817),(5 151.45404),(6 155.34998),(7 159.70493),(8 160.9311),(9 162.4814),(10 163.73932),(11 165.82022),(12 168.5273),(13 168.02448),(14 168.39395),(15 167.87445),(16 166.42276),(17 168.97581),(18 170.03767),(19 171.05206),(20 169.7932),(21 172.04807),(22 171.84404),(23 170.66777),(24 171.50581),(25 172.58264),(26 171.00125),(27 170.6513),(28 171.72102),(29 171.29521),(30 173.34854),(31 175.42552),(32 173.83685),(33 173.97289),(34 172.93619),(35 173.60225),(36 176.84053),(37 178.34375),(38 180.67879),(39 180.15486),(40 180.87859),(41 180.96057),(42 182.3431),(43 183.32855),(44 183.84637),(45 184.93626),(46 185.79056),(47 185.42445),(48 186.27563),(49 186.36798),(50 187.81543),(51 186.24094),(52 187.56041),(53 187.06796),(54 187.27635),(55 187.2555),(56 187.85979),(57 189.55502),(58 190.56218),(59 187.45546),(60 187.36543),(61 187.8412),(62 189.50032),(63 188.03447),(64 189.03474),(65 190.03116),(66 187.76299),(67 186.11076),(68 185.36755),(69 185.83133),(70 185.58492),(71 186.31075),(72 187.07841),(73 185.76288),(74 187.13445),(75 186.30916),(76 185.54381),(77 184.9467),(78 184.44147),(79 185.49384),
(1 106.32392),(2 130.8561),(3 142.02132),(4 147.29176),(5 150.4485),(6 154.92236),(7 158.60672),(8 161.12193),(9 162.87744),(10 165.26231),(11 165.92358),(12 169.3729),(13 168.80588),(14 171.43295),(15 169.755),(16 168.28085),(17 169.94481),(18 170.16026),(19 171.41185),(20 170.58804),(21 172.77852),(22 172.68335),(23 172.884),(24 172.92148),(25 174.5622),(26 175.13869),(27 174.5664),(28 174.99138),(29 175.35384),(30 175.84926),(31 177.02737),(32 175.27573),(33 175.23367),(34 174.56123),(35 174.30602),(36 176.47433),(37 177.60193),(38 179.95387),(39 177.88403),(40 178.50575),(41 180.55585),(42 178.992),(43 179.50116),(44 181.08835),(45 180.19917),(46 180.87195),(47 180.21538),(48 181.30333),(49 182.71135),(50 184.25943),(51 182.503),(52 183.67838),(53 182.72427),(54 183.05031),(55 182.67444),(56 183.38016),(57 184.86394),(58 186.10275),(59 185.30618),(60 184.63713),(61 183.54642),(62 185.80244),(63 185.20743),(64 184.27864),(65 185.4312),(66 187.17798),(67 185.52759),(68 186.22264),(69 187.26009),(70 187.09973),(71 187.42688),(72 189.76935),(73 188.00887),(74 185.79422),(75 185.06241),(76 183.05273),(77 185.11592),(78 183.38293),(79 182.13832),
(1 104.5239),(2 128.28815),(3 136.10051),(4 143.42162),(5 149.66933),(6 152.63979),(7 156.25328),(8 158.33858),(9 160.6675),(10 162.20547),(11 163.7217),(12 165.3173),(13 164.97911),(14 165.02724),(15 165.03264),(16 164.16628),(17 164.36647),(18 165.47511),(19 166.57512),(20 166.07816),(21 165.79715),(22 165.76485),(23 165.31987),(24 165.87323),(25 167.74672),(26 166.96455),(27 167.0907),(28 167.33708),(29 166.50055),(30 166.80458),(31 168.52353),(32 165.95724),(33 168.12915),(34 168.74472),(35 168.73274),(36 168.6832),(37 168.43236),(38 171.38347),(39 171.98245),(40 171.97247),(41 175.21901),(42 174.43054),(43 173.25728),(44 176.2847),(45 177.59525),(46 175.90004),(47 174.29936),(48 175.82997),(49 177.65248),(50 180.20567),(51 178.39178),(52 179.35562),(53 179.55241),(54 179.8989),(55 181.42162),(56 181.88293),(57 180.92642),(58 182.15675),(59 182.88385),(60 182.86688),(61 183.32616),(62 183.9801),(63 183.61797),(64 182.66887),(65 181.82541),(66 182.00172),(67 181.4738),(68 181.10919),(69 182.97878),(70 182.56235),(71 180.9761),(72 182.54135),(73 182.56645),(74 183.12523),(75 182.42061),(76 182.09573),(77 181.42314),(78 179.60606),(79 180.22304),
(1 103.77944),(2 128.5437),(3 136.63126),(4 141.92201),(5 148.27098),(6 151.18684),(7 154.92346),(8 157.52422),(9 160.05699),(10 162.05771),(11 162.62662),(12 163.08862),(13 164.36595),(14 167.58571),(15 164.33345),(16 164.67447),(17 165.35234),(18 167.68233),(19 168.21602),(20 166.8914),(21 165.21855),(22 165.16803),(23 165.63727),(24 167.42987),(25 167.91216),(26 170.55113),(27 167.46219),(28 167.66327),(29 167.46935),(30 168.15018),(31 167.64635),(32 166.09352),(33 169.63142),(34 170.1768),(35 169.12138),(36 168.63072),(37 170.76073),(38 173.49644),(39 173.04024),(40 170.65927),(41 173.62888),(42 173.40988),(43 173.52658),(44 175.56824),(45 175.3286),(46 176.044),(47 175.14435),(48 176.96523),(49 178.26787),(50 179.44759),(51 178.19945),(52 179.49022),(53 179.80391),(54 180.65277),(55 181.82663),(56 181.25807),(57 179.62326),(58 181.86159),(59 179.8894),(60 179.73245),(61 180.49286),(62 181.70576),(63 181.33734),(64 179.78825),(65 179.99927),(66 181.47133),(67 182.76147),(68 181.75209),(69 181.26111),(70 182.70435),(71 181.75888),(72 181.99472),(73 182.58167),(74 183.59393),(75 181.59169),(76 181.04417),(77 180.82607),(78 181.07423),(79 182.54927),
(1 101.943695),(2 128.20876),(3 136.98807),(4 142.60399),(5 149.5184),(6 152.89645),(7 154.80998),(8 158.05762),(9 158.44695),(10 160.95064),(11 161.06282),(12 163.60237),(13 164.54636),(14 164.78264),(15 163.28601),(16 164.99352),(17 164.16467),(18 164.49083),(19 163.34409),(20 163.1222),(21 163.09178),(22 163.51816),(23 163.49033),(24 164.15504),(25 166.28517),(26 169.41394),(27 166.67305),(28 165.31897),(29 166.45877),(30 167.08998),(31 168.0341),(32 166.29163),(33 167.18048),(34 167.91286),(35 168.14386),(36 167.83853),(37 169.30746),(38 171.39186),(39 171.98418),(40 172.77866),(41 172.55853),(42 172.28218),(43 172.36552),(44 173.60089),(45 173.34306),(46 173.53458),(47 173.64488),(48 173.14459),(49 174.57559),(50 176.55743),(51 175.27397),(52 177.05397),(53 178.37498),(54 177.16129),(55 181.18546),(56 179.62769),(57 177.68471),(58 178.76843),(59 177.323),(60 178.7047),(61 177.70755),(62 179.33632),(63 179.65463),(64 178.76628),(65 177.97453),(66 179.96402),(67 179.80663),(68 179.1991),(69 181.69824),(70 181.00323),(71 179.12733),(72 182.28099),(73 183.77078),(74 183.3534),(75 181.92683),(76 181.13066),(77 182.073),(78 182.21935),(79 183.7275),
(1 101.22213),(2 124.67097),(3 133.28616),(4 139.33447),(5 146.63692),(6 149.48576),(7 151.97156),(8 154.56665),(9 156.83098),(10 157.38823),(11 157.26949),(12 158.08086),(13 160.28845),(14 162.33061),(15 160.29634),(16 160.83878),(17 162.08545),(18 161.70839),(19 161.79196),(20 163.52893),(21 163.34784),(22 162.30629),(23 163.17494),(24 162.04088),(25 164.16196),(26 163.97388),(27 163.79123),(28 162.43753),(29 163.60004),(30 164.06404),(31 164.37201),(32 163.40756),(33 165.05013),(34 164.84883),(35 162.49377),(36 163.73222),(37 165.09703),(38 168.25793),(39 168.16049),(40 166.64214),(41 167.77765),(42 167.13867),(43 168.13785),(44 167.79576),(45 168.1292),(46 169.06418),(47 168.26631),(48 168.66354),(49 169.49358),(50 170.5816),(51 169.00456),(52 170.27876),(53 171.17163),(54 171.68318),(55 173.47438),(56 172.59923),(57 173.7669),(58 174.78342),(59 173.20392),(60 175.12323),(61 175.39476),(62 177.04591),(63 176.43362),(64 175.10085),(65 175.77744),(66 176.5686),(67 173.49399),(68 176.66042),(69 177.81697),(70 177.09535),(71 174.09747),(72 174.58076),(73 176.21701),(74 177.19432),(75 175.015),(76 174.61238),(77 176.22662),(78 176.36107),(79 176.91681),
(1 98.7624),(2 119.29435),(3 128.40538),(4 133.86453),(5 139.58063),(6 143.24922),(7 146.92729),(8 149.45003),(9 151.1228),(10 152.27135),(11 153.38475),(12 155.24849),(13 156.31604),(14 155.66731),(15 155.21164),(16 155.84544),(17 157.17935),(18 157.29445),(19 155.87474),(20 158.01714),(21 157.96344),(22 158.59715),(23 159.28787),(24 160.39294),(25 160.22198),(26 160.46315),(27 160.06152),(28 159.50063),(29 159.79614),(30 161.81645),(31 160.89679),(32 160.963),(33 161.36525),(34 160.0998),(35 159.60446),(36 161.60489),(37 163.03094),(38 165.11139),(39 164.76451),(40 165.1939),(41 166.24695),(42 165.223),(43 167.51698),(44 166.15834),(45 167.24248),(46 168.99284),(47 169.6504),(48 169.82803),(49 170.71886),(50 170.63968),(51 169.14809),(52 170.61026),(53 170.56758),(54 169.64413),(55 169.51003),(56 170.26637),(57 170.1611),(58 171.22212),(59 169.89534),(60 172.11446),(61 172.86295),(62 175.33238),(63 173.42905),(64 172.38445),(65 173.99733),(66 174.73393),(67 174.65244),(68 174.49414),(69 172.04257),(70 171.22382),(71 171.86264),(72 173.1443),(73 171.8894),(74 171.98999),(75 171.71231),(76 170.28423),(77 172.82518),(78 171.13637),(79 172.68394),
(1 95.730804),(2 119.51151),(3 128.5781),(4 133.84422),(5 140.17651),(6 142.11456),(7 145.06929),(8 146.20456),(9 149.62746),(10 150.29245),(11 152.63824),(12 154.16844),(13 154.16736),(14 151.79124),(15 153.0361),(16 152.84413),(17 152.06203),(18 152.87761),(19 152.13518),(20 152.01889),(21 153.55887),(22 153.98318),(23 153.80376),(24 155.36871),(25 154.58946),(26 155.45628),(27 154.47067),(28 152.79651),(29 154.21548),(30 154.50484),(31 155.00873),(32 156.41821),(33 157.3329),(34 158.77455),(35 157.55441),(36 158.8273),(37 158.20013),(38 160.38828),(39 161.4162),(40 160.09506),(41 161.80249),(42 160.68864),(43 162.22702),(44 162.54485),(45 162.91019),(46 165.24106),(47 165.88248),(48 167.49442),(49 166.36101),(50 166.31746),(51 167.35872),(52 167.17531),(53 169.73244),(54 168.80737),(55 168.16179),(56 169.3027),(57 172.35902),(58 172.80405),(59 171.71008),(60 172.81035),(61 171.2661),(62 172.70985),(63 172.90904),(64 171.75293),(65 173.55397),(66 170.66298),(67 170.74452),(68 168.58368),(69 169.42033),(70 170.0134),(71 169.47673),(72 169.34077),(73 169.98071),(74 168.94324),(75 167.3555),(76 167.07628),(77 168.95108),(78 168.67627),(79 169.01819),
