1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64015.95),(2 223225.33),(3 451331.84),(4 747201.75),(5 1107721),(6 1533543),(7 2092975.9),(8 2674028.3),(9 3222694),(10 3843575.3),(11 4578308.5),(12 5453444.5),(13 6461720.5),(14 7506558.5),(15 8566987),(16 9645912),(17 10810431),(18 11976321),(19 13098881),(20 14290029),(21 15506509),(22 16736989),(23 18222818),(24 19892026),(25 21684882),(26 23623162),(27 25669816),(28 27773214),(29 29981370),(30 32504880),(31 35102180),(32 37713256),(33 40326500),(34 43085856),(35 45917788),(36 48812100),(37 51879852),(38 55181484),(39 58440308),(40 62237660),(41 66226292),(42 70549120),(43 75357570),(44 80476870),(45 85939496),(46 91650090),(47 97501750),(48 103168870),(49 108959130),(50 113971290),(51 118582104),(52 123806456),(53 129421920),(54 134831890),(55 139897380),(56 144967660),(57 149449810),(58 154173900),(59 158719200),(60 162785200),(61 165962610),(62 168683120),(63 171037630),(64 172929400),(65 173988460),(66 174609140),(67 175354240),(68 175454640),(69 175436110),(70 175300050),(71 175693170),(72 176556560),(73 177427090),(74 178479760),(75 179579520),(76 180866990),(77 181967800),(78 183410610),(79 185099120),
(1 676.75616),(2 969.07635),(3 1180.9742),(4 1305.947),(5 1408.6465),(6 1495.2686),(7 1564.211),(8 1689.6766),(9 1748.8202),(10 1800.5316),(11 1852.4465),(12 1873.5175),(13 1908.1768),(14 1927.7067),(15 1961.8962),(16 1993.2808),(17 2002.972),(18 2000.1346),(19 2015.7722),(20 2034.9868),(21 2069.48),(22 2084.417),(23 2128.2214),(24 2128.9492),(25 2129.8333),(26 2133.165),(27 2154.5986),(28 2153.2996),(29 2160.9182),(30 2156.9165),(31 2162.8264),(32 2179.279),(33 2179.1543),(34 2207.5405),(35 2225.3596),(36 2235.3389),(37 2244.184),(38 2258.6963),(39 2266.959),(40 2274.913),(41 2286.1448),(42 2310.5342),(43 2321.3533),(44 2331.9683),(45 2323.7842),(46 2345.1982),(47 2347.7659),(48 2339.904),(49 2340.0557),(50 2337.5208),(51 2363.5923),(52 2366.2847),(53 2416.1567),(54 2415.4788),(55 2433.3271),(56 2459.1794),(57 2453.1873),(58 2467.4016),(59 2468.0571),(60 2473.1794),(61 2499.7788),(62 2505.1323),(63 2503.4714),(64 2503.2793),(65 2513.4043),(66 2497.03),(67 2492.3613),(68 2516.8984),(69 2523.88),(70 2507.1057),(71 2515.34),(72 2509.2576),(73 2522.8933),(74 2519.7192),(75 2518.186),(76 2521.3547),(77 2497.914),(78 2497.005),(79 2485.0618),
(1 674.79767),(2 953.8259),(3 1144.021),(4 1284.9698),(5 1400.0021),(6 1490.9294),(7 1568.5178),(8 1690.2272),(9 1758.1593),(10 1819.4182),(11 1863.0236),(12 1884.0907),(13 1917.4723),(14 1945.7412),(15 1969.9309),(16 1988.253),(17 2006.7411),(18 2010.8745),(19 2035.4231),(20 2072.401),(21 2099.243),(22 2113.414),(23 2151.539),(24 2154.119),(25 2161.6226),(26 2203.2139),(27 2206.9087),(28 2218.4456),(29 2210.7146),(30 2226.2144),(31 2226.8293),(32 2246.2488),(33 2246.7336),(34 2263.4585),(35 2290.5918),(36 2302.7483),(37 2313.0632),(38 2310.837),(39 2312.0994),(40 2332.7893),(41 2327.81),(42 2319.1372),(43 2319.217),(44 2299.4622),(45 2289.7427),(46 2302.8196),(47 2297.2043),(48 2303.6707),(49 2305.4077),(50 2286.223),(51 2292.3862),(52 2310.126),(53 2332.0122),(54 2322.191),(55 2310.9795),(56 2304.69),(57 2311.758),(58 2330.17),(59 2344.1726),(60 2322.8962),(61 2324.4321),(62 2335.665),(63 2367.9583),(64 2373.2993),(65 2378.5447),(66 2375.166),(67 2403.0479),(68 2434.2742),(69 2438.8987),(70 2435.4812),(71 2413.3252),(72 2412.8452),(73 2426.7202),(74 2408.9692),(75 2431.315),(76 2429.3574),(77 2429.5977),(78 2437.4294),(79 2434.2026),
(1 667.6801),(2 935.0172),(3 1132.561),(4 1270.1486),(5 1381.6978),(6 1472.848),(7 1544.0793),(8 1647.7897),(9 1701.4902),(10 1773.7296),(11 1809.0259),(12 1825.1432),(13 1866.435),(14 1890.5721),(15 1929.7689),(16 1965.7218),(17 1998.0131),(18 2023.7767),(19 2050.1238),(20 2061.48),(21 2090.949),(22 2109.2668),(23 2126.881),(24 2120.0747),(25 2125.8535),(26 2136.5378),(27 2143.8975),(28 2166.3843),(29 2170.6216),(30 2173.2249),(31 2168.2424),(32 2172.1453),(33 2172.9944),(34 2158.9546),(35 2178.7634),(36 2166.276),(37 2168.4985),(38 2185.0732),(39 2152.9841),(40 2155.324),(41 2159.5042),(42 2154.2432),(43 2169.055),(44 2193.7341),(45 2200.9124),(46 2209.085),(47 2226.9192),(48 2231.8713),(49 2234.267),(50 2237.608),(51 2257.164),(52 2269.6492),(53 2289.4895),(54 2312.5435),(55 2313.4006),(56 2335.7383),(57 2345.9063),(58 2332.9832),(59 2333.2266),(60 2336.102),(61 2341.9355),(62 2328.3726),(63 2327.7617),(64 2330.7644),(65 2319.2915),(66 2328.1624),(67 2330.0806),(68 2357.9707),(69 2356.1802),(70 2340.8792),(71 2340.5676),(72 2326.0562),(73 2323.1448),(74 2311.4707),(75 2306.8835),(76 2304.8948),(77 2296.3376),(78 2300.146),(79 2304.2795),
(1 650.4059),(2 904.8303),(3 1100.255),(4 1247.7733),(5 1372.5411),(6 1456.4409),(7 1534.0748),(8 1634.1914),(9 1697.4563),(10 1745.6075),(11 1782.5919),(12 1826.4437),(13 1852.0901),(14 1874.6798),(15 1911.8925),(16 1931.005),(17 1961.6819),(18 1971.7332),(19 1996.9496),(20 2019.0759),(21 2051.5298),(22 2066.8208),(23 2112.0925),(24 2122.188),(25 2132.249),(26 2141.1816),(27 2147.8918),(28 2154.3965),(29 2149.4082),(30 2147.1746),(31 2142.459),(32 2139.5034),(33 2135.783),(34 2124.252),(35 2122.2644),(36 2127.1367),(37 2125.709),(38 2142.7424),(39 2165.8337),(40 2187.3218),(41 2206.6145),(42 2222.0168),(43 2237.748),(44 2268.672),(45 2272.9465),(46 2287.7144),(47 2307.4639),(48 2320.0837),(49 2331.4966),(50 2329.5188),(51 2340.238),(52 2334.3115),(53 2352.3984),(54 2349.9985),(55 2370.4824),(56 2372.804),(57 2382.6948),(58 2378.0637),(59 2374.546),(60 2354.996),(61 2348.3796),(62 2363.58),(63 2377.5603),(64 2380.5125),(65 2372.5696),(66 2371.7703),(67 2362.491),(68 2376.7048),(69 2378.3687),(70 2380.0635),(71 2376.5833),(72 2359.659),(73 2357.689),(74 2350.085),(75 2355.2651),(76 2358.745),(77 2375.9968),(78 2380.2974),(79 2391.952),
(1 639.8001),(2 885.2493),(3 1090.3522),(4 1227.4946),(5 1333.5345),(6 1421.8457),(7 1498.5339),(8 1604.7664),(9 1663.0146),(10 1707.699),(11 1731.6356),(12 1781.49),(13 1807.123),(14 1829.7665),(15 1860.852),(16 1874.6241),(17 1887.3451),(18 1891.8872),(19 1919.2026),(20 1947.0033),(21 1960.615),(22 1977.5166),(23 2016.8531),(24 2026.8324),(25 2048.8433),(26 2052.7424),(27 2049.223),(28 2048.666),(29 2057.9648),(30 2054.9915),(31 2049.3901),(32 2054.3347),(33 2056.9507),(34 2058.9426),(35 2068.222),(36 2069.474),(37 2055.5225),(38 2080.644),(39 2077.1719),(40 2085.6045),(41 2084.3591),(42 2079.7476),(43 2091.6936),(44 2085.9546),(45 2095.6064),(46 2099.1785),(47 2096.6301),(48 2096.7974),(49 2106.1528),(50 2096.6653),(51 2102.0352),(52 2104.9417),(53 2141.0332),(54 2134.816),(55 2124.1074),(56 2131.2407),(57 2120.0813),(58 2119.8054),(59 2117.7688),(60 2107.7334),(61 2122.7354),(62 2135.155),(63 2130.2073),(64 2137.443),(65 2147.0671),(66 2154.8296),(67 2164.9663),(68 2189.5105),(69 2184.6316),(70 2188.1575),(71 2177.4656),(72 2184.889),(73 2184.9983),(74 2180.8545),(75 2207.4763),(76 2231.0608),(77 2251.9058),(78 2258.5515),(79 2274.367),
(1 648.3177),(2 903.81433),(3 1102.6755),(4 1236.7648),(5 1337.3304),(6 1413.5201),(7 1480.5676),(8 1578.5144),(9 1627.9539),(10 1674.3672),(11 1710.9211),(12 1742.8148),(13 1770.2504),(14 1776.0869),(15 1800.3231),(16 1812.2877),(17 1833.8685),(18 1851.4414),(19 1867.4576),(20 1885.8062),(21 1912.1603),(22 1920.6843),(23 1955.5569),(24 1980.2809),(25 1990.0542),(26 1997.2286),(27 2018.3699),(28 2022.1519),(29 2009.2604),(30 2012.9053),(31 2000.2203),(32 2003.1957),(33 2015.0405),(34 2037.2554),(35 2039.3855),(36 2033.9718),(37 2043.2316),(38 2053.9817),(39 2070.894),(40 2061.2803),(41 2054.0103),(42 2045.6698),(43 2047.2375),(44 2062.4531),(45 2054.688),(46 2077.7673),(47 2078.9983),(48 2087.3145),(49 2076.1921),(50 2088.0662),(51 2101.0835),(52 2097.0862),(53 2118.7349),(54 2111.6946),(55 2098.3254),(56 2106.1025),(57 2114.1443),(58 2112.0984),(59 2124.1545),(60 2100.7163),(61 2113.5486),(62 2116.6726),(63 2111.9478),(64 2113.9246),(65 2123.8354),(66 2128.654),(67 2138.4985),(68 2168.3557),(69 2173.3408),(70 2179.072),(71 2170.7217),(72 2179.902),(73 2175.578),(74 2153.9495),(75 2166.3079),(76 2171.3135),(77 2177.802),(78 2184.2175),(79 2181.0193),
(1 631.96216),(2 875.30145),(3 1070.5977),(4 1190.5634),(5 1295.4001),(6 1373.4924),(7 1454.101),(8 1550.355),(9 1602.1644),(10 1652.3536),(11 1687.5488),(12 1725.2213),(13 1757.4407),(14 1778.4956),(15 1794.8882),(16 1802.1382),(17 1834.0911),(18 1856.5923),(19 1871.8286),(20 1879.7941),(21 1906.2151),(22 1912.3817),(23 1946.7722),(24 1937.7521),(25 1945.1096),(26 1951.4371),(27 1962.8898),(28 1960.9857),(29 1956.6349),(30 1961.5193),(31 1950.1443),(32 1962.6982),(33 1964.1339),(34 1975.3933),(35 1982.6649),(36 1978.6006),(37 1969.8407),(38 1994.3578),(39 1993.1797),(40 2004.8748),(41 2011.1057),(42 2010.0931),(43 2016.0167),(44 2022.5448),(45 2025.969),(46 2029.7582),(47 2040.9688),(48 2048.1133),(49 2049.94),(50 2052.0217),(51 2068.75),(52 2047.6226),(53 2065.7441),(54 2075.0322),(55 2075.008),(56 2074.9187),(57 2096.634),(58 2104.76),(59 2102.1223),(60 2094.051),(61 2094.9534),(62 2111.7493),(63 2135.6328),(64 2146.902),(65 2174.442),(66 2185.8857),(67 2190.1775),(68 2201.1257),(69 2212.8647),(70 2203.652),(71 2204.2847),(72 2213.2563),(73 2216.4656),(74 2214.5493),(75 2245.31),(76 2240.5374),(77 2244.672),(78 2244.7302),(79 2240.042),
(1 630.1812),(2 866.86206),(3 1044.5387),(4 1156.6229),(5 1267.5681),(6 1329.8539),(7 1407.8359),(8 1502.0894),(9 1551.9559),(10 1611.7876),(11 1659.6575),(12 1685.5612),(13 1738.2314),(14 1747.3973),(15 1774.034),(16 1787.3229),(17 1804.8688),(18 1823.8018),(19 1833.8438),(20 1860.9734),(21 1883.9731),(22 1892.0065),(23 1919.2092),(24 1912.5773),(25 1918.6473),(26 1935.3175),(27 1929.9252),(28 1923.8756),(29 1922.7576),(30 1927.9016),(31 1931.3676),(32 1940.8612),(33 1952.324),(34 1959.0901),(35 1963.6854),(36 1971.1553),(37 1960.2001),(38 1975.0732),(39 1975.1967),(40 1971.1768),(41 1966.8876),(42 1968.55),(43 1967.2378),(44 1965.7894),(45 1980.883),(46 1958.6819),(47 1955.7585),(48 1955.7432),(49 1965.7145),(50 1973.0338),(51 1983.4092),(52 1976.1932),(53 1993.8124),(54 1984.5964),(55 1984.2979),(56 2003.4197),(57 2016.9689),(58 2033.8196),(59 2044.9675),(60 2044.993),(61 2059.2751),(62 2076.6003),(63 2104.89),(64 2107.136),(65 2120.0742),(66 2131.3198),(67 2139.1228),(68 2151.7573),(69 2153.3247),(70 2148.367),(71 2148.9688),(72 2156.325),(73 2158.277),(74 2154.2212),(75 2154.178),(76 2146.0054),(77 2150.4963),(78 2159.3904),(79 2142.715),
(1 613.7389),(2 856.07196),(3 1046.0444),(4 1164.068),(5 1275.2739),(6 1355.2081),(7 1425.9789),(8 1525.4934),(9 1570.7937),(10 1612.4772),(11 1649.0922),(12 1667.6487),(13 1702.4266),(14 1725.2125),(15 1750.3531),(16 1759.7153),(17 1783.9696),(18 1798.3121),(19 1814.0319),(20 1837.3008),(21 1855.407),(22 1864.986),(23 1901.7577),(24 1905.0111),(25 1926.2872),(26 1925.482),(27 1934.9877),(28 1938.955),(29 1938.2417),(30 1935.0283),(31 1921.6122),(32 1920.6086),(33 1925.5935),(34 1918.2037),(35 1922.6913),(36 1913.0192),(37 1902.5781),(38 1906.1874),(39 1905.4275),(40 1914.6918),(41 1902.7086),(42 1907.9717),(43 1907.3722),(44 1912.8281),(45 1912.24),(46 1921.2576),(47 1922.9813),(48 1930.0206),(49 1934.1106),(50 1932.1584),(51 1943.3102),(52 1945.218),(53 1946.7445),(54 1932.5615),(55 1924.2225),(56 1933.4948),(57 1942.6644),(58 1949.9697),(59 1949.6072),(60 1939.0878),(61 1940.6482),(62 1954.5297),(63 1974.2781),(64 1970.545),(65 1971.2543),(66 1989.7493),(67 1985.3738),(68 2011.5723),(69 2015.8075),(70 2021.7047),(71 2016.8495),(72 2028.6963),(73 2023.2732),(74 2010.1458),(75 2031.4098),(76 2043),(77 2051.2625),(78 2042.6713),(79 2050.421),
(1 605.3488),(2 828.91534),(3 1000.9917),(4 1111.1836),(5 1220.6353),(6 1281.7252),(7 1335.6478),(8 1440.3903),(9 1490.7585),(10 1533.5154),(11 1553.4471),(12 1581.9537),(13 1628.1353),(14 1647.0586),(15 1658.8792),(16 1677.7042),(17 1703.7921),(18 1725.9597),(19 1745.5918),(20 1749.1736),(21 1776.4308),(22 1791.0557),(23 1797.5853),(24 1805.8088),(25 1814.2347),(26 1815.4652),(27 1825.0146),(28 1831.1676),(29 1830.5933),(30 1844.1907),(31 1829.7893),(32 1822.3667),(33 1832.1572),(34 1829.5837),(35 1839.4912),(36 1851.5803),(37 1850.2693),(38 1863.1381),(39 1876.5701),(40 1886.1965),(41 1895.9902),(42 1908.6276),(43 1909.9644),(44 1924.9648),(45 1938.887),(46 1956.8885),(47 1962.4078),(48 1965.394),(49 1968.7546),(50 1968.3148),(51 1986.0034),(52 1976.8552),(53 1977.4655),(54 1960.51),(55 1958.6171),(56 1981.16),(57 1975.2924),(58 1977.2499),(59 1960.4806),(60 1960.4529),(61 1955.2766),(62 1956.8859),(63 1958.9781),(64 1933.05),(65 1933.2644),(66 1941.4011),(67 1942.822),(68 1943.7001),(69 1930.3428),(70 1916.7571),(71 1918.3971),(72 1920.0771),(73 1930.7013),(74 1928.5607),(75 1945.2958),(76 1951.3662),(77 1955.2145),(78 1967.5114),(79 1958.9634),
(1 599.32227),(2 820.18634),(3 1006.1081),(4 1105.5569),(5 1205.6285),(6 1276.73),(7 1348.6757),(8 1435.1552),(9 1489.9742),(10 1534.7299),(11 1564.3496),(12 1584.8445),(13 1609.4496),(14 1634.5784),(15 1656.9965),(16 1665.3291),(17 1688.1062),(18 1703.5847),(19 1735.755),(20 1756.2168),(21 1770.2667),(22 1786.5089),(23 1815.5317),(24 1822.1343),(25 1838.0863),(26 1851.1306),(27 1866.0242),(28 1872.1692),(29 1869.6345),(30 1874.5752),(31 1875.9208),(32 1883.7814),(33 1872.7415),(34 1887.9949),(35 1899.0381),(36 1882.7292),(37 1870.1932),(38 1886.191),(39 1884.8904),(40 1898.704),(41 1891.8391),(42 1906.7762),(43 1913.8517),(44 1918.453),(45 1934.5463),(46 1932.3623),(47 1945.4974),(48 1948.4965),(49 1944.403),(50 1932.669),(51 1942.6588),(52 1941.2166),(53 1961.1669),(54 1939.6179),(55 1935.3525),(56 1952.1376),(57 1956.3501),(58 1948.1102),(59 1930.6669),(60 1936.4863),(61 1927.9314),(62 1920.6116),(63 1939.6425),(64 1928.5662),(65 1945.962),(66 1942.762),(67 1953.6725),(68 1972.2075),(69 1957.0406),(70 1937.0662),(71 1938.288),(72 1939.6097),(73 1941.2021),(74 1940.0654),(75 1959.9243),(76 1970.0839),(77 1974.5636),(78 1986.485),(79 1982.4541),
(1 589.8098),(2 814.8742),(3 990.9234),(4 1103.446),(5 1200.3483),(6 1270.7784),(7 1330.516),(8 1428.527),(9 1462.883),(10 1510.0491),(11 1554.0873),(12 1587.0801),(13 1612.6165),(14 1633.2275),(15 1654.4935),(16 1672.2375),(17 1688.2295),(18 1694.1685),(19 1703.443),(20 1722.7903),(21 1736.2334),(22 1742.511),(23 1761.6256),(24 1761.0737),(25 1767.1796),(26 1764.9545),(27 1773.8815),(28 1786.9742),(29 1773.4393),(30 1792.8479),(31 1794.1725),(32 1806.5359),(33 1812.3579),(34 1822.5476),(35 1817.44),(36 1822.627),(37 1808.4777),(38 1821.701),(39 1823.0355),(40 1835.1477),(41 1825.6016),(42 1830.2612),(43 1836.9906),(44 1827.1057),(45 1832.7654),(46 1838.8542),(47 1840.146),(48 1833.9916),(49 1839.0165),(50 1847.5942),(51 1857.9287),(52 1859.8326),(53 1888.4036),(54 1889.2467),(55 1886.5111),(56 1886.113),(57 1878.6886),(58 1863.048),(59 1859.0283),(60 1863.6766),(61 1882.823),(62 1889.6715),(63 1891.9088),(64 1893.9586),(65 1898.4578),(66 1900.6687),(67 1922.548),(68 1934.586),(69 1934.5626),(70 1939.021),(71 1937.6995),(72 1935.2273),(73 1939.0153),(74 1933.0638),(75 1931.1335),(76 1933.8584),(77 1946.6449),(78 1938.2585),(79 1934.6038),
(1 592.1424),(2 812.9715),(3 993.61194),(4 1110.7555),(5 1206.7687),(6 1280.4634),(7 1340.7776),(8 1440.528),(9 1488.6536),(10 1530.3881),(11 1566.2755),(12 1593.1183),(13 1629.2783),(14 1645.3629),(15 1665.6938),(16 1683.3148),(17 1696.9905),(18 1699.0164),(19 1718.2455),(20 1719.536),(21 1738.2245),(22 1749.4574),(23 1788.6501),(24 1781.0094),(25 1795.2101),(26 1802.9951),(27 1825.1302),(28 1838.5266),(29 1822.3645),(30 1824.9921),(31 1825.0936),(32 1823.49),(33 1817.696),(34 1814.9241),(35 1809.9424),(36 1791.6238),(37 1770.4099),(38 1775.3354),(39 1770.2356),(40 1782.0436),(41 1774.7391),(42 1783.6466),(43 1790.7645),(44 1788.0554),(45 1801.5284),(46 1801.2241),(47 1804.5402),(48 1800.0321),(49 1807.0605),(50 1802.2789),(51 1804.7384),(52 1819.8531),(53 1831.8267),(54 1825.9594),(55 1837.0537),(56 1832.2917),(57 1843.6722),(58 1837.9757),(59 1831.2485),(60 1847.2212),(61 1856.3855),(62 1871.9803),(63 1872.9595),(64 1879.035),(65 1873.7238),(66 1884.2495),(67 1893.4321),(68 1909.2477),(69 1917.875),(70 1914.9875),(71 1927.9537),(72 1941.4034),(73 1944.5514),(74 1942.7394),(75 1940.0322),(76 1948.3193),(77 1948.4355),(78 1940.674),(79 1929.6965),
(1 591.9267),(2 818.6202),(3 987.49475),(4 1100.7977),(5 1198.8105),(6 1263.0621),(7 1333.6343),(8 1413.9768),(9 1466.2522),(10 1515.0356),(11 1553.8273),(12 1568.0948),(13 1593.1997),(14 1612.3854),(15 1626.0653),(16 1639.7695),(17 1666.7562),(18 1673.333),(19 1685.957),(20 1698.5795),(21 1732.0688),(22 1743.8225),(23 1772.8984),(24 1782.3566),(25 1788.8827),(26 1795.5361),(27 1822.9216),(28 1828.6721),(29 1830.2975),(30 1834.4171),(31 1833.273),(32 1838.7184),(33 1847.0055),(34 1835.2069),(35 1826.6433),(36 1831.2168),(37 1821.5935),(38 1818.0057),(39 1826.7417),(40 1835.2948),(41 1830.3318),(42 1826.4065),(43 1825.8145),(44 1834.2813),(45 1840.1832),(46 1841.3506),(47 1849.9781),(48 1857.0796),(49 1859.6062),(50 1850.5303),(51 1853.9567),(52 1846.9786),(53 1844.6287),(54 1841.8646),(55 1838.6655),(56 1850.4093),(57 1852.2606),(58 1845.3793),(59 1852.0651),(60 1851.2864),(61 1846.3585),(62 1860.0463),(63 1863.6677),(64 1889.4865),(65 1896.3085),(66 1901.1067),(67 1919.5659),(68 1921.4371),(69 1909.1165),(70 1913.4957),(71 1934.0626),(72 1944.7242),(73 1943.1024),(74 1935.4513),(75 1939.749),(76 1926.6809),(77 1933.5034),(78 1931.7283),(79 1934.0864),
(1 566.7359),(2 772.1835),(3 923.41473),(4 1022.0818),(5 1109.6433),(6 1178.8998),(7 1240.7848),(8 1324.772),(9 1373.4152),(10 1422.9117),(11 1464.518),(12 1494.3108),(13 1522.4865),(14 1552.8762),(15 1574.1326),(16 1604.9006),(17 1622.7487),(18 1636.1144),(19 1643.2976),(20 1650.5314),(21 1664.7125),(22 1677.5282),(23 1698.6864),(24 1713.1221),(25 1725.0276),(26 1745.9845),(27 1769.2751),(28 1774.1312),(29 1773.0958),(30 1784.0763),(31 1786.3237),(32 1785.1846),(33 1785.3907),(34 1786.622),(35 1790.7587),(36 1792.2349),(37 1779.079),(38 1777.3998),(39 1777.1095),(40 1772.2585),(41 1760.4845),(42 1754.0283),(43 1750.7305),(44 1739.9238),(45 1735.5555),(46 1730.5667),(47 1741.3774),(48 1740.6812),(49 1739.5034),(50 1728.1136),(51 1749.3925),(52 1736.3322),(53 1749.328),(54 1732.3579),(55 1716.5554),(56 1733.6864),(57 1742.4257),(58 1745.716),(59 1745.6389),(60 1752.9362),(61 1756.2313),(62 1753.396),(63 1760.9),(64 1751.3417),(65 1767.112),(66 1768.522),(67 1786.069),(68 1806.5944),(69 1816.1404),(70 1823.7384),(71 1827.6455),(72 1834.675),(73 1827.3478),(74 1824.5569),(75 1822.4408),(76 1830.2761),(77 1836.4213),(78 1838.7336),(79 1826.105),
(1 571.26385),(2 764.84064),(3 925.602),(4 1024.3987),(5 1115.3412),(6 1190.622),(7 1251.4075),(8 1331.1622),(9 1378.5928),(10 1420.4443),(11 1462.1606),(12 1502.0132),(13 1528.3877),(14 1558.8279),(15 1590.5969),(16 1608.476),(17 1631.9181),(18 1645.27),(19 1661.0458),(20 1678.0397),(21 1697.3041),(22 1713.4873),(23 1741.0133),(24 1740.3726),(25 1739.5094),(26 1752.7942),(27 1746.7585),(28 1739.867),(29 1735.1855),(30 1732.8439),(31 1743.2334),(32 1744.6385),(33 1740.3821),(34 1731.1829),(35 1735.4276),(36 1730.573),(37 1720.235),(38 1725.8273),(39 1722.5137),(40 1714.7026),(41 1714.8735),(42 1729.5994),(43 1731.3005),(44 1727.2963),(45 1728.8568),(46 1732.7345),(47 1742.2302),(48 1749.3187),(49 1764.2178),(50 1766.9413),(51 1782.0546),(52 1778.8448),(53 1785.2911),(54 1773.2307),(55 1761.6824),(56 1770.3805),(57 1770.1477),(58 1758.9282),(59 1753.6014),(60 1770.4404),(61 1772.3533),(62 1775.5669),(63 1773.9425),(64 1773.8372),(65 1784.2861),(66 1782.6395),(67 1778.8125),(68 1797.07),(69 1789.2977),(70 1798.4309),(71 1795.6606),(72 1800.2365),(73 1810.4827),(74 1801.1185),(75 1821.2311),(76 1819.9417),(77 1836.4847),(78 1849.1703),(79 1839.3906),
