1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 218869.14),(2 809285.8),(3 1710134),(4 2941145.3),(5 4510601.5),(6 6357674.5),(7 8545124),(8 11065887),(9 13746287),(10 16424203),(11 19047392),(12 21165426),(13 23175392),(14 25222914),(15 26947270),(16 28696086),(17 30404538),(18 32053690),(19 33475926),(20 34690764),(21 35850492),(22 37069692),(23 38229692),(24 39335610),(25 40542996),(26 41920830),(27 43209400),(28 44377612),(29 45610084),(30 46663484),(31 47868396),(32 49327756),(33 50809856),(34 52349868),(35 54093630),(36 55799890),(37 57683188),(38 59591860),(39 61476544),(40 63701580),(41 65902452),(42 67939020),(43 69692330),(44 71806520),(45 74261190),(46 76857480),(47 80037864),(48 82697704),(49 85373736),(50 87762880),(51 89582790),(52 91032616),(53 91978940),(54 92592770),(55 93025660),(56 93638780),(57 94296700),(58 95257730),(59 96252200),(60 97199690),(61 98084200),(62 99452120),(63 100670180),(64 102319910),(65 104211810),(66 106252310),(67 108144710),(68 109908450),(69 111517960),(70 112969430),(71 114142650),(72 115457224),(73 117113690),(74 119058010),(75 120570984),(76 122394360),(77 124712390),(78 126835650),(79 128533610),
(1 245199.58),(2 910842.3),(3 1903941.8),(4 3159938.3),(5 4593028.5),(6 6142157),(7 7771805.5),(8 9465698),(9 11188163),(10 12860747),(11 14534694),(12 16131939),(13 17556144),(14 18991408),(15 20323070),(16 21641654),(17 22913134),(18 24000976),(19 24927798),(20 25612570),(21 26140182),(22 26594776),(23 26967460),(24 27365110),(25 27756604),(26 28255740),(27 28729484),(28 29261014),(29 29857718),(30 30607562),(31 31556496),(32 32448092),(33 33244572),(34 34156132),(35 35110376),(36 35986810),(37 36984510),(38 38180372),(39 39694190),(40 41586772),(41 43577350),(42 45750264),(43 48187220),(44 50712556),(45 53305772),(46 55894016),(47 58494176),(48 61249430),(49 64109996),(50 66817644),(51 69328500),(52 71727410),(53 74082216),(54 76391940),(55 78754130),(56 81210670),(57 83717140),(58 86243020),(59 88670184),(60 91106984),(61 93432070),(62 95901310),(63 98256136),(64 100602930),(65 103098900),(66 105608700),(67 108306380),(68 111041816),(69 113567336),(70 115797400),(71 117673960),(72 119559490),(73 121421630),(74 122925976),(75 123734080),(76 124259890),(77 124752720),(78 124889450),(79 124931780),
(1 384277.97),(2 1461565.1),(3 3101649.3),(4 5211573.5),(5 7695004.5),(6 10448311),(7 13455279),(8 16667929),(9 19968264),(10 23287552),(11 26641914),(12 30148318),(13 33486490),(14 36827012),(15 40065680),(16 43151860),(17 46172492),(18 49075284),(19 51886292),(20 54641070),(21 57465740),(22 60269950),(23 63025890),(24 65877324),(25 68849350),(26 71957400),(27 75265120),(28 78670840),(29 82017030),(30 85406040),(31 88912010),(32 92442520),(33 95785340),(34 99007880),(35 101932760),(36 104524184),(37 107093176),(38 109451520),(39 111704700),(40 113660824),(41 115402904),(42 117019260),(43 118397030),(44 119366340),(45 119939160),(46 120350180),(47 120709560),(48 121268970),(49 121607520),(50 121821250),(51 122211690),(52 122677980),(53 123136950),(54 123865280),(55 124821880),(56 126194776),(57 128162970),(58 130493890),(59 133181630),(60 136363580),(61 139918670),(62 143893250),(63 147812980),(64 151943920),(65 155966850),(66 159624060),(67 163048820),(68 165912340),(69 168443580),(70 170592080),(71 172433800),(72 174090830),(73 175488350),(74 176516210),(75 176934100),(76 176927740),(77 176866480),(78 176427620),(79 175555840),
(1 318313.38),(2 1252781.4),(3 2716894.8),(4 4654457.5),(5 7071239.5),(6 9784418),(7 12809970),(8 16125840),(9 19674238),(10 23414904),(11 27200796),(12 31136000),(13 35116736),(14 39254576),(15 43406330),(16 47550056),(17 51759650),(18 55817080),(19 59804304),(20 63704348),(21 67593220),(22 71413530),(23 75066310),(24 78606720),(25 81933300),(26 85037464),(27 87795610),(28 90310290),(29 92500136),(30 94377520),(31 96063176),(32 97470140),(33 98634170),(34 99536950),(35 100169250),(36 100639070),(37 100964770),(38 101059550),(39 101111520),(40 101134360),(41 101015990),(42 100889530),(43 100723700),(44 100478250),(45 100251150),(46 99895896),(47 99543980),(48 99244470),(49 99038616),(50 98936930),(51 98974740),(52 98990264),(53 99013080),(54 99110580),(55 99425200),(56 100156456),(57 101122210),(58 102230830),(59 103508980),(60 104714580),(61 105817256),(62 107110440),(63 108312930),(64 109608504),(65 110890570),(66 112048360),(67 113088870),(68 114046270),(69 114942510),(70 115912970),(71 116591330),(72 117132760),(73 117554540),(74 117735860),(75 117706536),(76 117438340),(77 117204840),(78 116974696),(79 116717130),
(1 311961.66),(2 1213305.6),(3 2664196),(4 4587698),(5 6930068.5),(6 9564995),(7 12466383),(8 15565231),(9 18768196),(10 21914850),(11 24993198),(12 27935000),(13 30843942),(14 33664236),(15 36282044),(16 38770510),(17 41124828),(18 43423668),(19 45570370),(20 47582436),(21 49343040),(22 50868776),(23 52225240),(24 53401256),(25 54422596),(26 55329012),(27 55946830),(28 56346450),(29 56661004),(30 56962268),(31 57062460),(32 57080380),(33 57066292),(34 56961276),(35 56933910),(36 57069980),(37 57375850),(38 57772788),(39 58257130),(40 58805684),(41 59419560),(42 60248510),(43 61131290),(44 61802544),(45 62421052),(46 62968910),(47 63422744),(48 63995404),(49 64812950),(50 65668804),(51 66406092),(52 67055410),(53 67752200),(54 68579360),(55 69310430),(56 69876580),(57 70273440),(58 70670210),(59 71048920),(60 71284780),(61 71299656),(62 71300744),(63 71321180),(64 71444420),(65 71642930),(66 71925020),(67 72457170),(68 73121470),(69 73868184),(70 74856060),(71 75786340),(72 76723980),(73 77617770),(74 78428380),(75 79162360),(76 79756664),(77 80357900),(78 81149540),(79 81959560),
(1 293710.5),(2 1078758.8),(3 2343567.3),(4 4007632.8),(5 5955754.5),(6 8126910.5),(7 10474654),(8 12942018),(9 15535117),(10 18163774),(11 20800372),(12 23362364),(13 25926036),(14 28541820),(15 31018502),(16 33391156),(17 35656184),(18 37815080),(19 39923240),(20 41927770),(21 43840652),(22 45568264),(23 47135904),(24 48599930),(25 50039212),(26 51528196),(27 52876120),(28 53856140),(29 54812940),(30 55696216),(31 56532044),(32 57329044),(33 58243596),(34 59366760),(35 60581108),(36 62070476),(37 63879028),(38 66134530),(39 68680140),(40 71297176),(41 73910570),(42 76662600),(43 79283870),(44 81709650),(45 84048580),(46 86226450),(47 88246980),(48 90073580),(49 91711760),(50 93185330),(51 94555820),(52 95833096),(53 96974230),(54 97915320),(55 98568040),(56 99096920),(57 99445976),(58 99442456),(59 98976260),(60 98227720),(61 97172840),(62 95947460),(63 94385320),(64 92797080),(65 91304744),(66 89876620),(67 88688900),(68 87731210),(69 86715620),(70 85527310),(71 84395930),(72 83429230),(73 82554040),(74 81752590),(75 80922820),(76 80047400),(77 79189350),(78 78461560),(79 77709570),
(1 292019.4),(2 1082060),(3 2281020),(4 3814800.3),(5 5559724.5),(6 7424659.5),(7 9336220),(8 11293169),(9 13266828),(10 15192613),(11 17039902),(12 18840682),(13 20592826),(14 22386996),(15 24141646),(16 25881078),(17 27671036),(18 29427884),(19 31189326),(20 32874036),(21 34441104),(22 35753316),(23 36813550),(24 37741980),(25 38480228),(26 39123316),(27 39643336),(28 40166040),(29 40752460),(30 41288420),(31 41629000),(32 41919204),(33 42290410),(34 42833244),(35 43554104),(36 44410290),(37 45390024),(38 46456240),(39 47515250),(40 48613276),(41 49549330),(42 50555708),(43 51569092),(44 52628110),(45 53734150),(46 54854400),(47 56031708),(48 57049896),(49 57937340),(50 58736836),(51 59397810),(52 60045990),(53 60710484),(54 61319172),(55 61733200),(56 62034460),(57 62287556),(58 62453864),(59 62518990),(60 62524456),(61 62457156),(62 62360376),(63 62102780),(64 61806016),(65 61564536),(66 61243348),(67 60891924),(68 60443180),(69 59811540),(70 59062570),(71 58246372),(72 57336100),(73 56366876),(74 55381870),(75 54375750),(76 53455170),(77 52555840),(78 51692760),(79 50944164),
(1 256346.72),(2 932201.8),(3 1966412),(4 3290339.3),(5 4847943.5),(6 6538520.5),(7 8208326.5),(8 9872668),(9 11476530),(10 13024227),(11 14483145),(12 15905578),(13 17297662),(14 18651868),(15 19970424),(16 21286080),(17 22618104),(18 24005708),(19 25405802),(20 26801142),(21 28101842),(22 29299510),(23 30372022),(24 31324790),(25 32202260),(26 33044442),(27 33767180),(28 34417836),(29 35071788),(30 35723100),(31 36443652),(32 37064996),(33 37663036),(34 38402420),(35 39294164),(36 40491910),(37 41813436),(38 43122856),(39 44487044),(40 46046284),(41 47658404),(42 49239644),(43 50789000),(44 52398950),(45 54039596),(46 55664384),(47 57203790),(48 58472668),(49 59409532),(50 60129850),(51 60600600),(52 60801500),(53 60768630),(54 60578164),(55 60170812),(56 59589212),(57 58808260),(58 57793996),(59 56679504),(60 55437404),(61 54053964),(62 52659932),(63 51235684),(64 49862188),(65 48669388),(66 47615300),(67 46726544),(68 45965724),(69 45328200),(70 44953560),(71 44774964),(72 44785800),(73 44938990),(74 45222770),(75 45552052),(76 45950590),(77 46476332),(78 47091724),(79 47843444),
(1 274239.66),(2 1010694.56),(3 2138230.5),(4 3547803),(5 5177884),(6 6932712.5),(7 8716676),(8 10550398),(9 12341077),(10 14001834),(11 15584509),(12 17052754),(13 18382242),(14 19480928),(15 20464012),(16 21320934),(17 22146214),(18 22921576),(19 23695152),(20 24480796),(21 25290420),(22 26140460),(23 27062566),(24 28051536),(25 29157354),(26 30441264),(27 31824560),(28 33208892),(29 34599150),(30 35914070),(31 37195504),(32 38295164),(33 39195356),(34 40047800),(35 40886220),(36 41753348),(37 42675540),(38 43484756),(39 44258440),(40 44811444),(41 45251680),(42 45571816),(43 45762590),(44 45865950),(45 45817804),(46 45752476),(47 45740716),(48 45545250),(49 45270924),(50 44900376),(51 44488430),(52 44009210),(53 43504692),(54 43049300),(55 42669550),(56 42274640),(57 41866588),(58 41528684),(59 41344864),(60 41270560),(61 41294604),(62 41459576),(63 41658096),(64 41896896),(65 42131560),(66 42333200),(67 42591750),(68 42948932),(69 43414380),(70 43960470),(71 44504930),(72 45028652),(73 45478910),(74 45887070),(75 46241268),(76 46541690),(77 46781140),(78 46934908),(79 47022584),
(1 310250.84),(2 1165196.9),(3 2483908),(4 4124550.3),(5 6012651.5),(6 8066145),(7 10189260),(8 12345926),(9 14434809),(10 16355554),(11 18105172),(12 19567566),(13 20843616),(14 21944132),(15 23000180),(16 23979368),(17 24974772),(18 25986074),(19 27110038),(20 28310136),(21 29649616),(22 31093272),(23 32665508),(24 34298904),(25 35987508),(26 37703476),(27 39299824),(28 40696676),(29 42066000),(30 43293184),(31 44417068),(32 45249336),(33 45800250),(34 46104252),(35 46334370),(36 46614096),(37 47017696),(38 47426924),(39 47888220),(40 48304770),(41 48682948),(42 49063828),(43 49390084),(44 49602336),(45 49702830),(46 49746460),(47 49802840),(48 49767744),(49 49812244),(50 49725996),(51 49570290),(52 49353684),(53 49057376),(54 48755428),(55 48435760),(56 48016652),(57 47467816),(58 46823010),(59 46167230),(60 45551944),(61 44956396),(62 44544824),(63 44182730),(64 43933336),(65 43764280),(66 43577200),(67 43442516),(68 43352656),(69 43334640),(70 43275884),(71 43174850),(72 42985816),(73 42657940),(74 42208244),(75 41774108),(76 41305024),(77 40752412),(78 40222604),(79 39695384),
(1 312894.66),(2 1200732.3),(3 2583913),(4 4323019.5),(5 6375373),(6 8571493),(7 10872124),(8 13130426),(9 15251433),(10 17314500),(11 19220770),(12 20932514),(13 22414902),(14 23764088),(15 25073238),(16 26339170),(17 27596178),(18 28801838),(19 29972034),(20 31206240),(21 32436748),(22 33689610),(23 34808990),(24 35643780),(25 36208668),(26 36493348),(27 36468976),(28 36224932),(29 35791760),(30 35180130),(31 34592764),(32 33823708),(33 33142302),(34 32490066),(35 32001036),(36 31787632),(37 31717000),(38 31646162),(39 31577246),(40 31504400),(41 31344038),(42 31125064),(43 30844638),(44 30553044),(45 30158852),(46 29768846),(47 29333628),(48 28869476),(49 28413968),(50 27930364),(51 27430340),(52 26904056),(53 26365606),(54 25945520),(55 25685822),(56 25610138),(57 25626796),(58 25656430),(59 25829868),(60 26081284),(61 26427354),(62 26849704),(63 27322022),(64 27840934),(65 28382566),(66 28857668),(67 29259680),(68 29531166),(69 29723122),(70 29807342),(71 29661596),(72 29324402),(73 28791824),(74 28098618),(75 27286866),(76 26359486),(77 25321310),(78 24304678),(79 23365744),
