1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31690.303),(2 95632.03),(3 153362.08),(4 209124.39),(5 244972.8),(6 257185.67),(7 255364.6),(8 254753.53),(9 256833.33),(10 261023.23),(11 268800.88),(12 275543.34),(13 279477.97),(14 282052.44),(15 284517.34),(16 283036.4),(17 279043.56),(18 272739.75),(19 267083.9),(20 266243.97),(21 267692.2),(22 273297.8),(23 278245.63),(24 281226.97),(25 277433.7),(26 267999.1),(27 259705.5),(28 251766.03),(29 250185.88),(30 256092.89),(31 270758.88),(32 286871.94),(33 296791.88),(34 302085.84),(35 301429.72),(36 296778.13),(37 292737.8),(38 292792.06),(39 291974.88),(40 295481.78),(41 302231.9),(42 306923.63),(43 307891.25),(44 308866.38),(45 308658.47),(46 308057.6),(47 308003.16),(48 310244.25),(49 314249.06),(50 320007.6),(51 324858.22),(52 328484),(53 331633),(54 335795.34),(55 341869.78),(56 348517.13),(57 353435.03),(58 355571.75),(59 356686.13),(60 358314.5),(61 357051.84),(62 351976.97),(63 347326.3),(64 338471.22),(65 328283.94),(66 317984),(67 312246.66),(68 309746.66),(69 311452.2),(70 313377.47),(71 318521.78),(72 321997.94),(73 320809),(74 313027.94),(75 306460.8),(76 299885.03),(77 298578.63),(78 302788.13),(79 315392.7),
(1 36388.39),(2 107344.77),(3 174088.58),(4 230679.9),(5 263630.53),(6 273237.1),(7 270873.2),(8 268936.5),(9 269486.66),(10 270206.56),(11 269155.78),(12 266726.75),(13 271355.8),(14 282331.34),(15 295828.22),(16 305199.88),(17 305468.3),(18 294966.56),(19 281809.88),(20 274883.1),(21 276838.3),(22 287928.38),(23 300083.3),(24 308159.7),(25 304551.94),(26 295486.44),(27 284703.97),(28 278490.8),(29 279270.8),(30 284765.2),(31 297412.63),(32 311887.9),(33 322021.6),(34 324546.16),(35 316439.4),(36 300254.8),(37 286959.38),(38 283981.72),(39 289401.16),(40 299597.6),(41 313527.53),(42 323174.25),(43 322389.06),(44 314955.25),(45 305260.3),(46 299165.2),(47 298450.94),(48 305620.3),(49 311583.94),(50 313767.7),(51 312802.47),(52 309870.56),(53 311713.84),(54 322189.6),(55 338605.9),(56 350551.38),(57 355870.56),(58 357088.47),(59 353758.34),(60 353182.8),(61 358364.75),(62 364811.06),(63 370817.94),(64 369115.34),(65 364549.47),(66 357506.34),(67 351873.6),(68 351307.97),(69 352182.66),(70 359838.03),(71 368352.38),(72 373594.4),(73 370809),(74 362448.47),(75 352054.34),(76 339717.1),(77 331187.63),(78 327439.25),(79 336097.78),
(1 33206.324),(2 97891.664),(3 157776.5),(4 209877.22),(5 242193.63),(6 258080.14),(7 268964.7),(8 279807.06),(9 291195.72),(10 295678.44),(11 291164.94),(12 278892.8),(13 269430.44),(14 271236.53),(15 279024.03),(16 290647.38),(17 298708.3),(18 300589.97),(19 297946.53),(20 295112.44),(21 295147.25),(22 297457.25),(23 300614.44),(24 302092.56),(25 299218.38),(26 295242.25),(27 289634),(28 286323.16),(29 286371.06),(30 286652.84),(31 290758.3),(32 299205.13),(33 305918.94),(34 309144.3),(35 303548.38),(36 288929.25),(37 273046.66),(38 263538.75),(39 266860.03),(40 276182.84),(41 291324.9),(42 305965.9),(43 308986.84),(44 302447.66),(45 296275.75),(46 290646),(47 291312.34),(48 296783.34),(49 297861.38),(50 295337.06),(51 288888.16),(52 286455),(53 290206.78),(54 302658.44),(55 318291.8),(56 330660.66),(57 336902.25),(58 338443.16),(59 337716.16),(60 341455.3),(61 344145.16),(62 343584.56),(63 341121.9),(64 334485.22),(65 331334.72),(66 333668.6),(67 337798.28),(68 342005.56),(69 344585.78),(70 349914.13),(71 353313.56),(72 353234.56),(73 346818),(74 333268.8),(75 320183.1),(76 305736.8),(77 296650),(78 294203.84),(79 303820.94),
(1 30580.988),(2 91250.914),(3 145349.13),(4 194462.33),(5 223118.67),(6 234014.47),(7 239246.13),(8 248380.8),(9 257728.86),(10 269018.28),(11 276510.8),(12 276398.34),(13 275039.03),(14 278557.88),(15 288155.56),(16 298881.7),(17 307226.53),(18 308125.4),(19 302087.34),(20 295272.34),(21 292690.47),(22 296425.94),(23 304275.7),(24 313298.34),(25 313526.66),(26 308504.66),(27 298748.22),(28 289731),(29 282708.97),(30 279139.06),(31 282264.03),(32 290254.75),(33 293369.5),(34 297322.75),(35 294131.4),(36 282312.94),(37 268689.16),(38 259595.86),(39 260891.44),(40 265098.7),(41 276207.66),(42 288267.75),(43 293886.63),(44 292343.13),(45 289844.25),(46 286058.22),(47 283093.47),(48 280975.22),(49 279451.34),(50 278729.47),(51 278098.25),(52 278787.13),(53 285268.06),(54 299268.84),(55 313624.66),(56 325398.97),(57 329111.13),(58 328296.75),(59 322470.34),(60 315391.56),(61 307889.72),(62 300036.4),(63 295617.53),(64 288913.75),(65 288029.22),(66 294371.94),(67 303883.97),(68 312663.5),(69 318814.88),(70 322308.5),(71 316676.53),(72 306574.06),(73 293630.66),(74 281536.22),(75 269299.25),(76 259235.36),(77 254156.2),(78 253101.73),(79 262122.56),
(1 23173.566),(2 67807.484),(3 107382.836),(4 145808.23),(5 173498.23),(6 188894.28),(7 195634.72),(8 200438.84),(9 206713.4),(10 210313.22),(11 214624.25),(12 221278.94),(13 228778.63),(14 238360.55),(15 246961.38),(16 254702.06),(17 258651.33),(18 254114.48),(19 246762.02),(20 242239.66),(21 244203.86),(22 249457.08),(23 255648),(24 260958.63),(25 259276),(26 254326.38),(27 249167.28),(28 243891.11),(29 240888),(30 241298.63),(31 242576.45),(32 244623.08),(33 243922.06),(34 244123.42),(35 240738.45),(36 234682.58),(37 229089.13),(38 227095.86),(39 227622.64),(40 231861.61),(41 239716.92),(42 247284.02),(43 253456.6),(44 258211.22),(45 262197.44),(46 264914.94),(47 263548.56),(48 259862.06),(49 255113.98),(50 251282.78),(51 251834.84),(52 254619.89),(53 260448.34),(54 268811.72),(55 275689.9),(56 279774.3),(57 279768.38),(58 278722.63),(59 274814.47),(60 269894.3),(61 263111),(62 255568.45),(63 250497.7),(64 242409.9),(65 233552),(66 227778.48),(67 225421.17),(68 227859.7),(69 230402.11),(70 233426.06),(71 233088.2),(72 230662.84),(73 227294.97),(74 223287.6),(75 221827.55),(76 221966.73),(77 224461.84),(78 229529.33),(79 237467.27),
(1 23465.996),(2 67249.3),(3 106098.19),(4 142594.44),(5 168327.8),(6 182958.27),(7 192820.3),(8 202204.27),(9 211366.53),(10 218543.4),(11 222344.86),(12 223837.23),(13 227082.86),(14 236695.88),(15 246957.19),(16 258163.55),(17 263068.4),(18 259311.28),(19 253824.47),(20 251340.19),(21 254179.95),(22 260504.77),(23 268228.34),(24 274647.84),(25 274735.25),(26 271895.53),(27 266573.06),(28 260133.03),(29 254120.33),(30 251080.95),(31 250586.53),(32 248417.72),(33 246995.19),(34 245403.17),(35 244999.22),(36 243143.63),(37 236745.77),(38 228218.55),(39 223083.36),(40 221246.1),(41 225877.78),(42 234905.05),(43 248684.58),(44 259728.69),(45 266409.34),(46 266370.28),(47 258692.67),(48 248617.33),(49 238090.23),(50 233340.23),(51 232260.72),(52 235609.64),(53 243079.28),(54 249830.19),(55 254542.33),(56 253673.28),(57 253447.5),(58 250347.64),(59 246949.97),(60 242336),(61 236101.22),(62 229951.42),(63 227384.28),(64 223064.63),(65 218496.38),(66 215085.47),(67 216340.31),(68 221901.77),(69 225082.92),(70 232783),(71 236553.03),(72 235609.72),(73 230954.5),(74 225275.53),(75 224032.38),(76 225550.63),(77 232525.28),(78 243003.13),(79 255972.81),
(1 24529),(2 70777.32),(3 113305.91),(4 152879.88),(5 178381.14),(6 191872.69),(7 198220.53),(8 204408.4),(9 210696.17),(10 219014.61),(11 226064.3),(12 230775.83),(13 235379.5),(14 244089.69),(15 253678.11),(16 263132),(17 269442.97),(18 266392.88),(19 257322.02),(20 247508.67),(21 240342.02),(22 237135.16),(23 237115.75),(24 238629.34),(25 237880.78),(26 236154.53),(27 233706.06),(28 229522.84),(29 225206.19),(30 222984.38),(31 223303.33),(32 222089.72),(33 221523.92),(34 219883.02),(35 218493.69),(36 216839.45),(37 211801.31),(38 205778.06),(39 201945.98),(40 203898.23),(41 213783.27),(42 226685.34),(43 239154.83),(44 246424.63),(45 250517.11),(46 249027.6),(47 243350.13),(48 237655.34),(49 234734.47),(50 237030.48),(51 241786.38),(52 248251.5),(53 254791.8),(54 258593.86),(55 258556.4),(56 254390.95),(57 252369.05),(58 250458.8),(59 248459.66),(60 247917.56),(61 247730.84),(62 246711.14),(63 244916.4),(64 240573.44),(65 237305.81),(66 235385.83),(67 237692.97),(68 241715.08),(69 243719.83),(70 244633.22),(71 241212.17),(72 235732.8),(73 229853.81),(74 227038.23),(75 224701.14),(76 221915.38),(77 220116.06),(78 218604.92),(79 222895.56),
(1 28085.627),(2 82965.81),(3 129181.92),(4 172605.69),(5 197591.22),(6 208351.66),(7 212438.8),(8 218035.66),(9 224707.28),(10 234887.2),(11 244816.11),(12 254349.89),(13 263276.66),(14 269763.97),(15 273763.2),(16 275101.4),(17 274669.97),(18 270497.9),(19 267105.34),(20 263440.84),(21 260198.33),(22 255681.45),(23 252594.94),(24 250344.38),(25 246237.61),(26 240560.98),(27 235324.1),(28 228658.23),(29 226681.67),(30 230275.89),(31 237246.5),(32 241971.22),(33 243985.81),(34 241742.6),(35 237606.06),(36 234627.13),(37 231603.67),(38 229169.13),(39 228757.38),(40 230675.56),(41 238564.33),(42 250772.06),(43 263994.03),(44 271500.6),(45 271664.7),(46 267324.78),(47 256936.78),(48 248543.8),(49 248969.94),(50 256394.67),(51 262129.42),(52 267541.44),(53 269649),(54 267122.8),(55 264616.56),(56 260438.28),(57 257618.55),(58 254785.38),(59 251081.75),(60 249581.16),(61 253697.28),(62 260459.08),(63 266640.6),(64 265313),(65 258978.92),(66 248949.31),(67 244118.14),(68 248578.19),(69 252285.08),(70 254450.25),(71 247034.48),(72 235120.84),(73 223180.64),(74 217759.2),(75 216478.39),(76 222301.02),(77 229687.95),(78 234902.5),(79 238190.19),
(1 24372.5),(2 69946.51),(3 108703.336),(4 144178.81),(5 165856.63),(6 179216.53),(7 191520.28),(8 203958.23),(9 213212.45),(10 223206.63),(11 229329.67),(12 235393.39),(13 243663.88),(14 252792.67),(15 259529.81),(16 263347.13),(17 265263.97),(18 263944.06),(19 263436.66),(20 260556.7),(21 257531.5),(22 250831.78),(23 242016.98),(24 234927.3),(25 230883.5),(26 229220.44),(27 227440.61),(28 224957.27),(29 225424.7),(30 228246.98),(31 229596.17),(32 225922.45),(33 223719.27),(34 217367.67),(35 212773.16),(36 214045.3),(37 221146.53),(38 229813.39),(39 235743.73),(40 241540.16),(41 244918.13),(42 247464.44),(43 249301.16),(44 252496.39),(45 251975.9),(46 250413.61),(47 248466.75),(48 248714.73),(49 253521.08),(50 261255.42),(51 265644.25),(52 266428.72),(53 264701.13),(54 263300.25),(55 263611.9),(56 263401.47),(57 264266.53),(58 260758.27),(59 251660.13),(60 242958.63),(61 243346.06),(62 249254.5),(63 257422.06),(64 258897.13),(65 254031.13),(66 245463.7),(67 239243.78),(68 235119.98),(69 233364.02),(70 229355.61),(71 221386.92),(72 214664.52),(73 213040.19),(74 215122.19),(75 214010.11),(76 214811.2),(77 212352.78),(78 208841.33),(79 209216.75),
(1 26032.799),(2 74178.52),(3 114535),(4 151056.66),(5 172862.52),(6 179891.33),(7 187012.77),(8 199139.67),(9 210772.2),(10 223701.13),(11 231791.23),(12 235904.28),(13 239455.63),(14 243691.1),(15 247434.95),(16 248509.52),(17 246815.98),(18 243521.02),(19 242903),(20 242142),(21 238951.27),(22 233538.73),(23 223935.8),(24 215179.83),(25 213319.02),(26 218214.05),(27 223670.27),(28 227527.13),(29 227332.63),(30 221464.61),(31 212971.8),(32 205372.02),(33 204493.95),(34 206178.2),(35 210935.5),(36 219581.83),(37 225221.34),(38 229436.33),(39 230946.39),(40 233465.17),(41 237210.16),(42 240354.17),(43 243663.02),(44 248005.17),(45 248760),(46 250665.94),(47 249931.78),(48 251019.3),(49 256821.8),(50 261765.78),(51 265155.3),(52 263581.72),(53 260206.7),(54 256009.48),(55 256492.9),(56 257377.27),(57 256457.52),(58 251919),(59 241507.28),(60 231414.02),(61 228826.06),(62 232566.67),(63 235691.88),(64 240499.55),(65 239977.6),(66 234718.17),(67 229138.7),(68 227707.22),(69 229628.45),(70 229835.83),(71 225569.84),(72 218472.73),(73 212824.13),(74 209765.45),(75 208504.33),(76 209507.98),(77 211540.05),(78 212630.05),(79 212425.13),
(1 25924.047),(2 72662.766),(3 111201.664),(4 143694.28),(5 161891.86),(6 171102.78),(7 179491.23),(8 186791.95),(9 193711.45),(10 196104.34),(11 195179.8),(12 196054.86),(13 203276.72),(14 210993.94),(15 215146.11),(16 216916.63),(17 214965.5),(18 206230.95),(19 199789.77),(20 197929.94),(21 197116.9),(22 197092.08),(23 195374.06),(24 192213.17),(25 193324.28),(26 198853.52),(27 205471.17),(28 208616.92),(29 210371.33),(30 207349.72),(31 201211.66),(32 195866.6),(33 193217.63),(34 191106.9),(35 190758.77),(36 194543.28),(37 201825.33),(38 208474.14),(39 214010.25),(40 214654.11),(41 213740.89),(42 213303.22),(43 214633.34),(44 217389.69),(45 219752.9),(46 222955.1),(47 224917.22),(48 226390.36),(49 225826.19),(50 223556.55),(51 222162.67),(52 219649.5),(53 218292.25),(54 219561.81),(55 225068),(56 227903.11),(57 227126.8),(58 222119.27),(59 213858.02),(60 209521.23),(61 213924.11),(62 221972.86),(63 223619.8),(64 228363.81),(65 227681.08),(66 223850.83),(67 224143.81),(68 226212.61),(69 228513.1),(70 228449.14),(71 225516.2),(72 222158.17),(73 222165.58),(74 225033.72),(75 227529.94),(76 227396.42),(77 222252.13),(78 213462.19),(79 208513.94),
(1 24410.555),(2 66667.4),(3 100883.82),(4 128773.875),(5 144607.34),(6 152514.38),(7 161729.1),(8 171906.81),(9 179859.27),(10 186142.98),(11 188634.58),(12 191218),(13 196973.9),(14 205140.98),(15 211211.63),(16 215525.98),(17 216770.17),(18 212681.06),(19 207595.13),(20 205842.81),(21 208381.69),(22 212992.69),(23 214390.2),(24 211093.63),(25 208670.75),(26 211064.05),(27 215697.72),(28 218887.16),(29 217713.19),(30 208198.23),(31 197783.63),(32 193922.69),(33 195209.17),(34 198084.14),(35 200817.7),(36 202356.84),(37 205665.78),(38 212794.44),(39 221262.66),(40 225414.9),(41 225704.58),(42 221873.66),(43 218582.14),(44 217419.55),(45 215662.34),(46 215789.03),(47 215349.19),(48 216719.88),(49 221357.03),(50 226281.61),(51 230836.72),(52 230252.05),(53 228187.63),(54 225785.72),(55 224365.78),(56 223741.11),(57 221588.8),(58 220080.52),(59 217086.42),(60 217833.9),(61 222881.27),(62 228306.38),(63 228566.25),(64 226697.27),(65 222588.3),(66 219399.05),(67 218864.88),(68 217015.66),(69 213823.66),(70 208332.45),(71 200990.31),(72 194622),(73 192474.31),(74 194202.31),(75 196990.45),(76 198325.63),(77 198071.13),(78 195988.98),(79 194116.31),
(1 26247.006),(2 71330.6),(3 108243),(4 137860.19),(5 155001.92),(6 164952.66),(7 176498.81),(8 189786.08),(9 198302.34),(10 204264.95),(11 206232.34),(12 204921.4),(13 206949.14),(14 212990.53),(15 216244.25),(16 219295.92),(17 218820.13),(18 213930),(19 211332.25),(20 212643.02),(21 214244.73),(22 216234.86),(23 214859.11),(24 210621.72),(25 209672.22),(26 213486.73),(27 217287.22),(28 215596.28),(29 210246.28),(30 201738.2),(31 198180.78),(32 200305.89),(33 205598.92),(34 210498.16),(35 212928.31),(36 216693.98),(37 222256.22),(38 230831.52),(39 238967.25),(40 241981.47),(41 240066.25),(42 238000.81),(43 239796.67),(44 242938.75),(45 243313.73),(46 243578.53),(47 242112.73),(48 242180.28),(49 247495.8),(50 252995),(51 256682.98),(52 257159.39),(53 256806.53),(54 255430.61),(55 255059.78),(56 253186.94),(57 249241.28),(58 243835.6),(59 236833.98),(60 235947.86),(61 241579.92),(62 246182.98),(63 245635.88),(64 242035.78),(65 236251.34),(66 230605.22),(67 222424.86),(68 212334.78),(69 203971.6),(70 198376.94),(71 197219.27),(72 199094.25),(73 200515.39),(74 200375.33),(75 199219.11),(76 199220.4),(77 200492.14),(78 201860.38),(79 204513.11),
(1 27343.559),(2 74520.766),(3 110773.92),(4 138040.16),(5 151033.9),(6 157782.73),(7 171041.86),(8 187068.67),(9 198035.8),(10 204645.94),(11 206186.55),(12 206986.58),(13 207672.53),(14 209358.84),(15 209756.28),(16 211590.63),(17 212388.48),(18 212147.03),(19 209504.1),(20 205996.47),(21 203560.92),(22 202427.17),(23 201664.63),(24 203586.39),(25 205192.89),(26 205462.69),(27 208381.33),(28 210174.42),(29 210293.86),(30 207525.9),(31 202083.33),(32 196676.92),(33 197162.42),(34 197773.9),(35 202477.36),(36 210522.88),(37 215412.2),(38 220123.94),(39 222583.03),(40 222844.92),(41 221063.11),(42 219488.28),(43 220003.27),(44 220054.88),(45 220887.27),(46 223489.94),(47 225642.81),(48 225814.88),(49 225522.73),(50 227172.7),(51 228182.3),(52 227445.13),(53 228698.58),(54 229074.63),(55 228834.64),(56 227924.89),(57 225817.86),(58 223423.36),(59 219565.45),(60 218402.67),(61 219216.19),(62 220186.89),(63 219355.61),(64 216495.31),(65 214158.34),(66 211953.42),(67 209632.44),(68 206447.23),(69 203347.58),(70 200700.28),(71 199176.47),(72 200958.63),(73 201489.9),(74 201546.84),(75 202981.95),(76 201434.42),(77 200032.69),(78 201673.72),(79 206038.16),
(1 25665.002),(2 70105.5),(3 104441.695),(4 132988.55),(5 148559.98),(6 156858.22),(7 167679.77),(8 177394.88),(9 182655.28),(10 183513.9),(11 183086.3),(12 187280.3),(13 193817.88),(14 196106.94),(15 196271.45),(16 195614.83),(17 196829.23),(18 196734.14),(19 196096.55),(20 192367.36),(21 186849.98),(22 181174.42),(23 177785.95),(24 178643.5),(25 184530.05),(26 191382.88),(27 196114.13),(28 199003.56),(29 196719.75),(30 189503.63),(31 183920.23),(32 181226.3),(33 181933.78),(34 184795.03),(35 189146.3),(36 193101.94),(37 193907.69),(38 193011.2),(39 191501.1),(40 189595.28),(41 191005.39),(42 193837.31),(43 196402.84),(44 195878.66),(45 194807.48),(46 193091.75),(47 194185.61),(48 195127.1),(49 193023.05),(50 192979.25),(51 192785.84),(52 193718.58),(53 194885.2),(54 194265.19),(55 194409.39),(56 195860.14),(57 195825.03),(58 194835.95),(59 190259.78),(60 188627.06),(61 192294.84),(62 197577.55),(63 200874.55),(64 201780.66),(65 198105.64),(66 193013.5),(67 189868.9),(68 190599.03),(69 191857.66),(70 194634.42),(71 195436.55),(72 195628.61),(73 198201.11),(74 202469.05),(75 204556.97),(76 204148.95),(77 200866.77),(78 196977.7),(79 195476.44),
(1 27559.93),(2 75159.17),(3 110797.21),(4 135568.53),(5 145900.97),(6 147448.67),(7 153229.58),(8 163717.03),(9 170498.89),(10 174101.06),(11 175413.25),(12 177120.27),(13 179627.9),(14 181709.73),(15 180693.78),(16 179779.08),(17 180064.33),(18 180228.03),(19 182082.42),(20 182076.56),(21 179167.98),(22 175654.13),(23 172256.17),(24 172714.78),(25 178874.16),(26 187959.58),(27 193821.75),(28 198444.64),(29 198831.56),(30 193751.98),(31 189750.28),(32 190468.36),(33 191675.13),(34 194178.97),(35 194994.17),(36 194477.25),(37 195239.38),(38 197805.52),(39 198306.67),(40 197622.81),(41 194530.08),(42 189285.66),(43 189360.64),(44 191190.52),(45 191297.33),(46 190561.25),(47 188757.16),(48 187619.52),(49 188157.28),(50 190016.11),(51 189860.13),(52 189234.92),(53 187662.7),(54 186416.8),(55 187731.72),(56 189217.11),(57 188463.34),(58 186173.84),(59 181536.64),(60 179177.83),(61 180508.64),(62 181763.38),(63 181739.78),(64 179585.73),(65 177628.48),(66 176442.44),(67 178631.94),(68 183187.56),(69 187125.34),(70 187915.47),(71 187431.08),(72 188417.56),(73 193637.61),(74 200895.39),(75 209267.8),(76 213855.97),(77 216587.88),(78 215865.73),(79 212247.84),
(1 22851.043),(2 62119.45),(3 91529.016),(4 114615.484),(5 126363.9),(6 133444.33),(7 142680.44),(8 153754.92),(9 159845.98),(10 163478.92),(11 163125.45),(12 165018.56),(13 169861.56),(14 172984.9),(15 173574.45),(16 173507.56),(17 174528.86),(18 173759.5),(19 172191.05),(20 171452.72),(21 171342.55),(22 173010.11),(23 172040.56),(24 170818.06),(25 169281.14),(26 168150.81),(27 167349.75),(28 167827.56),(29 169259.8),(30 169456.17),(31 168095.66),(32 168167.38),(33 169362.95),(34 171342.31),(35 172380.73),(36 171389.72),(37 170020.52),(38 170868.83),(39 172733.22),(40 174198.34),(41 176018.83),(42 176238.52),(43 177321.61),(44 177591.45),(45 178365.03),(46 177741.25),(47 177828.7),(48 177943.02),(49 178094.7),(50 178236.25),(51 176383.25),(52 175194.33),(53 175803.89),(54 177172.42),(55 180118.2),(56 181534.64),(57 181104.83),(58 178373.9),(59 173623.13),(60 172170.36),(61 174028.88),(62 172299.61),(63 169508.5),(64 163525.92),(65 158995.52),(66 156765.9),(67 158082.48),(68 159812.34),(69 161782.1),(70 162361.92),(71 162041.75),(72 163132.84),(73 166475.47),(74 172429.4),(75 180289.89),(76 187753.89),(77 193366.34),(78 197294.13),(79 197324.92),
(1 24197.02),(2 64998.54),(3 96408.18),(4 121319.59),(5 134232.95),(6 139136.34),(7 144198.92),(8 150515.67),(9 154126.17),(10 158494.78),(11 161967.13),(12 167067.94),(13 169668.39),(14 167533.06),(15 162826.47),(16 159847.23),(17 161641.66),(18 164861.77),(19 167579.72),(20 169772.64),(21 170302.08),(22 171363.47),(23 169625.72),(24 166919.27),(25 162646.25),(26 160040.3),(27 160901.34),(28 167207.02),(29 173835.77),(30 176395.16),(31 172638.52),(32 167197.16),(33 162943.53),(34 163256.16),(35 168055.9),(36 173080.05),(37 175170.5),(38 172732.8),(39 168933.98),(40 163582.13),(41 161002.13),(42 161052.6),(43 163780.34),(44 164658.45),(45 164999.34),(46 162112.72),(47 159710.2),(48 157478.83),(49 156651.2),(50 157610.72),(51 159164.72),(52 160158.89),(53 162693.28),(54 166284.42),(55 168824.69),(56 166465.53),(57 164260.25),(58 163841.88),(59 164547.05),(60 170379.61),(61 175874.34),(62 176120.05),(63 174359.69),(64 168356.5),(65 162945.55),(66 162220.95),(67 165671.13),(68 169867.53),(69 173194.97),(70 173549.06),(71 170801.95),(72 168351.36),(73 167344.14),(74 169241.02),(75 176911.13),(76 186348.34),(77 195021.58),(78 201338.31),(79 200729.86),
(1 25686.832),(2 68548.85),(3 99233.336),(4 120611.414),(5 126578.875),(6 124150.56),(7 126302.15),(8 132480.95),(9 138888.28),(10 145543.06),(11 148291.98),(12 151877.83),(13 156347.06),(14 157698.66),(15 156663.34),(16 154683.58),(17 155767.36),(18 157568.81),(19 157791.61),(20 158418.86),(21 158714.5),(22 160511.3),(23 162691.23),(24 165702.83),(25 165014.19),(26 162192.4),(27 160644.22),(28 161204.14),(29 165197.06),(30 169134.53),(31 167803.98),(32 163072),(33 158809.06),(34 156217.34),(35 159463.92),(36 168894.98),(37 174487.14),(38 170160.63),(39 163214.17),(40 155154.98),(41 151238.22),(42 151126.84),(43 154418.95),(44 157404.52),(45 158850.84),(46 160995.38),(47 160756.92),(48 159361.78),(49 155554.81),(50 152023.44),(51 151296.95),(52 153064.53),(53 157991.56),(54 166301.7),(55 171909.48),(56 171516.63),(57 170304.72),(58 169187.1),(59 167422.5),(60 168585.9),(61 170955.52),(62 173089.27),(63 173441.27),(64 171838.11),(65 168030.92),(66 166605.89),(67 168534.84),(68 171526.28),(69 174763.66),(70 174989.45),(71 171074.11),(72 168505.4),(73 165938.11),(74 164661.55),(75 165646.52),(76 169110.45),(77 173533.22),(78 175505.78),(79 173284.81),
