1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1389222),(2 5166809.5),(3 11142007),(4 18781910),(5 28379754),(6 37578324),(7 47752930),(8 59082476),(9 72427600),(10 87352740),(11 99904990),(12 110614120),(13 120017860),(14 128760040),(15 135536480),(16 141530160),(17 146858480),(18 150962270),(19 154634860),(20 157624180),(21 160094450),(22 163516980),(23 165571570),(24 167346190),(25 167842560),(26 168485230),(27 167792340),(28 170023500),(29 169630200),(30 168097330),(31 166352380),(32 165246060),(33 164505800),(34 166023890),(35 167902320),(36 170486290),(37 174388400),(38 179602110),(39 184512000),(40 188650100),(41 193648720),(42 198534220),(43 201939260),(44 206071860),(45 210360850),(46 213611400),(47 216297390),(48 218815980),(49 221828670),(50 225425660),(51 229447680),(52 234205440),(53 239852460),(54 246531600),(55 254102700),(56 262446100),(57 271385500),(58 280270820),(59 289769300),(60 299926940),(61 310742880),(62 322561180),(63 335100540),(64 348837730),(65 362965730),(66 377844320),(67 393202340),(68 406518500),(69 418761250),(70 430713300),(71 441894620),(72 452266780),(73 462332640),(74 470778850),(75 478649180),(76 486805380),(77 495295650),(78 503138270),(79 509835420),
(1 2166.0588),(2 1822.9642),(3 2122.5984),(4 2060.3926),(5 2115.7595),(6 2146.8787),(7 2187.2168),(8 2150.9597),(9 2223.8892),(10 2211.878),(11 2250.4165),(12 2247.4556),(13 2268.7585),(14 2329.671),(15 2299.4568),(16 2376.6846),(17 2349.8877),(18 2405.1387),(19 2388.0486),(20 2453.1763),(21 2445.853),(22 2488.3318),(23 2470.062),(24 2462.0105),(25 2460.5474),(26 2546.3538),(27 2549.421),(28 2517.622),(29 2561.5576),(30 2600.933),(31 2628.2021),(32 2600.627),(33 2581.4805),(34 2585.82),(35 2609.3079),(36 2607.8428),(37 2600.3762),(38 2592.82),(39 2576.53),(40 2611.389),(41 2622.6973),(42 2615.1985),(43 2653.29),(44 2642.6682),(45 2683.7031),(46 2699.1287),(47 2671.6233),(48 2697.1458),(49 2682.3088),(50 2681.673),(51 2670.6062),(52 2684.811),(53 2694.1765),(54 2712.2842),(55 2711.5676),(56 2706.455),(57 2693.474),(58 2752.8523),(59 2747.4033),(60 2742.5679),(61 2720.7046),(62 2709.0745),(63 2750.989),(64 2779.729),(65 2729.631),(66 2716.4495),(67 2780.8484),(68 2752.7363),(69 2747.6672),(70 2710.1245),(71 2704.433),(72 2650.7932),(73 2668.143),(74 2614.7175),(75 2610.5488),(76 2650.8245),(77 2603.9626),(78 2644.5637),(79 2624.1836),
(1 2062.6592),(2 1750.1224),(3 2050.5017),(4 2009.138),(5 2024.2307),(6 2052.0598),(7 2097.9297),(8 2078.9626),(9 2205.6877),(10 2176.7825),(11 2232.409),(12 2207.9128),(13 2247.0244),(14 2276.9792),(15 2301.266),(16 2340.7927),(17 2332.4866),(18 2339.2664),(19 2331.833),(20 2380.0376),(21 2392.859),(22 2431.0283),(23 2397.9138),(24 2380.9219),(25 2396.332),(26 2454.5176),(27 2497.0552),(28 2506.8762),(29 2532.4116),(30 2520.4294),(31 2560.8394),(32 2558.635),(33 2543.1362),(34 2513.8677),(35 2574.926),(36 2502.2124),(37 2521.4814),(38 2526.3674),(39 2505.034),(40 2529.6194),(41 2530.534),(42 2522.8994),(43 2549.6548),(44 2557.8188),(45 2568.1392),(46 2607.4004),(47 2583.137),(48 2588.5786),(49 2576.0466),(50 2564.2476),(51 2574.602),(52 2585.0203),(53 2617.1968),(54 2623.8486),(55 2578.231),(56 2625.3218),(57 2615.578),(58 2646.1328),(59 2661.5674),(60 2626.2502),(61 2559.681),(62 2610.9421),(63 2610.6309),(64 2642.6863),(65 2592.9143),(66 2623.8877),(67 2626.8289),(68 2620.3118),(69 2701.8313),(70 2610.6514),(71 2636.5457),(72 2594.3171),(73 2610.5408),(74 2586.044),(75 2545.1663),(76 2622.3735),(77 2556.1062),(78 2591.1506),(79 2591.5974),
(1 2038.3977),(2 1693.7183),(3 2016.1667),(4 1916.0929),(5 1964.8406),(6 1986.781),(7 2078.7778),(8 2039.3865),(9 2160.307),(10 2126.629),(11 2114.5835),(12 2101.451),(13 2172.4104),(14 2211.227),(15 2225.4092),(16 2276.877),(17 2249.6233),(18 2250.933),(19 2272.752),(20 2318.1577),(21 2333.4272),(22 2308.7327),(23 2279.1116),(24 2302.878),(25 2311.6667),(26 2355.628),(27 2436.0303),(28 2452.5203),(29 2427.281),(30 2416.6975),(31 2433.447),(32 2413.4934),(33 2408.9978),(34 2411.3748),(35 2476.626),(36 2450.2002),(37 2454.593),(38 2445.1074),(39 2445.0325),(40 2435.4546),(41 2434.3354),(42 2417.8691),(43 2447.6953),(44 2471.026),(45 2477.141),(46 2468.0244),(47 2511.037),(48 2484.1975),(49 2417.1072),(50 2428.2805),(51 2499.7007),(52 2478.5295),(53 2490.6292),(54 2524.1902),(55 2482.4067),(56 2500.3582),(57 2525.1082),(58 2541.9377),(59 2530.8643),(60 2486.8198),(61 2453.4045),(62 2509.368),(63 2514.7075),(64 2542.598),(65 2537.4414),(66 2530.5737),(67 2518.424),(68 2510.2344),(69 2516.0796),(70 2460.0747),(71 2507.617),(72 2476.8247),(73 2493.6785),(74 2459.4053),(75 2443.8308),(76 2519.456),(77 2449.6697),(78 2543.713),(79 2465.7097),
(1 2070.5088),(2 1688.8279),(3 2037.1937),(4 1917.6974),(5 1990.1543),(6 2011.8342),(7 2112.7395),(8 2008.5621),(9 2134.2737),(10 2080.3792),(11 2186.0222),(12 2140.986),(13 2184.9495),(14 2244.2144),(15 2232.1523),(16 2296.175),(17 2270.3403),(18 2253.8223),(19 2275.109),(20 2311.667),(21 2325.4016),(22 2308.47),(23 2332.5322),(24 2328.433),(25 2312.4343),(26 2403.0527),(27 2481.265),(28 2510.9814),(29 2481.9417),(30 2483.8098),(31 2477.2175),(32 2487.5476),(33 2495.799),(34 2481.994),(35 2493.247),(36 2485.4763),(37 2515.5347),(38 2506.3079),(39 2529.0178),(40 2512.8354),(41 2485.7085),(42 2514.6707),(43 2508.353),(44 2515.927),(45 2570.7617),(46 2546.3892),(47 2551.61),(48 2521.9954),(49 2467.6233),(50 2473.2407),(51 2499.6216),(52 2548.7874),(53 2501.597),(54 2524.845),(55 2504.2969),(56 2501.9146),(57 2517.5188),(58 2573.2583),(59 2518.6602),(60 2478.7053),(61 2470.1182),(62 2519.926),(63 2550.4397),(64 2550.0015),(65 2519.3901),(66 2550.6726),(67 2548.8328),(68 2557.0574),(69 2572.0015),(70 2491.5012),(71 2515.2031),(72 2488.344),(73 2548.3745),(74 2475.3723),(75 2483.6455),(76 2541.6543),(77 2469.2744),(78 2568.299),(79 2508.6995),
(1 1967.1134),(2 1599.7983),(3 1912.8344),(4 1833.5529),(5 1893.1615),(6 1880.5916),(7 1985.7047),(8 1922.4418),(9 2023.1329),(10 2007.2915),(11 2041.8708),(12 2015.4592),(13 2041.2512),(14 2125.444),(15 2100.398),(16 2131.2202),(17 2127.636),(18 2076.605),(19 2091.3215),(20 2170.7017),(21 2174.8855),(22 2156.71),(23 2177.7356),(24 2163.001),(25 2227.7532),(26 2291.4536),(27 2332.2363),(28 2328.588),(29 2299.9622),(30 2298.9639),(31 2339.7175),(32 2310.4924),(33 2317.7563),(34 2320.5088),(35 2356.492),(36 2344.936),(37 2383.7705),(38 2379.7356),(39 2373.7998),(40 2393.844),(41 2370.8428),(42 2409.2031),(43 2436.4775),(44 2397.4685),(45 2468.2974),(46 2460.5427),(47 2415.8347),(48 2409.161),(49 2388.7007),(50 2403.685),(51 2413.779),(52 2434.2278),(53 2399.2417),(54 2425.5493),(55 2393.2297),(56 2424.9795),(57 2429.1865),(58 2444.0703),(59 2411.692),(60 2395.6711),(61 2374.4863),(62 2404.143),(63 2408.239),(64 2437.828),(65 2412.9849),(66 2381.3162),(67 2439.7686),(68 2439.2505),(69 2475.628),(70 2417.274),(71 2454.2385),(72 2397.948),(73 2470.1697),(74 2428.499),(75 2438.6218),(76 2480.5527),(77 2417.9458),(78 2472.8677),(79 2459.937),
(1 1935.4633),(2 1524.7058),(3 1845.2775),(4 1771.7341),(5 1817.2177),(6 1799.3739),(7 1919.8972),(8 1889.8845),(9 2010.5597),(10 1928.3523),(11 2021.738),(12 2008.4088),(13 2015.5403),(14 2087.5598),(15 2067.9104),(16 2104.9448),(17 2077.3643),(18 2063.1443),(19 2111.4177),(20 2109.463),(21 2118.8994),(22 2145.475),(23 2145.9763),(24 2166.394),(25 2197.1704),(26 2260.5078),(27 2295.4595),(28 2279.7927),(29 2263.5415),(30 2282.189),(31 2294.1416),(32 2309.9678),(33 2296.7957),(34 2271.6821),(35 2294.5754),(36 2288.436),(37 2328.9097),(38 2328.2407),(39 2354.8108),(40 2384.5068),(41 2383.806),(42 2383.489),(43 2419.1826),(44 2393.8232),(45 2446.2808),(46 2428.7666),(47 2384.939),(48 2375.216),(49 2367.2314),(50 2353.1636),(51 2380.7058),(52 2363.6567),(53 2340.1216),(54 2343.4216),(55 2331.2756),(56 2365.3215),(57 2331.1563),(58 2376.45),(59 2337.8008),(60 2327.827),(61 2289.6147),(62 2357.0715),(63 2321.2542),(64 2376.8564),(65 2355.6045),(66 2332.4363),(67 2369.0938),(68 2371.1436),(69 2370.309),(70 2304.2688),(71 2339.6545),(72 2328.578),(73 2394.3308),(74 2354.2073),(75 2380.0166),(76 2406.4688),(77 2360.7927),(78 2442.8987),(79 2359.9272),
(1 1907.7278),(2 1505.7651),(3 1833.2422),(4 1727.5481),(5 1799.5255),(6 1795.0907),(7 1849.7515),(8 1828.0735),(9 1942.3864),(10 1896.4675),(11 1978.0435),(12 1980.0597),(13 1969.2137),(14 2004.4171),(15 2008.576),(16 2044.5126),(17 2053.9658),(18 2032.3615),(19 2048.9875),(20 2058.0242),(21 2071.8225),(22 2044.8997),(23 2089.578),(24 2145.4736),(25 2195.2786),(26 2244.2336),(27 2233.449),(28 2209.5432),(29 2168.198),(30 2219.012),(31 2236.9548),(32 2216.4685),(33 2227.508),(34 2203.66),(35 2263.2305),(36 2263.0935),(37 2279.6897),(38 2287.117),(39 2289.8252),(40 2301.8772),(41 2321.2654),(42 2319.6287),(43 2337.2656),(44 2344.3037),(45 2362.342),(46 2336.157),(47 2280.7634),(48 2241.0527),(49 2281.5789),(50 2264.011),(51 2309.1753),(52 2249.6821),(53 2241.3787),(54 2263.3538),(55 2225.156),(56 2308.2678),(57 2248.0723),(58 2303.1287),(59 2265.642),(60 2253.4941),(61 2240.9988),(62 2262.0889),(63 2268.9854),(64 2380.618),(65 2287.1743),(66 2326.4172),(67 2313.4111),(68 2307.658),(69 2370.3103),(70 2267.4014),(71 2280.5298),(72 2287.1162),(73 2318.798),(74 2281.5388),(75 2280.2878),(76 2313.0825),(77 2250.1367),(78 2331.7693),(79 2238.447),
(1 1916.7999),(2 1502.6818),(3 1829.7773),(4 1713.1836),(5 1804.1754),(6 1764.604),(7 1861.5759),(8 1852.2987),(9 1941.6031),(10 1881.413),(11 1981.3036),(12 1957.3804),(13 1943.4963),(14 2011.4547),(15 2008.5476),(16 2067.087),(17 2021.0536),(18 2011.8347),(19 2034.2303),(20 2053.9822),(21 2072.4749),(22 2090.0627),(23 2056.113),(24 2136.561),(25 2166.4792),(26 2187.4773),(27 2189.653),(28 2220.5864),(29 2157.0474),(30 2186.7175),(31 2217.9622),(32 2205.8098),(33 2232.9084),(34 2200.323),(35 2243.3562),(36 2233.0422),(37 2218.3403),(38 2236.02),(39 2235.9304),(40 2228.8757),(41 2255.6292),(42 2265.5303),(43 2292.9878),(44 2301.8696),(45 2291.6057),(46 2272.1787),(47 2249.1934),(48 2213.75),(49 2262.2942),(50 2276.978),(51 2266.7268),(52 2234.0002),(53 2221.7063),(54 2241.7087),(55 2217.064),(56 2286.6196),(57 2244.3154),(58 2286.0103),(59 2251.4849),(60 2248.5813),(61 2294.9707),(62 2308.5706),(63 2288.7683),(64 2418.8628),(65 2303.244),(66 2338.8135),(67 2321.7383),(68 2366.494),(69 2339.0303),(70 2266.134),(71 2314.0505),(72 2281.2231),(73 2349.4521),(74 2293.2578),(75 2343.0479),(76 2340.9873),(77 2289.2551),(78 2354.021),(79 2296.2754),
(1 1881.1771),(2 1465.2279),(3 1779.318),(4 1703.7039),(5 1780.2384),(6 1785.4963),(7 1826.9854),(8 1835.1335),(9 1952.0697),(10 1868.96),(11 1920.8618),(12 1975.4891),(13 1930.1195),(14 2001.8833),(15 1989.6273),(16 2001.2882),(17 2028.5386),(18 1993.8005),(19 2028.7703),(20 2051.631),(21 2069.9377),(22 2055.0544),(23 2072.2693),(24 2130.9595),(25 2122.4177),(26 2181.4639),(27 2161.5847),(28 2185.722),(29 2157.7646),(30 2146.6008),(31 2213.6763),(32 2177.8384),(33 2222.7188),(34 2188.4546),(35 2207.5479),(36 2175.8179),(37 2186.9004),(38 2189.8918),(39 2228.5505),(40 2230.4316),(41 2220.8303),(42 2221.186),(43 2237.6191),(44 2229.2927),(45 2208.7769),(46 2216.3833),(47 2186.6514),(48 2181.3052),(49 2205.4026),(50 2229.012),(51 2206.9014),(52 2156.2),(53 2190.5938),(54 2209.4666),(55 2224.9097),(56 2244.6272),(57 2215.2957),(58 2207.0872),(59 2202.5972),(60 2203.8892),(61 2241.337),(62 2262.2815),(63 2259.0935),(64 2324.312),(65 2286.6597),(66 2301.7039),(67 2288.1584),(68 2320.0347),(69 2289.8516),(70 2263.5803),(71 2307.711),(72 2228.4568),(73 2341.657),(74 2234.0457),(75 2309.0278),(76 2277.258),(77 2232.8328),(78 2293.8008),(79 2248.7878),
(1 1759.8395),(2 1372.3145),(3 1642.4615),(4 1562.9047),(5 1665.242),(6 1666.3156),(7 1709.1346),(8 1721.2169),(9 1773.4568),(10 1751.5792),(11 1808.8256),(12 1824.8008),(13 1815.0754),(14 1849.7648),(15 1838.0026),(16 1865.5696),(17 1855.8385),(18 1854.376),(19 1870.8771),(20 1912.5546),(21 1927.3998),(22 1947.2268),(23 1972.9769),(24 1995.0878),(25 1978.8567),(26 2024.9663),(27 2022.0112),(28 2018.921),(29 2019.5432),(30 2023.7307),(31 2061.0593),(32 2033.115),(33 2075.7603),(34 2071.2542),(35 2076.9446),(36 2043.4979),(37 2056.562),(38 2055.2505),(39 2092.4705),(40 2116.4922),(41 2089.2659),(42 2110.6328),(43 2065.5176),(44 2094.296),(45 2061.053),(46 2062.899),(47 2042.084),(48 2050.9902),(49 2071.051),(50 2071.9153),(51 2081.9631),(52 2024.9628),(53 2083.0308),(54 2076.597),(55 2099.1118),(56 2090.4314),(57 2078.2808),(58 2103.9985),(59 2083.744),(60 2077.4104),(61 2116.3064),(62 2152.176),(63 2172.2036),(64 2204.9443),(65 2155.9426),(66 2170.0393),(67 2204.8735),(68 2178.2146),(69 2180.9868),(70 2179.3728),(71 2177.1685),(72 2154.838),(73 2224.7842),(74 2139.986),(75 2226.772),(76 2138.622),(77 2141.9268),(78 2227.0596),(79 2152.813),
(1 1815.7543),(2 1395.2798),(3 1712.8015),(4 1614.7457),(5 1689.7074),(6 1746.0511),(7 1763.0767),(8 1775.3723),(9 1852.2379),(10 1856.1277),(11 1842.5317),(12 1867.6646),(13 1861.1349),(14 1909.5039),(15 1936.3679),(16 1889.5258),(17 1900.4539),(18 1877.4),(19 1899.2238),(20 1955.4324),(21 1980.022),(22 1980.1809),(23 1977.396),(24 2027.3535),(25 2008.4669),(26 2057.0195),(27 2062.1304),(28 2065.4053),(29 2070.415),(30 2051.65),(31 2108.4717),(32 2093.8179),(33 2113.0457),(34 2114.703),(35 2122.2373),(36 2076.257),(37 2108.452),(38 2115.1018),(39 2129.6748),(40 2158.5344),(41 2134.3088),(42 2144.383),(43 2112.5671),(44 2118.0864),(45 2151.0537),(46 2133.6172),(47 2095.1575),(48 2107.6445),(49 2139.8323),(50 2115.0725),(51 2146.565),(52 2125.2998),(53 2165.3252),(54 2137.782),(55 2113.5803),(56 2161.7495),(57 2116.7822),(58 2194.0928),(59 2140.9636),(60 2147.5435),(61 2182.377),(62 2249.3298),(63 2205.235),(64 2295.5476),(65 2225.2607),(66 2283.061),(67 2241.0212),(68 2276.612),(69 2260.6492),(70 2206.731),(71 2221.943),(72 2206.6233),(73 2269.3096),(74 2179.9255),(75 2250.8057),(76 2163.964),(77 2199.7234),(78 2235.5413),(79 2181.8376),
(1 1740.684),(2 1360.7809),(3 1649.1967),(4 1531.7882),(5 1597.0012),(6 1644.0688),(7 1655.2733),(8 1671.9188),(9 1739.1646),(10 1753.2836),(11 1747.702),(12 1753.4419),(13 1759.1765),(14 1773.2189),(15 1830.8297),(16 1792.435),(17 1804.1743),(18 1804.5797),(19 1815.9263),(20 1884.4862),(21 1894.5364),(22 1917.5896),(23 1926.984),(24 1889.3136),(25 1922.097),(26 1955.8298),(27 1954.179),(28 1957.4299),(29 1967.4448),(30 1963.1173),(31 2019.1882),(32 1982.859),(33 2001.3326),(34 1979.1774),(35 2030.7661),(36 2023.5581),(37 2023.6422),(38 2044.062),(39 2057.7935),(40 2105.827),(41 2056.958),(42 2054.778),(43 2035.4949),(44 2016.6567),(45 2037.4146),(46 2043.4193),(47 2014.6805),(48 2035.8787),(49 2056.9749),(50 2077.029),(51 2105.6497),(52 2070.5017),(53 2079.563),(54 2093.021),(55 2077.9075),(56 2109.45),(57 2068.7031),(58 2102.4473),(59 2100.52),(60 2090.3071),(61 2109.8015),(62 2143.2324),(63 2113.6365),(64 2142.0376),(65 2095.4192),(66 2191.012),(67 2119.7017),(68 2160.49),(69 2119.1992),(70 2130.832),(71 2125.2874),(72 2053.5227),(73 2143.47),(74 2024.6327),(75 2136.1301),(76 2057.7012),(77 2092.1816),(78 2102.0193),(79 2070.613),
(1 1662.6218),(2 1289.8514),(3 1585.7643),(4 1483.4801),(5 1612.266),(6 1610.8729),(7 1590.0916),(8 1613.0557),(9 1651.119),(10 1680.0863),(11 1662.7852),(12 1682.9757),(13 1708.1373),(14 1718.4275),(15 1760.3755),(16 1738.3419),(17 1750.2278),(18 1738.5983),(19 1762.5406),(20 1812.7194),(21 1825.4792),(22 1855.7253),(23 1859.5674),(24 1840.0677),(25 1839.0123),(26 1872.0195),(27 1892.1545),(28 1877.7485),(29 1881.366),(30 1906.3357),(31 1947.7521),(32 1926.5215),(33 1924.4973),(34 1918.9817),(35 1953.887),(36 1954.7325),(37 1948.6803),(38 1985.0009),(39 1991.7041),(40 2023.1779),(41 1993.4454),(42 1984.4884),(43 1999.5474),(44 1999.7493),(45 1999.9001),(46 2004.9758),(47 1969.2109),(48 1994.24),(49 2037.3998),(50 2040.2644),(51 2094.4177),(52 2044.5327),(53 2024.9553),(54 2041.7389),(55 2079.021),(56 2070.5388),(57 2086.424),(58 2076.2666),(59 2078.9968),(60 2063.8132),(61 2076.4746),(62 2115.0652),(63 2100.4688),(64 2127.3472),(65 2100.5493),(66 2134.8599),(67 2076.4316),(68 2141.472),(69 2081.2625),(70 2098.283),(71 2061.4963),(72 2048.4958),(73 2120.4675),(74 2005.8264),(75 2118.696),(76 2032.842),(77 2079.1677),(78 2059.194),(79 2058.9695),
(1 1613.6532),(2 1266.9854),(3 1532.1118),(4 1435.1554),(5 1532.3682),(6 1564.0273),(7 1579.4525),(8 1595.0385),(9 1605.2855),(10 1649.1788),(11 1628.88),(12 1649.2837),(13 1676.0039),(14 1651.8909),(15 1724.2312),(16 1694.7653),(17 1727.0719),(18 1703.7833),(19 1700.7792),(20 1785.128),(21 1782.7894),(22 1814.9027),(23 1810.4595),(24 1785.3057),(25 1825.4812),(26 1861.5729),(27 1864.9238),(28 1842.822),(29 1886.7197),(30 1883.2042),(31 1946.7953),(32 1926.4686),(33 1936.2059),(34 1911.8309),(35 1920.9851),(36 1947.9049),(37 1944.7037),(38 1983.209),(39 1945.2155),(40 1953.7997),(41 1956.804),(42 1950.8074),(43 1954.976),(44 1965.1317),(45 1963.2303),(46 1951.5651),(47 1941.5651),(48 1954.9194),(49 1991.3271),(50 2013.03),(51 2050.7502),(52 1972.2302),(53 1986.9218),(54 1992.407),(55 2030.4479),(56 2032.8289),(57 1996.1322),(58 2042.9752),(59 2021.7633),(60 2042.0553),(61 2010.4382),(62 2057.834),(63 2025.6394),(64 2062.2954),(65 2032.9325),(66 2051.56),(67 2001.2032),(68 2044.616),(69 1993.696),(70 2016.8809),(71 2004.6383),(72 1980.9868),(73 2033.5286),(74 1943.2435),(75 2048.6196),(76 1938.261),(77 2025.4487),(78 1968.1774),(79 1994.7548),
(1 1541.2045),(2 1204.4719),(3 1455.8408),(4 1389.2528),(5 1476.6954),(6 1497.8732),(7 1506.5876),(8 1549.8088),(9 1550.2953),(10 1579.8878),(11 1586.186),(12 1580.2439),(13 1590.896),(14 1588.5923),(15 1621.0348),(16 1624.7064),(17 1644.6741),(18 1658.8524),(19 1648.5254),(20 1692.7473),(21 1687.2301),(22 1739.098),(23 1711.2092),(24 1713.969),(25 1737.9135),(26 1749.7001),(27 1785.8568),(28 1750.7559),(29 1778.4624),(30 1764.7402),(31 1808.7927),(32 1815.1147),(33 1819.1202),(34 1819.5056),(35 1795.7722),(36 1831.3833),(37 1844.818),(38 1828.5487),(39 1821.3013),(40 1847.7046),(41 1848.1089),(42 1839.5513),(43 1848.5292),(44 1868.892),(45 1856.6343),(46 1856.2527),(47 1859.6038),(48 1874.1888),(49 1899.9425),(50 1936.5925),(51 1918.8176),(52 1863.1727),(53 1882.8245),(54 1913.9614),(55 1886.3666),(56 1934.5),(57 1903.6208),(58 1937.0082),(59 1941.7205),(60 1970.436),(61 1932.2145),(62 1958.7056),(63 1940.8989),(64 1953.5089),(65 1934.5073),(66 1960.2866),(67 1915.6404),(68 1956.206),(69 1923.5663),(70 1923.3694),(71 1909.0283),(72 1887.8523),(73 1922.1011),(74 1826.0925),(75 1943.3148),(76 1863.7261),(77 1904.8578),(78 1871.2954),(79 1903.6117),
(1 1597.2262),(2 1245.4407),(3 1500.597),(4 1418.452),(5 1505.7073),(6 1525.1635),(7 1515.0963),(8 1566.0536),(9 1555.2426),(10 1586.9397),(11 1576.7173),(12 1600.2504),(13 1634.5754),(14 1583.5238),(15 1639.6975),(16 1631.7484),(17 1684.6028),(18 1670.1107),(19 1669.208),(20 1718.262),(21 1692.3337),(22 1719.4406),(23 1707.8296),(24 1713.519),(25 1732.2767),(26 1751.3627),(27 1800.5598),(28 1775.389),(29 1819.3497),(30 1823.0616),(31 1847.7007),(32 1852.2338),(33 1850.5884),(34 1884.1228),(35 1878.1517),(36 1852.5303),(37 1880.24),(38 1903.9006),(39 1906.177),(40 1914.8284),(41 1909.6654),(42 1906.1487),(43 1931.0424),(44 1940.7946),(45 1925.7418),(46 1914.208),(47 1947.6501),(48 1921.3276),(49 1951.4281),(50 1960.5051),(51 1940.7247),(52 1915.3832),(53 1939.7094),(54 1954.165),(55 1951.3579),(56 1967.84),(57 1963.33),(58 1961.8456),(59 2004.903),(60 1980.9076),(61 1987.0773),(62 1998.9502),(63 2002.7953),(64 1998.8824),(65 1947.4825),(66 1992.2274),(67 1943.2662),(68 1970.3846),(69 1940.3951),(70 1976.1957),(71 1904.649),(72 1932.4591),(73 1976.5153),(74 1882.4001),(75 1970.1482),(76 1888.363),(77 1973.3385),(78 1930.7972),(79 1948.6614),
