1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1432.1235),(2 1572.2603),(3 1616.0876),(4 1713.7754),(5 1828.8162),(6 1872.2062),(7 2003.5947),(8 2094.9514),(9 2185.151),(10 2260.2344),(11 2303.036),(12 2382.3567),(13 2404.24),(14 2425.1182),(15 2412.323),(16 2379.6003),(17 2387.339),(18 2371.215),(19 2365.665),(20 2308.1108),(21 2279.3691),(22 2211.7646),(23 2146.91),(24 2164.5146),(25 2119.2192),(26 2128.2603),(27 2089.1235),(28 2104.4224),(29 2062.4775),(30 2098.2388),(31 2094.4536),(32 2088.012),(33 2097.581),(34 2091.5815),(35 2110.3237),(36 2102.617),(37 2114.0015),(38 2129.8198),(39 2192.2275),(40 2151.5227),(41 2169.7678),(42 2171.5242),(43 2194.1953),(44 2234.2954),(45 2224.8936),(46 2180.5122),(47 2215.8357),(48 2203.1345),(49 2205.2341),(50 2224.713),(51 2235.733),(52 2269.6953),(53 2248.7214),(54 2248.8784),(55 2254.3784),(56 2247.479),(57 2295.623),(58 2299.452),(59 2308.594),(60 2342.568),(61 2357.4702),(62 2377.9536),(63 2405.217),(64 2368.4275),(65 2371.6453),(66 2379.8755),(67 2339.9116),(68 2322.9219),(69 2280.653),(70 2226.2205),(71 2190.185),(72 2175.8757),(73 2101.7395),(74 2100.5654),(75 2082.4465),(76 2075.1672),(77 2070.0647),(78 2052.964),(79 2031.5748),
(1 1376.4222),(2 1502.3694),(3 1548.1761),(4 1678.1434),(5 1754.8284),(6 1830.8417),(7 1959.7408),(8 2042.9128),(9 2141.2078),(10 2198.6157),(11 2285.2715),(12 2341.5466),(13 2371.0164),(14 2365.9387),(15 2390.054),(16 2363.7773),(17 2345.7808),(18 2320.4436),(19 2313.4521),(20 2286.7717),(21 2240.3777),(22 2208.248),(23 2111.0518),(24 2128.0898),(25 2080.5774),(26 2085.9397),(27 2074.8494),(28 2054.9587),(29 2055.6033),(30 2056.7485),(31 2039.1251),(32 2039.1166),(33 2065.05),(34 2048.9543),(35 2065.2598),(36 2070.7974),(37 2086.9963),(38 2109.4749),(39 2102.4448),(40 2111.8782),(41 2134.8271),(42 2133.7349),(43 2143.3518),(44 2158.2258),(45 2155.3276),(46 2142.695),(47 2151.3447),(48 2137.5144),(49 2122.5642),(50 2131.9307),(51 2151.2937),(52 2172.8433),(53 2172.4412),(54 2141.4111),(55 2153.6309),(56 2143.0618),(57 2175.7263),(58 2224.6838),(59 2242.5383),(60 2273.7776),(61 2322.1091),(62 2281.4001),(63 2314.8906),(64 2312.3599),(65 2328.4524),(66 2343.9922),(67 2296.9792),(68 2291.3406),(69 2240.7603),(70 2196.9749),(71 2178.46),(72 2146.7996),(73 2088.5298),(74 2073.1357),(75 2065.5862),(76 2043.5648),(77 2030.7274),(78 2005.3583),(79 1999.5099),
(1 1347.3718),(2 1518.1763),(3 1541.2566),(4 1670.6733),(5 1758.2888),(6 1842.6487),(7 1944.9501),(8 2022.6068),(9 2119.9392),(10 2199.5068),(11 2245.0618),(12 2309.6301),(13 2311.013),(14 2299.731),(15 2293.2231),(16 2269.407),(17 2250.9036),(18 2240.515),(19 2237.8801),(20 2172.517),(21 2156.1992),(22 2106.7444),(23 2031.8608),(24 2068.4724),(25 2026.1825),(26 1999.2561),(27 1989.6329),(28 1957.3905),(29 1996.2253),(30 1974.2262),(31 1971.3783),(32 1982.1151),(33 1988.8318),(34 2037.2949),(35 2028.0121),(36 2046.8955),(37 2070.8633),(38 2094.7087),(39 2065.2834),(40 2109.9443),(41 2115.5923),(42 2102.288),(43 2125.3774),(44 2135.4336),(45 2131.962),(46 2125.67),(47 2113.3447),(48 2116.2068),(49 2102.232),(50 2100.99),(51 2139.1643),(52 2169.3335),(53 2141.869),(54 2140.5652),(55 2148.9832),(56 2131.9849),(57 2181.2039),(58 2199.8484),(59 2215.326),(60 2241.6707),(61 2269.3457),(62 2244.8958),(63 2292.3044),(64 2270.4849),(65 2294.651),(66 2283.5452),(67 2263.7712),(68 2252.037),(69 2190.041),(70 2151.6433),(71 2102.4338),(72 2092.9597),(73 2032.8553),(74 2027.7239),(75 1986.3796),(76 1982.341),(77 1950.2997),(78 1940.853),(79 1958.493),
(1 1295.7303),(2 1431.6656),(3 1511.2),(4 1591.32),(5 1711.1418),(6 1803.1693),(7 1879.8477),(8 1971.4982),(9 2070.7075),(10 2108.5254),(11 2188.0208),(12 2221.4302),(13 2231.464),(14 2264.311),(15 2233.234),(16 2221.3572),(17 2208.7256),(18 2181.315),(19 2152.9236),(20 2105.8992),(21 2092.6624),(22 2034.5232),(23 1991.707),(24 1998.9259),(25 1968.7845),(26 1936.6326),(27 1924.3376),(28 1927.952),(29 1928.6392),(30 1910.9548),(31 1919.1273),(32 1929.0305),(33 1951.1411),(34 1973.6808),(35 1972.5449),(36 1978.9347),(37 2041.7219),(38 2028.4323),(39 2022.8455),(40 2054.6694),(41 2059.903),(42 2052.4683),(43 2092.9895),(44 2084.315),(45 2082.4065),(46 2087.6956),(47 2100.0347),(48 2101.7478),(49 2062.97),(50 2096.8152),(51 2128.2844),(52 2127.729),(53 2128.3816),(54 2102.7163),(55 2122.7693),(56 2132.7263),(57 2158.303),(58 2154.6865),(59 2190.096),(60 2203.182),(61 2201.3447),(62 2207.2593),(63 2213.602),(64 2208.2495),(65 2214.5203),(66 2220.39),(67 2184.8516),(68 2144.0432),(69 2109.6548),(70 2064.3545),(71 2068.5127),(72 2005.1304),(73 1993.4047),(74 1973.3483),(75 1919.4382),(76 1920.6078),(77 1926.6725),(78 1879.5482),(79 1926.8918),
(1 1305.9332),(2 1422.7828),(3 1488.5612),(4 1585.6028),(5 1704.8682),(6 1796.433),(7 1866.5038),(8 1930.0466),(9 2040.0316),(10 2086.525),(11 2139.8862),(12 2198.1375),(13 2204.9617),(14 2227.664),(15 2235.7078),(16 2225.7566),(17 2162.2805),(18 2155.5828),(19 2135.3198),(20 2086.575),(21 2051.5066),(22 2005.3552),(23 2005.5083),(24 1972.7839),(25 1940.6226),(26 1930.139),(27 1921.475),(28 1907.6022),(29 1918.7257),(30 1888.4413),(31 1913.6317),(32 1917.1322),(33 1936.2705),(34 1940.2395),(35 1970.882),(36 1972.4938),(37 2001.1854),(38 2011.306),(39 2014.9507),(40 2019.652),(41 2044.3198),(42 2047.2712),(43 2072.0315),(44 2094.6228),(45 2062.603),(46 2071.6067),(47 2091.046),(48 2091.0664),(49 2054.136),(50 2099.2664),(51 2128.8748),(52 2095.7463),(53 2109.668),(54 2112.718),(55 2093.698),(56 2136.4014),(57 2147.0889),(58 2176.7773),(59 2181.481),(60 2236.245),(61 2241.6423),(62 2238.3723),(63 2241.4314),(64 2238.9153),(65 2234.5112),(66 2202.9404),(67 2180.289),(68 2150.7688),(69 2122.976),(70 2079.5183),(71 2052.5918),(72 2012.9491),(73 1987.0223),(74 1959.7668),(75 1931.9167),(76 1934.0065),(77 1915.367),(78 1910.2596),(79 1930.547),
(1 1277.032),(2 1406.4346),(3 1471.0854),(4 1564.6681),(5 1649.2563),(6 1751.5038),(7 1849.3014),(8 1924.3604),(9 2035.7694),(10 2060.5435),(11 2129.2832),(12 2204.4746),(13 2223.4631),(14 2194.09),(15 2226.4592),(16 2197.9727),(17 2168.392),(18 2149.6455),(19 2106.4854),(20 2084.5823),(21 2057.2773),(22 2025.1766),(23 1985.2664),(24 1967.4894),(25 1951.0079),(26 1912.6605),(27 1893.0012),(28 1918.3281),(29 1904.4097),(30 1906.2399),(31 1907.418),(32 1926.5731),(33 1902.5505),(34 1935.4298),(35 1949.0239),(36 1947.7347),(37 1983.2009),(38 1980.8467),(39 1986.6456),(40 2002.5426),(41 2003.3542),(42 2045.1686),(43 2050.1682),(44 2049.3608),(45 2041.169),(46 2042.4758),(47 2052.5156),(48 2055.9268),(49 2037.7412),(50 2062.953),(51 2084.862),(52 2086.1892),(53 2072.0918),(54 2101.6575),(55 2084.762),(56 2134.1074),(57 2136.0342),(58 2151.7134),(59 2179.5068),(60 2239.5745),(61 2217.3186),(62 2227.504),(63 2232.047),(64 2243.5579),(65 2246.7932),(66 2229.5078),(67 2210.5537),(68 2205.837),(69 2160.5916),(70 2093.8142),(71 2081.1084),(72 2062.0269),(73 1988.1908),(74 1977.7744),(75 1982.407),(76 1947.7765),(77 1941.0826),(78 1951.7905),(79 1940.0947),
(1 1270.4417),(2 1386.0911),(3 1435.532),(4 1542.474),(5 1635.9672),(6 1733.6344),(7 1832.0879),(8 1893.9319),(9 1985.04),(10 2026.833),(11 2090.0173),(12 2152.7344),(13 2162.0374),(14 2187.6482),(15 2193.8093),(16 2179.4192),(17 2151.5313),(18 2134.2607),(19 2128.1199),(20 2066.2537),(21 2059.883),(22 2025.6504),(23 1976.0371),(24 1972.1583),(25 1950.6525),(26 1963.76),(27 1922.2069),(28 1942.2156),(29 1927.3713),(30 1926.7198),(31 1925.9854),(32 1940.1134),(33 1903.8944),(34 1950.6106),(35 1964.1382),(36 1947.5289),(37 1966.5953),(38 1976.5969),(39 1972.664),(40 1980.646),(41 1988.9033),(42 2034.9366),(43 1993.121),(44 1995.5331),(45 2000.2108),(46 2011.1929),(47 2022.3219),(48 2021.913),(49 2024.5055),(50 2038.2783),(51 2068.6199),(52 2061.3481),(53 2059.7053),(54 2073.3826),(55 2077.103),(56 2136.491),(57 2117.2979),(58 2155.4988),(59 2170.0781),(60 2190.9983),(61 2215.0718),(62 2232.21),(63 2230.3413),(64 2243.6938),(65 2250.1172),(66 2218.187),(67 2227.3933),(68 2193.3213),(69 2140.7642),(70 2098.3098),(71 2055.967),(72 2008.4385),(73 1979.6588),(74 1958.8544),(75 1946.6105),(76 1912.3324),(77 1940.348),(78 1915.4036),(79 1906.2126),
(1 1229.6935),(2 1341.4635),(3 1392.5673),(4 1495.7552),(5 1568.1324),(6 1687.5051),(7 1739.1694),(8 1807.1443),(9 1903.5654),(10 1960.6946),(11 2003.1221),(12 2046.7256),(13 2073.27),(14 2084.9897),(15 2106.3054),(16 2094.5059),(17 2087.948),(18 2065.9631),(19 2057.2842),(20 2032.7098),(21 2003.6696),(22 1964.3757),(23 1952.5891),(24 1953.6481),(25 1931.34),(26 1908.6455),(27 1927.5288),(28 1903.095),(29 1907.5717),(30 1908.4965),(31 1922.4318),(32 1933.0554),(33 1941.9873),(34 1924.1805),(35 1939.1268),(36 1949.2164),(37 1939.0576),(38 1938.9888),(39 1936.1683),(40 1968.664),(41 1967.8767),(42 1996.2548),(43 1972.5187),(44 1991.0964),(45 1986.5242),(46 2004.7727),(47 2004.2515),(48 2025.3269),(49 2024.3295),(50 2029.3414),(51 2055.819),(52 2052.9233),(53 2060.076),(54 2083.367),(55 2100.7441),(56 2123.3337),(57 2137.308),(58 2165.6099),(59 2204.1272),(60 2190.625),(61 2226.845),(62 2212.6846),(63 2241.018),(64 2260.9775),(65 2220.9578),(66 2209.6902),(67 2177.9614),(68 2155.0798),(69 2122.637),(70 2085.5684),(71 2056.9172),(72 2013.5825),(73 1958.4851),(74 1954.2175),(75 1923.5703),(76 1911.8715),(77 1924.6241),(78 1897.6367),(79 1914.8973),
(1 1218.0951),(2 1333.3815),(3 1361.8395),(4 1474.9363),(5 1574.951),(6 1668.8984),(7 1736.4888),(8 1803.7617),(9 1918.7891),(10 1958.1238),(11 2012.1571),(12 2037.6871),(13 2075.7283),(14 2074.9487),(15 2097.961),(16 2082.5999),(17 2074.235),(18 2060.8267),(19 2047.6539),(20 1999.219),(21 1980.3912),(22 1938.4705),(23 1920.7002),(24 1905.6278),(25 1929.2236),(26 1875.6066),(27 1896.6064),(28 1872.0283),(29 1862.7283),(30 1873.2006),(31 1887.1765),(32 1909.6721),(33 1922.4103),(34 1916.7427),(35 1918.6311),(36 1915.562),(37 1924.0032),(38 1915.2803),(39 1936.5597),(40 1924.8173),(41 1936.2197),(42 1940.3083),(43 1947.0836),(44 1948.8893),(45 1939.0936),(46 1924.3486),(47 1907.098),(48 1950.0251),(49 1935.0868),(50 1959.4863),(51 1951.3265),(52 1951.6362),(53 1970.0237),(54 1980.6969),(55 2015.822),(56 2051.0178),(57 2076.6157),(58 2082.8396),(59 2135.7205),(60 2158.6685),(61 2163.361),(62 2168.7188),(63 2161.4133),(64 2212.29),(65 2195.4683),(66 2193.121),(67 2148.1743),(68 2144.255),(69 2104.6428),(70 2055.947),(71 2039.9958),(72 1970.8744),(73 1960.1837),(74 1925.9265),(75 1888.0879),(76 1879.7737),(77 1874.8975),(78 1900.7706),(79 1885.5524),
(1 1199.4352),(2 1306.4603),(3 1357.1576),(4 1475.7555),(5 1550.2051),(6 1635.3418),(7 1717.7013),(8 1792.1063),(9 1879.0593),(10 1924.6909),(11 1958.5448),(12 1987.2263),(13 2008.5593),(14 2004.7194),(15 2041.5292),(16 1995.354),(17 1965.8185),(18 1967.082),(19 1928.3861),(20 1887.6931),(21 1880.6561),(22 1834.8645),(23 1824.7357),(24 1825.3613),(25 1813.3544),(26 1808.877),(27 1797.9349),(28 1811.1022),(29 1811.0178),(30 1833.8066),(31 1819.5842),(32 1828.4203),(33 1836.9999),(34 1841.8295),(35 1847.195),(36 1838.4644),(37 1858.0837),(38 1867.4233),(39 1894.794),(40 1895.4553),(41 1894.9174),(42 1881.2405),(43 1896.4731),(44 1894.8265),(45 1877.1346),(46 1895.3027),(47 1884.3817),(48 1888.5669),(49 1883.0098),(50 1901.2953),(51 1924.9353),(52 1915.334),(53 1919.8245),(54 1957.2695),(55 1962.606),(56 1984.6809),(57 1973.0615),(58 2028.9269),(59 2039.3857),(60 2071.9478),(61 2079.325),(62 2093.8406),(63 2109.5503),(64 2104.2695),(65 2081.528),(66 2083.9026),(67 2038.5283),(68 2019.1667),(69 1993.7754),(70 1954.1614),(71 1905.8784),(72 1886.2982),(73 1842.0535),(74 1817.7872),(75 1809.8962),(76 1797.1022),(77 1769.2153),(78 1790.5928),(79 1780.3958),
(1 1195.0986),(2 1311.4608),(3 1361.9359),(4 1457.6566),(5 1548.0463),(6 1634.2996),(7 1699.5591),(8 1765.7301),(9 1862.408),(10 1892.3353),(11 1955.949),(12 1970.7382),(13 1980.1125),(14 1988.2),(15 1981.3011),(16 1980.8386),(17 1925.6055),(18 1915.1046),(19 1890.6321),(20 1855.0526),(21 1827.1765),(22 1795.5964),(23 1764.2418),(24 1761.0033),(25 1747.8527),(26 1771.9691),(27 1726.8997),(28 1737.6771),(29 1759.6752),(30 1762.3992),(31 1765.7404),(32 1778.5023),(33 1784.2556),(34 1785.2781),(35 1789.5859),(36 1831.9962),(37 1824.6483),(38 1836.3138),(39 1855.8812),(40 1839.1791),(41 1848.6132),(42 1874.9183),(43 1836.8612),(44 1852.98),(45 1830.615),(46 1852.1161),(47 1837.4526),(48 1862.0862),(49 1860.1156),(50 1835.7472),(51 1868.7136),(52 1861.5471),(53 1889.8829),(54 1901.9266),(55 1903.0294),(56 1916.2601),(57 1953.553),(58 1974.7944),(59 1999.2976),(60 2029.9076),(61 2021.5262),(62 2039.51),(63 2084.2493),(64 2045.6158),(65 2050.6707),(66 2021.7185),(67 2005.1884),(68 1985.3302),(69 1922.9393),(70 1904.9441),(71 1879.8635),(72 1851.5311),(73 1842.7272),(74 1806.0046),(75 1802.0757),(76 1773.9904),(77 1757.4562),(78 1773.2876),(79 1757.0089),
(1 1150.9453),(2 1268.844),(3 1310.1853),(4 1414.1761),(5 1485.3436),(6 1582.8296),(7 1619.1023),(8 1669.906),(9 1771.984),(10 1817.0131),(11 1851.7805),(12 1877.017),(13 1870.5214),(14 1896.3271),(15 1884.7257),(16 1889.2716),(17 1849.5684),(18 1852.2094),(19 1810.6373),(20 1762.6641),(21 1728.2047),(22 1701.283),(23 1688.9725),(24 1683.2504),(25 1678.4174),(26 1665.7986),(27 1667.9521),(28 1675.3574),(29 1720.9353),(30 1706.0557),(31 1695.2577),(32 1716.1897),(33 1745.1901),(34 1743.6603),(35 1736.9974),(36 1777.0592),(37 1764.7981),(38 1775.0994),(39 1756.0176),(40 1777.683),(41 1790.0455),(42 1794.2458),(43 1783.4128),(44 1798.3398),(45 1763.7628),(46 1767.3787),(47 1760.4647),(48 1775.7123),(49 1769.2185),(50 1775.376),(51 1801.2559),(52 1760.1362),(53 1802.9199),(54 1807.6045),(55 1830.1561),(56 1841.9344),(57 1856.605),(58 1878.7045),(59 1890.1499),(60 1919.4075),(61 1912.9385),(62 1936.9938),(63 1949.5482),(64 1955.5945),(65 1948.9634),(66 1929.4095),(67 1904.8766),(68 1861.6019),(69 1862.0725),(70 1813.1138),(71 1803.8926),(72 1775.7161),(73 1741.9353),(74 1710.6031),(75 1706.1348),(76 1690.8544),(77 1690.6244),(78 1699.328),(79 1683.0284),
(1 1170.2563),(2 1260.1284),(3 1328.9221),(4 1429.3411),(5 1482.9001),(6 1581.193),(7 1618.0051),(8 1665.9358),(9 1775.0974),(10 1810.2678),(11 1857.6563),(12 1875.8251),(13 1884.4531),(14 1904.8461),(15 1895.2816),(16 1878.54),(17 1829.6636),(18 1833.4808),(19 1821.029),(20 1772.703),(21 1758.1525),(22 1731.6462),(23 1720.9249),(24 1699.7974),(25 1701.0176),(26 1693.8632),(27 1695.1995),(28 1705.8737),(29 1725.0247),(30 1714.8143),(31 1717.1869),(32 1729.2462),(33 1761.283),(34 1756.9077),(35 1749.0037),(36 1785.7701),(37 1779.518),(38 1765.2188),(39 1785.4342),(40 1758.6962),(41 1791.6042),(42 1782.7241),(43 1792.9089),(44 1803.1002),(45 1820.545),(46 1793.7789),(47 1794.7986),(48 1798.3824),(49 1796.4719),(50 1809.3582),(51 1814.9283),(52 1802.8434),(53 1822.5631),(54 1839.2216),(55 1848.3906),(56 1861.1871),(57 1886.6978),(58 1906.597),(59 1931.559),(60 1943.1871),(61 1941.3677),(62 1940.062),(63 1945.7874),(64 1945.2397),(65 1940.4701),(66 1920.7257),(67 1905.2445),(68 1854.1154),(69 1843.9982),(70 1804.4436),(71 1757.4799),(72 1763.0944),(73 1742.4034),(74 1711.1155),(75 1697.9467),(76 1688.0751),(77 1707.1671),(78 1696.8678),(79 1704.9834),
(1 1100.3646),(2 1184.5135),(3 1261.8165),(4 1340.9949),(5 1400.16),(6 1490.5101),(7 1542.7638),(8 1602.9763),(9 1694.3121),(10 1725.3114),(11 1779.9847),(12 1795.6066),(13 1808.6156),(14 1840.6334),(15 1822.6034),(16 1806.1655),(17 1786.5336),(18 1790.4257),(19 1754.2761),(20 1717.437),(21 1726.3588),(22 1691.9086),(23 1668.0702),(24 1655.7833),(25 1663.6388),(26 1662.6459),(27 1626.156),(28 1648.201),(29 1688.8407),(30 1650.6547),(31 1662.9939),(32 1661.968),(33 1667.8712),(34 1692.072),(35 1687.3665),(36 1695.7346),(37 1692.1595),(38 1696.0547),(39 1705.6543),(40 1706.9026),(41 1719.1199),(42 1719.3185),(43 1723.7185),(44 1713.7227),(45 1713.9661),(46 1725.949),(47 1733.0626),(48 1716.1127),(49 1711.2648),(50 1706.8962),(51 1727.6078),(52 1707.4641),(53 1731.0156),(54 1742.0577),(55 1755.7583),(56 1763.0117),(57 1776.0167),(58 1812.9623),(59 1811.8016),(60 1856.444),(61 1843.5282),(62 1852.6547),(63 1861.1648),(64 1863.2815),(65 1851.2983),(66 1849.4672),(67 1833.5413),(68 1809.5952),(69 1790.434),(70 1739.2905),(71 1720.3328),(72 1681.1594),(73 1682.3975),(74 1644.5198),(75 1655.8033),(76 1662.3446),(77 1647.8469),(78 1639.1483),(79 1656.5417),
(1 1094.8694),(2 1193.6403),(3 1278.118),(4 1363.1439),(5 1424.6948),(6 1520.0536),(7 1577.853),(8 1621.7596),(9 1688.7474),(10 1722.8179),(11 1782.1144),(12 1792.1005),(13 1825.3188),(14 1826.7201),(15 1834.4791),(16 1820.7406),(17 1795.2909),(18 1805.0989),(19 1745.1395),(20 1721.1671),(21 1704.1031),(22 1684.5176),(23 1682.4175),(24 1657.3763),(25 1647.9908),(26 1650.9799),(27 1649.2833),(28 1642.2871),(29 1653.3174),(30 1647.1273),(31 1657.9504),(32 1654.0454),(33 1654.2494),(34 1681.4294),(35 1681.7504),(36 1674.6534),(37 1688.2599),(38 1686.9495),(39 1673.629),(40 1687.994),(41 1703.4631),(42 1694.5106),(43 1673.0366),(44 1684.0977),(45 1705.939),(46 1690.231),(47 1701.7999),(48 1708.29),(49 1705.9009),(50 1718.8671),(51 1737.8086),(52 1705.0825),(53 1717.6659),(54 1746.7057),(55 1759.2666),(56 1783.1335),(57 1804.7933),(58 1801.8713),(59 1846.8606),(60 1856.2865),(61 1870.6556),(62 1869.9271),(63 1869.6301),(64 1883.3928),(65 1861.1315),(66 1843.1151),(67 1820.2596),(68 1796.3864),(69 1754.224),(70 1712.6829),(71 1694.2139),(72 1649.8414),(73 1621.802),(74 1621.7089),(75 1619.9791),(76 1626.1174),(77 1629.4946),(78 1639.8434),(79 1659.0131),
(1 1062.5348),(2 1154.0691),(3 1240.611),(4 1318.4171),(5 1396.1525),(6 1464.2491),(7 1516.146),(8 1568.3406),(9 1637.5581),(10 1644.0095),(11 1713.3613),(12 1700.8275),(13 1720.1202),(14 1728.5028),(15 1731.7844),(16 1713.6367),(17 1713.0597),(18 1721.0105),(19 1675.3464),(20 1647.8048),(21 1623.1908),(22 1597.6746),(23 1585.378),(24 1562.1183),(25 1556.5382),(26 1572.6763),(27 1571.9016),(28 1579.5111),(29 1575.3594),(30 1588.7511),(31 1589.8439),(32 1604.6521),(33 1619.7897),(34 1632.48),(35 1628.8987),(36 1643.9623),(37 1637.8579),(38 1649.5378),(39 1641.7087),(40 1678.11),(41 1669.7307),(42 1668.945),(43 1692.275),(44 1674.6371),(45 1673.4744),(46 1680.7725),(47 1655.539),(48 1687.3005),(49 1659.9427),(50 1674.8257),(51 1670.368),(52 1673.1598),(53 1688.5663),(54 1689.4985),(55 1709.1376),(56 1720.5597),(57 1747.1995),(58 1751.2966),(59 1764.6232),(60 1802.8998),(61 1779.8298),(62 1770.5527),(63 1798.3455),(64 1770.9677),(65 1760.8337),(66 1747.6726),(67 1725.1691),(68 1717.039),(69 1671.5865),(70 1646.768),(71 1609.3293),(72 1598.8107),(73 1588.2117),(74 1566.7526),(75 1561.108),(76 1560.7941),(77 1562.4211),(78 1588.728),(79 1607.5186),
(1 1059.4459),(2 1157.8167),(3 1231.8938),(4 1338.539),(5 1420.6764),(6 1499.9431),(7 1540.7369),(8 1604.0397),(9 1686.14),(10 1717.8909),(11 1753.1552),(12 1762.8318),(13 1772.8075),(14 1775.9347),(15 1760.0475),(16 1731.084),(17 1721.1096),(18 1738.2303),(19 1655.8185),(20 1620.4688),(21 1629.9781),(22 1590.9143),(23 1562.3293),(24 1547.2646),(25 1560.1842),(26 1562.121),(27 1558.2446),(28 1577.9941),(29 1575.7479),(30 1583.046),(31 1586.3782),(32 1608.1266),(33 1623.8666),(34 1637.1243),(35 1644.2806),(36 1665.4607),(37 1665.4319),(38 1671.6567),(39 1664.0187),(40 1691.1819),(41 1692.0477),(42 1679.5345),(43 1676.7175),(44 1678.4655),(45 1687.1279),(46 1675.7065),(47 1668.928),(48 1668.5345),(49 1677.7247),(50 1666.6427),(51 1689.6945),(52 1692.0333),(53 1709.5345),(54 1708.5026),(55 1740.1523),(56 1745.2518),(57 1742.6084),(58 1764.3164),(59 1804.7528),(60 1821.1934),(61 1809.0208),(62 1810.4977),(63 1799.0287),(64 1791.8176),(65 1795.9689),(66 1779.7598),(67 1751.4281),(68 1733.0558),(69 1676.8086),(70 1649.5793),(71 1600.5625),(72 1587.0876),(73 1567.4939),(74 1529.5571),(75 1546.9884),(76 1531.4464),(77 1515.0657),(78 1560.7239),(79 1588.0619),
