1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 728.6958),(2 1043.2072),(3 1365.3582),(4 1515.4695),(5 1668.7556),(6 1787.6873),(7 1887.3428),(8 1993.6478),(9 2072.1858),(10 2127.801),(11 2174.5898),(12 2226.9573),(13 2295.899),(14 2342.6814),(15 2420.6677),(16 2464.8486),(17 2508.8494),(18 2539.067),(19 2561.3),(20 2583.754),(21 2613.3918),(22 2637.3708),(23 2668.9993),(24 2679.99),(25 2683.2666),(26 2661.9048),(27 2687.9482),(28 2686.4465),(29 2703.2302),(30 2715.2598),(31 2732.1365),(32 2721.7244),(33 2748.9685),(34 2761.3176),(35 2762.0544),(36 2756.1958),(37 2760.1853),(38 2767.9429),(39 2791.339),(40 2799.5337),(41 2817.3093),(42 2840.7732),(43 2826.204),(44 2860.436),(45 2891.3518),(46 2891.3123),(47 2915.3772),(48 2906.2083),(49 2873.1108),(50 2875.497),(51 2893.7031),(52 2896.8882),(53 2907.5454),(54 2893.3694),(55 2894.086),(56 2877.8066),(57 2864.5627),(58 2866.1792),(59 2878.1892),(60 2869.7646),(61 2877.9336),(62 2877.409),(63 2881.7869),(64 2871.014),(65 2859.3608),(66 2822.7),(67 2822.2402),(68 2815.7637),(69 2812.338),(70 2796.531),(71 2799.4844),(72 2802.577),(73 2814.119),(74 2835.3525),(75 2838.3943),(76 2819.316),(77 2822.8328),(78 2820.4138),(79 2809.1282),
(1 730.69617),(2 1041.5072),(3 1356.4434),(4 1512.3204),(5 1648.7799),(6 1775.8279),(7 1868.6343),(8 1967.109),(9 2023.2788),(10 2090.278),(11 2162.536),(12 2207.8962),(13 2270.9326),(14 2304.9712),(15 2359.17),(16 2394.361),(17 2430.2349),(18 2494.238),(19 2517.1926),(20 2533.4685),(21 2536.5098),(22 2556.3638),(23 2577.5276),(24 2601.497),(25 2606.1375),(26 2589.9421),(27 2638.1528),(28 2647.1792),(29 2659.479),(30 2669.685),(31 2677.1519),(32 2696.711),(33 2689.6196),(34 2698.2083),(35 2688.299),(36 2690.0244),(37 2692.3179),(38 2694.149),(39 2706.3076),(40 2703.6082),(41 2730.0317),(42 2740.7236),(43 2736.1023),(44 2753.855),(45 2761.2266),(46 2771.8887),(47 2755.8787),(48 2725.871),(49 2704.2683),(50 2706.4194),(51 2733.3533),(52 2709.1367),(53 2723.0588),(54 2725.5308),(55 2729.141),(56 2739.4795),(57 2726.6096),(58 2730.932),(59 2735.5632),(60 2733.7825),(61 2750.2134),(62 2750.9673),(63 2753.2422),(64 2741.7793),(65 2750.1226),(66 2738.3704),(67 2759.3516),(68 2747.067),(69 2755.6306),(70 2738.244),(71 2708.4995),(72 2697.1143),(73 2694.9502),(74 2674.2273),(75 2694.3752),(76 2682.8137),(77 2670.074),(78 2696.1199),(79 2700.6743),
(1 709.9366),(2 1015.2126),(3 1326.4514),(4 1480.4265),(5 1616.5438),(6 1739.8394),(7 1827.7161),(8 1930.8918),(9 2009.3547),(10 2064.197),(11 2112.8416),(12 2156.5518),(13 2207.1877),(14 2241.9487),(15 2264.1528),(16 2298.8281),(17 2318.0635),(18 2379.1157),(19 2411.7556),(20 2428.9297),(21 2449.2495),(22 2457.9766),(23 2467.4092),(24 2468.2148),(25 2494.5125),(26 2491.7522),(27 2523.376),(28 2520.0344),(29 2534.1733),(30 2548.481),(31 2576.3945),(32 2600.7012),(33 2596.6855),(34 2632.5808),(35 2632.2065),(36 2646.1172),(37 2672.4827),(38 2665.3762),(39 2669.6042),(40 2643.1514),(41 2640.7063),(42 2645.574),(43 2654.4854),(44 2659.9407),(45 2640.6494),(46 2644.7566),(47 2652.3484),(48 2655.9993),(49 2659.2148),(50 2666.6719),(51 2688.402),(52 2686.9824),(53 2671.3484),(54 2692.3364),(55 2688.291),(56 2707.0437),(57 2720.7844),(58 2748.1284),(59 2754.504),(60 2769.6719),(61 2761.7778),(62 2787.9539),(63 2755.2268),(64 2755.0845),(65 2735.8699),(66 2742.4692),(67 2746.3608),(68 2752.2754),(69 2765.2212),(70 2748.3877),(71 2755.2021),(72 2766.5984),(73 2772.053),(74 2759.3677),(75 2763.822),(76 2766.9724),(77 2760.141),(78 2773.8638),(79 2781.9548),
(1 712.83044),(2 1019.2736),(3 1324.4971),(4 1466.7214),(5 1608.1753),(6 1718.0842),(7 1805.6748),(8 1891.8806),(9 1949.1753),(10 2014.455),(11 2046.0789),(12 2062.5742),(13 2104.0657),(14 2154.2173),(15 2214.8237),(16 2250.2107),(17 2296.7827),(18 2345.857),(19 2362.7417),(20 2401.5764),(21 2419.214),(22 2435.6467),(23 2463.2173),(24 2472.5864),(25 2496.2085),(26 2489.6777),(27 2497.2634),(28 2506.4963),(29 2518.157),(30 2498.7017),(31 2504.1023),(32 2506.3335),(33 2539.0583),(34 2528.4988),(35 2537.8572),(36 2541.3354),(37 2569.2866),(38 2600.8384),(39 2627.788),(40 2632.0784),(41 2623.4954),(42 2644.377),(43 2653.2322),(44 2670.2666),(45 2672.5247),(46 2674.9558),(47 2681.4832),(48 2692.1365),(49 2684.8552),(50 2695.1384),(51 2693.9246),(52 2691.4792),(53 2688.0676),(54 2675.2393),(55 2678.271),(56 2682.6853),(57 2701.1663),(58 2726.5315),(59 2733.85),(60 2733.669),(61 2731.732),(62 2753.5867),(63 2732.2139),(64 2716.8909),(65 2716.4846),(66 2714.2563),(67 2730.4893),(68 2740.459),(69 2732.911),(70 2718.3616),(71 2728.7441),(72 2733.0757),(73 2733.7915),(74 2715.7427),(75 2722.0593),(76 2735.926),(77 2741.335),(78 2751.615),(79 2768.2488),
(1 691.2808),(2 994.62274),(3 1279.053),(4 1428.1477),(5 1551.1484),(6 1661.346),(7 1753.1117),(8 1831.1995),(9 1905.2192),(10 1961.5958),(11 1998.2081),(12 2018.1625),(13 2054.3447),(14 2093.6555),(15 2114.5452),(16 2121.6724),(17 2143.4602),(18 2177.0986),(19 2197.8088),(20 2223.594),(21 2226.7288),(22 2244.4211),(23 2267.4158),(24 2279.1208),(25 2298.7417),(26 2295.6484),(27 2320.693),(28 2320.389),(29 2357.576),(30 2371.1726),(31 2400.1702),(32 2414.793),(33 2474.1416),(34 2509.406),(35 2527.7915),(36 2527.857),(37 2534.8936),(38 2568.3682),(39 2577.8994),(40 2583.4087),(41 2601.2625),(42 2609.1848),(43 2640.7217),(44 2640.175),(45 2645.4834),(46 2628.6868),(47 2626.901),(48 2649.7722),(49 2653.445),(50 2643.4348),(51 2657.9268),(52 2642.6997),(53 2638.2415),(54 2618.3716),(55 2607.164),(56 2600.6467),(57 2591.888),(58 2585.8306),(59 2592.428),(60 2599.108),(61 2592.101),(62 2596.1826),(63 2590.8303),(64 2575.8572),(65 2573.772),(66 2588.348),(67 2595.5525),(68 2590.621),(69 2579.2664),(70 2574.3481),(71 2584.2192),(72 2574.9),(73 2583.6912),(74 2578.6563),(75 2598.4531),(76 2587.9023),(77 2603.4958),(78 2605.2114),(79 2601.9648),
(1 681.9364),(2 971.5956),(3 1262.3446),(4 1414.4008),(5 1537.8256),(6 1643.6904),(7 1721.3595),(8 1811.4988),(9 1861.2495),(10 1907.4279),(11 1958.0297),(12 1984.9673),(13 2025.2426),(14 2044.3235),(15 2077.607),(16 2097.9746),(17 2111.9878),(18 2169.4175),(19 2180.751),(20 2190.924),(21 2202.026),(22 2212.729),(23 2224.1196),(24 2218.6348),(25 2216.3167),(26 2218.7346),(27 2249.8677),(28 2247.7842),(29 2257.4683),(30 2264.885),(31 2292.8218),(32 2303.382),(33 2341.3003),(34 2353.1553),(35 2346.569),(36 2335.7327),(37 2335.9995),(38 2356.4553),(39 2361.9158),(40 2359.9531),(41 2373.805),(42 2376.4155),(43 2406.7322),(44 2401.6196),(45 2414.6453),(46 2433.5754),(47 2445.836),(48 2441.1304),(49 2431.9988),(50 2433.436),(51 2444.7158),(52 2437.1765),(53 2440.034),(54 2435.3677),(55 2438.6606),(56 2428.7996),(57 2440.0688),(58 2461.7566),(59 2499.7104),(60 2516.372),(61 2524.7407),(62 2546.2866),(63 2534.8347),(64 2536.5178),(65 2541.5784),(66 2557.9802),(67 2552.0244),(68 2560.0173),(69 2576.524),(70 2555.0955),(71 2565.7617),(72 2560.1113),(73 2564.9875),(74 2552.4048),(75 2572.7617),(76 2552.6462),(77 2559.7637),(78 2565.8535),(79 2557.1672),
(1 676.94086),(2 958.9496),(3 1256.0029),(4 1394.1312),(5 1526.6285),(6 1630.0958),(7 1713.3293),(8 1791.3204),(9 1844.9657),(10 1904.842),(11 1946.9065),(12 1971.6913),(13 1998.3129),(14 2032.2487),(15 2062.1855),(16 2085.3914),(17 2097.8376),(18 2157.7903),(19 2168.648),(20 2193.8967),(21 2192.4507),(22 2214.955),(23 2234.981),(24 2235.3638),(25 2229.3743),(26 2238.9602),(27 2255.6555),(28 2261.9114),(29 2279.8547),(30 2282.645),(31 2289.9575),(32 2299.3877),(33 2321.5125),(34 2348.0422),(35 2354.046),(36 2350.0051),(37 2357.2002),(38 2370.3582),(39 2369.0898),(40 2362.3862),(41 2380.379),(42 2370.2903),(43 2386.5728),(44 2398.8733),(45 2427.8171),(46 2455.7725),(47 2484.8655),(48 2506.1345),(49 2497.6677),(50 2508.398),(51 2504.8499),(52 2515.9292),(53 2539.7354),(54 2540.9058),(55 2546.3901),(56 2560.405),(57 2582.7764),(58 2601.2844),(59 2612.4695),(60 2628.9893),(61 2640.5596),(62 2633.9258),(63 2665.3386),(64 2660.797),(65 2662.969),(66 2660.9192),(67 2647.8318),(68 2642.6138),(69 2645.2275),(70 2651.0647),(71 2643.9248),(72 2639.232),(73 2649.076),(74 2633.4558),(75 2636.4194),(76 2634.0823),(77 2627.1028),(78 2620.3303),(79 2629.1738),
(1 668.0968),(2 952.1439),(3 1244.2262),(4 1379.3705),(5 1499.5951),(6 1618.5323),(7 1704.6097),(8 1805.8032),(9 1860.5103),(10 1910.1053),(11 1949.3042),(12 1999.7332),(13 2027.9031),(14 2074.676),(15 2109.7324),(16 2125.2117),(17 2141.4446),(18 2189.9922),(19 2191.7922),(20 2215.3398),(21 2230.63),(22 2253.6267),(23 2247.9214),(24 2264.9653),(25 2274.3804),(26 2293.2817),(27 2314.8577),(28 2330.785),(29 2353.0493),(30 2344.795),(31 2345.0664),(32 2338.2256),(33 2371.439),(34 2372.2612),(35 2386.4778),(36 2375.7668),(37 2387.37),(38 2407.198),(39 2399.6968),(40 2403.1777),(41 2394.7012),(42 2389.206),(43 2402.6025),(44 2404.8037),(45 2400.4856),(46 2422.0547),(47 2443.6218),(48 2459.185),(49 2460.7817),(50 2457.2517),(51 2455.5718),(52 2445.9578),(53 2462.0537),(54 2445.3274),(55 2449.5327),(56 2456.1755),(57 2455.7798),(58 2466.158),(59 2482.8037),(60 2477.609),(61 2476.3005),(62 2466.7659),(63 2502.9702),(64 2496.094),(65 2496.1228),(66 2523.5486),(67 2523.1184),(68 2544.3877),(69 2543.5415),(70 2552.7524),(71 2574.1965),(72 2562.1572),(73 2564.1873),(74 2561.8286),(75 2578.3699),(76 2570.6855),(77 2573.1233),(78 2567.5452),(79 2566.4995),
(1 672.59784),(2 932.27136),(3 1220.4178),(4 1359.6583),(5 1488.4015),(6 1608.2821),(7 1686.8765),(8 1774.1017),(9 1837.4641),(10 1882.4447),(11 1938.6279),(12 1974.2845),(13 2018.9019),(14 2071.7078),(15 2108.146),(16 2126.0828),(17 2156.3213),(18 2188.8027),(19 2223.626),(20 2242.9954),(21 2265.389),(22 2283.4915),(23 2301.194),(24 2298.2231),(25 2291.923),(26 2281.9),(27 2288.9004),(28 2285.5847),(29 2296.618),(30 2311.312),(31 2319.9968),(32 2328.1267),(33 2368.4836),(34 2366.191),(35 2366.8835),(36 2370.0374),(37 2368.507),(38 2366.8423),(39 2350.0022),(40 2361.3567),(41 2358.3337),(42 2365.2373),(43 2372.7708),(44 2387.576),(45 2387.4104),(46 2399.9783),(47 2404.1604),(48 2417.6833),(49 2421.6677),(50 2417.7808),(51 2413.4275),(52 2407.0488),(53 2384.2197),(54 2382.1545),(55 2370.071),(56 2388.4111),(57 2380.8994),(58 2389.52),(59 2415.629),(60 2408.1775),(61 2420.153),(62 2421.3635),(63 2423.7625),(64 2417.414),(65 2402.7227),(66 2428.3691),(67 2423.046),(68 2431.3667),(69 2438.5361),(70 2453.6506),(71 2441.2473),(72 2437.0142),(73 2455.036),(74 2455.8328),(75 2467.866),(76 2477.8018),(77 2488.9683),(78 2532.3677),(79 2550.9927),
(1 646.3684),(2 909.59265),(3 1202.328),(4 1340.8701),(5 1475.7147),(6 1577.803),(7 1662.2225),(8 1758.5852),(9 1814.9349),(10 1858.8315),(11 1917.7892),(12 1943.7471),(13 1982.0546),(14 2034.751),(15 2056.9524),(16 2077.34),(17 2107.89),(18 2156.4373),(19 2179.6328),(20 2196.5742),(21 2211.7754),(22 2226.691),(23 2234.9763),(24 2257.974),(25 2254.2256),(26 2263.9731),(27 2285.4812),(28 2291.629),(29 2294.4966),(30 2291.9456),(31 2294.7954),(32 2302.0532),(33 2317.1064),(34 2335.2659),(35 2333.4714),(36 2345.5713),(37 2359.8508),(38 2371.1736),(39 2367.6404),(40 2364.5735),(41 2355.8992),(42 2353.5986),(43 2362.1184),(44 2358.2793),(45 2367.7888),(46 2382.6597),(47 2399.3398),(48 2411.4546),(49 2408.06),(50 2408.6074),(51 2384.942),(52 2388.2332),(53 2384.4592),(54 2400.5884),(55 2402.4912),(56 2402.2566),(57 2419.5583),(58 2412.4006),(59 2435.598),(60 2424.373),(61 2417.3086),(62 2428.3867),(63 2460.9514),(64 2447.9148),(65 2456.5947),(66 2454.9011),(67 2450.825),(68 2459.6335),(69 2463.333),(70 2459.766),(71 2472.7288),(72 2491.3113),(73 2495.3904),(74 2497.9797),(75 2497.8062),(76 2495.9856),(77 2500.6946),(78 2532.635),(79 2533.7087),
(1 639.9165),(2 906.84717),(3 1182.7375),(4 1331.268),(5 1459.9569),(6 1557.423),(7 1644.0183),(8 1723.7587),(9 1788.4872),(10 1844.4078),(11 1886.7555),(12 1928.8362),(13 1979.2202),(14 2027.7013),(15 2057.3755),(16 2098.3313),(17 2120.1665),(18 2155.5547),(19 2156.4888),(20 2182.2874),(21 2196.0022),(22 2218.8054),(23 2241.5815),(24 2248.0615),(25 2255.0103),(26 2278.6553),(27 2304.5674),(28 2300.4502),(29 2298.244),(30 2281.2017),(31 2293.42),(32 2291.8096),(33 2304.1152),(34 2314.6921),(35 2319.844),(36 2309.1455),(37 2327.4485),(38 2331.9358),(39 2330.4846),(40 2356.4036),(41 2343.8892),(42 2338.5579),(43 2335.0408),(44 2337.611),(45 2357.4832),(46 2365.3767),(47 2380.99),(48 2395.3247),(49 2403.9548),(50 2401.9453),(51 2397.039),(52 2400.6973),(53 2386.3538),(54 2383.5522),(55 2392.1282),(56 2404.4336),(57 2417.097),(58 2405.008),(59 2423.0444),(60 2423.364),(61 2415.659),(62 2418.6848),(63 2441.5095),(64 2422.2073),(65 2425.982),(66 2422.8174),(67 2419.8071),(68 2412.9019),(69 2425.1775),(70 2433.259),(71 2445.8894),(72 2459.8464),(73 2461.9817),(74 2475.3281),(75 2479.2778),(76 2490.7654),(77 2494.3687),(78 2493.4907),(79 2493.0527),
(1 639.47144),(2 903.0018),(3 1164.0564),(4 1294.7625),(5 1406.4078),(6 1512.323),(7 1581.2361),(8 1654.0642),(9 1686.4688),(10 1723.5162),(11 1758.6295),(12 1796.2513),(13 1852.6313),(14 1885.2395),(15 1910.0566),(16 1942.7291),(17 1970.3715),(18 2004.9669),(19 2017.4006),(20 2037.2712),(21 2056.0742),(22 2094.9395),(23 2114.735),(24 2121.7212),(25 2125.5388),(26 2157.895),(27 2171.8735),(28 2179.8135),(29 2190.24),(30 2185.14),(31 2184.3384),(32 2195.5664),(33 2206.6548),(34 2182.37),(35 2208.0896),(36 2208.0234),(37 2225.5762),(38 2252.3801),(39 2265.5356),(40 2267.3523),(41 2262.4468),(42 2255.7737),(43 2250.0322),(44 2257.9868),(45 2258.2932),(46 2279.1006),(47 2277.6892),(48 2285.5603),(49 2275.0657),(50 2272.33),(51 2257.2285),(52 2255.143),(53 2259.4263),(54 2256.7876),(55 2275.1743),(56 2285.78),(57 2297.6978),(58 2287.7136),(59 2309.413),(60 2323.7595),(61 2319.265),(62 2317.6301),(63 2340.5435),(64 2339.792),(65 2366.4033),(66 2361.653),(67 2350.4175),(68 2335.2637),(69 2336.5813),(70 2351.5913),(71 2354.26),(72 2367.5469),(73 2391.01),(74 2404.491),(75 2407.9458),(76 2399.6003),(77 2415.5376),(78 2440.1719),(79 2457.0806),
(1 626.8863),(2 869.94965),(3 1138.6),(4 1269.792),(5 1388.2653),(6 1475.7821),(7 1542.6909),(8 1614.7146),(9 1640.2286),(10 1682.0065),(11 1724.1228),(12 1755.4408),(13 1777.8346),(14 1796.8176),(15 1820.3905),(16 1829.9432),(17 1827.9037),(18 1864.8196),(19 1876.5883),(20 1910.9879),(21 1927.4303),(22 1949.6484),(23 1973.4204),(24 1993.8777),(25 1998.5138),(26 2008.963),(27 2025.7416),(28 2033.7721),(29 2029.3644),(30 2044.3055),(31 2068.1653),(32 2076.0186),(33 2116.1602),(34 2127.392),(35 2146.3206),(36 2158.6416),(37 2174.6702),(38 2192.255),(39 2194.9294),(40 2197.677),(41 2189.0186),(42 2210.816),(43 2204.226),(44 2210.2034),(45 2197.1443),(46 2174.2456),(47 2180.6199),(48 2191.2358),(49 2205.8403),(50 2222.8933),(51 2231.296),(52 2226.1975),(53 2239.2969),(54 2243.9949),(55 2268.6558),(56 2272.0078),(57 2275.3113),(58 2291.0315),(59 2299.4648),(60 2314.9995),(61 2310.299),(62 2314.8337),(63 2319.3057),(64 2320.7625),(65 2332.4333),(66 2325.7554),(67 2332.8625),(68 2340.0273),(69 2343.5352),(70 2347.2083),(71 2354.537),(72 2358.898),(73 2349.0361),(74 2335.3599),(75 2325.6213),(76 2325.223),(77 2339.2422),(78 2375.8271),(79 2380.34),
(1 627.07855),(2 884.515),(3 1163.0876),(4 1285.5713),(5 1397.2239),(6 1469.2596),(7 1527.3844),(8 1584.8834),(9 1631.6166),(10 1670.8217),(11 1704.8159),(12 1748.3903),(13 1782.88),(14 1810.5111),(15 1835.7821),(16 1862.5137),(17 1894.7112),(18 1958.17),(19 1958.5853),(20 1978.6952),(21 1988.0798),(22 2000.248),(23 2025.8605),(24 2046.5457),(25 2062.5186),(26 2069.605),(27 2077.6404),(28 2097.4011),(29 2106.3657),(30 2116.889),(31 2120.1155),(32 2125.0654),(33 2152.3086),(34 2162.5603),(35 2173.2458),(36 2190.2808),(37 2199.607),(38 2216.1675),(39 2233.3655),(40 2232.711),(41 2237.0696),(42 2238.6855),(43 2263.048),(44 2270.2322),(45 2271.9316),(46 2279.1587),(47 2288.7986),(48 2302.29),(49 2297.2446),(50 2310.4817),(51 2330.3252),(52 2309.255),(53 2296.777),(54 2298.7727),(55 2300.121),(56 2300.1836),(57 2298.8804),(58 2297.606),(59 2312.0056),(60 2317.5627),(61 2319.2407),(62 2331.8997),(63 2326.8647),(64 2326.6675),(65 2338.325),(66 2322.7104),(67 2321.667),(68 2326.186),(69 2327.8713),(70 2327.155),(71 2325.9194),(72 2340.866),(73 2347.7563),(74 2350.4238),(75 2330.4136),(76 2330.6162),(77 2329.2703),(78 2351.0476),(79 2340.3765),
(1 617.96045),(2 853.3421),(3 1104.0237),(4 1232.2075),(5 1340.4076),(6 1428.3479),(7 1509.5419),(8 1576.4187),(9 1620.6072),(10 1668.3754),(11 1700.6909),(12 1730.81),(13 1755.075),(14 1784.7034),(15 1815.349),(16 1851.4816),(17 1874.6198),(18 1898.9474),(19 1902.4436),(20 1921.8293),(21 1932.9414),(22 1950.7083),(23 1955.1838),(24 1960.9082),(25 1971.6333),(26 2001.6974),(27 2013.5256),(28 2023.5651),(29 2032.7236),(30 2041.2186),(31 2033.9523),(32 2036.6355),(33 2084.4875),(34 2107.244),(35 2131.093),(36 2147.2761),(37 2176.8606),(38 2196.8682),(39 2218.839),(40 2226.7263),(41 2239.4248),(42 2243.441),(43 2251.3345),(44 2272.9182),(45 2288.675),(46 2297.5137),(47 2312.9744),(48 2323.327),(49 2318.7502),(50 2318.6836),(51 2328.6626),(52 2318.4963),(53 2300.185),(54 2288.831),(55 2289.243),(56 2297.9448),(57 2294.4543),(58 2309.647),(59 2307.9626),(60 2295.3845),(61 2299.2012),(62 2301.9236),(63 2304.3967),(64 2268.8577),(65 2280.1138),(66 2272.148),(67 2273.0647),(68 2270.6013),(69 2281.759),(70 2299.4917),(71 2303.9417),(72 2292.6084),(73 2289.775),(74 2294.3145),(75 2290.9148),(76 2285.79),(77 2276.2747),(78 2288.348),(79 2284.8347),
(1 609.10297),(2 854.0517),(3 1106.4014),(4 1226.7864),(5 1331.5203),(6 1420.775),(7 1490.5171),(8 1551.3181),(9 1591.8403),(10 1633.729),(11 1668.2529),(12 1700.3142),(13 1715.8608),(14 1741.3324),(15 1770.8906),(16 1787.1484),(17 1805.6377),(18 1845.0095),(19 1867.5006),(20 1880.7986),(21 1893.4083),(22 1918.5205),(23 1934.2834),(24 1933.6289),(25 1942.9216),(26 1970.3109),(27 1979.0851),(28 1991.9678),(29 1996.8445),(30 1991.813),(31 2002.2687),(32 2003.521),(33 2026.737),(34 2041.8514),(35 2042.018),(36 2056.1396),(37 2071.1787),(38 2077.5957),(39 2092.8538),(40 2108.9846),(41 2116.8796),(42 2098.3633),(43 2112.4583),(44 2103.9521),(45 2119.0771),(46 2115.5068),(47 2126.435),(48 2138.9211),(49 2137.2166),(50 2136.5562),(51 2137.1863),(52 2139.8225),(53 2147.3916),(54 2147.4792),(55 2158.0151),(56 2148.2935),(57 2146.975),(58 2156.8892),(59 2157.9558),(60 2153.4895),(61 2158.8484),(62 2145.9368),(63 2143.0166),(64 2135.5247),(65 2131.1624),(66 2127.4568),(67 2127.5422),(68 2134.4622),(69 2136.5024),(70 2129.4524),(71 2138.497),(72 2121.253),(73 2115.458),(74 2116.8413),(75 2121.1406),(76 2116.137),(77 2114.3123),(78 2115.272),(79 2102.9153),
