1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9162.426),(2 27982.928),(3 51148.95),(4 72605.62),(5 94550.71),(6 122397.69),(7 157799.67),(8 200291.31),(9 249958.95),(10 298384.6),(11 341596.56),(12 383380.75),(13 425676.75),(14 471152.97),(15 517336.28),(16 564616.25),(17 607185.44),(18 636152.94),(19 660172.25),(20 683584.3),(21 711160.8),(22 738827.8),(23 763964.3),(24 789056.2),(25 803557.94),(26 824761.3),(27 842565.44),(28 866315.2),(29 900519.06),(30 942934.8),(31 978658.25),(32 1021044.3),(33 1073670.3),(34 1117387.4),(35 1170627.9),(36 1236443.1),(37 1300725),(38 1368150.1),(39 1432720.5),(40 1490921),(41 1538138.6),(42 1582215.6),(43 1611328),(44 1635273.6),(45 1656614.4),(46 1685013),(47 1706678.6),(48 1719748.4),(49 1729941.6),(50 1720537.4),(51 1706274.6),(52 1691997.5),(53 1670694.4),(54 1641009.5),(55 1621778),(56 1606467.4),(57 1608332.4),(58 1613193.4),(59 1608000.5),(60 1601720.4),(61 1617131.6),(62 1637378),(63 1648225.4),(64 1681398),(65 1723407.4),(66 1768138),(67 1823534),(68 1864603.4),(69 1934508.5),(70 2023765),(71 2131750.3),(72 2231996.5),(73 2341089.3),(74 2462001.8),(75 2581470.3),(76 2699679.8),(77 2810109.3),(78 2915578.8),(79 3020146.8),
(1 157.36548),(2 218.28067),(3 278.32687),(4 314.24298),(5 340.71707),(6 363.19928),(7 385.17166),(8 402.57935),(9 413.78336),(10 423.84436),(11 432.60953),(12 440.2047),(13 448.41736),(14 456.38016),(15 466.91583),(16 471.86105),(17 475.73914),(18 476.3728),(19 475.68344),(20 477.24432),(21 478.45035),(22 481.29016),(23 484.98062),(24 485.39648),(25 490.4927),(26 493.92444),(27 498.94818),(28 501.8845),(29 503.267),(30 506.99542),(31 508.4098),(32 510.08096),(33 513.1228),(34 515.98706),(35 516.7724),(36 519.4238),(37 523.08514),(38 524.7441),(39 527.6813),(40 529.2597),(41 534.87885),(42 536.46545),(43 538.13403),(44 542.4524),(45 546.2029),(46 548.8929),(47 548.903),(48 549.23083),(49 551.5788),(50 552.5138),(51 552.2002),(52 550.88947),(53 544.86066),(54 548.6529),(55 548.8666),(56 551.95984),(57 553.7175),(58 551.49725),(59 548.5419),(60 550.2014),(61 552.655),(62 550.0103),(63 552.66223),(64 552.50385),(65 551.9645),(66 548.88684),(67 549.2093),(68 548.09076),(69 551.0943),(70 553.9055),(71 554.89764),(72 557.0826),(73 557.82635),(74 559.97107),(75 567.0794),(76 569.7245),(77 571.1855),(78 575.7866),(79 577.9651),
(1 155.04575),(2 213.10764),(3 269.20767),(4 304.47556),(5 326.7251),(6 344.43744),(7 365.93466),(8 379.24997),(9 390.15604),(10 398.27847),(11 410.2145),(12 416.61578),(13 424.81912),(14 432.9806),(15 444.07172),(16 451.57095),(17 452.10098),(18 453.52512),(19 454.87552),(20 459.6789),(21 465.31384),(22 464.55573),(23 469.10907),(24 470.16968),(25 476.07104),(26 474.27454),(27 479.2911),(28 480.41742),(29 482.28687),(30 487.23508),(31 492.52),(32 496.77197),(33 498.74454),(34 502.36655),(35 505.65875),(36 506.588),(37 509.08868),(38 509.3199),(39 510.2166),(40 512.7167),(41 513.27673),(42 518.11224),(43 520.9263),(44 525.61816),(45 530.8421),(46 530.5466),(47 532.0096),(48 534.08435),(49 534.6917),(50 538.585),(51 535.87665),(52 535.0815),(53 531.10034),(54 533.0357),(55 530.52246),(56 530.89246),(57 531.8314),(58 531.0104),(59 530.861),(60 531.5763),(61 534.00214),(62 535.58215),(63 535.1968),(64 539.23206),(65 539.4921),(66 541.13885),(67 542.4085),(68 541.5395),(69 542.7757),(70 542.7739),(71 544.4633),(72 545.9614),(73 548.14545),(74 548.0464),(75 552.90234),(76 556.0707),(77 558.06445),(78 559.1403),(79 558.7261),
(1 154.52785),(2 211.13818),(3 269.81302),(4 304.22824),(5 324.8331),(6 344.64734),(7 363.222),(8 377.96393),(9 390.97556),(10 401.41693),(11 416.15152),(12 425.20978),(13 433.37012),(14 442.0162),(15 448.53958),(16 451.70535),(17 456.65735),(18 458.09525),(19 463.22092),(20 469.2283),(21 474.3168),(22 479.01553),(23 481.22864),(24 483.2584),(25 490.1822),(26 490.71823),(27 494.61935),(28 497.89087),(29 497.277),(30 501.60388),(31 508.79706),(32 511.5679),(33 512.7854),(34 517.2177),(35 517.39056),(36 520.10425),(37 523.1189),(38 522.9085),(39 527.72766),(40 525.09546),(41 529.0392),(42 532.44574),(43 538.1666),(44 540.9243),(45 541.4647),(46 539.70795),(47 543.483),(48 543.46423),(49 543.72375),(50 549.1611),(51 553.5967),(52 554.81537),(53 553.30035),(54 555.82117),(55 556.4429),(56 557.70166),(57 559.8579),(58 561.86224),(59 565.8072),(60 567.59064),(61 571.04016),(62 574.6348),(63 575.33466),(64 575.0704),(65 576.33014),(66 573.64514),(67 573.5011),(68 573.9154),(69 573.0398),(70 570.07263),(71 571.0102),(72 572.22644),(73 572.26953),(74 570.2303),(75 573.5812),(76 573.96075),(77 570.43695),(78 574.37665),(79 572.2601),
(1 152.46448),(2 210.624),(3 268.25266),(4 302.69543),(5 326.35886),(6 351.97302),(7 371.68903),(8 386.75906),(9 401.51746),(10 415.43008),(11 424.808),(12 431.18475),(13 435.1524),(14 440.14478),(15 448.45367),(16 451.89917),(17 453.81183),(18 455.54642),(19 460.9724),(20 468.73593),(21 473.56424),(22 479.28098),(23 481.51993),(24 483.92484),(25 488.2126),(26 491.5254),(27 496.00952),(28 497.869),(29 500.047),(30 501.59033),(31 513.12213),(32 516.0213),(33 516.43933),(34 519.01746),(35 516.7445),(36 517.7345),(37 515.9142),(38 515.11395),(39 520.1086),(40 520.8523),(41 522.66113),(42 523.66473),(43 525.28143),(44 529.6262),(45 529.21747),(46 529.436),(47 531.1874),(48 530.49396),(49 534.70715),(50 533.69916),(51 536.7051),(52 537.71387),(53 535.9507),(54 538.0909),(55 538.3223),(56 541.067),(57 543.5484),(58 543.39343),(59 547.58026),(60 549.4165),(61 554.6744),(62 556.94336),(63 554.6842),(64 554.66077),(65 554.62604),(66 555.15735),(67 554.90717),(68 554.2773),(69 553.4723),(70 552.7552),(71 553.8626),(72 553.66003),(73 553.5179),(74 553.53546),(75 554.25244),(76 553.98065),(77 550.029),(78 550.4981),(79 549.3955),
(1 150.2478),(2 208.20955),(3 268.95505),(4 303.02377),(5 328.7879),(6 349.0568),(7 367.81512),(8 382.73538),(9 397.54355),(10 410.96707),(11 420.9602),(12 423.52762),(13 432.09436),(14 437.62885),(15 444.5131),(16 447.9547),(17 447.65857),(18 449.91708),(19 453.0057),(20 454.2849),(21 460.62057),(22 463.48663),(23 467.46198),(24 467.91153),(25 469.49814),(26 472.04675),(27 478.91776),(28 477.68628),(29 476.72223),(30 477.74146),(31 481.79965),(32 483.9457),(33 485.93628),(34 488.1095),(35 486.70227),(36 489.03073),(37 489.05127),(38 491.27032),(39 493.4218),(40 493.4779),(41 493.8334),(42 491.89532),(43 491.97177),(44 495.73343),(45 495.23132),(46 497.2168),(47 496.8412),(48 495.99103),(49 498.10736),(50 496.88632),(51 501.3629),(52 502.22604),(53 500.55804),(54 503.02896),(55 502.7889),(56 506.76825),(57 506.47498),(58 509.16776),(59 510.03073),(60 512.96204),(61 515.1972),(62 514.20105),(63 514.57715),(64 512.8972),(65 511.65097),(66 516.57526),(67 518.3805),(68 518.37415),(69 518.53394),(70 516.36615),(71 515.2777),(72 516.2189),(73 519.05597),(74 520.3618),(75 524.11035),(76 527.1792),(77 523.5025),(78 525.77405),(79 523.24194),
(1 147.36064),(2 202.87749),(3 256.2885),(4 290.6984),(5 312.2671),(6 333.37784),(7 348.65295),(8 365.67908),(9 379.34552),(10 391.05237),(11 400.74765),(12 407.44232),(13 411.00974),(14 419.21234),(15 429.6925),(16 434.88358),(17 437.7472),(18 440.6871),(19 446.77213),(20 450.60904),(21 452.5466),(22 456.42563),(23 460.01154),(24 463.05975),(25 465.74353),(26 470.15283),(27 475.60138),(28 475.86288),(29 479.71848),(30 482.78268),(31 488.62234),(32 490.84766),(33 490.10013),(34 488.49286),(35 490.87134),(36 489.6848),(37 491.05014),(38 493.38406),(39 493.23013),(40 490.8538),(41 490.08444),(42 492.42877),(43 492.52637),(44 495.32944),(45 494.54797),(46 495.72208),(47 496.61826),(48 496.284),(49 497.00732),(50 500.96353),(51 504.475),(52 505.46387),(53 507.0912),(54 507.77118),(55 508.9103),(56 509.80927),(57 510.87677),(58 514.6703),(59 515.2389),(60 519.0128),(61 518.1626),(62 521.1992),(63 526.0185),(64 527.4801),(65 530.4714),(66 536.4244),(67 538.76294),(68 538.0417),(69 538.8266),(70 539.5755),(71 540.8363),(72 540.0406),(73 545.4599),(74 551.58246),(75 557.6481),(76 559.4284),(77 563.13617),(78 561.57385),(79 562.1603),
(1 143.49457),(2 197.10316),(3 250.931),(4 282.12848),(5 304.69913),(6 324.21396),(7 342.91327),(8 358.21237),(9 367.0522),(10 379.4407),(11 392.0513),(12 399.51865),(13 407.17593),(14 418.70358),(15 427.11328),(16 434.04498),(17 439.63095),(18 442.9617),(19 447.12674),(20 450.4205),(21 457.06165),(22 460.93515),(23 461.80637),(24 464.0301),(25 467.4494),(26 470.75378),(27 475.75882),(28 478.36243),(29 480.03207),(30 487.07742),(31 489.26105),(32 492.30548),(33 494.265),(34 494.79675),(35 494.2396),(36 496.61496),(37 495.75854),(38 498.4846),(39 499.27515),(40 498.01242),(41 500.0692),(42 500.981),(43 503.8219),(44 502.8229),(45 505.13574),(46 505.7235),(47 507.6349),(48 504.80267),(49 504.6225),(50 506.0775),(51 505.9307),(52 505.797),(53 506.96658),(54 505.71674),(55 504.93274),(56 505.78726),(57 508.74017),(58 509.35892),(59 510.8979),(60 508.36075),(61 509.9907),(62 511.2649),(63 515.9141),(64 513.15485),(65 514.37585),(66 518.7524),(67 521.319),(68 524.6004),(69 528.2036),(70 526.931),(71 529.66595),(72 529.23956),(73 531.1506),(74 532.40845),(75 533.72986),(76 533.6482),(77 532.67914),(78 533.3009),(79 532.13696),
(1 145.59702),(2 202.50604),(3 255.00267),(4 285.0453),(5 304.42307),(6 325.3372),(7 341.4056),(8 355.5834),(9 365.85202),(10 376.69998),(11 386.89328),(12 395.55014),(13 400.849),(14 407.72757),(15 417.9699),(16 421.3906),(17 424.97284),(18 430.65076),(19 437.8755),(20 437.12567),(21 439.67844),(22 443.85425),(23 447.01492),(24 450.29434),(25 450.9169),(26 454.93967),(27 459.6579),(28 462.3064),(29 464.3535),(30 469.83142),(31 472.76733),(32 473.8449),(33 475.75977),(34 475.30753),(35 479.47815),(36 478.68942),(37 483.6494),(38 485.509),(39 485.2671),(40 487.8255),(41 486.74435),(42 486.9811),(43 491.794),(44 494.04117),(45 496.9664),(46 502.61493),(47 505.26306),(48 504.76294),(49 508.525),(50 505.74475),(51 511.813),(52 509.2116),(53 511.65866),(54 514.9276),(55 515.4),(56 513.80646),(57 514.9543),(58 516.1653),(59 515.9684),(60 514.9991),(61 516.6753),(62 518.14044),(63 521.18286),(64 518.60345),(65 520.38947),(66 520.9218),(67 518.8737),(68 520.24194),(69 519.8404),(70 523.25305),(71 521.5047),(72 518.40216),(73 519.2688),(74 524.63904),(75 526.47845),(76 526.97876),(77 526.87396),(78 525.3075),(79 529.98047),
(1 141.48541),(2 191.96115),(3 244.88423),(4 276.06967),(5 298.49057),(6 317.3563),(7 338.38474),(8 354.0569),(9 365.5019),(10 375.0371),(11 383.0263),(12 389.5099),(13 399.34802),(14 408.7918),(15 419.09213),(16 428.53082),(17 432.01196),(18 437.10953),(19 441.91187),(20 444.79477),(21 449.15668),(22 447.38785),(23 450.72565),(24 452.32788),(25 452.39932),(26 457.44156),(27 460.80984),(28 460.78162),(29 461.6543),(30 465.01758),(31 465.79208),(32 470.45224),(33 467.37427),(34 469.667),(35 469.66928),(36 467.28613),(37 465.57318),(38 464.36932),(39 466.94937),(40 469.5016),(41 471.75107),(42 469.58548),(43 474.02094),(44 475.42203),(45 478.13202),(46 479.77228),(47 478.59702),(48 478.81393),(49 480.51352),(50 484.08237),(51 486.2802),(52 484.9723),(53 487.1643),(54 489.1778),(55 490.37997),(56 489.5231),(57 493.9201),(58 496.0592),(59 499.22302),(60 499.5477),(61 499.74103),(62 499.17462),(63 502.45862),(64 503.92212),(65 504.83188),(66 504.08737),(67 498.8614),(68 499.58966),(69 498.6937),(70 498.99237),(71 498.09607),(72 499.34),(73 499.84448),(74 503.13467),(75 506.8649),(76 508.65323),(77 512.0841),(78 509.45535),(79 511.19397),
(1 140.14107),(2 191.62407),(3 244.45139),(4 272.7403),(5 296.53427),(6 316.61267),(7 336.983),(8 354.8235),(9 367.08157),(10 382.59262),(11 394.14148),(12 402.31165),(13 410.77127),(14 418.34305),(15 427.32254),(16 434.31216),(17 436.87186),(18 439.9092),(19 442.48923),(20 442.7663),(21 449.3682),(22 450.81274),(23 454.51794),(24 453.9072),(25 458.20905),(26 459.8287),(27 462.6953),(28 462.4031),(29 464.47034),(30 467.35126),(31 467.05725),(32 469.3931),(33 467.2561),(34 470.24808),(35 472.48712),(36 471.92383),(37 470.77435),(38 470.9904),(39 476.2921),(40 476.72882),(41 478.3572),(42 480.9552),(43 481.79248),(44 485.76236),(45 486.69925),(46 489.0246),(47 490.66617),(48 492.25604),(49 492.41962),(50 490.18704),(51 489.56067),(52 489.70212),(53 487.98257),(54 491.49448),(55 487.8702),(56 486.57083),(57 485.91736),(58 485.8444),(59 487.95752),(60 488.61136),(61 489.15836),(62 490.90582),(63 495.46243),(64 496.5574),(65 494.57547),(66 498.9391),(67 496.33133),(68 497.94565),(69 501.93744),(70 502.4917),(71 502.09567),(72 501.8558),(73 502.84595),(74 506.2628),(75 510.58035),(76 515.83435),(77 517.6597),(78 516.0242),(79 517.6692),
(1 141.09967),(2 193.76704),(3 246.8264),(4 276.71454),(5 300.92538),(6 320.5624),(7 339.51898),(8 356.0537),(9 366.3165),(10 376.34195),(11 386.76114),(12 393.71158),(13 402.32565),(14 409.13702),(15 415.36697),(16 418.8075),(17 423.55426),(18 426.98166),(19 430.24368),(20 433.98547),(21 437.7584),(22 440.41592),(23 445.04623),(24 445.54422),(25 449.07452),(26 452.17212),(27 455.82083),(28 458.89554),(29 460.56113),(30 464.66116),(31 466.04294),(32 467.36176),(33 466.69485),(34 468.73718),(35 471.12585),(36 471.25586),(37 470.65912),(38 470.49298),(39 471.53482),(40 471.2032),(41 474.26678),(42 476.3571),(43 478.04745),(44 484.201),(45 485.70187),(46 485.03897),(47 484.551),(48 483.35095),(49 483.91666),(50 485.17523),(51 484.87836),(52 484.1299),(53 486.15555),(54 489.32248),(55 491.59167),(56 488.47906),(57 492.50702),(58 496.0978),(59 499.19244),(60 502.2811),(61 503.63443),(62 506.0826),(63 507.0485),(64 510.96484),(65 511.34213),(66 509.71432),(67 512.2534),(68 513.7453),(69 510.6564),(70 512.44006),(71 511.1385),(72 509.76974),(73 510.66705),(74 511.99454),(75 514.8383),(76 519.2611),(77 521.427),(78 517.5475),(79 519.87384),
(1 139.16893),(2 191.40265),(3 238.95857),(4 266.27805),(5 287.71783),(6 307.04034),(7 322.16663),(8 337.37897),(9 347.58527),(10 358.053),(11 367.0134),(12 373.30096),(13 383.5798),(14 392.8794),(15 400.2402),(16 405.36887),(17 407.43222),(18 413.87625),(19 418.73782),(20 422.49207),(21 424.3573),(22 426.78748),(23 431.15915),(24 431.47992),(25 433.6186),(26 436.94788),(27 443.80386),(28 445.56744),(29 447.25064),(30 449.5611),(31 449.9772),(32 452.65332),(33 454.31274),(34 455.87253),(35 456.39014),(36 457.71973),(37 459.81656),(38 460.12158),(39 460.64957),(40 457.8764),(41 464.0344),(42 465.59888),(43 463.8884),(44 466.7699),(45 464.17322),(46 463.44165),(47 463.4728),(48 463.2109),(49 463.83206),(50 462.16168),(51 461.6653),(52 465.96582),(53 468.36313),(54 469.00623),(55 465.65192),(56 468.2343),(57 466.966),(58 469.31204),(59 470.35193),(60 472.53885),(61 475.70096),(62 476.59753),(63 480.9154),(64 483.2552),(65 487.26602),(66 488.75302),(67 489.31198),(68 491.16373),(69 492.72552),(70 497.41586),(71 496.9686),(72 500.1769),(73 501.1376),(74 499.79358),(75 499.8403),(76 502.69263),(77 505.10477),(78 501.50607),(79 501.2394),
(1 136.54161),(2 188.34715),(3 239.82465),(4 270.6633),(5 293.4803),(6 314.635),(7 333.56277),(8 349.8497),(9 360.6402),(10 367.83585),(11 376.0757),(12 385.046),(13 390.96027),(14 397.265),(15 404.57108),(16 407.12442),(17 409.4103),(18 413.63004),(19 413.74774),(20 416.44498),(21 419.44702),(22 423.13177),(23 428.02515),(24 430.99615),(25 437.17264),(26 440.3862),(27 443.63004),(28 444.38177),(29 447.42673),(30 453.45245),(31 454.0723),(32 457.02893),(33 459.29385),(34 459.45953),(35 462.07077),(36 464.54062),(37 466.6671),(38 468.67862),(39 470.96658),(40 475.4142),(41 477.75842),(42 479.75467),(43 478.42828),(44 479.15417),(45 481.65982),(46 479.96387),(47 482.77682),(48 481.06656),(49 479.32898),(50 481.76788),(51 483.83627),(52 484.60373),(53 484.317),(54 484.7436),(55 483.6379),(56 481.3324),(57 481.5269),(58 481.1591),(59 481.2282),(60 479.36545),(61 479.6307),(62 479.89636),(63 483.60953),(64 482.30087),(65 485.7981),(66 483.86865),(67 480.6689),(68 477.41504),(69 482.07285),(70 485.40912),(71 486.90558),(72 485.20062),(73 487.7269),(74 489.44766),(75 492.57672),(76 496.17352),(77 499.9776),(78 501.65762),(79 504.38873),
(1 136.74724),(2 187.57312),(3 236.43355),(4 265.4383),(5 285.44293),(6 307.85614),(7 325.07962),(8 339.63718),(9 347.21683),(10 357.62164),(11 364.96622),(12 370.4437),(13 377.80762),(14 385.78915),(15 391.61948),(16 392.61438),(17 395.32516),(18 402.09882),(19 402.39407),(20 407.43338),(21 410.0846),(22 415.5533),(23 417.65637),(24 421.8312),(25 427.3621),(26 431.5918),(27 434.2716),(28 437.04095),(29 436.31946),(30 440.24228),(31 442.29608),(32 444.0227),(33 446.98563),(34 447.45242),(35 449.72125),(36 452.69385),(37 455.31543),(38 454.9344),(39 458.57605),(40 463.4943),(41 465.2409),(42 468.11255),(43 466.52087),(44 466.83072),(45 466.57938),(46 466.83377),(47 469.18494),(48 470.6521),(49 472.12015),(50 470.5021),(51 474.0229),(52 475.95932),(53 475.2267),(54 477.00424),(55 476.59198),(56 476.41077),(57 476.26968),(58 480.3332),(59 481.8001),(60 483.44138),(61 484.56064),(62 488.62518),(63 493.702),(64 493.06396),(65 497.22195),(66 494.9518),(67 494.71533),(68 494.46426),(69 497.0414),(70 499.30954),(71 501.91156),(72 494.95786),(73 497.49918),(74 500.75815),(75 503.11877),(76 503.97763),(77 506.01083),(78 504.67447),(79 504.87106),
(1 135.07077),(2 185.41101),(3 231.86557),(4 259.1691),(5 279.0149),(6 296.79138),(7 315.1684),(8 329.60846),(9 338.29846),(10 348.54755),(11 357.25674),(12 363.46057),(13 371.71655),(14 381.48102),(15 388.87427),(16 393.737),(17 398.97287),(18 401.6898),(19 404.5313),(20 410.91776),(21 414.58157),(22 420.7844),(23 422.56177),(24 422.08905),(25 425.9024),(26 427.83875),(27 432.37796),(28 436.62854),(29 439.2319),(30 442.2702),(31 445.54538),(32 448.9376),(33 451.9004),(34 453.54504),(35 452.24332),(36 450.88052),(37 452.7858),(38 454.13336),(39 454.42603),(40 457.87454),(41 457.1461),(42 458.1023),(43 456.2979),(44 459.20676),(45 459.64456),(46 460.6752),(47 463.68137),(48 464.5828),(49 464.6865),(50 460.45032),(51 459.33585),(52 460.453),(53 457.61215),(54 456.43954),(55 456.20792),(56 458.4597),(57 461.8614),(58 462.27127),(59 458.88837),(60 459.9676),(61 461.1322),(62 463.61398),(63 461.99063),(64 462.81018),(65 466.49356),(66 467.6398),(67 471.01462),(68 472.95105),(69 473.67715),(70 475.0827),(71 476.65),(72 474.44833),(73 474.3509),(74 476.2651),(75 475.02798),(76 476.2029),(77 476.7916),(78 478.1167),(79 479.8171),
(1 133.79018),(2 181.98686),(3 230.24161),(4 257.88538),(5 278.55048),(6 296.7879),(7 313.26465),(8 327.61197),(9 337.1429),(10 348.04095),(11 355.63858),(12 361.73016),(13 368.69287),(14 376.6298),(15 381.92294),(16 384.93036),(17 390.14398),(18 392.99478),(19 394.91202),(20 394.8674),(21 397.9459),(22 402.1258),(23 403.99704),(24 404.8368),(25 408.92914),(26 410.27332),(27 412.27026),(28 413.93164),(29 413.56458),(30 415.0949),(31 417.41),(32 420.31693),(33 420.30222),(34 419.6143),(35 420.89758),(36 421.37885),(37 421.20602),(38 422.1477),(39 422.40405),(40 422.226),(41 421.13846),(42 421.5117),(43 422.97754),(44 426.0214),(45 429.41382),(46 431.555),(47 432.69263),(48 434.3578),(49 436.98776),(50 437.30927),(51 438.5412),(52 439.1826),(53 440.95764),(54 443.46118),(55 444.02765),(56 446.7246),(57 450.33752),(58 450.44003),(59 450.41925),(60 450.8125),(61 451.88895),(62 452.15222),(63 450.0782),(64 448.06754),(65 448.6083),(66 447.3991),(67 449.1064),(68 446.9597),(69 451.11768),(70 449.8413),(71 450.99326),(72 450.6683),(73 451.35712),(74 454.11783),(75 452.17722),(76 454.32077),(77 457.5124),(78 456.13434),(79 457.997),
(1 129.10178),(2 176.45947),(3 227.51779),(4 253.88112),(5 274.84753),(6 292.1147),(7 309.88437),(8 322.73798),(9 332.40234),(10 340.44418),(11 345.57672),(12 352.44937),(13 357.08618),(14 362.73416),(15 367.15594),(16 368.7566),(17 370.75464),(18 373.20895),(19 373.6771),(20 379.4624),(21 385.36438),(22 390.23297),(23 392.1808),(24 393.86548),(25 397.93988),(26 398.00482),(27 399.96048),(28 402.68607),(29 402.71375),(30 405.82538),(31 407.55533),(32 411.23633),(33 412.47308),(34 414.02393),(35 415.5175),(36 413.0272),(37 414.356),(38 415.6389),(39 418.17337),(40 420.08893),(41 419.78885),(42 421.62973),(43 423.22934),(44 427.28543),(45 431.40445),(46 431.66458),(47 434.5219),(48 439.1445),(49 443.3731),(50 445.5969),(51 446.7334),(52 448.2158),(53 450.81378),(54 449.99106),(55 450.40207),(56 450.46576),(57 452.6504),(58 455.56802),(59 454.5317),(60 451.3847),(61 448.4684),(62 448.08505),(63 447.726),(64 445.73358),(65 448.7095),(66 450.00174),(67 453.56522),(68 451.70737),(69 453.50995),(70 453.10782),(71 454.79257),(72 453.5994),(73 455.61353),(74 457.1647),(75 459.26096),(76 462.5809),(77 465.45227),(78 466.596),(79 470.02094),
(1 128.70996),(2 176.45692),(3 224.37204),(4 248.15752),(5 266.48822),(6 287.99545),(7 303.84625),(8 315.6545),(9 324.0165),(10 333.11807),(11 341.6674),(12 347.06757),(13 351.98877),(14 360.22223),(15 366.01984),(16 370.1052),(17 376.0599),(18 377.3705),(19 381.31818),(20 385.1313),(21 387.64337),(22 391.36526),(23 392.33752),(24 392.95334),(25 396.82782),(26 400.34332),(27 404.2409),(28 404.25894),(29 404.62906),(30 406.4195),(31 407.9622),(32 408.63345),(33 408.9493),(34 410.1814),(35 411.66113),(36 412.0109),(37 416.411),(38 415.9147),(39 417.02313),(40 421.2338),(41 421.21567),(42 422.6767),(43 423.6365),(44 423.93427),(45 425.11206),(46 428.8221),(47 429.55997),(48 430.60507),(49 433.32242),(50 434.61945),(51 438.17856),(52 436.3441),(53 438.49677),(54 442.11563),(55 443.2872),(56 445.42264),(57 448.27002),(58 448.53906),(59 450.5678),(60 451.8522),(61 453.57806),(62 454.3986),(63 456.42978),(64 457.31775),(65 458.5878),(66 461.4364),(67 462.03314),(68 459.8599),(69 457.8726),(70 458.52838),(71 458.88025),(72 459.2368),(73 461.69507),(74 465.1086),(75 464.626),(76 465.71686),(77 465.7775),(78 466.58508),(79 464.7019),
