1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 108.13363),(2 135.9774),(3 144.09099),(4 151.09064),(5 157.54167),(6 160.72499),(7 164.37411),(8 165.92769),(9 168.72768),(10 169.51295),(11 171.77826),(12 172.16621),(13 170.94102),(14 171.40326),(15 171.4799),(16 172.89621),(17 172.0671),(18 172.39168),(19 174.46962),(20 174.67798),(21 177.00531),(22 174.17493),(23 174.84056),(24 175.7243),(25 176.07675),(26 177.93521),(27 177.22511),(28 175.44798),(29 177.06496),(30 176.62027),(31 177.18356),(32 174.60388),(33 175.9337),(34 174.41855),(35 177.73914),(36 178.46642),(37 176.85057),(38 178.81006),(39 177.92073),(40 179.56635),(41 179.95045),(42 182.16072),(43 180.9259),(44 180.83849),(45 181.42874),(46 181.48782),(47 182.4723),(48 184.42175),(49 185.81274),(50 187.83392),(51 185.96335),(52 188.12352),(53 188.07507),(54 187.129),(55 188.33499),(56 188.2055),(57 188.08157),(58 188.69777),(59 187.43947),(60 189.10242),(61 187.53162),(62 188.46591),(63 187.41193),(64 189.71025),(65 188.7047),(66 189.3041),(67 189.13162),(68 191.02982),(69 192.94913),(70 192.24971),(71 192.33682),(72 190.18446),(73 189.06273),(74 190.2575),(75 189.3221),(76 190.08582),(77 188.99506),(78 188.99605),(79 191.11536),
(1 106.13567),(2 134.02959),(3 143.50914),(4 152.15448),(5 157.95494),(6 159.91895),(7 166.99344),(8 167.86073),(9 169.95172),(10 169.73595),(11 171.20642),(12 171.76952),(13 171.91277),(14 173.37932),(15 169.70142),(16 172.451),(17 174.61134),(18 175.47873),(19 177.36478),(20 177.36447),(21 179.18643),(22 178.1049),(23 177.924),(24 178.63007),(25 178.72212),(26 179.46817),(27 178.82845),(28 178.7173),(29 178.46323),(30 178.26408),(31 180.4459),(32 178.30232),(33 178.35803),(34 177.54337),(35 179.14108),(36 181.79672),(37 180.6717),(38 183.42615),(39 181.32004),(40 184.78337),(41 183.75748),(42 183.54979),(43 184.63116),(44 183.41515),(45 182.98537),(46 183.32219),(47 183.9252),(48 183.91653),(49 186.65753),(50 188.33986),(51 188.22154),(52 187.20085),(53 187.77605),(54 187.45502),(55 188.00238),(56 187.54823),(57 187.37148),(58 189.04834),(59 189.64844),(60 189.8675),(61 189.80803),(62 193.44058),(63 192.19167),(64 192.3375),(65 190.91833),(66 191.2763),(67 191.53098),(68 190.88301),(69 191.10771),(70 188.66522),(71 189.44518),(72 189.31026),(73 189.43718),(74 189.30104),(75 186.95067),(76 186.66277),(77 185.17432),(78 186.4886),(79 188.53961),
(1 103.08258),(2 129.18747),(3 136.28093),(4 143.83495),(5 149.69962),(6 152.85991),(7 156.92867),(8 159.44087),(9 161.56613),(10 164.22795),(11 164.50127),(12 165.88243),(13 164.85062),(14 165.37944),(15 163.9675),(16 165.6544),(17 166.78848),(18 167.12834),(19 168.4329),(20 169.6707),(21 170.85588),(22 169.81406),(23 170.58997),(24 172.11528),(25 172.37402),(26 174.402),(27 171.30258),(28 172.5213),(29 171.28224),(30 172.09715),(31 172.63367),(32 172.06332),(33 170.80696),(34 171.02043),(35 171.35399),(36 174.22542),(37 173.5874),(38 175.97687),(39 175.12047),(40 175.60591),(41 174.23383),(42 174.63033),(43 174.77519),(44 172.96071),(45 175.04686),(46 173.65883),(47 174.77466),(48 175.77036),(49 177.46361),(50 178.77863),(51 178.86781),(52 178.15448),(53 178.9552),(54 178.85771),(55 180.25555),(56 180.21246),(57 178.98659),(58 178.35255),(59 181.7685),(60 184.24423),(61 183.65244),(62 184.72241),(63 184.10973),(64 184.82962),(65 185.07066),(66 183.83731),(67 186.401),(68 185.75452),(69 186.47142),(70 185.17343),(71 185.60121),(72 184.51285),(73 184.6338),(74 183.15843),(75 181.6916),(76 182.63773),(77 180.44868),(78 179.94804),(79 182.83853),
(1 100.892365),(2 127.643394),(3 133.65642),(4 141.434),(5 147.5992),(6 150.6235),(7 157.25972),(8 157.89569),(9 160.08218),(10 160.96558),(11 161.28214),(12 162.95575),(13 160.88545),(14 160.74255),(15 163.48804),(16 163.16418),(17 165.49721),(18 165.61731),(19 165.08298),(20 163.96793),(21 165.19237),(22 165.73375),(23 166.88264),(24 167.01935),(25 167.3377),(26 168.55353),(27 167.59544),(28 167.72061),(29 167.71794),(30 166.89212),(31 167.57913),(32 166.71953),(33 167.54884),(34 167.49245),(35 169.60918),(36 171.09021),(37 167.0135),(38 171.52673),(39 171.83606),(40 172.31992),(41 171.26161),(42 170.9813),(43 174.91301),(44 174.87538),(45 176.14229),(46 177.48375),(47 177.83191),(48 178.1301),(49 180.18275),(50 180.82414),(51 178.47714),(52 179.8276),(53 178.35652),(54 178.01517),(55 180.81844),(56 181.20589),(57 179.59972),(58 179.40605),(59 180.28412),(60 181.46878),(61 181.28113),(62 184.37617),(63 182.48389),(64 182.98961),(65 183.65048),(66 183.3047),(67 183.9282),(68 182.38727),(69 183.81311),(70 183.8577),(71 182.09602),(72 180.79921),(73 179.84671),(74 181.80644),(75 181.39943),(76 180.45314),(77 180.66544),(78 179.46248),(79 181.08484),
(1 103.297646),(2 128.52898),(3 135.342),(4 145.28131),(5 149.55956),(6 151.91765),(7 155.32487),(8 157.29489),(9 158.2081),(10 160.18483),(11 162.07002),(12 162.65839),(13 163.48096),(14 164.1486),(15 163.3694),(16 163.95093),(17 163.55511),(18 164.5436),(19 166.37144),(20 165.01414),(21 165.52907),(22 167.41226),(23 167.49625),(24 170.45932),(25 169.72646),(26 169.11916),(27 168.68619),(28 170.90723),(29 168.15479),(30 168.40369),(31 169.43665),(32 168.45985),(33 168.97116),(34 167.69344),(35 167.66219),(36 169.22052),(37 168.26079),(38 169.77206),(39 172.41858),(40 172.07259),(41 169.9626),(42 170.56462),(43 172.43437),(44 173.32855),(45 174.90123),(46 175.94641),(47 176.62894),(48 176.11285),(49 179.4774),(50 179.65262),(51 179.68777),(52 181.70354),(53 180.86986),(54 181.61719),(55 182.95708),(56 181.199),(57 179.73462),(58 180.45113),(59 181.36626),(60 181.43668),(61 182.75662),(62 184.15504),(63 182.20375),(64 183.89832),(65 184.67274),(66 183.86014),(67 184.53647),(68 183.52193),(69 184.05421),(70 181.39346),(71 180.764),(72 181.71507),(73 181.71048),(74 182.24088),(75 179.87027),(76 179.00787),(77 179.2226),(78 177.96922),(79 179.50998),
(1 100.18955),(2 127.13733),(3 133.0308),(4 141.11795),(5 147.09286),(6 148.78922),(7 155.47449),(8 156.82729),(9 158.41418),(10 159.52979),(11 160.65793),(12 161.64674),(13 162.55476),(14 163.89705),(15 163.17981),(16 163.96463),(17 165.73613),(18 165.96797),(19 166.7425),(20 166.2363),(21 166.11497),(22 168.95427),(23 169.51),(24 169.8226),(25 168.71843),(26 169.2409),(27 169.55545),(28 169.88927),(29 169.5507),(30 169.93298),(31 169.91328),(32 169.75476),(33 169.42711),(34 169.33351),(35 172.0188),(36 173.18034),(37 174.0984),(38 173.45718),(39 173.08344),(40 174.59802),(41 171.97632),(42 172.52089),(43 174.01985),(44 172.32906),(45 172.97838),(46 174.14287),(47 174.93513),(48 175.04364),(49 176.99545),(50 179.50795),(51 177.80197),(52 181.27614),(53 181.49356),(54 181.20882),(55 179.15381),(56 180.00781),(57 180.33258),(58 178.88628),(59 180.34798),(60 181.72713),(61 180.05943),(62 182.0075),(63 181.85573),(64 182.7111),(65 183.46469),(66 183.87648),(67 184.9761),(68 185.62247),(69 187.41042),(70 184.89171),(71 184.89108),(72 184.70227),(73 184.3292),(74 184.60683),(75 183.18956),(76 183.47299),(77 182.12733),(78 181.43672),(79 183.37114),
(1 100.07135),(2 125.72767),(3 132.83882),(4 139.48352),(5 144.28609),(6 146.5307),(7 151.64435),(8 153.42871),(9 154.97714),(10 154.25351),(11 156.33743),(12 157.76381),(13 161.03642),(14 161.67766),(15 159.22392),(16 159.9317),(17 161.96242),(18 162.81693),(19 163.70282),(20 162.4439),(21 163.49913),(22 163.20435),(23 166.056),(24 166.70757),(25 166.32935),(26 166.76035),(27 164.62053),(28 165.80121),(29 165.90959),(30 165.73267),(31 166.13882),(32 164.10007),(33 164.27011),(34 165.98743),(35 164.97467),(36 165.95963),(37 165.6592),(38 167.10939),(39 166.92792),(40 168.19829),(41 168.00996),(42 168.61156),(43 170.43333),(44 169.63652),(45 169.19234),(46 170.9929),(47 172.37416),(48 173.12807),(49 173.76476),(50 175.1107),(51 174.89865),(52 175.45284),(53 174.54611),(54 174.18884),(55 174.6454),(56 175.5661),(57 175.37755),(58 175.71393),(59 177.02327),(60 177.16962),(61 177.3257),(62 179.07193),(63 178.61044),(64 182.04877),(65 182.1611),(66 181.55252),(67 182.03192),(68 182.37773),(69 181.4654),(70 178.50963),(71 178.56688),(72 178.92459),(73 178.83511),(74 180.63843),(75 179.0744),(76 179.55922),(77 176.5772),(78 176.27043),(79 179.06126),
(1 98.57245),(2 124.834465),(3 131.53036),(4 139.42514),(5 144.1728),(6 147.3699),(7 153.22482),(8 153.05478),(9 155.60094),(10 155.306),(11 155.75821),(12 157.50932),(13 158.03961),(14 159.27388),(15 159.7311),(16 159.9942),(17 160.5691),(18 160.5897),(19 161.34865),(20 162.52177),(21 161.16411),(22 161.83983),(23 162.23679),(24 162.36034),(25 162.20644),(26 163.68382),(27 164.06398),(28 164.48595),(29 164.49796),(30 165.18533),(31 166.51184),(32 167.05568),(33 167.69237),(34 165.72525),(35 166.35945),(36 169.56306),(37 171.13986),(38 171.65675),(39 170.13893),(40 170.28734),(41 170.12932),(42 170.53552),(43 173.35553),(44 172.89862),(45 172.14891),(46 172.99565),(47 173.73811),(48 173.81761),(49 175.27016),(50 176.82767),(51 174.06396),(52 175.95963),(53 175.31227),(54 174.49545),(55 176.13089),(56 174.1414),(57 174.85147),(58 176.94157),(59 177.17116),(60 177.10916),(61 176.76189),(62 176.03438),(63 173.71477),(64 175.32584),(65 173.44028),(66 172.83504),(67 175.24886),(68 175.91455),(69 176.19731),(70 176.26062),(71 175.98714),(72 177.0366),(73 177.73695),(74 177.9747),(75 177.48993),(76 177.05186),(77 176.06364),(78 175.0632),(79 176.05013),
(1 95.76948),(2 121.62681),(3 129.07794),(4 137.09381),(5 140.93324),(6 143.92657),(7 150.2691),(8 150.62094),(9 151.15083),(10 151.65929),(11 155.58748),(12 156.06801),(13 156.45879),(14 158.18211),(15 156.14041),(16 156.14232),(17 157.56375),(18 157.6637),(19 160.2549),(20 160.4478),(21 159.01726),(22 160.07275),(23 160.95937),(24 161.85768),(25 161.4943),(26 161.48712),(27 160.3097),(28 163.22777),(29 163.74263),(30 162.61218),(31 164.11754),(32 163.33717),(33 162.73842),(34 164.80905),(35 165.52368),(36 166.49084),(37 166.64885),(38 167.37616),(39 168.4644),(40 167.29027),(41 165.74869),(42 165.82555),(43 168.11224),(44 167.6937),(45 167.9746),(46 167.47247),(47 167.48859),(48 168.62573),(49 170.50264),(50 172.9246),(51 172.62111),(52 172.46252),(53 173.20265),(54 172.79024),(55 174.40076),(56 173.36176),(57 172.88063),(58 174.05208),(59 174.36404),(60 174.15352),(61 173.77814),(62 174.77667),(63 175.28058),(64 176.70581),(65 176.8666),(66 176.6542),(67 177.78127),(68 176.63635),(69 176.86485),(70 174.83815),(71 175.84299),(72 175.572),(73 175.2199),(74 175.10356),(75 174.57503),(76 175.13805),(77 175.3676),(78 175.7995),(79 176.73116),
(1 95.98287),(2 120.24885),(3 126.09861),(4 133.93614),(5 139.32806),(6 143.27173),(7 145.56598),(8 146.78958),(9 147.29994),(10 148.67093),(11 152.17386),(12 154.87042),(13 151.74507),(14 152.93286),(15 154.30656),(16 156.91884),(17 157.03938),(18 155.69322),(19 157.44983),(20 157.27922),(21 158.1228),(22 157.02914),(23 157.70975),(24 160.43138),(25 158.52754),(26 159.97955),(27 158.17995),(28 160.16911),(29 159.55089),(30 159.89397),(31 161.97017),(32 161.92696),(33 160.38866),(34 160.6833),(35 161.53851),(36 160.88638),(37 161.6805),(38 163.50241),(39 164.27122),(40 163.97716),(41 164.27306),(42 164.50269),(43 165.53748),(44 165.8116),(45 166.1386),(46 166.83925),(47 167.9773),(48 169.51295),(49 170.80313),(50 171.68748),(51 171.79282),(52 173.55482),(53 173.33458),(54 173.33264),(55 174.29156),(56 173.86174),(57 174.39459),(58 174.36179),(59 175.56746),(60 176.95117),(61 176.88383),(62 177.95111),(63 175.08911),(64 175.29063),(65 174.10152),(66 172.65414),(67 174.92897),(68 174.4487),(69 174.93027),(70 173.9163),(71 173.93916),(72 175.49648),(73 174.83472),(74 172.90022),(75 172.08405),(76 171.91534),(77 171.90565),(78 171.21526),(79 173.27614),
(1 93.17988),(2 119.37228),(3 126.98022),(4 133.95958),(5 139.65521),(6 142.97844),(7 148.97256),(8 147.64743),(9 148.88185),(10 150.61629),(11 150.6173),(12 151.45857),(13 150.89268),(14 153.30037),(15 149.87924),(16 151.17963),(17 151.69705),(18 152.42302),(19 153.68835),(20 153.53253),(21 152.34),(22 152.57169),(23 153.44427),(24 154.26604),(25 152.96648),(26 153.96703),(27 153.10048),(28 154.98456),(29 154.46931),(30 155.28284),(31 156.14069),(32 156.36186),(33 155.99733),(34 156.32323),(35 157.44937),(36 159.59877),(37 158.18204),(38 160.20341),(39 157.8619),(40 160.19505),(41 159.70865),(42 159.3631),(43 161.21655),(44 162.69069),(45 163.30151),(46 163.40398),(47 164.67274),(48 165.07169),(49 167.38042),(50 170.58447),(51 167.15547),(52 168.68845),(53 169.76956),(54 168.9251),(55 171.51729),(56 170.92749),(57 169.99759),(58 168.71822),(59 169.9673),(60 171.33188),(61 170.57733),(62 172.90416),(63 170.86246),(64 171.1353),(65 170.04488),(66 168.3401),(67 169.51703),(68 170.34428),(69 170.95331),(70 169.75925),(71 168.18137),(72 168.32469),(73 168.8491),(74 170.10863),(75 168.75305),(76 167.33386),(77 168.91978),(78 168.04002),(79 168.66257),
(1 92.35371),(2 117.283775),(3 123.60974),(4 129.75948),(5 136.33398),(6 140.10838),(7 142.79405),(8 143.41399),(9 145.44557),(10 145.12729),(11 146.07634),(12 147.4364),(13 147.8),(14 147.35112),(15 145.64111),(16 146.70552),(17 149.15309),(18 149.81805),(19 150.16963),(20 149.56647),(21 149.85806),(22 149.3507),(23 151.44798),(24 153.04848),(25 153.6487),(26 153.81813),(27 153.0098),(28 154.43472),(29 153.39589),(30 153.09074),(31 154.59818),(32 153.82994),(33 152.75098),(34 153.90839),(35 156.35059),(36 156.39902),(37 157.85706),(38 158.10751),(39 157.32338),(40 160.30981),(41 159.64932),(42 159.99007),(43 161.22282),(44 161.82738),(45 162.90434),(46 160.89178),(47 162.4722),(48 162.968),(49 164.35126),(50 164.75154),(51 162.80411),(52 164.77425),(53 164.47281),(54 164.5751),(55 164.0178),(56 160.30884),(57 162.28244),(58 162.89096),(59 163.50494),(60 165.21092),(61 164.14381),(62 165.96872),(63 165.68228),(64 167.91508),(65 168.2076),(66 166.9873),(67 168.82028),(68 168.6816),(69 169.07626),(70 168.88673),(71 168.66647),(72 168.44376),(73 167.80933),(74 169.53694),(75 167.14503),(76 168.33423),(77 169.6817),(78 170.18054),(79 169.98972),
(1 93.2726),(2 118.568146),(3 125.20047),(4 132.55867),(5 136.29544),(6 139.01352),(7 143.51389),(8 143.38249),(9 145.67975),(10 145.89413),(11 147.07759),(12 148.83513),(13 150.49141),(14 149.41566),(15 148.14014),(16 150.93997),(17 151.74483),(18 151.35776),(19 151.75803),(20 154.05782),(21 153.99857),(22 154.3627),(23 154.01036),(24 153.63615),(25 155.63069),(26 157.24815),(27 155.72768),(28 156.67378),(29 154.55074),(30 154.88249),(31 156.35649),(32 156.16692),(33 157.00145),(34 158.37773),(35 158.07272),(36 159.90366),(37 161.2744),(38 161.0707),(39 159.3427),(40 159.04733),(41 158.49124),(42 158.82584),(43 162.19064),(44 161.76242),(45 163.84706),(46 163.48131),(47 162.92293),(48 164.20349),(49 164.14615),(50 165.29642),(51 165.31737),(52 168.22444),(53 166.66006),(54 166.85573),(55 166.99207),(56 166.39154),(57 167.33575),(58 167.0785),(59 166.4287),(60 167.60464),(61 167.81294),(62 169.63599),(63 166.72585),(64 167.26585),(65 167.59747),(66 167.20119),(67 167.84026),(68 167.49052),(69 166.81781),(70 166.22571),(71 166.43423),(72 167.50597),(73 165.96826),(74 167.73889),(75 165.7211),(76 165.88527),(77 165.77179),(78 164.93967),(79 167.47676),
(1 90.51573),(2 115.43048),(3 122.87443),(4 127.85081),(5 131.99895),(6 136.2278),(7 141.01524),(8 140.57422),(9 142.79482),(10 142.38078),(11 145.27444),(12 145.59602),(13 146.09818),(14 146.54247),(15 146.65901),(16 148.1559),(17 148.53862),(18 149.047),(19 149.6542),(20 150.72253),(21 150.4669),(22 149.47072),(23 149.99788),(24 150.09772),(25 151.31746),(26 150.82866),(27 149.24797),(28 151.13005),(29 151.00626),(30 151.4932),(31 152.18817),(32 152.07289),(33 151.56355),(34 151.18852),(35 151.29079),(36 153.84789),(37 154.82567),(38 155.78802),(39 154.84045),(40 156.04454),(41 155.79637),(42 156.01772),(43 158.11401),(44 157.35577),(45 159.33383),(46 157.85283),(47 159.67676),(48 160.92921),(49 161.31554),(50 162.57265),(51 162.88464),(52 163.43803),(53 162.95789),(54 163.24287),(55 164.21144),(56 162.42834),(57 163.21223),(58 161.836),(59 162.00858),(60 162.21089),(61 164.49585),(62 165.36931),(63 163.55397),(64 164.6058),(65 163.92525),(66 162.50632),(67 163.60725),(68 164.87558),(69 165.58719),(70 163.2259),(71 163.04164),(72 164.3474),(73 163.25879),(74 163.77477),(75 161.76077),(76 161.9344),(77 160.81828),(78 159.09299),(79 161.6395),
(1 89.98992),(2 113.1473),(3 120.35003),(4 127.39233),(5 131.62312),(6 136.07912),(7 139.5675),(8 140.07721),(9 140.75136),(10 142.77559),(11 146.56464),(12 149.08482),(13 146.86603),(14 147.5278),(15 147.26712),(16 148.05276),(17 147.59364),(18 147.90811),(19 149.90758),(20 150.27565),(21 150.93617),(22 150.61253),(23 150.5661),(24 152.95686),(25 152.1276),(26 152.19623),(27 152.538),(28 154.14024),(29 153.32089),(30 152.85022),(31 153.69632),(32 153.49696),(33 152.43758),(34 152.71481),(35 153.6154),(36 153.70694),(37 154.18398),(38 155.04626),(39 155.07457),(40 154.21541),(41 153.74538),(42 152.80954),(43 155.18576),(44 153.99295),(45 155.96104),(46 155.8302),(47 156.86113),(48 157.1775),(49 158.9241),(50 159.45123),(51 160.6022),(52 161.78195),(53 161.5343),(54 162.0523),(55 162.15309),(56 161.15707),(57 161.90636),(58 161.6047),(59 160.38081),(60 161.95776),(61 161.94888),(62 164.4703),(63 162.89398),(64 161.98428),(65 162.62964),(66 165.19252),(67 165.31395),(68 163.99173),(69 165.70534),(70 165.61145),(71 164.90424),(72 164.01164),(73 162.01219),(74 162.52553),(75 161.95305),(76 162.52306),(77 162.04799),(78 162.26042),(79 166.01926),
(1 89.94076),(2 114.15456),(3 120.99707),(4 127.46439),(5 132.62206),(6 135.52074),(7 139.1501),(8 139.63121),(9 140.79796),(10 141.44211),(11 141.38777),(12 142.68736),(13 142.12923),(14 143.23793),(15 143.29799),(16 145.08484),(17 144.43109),(18 145.07906),(19 147.70944),(20 145.66125),(21 145.8733),(22 145.44057),(23 144.40308),(24 146.03519),(25 147.90787),(26 148.35484),(27 146.67667),(28 147.80508),(29 148.49919),(30 148.64822),(31 149.77972),(32 150.45695),(33 151.12346),(34 150.40932),(35 149.94444),(36 150.89374),(37 150.7842),(38 152.73245),(39 153.47235),(40 153.64717),(41 153.57782),(42 154.70212),(43 154.71132),(44 155.17),(45 155.44994),(46 155.95198),(47 157.39078),(48 158.27788),(49 158.71584),(50 160.72891),(51 158.63733),(52 159.88509),(53 160.50674),(54 160.4585),(55 161.51152),(56 159.2791),(57 161.75829),(58 162.58058),(59 162.88065),(60 163.64417),(61 162.49742),(62 163.48543),(63 162.26414),(64 161.50484),(65 161.82185),(66 162.69934),(67 162.40044),(68 161.0767),(69 163.27992),(70 162.2899),(71 163.32243),(72 162.60674),(73 162.65242),(74 163.76648),(75 161.1729),(76 159.8348),(77 159.22888),(78 159.59898),(79 161.31921),
(1 87.93429),(2 111.407),(3 118.12492),(4 124.25718),(5 129.60733),(6 132.39091),(7 136.27429),(8 136.09686),(9 136.79997),(10 138.93294),(11 139.02736),(12 142.63974),(13 142.07317),(14 143.39902),(15 141.66321),(16 142.9896),(17 145.07706),(18 145.96884),(19 147.66081),(20 146.48071),(21 146.93451),(22 145.84314),(23 146.08334),(24 146.78168),(25 147.08228),(26 147.93294),(27 145.93869),(28 146.69965),(29 146.50455),(30 147.16554),(31 147.13799),(32 147.28632),(33 147.31801),(34 147.98387),(35 148.1085),(36 147.48782),(37 147.4269),(38 149.27687),(39 148.40392),(40 148.85794),(41 150.1649),(42 150.76266),(43 151.38794),(44 150.79547),(45 152.00925),(46 152.0708),(47 153.65842),(48 155.60406),(49 156.07408),(50 157.56212),(51 156.19598),(52 158.80463),(53 158.234),(54 157.79366),(55 157.77173),(56 156.10744),(57 158.27379),(58 157.71997),(59 158.86925),(60 159.51805),(61 158.70453),(62 159.13933),(63 156.84471),(64 157.6862),(65 157.63885),(66 157.09016),(67 160.53156),(68 160.80652),(69 160.45209),(70 157.63483),(71 157.95326),(72 159.18695),(73 158.66054),(74 160.06645),(75 158.55005),(76 157.21724),(77 157.06958),(78 157.32089),(79 159.48518),
(1 87.44545),(2 111.73246),(3 117.865585),(4 122.34663),(5 127.889626),(6 131.80418),(7 135.1184),(8 136.76865),(9 137.48544),(10 139.07953),(11 140.27133),(12 142.30237),(13 143.13452),(14 143.13239),(15 143.19075),(16 146.2365),(17 145.00899),(18 145.07722),(19 145.99716),(20 145.45518),(21 146.59398),(22 145.74731),(23 145.04013),(24 144.92801),(25 146.81407),(26 147.69963),(27 146.3504),(28 146.70638),(29 146.61012),(30 147.83553),(31 146.61887),(32 147.37375),(33 147.84549),(34 146.71664),(35 148.17966),(36 149.76413),(37 149.04811),(38 149.92227),(39 149.10033),(40 149.92613),(41 150.15773),(42 151.02974),(43 151.34634),(44 152.02278),(45 152.9015),(46 153.69186),(47 154.00307),(48 155.45612),(49 155.97026),(50 158.20763),(51 157.07817),(52 159.42888),(53 160.2104),(54 159.3417),(55 159.9177),(56 159.76839),(57 159.45416),(58 160.18527),(59 160.2001),(60 160.675),(61 160.76437),(62 163.87085),(63 162.0679),(64 162.40286),(65 162.06227),(66 162.33075),(67 161.77344),(68 161.69223),(69 161.77338),(70 161.09203),(71 161.2892),(72 162.55696),(73 163.00516),(74 161.41641),(75 160.861),(76 161.56305),(77 160.66241),(78 159.88695),(79 163.28395),
(1 86.1483),(2 110.09424),(3 116.52018),(4 121.756485),(5 125.296265),(6 128.87497),(7 133.48613),(8 134.8088),(9 135.38611),(10 135.92004),(11 136.53734),(12 137.26308),(13 137.63042),(14 138.48189),(15 137.31967),(16 139.42992),(17 139.63695),(18 139.0642),(19 141.07689),(20 139.07686),(21 139.53737),(22 140.03827),(23 140.02704),(24 140.83391),(25 139.85593),(26 141.18562),(27 141.6575),(28 141.8545),(29 140.53134),(30 140.92906),(31 142.01526),(32 142.24004),(33 143.19261),(34 142.59097),(35 144.64511),(36 146.2885),(37 145.45558),(38 146.22438),(39 144.62889),(40 145.33627),(41 146.40508),(42 146.37825),(43 148.07024),(44 148.20952),(45 148.36409),(46 148.72772),(47 151.00002),(48 153.59003),(49 152.23479),(50 153.58862),(51 153.98552),(52 155.35968),(53 155.67459),(54 154.76585),(55 155.5619),(56 154.78697),(57 155.72641),(58 155.40623),(59 155.58955),(60 154.92497),(61 155.35704),(62 155.95618),(63 152.92883),(64 154.46472),(65 153.06271),(66 155.52565),(67 156.71384),(68 155.69252),(69 157.37509),(70 155.4638),(71 154.48892),(72 154.19778),(73 155.24442),(74 154.27135),(75 153.00798),(76 153.11993),(77 152.66432),(78 151.05562),(79 153.31134),
