1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16976.86),(2 48199.426),(3 103301.01),(4 175946.2),(5 263417.66),(6 356685.88),(7 466247.34),(8 578960.3),(9 689817.8),(10 812575.2),(11 945341.8),(12 1072582.5),(13 1210169.3),(14 1345573.4),(15 1475382.6),(16 1618214),(17 1753204.1),(18 1890085.6),(19 2028935.1),(20 2166588.3),(21 2304202.3),(22 2461697.3),(23 2613137.8),(24 2727223.5),(25 2837892.8),(26 2942739),(27 3050944),(28 3165651.3),(29 3319793.8),(30 3496913.8),(31 3699431.3),(32 3898848.8),(33 4113298.8),(34 4364228.5),(35 4577207.5),(36 4809040.5),(37 5025696),(38 5215447.5),(39 5390700),(40 5592340),(41 5805405.5),(42 6038340),(43 6301864.5),(44 6534268),(45 6807960.5),(46 7099018.5),(47 7376568.5),(48 7668364),(49 7925959.5),(50 8152321.5),(51 8344034),(52 8579591),(53 8774004),(54 8956590),(55 9087989),(56 9233059),(57 9400851),(58 9545967),(59 9709696),(60 9954761),(61 10112227),(62 10291274),(63 10478531),(64 10619887),(65 10733151),(66 10906953),(67 11015433),(68 11134681),(69 11265715),(70 11451436),(71 11640116),(72 11894612),(73 12098421),(74 12350259),(75 12563971),(76 12780661),(77 13019492),(78 13367236),(79 13580253),
(1 64.734695),(2 80.1709),(3 90.69574),(4 98.04702),(5 103.19531),(6 104.82968),(7 108.26985),(8 112.490585),(9 114.05565),(10 116.644684),(11 117.6171),(12 117.47352),(13 117.12753),(14 120.75374),(15 119.093735),(16 120.412605),(17 122.58865),(18 121.262634),(19 122.97942),(20 124.93589),(21 125.055664),(22 125.58444),(23 127.390144),(24 128.03485),(25 128.64975),(26 129.95135),(27 129.78763),(28 131.48466),(29 130.89214),(30 130.17873),(31 131.23352),(32 130.4788),(33 130.44502),(34 132.1331),(35 131.23485),(36 131.0941),(37 133.56982),(38 130.89905),(39 130.95891),(40 131.75429),(41 131.14172),(42 130.51988),(43 130.65211),(44 131.13893),(45 131.63628),(46 133.92873),(47 131.8373),(48 131.15295),(49 133.07466),(50 131.90329),(51 132.39758),(52 132.76965),(53 132.23486),(54 132.82396),(55 131.76097),(56 131.47093),(57 132.58987),(58 131.43979),(59 133.0282),(60 134.69078),(61 132.9209),(62 134.15796),(63 135.35194),(64 133.60638),(65 133.546),(66 132.85442),(67 131.96895),(68 132.95192),(69 132.33917),(70 131.4649),(71 130.62299),(72 132.08594),(73 130.02109),(74 129.9958),(75 133.13593),(76 131.29584),(77 131.54285),(78 132.42542),(79 132.75597),
(1 63.710182),(2 78.30209),(3 88.10644),(4 95.62131),(5 100.5759),(6 102.55947),(7 106.47879),(8 109.1592),(9 109.90236),(10 111.54159),(11 113.27226),(12 113.08158),(13 113.941925),(14 116.3027),(15 115.17999),(16 115.797676),(17 117.48433),(18 118.35401),(19 118.88337),(20 121.14982),(21 121.255974),(22 122.30489),(23 124.07499),(24 124.1185),(25 125.13043),(26 126.94299),(27 126.52358),(28 127.24049),(29 127.46774),(30 128.88397),(31 130.41908),(32 129.03249),(33 129.53922),(34 130.3508),(35 129.61429),(36 129.4377),(37 131.65643),(38 130.23184),(39 130.18484),(40 130.57828),(41 130.52118),(42 130.05054),(43 131.2938),(44 131.27301),(45 132.16148),(46 133.67528),(47 131.3762),(48 132.784),(49 134.12218),(50 134.05096),(51 134.18872),(52 134.10951),(53 133.0509),(54 134.62863),(55 133.36887),(56 132.64946),(57 134.29698),(58 133.01585),(59 133.78226),(60 133.91014),(61 133.28897),(62 132.71686),(63 133.64258),(64 130.39769),(65 130.86159),(66 130.36856),(67 130.80219),(68 130.23576),(69 129.69809),(70 127.498764),(71 125.84162),(72 127.78249),(73 126.608315),(74 127.49163),(75 128.48769),(76 127.38737),(77 127.935165),(78 128.94182),(79 129.08734),
(1 62.49646),(2 76.222404),(3 86.11027),(4 93.11158),(5 97.80571),(6 100.30803),(7 103.61029),(8 106.91317),(9 109.27577),(10 111.48506),(11 113.29662),(12 113.624916),(13 114.96993),(14 115.34126),(15 115.6838),(16 116.55801),(17 117.466545),(18 116.86906),(19 119.05244),(20 120.63399),(21 122.083206),(22 122.73778),(23 124.03581),(24 123.81957),(25 125.38937),(26 126.39248),(27 126.08204),(28 128.38048),(29 127.884476),(30 128.64288),(31 129.00977),(32 128.67921),(33 128.69421),(34 130.0183),(35 128.59897),(36 129.32567),(37 131.69977),(38 131.61624),(39 129.91615),(40 130.93019),(41 130.56157),(42 130.89107),(43 131.81117),(44 131.66176),(45 132.47784),(46 132.75998),(47 130.40967),(48 132.01749),(49 132.77852),(50 131.79501),(51 131.55469),(52 132.23454),(53 130.97516),(54 131.39209),(55 129.81772),(56 129.14987),(57 129.92998),(58 129.18596),(59 129.80821),(60 130.47935),(61 130.87677),(62 131.29977),(63 132.14365),(64 130.27994),(65 130.40031),(66 130.27303),(67 129.49629),(68 128.49481),(69 129.08846),(70 126.67011),(71 126.655136),(72 128.10843),(73 127.515686),(74 127.736664),(75 129.253),(76 127.29247),(77 127.52727),(78 128.63773),(79 127.77484),
(1 62.1654),(2 76.26685),(3 86.397835),(4 92.84436),(5 98.19022),(6 100.7644),(7 103.70474),(8 106.79255),(9 108.43246),(10 111.119965),(11 113.499435),(12 114.416435),(13 114.9497),(14 115.25901),(15 116.11228),(16 118.13753),(17 119.35409),(18 118.80801),(19 119.639206),(20 120.80858),(21 121.18173),(22 121.90284),(23 122.9126),(24 122.984505),(25 123.25179),(26 125.32516),(27 125.01899),(28 127.707016),(29 125.56188),(30 124.75432),(31 125.88886),(32 126.07808),(33 127.01379),(34 127.14329),(35 126.696236),(36 127.91249),(37 128.14891),(38 126.90378),(39 125.85515),(40 127.16438),(41 127.33664),(42 126.623474),(43 127.33624),(44 128.29462),(45 128.15628),(46 129.49602),(47 127.452576),(48 129.68933),(49 129.22917),(50 128.18523),(51 128.84149),(52 129.56967),(53 129.72174),(54 130.04784),(55 128.99612),(56 128.83066),(57 129.29526),(58 128.69301),(59 130.52295),(60 131.98775),(61 131.45361),(62 132.01065),(63 131.79112),(64 130.84738),(65 130.69402),(66 129.50096),(67 128.21565),(68 128.71707),(69 128.83936),(70 126.6586),(71 127.622604),(72 129.00769),(73 127.61441),(74 126.17286),(75 127.910835),(76 126.24531),(77 125.923134),(78 126.93771),(79 127.57081),
(1 60.9661),(2 75.7971),(3 85.17831),(4 92.16225),(5 96.57656),(6 99.285774),(7 102.16245),(8 105.93737),(9 106.755295),(10 109.46947),(11 111.819115),(12 112.58034),(13 113.69665),(14 115.128334),(15 114.798645),(16 115.75539),(17 118.38952),(18 116.754326),(19 118.1085),(20 119.52537),(21 118.91304),(22 118.4657),(23 119.751625),(24 120.11449),(25 122.26338),(26 123.82002),(27 123.70885),(28 125.765465),(29 123.933716),(30 124.51646),(31 126.79055),(32 125.907364),(33 127.23818),(34 128.39496),(35 126.85469),(36 126.820404),(37 128.16188),(38 126.54892),(39 125.66672),(40 127.16447),(41 125.7877),(42 126.002426),(43 126.710175),(44 125.99298),(45 126.40549),(46 128.4393),(47 126.93471),(48 127.4245),(49 127.74244),(50 127.22998),(51 127.958336),(52 128.92213),(53 128.28455),(54 127.686646),(55 127.50717),(56 127.621895),(57 127.47557),(58 126.28182),(59 126.365326),(60 128.256),(61 127.30575),(62 127.92009),(63 129.03864),(64 126.66755),(65 126.215576),(66 126.10628),(67 125.3315),(68 124.37514),(69 124.54706),(70 122.88977),(71 121.76309),(72 124.39233),(73 122.619156),(74 122.172806),(75 123.63654),(76 122.45414),(77 122.38764),(78 122.53949),(79 121.5253),
(1 60.5166),(2 74.89555),(3 83.47508),(4 90.88659),(5 95.452515),(6 97.96891),(7 102.38387),(8 105.71583),(9 106.363785),(10 108.7122),(11 110.61487),(12 111.62736),(13 113.660034),(14 114.77017),(15 114.032715),(16 114.58508),(17 115.32675),(18 116.16361),(19 116.6833),(20 118.66255),(21 117.66404),(22 118.62599),(23 121.18041),(24 120.67153),(25 122.09564),(26 124.20699),(27 122.436966),(28 123.56286),(29 121.886215),(30 122.09085),(31 122.26114),(32 122.04497),(33 123.09456),(34 124.21905),(35 124.193596),(36 124.69885),(37 126.53723),(38 124.55865),(39 126.04913),(40 127.12225),(41 125.97839),(42 125.70877),(43 127.01606),(44 125.69364),(45 126.47096),(46 126.82133),(47 126.010284),(48 125.74714),(49 127.31552),(50 126.19677),(51 125.931244),(52 126.8847),(53 126.2597),(54 126.943306),(55 126.92361),(56 126.36075),(57 127.30186),(58 126.14249),(59 126.415054),(60 128.84795),(61 127.52004),(62 128.38785),(63 129.33104),(64 127.686104),(65 128.14249),(66 128.12416),(67 126.49883),(68 126.55493),(69 127.40792),(70 125.6703),(71 125.47264),(72 127.3574),(73 126.15672),(74 126.65775),(75 127.866104),(76 127.21987),(77 126.9833),(78 126.40008),(79 126.25943),
(1 60.305878),(2 74.3526),(3 83.64511),(4 89.89488),(5 94.199394),(6 96.95046),(7 100.61353),(8 103.90877),(9 104.84858),(10 107.76069),(11 110.06998),(12 110.66157),(13 112.66869),(14 112.81441),(15 112.93229),(16 113.61222),(17 114.32181),(18 114.78881),(19 115.78643),(20 118.08068),(21 117.61035),(22 118.360664),(23 119.48023),(24 120.06753),(25 121.09822),(26 123.220375),(27 123.03016),(28 123.750015),(29 121.7269),(30 123.2061),(31 123.527),(32 122.434715),(33 123.710915),(34 124.26772),(35 123.02048),(36 123.56006),(37 123.58142),(38 122.127975),(39 122.41114),(40 123.330864),(41 121.30284),(42 121.49235),(43 123.505295),(44 122.16847),(45 122.014465),(46 123.38183),(47 122.22541),(48 122.20778),(49 123.29718),(50 122.67588),(51 121.2711),(52 122.316864),(53 122.51698),(54 122.01119),(55 122.39225),(56 121.95647),(57 122.52288),(58 121.78252),(59 122.50703),(60 124.5602),(61 123.11565),(62 124.16791),(63 124.75058),(64 124.09057),(65 123.77958),(66 123.82801),(67 122.36202),(68 121.93067),(69 122.580215),(70 121.913734),(71 121.79943),(72 123.51333),(73 122.30124),(74 122.26241),(75 121.97979),(76 121.31096),(77 121.59083),(78 121.8456),(79 121.890854),
(1 59.883987),(2 74.78671),(3 84.25885),(4 90.41835),(5 94.88986),(6 98.87554),(7 101.15444),(8 105.9133),(9 106.61634),(10 108.68728),(11 110.493065),(12 111.27627),(13 111.94799),(14 113.03123),(15 113.30201),(16 112.79238),(17 114.01553),(18 114.263885),(19 115.703125),(20 118.40596),(21 118.25007),(22 118.21029),(23 119.94421),(24 118.8494),(25 121.019905),(26 122.87473),(27 121.66349),(28 124.2673),(29 122.80109),(30 123.441315),(31 124.26844),(32 123.78132),(33 124.36431),(34 126.76886),(35 125.820854),(36 127.11796),(37 128.33118),(38 127.38074),(39 126.88752),(40 128.37024),(41 127.275246),(42 126.87438),(43 129.39233),(44 129.69885),(45 129.66962),(46 129.90257),(47 129.21016),(48 130.66997),(49 131.87823),(50 131.83179),(51 130.45305),(52 131.2957),(53 131.09424),(54 130.59863),(55 129.89922),(56 127.74826),(57 127.75312),(58 126.58065),(59 127.3357),(60 128.8712),(61 127.39053),(62 129.00597),(63 129.60286),(64 127.33432),(65 126.483246),(66 125.24906),(67 122.7129),(68 123.00752),(69 123.43988),(70 122.34198),(71 122.60209),(72 124.00563),(73 122.35678),(74 122.8571),(75 124.03839),(76 123.28336),(77 123.56792),(78 123.9367),(79 124.382744),
(1 60.20181),(2 74.38845),(3 84.19245),(4 90.926186),(5 95.2652),(6 98.54706),(7 100.89852),(8 104.45186),(9 105.28628),(10 106.92205),(11 107.94746),(12 108.968636),(13 109.538734),(14 111.65589),(15 112.0303),(16 111.87369),(17 113.71158),(18 113.58244),(19 114.86858),(20 118.490486),(21 118.25803),(22 118.08948),(23 119.40388),(24 118.25128),(25 119.47368),(26 119.400276),(27 120.00086),(28 122.54362),(29 120.56336),(30 119.97037),(31 121.143875),(32 121.761536),(33 123.36614),(34 124.172585),(35 124.11936),(36 124.30772),(37 124.856186),(38 122.945114),(39 123.060326),(40 124.037155),(41 122.31631),(42 122.72968),(43 124.680435),(44 123.50962),(45 123.94443),(46 125.688126),(47 123.92502),(48 124.92862),(49 126.095215),(50 124.747284),(51 125.70159),(52 126.28888),(53 125.369865),(54 124.7859),(55 124.172165),(56 124.51574),(57 123.56115),(58 122.38919),(59 123.16738),(60 125.10311),(61 123.66231),(62 124.659874),(63 125.43319),(64 123.52226),(65 123.84574),(66 122.44926),(67 120.86706),(68 120.137985),(69 120.32354),(70 119.54561),(71 119.3713),(72 120.48576),(73 119.21465),(74 119.419876),(75 121.045456),(76 121.56494),(77 120.56861),(78 121.3069),(79 121.74374),
(1 59.340305),(2 73.59035),(3 82.3448),(4 89.189384),(5 92.62417),(6 95.61604),(7 99.26801),(8 102.041916),(9 103.19784),(10 105.764084),(11 105.53383),(12 106.93485),(13 107.63639),(14 109.88164),(15 109.3158),(16 110.74803),(17 111.77897),(18 110.59984),(19 112.271805),(20 113.91518),(21 112.86111),(22 113.67432),(23 113.73543),(24 112.87666),(25 113.93745),(26 115.18657),(27 113.87955),(28 117.21425),(29 116.53503),(30 116.35949),(31 117.20385),(32 117.270874),(33 117.63166),(34 119.440765),(35 118.59365),(36 118.82372),(37 120.34098),(38 119.501144),(39 119.60891),(40 120.89735),(41 119.4342),(42 119.43161),(43 122.28056),(44 121.3666),(45 121.52032),(46 123.935814),(47 122.751144),(48 122.75557),(49 123.85568),(50 123.151024),(51 123.29154),(52 124.11182),(53 124.644226),(54 124.059746),(55 123.48668),(56 122.95887),(57 123.20106),(58 123.188354),(59 123.26606),(60 123.749756),(61 122.01467),(62 121.59266),(63 122.99499),(64 121.87262),(65 121.33764),(66 120.45821),(67 118.88768),(68 117.674095),(69 118.37469),(70 117.346695),(71 117.3125),(72 117.72643),(73 116.35414),(74 116.01838),(75 118.494576),(76 117.04286),(77 116.68319),(78 117.92755),(79 117.55152),
(1 59.38083),(2 73.46619),(3 82.48758),(4 89.04119),(5 94.58914),(6 97.83259),(7 100.87009),(8 103.404854),(9 104.62509),(10 107.05606),(11 107.79418),(12 108.79238),(13 109.2863),(14 111.52425),(15 111.56866),(16 112.40116),(17 114.48619),(18 114.170616),(19 115.89561),(20 116.542786),(21 117.02344),(22 116.755875),(23 116.85736),(24 116.81953),(25 118.36555),(26 119.781425),(27 119.17697),(28 121.85205),(29 120.40585),(30 120.658455),(31 121.634384),(32 120.484245),(33 122.04259),(34 122.69662),(35 120.72448),(36 121.86566),(37 123.706825),(38 121.910515),(39 120.788666),(40 120.93937),(41 120.11543),(42 121.164085),(43 121.4998),(44 120.21066),(45 120.64971),(46 121.79012),(47 121.40409),(48 122.902145),(49 123.4751),(50 122.73272),(51 122.69058),(52 124.15838),(53 123.95319),(54 123.41159),(55 122.638016),(56 122.69277),(57 123.327255),(58 123.09554),(59 123.91828),(60 123.89594),(61 122.68465),(62 123.43465),(63 124.60453),(64 122.56475),(65 122.35266),(66 121.94589),(67 120.313965),(68 120.37559),(69 120.6846),(70 120.28103),(71 118.75022),(72 120.080345),(73 119.15198),(74 117.92889),(75 119.44902),(76 119.52811),(77 118.95748),(78 118.72815),(79 118.41757),
(1 56.95477),(2 70.980736),(3 79.67061),(4 86.26843),(5 90.79996),(6 93.522026),(7 96.59822),(8 98.898575),(9 100.224335),(10 102.07548),(11 103.55396),(12 104.44898),(13 105.140594),(14 107.70754),(15 106.412674),(16 107.89562),(17 108.37186),(18 108.8238),(19 110.00911),(20 111.18024),(21 110.59772),(22 111.18749),(23 111.65959),(24 112.19461),(25 113.0558),(26 114.68175),(27 114.706085),(28 116.353004),(29 115.64296),(30 116.40454),(31 116.66347),(32 117.1089),(33 117.42592),(34 119.46469),(35 117.480415),(36 118.588196),(37 118.43363),(38 118.52034),(39 119.18562),(40 119.10317),(41 118.35615),(42 117.82837),(43 120.188774),(44 118.49957),(45 118.98326),(46 120.7819),(47 119.45815),(48 119.909065),(49 120.94955),(50 120.69491),(51 120.80933),(52 120.41942),(53 118.94971),(54 119.49094),(55 118.788574),(56 119.232315),(57 119.07361),(58 119.01254),(59 119.22731),(60 120.65233),(61 119.74204),(62 120.89789),(63 121.32358),(64 120.538),(65 120.42226),(66 120.452545),(67 118.55081),(68 118.67365),(69 118.5657),(70 117.08914),(71 116.30205),(72 118.20185),(73 117.132805),(74 116.54066),(75 117.32653),(76 117.80413),(77 117.4274),(78 118.66656),(79 117.646484),
(1 57.15999),(2 71.38556),(3 80.52382),(4 87.98649),(5 92.51403),(6 94.66625),(7 99.16163),(8 102.07842),(9 103.85433),(10 104.69885),(11 106.78657),(12 107.4181),(13 108.07605),(14 110.28266),(15 110.49959),(16 111.593185),(17 112.48415),(18 112.407555),(19 113.688354),(20 114.169876),(21 114.56431),(22 114.68446),(23 114.812675),(24 115.252785),(25 116.5987),(26 117.58789),(27 116.89629),(28 118.70877),(29 118.599),(30 119.56617),(31 119.64468),(32 119.5068),(33 119.575294),(34 120.30889),(35 118.52511),(36 120.12243),(37 120.74845),(38 120.62913),(39 120.65137),(40 121.803314),(41 120.53793),(42 120.932396),(43 121.98965),(44 120.6069),(45 120.89589),(46 123.083725),(47 121.03723),(48 121.68237),(49 122.62642),(50 122.11809),(51 121.53945),(52 122.1887),(53 121.72972),(54 122.58094),(55 121.320206),(56 122.45053),(57 122.29533),(58 122.264725),(59 122.74748),(60 123.63669),(61 122.71244),(62 122.9775),(63 122.491035),(64 121.52609),(65 120.50714),(66 121.57873),(67 119.28663),(68 118.13403),(69 119.73228),(70 118.53365),(71 117.98117),(72 118.98008),(73 117.9694),(74 117.92851),(75 118.893555),(76 119.23577),(77 118.3293),(78 118.3503),(79 117.581),
(1 56.855988),(2 71.036156),(3 79.200066),(4 85.58857),(5 90.4504),(6 93.60054),(7 96.28052),(8 100.059944),(9 101.13282),(10 101.96946),(11 103.7323),(12 103.15201),(13 104.67457),(14 105.314026),(15 105.23007),(16 105.700745),(17 107.57246),(18 108.40035),(19 110.06631),(20 110.4532),(21 109.880394),(22 109.13124),(23 111.39468),(24 111.31992),(25 112.45318),(26 113.4596),(27 112.753395),(28 115.36601),(29 115.2647),(30 114.24435),(31 115.35455),(32 114.69185),(33 114.38572),(34 116.4428),(35 115.53977),(36 115.812645),(37 116.15915),(38 116.09862),(39 116.13244),(40 115.97898),(41 114.83022),(42 114.78069),(43 116.41604),(44 115.92284),(45 116.475914),(46 118.04763),(47 116.4955),(48 117.17543),(49 118.75193),(50 118.49352),(51 118.739815),(52 118.460266),(53 119.74156),(54 120.38515),(55 118.722435),(56 118.696976),(57 120.784546),(58 120.35645),(59 121.12671),(60 121.88524),(61 120.90585),(62 121.757484),(63 120.882805),(64 118.436485),(65 118.57852),(66 118.64571),(67 117.33783),(68 116.89328),(69 117.33308),(70 115.948685),(71 115.18248),(72 117.00007),(73 115.1988),(74 114.33801),(75 116.73991),(76 117.00981),(77 116.92419),(78 117.55455),(79 116.65934),
(1 56.543446),(2 69.749756),(3 79.76295),(4 86.536156),(5 91.85411),(6 95.041794),(7 97.72695),(8 100.205696),(9 102.4213),(10 104.17556),(11 106.23891),(12 105.63137),(13 105.64506),(14 107.54964),(15 108.06222),(16 108.71557),(17 110.15026),(18 109.66611),(19 110.93753),(20 113.02327),(21 111.34069),(22 110.6338),(23 113.529236),(24 112.09754),(25 113.97176),(26 114.46792),(27 113.9891),(28 115.17367),(29 114.66456),(30 115.05419),(31 116.34571),(32 116.033264),(33 116.7162),(34 117.59097),(35 117.144165),(36 116.96231),(37 117.79462),(38 117.76795),(39 117.124374),(40 117.735855),(41 116.00014),(42 116.16404),(43 117.079445),(44 116.79071),(45 117.49831),(46 117.72201),(47 117.045334),(48 116.559525),(49 119.04752),(50 118.207634),(51 119.12961),(52 118.757545),(53 119.6277),(54 120.01104),(55 118.80215),(56 118.598274),(57 118.94059),(58 118.76301),(59 118.22781),(60 119.55848),(61 117.98395),(62 118.84931),(63 118.880516),(64 117.00324),(65 117.729706),(66 116.21152),(67 115.44536),(68 114.669365),(69 116.053986),(70 113.56039),(71 113.32559),(72 115.65659),(73 113.114555),(74 111.883484),(75 114.11942),(76 113.89259),(77 113.996605),(78 114.89587),(79 115.47692),
(1 56.02075),(2 69.39409),(3 79.53524),(4 85.60618),(5 90.61907),(6 93.83158),(7 96.058205),(8 98.359634),(9 100.14463),(10 102.13182),(11 104.344925),(12 105.11104),(13 104.80356),(14 105.61244),(15 105.94927),(16 106.80579),(17 107.08555),(18 107.09124),(19 109.52712),(20 111.07812),(21 109.02715),(22 110.21214),(23 112.31615),(24 112.04419),(25 112.796364),(26 113.63671),(27 113.52372),(28 114.83441),(29 114.68652),(30 114.47661),(31 115.90099),(32 115.08487),(33 116.3124),(34 117.62307),(35 117.20758),(36 117.25901),(37 117.85318),(38 116.656944),(39 117.04648),(40 118.78702),(41 118.17014),(42 118.19184),(43 118.883484),(44 119.07011),(45 120.36012),(46 121.108055),(47 119.79096),(48 119.81336),(49 122.171974),(50 121.90159),(51 121.54528),(52 123.47642),(53 122.01881),(54 121.95583),(55 121.92976),(56 121.90166),(57 122.5267),(58 121.708626),(59 120.760086),(60 121.2726),(61 120.237595),(62 120.29959),(63 122.02678),(64 119.41765),(65 120.014534),(66 119.74824),(67 117.41411),(68 116.96669),(69 117.96847),(70 115.80422),(71 114.38773),(72 115.34832),(73 113.67155),(74 112.783066),(75 115.37713),(76 115.23078),(77 115.769196),(78 117.64466),(79 118.601654),
(1 54.943195),(2 68.296135),(3 77.84127),(4 83.27122),(5 88.479004),(6 91.004364),(7 94.41248),(8 97.019684),(9 98.79556),(10 99.01637),(11 101.214195),(12 101.031204),(13 101.79948),(14 102.443855),(15 102.878334),(16 103.6597),(17 104.943726),(18 104.31815),(19 106.19668),(20 107.09628),(21 106.54821),(22 106.55032),(23 107.59546),(24 107.430756),(25 108.57089),(26 111.1281),(27 109.23961),(28 111.11775),(29 111.8116),(30 111.41215),(31 112.47074),(32 110.917786),(33 110.46027),(34 111.81852),(35 111.468315),(36 111.90031),(37 113.87943),(38 113.676445),(39 113.56736),(40 113.858444),(41 113.181274),(42 113.20929),(43 115.14486),(44 115.42314),(45 115.18964),(46 116.45889),(47 114.20451),(48 114.62909),(49 115.5056),(50 115.2186),(51 115.34135),(52 117.64527),(53 117.526764),(54 117.79607),(55 117.28858),(56 117.39396),(57 119.03916),(58 117.45821),(59 117.01054),(60 117.51489),(61 117.71026),(62 118.832726),(63 119.14556),(64 117.612656),(65 116.31087),(66 117.32319),(67 115.99669),(68 115.865776),(69 114.786415),(70 112.934944),(71 112.58688),(72 113.88325),(73 111.97696),(74 111.52302),(75 112.16463),(76 110.98258),(77 110.575935),(78 111.97729),(79 111.77721),
