1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 270664.03),(2 738242.8),(3 1348532.8),(4 2294563),(5 3278420.3),(6 4309887.5),(7 5579373.5),(8 6827821.5),(9 7984394),(10 9320076),(11 10444145),(12 11336725),(13 12244061),(14 13089096),(15 13683904),(16 14314127),(17 14714225),(18 14896789),(19 15224429),(20 15545944),(21 15754236),(22 16046901),(23 16273661),(24 16409971),(25 16706407),(26 16941894),(27 17074938),(28 17438720),(29 17831010),(30 18172250),(31 18686222),(32 19286886),(33 19913758),(34 20730070),(35 21557910),(36 22188306),(37 22868864),(38 23574586),(39 24290390),(40 25425190),(41 26616478),(42 27746218),(43 29119336),(44 30460842),(45 31700696),(46 33019702),(47 34369468),(48 35708100),(49 37228444),(50 38979690),(51 40810604),(52 42871120),(53 44863060),(54 46628724),(55 48762868),(56 50624516),(57 52090340),(58 53774516),(59 55407600),(60 56912324),(61 58590160),(62 60135164),(63 61526796),(64 63061984),(65 64690324),(66 66261868),(67 68112700),(68 70046000),(69 71907270),(70 73462520),(71 75062184),(72 76322780),(73 77562936),(74 78887270),(75 80488110),(76 82076550),(77 83921450),(78 85797730),(79 87702216),
(1 75.31292),(2 84.42714),(3 91.180504),(4 94.295135),(5 97.81883),(6 99.032585),(7 101.671036),(8 106.99621),(9 108.555466),(10 112.228),(11 114.68895),(12 116.96861),(13 119.787796),(14 122.47986),(15 123.969055),(16 125.49024),(17 126.499435),(18 128.08948),(19 130.32664),(20 132.92122),(21 134.47673),(22 135.90157),(23 136.56677),(24 136.87047),(25 137.67401),(26 137.55708),(27 137.29753),(28 135.14365),(29 135.96855),(30 134.71799),(31 134.27275),(32 133.17),(33 133.17117),(34 133.25827),(35 134.00159),(36 133.95058),(37 133.5711),(38 132.15733),(39 131.57236),(40 134.03113),(41 133.61617),(42 135.72755),(43 136.87111),(44 138.75616),(45 139.16957),(46 138.88556),(47 138.0434),(48 137.21481),(49 138.1511),(50 139.64194),(51 139.88881),(52 141.70969),(53 144.70178),(54 144.86293),(55 145.4229),(56 146.58418),(57 147.77345),(58 148.552),(59 150.27687),(60 151.61256),(61 151.694),(62 154.6481),(63 157.2891),(64 157.34796),(65 157.09988),(66 157.70235),(67 158.46777),(68 159.45222),(69 161.94432),(70 163.37099),(71 163.72943),(72 163.45337),(73 163.29562),(74 163.28088),(75 163.62595),(76 164.13087),(77 165.90512),(78 164.68945),(79 165.1248),
(1 74.878944),(2 85.15969),(3 91.10052),(4 95.49062),(5 98.70551),(6 102.14725),(7 104.90289),(8 108.16297),(9 110.27631),(10 113.80335),(11 115.48542),(12 118.58816),(13 121.481064),(14 123.954865),(15 125.57057),(16 128.31116),(17 129.22704),(18 129.92409),(19 131.74504),(20 133.70284),(21 136.47974),(22 137.19669),(23 138.28445),(24 139.24916),(25 141.60158),(26 141.37184),(27 141.22188),(28 141.0555),(29 141.07292),(30 139.2983),(31 138.85992),(32 139.62192),(33 139.69783),(34 138.98018),(35 138.95132),(36 138.03978),(37 138.18694),(38 136.27727),(39 136.48985),(40 137.70125),(41 136.04988),(42 136.618),(43 135.5509),(44 138.50954),(45 138.98969),(46 136.33057),(47 137.04614),(48 135.19629),(49 135.26176),(50 137.47803),(51 138.54932),(52 138.07013),(53 137.79408),(54 138.69754),(55 138.1936),(56 137.32173),(57 138.69824),(58 139.18645),(59 139.28113),(60 140.88696),(61 141.85675),(62 143.73131),(63 144.24013),(64 145.47505),(65 145.53148),(66 147.04292),(67 147.75499),(68 149.75624),(69 149.97148),(70 151.50774),(71 151.5028),(72 151.97757),(73 153.32922),(74 154.87508),(75 156.0807),(76 156.15135),(77 157.59738),(78 157.0301),(79 157.10869),
(1 72.196106),(2 82.034256),(3 88.47239),(4 91.648186),(5 94.03139),(6 97.069466),(7 100.20758),(8 103.33198),(9 105.3694),(10 108.96421),(11 109.912384),(12 112.075226),(13 114.12727),(14 115.826546),(15 118.00528),(16 118.98531),(17 121.630516),(18 124.2226),(19 125.41758),(20 126.57173),(21 128.8155),(22 129.32127),(23 131.50708),(24 132.13231),(25 134.22221),(26 133.77068),(27 132.66637),(28 132.57637),(29 132.05788),(30 131.44797),(31 130.10463),(32 130.5602),(33 131.00572),(34 130.89838),(35 130.57887),(36 130.38835),(37 130.64078),(38 130.06612),(39 129.51591),(40 130.66068),(41 130.55212),(42 131.75468),(43 133.40327),(44 135.0927),(45 136.00308),(46 134.37672),(47 134.46182),(48 133.40111),(49 133.65605),(50 135.05022),(51 136.27498),(52 138.57918),(53 139.46062),(54 140.68182),(55 142.21645),(56 141.9938),(57 143.19637),(58 144.02982),(59 146.93428),(60 148.05109),(61 148.4014),(62 147.80255),(63 148.5614),(64 147.32918),(65 146.82912),(66 146.97366),(67 148.31505),(68 148.62001),(69 149.23334),(70 151.25256),(71 150.92932),(72 151.45898),(73 151.39485),(74 152.33961),(75 152.16098),(76 150.95514),(77 151.20265),(78 150.34761),(79 151.3509),
(1 72.69033),(2 82.513466),(3 88.47166),(4 94.18813),(5 96.91287),(6 101.12019),(7 103.80931),(8 105.84917),(9 107.07941),(10 111.95411),(11 114.31462),(12 116.449684),(13 119.06408),(14 120.361),(15 121.9259),(16 122.30867),(17 126.31049),(18 128.19215),(19 130.64417),(20 132.5932),(21 134.55394),(22 137.8172),(23 137.115),(24 139.14551),(25 141.41562),(26 141.03806),(27 140.99329),(28 140.19337),(29 139.93396),(30 140.32455),(31 140.45715),(32 139.5339),(33 138.62901),(34 139.09941),(35 138.90582),(36 138.16908),(37 136.88786),(38 135.56786),(39 134.91408),(40 134.74641),(41 133.94647),(42 134.44402),(43 136.1523),(44 135.45602),(45 135.41336),(46 133.08344),(47 131.5584),(48 130.93553),(49 130.60204),(50 132.96024),(51 132.76686),(52 133.74524),(53 134.4886),(54 136.11249),(55 136.5467),(56 136.37161),(57 138.7691),(58 140.21841),(59 141.64955),(60 142.2596),(61 144.7268),(62 145.93558),(63 146.94016),(64 145.85336),(65 145.77092),(66 147.20804),(67 150.62292),(68 152.08012),(69 151.71492),(70 154.80539),(71 154.85327),(72 156.87357),(73 157.51773),(74 158.71349),(75 159.95573),(76 161.1384),(77 161.04176),(78 162.09064),(79 161.67017),
(1 70.23611),(2 79.875275),(3 86.38027),(4 90.71812),(5 93.39162),(6 96.306404),(7 99.24354),(8 100.750595),(9 102.404),(10 106.58055),(11 108.1225),(12 111.12683),(13 113.08945),(14 115.703064),(15 117.68872),(16 118.30756),(17 119.959946),(18 121.03253),(19 122.12325),(20 122.78916),(21 124.93133),(22 126.43876),(23 127.18688),(24 127.342445),(25 128.12064),(26 127.72792),(27 128.36838),(28 126.390236),(29 127.18225),(30 126.6755),(31 125.65656),(32 126.21533),(33 126.22802),(34 125.925476),(35 125.77981),(36 125.24665),(37 124.83734),(38 124.70479),(39 124.00586),(40 125.193504),(41 125.96333),(42 126.541016),(43 128.14241),(44 128.39107),(45 129.38403),(46 128.2912),(47 128.44849),(48 127.65497),(49 126.903435),(50 128.83266),(51 129.25691),(52 128.2179),(53 128.1815),(54 128.32623),(55 129.06401),(56 128.9205),(57 130.42123),(58 130.18521),(59 132.0022),(60 132.73108),(61 133.3046),(62 133.40837),(63 133.6037),(64 134.73634),(65 134.68602),(66 136.8248),(67 138.66313),(68 137.87096),(69 139.01819),(70 140.3932),(71 139.49889),(72 139.38171),(73 139.71312),(74 140.016),(75 140.31125),(76 139.74046),(77 139.74925),(78 138.62267),(79 138.41151),
(1 71.123),(2 80.911644),(3 86.37989),(4 91.32676),(5 92.99554),(6 96.29709),(7 99.69474),(8 101.34678),(9 104.674675),(10 108.474),(11 109.53181),(12 112.32566),(13 113.0539),(14 115.52951),(15 117.07628),(16 118.856705),(17 120.33968),(18 121.239624),(19 124.176414),(20 126.844666),(21 128.67418),(22 129.32515),(23 130.63034),(24 132.02718),(25 133.41426),(26 133.222),(27 133.36993),(28 132.71898),(29 133.75255),(30 133.37064),(31 132.29716),(32 133.9483),(33 133.60243),(34 133.68135),(35 134.15752),(36 133.03151),(37 134.12009),(38 133.29228),(39 132.7008),(40 133.23106),(41 133.27515),(42 133.7018),(43 133.32907),(44 133.99626),(45 132.7016),(46 131.34586),(47 131.3904),(48 130.82852),(49 130.56577),(50 132.98767),(51 133.38937),(52 132.62054),(53 133.70267),(54 135.11433),(55 136.04391),(56 135.183),(57 137.4643),(58 137.99199),(59 139.21254),(60 140.10144),(61 141.04951),(62 141.34265),(63 143.35637),(64 144.01532),(65 144.363),(66 145.70268),(67 146.53165),(68 146.30551),(69 147.6522),(70 150.8072),(71 151.15707),(72 150.63051),(73 152.05107),(74 151.57422),(75 152.0069),(76 151.38591),(77 151.50722),(78 150.77017),(79 150.97581),
(1 70.77309),(2 79.81072),(3 84.87501),(4 89.66975),(5 91.990036),(6 95.47783),(7 98.08401),(8 100.60623),(9 102.41154),(10 105.66257),(11 107.03197),(12 109.67746),(13 111.67258),(14 113.652435),(15 116.48809),(16 116.28495),(17 118.33478),(18 119.165146),(19 119.97134),(20 123.45601),(21 124.92451),(22 126.4202),(23 127.36356),(24 128.51207),(25 129.61612),(26 128.70952),(27 128.70047),(28 129.41727),(29 128.41646),(30 128.63647),(31 128.45976),(32 128.05034),(33 129.835),(34 129.695),(35 129.4812),(36 129.2608),(37 128.64128),(38 128.25287),(39 127.330086),(40 128.08516),(41 128.5971),(42 129.4377),(43 131.7949),(44 132.58287),(45 132.2425),(46 130.54602),(47 129.60884),(48 130.14383),(49 129.92455),(50 132.59038),(51 134.1193),(52 134.85309),(53 137.05534),(54 137.94377),(55 137.10448),(56 136.33188),(57 136.92757),(58 137.52866),(59 140.64667),(60 140.27728),(61 140.4204),(62 141.08078),(63 142.32614),(64 141.1381),(65 141.54831),(66 140.93481),(67 143.78421),(68 144.36903),(69 144.99403),(70 146.84877),(71 145.79431),(72 145.19455),(73 144.54848),(74 144.55386),(75 142.88425),(76 142.58994),(77 143.76443),(78 143.32126),(79 142.67224),
(1 70.276764),(2 80.2534),(3 85.32702),(4 89.62931),(5 93.64364),(6 97.38386),(7 100.76761),(8 103.585236),(9 106.569176),(10 109.58984),(11 110.64999),(12 114.48078),(13 115.33023),(14 117.70573),(15 119.85971),(16 121.13997),(17 122.698906),(18 125.05119),(19 127.61535),(20 131.43658),(21 130.92343),(22 134.32785),(23 136.33609),(24 137.4129),(25 138.0606),(26 139.16394),(27 139.05067),(28 138.98537),(29 139.07782),(30 138.16072),(31 138.09464),(32 138.82854),(33 138.07079),(34 137.64577),(35 137.12749),(36 136.77202),(37 135.88853),(38 135.4994),(39 135.57251),(40 136.02985),(41 135.71721),(42 135.92226),(43 135.68904),(44 135.52716),(45 135.45816),(46 132.72815),(47 132.15907),(48 130.74396),(49 130.27107),(50 132.1543),(51 132.38562),(52 132.18349),(53 133.10219),(54 132.5286),(55 132.16193),(56 132.4487),(57 133.70497),(58 134.80457),(59 135.47859),(60 136.81386),(61 135.9585),(62 137.70892),(63 139.1816),(64 138.33551),(65 138.69263),(66 138.74693),(67 140.1325),(68 142.43831),(69 142.13904),(70 143.5573),(71 144.98402),(72 145.12936),(73 145.43314),(74 147.39478),(75 148.71678),(76 148.22618),(77 146.3066),(78 146.1443),(79 145.77267),
(1 69.9052),(2 80.09811),(3 85.694496),(4 89.537476),(5 93.09974),(6 95.42409),(7 99.89854),(8 101.8758),(9 105.02867),(10 106.03812),(11 107.15747),(12 109.53265),(13 112.06296),(14 114.066284),(15 115.57674),(16 117.13604),(17 117.94197),(18 120.60947),(19 122.479996),(20 124.88709),(21 126.73737),(22 128.11096),(23 128.9398),(24 128.4948),(25 131.34793),(26 130.6294),(27 130.61266),(28 129.52156),(29 130.52573),(30 131.26045),(31 128.94771),(32 128.60995),(33 128.82202),(34 129.21034),(35 129.34402),(36 129.24712),(37 129.82608),(38 130.48024),(39 129.56131),(40 130.2819),(41 129.61226),(42 130.15083),(43 132.19669),(44 131.58397),(45 131.67357),(46 130.54002),(47 130.42348),(48 130.47823),(49 129.6922),(50 131.66736),(51 131.49338),(52 131.82399),(53 133.73973),(54 132.84721),(55 134.60526),(56 133.6786),(57 134.97163),(58 135.90677),(59 136.90015),(60 138.65063),(61 138.33992),(62 139.8802),(63 140.42078),(64 139.65471),(65 138.75198),(66 139.43974),(67 139.63422),(68 140.21585),(69 140.17491),(70 140.86017),(71 140.39426),(72 142.01988),(73 143.04019),(74 142.2083),(75 142.73415),(76 140.54721),(77 140.8666),(78 140.83629),(79 140.80685),
(1 66.92608),(2 76.555336),(3 81.324356),(4 86.27348),(5 88.70768),(6 92.28044),(7 95.648125),(8 97.603836),(9 99.12009),(10 101.74589),(11 103.494965),(12 104.88293),(13 106.36172),(14 108.68315),(15 109.36536),(16 111.02175),(17 112.77371),(18 115.345695),(19 116.36764),(20 117.66659),(21 119.415634),(22 121.39418),(23 122.56632),(24 122.08761),(25 122.187256),(26 122.30489),(27 123.0329),(28 122.2778),(29 123.399956),(30 123.64092),(31 122.87814),(32 122.49558),(33 123.3008),(34 123.353645),(35 123.43471),(36 122.37679),(37 122.86796),(38 122.56951),(39 121.29191),(40 122.0754),(41 122.82799),(42 123.4173),(43 123.97721),(44 123.017815),(45 124.30967),(46 122.87452),(47 121.5181),(48 120.43315),(49 119.4199),(50 121.178406),(51 122.80168),(52 120.98248),(53 120.68155),(54 121.48009),(55 122.76435),(56 121.73028),(57 122.97419),(58 123.60612),(59 125.82505),(60 127.549805),(61 128.51056),(62 129.16618),(63 128.9257),(64 129.41693),(65 129.87675),(66 130.72163),(67 131.59567),(68 133.42387),(69 133.57736),(70 134.68509),(71 135.6405),(72 136.19836),(73 136.35469),(74 137.14436),(75 137.82053),(76 138.37827),(77 138.17781),(78 139.42899),(79 139.90714),
(1 68.694214),(2 77.579),(3 83.45052),(4 86.148026),(5 90.30256),(6 92.21809),(7 95.99321),(8 98.14818),(9 99.86959),(10 102.65029),(11 103.639656),(12 105.06777),(13 106.6651),(14 108.28962),(15 110.71873),(16 111.63931),(17 113.63474),(18 115.84641),(19 116.596924),(20 118.289055),(21 120.17436),(22 120.87936),(23 121.62375),(24 121.63064),(25 122.98867),(26 123.51713),(27 124.99771),(28 122.99843),(29 124.92935),(30 124.2171),(31 122.781204),(32 122.98671),(33 123.95544),(34 123.93314),(35 123.44516),(36 124.29129),(37 124.16188),(38 123.131676),(39 122.09194),(40 122.710754),(41 122.30532),(42 122.52915),(43 123.99571),(44 124.14797),(45 123.69364),(46 122.51321),(47 121.60981),(48 120.930275),(49 119.383125),(50 121.3994),(51 123.051),(52 123.50717),(53 122.12749),(54 122.371796),(55 121.27955),(56 121.05626),(57 120.50205),(58 123.07967),(59 122.905876),(60 122.24066),(61 123.08947),(62 123.513466),(63 124.374725),(64 124.71111),(65 124.651306),(66 125.16677),(67 126.25292),(68 126.49656),(69 128.01045),(70 127.760704),(71 126.84385),(72 127.38923),(73 126.4024),(74 127.373055),(75 128.476),(76 126.67156),(77 128.00423),(78 127.09397),(79 127.737595),
(1 68.716835),(2 77.25038),(3 82.60659),(4 85.700905),(5 89.42966),(6 91.095726),(7 94.21193),(8 95.95932),(9 96.992676),(10 99.39565),(11 100.929565),(12 101.91667),(13 103.535095),(14 105.01838),(15 107.39641),(16 109.73908),(17 110.61842),(18 113.2093),(19 114.85152),(20 117.416466),(21 118.27242),(22 120.46207),(23 120.50649),(24 123.16981),(25 124.97426),(26 124.768456),(27 125.15239),(28 125.11271),(29 124.99312),(30 124.64683),(31 124.67067),(32 124.84646),(33 124.347725),(34 124.890274),(35 124.91728),(36 124.72074),(37 124.20828),(38 122.47408),(39 123.39632),(40 122.616714),(41 123.8437),(42 122.658424),(43 124.375565),(44 123.22507),(45 124.3814),(46 122.92314),(47 121.304504),(48 120.280914),(49 120.45795),(50 121.33182),(51 122.34049),(52 122.89025),(53 121.72267),(54 123.97711),(55 124.39563),(56 124.522194),(57 126.02137),(58 126.58682),(59 128.14766),(60 126.19661),(61 126.84994),(62 128.30739),(63 128.23671),(64 128.57375),(65 128.9482),(66 129.42308),(67 130.51492),(68 130.20795),(69 131.9194),(70 134.33467),(71 134.84344),(72 135.24324),(73 134.59111),(74 136.13416),(75 135.86305),(76 135.5868),(77 137.1877),(78 136.05739),(79 136.78226),
(1 67.69897),(2 76.7947),(3 80.79779),(4 84.85871),(5 87.30021),(6 89.47106),(7 92.522446),(8 94.28241),(9 96.38257),(10 99.18184),(11 101.05979),(12 101.72627),(13 103.32763),(14 105.72536),(15 108.042915),(16 108.67439),(17 110.34382),(18 112.73267),(19 113.14931),(20 113.13222),(21 114.83781),(22 115.99021),(23 116.44834),(24 116.55109),(25 118.15137),(26 119.11721),(27 119.2077),(28 120.155655),(29 120.29396),(30 119.99943),(31 121.23627),(32 119.542366),(33 120.2447),(34 119.95042),(35 120.00712),(36 118.96065),(37 119.65241),(38 120.26261),(39 119.10424),(40 119.71128),(41 121.954384),(42 121.17862),(43 122.56806),(44 123.650635),(45 123.995926),(46 123.515945),(47 121.10732),(48 119.6876),(49 120.38172),(50 121.66731),(51 121.289635),(52 121.34644),(53 120.62099),(54 122.57768),(55 124.02036),(56 124.4651),(57 124.321266),(58 125.2803),(59 125.41818),(60 125.09518),(61 125.97747),(62 125.83238),(63 125.210365),(64 126.22154),(65 126.73023),(66 126.437996),(67 127.32058),(68 128.14168),(69 130.0056),(70 131.08894),(71 131.49678),(72 130.94405),(73 132.10446),(74 132.28096),(75 131.63228),(76 130.42213),(77 131.50555),(78 131.30513),(79 131.68015),
(1 66.94475),(2 75.71616),(3 81.21697),(4 85.88556),(5 88.84229),(6 92.64633),(7 95.17805),(8 97.82505),(9 99.24398),(10 103.439835),(11 105.5281),(12 106.92486),(13 108.64006),(14 111.34841),(15 112.48157),(16 114.25546),(17 115.690994),(18 117.62905),(19 119.65159),(20 120.432274),(21 122.81476),(22 124.75777),(23 125.72056),(24 125.43751),(25 126.807),(26 128.475),(27 127.93166),(28 127.33083),(29 126.96751),(30 127.09622),(31 127.64),(32 127.40379),(33 127.90761),(34 128.5627),(35 128.2437),(36 128.01744),(37 128.45169),(38 127.596504),(39 127.02004),(40 125.72289),(41 125.87006),(42 125.85789),(43 126.178444),(44 125.68045),(45 126.34918),(46 125.11432),(47 124.335785),(48 121.91349),(49 121.74556),(50 124.01198),(51 124.00864),(52 122.856705),(53 123.16337),(54 123.464714),(55 124.14571),(56 123.968575),(57 123.97122),(58 123.902435),(59 125.72926),(60 125.651665),(61 125.912926),(62 126.40301),(63 125.35205),(64 126.07941),(65 127.62078),(66 128.09018),(67 129.90771),(68 130.67757),(69 132.4237),(70 133.96754),(71 132.42729),(72 134.26834),(73 136.07513),(74 137.46695),(75 137.89539),(76 137.97697),(77 137.37685),(78 137.07805),(79 138.12411),
(1 65.748955),(2 74.00967),(3 78.67377),(4 81.52575),(5 85.00694),(6 88.14178),(7 91.37616),(8 92.66651),(9 95.39364),(10 98.72113),(11 98.9066),(12 100.019104),(13 101.383125),(14 103.32256),(15 104.774475),(16 105.88638),(17 108.076225),(18 109.827446),(19 110.803444),(20 111.66222),(21 112.97474),(22 114.29481),(23 115.08354),(24 116.73691),(25 117.512344),(26 118.00871),(27 118.12604),(28 117.58802),(29 117.76697),(30 117.25339),(31 117.00699),(32 117.120415),(33 117.95978),(34 117.31119),(35 116.89202),(36 117.41889),(37 117.563934),(38 116.98239),(39 116.30421),(40 117.76373),(41 117.97009),(42 116.97731),(43 117.18089),(44 118.90305),(45 118.42945),(46 117.779106),(47 116.6946),(48 115.11732),(49 115.1122),(50 116.4973),(51 116.39674),(52 117.93658),(53 117.81028),(54 117.50942),(55 117.60311),(56 117.20688),(57 116.72229),(58 116.80419),(59 118.18839),(60 119.09568),(61 119.61196),(62 119.96648),(63 119.995575),(64 120.75316),(65 119.65142),(66 119.737076),(67 121.04719),(68 121.732765),(69 122.94119),(70 124.74702),(71 123.99167),(72 125.84434),(73 126.10549),(74 126.12416),(75 127.14467),(76 127.11294),(77 127.58904),(78 127.448105),(79 127.919975),
(1 65.973656),(2 75.39367),(3 79.00793),(4 83.850395),(5 86.81581),(6 89.781525),(7 92.28384),(8 93.45151),(9 95.77588),(10 98.19326),(11 99.01881),(12 100.09631),(13 101.01991),(14 102.53925),(15 104.3713),(16 105.28455),(17 106.59823),(18 107.51999),(19 109.41911),(20 110.38759),(21 113.30211),(22 114.90182),(23 114.33139),(24 115.277985),(25 116.40584),(26 116.54138),(27 116.21116),(28 115.260796),(29 115.75767),(30 115.997765),(31 115.70947),(32 115.94034),(33 115.608315),(34 117.597626),(35 116.79234),(36 116.17051),(37 116.03051),(38 114.75968),(39 114.23716),(40 115.53863),(41 115.41321),(42 115.6495),(43 117.20101),(44 116.10812),(45 115.70829),(46 116.496185),(47 116.1409),(48 116.331696),(49 116.20344),(50 118.116425),(51 118.20765),(52 117.81125),(53 117.97979),(54 119.414375),(55 119.995636),(56 119.631836),(57 120.41148),(58 121.65768),(59 122.4094),(60 123.17479),(61 123.183556),(62 124.0834),(63 125.97828),(64 125.31076),(65 126.95403),(66 129.1049),(67 129.91306),(68 131.32285),(69 131.84877),(70 133.4677),(71 133.21063),(72 133.17966),(73 134.80928),(74 134.6401),(75 135.02171),(76 136.7661),(77 136.79823),(78 136.66563),(79 136.35995),
(1 64.41415),(2 72.321915),(3 77.84856),(4 81.05328),(5 83.88785),(6 86.46564),(7 90.40513),(8 91.76827),(9 93.915016),(10 97.71488),(11 99.17196),(12 100.26444),(13 102.49466),(14 103.43496),(15 105.92259),(16 105.79805),(17 107.541725),(18 108.98334),(19 112.07378),(20 111.80519),(21 114.054634),(22 115.013466),(23 115.216675),(24 116.30348),(25 118.05204),(26 118.79269),(27 119.28978),(28 118.923874),(29 118.10393),(30 118.18529),(31 117.78734),(32 117.4659),(33 118.434425),(34 118.75096),(35 118.07376),(36 117.59482),(37 117.701584),(38 117.730644),(39 116.51962),(40 117.64569),(41 115.77592),(42 115.99603),(43 116.2752),(44 116.42975),(45 116.00672),(46 115.53903),(47 114.2691),(48 113.69816),(49 112.41689),(50 114.285866),(51 114.60119),(52 115.03749),(53 114.45062),(54 114.3344),(55 114.180595),(56 113.01294),(57 113.382805),(58 114.2475),(59 113.77479),(60 114.70566),(61 113.92135),(62 113.96098),(63 115.457596),(64 115.10772),(65 114.57316),(66 115.4876),(67 116.3663),(68 117.012955),(69 117.19449),(70 119.98784),(71 120.35439),(72 121.64124),(73 121.86242),(74 121.67371),(75 122.73859),(76 122.41483),(77 123.90582),(78 122.08877),(79 123.35689),
(1 64.88737),(2 73.33893),(3 76.90403),(4 81.09129),(5 84.05875),(6 86.33225),(7 89.36067),(8 91.57713),(9 92.72644),(10 95.64188),(11 96.63947),(12 98.09839),(13 99.4936),(14 100.86043),(15 102.9311),(16 103.44681),(17 105.11024),(18 106.77022),(19 108.562035),(20 109.03825),(21 110.34365),(22 111.356735),(23 111.7458),(24 114.311844),(25 115.15597),(26 116.80115),(27 116.6472),(28 117.381134),(29 116.407196),(30 116.379745),(31 115.997536),(32 115.81737),(33 114.44344),(34 114.34538),(35 114.78114),(36 114.14167),(37 113.08699),(38 112.50764),(39 112.46295),(40 112.48358),(41 111.92793),(42 113.0123),(43 113.33381),(44 114.06505),(45 114.04358),(46 114.11327),(47 114.43572),(48 113.19304),(49 114.18021),(50 115.21047),(51 115.17158),(52 115.69057),(53 115.04785),(54 115.1336),(55 117.10634),(56 116.62146),(57 116.74279),(58 117.03628),(59 117.54159),(60 118.68813),(61 119.140724),(62 118.60595),(63 119.31376),(64 120.06023),(65 119.92234),(66 119.80359),(67 120.987946),(68 120.77921),(69 120.90913),(70 122.48518),(71 123.03676),(72 122.39333),(73 123.223724),(74 124.16941),(75 123.285706),(76 123.289635),(77 123.26116),(78 123.97134),(79 123.166794),
