1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 1413.3066),(2 1680.5883),(3 1891.3187),(4 2052.9736),(5 2140.676),(6 2241.7798),(7 2312.0242),(8 2420.0903),(9 2471.8774),(10 2524.6907),(11 2567.6887),(12 2606.8528),(13 2631.4275),(14 2606.9006),(15 2612.8362),(16 2606.138),(17 2592.0889),(18 2574.4185),(19 2552.3936),(20 2568.4521),(21 2526.4976),(22 2506.4985),(23 2526.765),(24 2502.663),(25 2539.5493),(26 2536.7805),(27 2534.0408),(28 2514.9438),(29 2484.8796),(30 2509.5251),(31 2514.108),(32 2491.5742),(33 2512.9111),(34 2507.2097),(35 2513.6418),(36 2528.111),(37 2517.3909),(38 2563.5579),(39 2554.4832),(40 2550.7532),(41 2585.1885),(42 2550.0544),(43 2549.1333),(44 2553.7903),(45 2571.7454),(46 2550.7312),(47 2584.6682),(48 2594.1238),(49 2587.0852),(50 2594.9548),(51 2566.507),(52 2543.0955),(53 2608.7083),(54 2638.3796),(55 2645.6604),(56 2687.3108),(57 2680.7502),(58 2721.4763),(59 2742.2683),(60 2788.9102),(61 2777.2434),(62 2765.9658),(63 2801.2607),(64 2838.8442),(65 2880.6785),(66 2886.9763),(67 2886.8064),(68 2924.3877),(69 2941.654),(70 2924.2505),(71 2926.4858),(72 2942.221),(73 2941.6404),(74 2971.393),(75 2985.5852),(76 2988.0107),(77 2981.0522),(78 2982.1365),(79 2976.2896),
(1 1365.7124),(2 1677.689),(3 1845.2766),(4 1987.7028),(5 2050.5698),(6 2132.9592),(7 2200.284),(8 2298.873),(9 2358.7017),(10 2381.0566),(11 2426.0542),(12 2423.917),(13 2459.4458),(14 2440.7808),(15 2439.2766),(16 2430.7488),(17 2406.227),(18 2390.0457),(19 2388.6172),(20 2409.1013),(21 2395.0017),(22 2386.0166),(23 2384.7644),(24 2353.98),(25 2380.6003),(26 2390.105),(27 2413.916),(28 2413.7368),(29 2449.8877),(30 2449.187),(31 2454.7803),(32 2456.1555),(33 2441.3765),(34 2443.2673),(35 2450.6897),(36 2487.515),(37 2459.112),(38 2483.515),(39 2481.737),(40 2508.6565),(41 2531.7551),(42 2502.7576),(43 2519.4011),(44 2531.7544),(45 2520.0752),(46 2499.3975),(47 2517.0781),(48 2507.7988),(49 2506.782),(50 2472.427),(51 2455.4238),(52 2462.4006),(53 2482.9258),(54 2488.6106),(55 2476.9128),(56 2500.58),(57 2526.6482),(58 2535.8928),(59 2568.1597),(60 2590.2046),(61 2598.4055),(62 2622.8162),(63 2643.8262),(64 2642.1516),(65 2645.836),(66 2666.0063),(67 2677.8074),(68 2728.549),(69 2734.3901),(70 2742.0376),(71 2759.7388),(72 2755.711),(73 2768.1506),(74 2760.5425),(75 2785.9268),(76 2814.6455),(77 2814.4175),(78 2822.9753),(79 2814.161),
(1 1359.3875),(2 1652.5374),(3 1807.7789),(4 1959.0273),(5 2018.4166),(6 2108.8164),(7 2181.5183),(8 2229.903),(9 2321.9036),(10 2326.2742),(11 2381.7854),(12 2409.243),(13 2436.9783),(14 2418.1091),(15 2445.948),(16 2434.9207),(17 2419.8198),(18 2419.3813),(19 2403.5254),(20 2430.3584),(21 2405.0688),(22 2382.1719),(23 2373.129),(24 2367.1843),(25 2380.4065),(26 2392.6877),(27 2383.2397),(28 2383.4224),(29 2399.335),(30 2392.7988),(31 2361.2375),(32 2368.5618),(33 2397.0222),(34 2393.6306),(35 2418.7302),(36 2425.989),(37 2406.7979),(38 2458.3442),(39 2458.4475),(40 2472.2097),(41 2447.2957),(42 2498.5298),(43 2492.6995),(44 2496.1711),(45 2504.4075),(46 2481.5037),(47 2497.9595),(48 2489.4307),(49 2499.3052),(50 2487.579),(51 2475.1626),(52 2499.895),(53 2563.9023),(54 2572.7383),(55 2563.119),(56 2577.0718),(57 2618.0505),(58 2651.8777),(59 2664.7397),(60 2691.7097),(61 2676.0596),(62 2695.9968),(63 2695.42),(64 2693.565),(65 2749.5361),(66 2775.0364),(67 2799.7808),(68 2783.8457),(69 2813.984),(70 2840.6238),(71 2882.7612),(72 2866.1482),(73 2890.3582),(74 2876.9385),(75 2881.386),(76 2865.3894),(77 2870.5718),(78 2867.8235),(79 2854.9443),
(1 1298.8282),(2 1598.8529),(3 1759.186),(4 1902.925),(5 1963.0631),(6 2058.8494),(7 2171.0532),(8 2227.7974),(9 2263.05),(10 2331.9707),(11 2347.1206),(12 2388.2642),(13 2426.2207),(14 2422.2952),(15 2417.786),(16 2411.2642),(17 2367.2422),(18 2358.4348),(19 2352.7456),(20 2363.9458),(21 2366.168),(22 2360.3389),(23 2366.4949),(24 2336.0405),(25 2358.008),(26 2369.5178),(27 2352.4353),(28 2328.078),(29 2342.315),(30 2356.6362),(31 2357.8137),(32 2340.8613),(33 2364.6782),(34 2369.6802),(35 2365.1392),(36 2380.2742),(37 2379.5208),(38 2407.5261),(39 2426.951),(40 2431.274),(41 2447.7778),(42 2426.4539),(43 2430.1094),(44 2399.2039),(45 2409.6558),(46 2381.3848),(47 2408.6758),(48 2394.7375),(49 2417.9949),(50 2385.956),(51 2410.141),(52 2412.845),(53 2453.6467),(54 2448.8152),(55 2478.5078),(56 2492.3228),(57 2509.7334),(58 2535.0989),(59 2547.9065),(60 2563.249),(61 2572.1921),(62 2574.4348),(63 2617.6348),(64 2607.8916),(65 2617.9287),(66 2641.1123),(67 2672.9426),(68 2698.7605),(69 2727.2927),(70 2767.5051),(71 2757.5405),(72 2762.508),(73 2785.828),(74 2817.0356),(75 2821.198),(76 2798.3855),(77 2792.6218),(78 2820.3684),(79 2807.0747),
(1 1291.6038),(2 1584.8715),(3 1755.6744),(4 1889.3367),(5 1950.1536),(6 2044.6505),(7 2107.3452),(8 2194.6362),(9 2227.1152),(10 2269.836),(11 2290.437),(12 2327.854),(13 2326.4854),(14 2358.9023),(15 2347.6538),(16 2327.0063),(17 2322.0488),(18 2306.1062),(19 2320.3115),(20 2308.2927),(21 2310.455),(22 2359.9583),(23 2369.8967),(24 2348.4004),(25 2350.7327),(26 2361.273),(27 2395.5662),(28 2376.4614),(29 2371.666),(30 2373.4163),(31 2352.0425),(32 2333.0042),(33 2341.4255),(34 2356.5454),(35 2362.649),(36 2400.938),(37 2393.5427),(38 2424.399),(39 2416.5813),(40 2417.3604),(41 2431.0513),(42 2420.5295),(43 2424.5388),(44 2424.9128),(45 2419.5188),(46 2421.8694),(47 2425.6333),(48 2411.0059),(49 2427.347),(50 2435.3728),(51 2445.584),(52 2447.2227),(53 2486.021),(54 2465.1528),(55 2491.5554),(56 2506.142),(57 2519.153),(58 2513.5),(59 2529.8591),(60 2522.7666),(61 2532.5647),(62 2522.6926),(63 2525.2417),(64 2515.7322),(65 2542.56),(66 2531.0608),(67 2582.7373),(68 2592.1738),(69 2601.2874),(70 2606.779),(71 2619.5688),(72 2609.9016),(73 2646.426),(74 2626.0847),(75 2638.7803),(76 2621.2952),(77 2616.9114),(78 2604.8677),(79 2591.6328),
(1 1267.9543),(2 1540.7565),(3 1695.6471),(4 1830.384),(5 1913.2538),(6 2006.1334),(7 2080.4197),(8 2158.609),(9 2224.1377),(10 2242.3113),(11 2275.4832),(12 2316.6338),(13 2333.8987),(14 2329.638),(15 2312.785),(16 2296.0342),(17 2277.1226),(18 2281.9902),(19 2261.0635),(20 2273.9172),(21 2259.425),(22 2252.7441),(23 2267.812),(24 2272.2534),(25 2237.4329),(26 2222.3525),(27 2210.7698),(28 2232.7646),(29 2248.8083),(30 2218.5366),(31 2238.391),(32 2247.39),(33 2248.418),(34 2257.3594),(35 2277.248),(36 2293.351),(37 2306.772),(38 2337.1143),(39 2352.8408),(40 2371.8892),(41 2359.8906),(42 2370.7336),(43 2371.4678),(44 2369.5996),(45 2357.0962),(46 2366.619),(47 2369.241),(48 2347.706),(49 2342.1594),(50 2343.5305),(51 2380.9385),(52 2384.2205),(53 2427.442),(54 2447.1145),(55 2421.2725),(56 2433.1836),(57 2447.8518),(58 2471.4778),(59 2466.4988),(60 2456.2036),(61 2479.2168),(62 2468.8923),(63 2495.4224),(64 2458.9985),(65 2467.4653),(66 2463.7773),(67 2496.7502),(68 2534.2656),(69 2541.3438),(70 2545.4346),(71 2545.3333),(72 2570.5022),(73 2573.1384),(74 2574.932),(75 2594.346),(76 2550.5002),(77 2557.4182),(78 2551.3438),(79 2576.172),
(1 1262.5417),(2 1524.6173),(3 1687.222),(4 1829.0521),(5 1901.6708),(6 2004.3872),(7 2113.6829),(8 2186.6638),(9 2260.6506),(10 2281.8643),(11 2338.0632),(12 2351.7314),(13 2390.7937),(14 2387.4292),(15 2398.0469),(16 2390.9866),(17 2387.441),(18 2393.9656),(19 2357.4346),(20 2318.4492),(21 2330.235),(22 2324.392),(23 2336.9805),(24 2301.2434),(25 2277.445),(26 2276.894),(27 2281.674),(28 2285.894),(29 2278.491),(30 2267.969),(31 2275.0876),(32 2277.2485),(33 2277.676),(34 2283.6729),(35 2299.598),(36 2319.4402),(37 2333.5981),(38 2378.9216),(39 2384.5483),(40 2421.0884),(41 2420.898),(42 2410.9395),(43 2394.3213),(44 2393.2712),(45 2395.6064),(46 2401.5725),(47 2396.8003),(48 2415.603),(49 2395.9314),(50 2410.845),(51 2415.4822),(52 2418.0679),(53 2458.9373),(54 2467.9429),(55 2482.6797),(56 2508.9563),(57 2506.4429),(58 2535.3784),(59 2528.242),(60 2521.5996),(61 2547.49),(62 2536.997),(63 2553.1973),(64 2538.0781),(65 2582.4124),(66 2600.1208),(67 2621.632),(68 2617.411),(69 2637.1555),(70 2630.561),(71 2623.8623),(72 2611.4187),(73 2641.5115),(74 2644.7466),(75 2656.023),(76 2636.4946),(77 2643.199),(78 2612.7314),(79 2602.0203),
(1 1221.8422),(2 1466.6346),(3 1628.4606),(4 1733.8716),(5 1827.0844),(6 1914.8069),(7 1997.2677),(8 2054.989),(9 2113.3472),(10 2154.5005),(11 2169.4197),(12 2194.7522),(13 2204.559),(14 2225.696),(15 2244.1013),(16 2238.6187),(17 2257.0996),(18 2252.8132),(19 2254.655),(20 2266.0469),(21 2274.4634),(22 2271.4402),(23 2263.0935),(24 2240.0544),(25 2220.8364),(26 2217.283),(27 2232.135),(28 2222.8567),(29 2220.1643),(30 2229.238),(31 2249.9333),(32 2246.8345),(33 2246.24),(34 2244.8213),(35 2235.7712),(36 2254.2612),(37 2250.6152),(38 2295.7659),(39 2266.6191),(40 2290.1982),(41 2302.8599),(42 2283.4663),(43 2281.6665),(44 2246.958),(45 2237.3796),(46 2235.5803),(47 2222.3435),(48 2241.5952),(49 2220.8076),(50 2232.6777),(51 2243.4558),(52 2241.018),(53 2276.4453),(54 2294.9014),(55 2301.5886),(56 2325.5332),(57 2309.8413),(58 2305.7493),(59 2327.4429),(60 2332.1768),(61 2368.2036),(62 2346.548),(63 2357.4312),(64 2354.919),(65 2368.3918),(66 2369.2493),(67 2370.3694),(68 2407.2969),(69 2438.9187),(70 2459.993),(71 2460.461),(72 2461.563),(73 2460.929),(74 2473.7114),(75 2473.2827),(76 2430.2815),(77 2461.4792),(78 2449.532),(79 2477.067),
(1 1227.7997),(2 1504.3179),(3 1699.0842),(4 1819.9576),(5 1913.0054),(6 2009.8241),(7 2043.6497),(8 2125.4705),(9 2173.1787),(10 2205.2966),(11 2204.8066),(12 2212.514),(13 2231.5515),(14 2233.2834),(15 2228.0469),(16 2220.6997),(17 2217.7148),(18 2244.4956),(19 2235.6611),(20 2181.5266),(21 2207.3926),(22 2209.1157),(23 2231.9453),(24 2223.9436),(25 2252.3997),(26 2254.0745),(27 2272.318),(28 2259.62),(29 2267.626),(30 2269.877),(31 2292.4807),(32 2280.113),(33 2276.433),(34 2280.6968),(35 2284.0454),(36 2304.0896),(37 2288.001),(38 2309.1848),(39 2326.2883),(40 2317.76),(41 2296.57),(42 2306.0964),(43 2281.0483),(44 2298.475),(45 2312.1335),(46 2297.5137),(47 2301.645),(48 2325.5144),(49 2322.5767),(50 2338.135),(51 2330.775),(52 2334.8813),(53 2367.4578),(54 2373.9624),(55 2351.351),(56 2394.6382),(57 2389.1006),(58 2390.2173),(59 2416.342),(60 2422.2615),(61 2450.0437),(62 2443.3074),(63 2448.7063),(64 2421.954),(65 2448.7148),(66 2445.185),(67 2453.0173),(68 2485.9492),(69 2497.1995),(70 2467.2886),(71 2456.3167),(72 2458.2603),(73 2475.7039),(74 2497.4182),(75 2506.6458),(76 2485.2014),(77 2484.5977),(78 2520.5352),(79 2500.1035),
(1 1221.2222),(2 1504.9465),(3 1696.8629),(4 1799.961),(5 1900.071),(6 1978.469),(7 2021.5214),(8 2095.0852),(9 2141.5913),(10 2167.1511),(11 2206.5012),(12 2213.2952),(13 2209.2673),(14 2188.4172),(15 2187.1726),(16 2167.7769),(17 2153.1833),(18 2157.0996),(19 2134.2634),(20 2169.4487),(21 2153.0474),(22 2153.2961),(23 2151.9517),(24 2152.3604),(25 2168.812),(26 2175.3093),(27 2175.3877),(28 2174.8328),(29 2195.2412),(30 2190.3347),(31 2206.1204),(32 2216.6497),(33 2221.7922),(34 2233.1345),(35 2216.411),(36 2250.3206),(37 2250.2998),(38 2272.9387),(39 2277.9778),(40 2289.0493),(41 2249.9111),(42 2266.7324),(43 2281.28),(44 2261.7104),(45 2249.4573),(46 2248.2273),(47 2258.0444),(48 2279.6245),(49 2286.8774),(50 2283.0708),(51 2246.3062),(52 2240.3328),(53 2268.2522),(54 2262.8147),(55 2263.109),(56 2274.5378),(57 2289.47),(58 2294.62),(59 2284.6626),(60 2298.0007),(61 2283.9155),(62 2299.604),(63 2319.9976),(64 2314.7817),(65 2336.2961),(66 2354.0176),(67 2363.185),(68 2364.3884),(69 2362.4214),(70 2349.0862),(71 2344.7585),(72 2334.2905),(73 2340.8147),(74 2363.2097),(75 2394.6375),(76 2410.37),(77 2426.623),(78 2425.497),(79 2422.023),
(1 1179.8738),(2 1469.2621),(3 1644.1184),(4 1784.3124),(5 1878.1691),(6 1980.0349),(7 2030.0681),(8 2108.019),(9 2139.4011),(10 2189.109),(11 2231.3213),(12 2233.1045),(13 2254.32),(14 2251.6294),(15 2247.199),(16 2202.2751),(17 2170.562),(18 2189.9636),(19 2198.2205),(20 2202.9546),(21 2170.248),(22 2167.3835),(23 2169.9849),(24 2175.4922),(25 2198.1968),(26 2176.2036),(27 2168.4155),(28 2167.7002),(29 2164.469),(30 2155.991),(31 2161.2422),(32 2132.4255),(33 2157.6462),(34 2174.6145),(35 2145.1638),(36 2158.4734),(37 2163.126),(38 2174.7646),(39 2171.484),(40 2163.722),(41 2176.2026),(42 2160.9866),(43 2160.7722),(44 2176.0889),(45 2177.9658),(46 2158.378),(47 2161.5042),(48 2168.108),(49 2201.953),(50 2205.4438),(51 2209.9258),(52 2201.061),(53 2217.5757),(54 2242.582),(55 2254.0483),(56 2268.969),(57 2268.4873),(58 2262.1465),(59 2271.7517),(60 2269.826),(61 2301.986),(62 2315.4763),(63 2294.0898),(64 2312.7632),(65 2318.3628),(66 2316.9592),(67 2313.4963),(68 2333.4045),(69 2349.2104),(70 2352.967),(71 2345.2354),(72 2349.0017),(73 2363.1804),(74 2362.811),(75 2384.3833),(76 2368.153),(77 2373.2346),(78 2360.6091),(79 2357.057),
(1 1172.509),(2 1440.8284),(3 1625.3727),(4 1734.3839),(5 1805.8608),(6 1897.0864),(7 1977.634),(8 2071.082),(9 2112.462),(10 2173.1614),(11 2183.2747),(12 2202.7207),(13 2222.8765),(14 2212.2043),(15 2207.6677),(16 2176.3518),(17 2167.6802),(18 2155.1172),(19 2148.8796),(20 2132.1104),(21 2087.6624),(22 2115.9011),(23 2112.953),(24 2105.4521),(25 2095.614),(26 2085.2056),(27 2087.5195),(28 2105.7722),(29 2094.344),(30 2113.9236),(31 2111.7144),(32 2072.2935),(33 2105.3076),(34 2119.5903),(35 2087.7346),(36 2134.8977),(37 2117.0042),(38 2125.631),(39 2109.7747),(40 2121.6616),(41 2140.2654),(42 2143.4434),(43 2160.9614),(44 2153.3115),(45 2150.2583),(46 2133.8818),(47 2134.466),(48 2146.4531),(49 2138.445),(50 2157.182),(51 2158.6023),(52 2152.856),(53 2193.1165),(54 2206.563),(55 2205.0007),(56 2205.2356),(57 2220.0332),(58 2217.6006),(59 2213.4617),(60 2224.5444),(61 2234.7776),(62 2255.8748),(63 2228.3748),(64 2229.7346),(65 2242.4731),(66 2257.928),(67 2262.1873),(68 2267.6873),(69 2297.709),(70 2287.6848),(71 2298.6396),(72 2316.0195),(73 2340.2935),(74 2332.0107),(75 2354.5588),(76 2355.8228),(77 2353.6323),(78 2361.0789),(79 2359.2031),
(1 1137.206),(2 1402.0317),(3 1568.7003),(4 1710.4763),(5 1774.3022),(6 1869.7177),(7 1887.2246),(8 1961.4469),(9 1989.3262),(10 2027.6172),(11 2056.3489),(12 2078.0032),(13 2075.0012),(14 2055.7053),(15 2067.2654),(16 2052.161),(17 2039.0868),(18 2060.018),(19 2039.8866),(20 2021.2698),(21 2009.4834),(22 2008.1218),(23 2008.3275),(24 2033.0895),(25 2021.0597),(26 2040.239),(27 2022.0857),(28 2023.1361),(29 2026.2101),(30 2012.418),(31 2023.5015),(32 2018.4636),(33 2036.2297),(34 2024.5681),(35 2012.884),(36 2035.2313),(37 2032.2334),(38 2069.3523),(39 2054.825),(40 2052.7498),(41 2066.2449),(42 2077.5444),(43 2086.8877),(44 2094.2896),(45 2067.5874),(46 2075.9702),(47 2062.8496),(48 2066.3818),(49 2067.6199),(50 2079.7932),(51 2066.0173),(52 2080.9736),(53 2092.7852),(54 2110.3542),(55 2113.0469),(56 2138.2363),(57 2146.9104),(58 2165.6672),(59 2183.01),(60 2183.9705),(61 2213.301),(62 2209.0327),(63 2207.0945),(64 2220.8174),(65 2217.2898),(66 2235.9988),(67 2233.2417),(68 2249.668),(69 2239.8347),(70 2271.8848),(71 2256.5146),(72 2267.964),(73 2311.553),(74 2307.7488),(75 2303.9834),(76 2285.4546),(77 2305.4368),(78 2298.6794),(79 2312.1057),
(1 1125.4078),(2 1364.7463),(3 1547.0076),(4 1663.639),(5 1741.7727),(6 1857.7235),(7 1915.3772),(8 1993.1287),(9 2044.1743),(10 2075.6667),(11 2092.6362),(12 2108.4854),(13 2135.9346),(14 2131.2107),(15 2107.949),(16 2093.4194),(17 2090.3384),(18 2078.0132),(19 2068.7341),(20 2068.7498),(21 2068.224),(22 2064.768),(23 2054.5864),(24 2069.196),(25 2071.9128),(26 2081.0986),(27 2074.39),(28 2077.7214),(29 2077.3213),(30 2064.206),(31 2077.0457),(32 2076.5803),(33 2094.628),(34 2113.9866),(35 2085.709),(36 2074.099),(37 2067.737),(38 2085.4978),(39 2072.9438),(40 2092.328),(41 2093.1191),(42 2084.996),(43 2085.0925),(44 2083.2249),(45 2061.4883),(46 2046.7576),(47 2063.531),(48 2042.9686),(49 2043.084),(50 2042.5442),(51 2042.2559),(52 2063.423),(53 2082.095),(54 2087.0544),(55 2105.8716),(56 2106.7065),(57 2118.4636),(58 2140.1946),(59 2165.7734),(60 2175.6362),(61 2189.1262),(62 2199.084),(63 2212.8745),(64 2195.8113),(65 2221.5852),(66 2211.0398),(67 2201.2996),(68 2217.4404),(69 2225.6233),(70 2253.584),(71 2265.736),(72 2261.9795),(73 2270.769),(74 2282.0593),(75 2277.8296),(76 2238.8967),(77 2257.6243),(78 2255.2908),(79 2251.4648),
(1 1104.8944),(2 1366.5134),(3 1512.3982),(4 1646.275),(5 1703.606),(6 1817.1829),(7 1861.5668),(8 1973.6101),(9 2032.2339),(10 2076.1277),(11 2078.8484),(12 2084.94),(13 2109.3018),(14 2088.614),(15 2081.8496),(16 2054.3857),(17 2027.436),(18 2019.1195),(19 1995.9984),(20 1975.0748),(21 1959.1045),(22 1974.5254),(23 1996.2334),(24 2002.574),(25 1992.8488),(26 1988.0344),(27 1999.5065),(28 2009.9943),(29 1990.9886),(30 2000.7675),(31 1999.2396),(32 1998.5991),(33 2035.7815),(34 2055.5754),(35 2055.5254),(36 2059.7039),(37 2050.634),(38 2091.396),(39 2067.9854),(40 2079.1255),(41 2093.1707),(42 2059.12),(43 2040.314),(44 2028.6715),(45 2004.8644),(46 2007.7378),(47 2002.7866),(48 1991.3745),(49 1991.5637),(50 1973.5348),(51 1999.6471),(52 1978.2799),(53 2001.7035),(54 2004.9896),(55 2004.6501),(56 2025.5282),(57 2019.2548),(58 2054.5002),(59 2066.514),(60 2083.3206),(61 2091.1072),(62 2097.1174),(63 2095.9546),(64 2082.6267),(65 2126.6108),(66 2125.7944),(67 2141.8923),(68 2152.3062),(69 2163.7065),(70 2142.0107),(71 2180.5583),(72 2180.2751),(73 2195.4963),(74 2174.7288),(75 2182.0068),(76 2172.2544),(77 2187.5645),(78 2190.6628),(79 2184.8147),
(1 1085.2014),(2 1337.9124),(3 1489.1283),(4 1602.2008),(5 1687.8398),(6 1780.3053),(7 1827.9326),(8 1916.4429),(9 1956.748),(10 2003.6685),(11 2046.8239),(12 2039.9695),(13 2049.815),(14 2061.3806),(15 2045.7926),(16 2049.5483),(17 2013.7197),(18 2015.7549),(19 1996.7394),(20 1975.4274),(21 1963.6377),(22 1964.4899),(23 1976.8622),(24 1963.1344),(25 1980.8835),(26 1965.083),(27 1980.9482),(28 1996.0721),(29 1972.2037),(30 1965.2751),(31 1968.7523),(32 1946),(33 1964.1936),(34 1979.7573),(35 1965.0374),(36 1950.442),(37 1956.128),(38 1988.6011),(39 2001.2921),(40 2022.2278),(41 2029.7467),(42 1997.3505),(43 2009.7563),(44 1990.6636),(45 1971.1581),(46 1970.0264),(47 1966.6135),(48 1981.529),(49 1976.989),(50 1991.8081),(51 2013.428),(52 1995.3164),(53 2021.9099),(54 2016.8624),(55 2031.3033),(56 2049.1265),(57 2029.4194),(58 2055.1836),(59 2074.4749),(60 2111.4285),(61 2099.8933),(62 2110.7659),(63 2108.3662),(64 2102.344),(65 2108.2021),(66 2128.9011),(67 2143.5286),(68 2170.6545),(69 2187.679),(70 2184.257),(71 2186.7004),(72 2191.317),(73 2189.2654),(74 2158.5522),(75 2160.3027),(76 2167.9856),(77 2172.1887),(78 2158.4417),(79 2160.7637),
