1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 3622.105),(2 3643.883),(3 3639.268),(4 3741.516),(5 3696.6138),(6 3796.8914),(7 3801.051),(8 3857.6934),(9 3842.8098),(10 3853.3284),(11 3910.1433),(12 3860.448),(13 3958.0908),(14 3938.4126),(15 3944.865),(16 3918.5652),(17 3968.4316),(18 3969.2356),(19 3959.762),(20 3986.734),(21 3998.0796),(22 4017.4885),(23 4031.3042),(24 4020.6836),(25 4009.0222),(26 4026.022),(27 4055.6667),(28 4047.9302),(29 4098.9336),(30 4102.7373),(31 4115.3794),(32 4062.793),(33 4099.3994),(34 4084.0242),(35 4160.1343),(36 4180.673),(37 4108.959),(38 4153.9634),(39 4151.3774),(40 4160.606),(41 4207.8936),(42 4203.4946),(43 4163.536),(44 4188.8804),(45 4217.2495),(46 4155.951),(47 4191.877),(48 4147.5547),(49 4113.6216),(50 4112.5645),(51 4146.3276),(52 4106.076),(53 4139.0107),(54 4085.6199),(55 4119.949),(56 4095.361),(57 4121.571),(58 4117.1167),(59 4119.6284),(60 4123.424),(61 4084.304),(62 4097.9893),(63 4120.427),(64 4102.705),(65 4128.6284),(66 4075.858),(67 4124.921),(68 4091.5466),(69 4073.8386),(70 4024.7583),(71 4057.1196),(72 4032.8464),(73 4051.5742),(74 4057.2346),(75 4064.8474),(76 4075.8188),(77 4066.6748),(78 4121.13),(79 4088.153),
(1 3486.7124),(2 3585.0454),(3 3598.6418),(4 3644.081),(5 3680.3772),(6 3704.9675),(7 3733.4824),(8 3750.2432),(9 3763.548),(10 3744.3096),(11 3793.9812),(12 3757.8547),(13 3843.8706),(14 3811.456),(15 3858.1968),(16 3778.8071),(17 3802.6892),(18 3857.1782),(19 3817.1118),(20 3855.91),(21 3869.2676),(22 3828.6394),(23 3892.4644),(24 3904.41),(25 3919.515),(26 3941.836),(27 3948.402),(28 3935.3225),(29 3946.1235),(30 3918.0735),(31 3942.502),(32 3914.8516),(33 4007.1648),(34 3950.2183),(35 3938.5442),(36 3964.035),(37 3988.5623),(38 3974.5825),(39 3986.0574),(40 3964.8738),(41 3982.9426),(42 3947.5132),(43 4025.0076),(44 3975.601),(45 4096.735),(46 4041.1687),(47 4070.8628),(48 4028.217),(49 4015.1497),(50 3997.5176),(51 3989.0305),(52 3987.0227),(53 3965.296),(54 3957.887),(55 4000.5098),(56 3998.014),(57 3997.9187),(58 4031.482),(59 3997.1084),(60 3974.4053),(61 3941.376),(62 3935.2637),(63 3960.6035),(64 3931.8186),(65 3972.4734),(66 3964.3225),(67 3973.0015),(68 3958.4937),(69 3900.1035),(70 3922.2214),(71 3961.7214),(72 3933.4932),(73 3926.5776),(74 3922.0215),(75 3908.8447),(76 3934.615),(77 3953.6055),(78 3885.3809),(79 3928.4395),
(1 3466.2595),(2 3520.042),(3 3541.5823),(4 3624.8254),(5 3621.2356),(6 3665.4426),(7 3681.971),(8 3693.197),(9 3728.8945),(10 3722.2878),(11 3781.6023),(12 3769.9307),(13 3787.7434),(14 3804.4248),(15 3828.724),(16 3788.6777),(17 3789.7153),(18 3795.064),(19 3788.8818),(20 3848.4238),(21 3860.1501),(22 3835.4734),(23 3843.5767),(24 3883.7405),(25 3891.8582),(26 3912.2896),(27 3916.907),(28 3862.7188),(29 3893.695),(30 3879.523),(31 3928.1096),(32 3842.5679),(33 3932.6702),(34 3890.1042),(35 3920.918),(36 3877.9622),(37 3900.805),(38 3934.9275),(39 3907.5076),(40 3906.836),(41 3940.685),(42 3931.5977),(43 3994.1863),(44 3933.192),(45 3967.9075),(46 3971.4976),(47 3995.185),(48 3965.0042),(49 3919.7703),(50 3946.6736),(51 3904.749),(52 3885.7327),(53 3910.5703),(54 3910.9841),(55 3931.0767),(56 3962.1948),(57 3945.3599),(58 3933.4902),(59 3927.4602),(60 3906.515),(61 3882.423),(62 3930.7576),(63 3937.6584),(64 3904.869),(65 3943.3147),(66 3914.9265),(67 3909.6597),(68 3900.932),(69 3888.523),(70 3924.608),(71 3936.7349),(72 3903.379),(73 3867.9548),(74 3916.9956),(75 3905.6753),(76 3873.6055),(77 3901.5095),(78 3875.5613),(79 3930.7253),
(1 3387.103),(2 3373.834),(3 3422.5442),(4 3465.4578),(5 3516.935),(6 3548.8328),(7 3498.072),(8 3575.7563),(9 3609.4116),(10 3566.9028),(11 3629.9915),(12 3648.946),(13 3649.1382),(14 3651.4268),(15 3648.05),(16 3661.6062),(17 3652.061),(18 3657.9277),(19 3672.6165),(20 3695.7412),(21 3722.7952),(22 3722.532),(23 3699.4238),(24 3746.9229),(25 3772.9277),(26 3751.1904),(27 3776.3428),(28 3773.3035),(29 3816.8938),(30 3797.8455),(31 3812.2676),(32 3730.8032),(33 3812.8074),(34 3810.718),(35 3842.679),(36 3827.7668),(37 3830.6147),(38 3856.623),(39 3836.924),(40 3855.3315),(41 3857.2305),(42 3847.4343),(43 3894.9255),(44 3894.164),(45 3901.1707),(46 3888.3936),(47 3867.1074),(48 3869.126),(49 3876.4048),(50 3844.7913),(51 3809.0752),(52 3826.4082),(53 3821.3662),(54 3817.8542),(55 3803.55),(56 3829.0002),(57 3859.7048),(58 3829.616),(59 3851.9312),(60 3797.1978),(61 3800.2908),(62 3812.8093),(63 3831.0928),(64 3780.8572),(65 3818.4993),(66 3781.451),(67 3807.6667),(68 3808.3694),(69 3800.6436),(70 3750.1638),(71 3785.3372),(72 3747.873),(73 3793.7551),(74 3802.9048),(75 3830.062),(76 3820.331),(77 3797.6113),(78 3820.4346),(79 3850.3308),
(1 3337.3691),(2 3348.5427),(3 3395.4004),(4 3413.8962),(5 3487.0593),(6 3464.371),(7 3481.285),(8 3555.4883),(9 3538.418),(10 3577.2),(11 3594.6763),(12 3606.8145),(13 3613.8237),(14 3613.239),(15 3617.5842),(16 3601.2117),(17 3643.8762),(18 3612.4038),(19 3665.655),(20 3643.341),(21 3696.8335),(22 3654.9998),(23 3634.3628),(24 3629.1814),(25 3667.956),(26 3650.581),(27 3693.9),(28 3685.5188),(29 3724.4292),(30 3706.0156),(31 3747.4126),(32 3701.1462),(33 3697.6453),(34 3744.5835),(35 3744.122),(36 3715.4006),(37 3717.1528),(38 3743.5737),(39 3765.1099),(40 3735.2322),(41 3772.7776),(42 3734.3596),(43 3779.0437),(44 3779.523),(45 3780.8418),(46 3794.302),(47 3796.5847),(48 3775.9963),(49 3806.566),(50 3784.1235),(51 3714.3457),(52 3726.5823),(53 3753.419),(54 3736.2852),(55 3724.11),(56 3736.789),(57 3761.7488),(58 3791.8281),(59 3777.1743),(60 3767.2195),(61 3694.2346),(62 3752.7185),(63 3752.7905),(64 3731.5913),(65 3738.5742),(66 3733.9849),(67 3726.5542),(68 3734.421),(69 3689.485),(70 3694.341),(71 3680.7944),(72 3681.242),(73 3696.2563),(74 3706.0225),(75 3723.4087),(76 3690.684),(77 3688.206),(78 3695.897),(79 3789.8325),
(1 3273.0251),(2 3346.4001),(3 3328.4658),(4 3375.4966),(5 3403.152),(6 3440.1038),(7 3441.4067),(8 3482.9119),(9 3529.3865),(10 3500.4175),(11 3548.8916),(12 3575.2908),(13 3609.7285),(14 3576.8508),(15 3617.043),(16 3560.5334),(17 3581.1475),(18 3600.887),(19 3625.1187),(20 3611.6206),(21 3664.7512),(22 3664.6775),(23 3646.067),(24 3619.1667),(25 3662.6392),(26 3654.6667),(27 3689.79),(28 3685.2793),(29 3748.5571),(30 3669.552),(31 3733.8093),(32 3683.025),(33 3719.5225),(34 3717.692),(35 3751.8704),(36 3707.1216),(37 3747.4846),(38 3752.2158),(39 3775.7463),(40 3744.051),(41 3748.7522),(42 3747.6694),(43 3778.5854),(44 3731.4714),(45 3756.9612),(46 3761.556),(47 3734.1174),(48 3743.575),(49 3757.53),(50 3740.4),(51 3721.3025),(52 3729.7688),(53 3726.206),(54 3679.6646),(55 3727.6748),(56 3722.0771),(57 3736.1448),(58 3710.3853),(59 3708.8079),(60 3709.0095),(61 3650.1165),(62 3685.6453),(63 3706.6318),(64 3680.5322),(65 3677.2751),(66 3665.4966),(67 3667.8064),(68 3660.607),(69 3662.9216),(70 3611.8801),(71 3655.881),(72 3670.3064),(73 3651.8203),(74 3651.5823),(75 3660.1604),(76 3650.473),(77 3657.483),(78 3647.9355),(79 3683.0198),
(1 3225.0825),(2 3229.4912),(3 3307.79),(4 3360.2197),(5 3360.6458),(6 3350.579),(7 3377.4246),(8 3452.974),(9 3468.2932),(10 3470.3157),(11 3500.381),(12 3499.6694),(13 3492.5225),(14 3532.2942),(15 3498.4192),(16 3490.1843),(17 3526.7932),(18 3535.919),(19 3527.4932),(20 3515.9375),(21 3530.9775),(22 3545.9636),(23 3585.7314),(24 3544.7798),(25 3569.5251),(26 3588.459),(27 3588.336),(28 3581.8987),(29 3632.2046),(30 3610.491),(31 3629.9497),(32 3605.9504),(33 3656.822),(34 3623.34),(35 3666.9656),(36 3615.4453),(37 3632.2266),(38 3630.3225),(39 3603.1758),(40 3631.8237),(41 3641.4294),(42 3620.12),(43 3674.9463),(44 3673.0183),(45 3743.7456),(46 3731.8123),(47 3706.6038),(48 3667.7466),(49 3703.566),(50 3665.1128),(51 3644.7275),(52 3662.7979),(53 3684.0618),(54 3603.483),(55 3674.12),(56 3658.4104),(57 3694.424),(58 3647.1423),(59 3653.2534),(60 3651.4106),(61 3631.899),(62 3630.6997),(63 3604.544),(64 3607.0977),(65 3639.0386),(66 3635.1458),(67 3614.511),(68 3607.5146),(69 3597.143),(70 3592.681),(71 3589.5989),(72 3569.0583),(73 3566.2544),(74 3593.8325),(75 3622.043),(76 3613.2842),(77 3597.7769),(78 3642.275),(79 3661.9604),
(1 3169.3823),(2 3193.612),(3 3224.3992),(4 3287.0615),(5 3307.1462),(6 3293.8013),(7 3345.6414),(8 3325.3318),(9 3401.2566),(10 3394.456),(11 3406.7449),(12 3434.749),(13 3469.8098),(14 3456.3533),(15 3469.1838),(16 3437.7336),(17 3460.278),(18 3452.7983),(19 3423.6682),(20 3448.8967),(21 3477.2969),(22 3489.716),(23 3531.0398),(24 3536.408),(25 3542.1077),(26 3495.0776),(27 3568.1592),(28 3560.395),(29 3570.3044),(30 3549.982),(31 3589.1792),(32 3578.18),(33 3572.4814),(34 3581.9714),(35 3604.623),(36 3590.5093),(37 3601.3887),(38 3606.9229),(39 3622.1118),(40 3602.8403),(41 3637.5115),(42 3658.3254),(43 3612.175),(44 3658.9863),(45 3669.0356),(46 3680.3472),(47 3695.8218),(48 3628.3323),(49 3632.5588),(50 3595.4067),(51 3641.6174),(52 3591.0947),(53 3614.7612),(54 3607.7844),(55 3598.28),(56 3560.6072),(57 3591.6733),(58 3558.4202),(59 3571.0151),(60 3604.3083),(61 3546.5505),(62 3586.0984),(63 3598.9502),(64 3546.2083),(65 3592.834),(66 3555.6748),(67 3554.6616),(68 3536.9092),(69 3543.0764),(70 3519.44),(71 3534.5073),(72 3539.531),(73 3508.5405),(74 3555.0806),(75 3549.9683),(76 3536.2139),(77 3550.949),(78 3538.2808),(79 3570.0618),
(1 3064.7144),(2 3106.136),(3 3135.565),(4 3201.763),(5 3200.43),(6 3200.1477),(7 3252.4497),(8 3304.5154),(9 3291.1846),(10 3317.563),(11 3311.3015),(12 3331.81),(13 3352.396),(14 3342.5557),(15 3342.2952),(16 3385.2844),(17 3369.4443),(18 3389.5615),(19 3348.4436),(20 3370.8325),(21 3373.0557),(22 3384.1548),(23 3410.2307),(24 3430.4207),(25 3413.536),(26 3415.5088),(27 3445.895),(28 3476.6733),(29 3454.4265),(30 3450.1084),(31 3463.0986),(32 3417.2805),(33 3479.2778),(34 3446.5396),(35 3464.7563),(36 3451.3943),(37 3516.0562),(38 3488.293),(39 3490.109),(40 3477.0557),(41 3513.3184),(42 3513.1345),(43 3531.4172),(44 3526.6633),(45 3506.1216),(46 3494.237),(47 3553.6938),(48 3534.3735),(49 3532.4976),(50 3521.6938),(51 3509.8667),(52 3523.629),(53 3517.3394),(54 3489.6277),(55 3496.426),(56 3493.1365),(57 3486.4998),(58 3489.9883),(59 3510.6553),(60 3519.703),(61 3476.1824),(62 3483.067),(63 3482.4163),(64 3489.9736),(65 3452.5535),(66 3436.8298),(67 3486.413),(68 3477.211),(69 3431.7554),(70 3430.8132),(71 3488.0332),(72 3481.9512),(73 3466.4521),(74 3452.1223),(75 3437.8123),(76 3437.8833),(77 3439.9346),(78 3444.92),(79 3475.5654),
(1 3049.6929),(2 3055.3293),(3 3104.2756),(4 3169.707),(5 3200.0764),(6 3178.0447),(7 3204.661),(8 3210.876),(9 3210.1921),(10 3271.0974),(11 3221.3726),(12 3267.67),(13 3325.8203),(14 3291.6204),(15 3263.2676),(16 3312.8938),(17 3301.913),(18 3296.4617),(19 3319.1763),(20 3321.619),(21 3321.0981),(22 3310.2993),(23 3322.4744),(24 3386.2886),(25 3356.8596),(26 3348.1262),(27 3387.2625),(28 3355.1782),(29 3368.0808),(30 3382.3499),(31 3367.5808),(32 3379.3694),(33 3382.9915),(34 3360.0256),(35 3370.2476),(36 3385.306),(37 3388.8376),(38 3379.694),(39 3416.4192),(40 3415.819),(41 3430.971),(42 3406.035),(43 3420.2568),(44 3424.828),(45 3473.1667),(46 3445.117),(47 3468.0066),(48 3482.923),(49 3437.5042),(50 3441.1401),(51 3468.0676),(52 3441.4082),(53 3409.4429),(54 3424.1501),(55 3410.4275),(56 3410.6306),(57 3445.8179),(58 3387.9766),(59 3421.2708),(60 3396.3447),(61 3418.8381),(62 3393.5608),(63 3419.2627),(64 3383.2742),(65 3448.7815),(66 3400.9492),(67 3416.3523),(68 3421.7363),(69 3387.5789),(70 3399.006),(71 3414.1145),(72 3408.2996),(73 3401.6287),(74 3374.4224),(75 3409.8848),(76 3356.6177),(77 3381.446),(78 3422.95),(79 3420.943),
(1 3000.0046),(2 3002.183),(3 3052.2866),(4 3090.7773),(5 3107.5842),(6 3085.024),(7 3158.6714),(8 3178.03),(9 3198.2212),(10 3181.239),(11 3163.0012),(12 3222.731),(13 3272.6897),(14 3258.1453),(15 3258.4448),(16 3248.8232),(17 3204.3884),(18 3269.3257),(19 3234.544),(20 3262.9902),(21 3262.9573),(22 3290.6807),(23 3292.8704),(24 3335.165),(25 3276.5552),(26 3302.4995),(27 3337.1733),(28 3319.2947),(29 3337.1675),(30 3332.5352),(31 3330.2866),(32 3326.6008),(33 3358.9329),(34 3344.5698),(35 3375.9521),(36 3361.47),(37 3355.2827),(38 3386.799),(39 3384.596),(40 3338.4534),(41 3370.2168),(42 3349.8052),(43 3422.7302),(44 3406.8726),(45 3424.4988),(46 3429.9011),(47 3434.6455),(48 3389.85),(49 3418.9302),(50 3388.6746),(51 3386.2349),(52 3368.9143),(53 3398.1477),(54 3404.554),(55 3379.208),(56 3402.7268),(57 3407.444),(58 3411.7173),(59 3392.602),(60 3376.9885),(61 3407.379),(62 3366.9063),(63 3396.7854),(64 3360.8147),(65 3381.3052),(66 3356.807),(67 3332.554),(68 3357.5894),(69 3337.664),(70 3356.0073),(71 3361.8672),(72 3334.9546),(73 3349.5825),(74 3351.4382),(75 3356.0488),(76 3354.9307),(77 3336.5623),(78 3332.0115),(79 3371.2769),
(1 2884.6584),(2 2944.8665),(3 3024.5896),(4 3026.2712),(5 3043.7656),(6 3048.509),(7 3091.277),(8 3104.176),(9 3091.03),(10 3113.479),(11 3114.3518),(12 3154.2842),(13 3176.4963),(14 3151.329),(15 3173.4485),(16 3204.949),(17 3166.245),(18 3214.6648),(19 3188.3005),(20 3209.1758),(21 3223.8547),(22 3206.917),(23 3227.253),(24 3268.704),(25 3242.8677),(26 3227.234),(27 3261.9954),(28 3254.7876),(29 3295.3005),(30 3272.092),(31 3225.8188),(32 3271.639),(33 3307.0764),(34 3285.0718),(35 3280.019),(36 3280.5796),(37 3273.415),(38 3285.4158),(39 3295.3315),(40 3286.105),(41 3280.7412),(42 3253.2922),(43 3318.5796),(44 3290.621),(45 3337.911),(46 3328.36),(47 3330.57),(48 3305.1882),(49 3309.8406),(50 3284.8145),(51 3286.125),(52 3306.8733),(53 3300.5542),(54 3259.2126),(55 3297.8127),(56 3306.2117),(57 3291.3562),(58 3305.686),(59 3300.761),(60 3309.5168),(61 3259.606),(62 3211.2231),(63 3263.2312),(64 3266.5398),(65 3331.726),(66 3279.21),(67 3278.9243),(68 3250.517),(69 3268.1184),(70 3257.6824),(71 3262.7117),(72 3269.452),(73 3271.958),(74 3239.4204),(75 3264.1067),(76 3313.9934),(77 3258.2957),(78 3264.1758),(79 3329.653),
(1 2873.2358),(2 2920.0083),(3 2954.4521),(4 2977.2476),(5 2992.5142),(6 3001.0522),(7 3047.7798),(8 3071.7896),(9 3066.6042),(10 3108.7617),(11 3056.821),(12 3100.293),(13 3132.074),(14 3122.198),(15 3145.4639),(16 3141.506),(17 3132.602),(18 3200.5552),(19 3145.7822),(20 3150.824),(21 3184.194),(22 3176.429),(23 3193.9146),(24 3199.011),(25 3231.7937),(26 3201.901),(27 3228.319),(28 3191.257),(29 3258.4114),(30 3206.431),(31 3256.447),(32 3226.0525),(33 3291.8247),(34 3257.4878),(35 3266.1462),(36 3244.7822),(37 3314.706),(38 3246.1804),(39 3301.122),(40 3271.9465),(41 3312.6985),(42 3269.4011),(43 3319.8738),(44 3274.1362),(45 3313.9346),(46 3304.6667),(47 3301.3335),(48 3273.3464),(49 3291.3423),(50 3246.5273),(51 3254.8071),(52 3257.1033),(53 3282.489),(54 3234.1748),(55 3234.0703),(56 3252.3828),(57 3254.9504),(58 3277.165),(59 3271.6914),(60 3249.04),(61 3263.2214),(62 3200.8555),(63 3236.5723),(64 3242.1035),(65 3256.779),(66 3214.9458),(67 3213.0122),(68 3216.6987),(69 3196.805),(70 3213.4834),(71 3218.3428),(72 3211.2314),(73 3220.1135),(74 3241.821),(75 3230.6135),(76 3221.7163),(77 3213.44),(78 3232.322),(79 3275.1936),
(1 2774.0798),(2 2824.589),(3 2888.6804),(4 2874.0823),(5 2966.522),(6 2920.626),(7 2940.9287),(8 2970.745),(9 2986.1594),(10 2995.0103),(11 2995.6248),(12 3048.6099),(13 3047.0957),(14 3081.0413),(15 3056.8252),(16 3033.2031),(17 3081.1807),(18 3106.2786),(19 3068.1716),(20 3091.1394),(21 3098.7844),(22 3094.8816),(23 3124.7805),(24 3118.0378),(25 3145.5217),(26 3147.5063),(27 3162.2505),(28 3124.876),(29 3173.9023),(30 3149.3462),(31 3149.6855),(32 3104.551),(33 3185.0364),(34 3162.6335),(35 3172.5269),(36 3166.5273),(37 3187.3386),(38 3167.7766),(39 3232.5718),(40 3239.3835),(41 3201.5854),(42 3208.4653),(43 3194.8281),(44 3228.4138),(45 3209.865),(46 3205.884),(47 3214.3076),(48 3213.6782),(49 3226.7627),(50 3202.509),(51 3206.3445),(52 3204.5344),(53 3219.3308),(54 3192.8574),(55 3182.161),(56 3181.7666),(57 3208.7449),(58 3191.7683),(59 3150.5313),(60 3139.7058),(61 3139.812),(62 3129.1199),(63 3177.8108),(64 3138.8325),(65 3179.3904),(66 3161.1873),(67 3138.865),(68 3112.3682),(69 3080.3245),(70 3124.9172),(71 3130.9126),(72 3103.1472),(73 3133.646),(74 3120.2024),(75 3160.8625),(76 3136.1157),(77 3124.171),(78 3144.9807),(79 3105.6318),
(1 2773.7778),(2 2814.259),(3 2852.743),(4 2849.2207),(5 2905.5256),(6 2905.543),(7 2934.1558),(8 2952.798),(9 2992.1528),(10 2994.9116),(11 2989.3386),(12 3025.9968),(13 3043.9233),(14 3019.874),(15 3033.2163),(16 2998.9485),(17 3047.4058),(18 3044.3442),(19 3057.3867),(20 3026.0051),(21 3077.876),(22 3060.2268),(23 3051.272),(24 3071.6868),(25 3055.95),(26 3084.2742),(27 3098.4573),(28 3106.8772),(29 3131.1797),(30 3081.0105),(31 3127.9883),(32 3095.1401),(33 3137.9614),(34 3148.4436),(35 3127.7273),(36 3132.7263),(37 3128.0637),(38 3119.6438),(39 3106.6113),(40 3119.512),(41 3161.843),(42 3139.1094),(43 3178.153),(44 3174.6602),(45 3165.798),(46 3164.1624),(47 3183.3186),(48 3140.605),(49 3144.5686),(50 3133.2666),(51 3144.6626),(52 3156.766),(53 3186.4768),(54 3158.7026),(55 3159.6133),(56 3153.652),(57 3160.358),(58 3170.8672),(59 3125.539),(60 3152.34),(61 3109.787),(62 3097.1118),(63 3117.7888),(64 3123.942),(65 3123.6765),(66 3113.4158),(67 3088.5286),(68 3083.846),(69 3089.4263),(70 3051.7834),(71 3081.662),(72 3075.3289),(73 3100.8547),(74 3090.0942),(75 3109.1501),(76 3079.6733),(77 3094.657),(78 3103.2683),(79 3098.4392),
(1 2686.4858),(2 2731.3765),(3 2786.9824),(4 2793.4268),(5 2841.0122),(6 2849.0415),(7 2867.1545),(8 2881.3823),(9 2908.0981),(10 2913.5764),(11 2911.6094),(12 2921.079),(13 2963.5264),(14 2959.2263),(15 2936.3103),(16 2949.4211),(17 2977.4219),(18 2967.3298),(19 2973.435),(20 2974.4087),(21 2963.544),(22 2969.3188),(23 3012.4128),(24 2979.631),(25 2979.2195),(26 2971.9324),(27 3043.2378),(28 3031.7988),(29 3017.9778),(30 3030.4102),(31 3017.1658),(32 3021.4468),(33 3075.878),(34 3037.328),(35 3046.7932),(36 3005.7703),(37 3065.8994),(38 3026.2952),(39 3047.4336),(40 3030.634),(41 3044.499),(42 3071.4902),(43 3055.3147),(44 3068.5513),(45 3078.2046),(46 3068.1804),(47 3089.5322),(48 3027.5447),(49 3048.646),(50 3037.666),(51 3070.2446),(52 3076.124),(53 3037.5664),(54 3047.1296),(55 3088.8652),(56 3070.632),(57 3075.3306),(58 3050.3755),(59 3051.1143),(60 3048.049),(61 3026.1106),(62 3023.5442),(63 3038.1084),(64 3038.8162),(65 3022.4128),(66 3003.4417),(67 3031.89),(68 3033.249),(69 3025.297),(70 3000.9517),(71 3015.2822),(72 2993.7368),(73 3007.9124),(74 3023.7366),(75 3007.2073),(76 3013.5127),(77 3037.8174),(78 3014.8657),(79 3028.0403),
