1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 363.3151),(2 459.35202),(3 505.5909),(4 519.5433),(5 531.3729),(6 536.65216),(7 537.84076),(8 560.2846),(9 562.0039),(10 574.5697),(11 583.48175),(12 589.0591),(13 601.66223),(14 617.4655),(15 621.3661),(16 628.807),(17 641.6104),(18 656.4171),(19 664.3251),(20 665.9228),(21 671.6511),(22 676.01324),(23 684.2181),(24 697.06573),(25 707.4614),(26 720.7288),(27 727.5404),(28 738.1733),(29 735.3021),(30 740.3258),(31 741.22754),(32 753.24677),(33 758.5762),(34 759.1242),(35 755.3827),(36 764.13513),(37 762.879),(38 773.12384),(39 778.60095),(40 780.21),(41 781.4447),(42 785.14264),(43 785.3848),(44 781.597),(45 778.9463),(46 779.3643),(47 776.8893),(48 779.3186),(49 782.64557),(50 789.1571),(51 793.73267),(52 786.6247),(53 794.5927),(54 789.195),(55 795.60803),(56 798.74695),(57 794.4284),(58 799.0202),(59 788.8213),(60 782.5833),(61 778.9857),(62 768.70325),(63 762.46954),(64 751.57654),(65 746.86426),(66 741.8607),(67 735.1149),(68 732.86475),(69 724.08923),(70 730.6828),(71 732.91943),(72 731.9882),(73 721.97504),(74 729.01917),(75 732.3051),(76 737.00543),(77 731.8225),(78 737.97174),(79 739.27026),
(1 361.51965),(2 452.3674),(3 501.71362),(4 524.59326),(5 528.6123),(6 530.8038),(7 528.82477),(8 544.5957),(9 549.96533),(10 561.5018),(11 570.6646),(12 576.04785),(13 582.42596),(14 596.43976),(15 599.15594),(16 605.5232),(17 617.16296),(18 626.19336),(19 633.3703),(20 631.56555),(21 637.3322),(22 639.8037),(23 647.4433),(24 653.2145),(25 662.99),(26 668.6037),(27 679.7431),(28 683.71954),(29 684.95386),(30 688.4016),(31 694.17957),(32 707.51483),(33 709.62683),(34 719.2076),(35 718.14124),(36 724.19165),(37 727.91565),(38 737.2632),(39 741.1952),(40 740.00555),(41 745.1149),(42 750.9403),(43 758.72394),(44 751.87866),(45 754.27954),(46 751.3776),(47 739.80554),(48 742.3554),(49 749.42224),(50 759.39746),(51 751.43896),(52 758.8076),(53 770.2291),(54 770.3799),(55 761.5507),(56 755.89746),(57 753.3901),(58 747.7423),(59 739.6146),(60 739.2668),(61 734.78577),(62 726.2787),(63 721.77435),(64 706.58453),(65 703.45026),(66 700.3421),(67 696.63745),(68 699.7631),(69 694.1733),(70 698.34515),(71 695.63934),(72 701.2629),(73 692.0655),(74 694.6309),(75 696.5125),(76 701.1436),(77 706.26654),(78 708.3925),(79 713.66724),
(1 351.14462),(2 431.26065),(3 476.0725),(4 500.1572),(5 504.164),(6 511.08054),(7 511.23956),(8 522.81335),(9 532.64325),(10 537.1205),(11 545.60675),(12 555.60315),(13 563.3777),(14 576.5003),(15 584.2259),(16 586.19934),(17 597.66064),(18 599.4981),(19 603.17725),(20 607.80115),(21 621.2019),(22 629.77966),(23 634.91266),(24 638.50183),(25 646.8686),(26 651.6547),(27 657.2957),(28 669.6503),(29 677.47955),(30 679.8759),(31 681.3287),(32 686.783),(33 685.61127),(34 694.88214),(35 700.9409),(36 701.3101),(37 703.4209),(38 707.99426),(39 715.34015),(40 714.33954),(41 712.90717),(42 713.0537),(43 723.5982),(44 716.3405),(45 723.5384),(46 729.7059),(47 725.21735),(48 725.67896),(49 731.8566),(50 726.9198),(51 724.9177),(52 726.87396),(53 732.89307),(54 734.07837),(55 734.4559),(56 728.7029),(57 734.03314),(58 728.6804),(59 719.8533),(60 727.4167),(61 728.0892),(62 723.52966),(63 711.6837),(64 705.86884),(65 703.0298),(66 694.4544),(67 691.44196),(68 699.1627),(69 699.91754),(70 702.2755),(71 705.91956),(72 696.99225),(73 695.48157),(74 694.3212),(75 693.1945),(76 691.2372),(77 697.5763),(78 696.8068),(79 697.49915),
(1 345.58466),(2 427.0214),(3 470.1576),(4 492.03415),(5 496.95096),(6 499.0658),(7 504.54868),(8 508.76355),(9 515.4059),(10 523.8001),(11 531.76855),(12 532.14233),(13 546.3536),(14 556.60815),(15 562.2745),(16 564.7517),(17 569.9418),(18 572.36884),(19 579.7216),(20 583.35474),(21 596.70776),(22 603.10516),(23 611.6743),(24 612.91766),(25 612.67145),(26 620.67017),(27 627.7427),(28 639.52124),(29 647.6734),(30 651.5945),(31 657.7021),(32 655.6465),(33 656.91437),(34 670.50696),(35 672.58594),(36 672.1199),(37 661.3032),(38 671.4649),(39 690.5993),(40 687.2138),(41 689.80835),(42 679.4116),(43 684.3016),(44 684.6563),(45 689.8999),(46 701.1613),(47 708.77435),(48 719.35925),(49 718.42505),(50 721.657),(51 727.97296),(52 724.6999),(53 727.652),(54 722.3703),(55 728.0178),(56 732.7441),(57 737.2263),(58 738.62646),(59 733.5242),(60 733.7249),(61 735.23206),(62 731.9102),(63 721.6836),(64 718.31085),(65 714.4686),(66 706.0549),(67 704.0691),(68 706.65936),(69 703.3342),(70 704.2976),(71 699.4753),(72 692.035),(73 689.031),(74 685.1345),(75 685.3678),(76 690.9129),(77 689.1842),(78 685.69824),(79 686.2469),
(1 346.8612),(2 422.4392),(3 462.4655),(4 481.13177),(5 479.7807),(6 476.58002),(7 481.31952),(8 492.65103),(9 499.15143),(10 504.93842),(11 512.6657),(12 511.81528),(13 527.11914),(14 532.7143),(15 542.5762),(16 547.0247),(17 550.2462),(18 553.6478),(19 553.31714),(20 559.35394),(21 564.58307),(22 572.4269),(23 575.87115),(24 585.80206),(25 591.84937),(26 600.12805),(27 606.4836),(28 611.917),(29 619.7581),(30 622.8545),(31 627.77386),(32 635.74),(33 641.68494),(34 650.5391),(35 656.5544),(36 666.546),(37 665.4075),(38 669),(39 680.46),(40 676.03094),(41 689.96),(42 681.39374),(43 686.79944),(44 696.3602),(45 691.61163),(46 702.076),(47 709.6175),(48 707.8426),(49 719.1408),(50 718.00385),(51 716.901),(52 725.7074),(53 723.5946),(54 721.1255),(55 725.3976),(56 720.78326),(57 730.09174),(58 727.48956),(59 732.368),(60 728.5686),(61 725.1414),(62 720.3729),(63 720.89734),(64 711.3402),(65 701.9385),(66 692.66675),(67 691.5839),(68 688.22656),(69 680.81),(70 681.81274),(71 669.73584),(72 669.5865),(73 667.43567),(74 671.1484),(75 674.571),(76 681.16113),(77 682.3908),(78 678.6464),(79 681.5835),
(1 341.72864),(2 411.9652),(3 448.6665),(4 467.494),(5 476.65115),(6 480.14023),(7 484.85504),(8 500.1521),(9 505.24405),(10 512.2203),(11 516.0469),(12 518.53046),(13 530.03467),(14 535.3738),(15 539.8528),(16 548.0352),(17 554.24927),(18 559.71216),(19 556.82623),(20 565.4023),(21 568.078),(22 572.0434),(23 574.07086),(24 577.37885),(25 592.1401),(26 598.8627),(27 609.8782),(28 619.4882),(29 622.05286),(30 630.8656),(31 635.9155),(32 633.7713),(33 641.893),(34 645.8227),(35 648.20654),(36 656.1318),(37 661.06085),(38 663.37866),(39 664.67926),(40 663.9938),(41 677.002),(42 680.24854),(43 687.3635),(44 688.0689),(45 691.66034),(46 692.4147),(47 686.5955),(48 686.9334),(49 690.4015),(50 689.25665),(51 693.3612),(52 702.14545),(53 699.4358),(54 696.0635),(55 702.67566),(56 698.68726),(57 702.56555),(58 708.7222),(59 712.97437),(60 716.19037),(61 721.1528),(62 720.06433),(63 715.81433),(64 704.82495),(65 699.8498),(66 695.0393),(67 695.75073),(68 698.7647),(69 690.07025),(70 694.80273),(71 689.328),(72 696.08105),(73 688.4533),(74 690.318),(75 689.6711),(76 688.10284),(77 692.07513),(78 693.311),(79 689.3674),
(1 331.9296),(2 402.37167),(3 437.13),(4 459.34988),(5 460.45914),(6 462.04556),(7 465.7001),(8 474.84247),(9 481.85602),(10 486.49402),(11 486.0197),(12 486.52112),(13 494.36298),(14 504.23102),(15 510.52042),(16 520.10986),(17 525.19745),(18 533.4452),(19 542.9379),(20 543.81256),(21 553.0398),(22 558.4982),(23 559.0592),(24 562.09515),(25 575.01324),(26 579.1357),(27 590.1272),(28 595.3077),(29 602.6805),(30 617.54645),(31 621.25397),(32 624.6332),(33 628.45795),(34 637.0243),(35 645.7112),(36 651.959),(37 647.8912),(38 651.32227),(39 656.54694),(40 659.1058),(41 664.1277),(42 671.6016),(43 679.6362),(44 676.905),(45 677.28156),(46 685.1234),(47 681.9321),(48 687.13214),(49 689.0611),(50 685.09326),(51 692.406),(52 695.8381),(53 697.16345),(54 696.2218),(55 697.67053),(56 695.8024),(57 691.32196),(58 688.70624),(59 691.914),(60 688.24274),(61 691.5921),(62 684.3948),(63 676.1847),(64 668.8933),(65 658.9383),(66 653.28033),(67 652.1764),(68 659.414),(69 657.8707),(70 661.44),(71 655.49335),(72 660.15283),(73 654.53),(74 663.29974),(75 659.5894),(76 654.82245),(77 658.9335),(78 659.4069),(79 666.4805),
(1 328.73825),(2 397.87698),(3 430.93765),(4 457.44266),(5 455.18213),(6 455.5036),(7 460.89056),(8 468.0046),(9 477.93146),(10 480.11514),(11 481.69412),(12 482.26645),(13 488.36227),(14 498.55518),(15 511.66348),(16 517.77014),(17 520.9877),(18 527.5889),(19 535.8115),(20 534.7273),(21 541.6872),(22 548.562),(23 549.99786),(24 559.3353),(25 572.87396),(26 577.8189),(27 595.426),(28 599.9839),(29 609.4558),(30 623.99493),(31 633.62695),(32 639.1549),(33 650.1067),(34 658.50183),(35 667.0442),(36 672.0817),(37 675.10565),(38 677.0025),(39 678.31665),(40 680.4185),(41 688.73224),(42 694.1558),(43 698.4831),(44 707.3145),(45 699.64417),(46 712.22485),(47 708.93134),(48 712.6159),(49 707.13214),(50 703.3716),(51 711.23676),(52 712.21344),(53 714.7418),(54 716.911),(55 718.63324),(56 710.78546),(57 709.6997),(58 708.31934),(59 701.9398),(60 707.07166),(61 705.71185),(62 696.51874),(63 693.99915),(64 685.60046),(65 674.7242),(66 671.7376),(67 670.9315),(68 672.707),(69 672.3617),(70 672.93726),(71 661.29767),(72 659.03595),(73 657.2294),(74 660.7831),(75 660.5813),(76 657.1337),(77 657.5997),(78 656.3905),(79 666.0635),
(1 325.39362),(2 393.7747),(3 433.9707),(4 460.78528),(5 457.42764),(6 459.6928),(7 460.93933),(8 467.13925),(9 473.12363),(10 476.94305),(11 481.18234),(12 485.88907),(13 497.2103),(14 507.76083),(15 521.1477),(16 528.3449),(17 535.3302),(18 535.44385),(19 539.69354),(20 542.5365),(21 545.3939),(22 554.1983),(23 558.2521),(24 572.0225),(25 589.6693),(26 593.6912),(27 607.7547),(28 616.05615),(29 622.1518),(30 630.0268),(31 638.2309),(32 647.96375),(33 657.25256),(34 668.16455),(35 672.9911),(36 679.7523),(37 679.4003),(38 687.3054),(39 690.3),(40 697.07324),(41 694.76544),(42 707.2967),(43 701.1145),(44 710.43463),(45 711.18225),(46 716.26324),(47 720.1186),(48 722.7595),(49 718.2792),(50 714.9018),(51 724.51373),(52 717.9137),(53 715.5561),(54 721.3544),(55 715.5124),(56 708.2918),(57 700.3503),(58 693.9868),(59 693.4088),(60 697.1661),(61 690.0965),(62 686.0424),(63 686.2615),(64 676.6555),(65 674.6881),(66 671.1324),(67 674.4776),(68 674.43494),(69 672.73206),(70 682.2331),(71 676.4305),(72 671.07965),(73 674.20184),(74 677.25836),(75 680.9629),(76 680.9294),(77 685.6289),(78 680.1898),(79 691.4235),
(1 309.66977),(2 380.8055),(3 421.2137),(4 448.5313),(5 449.7904),(6 451.0738),(7 449.137),(8 448.94208),(9 450.03143),(10 455.1931),(11 460.3788),(12 466.80844),(13 479.7125),(14 489.28522),(15 496.65274),(16 504.0808),(17 515.0893),(18 522.95496),(19 529.35187),(20 531.65656),(21 536.3391),(22 546.59406),(23 546.018),(24 550.7242),(25 562.22485),(26 575.18506),(27 582.2606),(28 591.8649),(29 600.53046),(30 600.69806),(31 608.6891),(32 616.0249),(33 618.3584),(34 626.4463),(35 632.2307),(36 636.1057),(37 637.5845),(38 646.29047),(39 646.2645),(40 658.9397),(41 657.4325),(42 663.4109),(43 657.0743),(44 659.0446),(45 656.13074),(46 658.65515),(47 656.7287),(48 659.901),(49 663.3392),(50 661.8513),(51 664.79724),(52 670.90497),(53 659.72394),(54 662.556),(55 657.60425),(56 650.12854),(57 645.55176),(58 641.34106),(59 635.9956),(60 641.5611),(61 641.70953),(62 639.23816),(63 630.9885),(64 624.4696),(65 626.55206),(66 625.2779),(67 622.87317),(68 625.30426),(69 624.9423),(70 629.9349),(71 627.6774),(72 620.6701),(73 616.78015),(74 626.72205),(75 628.5559),(76 628.2572),(77 625.3073),(78 626.7278),(79 638.00574),
(1 314.48068),(2 384.26816),(3 423.29074),(4 448.78995),(5 450.40372),(6 449.4789),(7 446.37408),(8 451.27933),(9 456.36426),(10 459.19885),(11 462.1557),(12 464.4185),(13 475.55026),(14 487.03607),(15 495.03027),(16 503.44586),(17 506.45486),(18 518.40186),(19 523.35077),(20 533.74176),(21 533.6609),(22 544.7336),(23 549.51624),(24 554.6943),(25 568.42725),(26 582.73517),(27 590.27814),(28 599.6877),(29 606.7768),(30 613.5259),(31 622.2712),(32 628.8532),(33 628.96216),(34 638.3184),(35 645.50183),(36 648.3051),(37 644.48584),(38 655.35364),(39 656.4473),(40 657.3894),(41 654.9906),(42 665.40594),(43 663.18225),(44 668.65753),(45 665.5591),(46 665.1029),(47 663.65576),(48 665.7849),(49 670.23334),(50 672.48413),(51 670.6391),(52 673.57837),(53 662.7594),(54 667.73334),(55 662.67566),(56 661.6953),(57 658.7941),(58 655.3084),(59 649.75543),(60 654.896),(61 649.99176),(62 646.95746),(63 639.29034),(64 634.9974),(65 636.5437),(66 631.9021),(67 633.0281),(68 631.9195),(69 629.40906),(70 633.4926),(71 627.25745),(72 624.0986),(73 618.72797),(74 624.03656),(75 626.9902),(76 625.804),(77 625.47284),(78 626.4564),(79 636.36993),
(1 307.81656),(2 375.46924),(3 414.00818),(4 442.94806),(5 443.97543),(6 442.9715),(7 444.03326),(8 444.84964),(9 448.8408),(10 450.0176),(11 455.65698),(12 460.5928),(13 466.7709),(14 475.79837),(15 480.72885),(16 485.27603),(17 486.91556),(18 494.01288),(19 501.0683),(20 508.50195),(21 509.91187),(22 520.26215),(23 533.1395),(24 534.53925),(25 549.0825),(26 555.48267),(27 568.5096),(28 569.0486),(29 575.9747),(30 582.1553),(31 585.5659),(32 592.80853),(33 599.139),(34 603.71814),(35 599.49524),(36 597.1914),(37 600.6689),(38 598.29645),(39 609.8073),(40 612.8046),(41 613.35626),(42 619.0763),(43 616.058),(44 614.7379),(45 614.8404),(46 616.9075),(47 616.9012),(48 613.8486),(49 620.2852),(50 621.4042),(51 619.5036),(52 625.05475),(53 624.0162),(54 628.2719),(55 628.66205),(56 623.60913),(57 620.27246),(58 613.4791),(59 618.4463),(60 618.1381),(61 616.64594),(62 612.9756),(63 611.03064),(64 608.4227),(65 597.192),(66 595.0202),(67 594.09766),(68 598.39734),(69 600.0207),(70 606.7339),(71 596.7643),(72 590.5685),(73 587.728),(74 594.63605),(75 600.3581),(76 598.1685),(77 602.3498),(78 600.29926),(79 606.10583),
(1 306.71466),(2 366.82217),(3 403.34354),(4 430.49374),(5 435.1295),(6 438.90466),(7 436.83994),(8 439.9437),(9 442.7156),(10 444.435),(11 451.81363),(12 459.7582),(13 468.55392),(14 472.04153),(15 476.27554),(16 479.8243),(17 486.6328),(18 487.59442),(19 490.536),(20 500.62143),(21 503.3365),(22 511.82715),(23 519.8757),(24 525.68756),(25 531.3881),(26 539.97675),(27 549.99304),(28 551.114),(29 562.3995),(30 568.1436),(31 577.9593),(32 584.74457),(33 590.187),(34 592.9912),(35 592.1552),(36 599.5578),(37 596.6617),(38 602.3312),(39 603.5061),(40 610.7269),(41 615.0319),(42 612.74774),(43 617.7911),(44 610.77325),(45 611.1489),(46 621.4768),(47 628.7118),(48 631.9548),(49 636.05145),(50 635.2683),(51 634.1502),(52 638.5724),(53 635.39746),(54 634.5533),(55 638.2652),(56 629.54236),(57 622.42664),(58 618.2782),(59 617.06177),(60 623.644),(61 620.77716),(62 619.2326),(63 617.8129),(64 615.0783),(65 614.8877),(66 603.06635),(67 605.9406),(68 610.2135),(69 608.4521),(70 610.4845),(71 602.02386),(72 599.698),(73 601.08344),(74 608.3449),(75 609.38403),(76 609.8367),(77 609.081),(78 610.17474),(79 614.64746),
(1 292.03296),(2 358.86493),(3 392.8918),(4 414.66205),(5 420.59207),(6 422.93842),(7 420.45193),(8 422.7336),(9 426.94202),(10 424.90454),(11 432.45663),(12 440.09982),(13 450.48282),(14 454.97202),(15 460.87827),(16 466.787),(17 473.18024),(18 475.2403),(19 472.4712),(20 480.5726),(21 487.01553),(22 497.39972),(23 505.9881),(24 509.77298),(25 514.8399),(26 527.4083),(27 532.58435),(28 541.3908),(29 545.73444),(30 549.58044),(31 555.20135),(32 558.2528),(33 563.6937),(34 567.9046),(35 574.44104),(36 574.2479),(37 580.07153),(38 584.26746),(39 590.67065),(40 590.7273),(41 591.74),(42 592.14703),(43 590.73004),(44 591.54785),(45 595.3266),(46 596.0372),(47 606.5324),(48 604.48315),(49 606.367),(50 606.3119),(51 603.022),(52 600.13367),(53 598.48755),(54 596.66406),(55 599.2409),(56 592.75745),(57 592.18146),(58 589.71106),(59 582.79224),(60 589.225),(61 587.7894),(62 585.42505),(63 585.3079),(64 585.60864),(65 581.2829),(66 573.2401),(67 577.3711),(68 575.4479),(69 572.50024),(70 571.69635),(71 570.9535),(72 569.60046),(73 566.7618),(74 574.3064),(75 578.328),(76 573.3596),(77 575.3231),(78 573.9938),(79 574.78595),
(1 286.8258),(2 349.09357),(3 383.63248),(4 401.9034),(5 409.64172),(6 414.912),(7 411.91156),(8 415.24045),(9 420.0453),(10 419.22736),(11 425.42126),(12 437.96036),(13 448.423),(14 449.01868),(15 452.7258),(16 459.70728),(17 462.442),(18 467.98187),(19 469.72318),(20 478.3016),(21 483.58286),(22 489.0431),(23 497.95926),(24 503.84995),(25 509.543),(26 515.5843),(27 526.1428),(28 531.19434),(29 534.0599),(30 536.3595),(31 544.18726),(32 546.8281),(33 553.1373),(34 560.64844),(35 565.9166),(36 564.70135),(37 566.1283),(38 572.366),(39 580.9576),(40 578.9118),(41 587.89154),(42 592.0494),(43 588.0955),(44 593.64667),(45 594.61224),(46 597.76575),(47 602.06647),(48 605.0797),(49 598.3101),(50 597.8125),(51 603.64075),(52 601.21564),(53 597.4768),(54 588.5486),(55 591.28253),(56 584.18677),(57 590.976),(58 593.53577),(59 590.76044),(60 594.2352),(61 594.85065),(62 594.5528),(63 589.7089),(64 585.8572),(65 583.6421),(66 573.4885),(67 578.614),(68 579.85297),(69 576.1526),(70 575.6245),(71 575.5289),(72 579.0515),(73 572.5274),(74 578.3191),(75 580.5565),(76 574.296),(77 571.1513),(78 565.80524),(79 565.1312),
(1 284.70248),(2 343.23422),(3 374.54123),(4 393.79007),(5 399.68875),(6 401.7171),(7 403.65762),(8 409.22504),(9 410.76532),(10 411.51236),(11 418.61575),(12 429.16928),(13 444.85742),(14 447.52722),(15 451.2407),(16 453.54065),(17 451.44662),(18 455.5251),(19 458.35056),(20 465.36298),(21 468.59396),(22 474.02658),(23 482.02017),(24 485.77484),(25 488.36545),(26 497.1591),(27 502.86057),(28 503.66132),(29 507.3558),(30 504.7385),(31 509.07233),(32 514.75525),(33 517.4627),(34 519.2188),(35 523.11646),(36 524.6114),(37 523.2181),(38 529.9714),(39 533.1104),(40 540.6354),(41 543.62866),(42 544.79065),(43 550.9998),(44 549.886),(45 549.51495),(46 558.2955),(47 561.97955),(48 567.6988),(49 564.1564),(50 566.7733),(51 570.3118),(52 572.5555),(53 571.7937),(54 567.91705),(55 568.2337),(56 570.5469),(57 570.3227),(58 569.3983),(59 570.00397),(60 575.8814),(61 573.3135),(62 572.3826),(63 574.13153),(64 569.26263),(65 566.7486),(66 554.7271),(67 562.4615),(68 560.33185),(69 553.3536),(70 551.38586),(71 548.748),(72 550.8287),(73 547.0034),(74 555.7408),(75 551.6032),(76 547.264),(77 543.4699),(78 545.5882),(79 550.5907),
(1 276.59982),(2 338.40717),(3 366.7914),(4 380.75018),(5 384.31024),(6 390.63382),(7 390.6981),(8 395.90866),(9 399.2894),(10 400.2747),(11 409.6618),(12 416.52347),(13 426.75186),(14 432.64624),(15 435.83014),(16 436.5261),(17 437.14584),(18 438.4349),(19 437.4617),(20 440.5184),(21 443.51385),(22 451.7054),(23 457.5845),(24 463.77075),(25 466.13776),(26 473.4341),(27 480.3794),(28 480.56064),(29 488.42462),(30 491.3075),(31 494.12662),(32 494.18506),(33 497.8924),(34 501.3573),(35 506.07742),(36 508.21857),(37 508.30872),(38 517.2399),(39 517.9123),(40 523.6284),(41 528.325),(42 526.81506),(43 529.2586),(44 527.25793),(45 531.94934),(46 536.48114),(47 543.1076),(48 546.75037),(49 549.6023),(50 550.00165),(51 554.10223),(52 560.78076),(53 556.83777),(54 557.2282),(55 559.0189),(56 559.2916),(57 560.5469),(58 558.3323),(59 554.73157),(60 559.12714),(61 559.0146),(62 556.622),(63 552.5331),(64 547.5258),(65 542.3492),(66 534.445),(67 537.4308),(68 540.24603),(69 535.26245),(70 536.3272),(71 536.3913),(72 537.11334),(73 529.35944),(74 536.81067),(75 538.7602),(76 533.2844),(77 529.20856),(78 533.8854),(79 536.73035),
(1 275.652),(2 339.6357),(3 370.16632),(4 381.71017),(5 385.00812),(6 390.8001),(7 397.00745),(8 400.82687),(9 404.97186),(10 405.644),(11 414.36392),(12 420.38306),(13 426.82724),(14 430.02557),(15 434.94733),(16 432.75497),(17 433.8797),(18 434.0152),(19 436.58063),(20 439.68198),(21 441.4279),(22 446.5733),(23 453.65536),(24 459.27655),(25 464.12247),(26 470.9664),(27 477.65857),(28 483.83887),(29 486.2109),(30 493.53976),(31 492.22308),(32 493.69705),(33 499.11993),(34 504.47614),(35 511.26044),(36 516.047),(37 519.9996),(38 528.0564),(39 529.53894),(40 531.24005),(41 535.71533),(42 539.841),(43 539.30615),(44 537.56323),(45 540.28754),(46 547.79987),(47 551.277),(48 558.09546),(49 558.50824),(50 560.9431),(51 560.3164),(52 563.77094),(53 562.4029),(54 563.426),(55 562.1162),(56 560.9917),(57 561.84424),(58 560.3175),(59 558.9343),(60 555.1479),(61 560.2101),(62 557.82776),(63 553.903),(64 554.71454),(65 554.81244),(66 547.47296),(67 549.8001),(68 543.9861),(69 542.3472),(70 542.52),(71 542.0856),(72 543.748),(73 539.68207),(74 541.85315),(75 539.1114),(76 536.9973),(77 535.61707),(78 536.5555),(79 537.39404),
