1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6964205.5),(2 20492028),(3 34584870),(4 48859500),(5 63705780),(6 77970230),(7 90912580),(8 105426410),(9 115755300),(10 121550710),(11 130032580),(12 136925300),(13 149352720),(14 161055040),(15 165503040),(16 166913940),(17 168540830),(18 172118700),(19 178946580),(20 181999540),(21 178399220),(22 180359440),(23 184204660),(24 187540480),(25 193855920),(26 199207300),(27 199704960),(28 198060690),(29 195247660),(30 193819380),(31 196274640),(32 204351490),(33 214021070),(34 229059220),(35 242181170),(36 251831790),(37 262172600),(38 269723680),(39 282661660),(40 284699300),(41 288138750),(42 298558080),(43 306926080),(44 319655870),(45 332647300),(46 342159140),(47 349205900),(48 356349800),(49 359597660),(50 360325280),(51 365376860),(52 371894270),(53 378653860),(54 387614750),(55 399894820),(56 408805540),(57 415130020),(58 423649280),(59 431855840),(60 432913000),(61 429700450),(62 422148900),(63 408755840),(64 394355300),(65 380707420),(66 365540640),(67 347690460),(68 330744580),(69 313761570),(70 302668320),(71 297427800),(72 295525860),(73 293544000),(74 294395420),(75 296124160),(76 297048160),(77 301972260),(78 304929000),(79 310101220),
(1 8007584),(2 23811642),(3 41106176),(4 62463450),(5 81677420),(6 99599420),(7 113675416),(8 125483176),(9 133572840),(10 142973020),(11 157093710),(12 165432750),(13 176322020),(14 185787170),(15 189676700),(16 188453150),(17 186453070),(18 184799570),(19 188251470),(20 186824800),(21 177807200),(22 172252750),(23 170462980),(24 172397140),(25 174672240),(26 174832100),(27 172534100),(28 167993010),(29 163750020),(30 162522140),(31 162712260),(32 162825520),(33 166180290),(34 172695820),(35 179556380),(36 186391300),(37 194775840),(38 201955150),(39 217692110),(40 223273260),(41 227951870),(42 232735710),(43 234432720),(44 236879970),(45 238735410),(46 235974660),(47 230995970),(48 227415760),(49 226571950),(50 227261600),(51 228808370),(52 234083170),(53 240747340),(54 248082020),(55 257237810),(56 266378340),(57 272975400),(58 276857800),(59 280499460),(60 279123300),(61 273822400),(62 265884930),(63 256610980),(64 247149520),(65 237729580),(66 228554290),(67 219661900),(68 211390450),(69 204616800),(70 201388540),(71 200779470),(72 202612560),(73 204341870),(74 209213330),(75 211061040),(76 214914510),(77 219235940),(78 224511060),(79 231003090),
(1 9372153),(2 26617912),(3 48303140),(4 75051360),(5 99057130),(6 123890010),(7 144621710),(8 161969260),(9 174832430),(10 185355540),(11 191265090),(12 191898500),(13 190546060),(14 187306030),(15 183793470),(16 179808900),(17 176059550),(18 172005820),(19 171076240),(20 168743410),(21 164908050),(22 161324350),(23 158095700),(24 156867150),(25 157626940),(26 158334580),(27 162167020),(28 164784980),(29 163347520),(30 160202480),(31 156683470),(32 151892430),(33 149997070),(34 149706460),(35 150369710),(36 153087090),(37 156056140),(38 160448210),(39 169011940),(40 174405820),(41 179724460),(42 183490690),(43 184564720),(44 184396670),(45 182784770),(46 182655230),(47 180614910),(48 176054220),(49 172498910),(50 169895250),(51 169135660),(52 167116110),(53 168321280),(54 170717630),(55 167576270),(56 167310190),(57 167788660),(58 169283310),(59 170494140),(60 170328320),(61 169717950),(62 168179790),(63 164826240),(64 163602910),(65 162146160),(66 162064780),(67 161162670),(68 158784560),(69 156054830),(70 154401470),(71 152572240),(72 151044220),(73 150817020),(74 152176820),(75 153912540),(76 157006130),(77 160654770),(78 166405710),(79 170732300),
(1 8497346),(2 25422208),(3 46608050),(4 69191150),(5 88726344),(6 104898376),(7 116025720),(8 122146340),(9 124722320),(10 123693300),(11 119334180),(12 112690450),(13 106623380),(14 105485940),(15 107788504),(16 110489760),(17 112641310),(18 113106430),(19 115532260),(20 117675096),(21 118147740),(22 114939416),(23 109976100),(24 104759750),(25 99861176),(26 96061290),(27 96928480),(28 99785120),(29 100658520),(30 100372650),(31 100769670),(32 101283950),(33 105055320),(34 110105830),(35 116667820),(36 123234850),(37 129943780),(38 135422430),(39 140939730),(40 143389730),(41 143093760),(42 139787600),(43 134642100),(44 128721630),(45 121904780),(46 117482030),(47 114964990),(48 112745430),(49 109941224),(50 109798270),(51 110269800),(52 110950840),(53 111929220),(54 112949064),(55 111359256),(56 111519570),(57 110961144),(58 108989280),(59 106687656),(60 103801930),(61 100884230),(62 98332140),(63 96481000),(64 96091816),(65 96803740),(66 99602540),(67 104210460),(68 107654960),(69 109673690),(70 110178480),(71 109330584),(72 107127976),(73 104784856),(74 103126660),(75 102492290),(76 100994270),(77 99659720),(78 100986696),(79 102202240),
(1 8961844),(2 26228460),(3 46512200),(4 68094940),(5 84920450),(6 98228584),(7 106321304),(8 110038584),(9 110739976),(10 111269144),(11 109405650),(12 107056150),(13 105291550),(14 105614420),(15 108075360),(16 110434410),(17 109307450),(18 106490650),(19 105832056),(20 104055040),(21 102800310),(22 97795040),(23 93266790),(24 89272100),(25 86167870),(26 85415820),(27 85641910),(28 89783700),(29 91804710),(30 92714310),(31 93518940),(32 96173320),(33 99155530),(34 102539800),(35 106307540),(36 109469430),(37 112880570),(38 116850840),(39 119836280),(40 121259400),(41 121997720),(42 121217500),(43 119101980),(44 116241310),(45 113549704),(46 111776160),(47 112019176),(48 112852870),(49 112506910),(50 114243790),(51 113793350),(52 111700780),(53 108467830),(54 104643210),(55 101499340),(56 101446376),(57 101094170),(58 102430776),(59 102846280),(60 103361210),(61 103623260),(62 103618824),(63 102804970),(64 102164120),(65 102141090),(66 103413980),(67 105564490),(68 107888950),(69 109909896),(70 111844490),(71 111520840),(72 110899784),(73 109184890),(74 106885864),(75 105564260),(76 105902570),(77 106944100),(78 108757150),(79 110232090),
(1 10333203),(2 28008164),(3 46000356),(4 61732212),(5 72296590),(6 78282420),(7 79134860),(8 80528344),(9 82868070),(10 86361060),(11 89892330),(12 92540856),(13 91144560),(14 87148400),(15 83788500),(16 81891920),(17 81386320),(18 82652000),(19 83774130),(20 83841690),(21 84708100),(22 83805490),(23 81302640),(24 77776696),(25 75591040),(26 76429060),(27 79092020),(28 83054420),(29 85847224),(30 88051060),(31 89366344),(32 89983100),(33 90891710),(34 92975570),(35 96421240),(36 99447950),(37 100268280),(38 99289280),(39 96920410),(40 95017470),(41 94543940),(42 95359100),(43 96335440),(44 96837170),(45 98675620),(46 98691570),(47 97248024),(48 94762600),(49 91737320),(50 88642050),(51 84964500),(52 82236460),(53 81361220),(54 81614360),(55 83980340),(56 84922456),(57 85716700),(58 85150700),(59 84602240),(60 83603010),(61 81670580),(62 79161896),(63 75898480),(64 73570970),(65 71575270),(66 70502680),(67 70890040),(68 72222640),(69 74622824),(70 77680270),(71 79362480),(72 81522730),(73 83560400),(74 85837384),(75 85588720),(76 85673940),(77 83425840),(78 82565880),(79 81893310),
(1 8201411.5),(2 22531338),(3 35389110),(4 45828696),(5 51741340),(6 55147950),(7 57590930),(8 59318756),(9 61580390),(10 62710236),(11 63100210),(12 62600236),(13 62404670),(14 63585052),(15 65203164),(16 65656890),(17 65517290),(18 64630410),(19 62689156),(20 60252732),(21 58488132),(22 58087950),(23 58055700),(24 59255268),(25 59498988),(26 58534460),(27 56421270),(28 54426276),(29 54483324),(30 56249604),(31 58475564),(32 59597276),(33 59337596),(34 59126960),(35 59741692),(36 59192868),(37 57895160),(38 56781276),(39 56079336),(40 56731284),(41 57918948),(42 59754264),(43 61515484),(44 62513710),(45 62705340),(46 63903420),(47 64794350),(48 65253050),(49 64865068),(50 64115684),(51 64193256),(52 64924308),(53 66209816),(54 67180240),(55 67351710),(56 66694460),(57 66328748),(58 66116860),(59 66029864),(60 65730704),(61 64962604),(62 64301484),(63 64351068),(64 64802416),(65 64925244),(66 64906108),(67 65544428),(68 67006710),(69 69381030),(70 71239890),(71 72544840),(72 73073410),(73 73366070),(74 73042850),(75 72976390),(76 72178080),(77 70679576),(78 68956580),(79 67143710),
(1 6353680),(2 17547452),(3 27088266),(4 33841200),(5 36704390),(6 38263410),(7 39760372),(8 41154370),(9 43176960),(10 44382228),(11 45339336),(12 45839788),(13 46479704),(14 45847388),(15 44753268),(16 42848172),(17 42343948),(18 40993748),(19 40486264),(20 40771132),(21 41760640),(22 41645660),(23 40498870),(24 39396932),(25 39856844),(26 40883244),(27 42458916),(28 44217456),(29 44555224),(30 43298988),(31 42510932),(32 42316612),(33 42321004),(34 41060480),(35 39676470),(36 38706736),(37 38640468),(38 38342080),(39 39487000),(40 41342372),(41 43528944),(42 45234930),(43 46993680),(44 47712860),(45 47424080),(46 46589050),(47 45212308),(48 44194268),(49 42871244),(50 41608892),(51 41416056),(52 42151936),(53 43400184),(54 44724930),(55 46389372),(56 48001010),(57 50077572),(58 52739584),(59 54887910),(60 55812076),(61 55739868),(62 54589108),(63 53126024),(64 52294084),(65 51589720),(66 51074564),(67 51501530),(68 52348230),(69 53182476),(70 54019060),(71 54325892),(72 54226284),(73 54196096),(74 54309170),(75 55037824),(76 55271212),(77 55491324),(78 54516076),(79 52401944),
(1 6266020.5),(2 16645376),(3 23775442),(4 29509642),(5 31413434),(6 32599348),(7 33996450),(8 35409350),(9 35420216),(10 35256864),(11 34333268),(12 33321356),(13 33521008),(14 34178388),(15 35276916),(16 35071028),(17 36150760),(18 36337050),(19 36109336),(20 37063800),(21 37946068),(22 37884710),(23 36818424),(24 36007092),(25 36936652),(26 38740164),(27 40222810),(28 41208770),(29 41261468),(30 40905164),(31 40512404),(32 40337452),(33 39968052),(34 39959264),(35 39353676),(36 37826188),(37 36890036),(38 37098172),(39 37947708),(40 38140860),(41 37913910),(42 37706250),(43 37521172),(44 37420080),(45 37465760),(46 37861470),(47 37778868),(48 37231532),(49 36369316),(50 34763932),(51 33886124),(52 33153164),(53 32820420),(54 33299124),(55 32735506),(56 31820438),(57 31164952),(58 30594832),(59 30667724),(60 30845940),(61 31401284),(62 32097234),(63 33026010),(64 33713484),(65 34140430),(66 33719696),(67 33576764),(68 33429594),(69 33332706),(70 33590204),(71 33836252),(72 33830850),(73 34036340),(74 34928630),(75 35516256),(76 35544524),(77 34700596),(78 34240370),(79 33253030),
(1 6872030),(2 17378962),(3 23713164),(4 25045560),(5 24626396),(6 26111922),(7 29353640),(8 30746638),(9 29487646),(10 27298088),(11 27860856),(12 30478012),(13 32012910),(14 31606972),(15 30096618),(16 29303716),(17 29927172),(18 29964942),(19 28961650),(20 28313480),(21 28516324),(22 29403698),(23 30188082),(24 30625312),(25 30209846),(26 29799030),(27 30242510),(28 29782442),(29 29086696),(30 28132640),(31 27380536),(32 27678460),(33 27804920),(34 29191722),(35 29212552),(36 28197068),(37 26629902),(38 25467850),(39 24917844),(40 24628814),(41 24469146),(42 25396578),(43 25890074),(44 25674646),(45 25232700),(46 25542632),(47 25503054),(48 25041304),(49 25479544),(50 26327058),(51 26827850),(52 26954524),(53 26710006),(54 26831342),(55 27220840),(56 26965302),(57 26871130),(58 27233672),(59 27318020),(60 27520598),(61 27404434),(62 27051384),(63 27849184),(64 29289284),(65 30010088),(66 30219094),(67 30050674),(68 29733700),(69 29250294),(70 28069304),(71 26941192),(72 26363806),(73 26464988),(74 26547944),(75 26688104),(76 26503028),(77 25888264),(78 25146690),(79 24997984),
(1 6906866),(2 16072478),(3 21043080),(4 22312470),(5 21742038),(6 22187550),(7 23411730),(8 24410626),(9 24995908),(10 23904954),(11 23177990),(12 23267262),(13 22936632),(14 23108656),(15 22844444),(16 23128790),(17 23389488),(18 23421312),(19 24868008),(20 25085816),(21 24707088),(22 23913702),(23 23878784),(24 24611802),(25 26464336),(26 27909532),(27 28322598),(28 27795512),(29 28016626),(30 28077104),(31 27413438),(32 25802578),(33 25257840),(34 25328246),(35 26399338),(36 26768314),(37 26380590),(38 25402544),(39 23059786),(40 22200112),(41 22629474),(42 23529016),(43 24451832),(44 24414806),(45 24082608),(46 24187888),(47 23963482),(48 24122156),(49 24583210),(50 24271560),(51 24087160),(52 23720986),(53 23455834),(54 23686032),(55 23734092),(56 23354526),(57 22883084),(58 22724076),(59 22662438),(60 23081856),(61 23493532),(62 23689158),(63 23762820),(64 23297488),(65 22523064),(66 21554366),(67 20783466),(68 20624582),(69 21212502),(70 21662136),(71 22130454),(72 22250760),(73 21684816),(74 20935388),(75 21163672),(76 21502816),(77 21992456),(78 21860688),(79 22472080),
