1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 527619.2),(2 863325.5),(3 889350),(4 1936940),(5 2830121.8),(6 3258826.3),(7 4783889.5),(8 6172854.5),(9 7106000.5),(10 9042185),(11 10757947),(12 11911512),(13 14185948),(14 16063923),(15 17255638),(16 19324354),(17 21461506),(18 22771718),(19 24855846),(20 27027726),(21 28628480),(22 30984984),(23 33063712),(24 33984590),(25 35479230),(26 36947252),(27 37358748),(28 38564268),(29 39405716),(30 39337908),(31 39948140),(32 40527516),(33 40418520),(34 40780572),(35 40901316),(36 40320136),(37 40956436),(38 41799004),(39 42541508),(40 44021836),(41 45063724),(42 45050304),(43 45691732),(44 46369230),(45 46457810),(46 47618268),(47 48951628),(48 49841308),(49 51361700),(50 53340656),(51 54642530),(52 56628160),(53 58737740),(54 59849004),(55 61494812),(56 63421788),(57 64511124),(58 66342796),(59 68257160),(60 68914936),(61 69699016),(62 71082390),(63 71611896),(64 72322250),(65 73533920),(66 74327576),(67 75159710),(68 76430104),(69 76808170),(70 77524900),(71 78497190),(72 78682376),(73 79224310),(74 80409910),(75 80836616),(76 81745990),(77 83356424),(78 84383140),(79 85368930),
(1 831.9269),(2 1012.72),(3 1157.3342),(4 1228.7773),(5 1289.0054),(6 1320.8369),(7 1382.0793),(8 1437.1886),(9 1465.7793),(10 1482.8451),(11 1508.8236),(12 1491.2771),(13 1520.8427),(14 1507.4689),(15 1500.8593),(16 1478.3173),(17 1455.7468),(18 1443.4125),(19 1436.1145),(20 1428.7281),(21 1449.0325),(22 1450.8243),(23 1480.9175),(24 1487.0175),(25 1518.5955),(26 1534.5018),(27 1580.3427),(28 1624.5474),(29 1637.391),(30 1649.837),(31 1644.1979),(32 1645.3676),(33 1646.0417),(34 1625.5951),(35 1600.9773),(36 1568.7295),(37 1529.652),(38 1527.2784),(39 1508.0079),(40 1493.8307),(41 1489.9403),(42 1488.8275),(43 1502.2188),(44 1498.3752),(45 1506.3997),(46 1507.6533),(47 1516.5979),(48 1529.5767),(49 1535.4634),(50 1520.7019),(51 1529.9741),(52 1553.9081),(53 1547.0066),(54 1561.7645),(55 1559.9878),(56 1544.0933),(57 1525.9386),(58 1555.1979),(59 1538.9897),(60 1530.5066),(61 1530.6702),(62 1504.4551),(63 1521.8761),(64 1517.9825),(65 1496.9017),(66 1519.58),(67 1506.4442),(68 1493.5934),(69 1490.2894),(70 1509.9829),(71 1517.525),(72 1508.7168),(73 1522.4998),(74 1539.314),(75 1536.1951),(76 1541.3542),(77 1540.1062),(78 1546.9758),(79 1536.3389),
(1 827.38934),(2 990.57904),(3 1137.2122),(4 1212.9135),(5 1291.3107),(6 1323.3452),(7 1379.5844),(8 1450.6345),(9 1484.6617),(10 1501.1934),(11 1508.7054),(12 1498.1271),(13 1537.812),(14 1506.1825),(15 1495.0988),(16 1450.0256),(17 1447.1888),(18 1441.8359),(19 1440.2122),(20 1422.7471),(21 1432.6774),(22 1438.467),(23 1467.0137),(24 1473.7118),(25 1522.0946),(26 1542.2333),(27 1574.4023),(28 1607.1064),(29 1625.8523),(30 1657.7657),(31 1664.4895),(32 1663.6989),(33 1657.6323),(34 1628.9441),(35 1600.7278),(36 1571.9866),(37 1551.2507),(38 1528.2993),(39 1525.9147),(40 1508.4097),(41 1499.6519),(42 1496.8701),(43 1507.4135),(44 1494.6036),(45 1514.0323),(46 1523.8284),(47 1533.8458),(48 1558.7715),(49 1558.3809),(50 1551.3218),(51 1552.8777),(52 1555.5067),(53 1541.1245),(54 1538.7148),(55 1539.1249),(56 1519.197),(57 1509.0254),(58 1542.3154),(59 1531.7761),(60 1510.7671),(61 1493.157),(62 1481.7328),(63 1487.2821),(64 1480.341),(65 1470.376),(66 1479.906),(67 1471.6606),(68 1467.2438),(69 1465.6963),(70 1486.7664),(71 1475.3024),(72 1478.204),(73 1482.5232),(74 1497.5243),(75 1501.3926),(76 1506.4255),(77 1493.317),(78 1512.5209),(79 1504.4078),
(1 816.07166),(2 980.9874),(3 1119.649),(4 1195.6298),(5 1257.9576),(6 1297.764),(7 1366.2535),(8 1440.5588),(9 1463.3795),(10 1476.5532),(11 1471.3857),(12 1458.9031),(13 1490.8577),(14 1468.7668),(15 1469.6173),(16 1423.9926),(17 1411.197),(18 1402.4468),(19 1387.3755),(20 1390.6283),(21 1400.929),(22 1416.3318),(23 1427.4828),(24 1434.4564),(25 1468.1855),(26 1491.5033),(27 1528.9254),(28 1562.5588),(29 1586.2782),(30 1600.0414),(31 1603.108),(32 1594.2192),(33 1578.2465),(34 1556.2019),(35 1538.1459),(36 1520.8824),(37 1507.543),(38 1492.0304),(39 1482.166),(40 1460.3135),(41 1456.1259),(42 1453.8875),(43 1456.4894),(44 1447.5955),(45 1452.8312),(46 1465.2294),(47 1461.2289),(48 1476.8658),(49 1486.1925),(50 1488.693),(51 1506.3116),(52 1504.5292),(53 1511.2667),(54 1519.2806),(55 1500.4526),(56 1504.2095),(57 1488.6998),(58 1498.8729),(59 1478.856),(60 1469.0614),(61 1474.2036),(62 1456.0513),(63 1472.9501),(64 1450.9812),(65 1449.1029),(66 1432.9308),(67 1438.7844),(68 1440.1448),(69 1438.839),(70 1440.3801),(71 1431.9146),(72 1429.3143),(73 1435.3345),(74 1438.7175),(75 1451.5381),(76 1455.8475),(77 1462.0736),(78 1462.937),(79 1465.5002),
(1 794.94415),(2 955.7812),(3 1074.347),(4 1153.5269),(5 1205.6989),(6 1258.9655),(7 1316.9545),(8 1345.6912),(9 1385.2747),(10 1397.8497),(11 1424.1826),(12 1429.7614),(13 1462.1305),(14 1449.0311),(15 1440.2113),(16 1420.1969),(17 1407.2568),(18 1396.435),(19 1387.8616),(20 1383.0184),(21 1400.1573),(22 1407.6313),(23 1425.1671),(24 1428.3085),(25 1462.5822),(26 1480.557),(27 1510.6565),(28 1537.4368),(29 1557.7089),(30 1587.0564),(31 1608.5581),(32 1604.2617),(33 1609.4893),(34 1589.2117),(35 1563.4297),(36 1541.5555),(37 1533.9684),(38 1503.7668),(39 1473.6001),(40 1446.6798),(41 1425.4681),(42 1412.7638),(43 1438.6937),(44 1423.3208),(45 1422.4734),(46 1418.53),(47 1419.4258),(48 1453.0087),(49 1448.046),(50 1469.8408),(51 1464.8279),(52 1473.7626),(53 1453.4723),(54 1426.3506),(55 1439.7659),(56 1426.1805),(57 1432.765),(58 1439.7765),(59 1410.075),(60 1424.1798),(61 1418.768),(62 1413.0027),(63 1420.7108),(64 1407.479),(65 1424.191),(66 1423.4491),(67 1440.3805),(68 1449.1941),(69 1447.9642),(70 1449.6316),(71 1432.3812),(72 1427.2754),(73 1447.4993),(74 1447.3185),(75 1459.4918),(76 1461.0062),(77 1466.7216),(78 1471.1685),(79 1461.5739),
(1 773.6561),(2 941.0343),(3 1075.9841),(4 1130.5231),(5 1206.0413),(6 1256.9587),(7 1331.2526),(8 1368.758),(9 1391.326),(10 1406.6283),(11 1423.6946),(12 1433.6989),(13 1452.5016),(14 1454.3212),(15 1455.8635),(16 1428.2861),(17 1417.8169),(18 1394.0273),(19 1371.9987),(20 1384.0807),(21 1367.478),(22 1398.94),(23 1413.6937),(24 1436.4132),(25 1463.4348),(26 1488.0848),(27 1514.0194),(28 1553.5808),(29 1556.5743),(30 1571.5844),(31 1587.1326),(32 1571.5352),(33 1570.7988),(34 1549.7245),(35 1556.6501),(36 1549.492),(37 1509.7938),(38 1474.2252),(39 1464.286),(40 1446.5917),(41 1430.078),(42 1430.7194),(43 1430.5197),(44 1439.9777),(45 1447.1326),(46 1439.393),(47 1451.9545),(48 1471.6744),(49 1468.4106),(50 1488.6517),(51 1491.3534),(52 1467.2075),(53 1468.4741),(54 1474.5707),(55 1484.5172),(56 1480.7285),(57 1473.6196),(58 1488.6139),(59 1471.785),(60 1460.7998),(61 1456.1919),(62 1439.2659),(63 1434.2815),(64 1435.3623),(65 1419.5681),(66 1417.4362),(67 1423.4275),(68 1427.063),(69 1436.9735),(70 1414.569),(71 1411.815),(72 1422.6414),(73 1433.5161),(74 1425.621),(75 1435.7678),(76 1433.941),(77 1434.2563),(78 1433.283),(79 1427.2605),
(1 771.76416),(2 953.6235),(3 1079.6948),(4 1160.522),(5 1223.2758),(6 1279.7589),(7 1338.425),(8 1400.5115),(9 1443.2128),(10 1452.0007),(11 1463.365),(12 1434.1398),(13 1451.3026),(14 1442.9261),(15 1449.2784),(16 1411.7734),(17 1415.005),(18 1396.2389),(19 1365.1),(20 1361.8423),(21 1361.848),(22 1375.2739),(23 1398.2743),(24 1407.9758),(25 1441.189),(26 1472.0906),(27 1529.244),(28 1549.1838),(29 1567.1027),(30 1569.665),(31 1571.6296),(32 1554.7577),(33 1572.9792),(34 1547.598),(35 1536.5491),(36 1519.8754),(37 1476.8663),(38 1453.0374),(39 1429.479),(40 1414.4734),(41 1398.329),(42 1390.525),(43 1416.6378),(44 1406.3737),(45 1395.6984),(46 1412.8436),(47 1433.2413),(48 1461.7834),(49 1476.4052),(50 1493.8232),(51 1494.0739),(52 1493.8748),(53 1489.7084),(54 1476.8098),(55 1468.4255),(56 1456.5813),(57 1453.207),(58 1477.5743),(59 1448.4786),(60 1444.7664),(61 1447.6559),(62 1437.6475),(63 1451.8773),(64 1443.6013),(65 1438.5017),(66 1436.1716),(67 1443.7633),(68 1445.5292),(69 1438.2275),(70 1446.7738),(71 1451.0529),(72 1448.7324),(73 1468.4325),(74 1448.2084),(75 1445.5388),(76 1437.4127),(77 1450.4963),(78 1441.0198),(79 1433.4684),
(1 762.4956),(2 921.61414),(3 1053.186),(4 1109.2599),(5 1205.7587),(6 1253.479),(7 1304.3411),(8 1354.1967),(9 1396.0297),(10 1424.921),(11 1441.0574),(12 1417.1125),(13 1425.9427),(14 1410.9207),(15 1421.5015),(16 1385.0381),(17 1363.9956),(18 1365.7655),(19 1346.3987),(20 1334.3457),(21 1322.4785),(22 1319.6599),(23 1345.4723),(24 1363.0088),(25 1399.0776),(26 1419.17),(27 1463.2859),(28 1502.3114),(29 1520.9818),(30 1521.4061),(31 1514.5547),(32 1516.2528),(33 1522.7599),(34 1514.49),(35 1514.2731),(36 1493.4758),(37 1478.9202),(38 1431.7523),(39 1416.7782),(40 1417.907),(41 1392.6165),(42 1370.552),(43 1383.9673),(44 1378.8568),(45 1386.4746),(46 1394.4744),(47 1396.7839),(48 1428.7386),(49 1436.2665),(50 1450.2289),(51 1454.234),(52 1478.5951),(53 1487.29),(54 1477.2704),(55 1474.3345),(56 1453.6447),(57 1446.8824),(58 1457.317),(59 1447.6174),(60 1444.387),(61 1431.9812),(62 1411.0135),(63 1405.193),(64 1402.94),(65 1402.4673),(66 1373.1102),(67 1379.5979),(68 1387.9604),(69 1381.7982),(70 1393.1036),(71 1393.5175),(72 1409.0287),(73 1418.2352),(74 1398.7635),(75 1406.8832),(76 1394.5042),(77 1402.7318),(78 1386.2365),(79 1394.1588),
(1 744.6913),(2 905.1435),(3 1045.1741),(4 1116.0369),(5 1212.0793),(6 1280.5688),(7 1341.0322),(8 1391.4458),(9 1408.4978),(10 1432.624),(11 1446.2607),(12 1429.1729),(13 1435.8667),(14 1425.4799),(15 1404.063),(16 1378.2252),(17 1356.972),(18 1333.7904),(19 1332.1212),(20 1320.8816),(21 1322.483),(22 1318.5955),(23 1330.6589),(24 1338.7737),(25 1383.5338),(26 1404.2456),(27 1450.0002),(28 1492.4207),(29 1528.5295),(30 1549.318),(31 1547.6313),(32 1566.0298),(33 1540.0349),(34 1529.0492),(35 1520.4646),(36 1481.9476),(37 1469.8877),(38 1431.934),(39 1411.17),(40 1388.7117),(41 1371.0126),(42 1369.8555),(43 1380.6671),(44 1387.9095),(45 1393.4063),(46 1407.1165),(47 1421.3403),(48 1459.9534),(49 1466.3063),(50 1503.2065),(51 1508.319),(52 1520.512),(53 1524.1289),(54 1509.318),(55 1517.2725),(56 1507.5863),(57 1490.5996),(58 1508.1276),(59 1476.2637),(60 1468.0889),(61 1443.3441),(62 1449.6915),(63 1429.534),(64 1434.5387),(65 1416.5674),(66 1411.5005),(67 1415.362),(68 1421.6891),(69 1417.4438),(70 1413.5039),(71 1403.3519),(72 1403.4056),(73 1422.4093),(74 1404.7736),(75 1428.5353),(76 1422.9807),(77 1424.5977),(78 1411.38),(79 1411.186),
(1 734.93964),(2 892.0722),(3 1025.9369),(4 1086.138),(5 1159.9668),(6 1222.762),(7 1281.0422),(8 1327.388),(9 1357.6006),(10 1378.8115),(11 1385.0538),(12 1395.5878),(13 1403.6176),(14 1377.445),(15 1372.7426),(16 1341.5612),(17 1334.9833),(18 1310.033),(19 1288.6703),(20 1274.0195),(21 1271.5981),(22 1257.6667),(23 1285.289),(24 1305.6002),(25 1350.4127),(26 1383.183),(27 1420.822),(28 1465.7433),(29 1502.0135),(30 1514.0713),(31 1516.2128),(32 1537.1143),(33 1505.0393),(34 1498.0558),(35 1483.2596),(36 1465.0626),(37 1451.9055),(38 1418.8162),(39 1409.9795),(40 1395.5917),(41 1399.3641),(42 1389.6445),(43 1426.0035),(44 1437.8429),(45 1444.1129),(46 1464.7119),(47 1490.2021),(48 1489.8254),(49 1494.5406),(50 1506.7161),(51 1527.4166),(52 1530.9028),(53 1511.8988),(54 1498.406),(55 1503.9214),(56 1494.8977),(57 1461.7316),(58 1469.4226),(59 1443.0088),(60 1412.8276),(61 1385.0438),(62 1393.0585),(63 1396.377),(64 1387.3418),(65 1374.8025),(66 1378.3795),(67 1382.3442),(68 1386.4546),(69 1363.2708),(70 1381.5627),(71 1355.0026),(72 1352.9535),(73 1366.7211),(74 1363.1857),(75 1380.9265),(76 1368.0927),(77 1356.9402),(78 1370.9082),(79 1363.2401),
(1 725.7163),(2 876.7675),(3 1012.94684),(4 1066.4717),(5 1143.6569),(6 1223.6901),(7 1275.3939),(8 1325.2703),(9 1347.6406),(10 1372.9829),(11 1371.0209),(12 1381.127),(13 1382.6036),(14 1357.9885),(15 1351.6174),(16 1306.9509),(17 1311.8666),(18 1295.9052),(19 1282.849),(20 1259.8942),(21 1249.3757),(22 1260.8633),(23 1270.2024),(24 1289.9536),(25 1302.4027),(26 1322.0508),(27 1362.449),(28 1384.1237),(29 1413.5695),(30 1422.0013),(31 1429.5889),(32 1435.9733),(33 1419.0204),(34 1406.675),(35 1396.8484),(36 1389.8948),(37 1362.9452),(38 1331.4626),(39 1325.6736),(40 1307.0702),(41 1315.379),(42 1318.6927),(43 1365.7906),(44 1364.129),(45 1387.8523),(46 1399.6779),(47 1404.4694),(48 1425.6644),(49 1434.6503),(50 1437.6387),(51 1457.0824),(52 1465.4282),(53 1459.3198),(54 1454.3406),(55 1446.6826),(56 1445.5144),(57 1421.9746),(58 1444.4641),(59 1436.2114),(60 1409.4604),(61 1399.2164),(62 1382.5206),(63 1397.4696),(64 1383.2787),(65 1366.9619),(66 1357.0707),(67 1364.5803),(68 1364.3828),(69 1355.487),(70 1353.246),(71 1357.0742),(72 1366.231),(73 1364.9799),(74 1372.1055),(75 1376.1118),(76 1384.0839),(77 1378.1399),(78 1383.6248),(79 1390.1708),
(1 707.3806),(2 850.07),(3 976.40924),(4 1049.2878),(5 1121.3754),(6 1166.3254),(7 1229.8351),(8 1268.7732),(9 1306.0732),(10 1346.0886),(11 1342.1515),(12 1342.0668),(13 1340.5813),(14 1327.0796),(15 1303.744),(16 1282.9124),(17 1276.3),(18 1281.1841),(19 1260.3386),(20 1263.8934),(21 1253.092),(22 1237.7062),(23 1268.6422),(24 1284.1127),(25 1301.4901),(26 1318.8866),(27 1352.4277),(28 1388.4391),(29 1403.7935),(30 1416.2756),(31 1425.7577),(32 1421.4774),(33 1412.8124),(34 1417.6715),(35 1395.258),(36 1376.1777),(37 1358.7211),(38 1331.3246),(39 1306.9586),(40 1298.6704),(41 1283.2245),(42 1284.2625),(43 1311.1964),(44 1310.6418),(45 1307.8041),(46 1310.8475),(47 1332.7611),(48 1347.4218),(49 1360.0735),(50 1364.3026),(51 1377.0714),(52 1379.4022),(53 1380.5267),(54 1372.2368),(55 1374.7772),(56 1378.591),(57 1352.0732),(58 1380.4199),(59 1357.6139),(60 1341.1117),(61 1332.3363),(62 1324.739),(63 1328.9907),(64 1306.785),(65 1309.8806),(66 1313.7233),(67 1325.2577),(68 1335.5874),(69 1339.8319),(70 1351.0315),(71 1333.3854),(72 1347.8624),(73 1350.3319),(74 1355.076),(75 1376.4403),(76 1371.302),(77 1357.7963),(78 1356.1914),(79 1354.6467),
(1 685.88226),(2 825.937),(3 940.36786),(4 983.0302),(5 1062.39),(6 1105.2717),(7 1170.5863),(8 1209.6998),(9 1244.8705),(10 1261.6537),(11 1283.9908),(12 1288.9203),(13 1317.3346),(14 1291.523),(15 1287.7249),(16 1260.8104),(17 1253.8744),(18 1243.097),(19 1221.0471),(20 1227.4885),(21 1222.5605),(22 1234.6953),(23 1253.8428),(24 1257.7983),(25 1281.9651),(26 1293.1554),(27 1324.4956),(28 1349.64),(29 1380.6381),(30 1393.4536),(31 1394.5857),(32 1403.437),(33 1382.7742),(34 1387.0438),(35 1363.9827),(36 1348.9948),(37 1341.944),(38 1312.6399),(39 1309.8209),(40 1291.903),(41 1280.304),(42 1287.3074),(43 1293.2365),(44 1304.4325),(45 1305.1405),(46 1324.1772),(47 1329.3295),(48 1346.3512),(49 1354.4054),(50 1356.1556),(51 1355.348),(52 1354.8516),(53 1344.5868),(54 1340.6813),(55 1334.9645),(56 1331.2253),(57 1310.658),(58 1320.4114),(59 1294.8256),(60 1291.1302),(61 1271.0726),(62 1266.1394),(63 1266.8695),(64 1233.1031),(65 1238.3525),(66 1239.8616),(67 1233.4757),(68 1228.219),(69 1227.8154),(70 1233.4706),(71 1225.2789),(72 1230.7601),(73 1246.6812),(74 1241.8818),(75 1243.3508),(76 1245.2677),(77 1242.1154),(78 1264.0264),(79 1250.3706),
(1 657.63104),(2 806.599),(3 918.85284),(4 985.8003),(5 1056.3335),(6 1114.3992),(7 1170.838),(8 1210.0332),(9 1240.1725),(10 1241.7777),(11 1259.9266),(12 1251.605),(13 1265.0773),(14 1246.4854),(15 1242.5823),(16 1218.8174),(17 1210.6146),(18 1213.6879),(19 1196.9161),(20 1183.5741),(21 1185.8005),(22 1192.7279),(23 1214.2247),(24 1224.7695),(25 1248.2042),(26 1273.0515),(27 1305.1759),(28 1335.3015),(29 1335.0732),(30 1351.5688),(31 1354.472),(32 1350.545),(33 1321.475),(34 1321.2639),(35 1302.229),(36 1293.105),(37 1274.051),(38 1262.9298),(39 1228.8965),(40 1212.4299),(41 1204.2167),(42 1198.0669),(43 1220.1022),(44 1214.0287),(45 1234.3944),(46 1257.2877),(47 1244.5233),(48 1265.331),(49 1277.9681),(50 1295.5872),(51 1311.4932),(52 1305.9413),(53 1307.6404),(54 1317.7621),(55 1312.2894),(56 1315.4579),(57 1291.4574),(58 1305.4781),(59 1285.8624),(60 1270.9952),(61 1251.5632),(62 1242.1007),(63 1232.5726),(64 1222.1558),(65 1205.9187),(66 1221.9268),(67 1226.2823),(68 1226.2854),(69 1228.5249),(70 1229.0397),(71 1229.3613),(72 1249.0308),(73 1259.3082),(74 1250.9674),(75 1274.7109),(76 1267.0757),(77 1256.4911),(78 1256.396),(79 1257.3463),
(1 654.895),(2 788.1365),(3 893.1732),(4 960.56335),(5 1022.4877),(6 1086.3846),(7 1148.6718),(8 1190.2177),(9 1213.4697),(10 1234.7065),(11 1246.4065),(12 1227.8607),(13 1251.3679),(14 1227.6915),(15 1227.4092),(16 1195.2986),(17 1179.9155),(18 1168.8029),(19 1156.976),(20 1150.6952),(21 1165.8379),(22 1167.9182),(23 1173.7035),(24 1182.4573),(25 1194.3231),(26 1222.3654),(27 1244.7422),(28 1272.3813),(29 1283.1049),(30 1307.9229),(31 1314.1118),(32 1314.166),(33 1321.29),(34 1305.9708),(35 1279.203),(36 1263.3263),(37 1232.6635),(38 1225.0035),(39 1208.5968),(40 1189.5052),(41 1184.2551),(42 1174.0532),(43 1188.9686),(44 1180.3049),(45 1191.8893),(46 1207.8479),(47 1211.4596),(48 1235.9825),(49 1257.4888),(50 1267.7631),(51 1279.7551),(52 1285.0377),(53 1270.4199),(54 1281.603),(55 1263.544),(56 1267.905),(57 1260.2119),(58 1263.8109),(59 1245.7036),(60 1242.6505),(61 1226.4694),(62 1218.1971),(63 1207.4886),(64 1190.4398),(65 1192.8708),(66 1190.8561),(67 1205.2964),(68 1217.4589),(69 1216.9683),(70 1217.1842),(71 1194.8701),(72 1214.151),(73 1205.3585),(74 1227.9619),(75 1223.5873),(76 1228.2288),(77 1220.0251),(78 1227.4039),(79 1229.1414),
(1 655.9424),(2 782.8135),(3 914.547),(4 955.26135),(5 1020.24005),(6 1070.2861),(7 1124.9199),(8 1155.7227),(9 1177.187),(10 1201.0038),(11 1205.6698),(12 1207.3892),(13 1223.6827),(14 1200.3658),(15 1202.0294),(16 1184.4851),(17 1192.6521),(18 1178.4694),(19 1178.1161),(20 1170.5774),(21 1188.4193),(22 1186.5696),(23 1215.5663),(24 1220.7233),(25 1242.2377),(26 1256.5422),(27 1268.0455),(28 1286.2953),(29 1292.746),(30 1309.3997),(31 1333.8033),(32 1336.4913),(33 1332.0383),(34 1310.145),(35 1303.2053),(36 1293.5819),(37 1272.0818),(38 1251.0929),(39 1244.5746),(40 1225.6935),(41 1231.9701),(42 1211.3265),(43 1234.5419),(44 1230.7428),(45 1225.624),(46 1237.2354),(47 1240.0813),(48 1253.1548),(49 1272.4739),(50 1284.0039),(51 1299.4713),(52 1288.3145),(53 1287.293),(54 1284.6018),(55 1278.1321),(56 1261.8912),(57 1247.5754),(58 1273.722),(59 1265.0791),(60 1257.896),(61 1246.7756),(62 1232.1918),(63 1241.7201),(64 1208.654),(65 1198.3998),(66 1200.3519),(67 1206.7032),(68 1200.0834),(69 1212.1244),(70 1214.9873),(71 1196.6918),(72 1211.3136),(73 1226.9341),(74 1223.7074),(75 1229.2145),(76 1229.0328),(77 1239.623),(78 1238.6355),(79 1247.6487),
(1 638.693),(2 776.37756),(3 881.45966),(4 936.01654),(5 985.8821),(6 1051.0499),(7 1087.2048),(8 1130.0544),(9 1158.8085),(10 1174.737),(11 1181.0024),(12 1180.8264),(13 1198.3909),(14 1178.8258),(15 1174.1814),(16 1138.8402),(17 1142.9288),(18 1134.7428),(19 1111.8652),(20 1117.187),(21 1115.366),(22 1120.7545),(23 1142.2994),(24 1159.2767),(25 1171.0198),(26 1192.3661),(27 1215.8629),(28 1247.9598),(29 1261.3535),(30 1292.0321),(31 1311.2185),(32 1295.3905),(33 1290.0103),(34 1281.2866),(35 1270.2666),(36 1262.4904),(37 1241.1127),(38 1228.6967),(39 1208.5835),(40 1189.8374),(41 1187.8228),(42 1182.4536),(43 1183.59),(44 1192.8855),(45 1182.4481),(46 1187.892),(47 1207.7278),(48 1232.768),(49 1236.0347),(50 1254.4305),(51 1257.2196),(52 1270.9135),(53 1265.1925),(54 1271.874),(55 1276.597),(56 1256.6066),(57 1244.0826),(58 1260.7905),(59 1252.5541),(60 1240.4141),(61 1227.7887),(62 1224.5287),(63 1211.7601),(64 1188.6486),(65 1182.4819),(66 1182.787),(67 1185.2676),(68 1188.5077),(69 1184.8947),(70 1200.4169),(71 1207.4965),(72 1214.3097),(73 1205.684),(74 1209.9716),(75 1215.5135),(76 1207.386),(77 1215.9807),(78 1213.038),(79 1222.7969),
