1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31.232862),(2 39.2756),(3 43.67269),(4 46.468914),(5 49.170364),(6 51.88949),(7 52.620953),(8 53.98847),(9 54.789326),(10 55.54844),(11 55.69032),(12 56.026154),(13 56.43658),(14 57.498074),(15 57.99767),(16 57.832516),(17 57.925144),(18 59.100697),(19 59.703045),(20 60.504356),(21 60.08828),(22 60.12466),(23 60.478107),(24 61.20129),(25 61.53399),(26 61.844994),(27 62.120422),(28 62.77984),(29 63.026993),(30 64.49043),(31 64.53588),(32 65.540245),(33 65.852295),(34 65.7364),(35 65.54978),(36 65.79722),(37 65.95545),(38 66.25679),(39 65.54023),(40 65.40976),(41 65.55164),(42 66.330215),(43 66.908714),(44 66.94443),(45 66.587555),(46 67.05952),(47 67.00761),(48 67.36418),(49 67.23498),(50 67.38827),(51 66.85653),(52 66.32604),(53 66.475235),(54 66.62262),(55 67.3448),(56 66.96636),(57 67.41213),(58 67.43485),(59 67.336685),(60 67.22599),(61 67.70019),(62 68.279564),(63 67.51123),(64 68.078316),(65 68.25172),(66 68.764565),(67 69.16754),(68 68.88932),(69 69.125114),(70 69.13105),(71 68.67967),(72 68.6141),(73 69.63642),(74 70.172264),(75 70.44952),(76 70.28043),(77 71.06528),(78 70.79619),(79 70.766685),
(1 30.625933),(2 38.663208),(3 43.048252),(4 46.24815),(5 48.63898),(6 50.835682),(7 51.92617),(8 52.95542),(9 53.762848),(10 54.40747),(11 54.420258),(12 54.291214),(13 54.868755),(14 56.036808),(15 55.82883),(16 55.990967),(17 56.195847),(18 57.94913),(19 57.944508),(20 58.45985),(21 59.034843),(22 58.895615),(23 59.119064),(24 59.219673),(25 59.257984),(26 59.61917),(27 60.544563),(28 60.67359),(29 61.044895),(30 61.98514),(31 62.151337),(32 62.647583),(33 62.75829),(34 63.16108),(35 63.43755),(36 63.802994),(37 64.072876),(38 64.232994),(39 64.622116),(40 64.4644),(41 64.300026),(42 64.63523),(43 64.55901),(44 65.272446),(45 65.737114),(46 66.20358),(47 66.31634),(48 66.31969),(49 66.84384),(50 66.659676),(51 66.173996),(52 66.19076),(53 65.82361),(54 66.16967),(55 66.934425),(56 67.34822),(57 66.99413),(58 66.94473),(59 66.904),(60 66.87635),(61 66.91162),(62 67.56461),(63 66.93294),(64 67.27779),(65 67.185715),(66 67.18754),(67 67.52241),(68 67.29429),(69 66.78175),(70 67.07929),(71 67.33837),(72 67.338425),(73 67.77116),(74 67.70941),(75 67.66011),(76 67.55519),(77 68.36919),(78 67.90564),(79 68.16935),
(1 30.567057),(2 38.987816),(3 43.63202),(4 46.385384),(5 48.21848),(6 51.147667),(7 52.656635),(8 53.20669),(9 54.116108),(10 55.21079),(11 55.232437),(12 56.119663),(13 56.90892),(14 57.8467),(15 57.39378),(16 57.327667),(17 57.61661),(18 59.36853),(19 59.595226),(20 59.474564),(21 60.084736),(22 60.825714),(23 61.140892),(24 62.24057),(25 62.027073),(26 62.38812),(27 62.681873),(28 62.805283),(29 62.934483),(30 64.66925),(31 64.94688),(32 64.99074),(33 65.10465),(34 65.124016),(35 65.350464),(36 65.197014),(37 65.36004),(38 65.28775),(39 65.428185),(40 65.74085),(41 65.704926),(42 66.74057),(43 66.33262),(44 66.62595),(45 66.63719),(46 66.477264),(47 67.06448),(48 67.755516),(49 68.200066),(50 68.20633),(51 68.193665),(52 68.34405),(53 67.30928),(54 67.81503),(55 67.92625),(56 68.24935),(57 67.86614),(58 67.2129),(59 67.33703),(60 66.68804),(61 66.439545),(62 66.4032),(63 66.46676),(64 66.35124),(65 66.38888),(66 66.883835),(67 66.93005),(68 67.386375),(69 67.13234),(70 67.293846),(71 67.26638),(72 66.9331),(73 67.15323),(74 67.719444),(75 67.303894),(76 67.30619),(77 67.75544),(78 68.27914),(79 67.940735),
(1 30.120234),(2 38.169823),(3 42.925854),(4 45.913418),(5 47.569767),(6 50.050713),(7 51.505287),(8 52.244884),(9 53.18709),(10 54.281605),(11 54.20806),(12 54.55824),(13 55.302284),(14 56.44276),(15 56.256966),(16 56.538944),(17 57.789375),(18 58.72787),(19 58.84428),(20 59.472183),(21 59.34676),(22 60.38857),(23 60.66254),(24 61.068134),(25 61.982185),(26 62.428566),(27 62.329647),(28 63.06699),(29 63.156906),(30 64.26456),(31 64.51593),(32 64.36859),(33 64.64073),(34 65.01231),(35 65.080345),(36 65.73106),(37 65.90658),(38 66.16043),(39 66.56685),(40 66.07761),(41 65.83707),(42 66.76792),(43 66.92476),(44 66.76117),(45 66.74356),(46 67.17957),(47 67.12266),(48 67.42335),(49 67.656815),(50 67.732704),(51 67.28169),(52 67.86191),(53 66.89491),(54 67.48919),(55 67.39613),(56 67.21779),(57 66.88362),(58 66.84153),(59 66.88368),(60 66.619026),(61 66.015816),(62 66.312),(63 65.8822),(64 65.61647),(65 65.555504),(66 65.69838),(67 66.04856),(68 66.38039),(69 66.05525),(70 66.39493),(71 66.13146),(72 66.85724),(73 67.05516),(74 67.19359),(75 67.300026),(76 67.41253),(77 67.28822),(78 68.66918),(79 67.98368),
(1 30.639238),(2 38.040535),(3 43.202843),(4 46.03585),(5 47.786877),(6 50.320126),(7 51.477943),(8 52.537117),(9 53.25636),(10 54.259052),(11 54.604168),(12 55.299923),(13 55.958363),(14 56.80929),(15 56.78005),(16 57.056988),(17 57.10304),(18 58.411327),(19 58.525433),(20 58.720642),(21 59.26816),(22 59.84597),(23 59.442837),(24 59.23534),(25 59.694984),(26 60.298904),(27 60.13699),(28 60.86128),(29 61.18172),(30 62.018803),(31 62.464287),(32 62.96567),(33 63.681614),(34 63.471775),(35 64.1517),(36 64.86025),(37 64.7597),(38 65.44092),(39 65.5046),(40 65.364784),(41 65.96395),(42 66.843544),(43 66.04419),(44 66.315674),(45 66.231384),(46 66.404915),(47 67.130264),(48 67.341034),(49 67.89664),(50 67.69016),(51 67.61339),(52 67.616104),(53 67.063),(54 67.40262),(55 67.14486),(56 66.51466),(57 66.42182),(58 66.8195),(59 66.57572),(60 66.396255),(61 66.19854),(62 66.24824),(63 66.37189),(64 65.805244),(65 66.102936),(66 66.85494),(67 67.443596),(68 67.53253),(69 67.70171),(70 67.56126),(71 67.67935),(72 68.00327),(73 68.08746),(74 68.32039),(75 68.28455),(76 68.361694),(77 68.97697),(78 69.57187),(79 69.170586),
(1 30.493526),(2 38.24762),(3 43.05256),(4 45.74057),(5 47.932674),(6 50.33901),(7 51.820183),(8 52.817287),(9 53.923897),(10 54.525192),(11 55.319794),(12 55.601353),(13 55.86096),(14 57.271626),(15 57.127815),(16 57.01627),(17 57.59488),(18 58.2641),(19 59.157707),(20 59.33195),(21 60.11265),(22 60.13239),(23 60.096718),(24 59.77314),(25 60.651352),(26 61.26434),(27 61.48733),(28 61.43782),(29 62.30156),(30 62.453655),(31 62.747585),(32 63.23882),(33 63.782673),(34 63.661064),(35 64.546295),(36 64.50851),(37 64.43273),(38 64.64232),(39 64.46787),(40 65.12239),(41 65.13108),(42 65.81016),(43 65.62443),(44 65.90717),(45 65.94457),(46 65.81683),(47 66.42539),(48 67.05638),(49 66.973694),(50 66.93442),(51 67.58347),(52 67.36135),(53 66.86641),(54 66.84721),(55 67.15006),(56 67.1038),(57 67.22725),(58 66.22927),(59 65.983086),(60 66.1885),(61 66.09351),(62 65.862564),(63 65.22725),(64 65.30231),(65 65.2303),(66 65.01487),(67 65.27815),(68 65.77975),(69 66.03555),(70 65.61639),(71 65.61118),(72 65.3674),(73 65.30002),(74 65.690765),(75 66.8606),(76 66.78929),(77 67.123825),(78 67.441536),(79 67.25725),
(1 29.87154),(2 37.723377),(3 42.353336),(4 45.031227),(5 47.097256),(6 49.487198),(7 50.725025),(8 51.386185),(9 52.61865),(10 53.304226),(11 53.83099),(12 54.065037),(13 54.5839),(14 55.20695),(15 55.651154),(16 55.519096),(17 56.36511),(18 56.68104),(19 57.05878),(20 57.447117),(21 57.252983),(22 57.47616),(23 57.63577),(24 58.117752),(25 58.763313),(26 59.432095),(27 59.850517),(28 60.13931),(29 60.68963),(30 60.829754),(31 61.253242),(32 61.352962),(33 61.546074),(34 61.36895),(35 61.60833),(36 61.782856),(37 61.935215),(38 62.531593),(39 62.193417),(40 62.04613),(41 61.406055),(42 62.27447),(43 62.550087),(44 63.336575),(45 64.02097),(46 64.26937),(47 64.150894),(48 63.948006),(49 64.399925),(50 64.604324),(51 64.96872),(52 64.88106),(53 64.741325),(54 64.673386),(55 64.90367),(56 65.063095),(57 64.80856),(58 64.71661),(59 64.93068),(60 64.730225),(61 65.09639),(62 65.59643),(63 65.03333),(64 65.30967),(65 65.23708),(66 65.8617),(67 65.93482),(68 65.80792),(69 66.304306),(70 66.26424),(71 66.395996),(72 66.498985),(73 66.54442),(74 66.25354),(75 66.08845),(76 67.262245),(77 66.64465),(78 67.77135),(79 67.58749),
(1 30.481298),(2 38.69498),(3 43.437145),(4 46.28686),(5 48.408493),(6 50.64024),(7 51.67946),(8 52.51461),(9 53.579937),(10 54.30813),(11 54.407578),(12 54.876232),(13 55.54685),(14 56.205658),(15 56.233547),(16 56.479443),(17 56.804462),(18 58.028255),(19 58.19069),(20 58.700535),(21 58.917244),(22 58.96409),(23 58.933296),(24 59.51087),(25 59.66227),(26 60.94228),(27 61.048885),(28 61.422302),(29 61.83185),(30 62.420486),(31 62.5423),(32 63.05837),(33 62.959442),(34 63.126736),(35 63.578545),(36 63.39758),(37 63.695957),(38 63.91865),(39 63.751072),(40 63.931667),(41 63.896038),(42 64.74006),(43 64.74508),(44 65.359924),(45 65.486725),(46 66.154274),(47 65.63019),(48 66.53434),(49 67.02183),(50 67.15744),(51 66.7078),(52 66.920845),(53 66.43279),(54 66.54729),(55 66.315),(56 66.28266),(57 66.341896),(58 66.55579),(59 66.361244),(60 66.78618),(61 66.69015),(62 66.69069),(63 65.94264),(64 65.8143),(65 65.96745),(66 66.916016),(67 67.34702),(68 67.22609),(69 66.92117),(70 67.42003),(71 66.71462),(72 66.64882),(73 66.51227),(74 66.42571),(75 66.309746),(76 67.061226),(77 66.44635),(78 67.51937),(79 66.711876),
(1 29.898724),(2 37.684303),(3 42.02696),(4 45.07692),(5 47.407192),(6 49.526),(7 51.047703),(8 51.936672),(9 52.86809),(10 53.15872),(11 53.982876),(12 54.21121),(13 54.669323),(14 55.600346),(15 55.78767),(16 56.00572),(17 56.507305),(18 57.853184),(19 57.855854),(20 57.97252),(21 57.77464),(22 58.24901),(23 57.840324),(24 58.112316),(25 58.77711),(26 58.79376),(27 59.182457),(28 59.428284),(29 59.61605),(30 61.02254),(31 61.125732),(32 61.99618),(33 61.96425),(34 61.835167),(35 62.97123),(36 63.08044),(37 63.36559),(38 63.89648),(39 63.608833),(40 64.19256),(41 64.407585),(42 65.15344),(43 65.61606),(44 65.897064),(45 66.18204),(46 65.78096),(47 66.12718),(48 66.73149),(49 66.483536),(50 66.29891),(51 65.639915),(52 65.97391),(53 65.321205),(54 65.513),(55 65.53383),(56 65.27763),(57 65.24691),(58 65.43627),(59 65.456604),(60 65.78201),(61 66.12705),(62 66.065125),(63 66.082214),(64 65.677185),(65 65.97787),(66 65.892815),(67 66.5991),(68 66.27062),(69 66.16786),(70 66.662895),(71 66.13258),(72 66.562996),(73 66.50598),(74 67.12065),(75 66.91322),(76 66.76833),(77 66.72912),(78 67.99347),(79 67.59275),
(1 29.575285),(2 37.48099),(3 41.497776),(4 43.952),(5 46.600475),(6 49.094852),(7 50.160694),(8 50.78772),(9 51.197723),(10 51.751137),(11 52.43836),(12 53.133102),(13 53.18807),(14 54.04315),(15 54.35536),(16 54.4946),(17 54.65501),(18 55.95924),(19 56.822693),(20 57.040752),(21 57.117294),(22 56.709435),(23 56.415737),(24 57.27999),(25 58.14094),(26 58.03153),(27 58.637928),(28 58.56695),(29 59.313885),(30 60.451817),(31 60.419888),(32 60.384403),(33 60.733536),(34 61.16965),(35 61.232674),(36 61.373444),(37 61.58324),(38 61.964386),(39 62.0321),(40 61.48875),(41 61.310863),(42 61.742878),(43 62.507397),(44 62.802532),(45 62.58385),(46 62.434093),(47 62.92117),(48 63.109966),(49 63.434017),(50 63.906612),(51 63.12097),(52 63.04151),(53 63.13035),(54 63.1748),(55 63.666546),(56 63.53546),(57 63.557285),(58 63.3146),(59 62.91564),(60 63.06671),(61 63.315628),(62 64.11296),(63 63.608696),(64 63.633347),(65 63.265503),(66 64.53331),(67 65.05537),(68 64.45805),(69 63.919495),(70 63.718327),(71 64.21645),(72 64.13934),(73 63.88826),(74 64.019646),(75 63.89758),(76 63.921997),(77 64.222176),(78 65.08664),(79 64.82431),
(1 29.576761),(2 37.520226),(3 42.05103),(4 44.36665),(5 46.80098),(6 49.37828),(7 50.55145),(8 51.33173),(9 52.000862),(10 52.42503),(11 52.6835),(12 53.101807),(13 53.96915),(14 54.506004),(15 54.442146),(16 54.51992),(17 55.403313),(18 56.625153),(19 57.63732),(20 57.969288),(21 58.077984),(22 57.588737),(23 58.3252),(24 58.46608),(25 59.019672),(26 59.62557),(27 59.63892),(28 59.719093),(29 59.718403),(30 61.067085),(31 61.360435),(32 60.721264),(33 60.847473),(34 62.032276),(35 61.75872),(36 62.40775),(37 63.257275),(38 63.392963),(39 63.811634),(40 63.69416),(41 63.994587),(42 64.50835),(43 64.861115),(44 65.20295),(45 65.26695),(46 65.876274),(47 65.550835),(48 65.84548),(49 66.06314),(50 66.70166),(51 65.92586),(52 66.03274),(53 65.415306),(54 65.37621),(55 65.589676),(56 65.54468),(57 65.189545),(58 65.15696),(59 65.4129),(60 65.36111),(61 65.00932),(62 65.41585),(63 65.71402),(64 65.85536),(65 65.98595),(66 66.96491),(67 66.60689),(68 66.78745),(69 66.34699),(70 66.378105),(71 66.27115),(72 66.17013),(73 66.27646),(74 66.289795),(75 66.27043),(76 66.12801),(77 66.327095),(78 67.34212),(79 67.33976),
(1 29.459482),(2 36.572567),(3 41.009586),(4 43.589653),(5 45.808327),(6 48.556683),(7 49.661465),(8 50.55878),(9 51.44431),(10 51.85155),(11 52.144955),(12 52.842567),(13 53.51876),(14 54.110332),(15 54.427795),(16 54.395176),(17 54.355896),(18 55.288254),(19 55.70658),(20 56.210567),(21 56.399055),(22 56.784027),(23 56.978096),(24 57.581043),(25 57.75171),(26 57.98579),(27 58.43321),(28 58.394905),(29 58.751038),(30 59.91402),(31 60.316177),(32 60.5793),(33 60.770473),(34 61.292477),(35 61.44967),(36 61.669796),(37 61.700596),(38 62.37323),(39 62.19999),(40 62.35795),(41 62.22223),(42 62.2982),(43 62.326363),(44 62.487617),(45 62.289013),(46 62.90841),(47 62.81907),(48 63.055885),(49 63.343258),(50 63.37131),(51 63.476814),(52 63.104332),(53 62.57046),(54 62.44323),(55 62.527126),(56 63.028675),(57 63.138573),(58 63.622536),(59 63.803596),(60 64.03771),(61 64.060905),(62 63.98687),(63 64.181694),(64 64.00524),(65 63.738293),(66 64.60299),(67 64.0028),(68 63.667305),(69 63.362),(70 63.86096),(71 63.570858),(72 64.16277),(73 63.97576),(74 64.248344),(75 64.69742),(76 64.46065),(77 64.87145),(78 64.900345),(79 65.00457),
(1 29.813421),(2 36.928764),(3 41.656723),(4 44.45461),(5 47.05337),(6 48.928085),(7 50.51592),(8 51.54322),(9 51.80996),(10 52.680412),(11 52.67994),(12 53.29431),(13 54.04955),(14 54.664345),(15 55.088947),(16 55.101765),(17 55.68415),(18 57.09549),(19 56.875473),(20 56.944637),(21 57.668213),(22 57.315655),(23 57.364094),(24 57.813755),(25 58.27278),(26 58.285065),(27 59.04827),(28 59.03324),(29 59.81004),(30 60.261147),(31 60.59184),(32 60.448193),(33 60.561687),(34 61.032406),(35 60.93762),(36 60.576015),(37 61.040436),(38 61.148487),(39 61.31641),(40 61.70694),(41 62.326366),(42 62.69767),(43 63.206635),(44 63.219807),(45 62.624634),(46 62.71559),(47 62.80011),(48 63.114647),(49 63.269547),(50 63.323826),(51 63.727245),(52 63.914837),(53 63.244926),(54 63.562878),(55 63.774746),(56 63.982918),(57 64.02599),(58 64.30746),(59 63.921417),(60 63.739548),(61 63.99174),(62 63.952732),(63 64.158806),(64 64.345505),(65 64.32672),(66 65.41426),(67 65.7874),(68 65.54827),(69 65.23115),(70 65.74723),(71 65.53144),(72 65.77481),(73 65.3318),(74 66.3386),(75 66.70068),(76 66.90132),(77 67.114494),(78 67.42049),(79 67.356606),
(1 29.302525),(2 36.768475),(3 41.260704),(4 44.445953),(5 46.631462),(6 49.384014),(7 50.763927),(8 52.02635),(9 53.058666),(10 53.650776),(11 53.344265),(12 53.393368),(13 53.842384),(14 54.020325),(15 54.620453),(16 54.972958),(17 55.197723),(18 56.351257),(19 56.34489),(20 57.148132),(21 57.230976),(22 57.285583),(23 57.588173),(24 58.153965),(25 58.953556),(26 59.453754),(27 59.538193),(28 60.14594),(29 60.238747),(30 60.95714),(31 60.83883),(32 60.94141),(33 61.87166),(34 61.847816),(35 61.65922),(36 61.732025),(37 62.139877),(38 61.858215),(39 61.552246),(40 62.137943),(41 62.68737),(42 63.156612),(43 63.351242),(44 63.375698),(45 63.51303),(46 63.485172),(47 62.770382),(48 62.938007),(49 63.338493),(50 63.06592),(51 63.03287),(52 63.31053),(53 62.572147),(54 63.195488),(55 63.42337),(56 63.94924),(57 64.13044),(58 64.416534),(59 64.57147),(60 64.71811),(61 64.92197),(62 64.46609),(63 63.584015),(64 63.636703),(65 63.759468),(66 64.34349),(67 64.44418),(68 63.73645),(69 63.56997),(70 63.988083),(71 63.35097),(72 64.060455),(73 63.998955),(74 64.534035),(75 65.20094),(76 65.04302),(77 65.463455),(78 66.74695),(79 66.33676),
(1 29.145195),(2 36.867065),(3 41.06474),(4 43.79179),(5 46.13358),(6 48.43878),(7 49.504192),(8 50.327534),(9 51.602894),(10 52.194756),(11 52.508907),(12 52.936344),(13 53.51093),(14 54.001724),(15 53.926064),(16 53.977165),(17 54.17307),(18 55.418736),(19 55.079853),(20 55.759464),(21 55.87827),(22 56.3149),(23 56.294716),(24 57.030422),(25 57.538715),(26 57.76787),(27 57.925667),(28 59.273525),(29 59.88933),(30 61.00563),(31 61.242966),(32 61.622784),(33 61.774643),(34 62.247585),(35 62.40401),(36 62.50031),(37 62.64374),(38 62.63541),(39 62.023743),(40 62.134537),(41 61.872967),(42 62.4574),(43 62.60663),(44 62.966793),(45 62.6291),(46 62.43979),(47 62.60883),(48 63.29372),(49 62.897022),(50 63.513344),(51 63.586998),(52 63.439278),(53 63.512226),(54 63.50871),(55 63.773388),(56 63.675102),(57 63.381214),(58 62.98897),(59 63.271072),(60 63.2281),(61 63.461174),(62 63.880512),(63 63.503597),(64 63.435726),(65 63.63809),(66 63.569695),(67 64.25368),(68 64.66758),(69 64.35338),(70 64.58645),(71 64.24775),(72 64.882),(73 64.80391),(74 65.16466),(75 64.94629),(76 65.07538),(77 65.60592),(78 65.85285),(79 65.675804),
(1 29.143291),(2 36.74958),(3 41.172817),(4 43.748608),(5 45.569115),(6 47.971066),(7 49.463234),(8 50.293503),(9 51.14268),(10 51.68323),(11 51.675694),(12 52.132107),(13 53.11313),(14 53.38816),(15 53.952465),(16 54.16837),(17 55.121082),(18 56.070557),(19 56.079376),(20 56.088245),(21 56.461952),(22 56.934856),(23 57.44267),(24 58.167088),(25 58.521564),(26 58.625202),(27 58.53363),(28 59.262836),(29 59.452507),(30 60.148365),(31 60.422173),(32 61.2806),(33 60.826374),(34 61.35831),(35 61.975704),(36 62.235306),(37 62.379673),(38 62.102947),(39 62.58326),(40 62.121876),(41 62.315178),(42 63.145523),(43 62.907803),(44 63.239388),(45 63.06858),(46 63.041805),(47 63.1875),(48 63.45427),(49 63.652973),(50 64.0894),(51 64.44857),(52 64.80028),(53 64.191734),(54 64.42919),(55 64.167816),(56 64.58914),(57 64.14993),(58 63.804813),(59 64.1805),(60 63.17881),(61 63.78872),(62 63.680725),(63 63.704735),(64 63.376534),(65 63.51431),(66 63.907417),(67 64.205475),(68 64.03404),(69 63.69477),(70 64.22951),(71 63.843666),(72 63.9927),(73 63.887352),(74 64.162834),(75 64.42479),(76 64.49033),(77 64.07893),(78 64.09343),(79 64.2008),
(1 28.875923),(2 36.110905),(3 40.276432),(4 43.173397),(5 45.273766),(6 47.586914),(7 48.99621),(8 49.812286),(9 50.263527),(10 51.244865),(11 51.378586),(12 52.030327),(13 52.083084),(14 52.766865),(15 53.00352),(16 53.03975),(17 53.44612),(18 55.06414),(19 55.422234),(20 55.75853),(21 55.93006),(22 56.176834),(23 56.173252),(24 56.640965),(25 56.87825),(26 57.396626),(27 57.813015),(28 58.03054),(29 58.682037),(30 58.91463),(31 58.387222),(32 58.910027),(33 58.651455),(34 59.103977),(35 58.6767),(36 58.989346),(37 58.78184),(38 59.734825),(39 59.01078),(40 59.368717),(41 59.476448),(42 60.275154),(43 60.33129),(44 60.403362),(45 60.863506),(46 60.944283),(47 60.882328),(48 61.50789),(49 61.738903),(50 62.05313),(51 61.716415),(52 62.179306),(53 61.85263),(54 61.97188),(55 62.14412),(56 61.93196),(57 61.745777),(58 62.014015),(59 61.977924),(60 62.25536),(61 62.59684),(62 63.22366),(63 63.02374),(64 62.93939),(65 62.891644),(66 63.570644),(67 63.444664),(68 63.306973),(69 63.30487),(70 63.133568),(71 62.96657),(72 62.568436),(73 62.3366),(74 62.92558),(75 62.745842),(76 63.173454),(77 63.50036),(78 64.14127),(79 63.76974),
(1 28.999737),(2 35.906277),(3 40.490192),(4 43.12148),(5 45.22954),(6 47.54144),(7 48.828735),(8 50.047756),(9 50.851295),(10 51.923298),(11 51.606483),(12 52.18849),(13 53.13727),(14 53.716866),(15 54.104683),(16 53.848682),(17 54.740353),(18 55.868214),(19 56.495625),(20 56.33136),(21 56.976982),(22 57.03258),(23 57.076756),(24 57.793167),(25 57.85972),(26 58.110462),(27 58.646126),(28 59.27246),(29 59.858494),(30 60.975708),(31 61.068516),(32 61.473938),(33 62.016052),(34 62.45475),(35 62.62172),(36 63.314854),(37 63.618275),(38 63.279987),(39 63.472538),(40 62.61264),(41 62.383606),(42 63.028088),(43 63.5648),(44 63.756893),(45 63.69406),(46 63.83146),(47 64.19589),(48 64.18628),(49 64.76351),(50 64.48004),(51 64.522675),(52 64.52278),(53 64.172676),(54 64.981606),(55 65.02976),(56 64.86957),(57 65.003204),(58 64.790184),(59 64.35384),(60 64.79519),(61 64.90579),(62 65.16567),(63 64.758835),(64 65.045204),(65 64.68453),(66 65.66434),(67 65.93177),(68 65.94146),(69 65.7443),(70 65.567345),(71 65.38097),(72 65.38045),(73 65.32731),(74 65.78064),(75 65.90312),(76 65.58594),(77 65.658646),(78 65.77555),(79 65.64971),
