1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 2992.9097),(2 3168.2979),(3 3423.425),(4 3370.7668),(5 3378.7822),(6 3467.2114),(7 3362.6458),(8 3656.1604),(9 3342.7139),(10 3781.6848),(11 3513.709),(12 3750.0781),(13 3675.8655),(14 3877.2073),(15 3919.8196),(16 3807.091),(17 4060.733),(18 3971.2332),(19 4282.874),(20 4175.6094),(21 4345.182),(22 4284.4224),(23 4409.133),(24 4476.7095),(25 4435.037),(26 4538.0244),(27 4516.2656),(28 4585.0957),(29 4566.4155),(30 4579.8613),(31 4524.262),(32 4516.352),(33 4546.5205),(34 4572.398),(35 4573.51),(36 4558.8384),(37 4580.9907),(38 4565.155),(39 4549.4985),(40 4450.7417),(41 4499.212),(42 4552.7563),(43 4585.169),(44 4557.0723),(45 4614.666),(46 4628.391),(47 4670.21),(48 4668.869),(49 4677.299),(50 4672.3677),(51 4731.4224),(52 4643.582),(53 4668.6587),(54 4699.255),(55 4696.197),(56 4665.6416),(57 4630.239),(58 4695.968),(59 4630.9033),(60 4566.1494),(61 4624.4395),(62 4613.347),(63 4590.5015),(64 4538.8174),(65 4553.711),(66 4537.968),(67 4446.6294),(68 4444.44),(69 4429.716),(70 4419.987),(71 4458.6914),(72 4439.577),(73 4454.2114),(74 4446.4844),(75 4466.1025),(76 4480.982),(77 4499.9497),(78 4546.4775),(79 4524.7593),
(1 2994.456),(2 3126.1663),(3 3473.308),(4 3407.477),(5 3439.7402),(6 3492.3623),(7 3319.7275),(8 3681.9895),(9 3368.263),(10 3860.5972),(11 3430.9858),(12 3739.9194),(13 3646.929),(14 3825.757),(15 3880.343),(16 3922.259),(17 4104.5337),(18 3953.5293),(19 4290.605),(20 4122.67),(21 4304.8496),(22 4242.757),(23 4321.122),(24 4352.377),(25 4312.9263),(26 4477.618),(27 4394.561),(28 4616.5513),(29 4484.9336),(30 4579.984),(31 4558.5405),(32 4493.056),(33 4480.4243),(34 4553.0537),(35 4482.497),(36 4520.497),(37 4511.8213),(38 4533.9614),(39 4579.3857),(40 4435.8193),(41 4473.659),(42 4487.149),(43 4576.8086),(44 4561.1763),(45 4559.088),(46 4637.602),(47 4663.4253),(48 4670.7324),(49 4675.11),(50 4617.6787),(51 4670.169),(52 4659.6255),(53 4708.378),(54 4689.97),(55 4736.7163),(56 4770.486),(57 4699.3164),(58 4757.681),(59 4718.0176),(60 4668.944),(61 4645.2607),(62 4634.637),(63 4614.0728),(64 4594.705),(65 4611.652),(66 4615.622),(67 4522.0522),(68 4547.9053),(69 4516.0996),(70 4479.4185),(71 4488.9995),(72 4472.877),(73 4445.3716),(74 4462.3237),(75 4602.3857),(76 4541.11),(77 4563.724),(78 4592.983),(79 4594.411),
(1 2853.038),(2 2976.7336),(3 3221.4434),(4 3159.1868),(5 3257.2551),(6 3309.053),(7 3057.3582),(8 3470.2285),(9 3213.189),(10 3585.1787),(11 3302.0945),(12 3533.0547),(13 3479.3271),(14 3639.85),(15 3692.0034),(16 3625.6978),(17 3842.7466),(18 3712.5151),(19 4014.4338),(20 3936.7646),(21 4125.0796),(22 4113.9087),(23 4109.628),(24 4138.1074),(25 4148.178),(26 4285.574),(27 4206.244),(28 4351.195),(29 4254.4097),(30 4307.671),(31 4311.5986),(32 4260.258),(33 4202.0586),(34 4273.2505),(35 4214.9194),(36 4252.7686),(37 4244.949),(38 4234.4624),(39 4275.695),(40 4182.323),(41 4240.7954),(42 4260.6563),(43 4228.403),(44 4224.759),(45 4277.9995),(46 4404.0513),(47 4357.064),(48 4386.181),(49 4395.527),(50 4363.8203),(51 4406.5566),(52 4381.5273),(53 4359.931),(54 4393.3413),(55 4420.0483),(56 4525.9663),(57 4391.4224),(58 4423.7046),(59 4372.737),(60 4411.5347),(61 4397.3975),(62 4343.2827),(63 4402.859),(64 4312.8823),(65 4369.106),(66 4332.6914),(67 4290.9063),(68 4337.9277),(69 4224.5317),(70 4246.907),(71 4228.0557),(72 4258.5415),(73 4246.438),(74 4307.6313),(75 4319.967),(76 4352.1167),(77 4338.0474),(78 4317.1),(79 4328.638),
(1 2623.3586),(2 2760.7537),(3 3046.6409),(4 3033.4683),(5 3099.9314),(6 3124.3887),(7 2962.9377),(8 3317.6382),(9 3077.291),(10 3340.4065),(11 3157.5342),(12 3374.6692),(13 3300.271),(14 3383.8748),(15 3484.5554),(16 3477.1353),(17 3682.6548),(18 3554.86),(19 3773.3733),(20 3657.9158),(21 3794.0166),(22 3831.7466),(23 3863.2383),(24 3932.8887),(25 3899.152),(26 3926.5793),(27 3958.9595),(28 4015.3076),(29 3969.6252),(30 4010.0603),(31 4033.5334),(32 4051.052),(33 3986.8435),(34 4000.3577),(35 3930.3867),(36 4043.805),(37 4002.6226),(38 3895.9993),(39 4007.5105),(40 3969.0537),(41 3928.417),(42 3983.3525),(43 3953.112),(44 3959.7354),(45 3962.822),(46 4048.3003),(47 4031.316),(48 4023.255),(49 4002.949),(50 3959.3547),(51 4007.9534),(52 4048.3557),(53 3998.3184),(54 4022.0327),(55 4026.054),(56 3994.41),(57 4007.5723),(58 4053.726),(59 4052.4111),(60 4043.9556),(61 4081.5398),(62 4029.1543),(63 4070.5762),(64 4032.587),(65 4050.2786),(66 4076.4526),(67 4079.2852),(68 4040.061),(69 4105.371),(70 4073.4895),(71 4046.2898),(72 4083.7844),(73 4059.0886),(74 4148.4053),(75 4129.5864),(76 4130.9336),(77 4121.18),(78 4085.5928),(79 4075.4165),
(1 2640.151),(2 2795.0913),(3 2991.4148),(4 3016.1682),(5 3084.6846),(6 3153.5916),(7 2950.228),(8 3261.5232),(9 3049.548),(10 3311.204),(11 3081.285),(12 3351.9182),(13 3284.32),(14 3401.0918),(15 3424.3582),(16 3450.3044),(17 3565.833),(18 3528.8088),(19 3814.0056),(20 3671.368),(21 3809.214),(22 3837.1035),(23 3849.829),(24 3933.8704),(25 3913.3127),(26 4024.4736),(27 3985.2493),(28 4089.1606),(29 4049.4397),(30 4155.494),(31 4129.085),(32 4127.1084),(33 4053.7483),(34 4142.797),(35 4125.986),(36 4130.082),(37 4163.6665),(38 4118.585),(39 4196.011),(40 4102.5024),(41 4097.5313),(42 4163.8047),(43 4119.216),(44 4104.8433),(45 4138.3647),(46 4160.6177),(47 4231.198),(48 4163.9966),(49 4150.1763),(50 4080.8667),(51 4103.777),(52 4154.0933),(53 4126.8945),(54 4140.22),(55 4058.5374),(56 4081.1375),(57 4114.9507),(58 4091.3057),(59 4159.3667),(60 4129.334),(61 4147.6597),(62 4154.2915),(63 4191.1235),(64 4172.373),(65 4164.6045),(66 4115.615),(67 4137.668),(68 4071.27),(69 4097.416),(70 4111.3076),(71 4153.389),(72 4115.3857),(73 4079.8774),(74 4175.7324),(75 4224.754),(76 4160.901),(77 4245.071),(78 4158.599),(79 4161.6514),
(1 2659.7463),(2 2758.1294),(3 3037.9446),(4 2985.7493),(5 3032.8384),(6 3079.739),(7 2925.964),(8 3178.0166),(9 2945.7239),(10 3305.64),(11 3042.4841),(12 3331.7483),(13 3244.4016),(14 3317.3765),(15 3308.4766),(16 3316.2334),(17 3561.7432),(18 3409.022),(19 3720.004),(20 3566.4968),(21 3717.7532),(22 3718.0159),(23 3777.6174),(24 3815.7734),(25 3725.4155),(26 3869.156),(27 3816.7266),(28 3961.7732),(29 3885.197),(30 3939.7844),(31 3989.7373),(32 3988.7197),(33 3920.3027),(34 3905.188),(35 3948.1729),(36 3946.1567),(37 3980.9746),(38 3961.5183),(39 4048.0881),(40 3922.4097),(41 3909.254),(42 3949.8162),(43 3993.0479),(44 3945.5002),(45 3978.4524),(46 4101.744),(47 4107.5337),(48 4067.1956),(49 4043.7341),(50 3970.0486),(51 4005.564),(52 4057.719),(53 4060.5908),(54 4058.1763),(55 4042.6482),(56 4050.0815),(57 4027.3098),(58 3993.6135),(59 3952.856),(60 3994.2122),(61 4015.0962),(62 3976.796),(63 3950.0203),(64 3898.292),(65 3976.24),(66 3942.9622),(67 3918.2883),(68 3949.152),(69 3923.6729),(70 3918.885),(71 3914.9792),(72 3939.6316),(73 3909.3977),(74 3967.0435),(75 3963.823),(76 3983.0942),(77 3994.8408),(78 3954.3027),(79 3991.5647),
(1 2576.5684),(2 2726.9724),(3 2896.1277),(4 2868.0906),(5 2988.8013),(6 2985.7998),(7 2863.3613),(8 3087.0635),(9 2887.4832),(10 3139.3289),(11 2944.4436),(12 3202.2356),(13 3128.4805),(14 3272.1462),(15 3246.222),(16 3320.8208),(17 3498.2031),(18 3337.1558),(19 3625.4822),(20 3507.9478),(21 3726.3162),(22 3657.3193),(23 3708.5386),(24 3730.9634),(25 3729.7063),(26 3836.21),(27 3816.3594),(28 3947.752),(29 3799.9553),(30 3918.766),(31 3910.028),(32 3937.4214),(33 3930.2043),(34 3898.8965),(35 3892.7878),(36 3891.0513),(37 3861.3765),(38 3819.1252),(39 3879.764),(40 3824.2078),(41 3760.918),(42 3838.4795),(43 3834.6978),(44 3810.0918),(45 3901.595),(46 3930.4373),(47 3868.6514),(48 3863.7805),(49 3898.3562),(50 3846.9392),(51 3869.1985),(52 3860.294),(53 3902.0396),(54 3879.21),(55 3895.7417),(56 3834.3525),(57 3798.4683),(58 3831.9343),(59 3821.8196),(60 3811.0745),(61 3778.9463),(62 3823.3467),(63 3823.897),(64 3773.1533),(65 3830.6626),(66 3833.5935),(67 3771.9666),(68 3831.8174),(69 3792.7532),(70 3733.7458),(71 3792.3887),(72 3781.5686),(73 3848.5376),(74 3799.1895),(75 3884.2378),(76 3884.859),(77 3905.4595),(78 3883.9648),(79 3856.9219),
(1 2481.9368),(2 2628.4802),(3 2824.577),(4 2753.8943),(5 2806.533),(6 2887.198),(7 2754.1426),(8 3046.134),(9 2752.4182),(10 3135.6836),(11 2875.5503),(12 3151.6116),(13 3052.9443),(14 3150.877),(15 3181.0647),(16 3186.3733),(17 3353.9763),(18 3288.303),(19 3546.4556),(20 3411.0405),(21 3570.2375),(22 3531.4812),(23 3567.2258),(24 3655.3376),(25 3725.7095),(26 3776.6128),(27 3793.691),(28 3854.1274),(29 3776.6868),(30 3863.366),(31 3837.8296),(32 3827.0452),(33 3874.0437),(34 3873.6836),(35 3814.35),(36 3795.0034),(37 3823.2935),(38 3822.3945),(39 3899.9949),(40 3800.233),(41 3813.0852),(42 3838.2644),(43 3840.8486),(44 3856.369),(45 3868.234),(46 3920.6265),(47 3969.3123),(48 3891.1335),(49 3960.6985),(50 3896.188),(51 3960.24),(52 3911.6047),(53 3943.3965),(54 3937.5513),(55 3858.5046),(56 3939.1375),(57 3867.111),(58 3892.1064),(59 3847.766),(60 3828.28),(61 3810.9475),(62 3762.65),(63 3779.1426),(64 3747.7979),(65 3815.7134),(66 3776.2253),(67 3726.4504),(68 3770.8748),(69 3714.0576),(70 3660.072),(71 3763.8875),(72 3672.4644),(73 3684.735),(74 3762.9272),(75 3781.7688),(76 3771.4707),(77 3794.1372),(78 3768.3174),(79 3791.2458),
(1 2351.1738),(2 2486.998),(3 2677.4094),(4 2696.4998),(5 2700.4067),(6 2774.6213),(7 2693.0537),(8 2871.272),(9 2649.5427),(10 2959.566),(11 2785.6514),(12 2956.7292),(13 2948.8247),(14 3074.8623),(15 3071.0083),(16 3113.12),(17 3248.25),(18 3294.9082),(19 3416.3142),(20 3347.166),(21 3485.4333),(22 3463.9045),(23 3549.1313),(24 3649.918),(25 3687.352),(26 3693.603),(27 3729.9207),(28 3773.6309),(29 3737.7947),(30 3739.0452),(31 3730.894),(32 3714.1428),(33 3761.1458),(34 3719.713),(35 3669.357),(36 3648.5571),(37 3699.5203),(38 3637.7092),(39 3661.7004),(40 3598.108),(41 3549.4827),(42 3585.79),(43 3591.23),(44 3553.3582),(45 3572.563),(46 3584.4238),(47 3621.3518),(48 3577.629),(49 3560.3342),(50 3583.315),(51 3574.42),(52 3558.434),(53 3569.1804),(54 3618.2798),(55 3592.5054),(56 3611.7605),(57 3625.6382),(58 3608.0923),(59 3572.1113),(60 3578.5188),(61 3580.0986),(62 3553.1409),(63 3606.1667),(64 3645.6326),(65 3630.8064),(66 3649.5972),(67 3659.1604),(68 3694.5547),(69 3709.6948),(70 3613.9495),(71 3752.2566),(72 3703.5132),(73 3692.5525),(74 3764.2227),(75 3790.2908),(76 3788.983),(77 3771.7976),(78 3840.3196),(79 3867.9866),
(1 2440.1084),(2 2556.2642),(3 2788.7935),(4 2754.4224),(5 2825.7917),(6 2851.226),(7 2655.9468),(8 2882.707),(9 2736.5413),(10 3037.5566),(11 2786.7866),(12 3059.8333),(13 3022.6382),(14 3114.9456),(15 3165.2126),(16 3110.6375),(17 3277.3467),(18 3196.4573),(19 3500.8647),(20 3418.1223),(21 3524.436),(22 3493.1467),(23 3547.6692),(24 3678.724),(25 3636.2576),(26 3700.8733),(27 3679.4219),(28 3775.241),(29 3732.6326),(30 3853.1465),(31 3760.5994),(32 3738.5974),(33 3800.0715),(34 3734.2761),(35 3721.434),(36 3752.943),(37 3762.4053),(38 3760.4668),(39 3773.1501),(40 3729.8118),(41 3735.1592),(42 3727.4915),(43 3778.8135),(44 3725.7256),(45 3835.4373),(46 3801.7297),(47 3826.544),(48 3816.5066),(49 3742.8948),(50 3763.8823),(51 3779.1365),(52 3760.185),(53 3738.4116),(54 3741.2883),(55 3758.8093),(56 3801.8975),(57 3767.8516),(58 3802.6978),(59 3755.4983),(60 3737.7942),(61 3751.0933),(62 3755.2727),(63 3764.7334),(64 3758.3042),(65 3817.8494),(66 3837.1624),(67 3761.252),(68 3800.1873),(69 3858.3098),(70 3772.411),(71 3857.7964),(72 3852.3777),(73 3857.2202),(74 3897.65),(75 3944.6243),(76 3974.6418),(77 3987.6042),(78 3956.7776),(79 3992.014),
(1 2349.1482),(2 2516.4001),(3 2691.2705),(4 2690.061),(5 2740.1194),(6 2807.783),(7 2636.0354),(8 2929.4805),(9 2729.2405),(10 3026.3752),(11 2763.0164),(12 3035.951),(13 2973.8105),(14 3095.2917),(15 3128.3157),(16 3102.1921),(17 3271.8198),(18 3179.5405),(19 3397.9087),(20 3326.0095),(21 3530.0974),(22 3487.1165),(23 3519.1685),(24 3612.966),(25 3557.3286),(26 3636.4883),(27 3613.2524),(28 3662.3394),(29 3639.3599),(30 3698.9502),(31 3686.728),(32 3615.0845),(33 3676.9885),(34 3643.3015),(35 3624.5542),(36 3598.334),(37 3576.0408),(38 3550.3857),(39 3598.5762),(40 3543.4114),(41 3552.052),(42 3550.6206),(43 3518.4734),(44 3567.984),(45 3609.2307),(46 3608.1536),(47 3603.421),(48 3648.1882),(49 3635.8796),(50 3606.119),(51 3657.306),(52 3585.9878),(53 3610.5237),(54 3618.244),(55 3632.7068),(56 3625.409),(57 3649.6738),(58 3638.6877),(59 3610.1252),(60 3621.5623),(61 3643.8494),(62 3643.92),(63 3607.3801),(64 3602.0186),(65 3638.6143),(66 3676.5586),(67 3569.9087),(68 3622.2004),(69 3628.345),(70 3590.1633),(71 3649.4495),(72 3656.42),(73 3685.4475),(74 3662.922),(75 3683.453),(76 3716.6917),(77 3697.671),(78 3711.6064),(79 3752.7722),
(1 2332.4333),(2 2439.104),(3 2702.877),(4 2659.8708),(5 2742.6257),(6 2811.8127),(7 2622.8005),(8 2893.5376),(9 2645.6702),(10 3013.6445),(11 2782.7905),(12 3024.6433),(13 2984.8887),(14 3080.1125),(15 3089.0872),(16 3058.576),(17 3188.425),(18 3166.7957),(19 3321.672),(20 3214.8643),(21 3377.3499),(22 3339.302),(23 3402.921),(24 3498.2222),(25 3431.558),(26 3486.0706),(27 3470.7517),(28 3500.2275),(29 3495.937),(30 3550.482),(31 3461.3994),(32 3490.4363),(33 3479.5156),(34 3446.044),(35 3421.8315),(36 3511.2517),(37 3495.0513),(38 3519.566),(39 3599.5898),(40 3568.4304),(41 3551.669),(42 3559.5588),(43 3620.601),(44 3624.718),(45 3736.639),(46 3700.573),(47 3755.1145),(48 3793.4146),(49 3757.5059),(50 3688.944),(51 3773.6912),(52 3714.1978),(53 3715.8738),(54 3632.118),(55 3640.1104),(56 3656.4756),(57 3627.345),(58 3627.1357),(59 3560.4934),(60 3549.7832),(61 3522.4543),(62 3524.793),(63 3464.4387),(64 3475.8247),(65 3459.4797),(66 3495.6006),(67 3474.3025),(68 3441.1592),(69 3496.5813),(70 3434.8186),(71 3510.4329),(72 3474.8374),(73 3519.2976),(74 3535.2024),(75 3553.2847),(76 3625.6946),(77 3598.682),(78 3577.4363),(79 3634.733),
(1 2318.6045),(2 2355.063),(3 2676.0193),(4 2637.7153),(5 2663.8198),(6 2836.2617),(7 2625.5928),(8 2810.722),(9 2580.0525),(10 2954.0398),(11 2644.1648),(12 2933.5918),(13 2805.9175),(14 2931.3386),(15 2977.2417),(16 3000.277),(17 3128.6833),(18 3031.8123),(19 3282.1724),(20 3134.6501),(21 3311.034),(22 3216.6536),(23 3317.3457),(24 3374.9065),(25 3349.5974),(26 3442.5474),(27 3420.1453),(28 3461.4575),(29 3398.6038),(30 3456.4517),(31 3420.0374),(32 3485.7363),(33 3425.7854),(34 3392.0344),(35 3406.4216),(36 3473.3435),(37 3492.284),(38 3436.8496),(39 3549.5842),(40 3460.112),(41 3483.991),(42 3521.2578),(43 3484.546),(44 3498.772),(45 3596.238),(46 3601.5847),(47 3616.897),(48 3571.9082),(49 3612.1138),(50 3566.8916),(51 3638.9255),(52 3585.1538),(53 3571.4963),(54 3565.8057),(55 3553.2974),(56 3545.7407),(57 3508.2397),(58 3515.2747),(59 3514.363),(60 3471.538),(61 3476.582),(62 3512.7898),(63 3460.789),(64 3396.69),(65 3420.2756),(66 3450.1758),(67 3414.976),(68 3419.4846),(69 3421.1675),(70 3415.172),(71 3488.105),(72 3448.809),(73 3468.9395),(74 3492.1807),(75 3564.9536),(76 3529.5715),(77 3539.4036),(78 3515.9478),(79 3552.8481),
(1 2223.1619),(2 2315.822),(3 2585.7761),(4 2498.3193),(5 2592.6028),(6 2668.2363),(7 2488.522),(8 2734.328),(9 2488.989),(10 2805.163),(11 2595.344),(12 2825.9983),(13 2707.0793),(14 2867.5261),(15 2861.3079),(16 2812.8103),(17 2996.0288),(18 2912.026),(19 3144.7708),(20 3014.7441),(21 3169.9988),(22 3079.259),(23 3192.128),(24 3293.5547),(25 3205.928),(26 3345.9207),(27 3319.7312),(28 3380.16),(29 3343.17),(30 3369.688),(31 3412.3977),(32 3379.4783),(33 3367.0151),(34 3350.0293),(35 3372.9739),(36 3451.4048),(37 3361.971),(38 3384.3057),(39 3449.3638),(40 3360.9258),(41 3377.1963),(42 3422.1401),(43 3444.7578),(44 3438.552),(45 3468.8184),(46 3456.269),(47 3518.977),(48 3480.0737),(49 3453.0261),(50 3417.3462),(51 3442.0747),(52 3427.3213),(53 3436.4263),(54 3473.7532),(55 3393.002),(56 3429.5742),(57 3395.2822),(58 3402.9692),(59 3404.3303),(60 3365.8008),(61 3363.3672),(62 3354.1682),(63 3367.7107),(64 3303.6199),(65 3325.1257),(66 3307.4722),(67 3334.867),(68 3288.051),(69 3302.1292),(70 3305.0662),(71 3345.5862),(72 3394.8804),(73 3362.4177),(74 3369.1858),(75 3411.559),(76 3422.2322),(77 3432.7322),(78 3425.723),(79 3443.088),
(1 2213.6194),(2 2273.2563),(3 2527.3987),(4 2513.6716),(5 2541.3284),(6 2629.3052),(7 2416.2468),(8 2686.091),(9 2475.437),(10 2762.1711),(11 2532.7341),(12 2796.2278),(13 2679.4844),(14 2783.5571),(15 2850.8723),(16 2786.7273),(17 2924.8223),(18 2855.2922),(19 3109.8162),(20 2954.2205),(21 3153.8628),(22 3049.655),(23 3112.3892),(24 3175.2625),(25 3200.1223),(26 3306.318),(27 3220.047),(28 3308.681),(29 3256.1077),(30 3349.643),(31 3335.5095),(32 3317.626),(33 3320.6187),(34 3313.8845),(35 3289.0479),(36 3361.7869),(37 3335.1206),(38 3327.7676),(39 3357.1802),(40 3352.2212),(41 3312.5173),(42 3362.4587),(43 3360.5952),(44 3383.8538),(45 3431.894),(46 3418.5962),(47 3450.5767),(48 3422.9058),(49 3428.772),(50 3398.8618),(51 3455.6396),(52 3403.0955),(53 3437.576),(54 3442.473),(55 3417.2744),(56 3449.8245),(57 3437.3103),(58 3414.0042),(59 3389.7148),(60 3372.0745),(61 3351.09),(62 3302.6165),(63 3327.6973),(64 3298.2974),(65 3285.6782),(66 3281.1677),(67 3285.9888),(68 3220.4722),(69 3254.7307),(70 3222.9238),(71 3263.4119),(72 3298.8374),(73 3287.5928),(74 3368.2544),(75 3359.7388),(76 3345.7498),(77 3350.5823),(78 3360.8313),(79 3364.4556),
(1 2101.8384),(2 2153.6558),(3 2382.7607),(4 2373.6597),(5 2398.599),(6 2465.419),(7 2362.3806),(8 2543.8638),(9 2343.8132),(10 2634.4944),(11 2402.402),(12 2646.5408),(13 2547.139),(14 2699.4602),(15 2692.2292),(16 2700.5042),(17 2856.1228),(18 2755.8323),(19 2937.204),(20 2858.7976),(21 3067.2136),(22 2995.5964),(23 3012.496),(24 3045.1956),(25 3069.3477),(26 3142.984),(27 3147.4275),(28 3243.8037),(29 3119.7239),(30 3245.8296),(31 3243.6128),(32 3224.2014),(33 3190.3306),(34 3225.3916),(35 3208.252),(36 3245.59),(37 3222.7415),(38 3203.1563),(39 3221.367),(40 3189.0105),(41 3187.7434),(42 3221.608),(43 3208.6147),(44 3245.7827),(45 3279.374),(46 3299.0063),(47 3286.9275),(48 3266.778),(49 3309.88),(50 3266.4001),(51 3303.1165),(52 3300.6558),(53 3229.2363),(54 3259.3364),(55 3257.8364),(56 3310.4978),(57 3244.2725),(58 3262.8257),(59 3269.2954),(60 3261.2969),(61 3203.4875),(62 3242.2173),(63 3273.1335),(64 3222.354),(65 3230.1326),(66 3205.61),(67 3244.6614),(68 3166.11),(69 3150.2844),(70 3156.633),(71 3226.1438),(72 3229.6775),(73 3233.9602),(74 3247.3396),(75 3253.9558),(76 3256.271),(77 3257.3328),(78 3250.3872),(79 3243.3665),
