1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 76.03782),(2 97.764755),(3 108.27509),(4 114.25062),(5 120.76886),(6 124.488045),(7 125.89319),(8 127.92738),(9 129.62677),(10 132.77766),(11 134.21031),(12 135.75566),(13 138.75874),(14 138.63496),(15 137.5365),(16 138.28075),(17 137.8667),(18 138.48636),(19 138.46939),(20 136.02771),(21 135.61963),(22 137.65598),(23 138.34425),(24 140.34163),(25 140.95518),(26 140.93454),(27 141.84132),(28 141.26012),(29 140.09886),(30 141.04561),(31 140.81438),(32 138.50102),(33 137.18854),(34 139.85349),(35 138.81064),(36 137.39833),(37 136.71573),(38 136.32259),(39 133.99345),(40 135.3861),(41 135.66031),(42 134.62662),(43 135.61119),(44 135.60886),(45 136.22754),(46 140.2897),(47 141.22015),(48 140.85757),(49 142.51266),(50 143.9324),(51 144.10303),(52 145.2626),(53 146.27084),(54 148.07483),(55 149.20438),(56 150.58603),(57 151.0675),(58 155.04663),(59 157.26816),(60 159.54341),(61 159.70265),(62 163.20375),(63 161.11969),(64 162.78903),(65 163.52248),(66 165.95895),(67 164.95901),(68 165.01584),(69 166.03773),(70 167.4761),(71 168.5898),(72 171.06433),(73 172.9874),(74 174.20978),(75 172.12045),(76 172.52463),(77 173.20917),(78 172.98708),(79 173.2538),
(1 73.55753),(2 94.88874),(3 103.700615),(4 110.79375),(5 114.63739),(6 118.5908),(7 120.544754),(8 121.53256),(9 122.69115),(10 125.881546),(11 126.86092),(12 127.49134),(13 128.26292),(14 130.91069),(15 129.96204),(16 133.36742),(17 133.53902),(18 134.33028),(19 133.91957),(20 134.56473),(21 133.74184),(22 136.76202),(23 135.78307),(24 138.19038),(25 138.3716),(26 138.07709),(27 137.54076),(28 137.39705),(29 137.02393),(30 137.9883),(31 136.6948),(32 137.04591),(33 136.4466),(34 138.45676),(35 138.65334),(36 139.5105),(37 139.38786),(38 139.60666),(39 138.95404),(40 139.35051),(41 140.83264),(42 139.77525),(43 139.72816),(44 140.15956),(45 139.7991),(46 143.41219),(47 144.29051),(48 146.73138),(49 148.75505),(50 149.75237),(51 149.10957),(52 149.54138),(53 150.51556),(54 152.56006),(55 154.24733),(56 154.25578),(57 156.25188),(58 158.96428),(59 160.25398),(60 159.65004),(61 160.83388),(62 162.37718),(63 162.16939),(64 164.05731),(65 164.3174),(66 164.57866),(67 164.1457),(68 163.79745),(69 165.8324),(70 168.41441),(71 168.68681),(72 168.14784),(73 169.2391),(74 171.4222),(75 171.14713),(76 172.48775),(77 172.82466),(78 174.307),(79 175.30408),
(1 74.32497),(2 96.408066),(3 104.62088),(4 111.79664),(5 115.55743),(6 118.648),(7 121.417046),(8 122.62304),(9 122.57133),(10 126.85292),(11 128.41626),(12 131.81343),(13 131.3724),(14 133.57507),(15 132.57262),(16 133.15587),(17 134.44606),(18 134.674),(19 135.1433),(20 134.51224),(21 133.72401),(22 136.67354),(23 136.00998),(24 136.78635),(25 137.4974),(26 137.92375),(27 136.55077),(28 138.01122),(29 137.55905),(30 137.75584),(31 137.2709),(32 138.88286),(33 136.91042),(34 138.24353),(35 137.6337),(36 135.50203),(37 136.12415),(38 135.7369),(39 135.19395),(40 136.70169),(41 137.44623),(42 137.51675),(43 135.83067),(44 135.89029),(45 136.0442),(46 139.42271),(47 138.5737),(48 139.74788),(49 141.5204),(50 141.31412),(51 141.09015),(52 141.88521),(53 142.29181),(54 143.27655),(55 143.94998),(56 143.75342),(57 145.11646),(58 149.97775),(59 151.49252),(60 152.54553),(61 154.72961),(62 156.1135),(63 155.16634),(64 157.40695),(65 157.90305),(66 159.09132),(67 158.39778),(68 156.92407),(69 157.23204),(70 161.00136),(71 161.55125),(72 165.11627),(73 166.4084),(74 166.54893),(75 164.57759),(76 165.59041),(77 166.13069),(78 166.98584),(79 167.25734),
(1 73.44105),(2 96.7304),(3 105.23999),(4 113.35501),(5 116.86664),(6 119.490364),(7 121.298546),(8 124.18449),(9 124.562775),(10 127.66493),(11 129.06197),(12 130.533),(13 130.22664),(14 130.77713),(15 129.89468),(16 131.0274),(17 133.1465),(18 133.17998),(19 132.80911),(20 132.51384),(21 132.4575),(22 134.65845),(23 134.0445),(24 134.13821),(25 135.1872),(26 134.71974),(27 134.88658),(28 134.18677),(29 135.59113),(30 135.72066),(31 134.65666),(32 134.71718),(33 133.60832),(34 136.0143),(35 136.69681),(36 137.09523),(37 137.14859),(38 137.08147),(39 134.04369),(40 135.7944),(41 135.01662),(42 134.7021),(43 135.06868),(44 135.44019),(45 134.46802),(46 137.16496),(47 136.82715),(48 139.1354),(49 140.22833),(50 141.7019),(51 141.42503),(52 143.36551),(53 145.11974),(54 147.13486),(55 147.34616),(56 147.84189),(57 147.99715),(58 151.68495),(59 151.68208),(60 153.94052),(61 154.44434),(62 157.91669),(63 156.04672),(64 158.01991),(65 158.75221),(66 162.30685),(67 160.8927),(68 162.57654),(69 163.89084),(70 169.47589),(71 169.06914),(72 169.00487),(73 169.4135),(74 171.49013),(75 170.54076),(76 170.55438),(77 171.12483),(78 172.65678),(79 173.48949),
(1 72.25029),(2 92.10248),(3 100.78035),(4 106.43896),(5 111.4508),(6 116.04188),(7 117.0901),(8 118.73839),(9 119.689644),(10 124.70835),(11 124.12582),(12 125.25025),(13 127.09014),(14 128.47507),(15 128.47087),(16 131.32019),(17 132.31454),(18 132.97984),(19 132.58003),(20 131.258),(21 131.78668),(22 133.39285),(23 132.69733),(24 135.0155),(25 135.50468),(26 136.13412),(27 133.69093),(28 132.85826),(29 133.06413),(30 132.21213),(31 132.61038),(32 133.0938),(33 131.89232),(34 134.02649),(35 133.99217),(36 133.86401),(37 134.65395),(38 135.46407),(39 134.40378),(40 133.13559),(41 135.19518),(42 134.66425),(43 135.60489),(44 136.06256),(45 136.41655),(46 138.56105),(47 139.24348),(48 141.93288),(49 143.37604),(50 145.19157),(51 144.38),(52 145.47516),(53 145.58333),(54 147.19174),(55 148.39116),(56 148.73346),(57 150.19629),(58 153.7516),(59 153.09857),(60 153.05771),(61 153.78227),(62 156.2036),(63 154.96188),(64 156.45302),(65 156.9881),(66 156.99332),(67 157.80344),(68 158.72394),(69 158.23567),(70 162.40622),(71 163.11765),(72 164.47562),(73 165.74678),(74 166.21687),(75 165.90634),(76 165.22801),(77 166.86148),(78 169.53206),(79 167.63405),
(1 71.585785),(2 90.97113),(3 100.512405),(4 109.05254),(5 112.68109),(6 114.40729),(7 117.09967),(8 117.967926),(9 120.26338),(10 122.96898),(11 122.932495),(12 124.21955),(13 127.38451),(14 127.143074),(15 127.31492),(16 127.38824),(17 127.54783),(18 127.932556),(19 127.08813),(20 126.58962),(21 126.97946),(22 128.50008),(23 128.599),(24 130.44847),(25 131.89719),(26 132.56456),(27 131.42462),(28 131.25659),(29 130.94795),(30 132.69261),(31 130.99501),(32 131.65228),(33 130.44226),(34 134.247),(35 133.28542),(36 132.99742),(37 131.89072),(38 132.19958),(39 130.62227),(40 131.59128),(41 132.4237),(42 133.57655),(43 133.68729),(44 133.59749),(45 133.62433),(46 136.3077),(47 136.52211),(48 137.81837),(49 139.8301),(50 140.98099),(51 138.71619),(52 140.76622),(53 140.63942),(54 142.6392),(55 142.94537),(56 142.46777),(57 143.12033),(58 146.71033),(59 147.594),(60 148.77197),(61 149.36983),(62 151.86722),(63 151.66103),(64 153.04468),(65 153.97638),(66 154.8461),(67 155.02905),(68 155.15002),(69 154.81972),(70 157.85071),(71 159.99193),(72 160.35756),(73 160.86266),(74 164.22536),(75 164.8304),(76 166.62216),(77 169.07399),(78 170.12016),(79 171.60901),
(1 70.65562),(2 90.73498),(3 99.40639),(4 107.11195),(5 111.3692),(6 114.25876),(7 115.53395),(8 116.48936),(9 117.847466),(10 122.458336),(11 123.00609),(12 125.208015),(13 125.93544),(14 125.520744),(15 125.76109),(16 126.481575),(17 127.55033),(18 127.933556),(19 127.10548),(20 127.43051),(21 127.971855),(22 130.8865),(23 130.72102),(24 131.4644),(25 133.05098),(26 133.2442),(27 131.56743),(28 131.10132),(29 131.37396),(30 131.4265),(31 130.62029),(32 128.70882),(33 128.15381),(34 129.28217),(35 128.81314),(36 129.02103),(37 128.92307),(38 128.37085),(39 127.191574),(40 126.44111),(41 127.28546),(42 126.79879),(43 127.47153),(44 127.548485),(45 128.68727),(46 129.66232),(47 130.52603),(48 131.89638),(49 132.99536),(50 135.99399),(51 134.4718),(52 134.87108),(53 134.79443),(54 137.3228),(55 139.3115),(56 140.57103),(57 140.45027),(58 142.2066),(59 141.46613),(60 144.46744),(61 146.18448),(62 149.18369),(63 146.2766),(64 147.81506),(65 148.8683),(66 148.645),(67 148.00082),(68 148.55908),(69 149.2463),(70 151.70267),(71 153.1025),(72 153.34813),(73 154.7491),(74 156.94891),(75 158.42622),(76 160.00449),(77 161.09203),(78 162.4118),(79 163.49702),
(1 70.515785),(2 90.95196),(3 100.64228),(4 108.12194),(5 112.07767),(6 113.72488),(7 115.606834),(8 116.99392),(9 117.52058),(10 120.014595),(11 119.22762),(12 123.310356),(13 124.05581),(14 124.70005),(15 125.58687),(16 126.59609),(17 126.81654),(18 127.33484),(19 127.39648),(20 127.3718),(21 127.82603),(22 129.75476),(23 129.85205),(24 129.71423),(25 130.99461),(26 131.84616),(27 129.92485),(28 131.81972),(29 131.92853),(30 131.35066),(31 131.5771),(32 130.17099),(33 130.43549),(34 133.92744),(35 133.0178),(36 133.13795),(37 133.0209),(38 133.22017),(39 131.9642),(40 132.34654),(41 132.07233),(42 133.45422),(43 135.037),(44 134.2608),(45 136.27309),(46 138.11037),(47 139.41125),(48 140.53696),(49 142.32306),(50 143.2434),(51 142.78915),(52 143.17973),(53 145.61938),(54 145.53566),(55 144.98859),(56 146.52557),(57 147.29816),(58 150.52904),(59 152.90732),(60 153.97784),(61 154.86072),(62 155.68945),(63 153.78995),(64 155.75475),(65 156.69821),(66 157.34393),(67 155.49103),(68 155.22699),(69 155.86516),(70 157.42963),(71 159.76811),(72 161.3429),(73 161.42345),(74 161.0607),(75 159.31973),(76 159.17735),(77 159.44313),(78 161.2836),(79 162.99147),
(1 69.526085),(2 90.75381),(3 99.01777),(4 105.09558),(5 109.867004),(6 112.37295),(7 114.02695),(8 115.84152),(9 115.804855),(10 118.56064),(11 119.12578),(12 119.73196),(13 122.4293),(14 122.802635),(15 123.70097),(16 126.164154),(17 127.49749),(18 128.16837),(19 129.68347),(20 130.70045),(21 130.24991),(22 132.73918),(23 132.48982),(24 133.12349),(25 133.40244),(26 134.35437),(27 133.13588),(28 133.12018),(29 134.28241),(30 133.47983),(31 133.19212),(32 130.49394),(33 131.1757),(34 132.35559),(35 130.96632),(36 131.87267),(37 133.88066),(38 132.61443),(39 130.565),(40 131.34885),(41 132.04309),(42 132.29875),(43 130.47687),(44 131.09952),(45 131.31252),(46 132.44038),(47 133.4852),(48 133.54326),(49 134.82764),(50 136.52101),(51 137.55405),(52 136.99048),(53 138.49492),(54 140.67978),(55 139.81992),(56 141.44612),(57 142.39899),(58 146.12877),(59 146.85057),(60 148.17215),(61 150.00476),(62 151.29167),(63 150.4305),(64 152.11282),(65 155.00871),(66 156.19705),(67 154.10983),(68 155.0375),(69 157.29527),(70 159.88582),(71 160.42973),(72 161.29253),(73 162.6283),(74 164.5067),(75 165.60419),(76 165.66933),(77 166.07852),(78 167.09843),(79 168.79202),
(1 68.06901),(2 88.71336),(3 96.77156),(4 103.201035),(5 106.26559),(6 110.25402),(7 112.6533),(8 114.92612),(9 115.827805),(10 119.34527),(11 121.1142),(12 122.148224),(13 123.98158),(14 123.877716),(15 123.40202),(16 123.311195),(17 124.89181),(18 124.508316),(19 123.74584),(20 123.978355),(21 124.63247),(22 127.660736),(23 128.36203),(24 129.5576),(25 131.52998),(26 131.2546),(27 129.54282),(28 130.2457),(29 129.56627),(30 128.09558),(31 127.9812),(32 127.551735),(33 125.93237),(34 127.31408),(35 125.25418),(36 125.45716),(37 125.42186),(38 126.37924),(39 124.56304),(40 124.28743),(41 125.44912),(42 125.46959),(43 123.47182),(44 125.08106),(45 124.38908),(46 126.94878),(47 126.78533),(48 127.048874),(49 127.804855),(50 130.01546),(51 130.6583),(52 131.89888),(53 132.04956),(54 132.77034),(55 132.65215),(56 132.00934),(57 131.65932),(58 135.08261),(59 135.844),(60 137.36847),(61 139.68361),(62 140.72491),(63 141.25822),(64 143.80219),(65 144.73828),(66 145.86267),(67 144.85507),(68 144.26245),(69 144.6745),(70 147.8147),(71 148.60545),(72 149.79037),(73 151.2291),(74 152.8085),(75 154.74785),(76 155.5319),(77 158.76761),(78 159.16554),(79 162.17928),
(1 68.10961),(2 89.231476),(3 97.75776),(4 104.34871),(5 106.99052),(6 110.44608),(7 111.21427),(8 113.69322),(9 114.74868),(10 116.79258),(11 117.66444),(12 121.29941),(13 123.49045),(14 122.48833),(15 123.18905),(16 124.75552),(17 124.697174),(18 126.6428),(19 125.92822),(20 125.726425),(21 126.372826),(22 129.38493),(23 129.24207),(24 130.39172),(25 129.64789),(26 130.4073),(27 129.35567),(28 129.67111),(29 130.44601),(30 129.51552),(31 129.5299),(32 129.10017),(33 127.72589),(34 129.05725),(35 129.01608),(36 130.07101),(37 129.2268),(38 129.79076),(39 126.504715),(40 126.82337),(41 127.32733),(42 127.217064),(43 127.40322),(44 127.90412),(45 128.2462),(46 130.12572),(47 130.57983),(48 131.85063),(49 133.4606),(50 135.2075),(51 134.53627),(52 135.62396),(53 134.54099),(54 136.23625),(55 136.15823),(56 138.31471),(57 138.83368),(58 143.40698),(59 144.62256),(60 145.75302),(61 146.47041),(62 147.61063),(63 146.32193),(64 146.4561),(65 147.91585),(66 148.32509),(67 147.68501),(68 146.51463),(69 147.1176),(70 150.53043),(71 150.38516),(72 151.9594),(73 153.1287),(74 153.76057),(75 152.17691),(76 151.90794),(77 153.47923),(78 153.76947),(79 156.04337),
(1 66.11988),(2 86.31556),(3 95.08238),(4 101.165764),(5 106.105),(6 107.42013),(7 109.161964),(8 111.366104),(9 112.495544),(10 115.72897),(11 116.26356),(12 119.47666),(13 121.79883),(14 123.01319),(15 122.16782),(16 124.21925),(17 125.85282),(18 126.270226),(19 126.68143),(20 126.4557),(21 125.88325),(22 128.48607),(23 130.62883),(24 131.16594),(25 131.93388),(26 132.87012),(27 131.3016),(28 130.83723),(29 131.28987),(30 131.35435),(31 131.70409),(32 130.39034),(33 128.80283),(34 130.66014),(35 129.50247),(36 130.11938),(37 128.59422),(38 128.14755),(39 123.41823),(40 123.25976),(41 123.48273),(42 123.72225),(43 122.7384),(44 122.55813),(45 123.82869),(46 126.526405),(47 125.777565),(48 124.74771),(49 128.4432),(50 131.63335),(51 132.35806),(52 135.56262),(53 136.9706),(54 139.23158),(55 141.05371),(56 141.98726),(57 142.99997),(58 147.1935),(59 148.70117),(60 147.3171),(61 147.54152),(62 148.83101),(63 149.59323),(64 149.65114),(65 151.24127),(66 152.7939),(67 152.4613),(68 151.42683),(69 153.88959),(70 156.80563),(71 157.22922),(72 158.18648),(73 160.7864),(74 161.72005),(75 160.58978),(76 161.51942),(77 162.69197),(78 165.30602),(79 168.11853),
(1 67.32738),(2 86.11347),(3 94.47408),(4 102.09951),(5 106.69627),(6 109.27561),(7 111.3336),(8 113.76048),(9 114.52836),(10 118.12344),(11 117.86434),(12 119.33799),(13 121.715324),(14 121.46903),(15 121.26628),(16 124.09708),(17 124.08615),(18 124.78477),(19 123.59399),(20 123.13801),(21 123.90526),(22 124.99976),(23 125.53174),(24 126.672325),(25 127.465576),(26 128.34445),(27 126.94333),(28 128.3256),(29 127.72816),(30 127.858055),(31 127.33163),(32 126.30502),(33 124.57932),(34 126.22609),(35 124.61096),(36 124.68811),(37 125.069214),(38 125.31576),(39 122.68909),(40 123.07982),(41 124.0976),(42 123.81626),(43 124.0325),(44 123.441864),(45 122.6988),(46 123.99764),(47 125.352806),(48 126.30721),(49 128.52385),(50 128.55667),(51 127.36052),(52 129.0191),(53 129.20299),(54 130.12282),(55 130.81685),(56 132.14578),(57 132.46935),(58 134.77652),(59 134.73486),(60 135.67148),(61 136.97748),(62 138.30002),(63 138.3098),(64 138.94559),(65 140.75468),(66 142.07549),(67 143.27153),(68 143.3447),(69 145.11697),(70 148.88937),(71 150.6972),(72 152.15778),(73 153.31311),(74 153.18358),(75 154.45241),(76 155.906),(77 156.91661),(78 157.6989),(79 158.9741),
(1 65.92563),(2 85.13663),(3 94.407394),(4 100.49033),(5 105.33285),(6 108.74456),(7 109.190796),(8 111.585526),(9 112.66931),(10 115.10673),(11 116.78387),(12 117.603355),(13 120.807884),(14 121.0733),(15 120.87712),(16 122.7611),(17 122.8148),(18 122.438896),(19 122.327484),(20 122.222015),(21 122.97855),(22 123.177956),(23 122.91159),(24 123.600845),(25 124.49484),(26 124.41455),(27 123.27085),(28 123.27503),(29 123.26161),(30 122.718124),(31 123.41687),(32 123.00328),(33 122.84997),(34 123.91809),(35 123.75219),(36 124.571205),(37 125.270615),(38 124.05109),(39 122.83368),(40 123.012474),(41 123.53812),(42 124.02397),(43 122.908325),(44 124.33531),(45 124.118866),(46 125.85473),(47 127.11472),(48 128.22865),(49 130.83276),(50 132.82666),(51 131.19981),(52 132.34705),(53 131.85283),(54 131.83205),(55 131.26749),(56 133.1114),(57 133.69556),(58 136.65167),(59 138.1528),(60 139.47879),(61 139.76102),(62 140.93436),(63 139.44203),(64 140.84987),(65 141.53252),(66 141.64069),(67 142.82231),(68 141.73125),(69 142.57135),(70 144.74129),(71 145.64893),(72 146.7807),(73 147.67809),(74 148.54953),(75 148.73325),(76 149.61183),(77 152.22423),(78 151.89424),(79 151.49884),
(1 64.59723),(2 82.96934),(3 91.18868),(4 97.53499),(5 101.97355),(6 104.4042),(7 106.850945),(8 109.05278),(9 109.82432),(10 112.16294),(11 112.21067),(12 113.21603),(13 115.000984),(14 117.248795),(15 116.9645),(16 117.48241),(17 118.22908),(18 118.96594),(19 116.996544),(20 117.787544),(21 116.50535),(22 118.530365),(23 118.8358),(24 118.64769),(25 119.74194),(26 120.82936),(27 120.09915),(28 121.07372),(29 122.10223),(30 120.96314),(31 118.939255),(32 119.606926),(33 119.0418),(34 120.72477),(35 120.1222),(36 121.327736),(37 120.63478),(38 120.56046),(39 118.38387),(40 118.24024),(41 119.12111),(42 119.90091),(43 120.783936),(44 121.20859),(45 120.907455),(46 123.98272),(47 124.94817),(48 124.40307),(49 127.12122),(50 128.18613),(51 129.45668),(52 130.59724),(53 131.5399),(54 134.44606),(55 135.65762),(56 135.19208),(57 134.7339),(58 137.61458),(59 138.49626),(60 140.10233),(61 141.84766),(62 144.25192),(63 142.2934),(64 143.25764),(65 144.1002),(66 143.98164),(67 145.30806),(68 144.87305),(69 146.50186),(70 148.9382),(71 149.847),(72 151.53781),(73 152.7371),(74 153.08893),(75 153.2956),(76 153.96924),(77 153.31856),(78 153.59999),(79 155.26492),
(1 64.65968),(2 82.75525),(3 91.6837),(4 96.90968),(5 100.39416),(6 104.03509),(7 105.414154),(8 108.25664),(9 109.54718),(10 112.73742),(11 112.25428),(12 114.465836),(13 115.211426),(14 115.3178),(15 115.45986),(16 115.385056),(17 116.09254),(18 116.96724),(19 115.21625),(20 114.47152),(21 114.52296),(22 116.39754),(23 115.78031),(24 117.46673),(25 117.573524),(26 118.51361),(27 118.53761),(28 119.54422),(29 119.7164),(30 120.07775),(31 118.81344),(32 119.17284),(33 118.049065),(34 117.89538),(35 118.798775),(36 118.629944),(37 119.09859),(38 118.90832),(39 117.91154),(40 118.73948),(41 118.69395),(42 118.07757),(43 118.84861),(44 120.721146),(45 119.85617),(46 123.09938),(47 123.06845),(48 123.49839),(49 123.626015),(50 123.626785),(51 122.576195),(52 123.78493),(53 123.8113),(54 125.82497),(55 126.68479),(56 127.36812),(57 126.23658),(58 130.05011),(59 130.44914),(60 131.69756),(61 132.90562),(62 135.26793),(63 133.87592),(64 136.84583),(65 138.77522),(66 139.79837),(67 140.42593),(68 141.57161),(69 141.84444),(70 143.2271),(71 143.33623),(72 144.43684),(73 145.83945),(74 148.06316),(75 148.11018),(76 150.43394),(77 151.87961),(78 155.79082),(79 155.26738),
(1 64.67027),(2 83.157715),(3 91.98122),(4 96.99859),(5 101.30996),(6 104.35944),(7 106.24326),(8 107.6935),(9 108.33075),(10 110.77747),(11 110.62524),(12 112.1701),(13 112.718185),(14 112.40587),(15 111.643036),(16 113.75859),(17 116.15495),(18 116.32314),(19 116.8519),(20 116.52676),(21 117.64681),(22 118.75728),(23 120.73785),(24 122.10666),(25 121.34752),(26 121.9148),(27 119.8108),(28 119.18317),(29 119.06458),(30 118.083916),(31 118.7304),(32 118.12904),(33 118.55974),(34 118.47113),(35 119.52277),(36 121.05223),(37 120.0229),(38 119.249855),(39 118.204),(40 118.584496),(41 119.38921),(42 118.65416),(43 118.01262),(44 119.40699),(45 120.01965),(46 121.79923),(47 123.50102),(48 124.43889),(49 124.67577),(50 125.62901),(51 125.439995),(52 126.78685),(53 128.11598),(54 128.85818),(55 129.01726),(56 128.79617),(57 129.70102),(58 131.33455),(59 132.90504),(60 133.61273),(61 136.3832),(62 138.2736),(63 138.71283),(64 138.95692),(65 139.53525),(66 140.50412),(67 140.57852),(68 140.46927),(69 141.4975),(70 142.62137),(71 142.50127),(72 145.77573),(73 144.84741),(74 145.90672),(75 146.87427),(76 147.81407),(77 149.54301),(78 151.90227),(79 151.92264),
(1 63.725853),(2 82.04381),(3 89.14646),(4 95.341385),(5 100.88952),(6 102.75757),(7 103.77907),(8 105.06731),(9 106.57362),(10 108.779526),(11 109.568146),(12 111.73276),(13 113.295815),(14 114.22018),(15 113.75895),(16 115.24701),(17 115.53361),(18 115.28752),(19 116.509796),(20 116.063194),(21 116.225174),(22 118.57332),(23 118.41635),(24 119.57623),(25 119.79977),(26 120.001),(27 119.10634),(28 119.23042),(29 118.39282),(30 117.698364),(31 116.21636),(32 117.12007),(33 115.06983),(34 115.98889),(35 116.201904),(36 116.83543),(37 116.014656),(38 114.97176),(39 112.73491),(40 113.05138),(41 113.26347),(42 115.216125),(43 115.43798),(44 116.097176),(45 117.52126),(46 121.14442),(47 121.44491),(48 121.7527),(49 124.04333),(50 125.07229),(51 124.74147),(52 126.832886),(53 126.8983),(54 129.77855),(55 129.8163),(56 130.21973),(57 131.7937),(58 132.42166),(59 134.45969),(60 135.77838),(61 137.40742),(62 138.89293),(63 139.95386),(64 141.38551),(65 142.85535),(66 141.64604),(67 142.59612),(68 142.48123),(69 142.8818),(70 145.08241),(71 146.18153),(72 146.87393),(73 147.93866),(74 149.04413),(75 150.20782),(76 150.32721),(77 151.45758),(78 152.83554),(79 154.10655),
