1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 61388.254),(2 147007.88),(3 216737.34),(4 266939.16),(5 302141.22),(6 326622.28),(7 344508.97),(8 353756.25),(9 358078.16),(10 361781.22),(11 377497.1),(12 394316.9),(13 411983.66),(14 428018.63),(15 439300.6),(16 440499.44),(17 436673.8),(18 433979.88),(19 424534.75),(20 417513.25),(21 427894.06),(22 447148.13),(23 459791.66),(24 476307.2),(25 488310.56),(26 496488.13),(27 506341.34),(28 512370.66),(29 511632.4),(30 508285.9),(31 506846.78),(32 508209.8),(33 510556.8),(34 516756.53),(35 521234.84),(36 526787.56),(37 530185.3),(38 525226.2),(39 514228.47),(40 499338.44),(41 495709.28),(42 504972.34),(43 511462.6),(44 515465.97),(45 520966.84),(46 528445.2),(47 533137.8),(48 531664.06),(49 530114.4),(50 531414.56),(51 538123.2),(52 543000.94),(53 552874),(54 565720.1),(55 570135.44),(56 566593.5),(57 561504.1),(58 551178.3),(59 546484.5),(60 539019.5),(61 541012.1),(62 546918.94),(63 550302.8),(64 558003.56),(65 570504.6),(66 580791.6),(67 588038.8),(68 588090.6),(69 585398.1),(70 581855.25),(71 577253.44),(72 581381.44),(73 578420.75),(74 580186.1),(75 589079.9),(76 597982.6),(77 601741.3),(78 601927.94),(79 603282.3),
(1 58394.46),(2 134451.34),(3 189287.89),(4 228510.8),(5 259595.2),(6 284732.47),(7 300789.8),(8 310588.25),(9 312939.53),(10 317440.44),(11 331618.3),(12 349698),(13 364927.97),(14 376197.8),(15 393520.16),(16 405193.66),(17 409737.88),(18 410764.4),(19 409249.44),(20 406375.38),(21 419065.78),(22 443938.88),(23 463680.3),(24 466597.06),(25 473769.2),(26 475781),(27 478674.03),(28 471751.25),(29 462545),(30 457614.72),(31 460159.38),(32 466132.63),(33 468509.88),(34 470586.1),(35 475310.78),(36 471423.25),(37 464613.9),(38 456754.78),(39 449563.78),(40 441571),(41 443300.72),(42 450933.97),(43 462895.2),(44 472319.53),(45 477111.78),(46 480294.47),(47 484320.97),(48 483831.7),(49 485047.03),(50 485482.94),(51 483699.47),(52 489433.72),(53 497060.1),(54 497660.3),(55 496198.8),(56 490329.38),(57 489658.66),(58 498231),(59 504529.72),(60 506744.53),(61 499880.75),(62 500188.16),(63 511890.03),(64 519688),(65 529178.3),(66 536809.75),(67 542909.5),(68 541164.4),(69 542972.7),(70 547169.8),(71 551694.9),(72 550598.06),(73 545796.5),(74 543681.6),(75 544257.9),(76 547368.25),(77 552765.3),(78 548893.6),(79 541650),
(1 57119.14),(2 129782.83),(3 182501.63),(4 221151.73),(5 251325.34),(6 273272.88),(7 283712.16),(8 292103.56),(9 296931.8),(10 298301.78),(11 304963.84),(12 322109.63),(13 330547.72),(14 340914.94),(15 352493.9),(16 360427.38),(17 357738.44),(18 354511.03),(19 349278.63),(20 341786.78),(21 348057.06),(22 357721.16),(23 368256.4),(24 374190.06),(25 384669.28),(26 387690.16),(27 390510.47),(28 392086.7),(29 395471.1),(30 398800.3),(31 403506.03),(32 409332.1),(33 414221.44),(34 420992.6),(35 419514.34),(36 421247.22),(37 415244.8),(38 411538.9),(39 402219.84),(40 393813.7),(41 387247.06),(42 389900.97),(43 406721.5),(44 416305.66),(45 425066.97),(46 431118.4),(47 434893.25),(48 437721.06),(49 440760.7),(50 440692.88),(51 437562.63),(52 438615.56),(53 448585.03),(54 451347.8),(55 452988.56),(56 448566.25),(57 443260.7),(58 436903.2),(59 434659.66),(60 434345.25),(61 430495.5),(62 425382.4),(63 426780.5),(64 425795.72),(65 431132.78),(66 437171.7),(67 441791.44),(68 443588.28),(69 448310.9),(70 453475.5),(71 454747.4),(72 446674.2),(73 444671.25),(74 440792.03),(75 440914.1),(76 444220.5),(77 452626.88),(78 456243.9),(79 455750.7),
(1 55096.477),(2 123155.086),(3 176073.56),(4 214092.66),(5 244313.63),(6 268416.63),(7 284486.66),(8 292820.97),(9 296804.47),(10 295375.5),(11 306399.25),(12 321383.1),(13 336140.38),(14 348941.4),(15 364246.63),(16 374587.03),(17 379923.25),(18 378023.94),(19 372937.88),(20 371940.88),(21 375884.34),(22 390008.9),(23 406567.5),(24 416366.3),(25 432985.13),(26 439926.84),(27 443774.94),(28 440052.72),(29 436903.25),(30 433848.66),(31 437234.34),(32 441483),(33 448383.03),(34 451106.44),(35 454870.44),(36 458655.2),(37 453794.38),(38 443312.47),(39 433172.4),(40 425991.8),(41 423324.2),(42 424153.5),(43 427955.8),(44 435159.34),(45 443143.1),(46 456949.94),(47 458626.63),(48 458985.28),(49 458686.44),(50 456542.7),(51 451875.53),(52 447298.88),(53 448849.94),(54 456550.84),(55 461980.56),(56 472694.22),(57 479484.16),(58 477405),(59 472910.34),(60 464080.75),(61 455997),(62 451464.66),(63 452252.72),(64 452758.13),(65 458352.72),(66 464742.44),(67 477912.06),(68 486175.1),(69 490815.94),(70 485325.63),(71 482913.8),(72 480641.13),(73 483945.78),(74 485587),(75 480246.38),(76 476965.22),(77 477609.13),(78 473134.88),(79 468409.38),
(1 51698.227),(2 116865.34),(3 166427.44),(4 205473.9),(5 235602.89),(6 257514.89),(7 264061.06),(8 269999.53),(9 277322.53),(10 281705),(11 296123.34),(12 314732.6),(13 330231.47),(14 344280.66),(15 358404.4),(16 365933.13),(17 369219.75),(18 371823.16),(19 368861.06),(20 368551.44),(21 372441.66),(22 381947.8),(23 389988.44),(24 397553.7),(25 401261.34),(26 402801.28),(27 403310.3),(28 397223.8),(29 394178.38),(30 383895.94),(31 375293.72),(32 373376.25),(33 377886.5),(34 383393.13),(35 386015.97),(36 388927.72),(37 390375.06),(38 386645.47),(39 384782.75),(40 384012.84),(41 379435.16),(42 383425.34),(43 393376.4),(44 399034.2),(45 400262.97),(46 400971.78),(47 401379.44),(48 403865.34),(49 403959.44),(50 402896.03),(51 402968.6),(52 407893.6),(53 419155.5),(54 432058.22),(55 439586.53),(56 443131),(57 444107.84),(58 444606.8),(59 442428.44),(60 437487.22),(61 428284.84),(62 421421.25),(63 425311.5),(64 426398.13),(65 426665.28),(66 424630.63),(67 426060.1),(68 427920.34),(69 432504.6),(70 437176),(71 439845.1),(72 444789.72),(73 449580),(74 446420.2),(75 448741.94),(76 448321.13),(77 447467.13),(78 443787.3),(79 440357.88),
(1 48898.17),(2 112214),(3 159805.28),(4 195527.81),(5 222555.81),(6 236734),(7 246128.19),(8 252190.44),(9 256013.4),(10 262798.56),(11 276611.78),(12 293214.3),(13 310432.22),(14 324635.9),(15 334611.88),(16 341711.7),(17 343776.03),(18 341863.94),(19 335196.47),(20 327879.44),(21 332597.53),(22 348176.66),(23 365222.5),(24 374990.47),(25 380373.66),(26 384007.28),(27 384090.9),(28 384151.22),(29 387948.13),(30 392503.9),(31 394334.47),(32 396967.25),(33 395385.53),(34 395009.47),(35 396351.13),(36 398530.66),(37 397192.13),(38 389351.97),(39 385142.72),(40 384228.8),(41 383862.66),(42 392861.97),(43 405866.34),(44 414504.22),(45 419298.13),(46 424520.8),(47 429221.94),(48 433958.03),(49 432339.97),(50 424859.25),(51 415542.63),(52 414426.03),(53 415652.3),(54 417307.44),(55 420413.44),(56 421781.44),(57 421131.3),(58 417915.13),(59 411957.25),(60 400937.25),(61 394538.9),(62 389661.28),(63 386973.44),(64 390282.34),(65 392634.8),(66 398090.72),(67 400036.75),(68 402918.8),(69 407922.75),(70 409818.53),(71 414617.16),(72 420439),(73 422980.78),(74 421576.47),(75 420981.34),(76 421885.44),(77 423572),(78 424681.2),(79 424947.22),
(1 47669.344),(2 106855.98),(3 149380),(4 182946.19),(5 206128.23),(6 222002.03),(7 229611.53),(8 234199.03),(9 235324.19),(10 240646.47),(11 251937.28),(12 269763.97),(13 283840.47),(14 294591.6),(15 301390.8),(16 306599.25),(17 306985.16),(18 306874.44),(19 303739.78),(20 302667.28),(21 306821.97),(22 316679.03),(23 330492.78),(24 342164.94),(25 342473.84),(26 337160.16),(27 334202.75),(28 334060.44),(29 332725),(30 334312.4),(31 336422.97),(32 340852.25),(33 343046.63),(34 345816.56),(35 348043.34),(36 350561.56),(37 349662.97),(38 347724.25),(39 343798.75),(40 342496.72),(41 342024.13),(42 344756.25),(43 347617.44),(44 346936.13),(45 347514.63),(46 355495.06),(47 362928.66),(48 365057.38),(49 362903.66),(50 362559.78),(51 358244.97),(52 359577.16),(53 366187.22),(54 369484.16),(55 370522.84),(56 367989),(57 368628.03),(58 367968.28),(59 365718.56),(60 367094.94),(61 368041.72),(62 370376.53),(63 375739.47),(64 381945.25),(65 386362.84),(66 390573.1),(67 393132.03),(68 392178.56),(69 389054.66),(70 389914.75),(71 392503.56),(72 394392.84),(73 396455.75),(74 398210.25),(75 397745),(76 393048.66),(77 389246.84),(78 388839.25),(79 388622.06),
(1 46577.105),(2 106069.484),(3 148395.84),(4 180463.4),(5 206125.83),(6 225617.44),(7 235150.22),(8 241385.95),(9 246875.83),(10 253099.97),(11 263234.06),(12 278160.53),(13 294739),(14 307984.2),(15 317298.9),(16 321940.22),(17 322861.03),(18 320991.75),(19 312839.9),(20 307539.88),(21 309980.4),(22 318549.1),(23 334190.3),(24 344113.78),(25 347049.8),(26 349819.56),(27 353119.56),(28 354996.8),(29 356881.8),(30 355248.4),(31 355662.9),(32 361050.88),(33 364229.06),(34 368679.5),(35 373129.3),(36 375470.03),(37 376109.53),(38 376389.72),(39 366560.66),(40 362602.2),(41 359935.75),(42 363926.2),(43 367025.03),(44 370618.75),(45 370349.72),(46 373808.16),(47 378426.3),(48 379755.7),(49 378399.84),(50 375284.4),(51 374571.8),(52 378051.63),(53 380979.94),(54 385033.38),(55 388397.25),(56 390431.25),(57 395195.34),(58 396115),(59 396482.4),(60 397607.84),(61 396085.7),(62 391655.72),(63 397738.2),(64 403377.47),(65 402822.47),(66 402605.2),(67 401643.22),(68 397396.06),(69 395962.38),(70 394692.75),(71 390907.94),(72 387754.97),(73 391398.28),(74 397024.53),(75 396930.25),(76 397961.16),(77 402651.84),(78 405427.9),(79 403944.94),
(1 43148.95),(2 98450.08),(3 140625.77),(4 174688.13),(5 199812.2),(6 214652.38),(7 221397.63),(8 226635.47),(9 230015.7),(10 236970.14),(11 248586.48),(12 263387),(13 278844.66),(14 288325.28),(15 292852.47),(16 298573.16),(17 302874.84),(18 298636),(19 289105.88),(20 282570.03),(21 280637.97),(22 288447.16),(23 299909.88),(24 305419.13),(25 307449.16),(26 308194.9),(27 307935.38),(28 303688.78),(29 303739),(30 305555),(31 304490.13),(32 306991),(33 310078.9),(34 312983.06),(35 314837),(36 318044.97),(37 316959.44),(38 318324.53),(39 315710.63),(40 312735),(41 314359.88),(42 322423.6),(43 330465.7),(44 336149.3),(45 342125.7),(46 350231.9),(47 351361.28),(48 356883.22),(49 358819.53),(50 363521.88),(51 366243.8),(52 366641.88),(53 363134.8),(54 363791.47),(55 363333.6),(56 362014.56),(57 358750.7),(58 358891.9),(59 359966.28),(60 356044.78),(61 352757.3),(62 347330.75),(63 345388.66),(64 343727.2),(65 348400.28),(66 354152.56),(67 353141.75),(68 352826.8),(69 353901.84),(70 355238.03),(71 355283.78),(72 351785.1),(73 348114.16),(74 351897.34),(75 356762.47),(76 354855.63),(77 358342.22),(78 361715.8),(79 363285.06),
(1 41975.53),(2 92950.78),(3 127958.664),(4 156580.58),(5 179341.28),(6 196753.45),(7 206649.6),(8 213986.92),(9 218875.33),(10 221958.77),(11 230717.69),(12 241414.73),(13 252138.47),(14 262212.25),(15 265658.1),(16 266231.53),(17 265696.06),(18 261436.28),(19 259082.19),(20 256951.19),(21 259637.53),(22 270015.22),(23 284260.63),(24 294166.66),(25 300124.72),(26 299384.56),(27 299245.9),(28 299847.5),(29 302025.9),(30 302776.25),(31 304046.44),(32 305293.6),(33 311350.72),(34 316734.22),(35 318836.16),(36 319876.6),(37 319558.47),(38 318579.2),(39 318672.66),(40 316023.9),(41 313616),(42 313563.2),(43 320839.56),(44 323916),(45 328965.56),(46 336091.47),(47 338367.1),(48 339386.25),(49 335881.34),(50 333452.84),(51 332362.25),(52 333010.2),(53 336047.22),(54 338824.44),(55 337640.03),(56 338896.56),(57 338134.88),(58 342257.84),(59 345000.44),(60 342348.16),(61 341395.84),(62 341022.97),(63 347543.8),(64 350930),(65 356310.06),(66 358055.34),(67 359748.25),(68 359345.75),(69 357913.56),(70 359209.75),(71 358262.03),(72 355697.16),(73 353348.34),(74 350921.28),(75 352193.84),(76 357010.88),(77 360416.84),(78 357610.8),(79 355453.16),
(1 40043.457),(2 87680.09),(3 123240.34),(4 151469.86),(5 171963.1),(6 187085.86),(7 193941.69),(8 197917.95),(9 202549.56),(10 206135.81),(11 214737.39),(12 225361.63),(13 234357.11),(14 242134.95),(15 251198.48),(16 254782.9),(17 256327.52),(18 256582.05),(19 255570.61),(20 249711.03),(21 251586.9),(22 260320.6),(23 267245.78),(24 272271.5),(25 277362.03),(26 278918.16),(27 280291.63),(28 278358.56),(29 281700.63),(30 279231.34),(31 278074.56),(32 279727.75),(33 278300.13),(34 281525.72),(35 283225.94),(36 287054.6),(37 286409.13),(38 285598.34),(39 285463.25),(40 286483.25),(41 283845.9),(42 290174.16),(43 297786.06),(44 305874.47),(45 306414.7),(46 310346.66),(47 310990.7),(48 311630.22),(49 310084.34),(50 309484),(51 308054.66),(52 309783),(53 312967.25),(54 316299.28),(55 319068.9),(56 323374.7),(57 325574.03),(58 329940.72),(59 331815.84),(60 327896.16),(61 324196.56),(62 324364.03),(63 326668.6),(64 323446.7),(65 321874.94),(66 322113.06),(67 322912),(68 322724.78),(69 322919.63),(70 321121.78),(71 321647.28),(72 318225.3),(73 317311.25),(74 314430.56),(75 318756.66),(76 318781.13),(77 320922.1),(78 319434.63),(79 316606.28),
(1 40342.594),(2 88658.48),(3 122215.945),(4 147979.52),(5 165428.28),(6 175765.45),(7 182138.75),(8 186083.81),(9 188174.84),(10 193336.25),(11 206364.3),(12 219909.23),(13 229093.81),(14 235629.84),(15 241521.67),(16 244706.33),(17 248082.16),(18 247547.67),(19 243841.27),(20 239640.69),(21 241135.98),(22 249602.11),(23 261732.97),(24 268224.22),(25 270294.4),(26 271625.88),(27 273242),(28 274596.22),(29 275937.03),(30 275586.22),(31 275300.72),(32 277991.56),(33 279500.03),(34 283341.56),(35 287050.06),(36 291201.38),(37 289954.5),(38 286796.66),(39 281736.56),(40 276424.4),(41 273108.94),(42 274276.16),(43 276316.88),(44 282601.7),(45 284871.94),(46 291249.2),(47 295370.13),(48 297937),(49 299317.47),(50 297897.7),(51 299243.6),(52 302909.4),(53 305978.5),(54 303889.4),(55 303000.66),(56 306141.72),(57 307486.9),(58 310165.88),(59 311521.72),(60 309526.9),(61 304779.28),(62 304446.4),(63 306239.53),(64 306365.25),(65 308579.6),(66 310979.16),(67 312601.16),(68 315323.56),(69 316434.3),(70 318735.78),(71 319221.6),(72 317815),(73 316294.66),(74 314647.63),(75 313157.13),(76 316787.78),(77 318855.25),(78 318636.88),(79 317892.13),
(1 38221.91),(2 84726.28),(3 119082.2),(4 143546.98),(5 157953.44),(6 170642.95),(7 176818.13),(8 179194.61),(9 180222.2),(10 183337.16),(11 192222.4),(12 201357.9),(13 210702),(14 220641.83),(15 228544.4),(16 235795.6),(17 238548.84),(18 235049.64),(19 229276.67),(20 220669.39),(21 219346.73),(22 228395.05),(23 239869.73),(24 244170.33),(25 249812.64),(26 256882.47),(27 259906.61),(28 259688.19),(29 262286.28),(30 263869.22),(31 264581.22),(32 266836.78),(33 271137.7),(34 274985.94),(35 278033.28),(36 276810.5),(37 275781.06),(38 273093.34),(39 264476.4),(40 258350.84),(41 254404.81),(42 257447.7),(43 261699.27),(44 266879.97),(45 275398.63),(46 280067.78),(47 281454.66),(48 277901.8),(49 273719.8),(50 270173.13),(51 268090.66),(52 270026.3),(53 275456.22),(54 277004.6),(55 278412.3),(56 281144.94),(57 283842.88),(58 286541.5),(59 282528.66),(60 279017.28),(61 275264.72),(62 273139.6),(63 273878.38),(64 277543),(65 281469.63),(66 284452.28),(67 286238.53),(68 286500.53),(69 288904.38),(70 287524.44),(71 285370.97),(72 281555.13),(73 278474.94),(74 275236),(75 273512.13),(76 273331.03),(77 275369.6),(78 279877),(79 283106.5),
(1 36417.117),(2 77950.52),(3 112278.87),(4 137342.66),(5 152948.27),(6 165499.06),(7 173740.63),(8 178915.95),(9 182821.9),(10 188636.33),(11 198193.95),(12 207193.61),(13 216799.6),(14 224354.6),(15 229494.72),(16 233960.1),(17 235732.06),(18 234481.77),(19 232744.8),(20 229188.28),(21 228242.95),(22 235830.89),(23 244049.13),(24 250904.16),(25 255859),(26 260466.13),(27 263213.13),(28 262230.28),(29 261107.02),(30 259239.1),(31 257548.61),(32 257761.72),(33 259207.45),(34 263380.03),(35 267505.94),(36 271828.1),(37 270218.8),(38 265628.13),(39 260048.33),(40 253025.56),(41 248869.67),(42 250369.89),(43 252310.3),(44 254872.98),(45 262597.3),(46 271704.7),(47 278962.88),(48 279354.13),(49 276328.88),(50 272098.78),(51 268612.06),(52 271622.03),(53 275835.47),(54 278006.25),(55 280034.2),(56 281228.8),(57 281825.78),(58 280701.63),(59 275535.1),(60 273284.16),(61 273159.47),(62 272424.7),(63 272541.66),(64 277335.6),(65 282259.4),(66 287646.75),(67 290077.1),(68 291286.6),(69 288368.8),(70 285710.53),(71 283473.75),(72 279333.44),(73 279669.7),(74 278778.5),(75 279694.53),(76 282544.97),(77 284417.47),(78 285152.97),(79 283822.13),
(1 33534.23),(2 73304.31),(3 102605.234),(4 123379.21),(5 138170.1),(6 149237.36),(7 155948.28),(8 159465.81),(9 160594.25),(10 167189.63),(11 176181.6),(12 186925.23),(13 196604.3),(14 203010.3),(15 211014.4),(16 214789.1),(17 220034.08),(18 219177.86),(19 216160.61),(20 214044.47),(21 215206.06),(22 222408.19),(23 229318.4),(24 234206.48),(25 235437.88),(26 241668.47),(27 245222.23),(28 247350.69),(29 245924.2),(30 246781.5),(31 247568.69),(32 250588.72),(33 252291.72),(34 252827.08),(35 249776.67),(36 245592.48),(37 241025.02),(38 237196.13),(39 232822.05),(40 229044.61),(41 226934.14),(42 229616.72),(43 233134.78),(44 233706.47),(45 232713.77),(46 232460.77),(47 232142.48),(48 234225.38),(49 234242.34),(50 234778.89),(51 236888.67),(52 237241.83),(53 238970.3),(54 244066.9),(55 246239.92),(56 242933.5),(57 242428.63),(58 242798.06),(59 241349.81),(60 241257.34),(61 241866.05),(62 241588.4),(63 244819.14),(64 244963.94),(65 246581.44),(66 247905.23),(67 251106.4),(68 250294.14),(69 250232.77),(70 249769.22),(71 254235.44),(72 253967.34),(73 254238.19),(74 251653.31),(75 250419.58),(76 249996.72),(77 253550.66),(78 254488.02),(79 254320.14),
(1 31967.174),(2 68741.516),(3 94323.95),(4 115270.16),(5 129249.34),(6 139877.45),(7 146037.1),(8 149347.56),(9 150662.14),(10 154723.42),(11 161398.39),(12 168538.8),(13 174347.53),(14 177766.75),(15 183834.44),(16 186383.06),(17 189407.39),(18 189979.98),(19 185209.13),(20 181970.14),(21 182020.73),(22 188086.1),(23 195914.84),(24 200897.86),(25 205896.17),(26 207172.75),(27 209858.45),(28 213322.22),(29 214034.28),(30 214005.23),(31 216289.25),(32 219942.05),(33 222305.4),(34 221605.63),(35 219802.5),(36 217822.55),(37 217514.02),(38 219223.45),(39 221395.33),(40 221948.58),(41 220826.58),(42 223442.67),(43 226758.83),(44 226720.47),(45 228367.56),(46 228970.58),(47 228900.23),(48 229146.94),(49 228475.5),(50 227723.4),(51 226925.27),(52 228226.45),(53 232116.16),(54 237087.83),(55 240591.42),(56 241767.31),(57 244275.53),(58 243915.06),(59 241370.8),(60 238175.28),(61 234414.64),(62 233889.83),(63 235643.02),(64 237262.72),(65 240906.25),(66 245947.48),(67 250305.11),(68 251830.9),(69 254383.2),(70 254492.84),(71 252239.72),(72 251935.53),(73 251769.02),(74 250366.2),(75 250665.95),(76 251072.22),(77 251534.45),(78 250016.23),(79 248247.06),
(1 31993.498),(2 71668.14),(3 98981.51),(4 120124.97),(5 134541.48),(6 144742.38),(7 148332.73),(8 148896.58),(9 147777),(10 148770.56),(11 155198.89),(12 166279.25),(13 175460.25),(14 182421.75),(15 188226.58),(16 192552.45),(17 194091.06),(18 191775.11),(19 191865.55),(20 188881.14),(21 188487.95),(22 192800.38),(23 197248.28),(24 201218),(25 204462.81),(26 206117.81),(27 208143.16),(28 208348.8),(29 208343.33),(30 208711.6),(31 212230.47),(32 216646.22),(33 218670.14),(34 220614.48),(35 222218.53),(36 221567.33),(37 218467.55),(38 214569.88),(39 211894.42),(40 210625.11),(41 210107.2),(42 210548.48),(43 213856.72),(44 215919.8),(45 216718.27),(46 217197.27),(47 216539.14),(48 214113.61),(49 212451.95),(50 211062.08),(51 210979.61),(52 212059.6),(53 212629.53),(54 214607.8),(55 215539.92),(56 218228.27),(57 220729.06),(58 220123.8),(59 218701.25),(60 217356.98),(61 218202.55),(62 218916.08),(63 222724.94),(64 225619.98),(65 228961.22),(66 231468.05),(67 234368.47),(68 238526.55),(69 240922.4),(70 238635.55),(71 237625.75),(72 236487.67),(73 234532.05),(74 233816.69),(75 232475.42),(76 233165.11),(77 234065.95),(78 235735.67),(79 235956.86),
(1 30037.793),(2 64476.863),(3 89240.27),(4 107502.51),(5 122694.14),(6 133298.42),(7 137633.86),(8 139889.53),(9 141543.83),(10 145491.36),(11 153118.2),(12 164049.95),(13 174540.47),(14 182093.33),(15 188973.81),(16 192381.75),(17 193704.75),(18 191949.66),(19 190720.33),(20 186264.77),(21 187046.95),(22 191007.64),(23 197248.44),(24 201906.92),(25 206049.81),(26 207731.17),(27 209591.52),(28 209491.88),(29 208417.58),(30 207837.39),(31 210622.88),(32 213911.67),(33 218019.44),(34 219177.61),(35 218115.03),(36 216842.9),(37 213558.95),(38 207425.33),(39 203222.67),(40 202564.22),(41 202253.7),(42 203301.45),(43 207756.06),(44 209782.1),(45 211234.48),(46 212785.17),(47 212603.95),(48 210364.4),(49 207556.02),(50 205077.81),(51 203883.47),(52 203882.53),(53 206089.45),(54 207553.86),(55 208875.05),(56 210663.64),(57 213341.84),(58 215331.67),(59 219552.88),(60 221217.23),(61 221871.64),(62 221183.66),(63 223722.58),(64 226371.56),(65 228112.1),(66 227902.14),(67 229321.38),(68 228914.92),(69 230479.23),(70 230742.67),(71 230235.47),(72 229882.9),(73 230285.22),(74 228568.5),(75 230218.75),(76 230322.97),(77 229741.88),(78 226669.98),(79 225014.98),
