1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25508.4),(2 88635.22),(3 183324.95),(4 289040.88),(5 417810.16),(6 573712.3),(7 736273.2),(8 926013.25),(9 1148374.6),(10 1377051.6),(11 1628283.6),(12 1883438.6),(13 2171513.5),(14 2439987),(15 2732020),(16 3031856.8),(17 3341733.3),(18 3622341.3),(19 3907260.3),(20 4202530.5),(21 4533932),(22 4906197.5),(23 5261417.5),(24 5621038),(25 5942363.5),(26 6254946),(27 6592727.5),(28 6903133.5),(29 7182300),(30 7458656.5),(31 7736928),(32 7997513.5),(33 8261742.5),(34 8483562),(35 8724820),(36 8946337),(37 9133508),(38 9353336),(39 9607279),(40 9905654),(41 10188673),(42 10458898),(43 10723062),(44 10983595),(45 11232515),(46 11468987),(47 11640796),(48 11750620),(49 11765891),(50 11754443),(51 11768171),(52 11771048),(53 11801957),(54 11842521),(55 11894583),(56 11963256),(57 12065645),(58 12244431),(59 12405112),(60 12563981),(61 12722791),(62 12915141),(63 13126200),(64 13345875),(65 13569461),(66 13817587),(67 14087357),(68 14388093),(69 14704513),(70 15048603),(71 15411859),(72 15780415),(73 16238171),(74 16665493),(75 17100800),(76 17577510),(77 18054592),(78 18547234),(79 19068046),
(1 499.64148),(2 655.3089),(3 748.8071),(4 831.61127),(5 877.3422),(6 921.7088),(7 957.2793),(8 1008.7722),(9 1038.4299),(10 1076.2388),(11 1108.9279),(12 1134.0658),(13 1180.0194),(14 1206.5615),(15 1242.15),(16 1270.7876),(17 1306.0956),(18 1333.0964),(19 1363.6837),(20 1402.7017),(21 1422.9757),(22 1449.3613),(23 1465.0396),(24 1476.4063),(25 1507.792),(26 1505.2157),(27 1522.4028),(28 1537.619),(29 1546.1154),(30 1558.4429),(31 1569.1018),(32 1564.9312),(33 1581.277),(34 1590.1129),(35 1589.2026),(36 1574.0743),(37 1575.3926),(38 1564.2369),(39 1577.1454),(40 1565.9338),(41 1573.7086),(42 1577.538),(43 1579.7834),(44 1578.2057),(45 1568.4805),(46 1571.8372),(47 1566.8842),(48 1565.9691),(49 1566.5706),(50 1576.3248),(51 1576.0938),(52 1569.5266),(53 1577.308),(54 1574.0981),(55 1570.0868),(56 1577.0974),(57 1565.1653),(58 1570.1912),(59 1579.8533),(60 1577.5533),(61 1569.1514),(62 1565.2375),(63 1557.1167),(64 1548.0609),(65 1549.9153),(66 1555.0583),(67 1559.7756),(68 1561.992),(69 1561.9401),(70 1561.3071),(71 1570.8246),(72 1574.4478),(73 1575.9938),(74 1583.2426),(75 1586.7173),(76 1590.568),(77 1596.8904),(78 1593.7983),(79 1593.5204),
(1 493.20978),(2 648.05176),(3 742.1944),(4 808.60455),(5 864.8118),(6 914.84344),(7 957.7273),(8 984.52545),(9 1015.90466),(10 1049.252),(11 1082.3127),(12 1094.593),(13 1128.363),(14 1152.9778),(15 1189.3884),(16 1217.0249),(17 1229.9908),(18 1260.1816),(19 1289.8555),(20 1324.4652),(21 1331.7483),(22 1357.3658),(23 1357.0826),(24 1366.2585),(25 1389.3821),(26 1392.7574),(27 1426.1089),(28 1440.7515),(29 1446.4514),(30 1447.5154),(31 1456.6565),(32 1457.2308),(33 1468.3217),(34 1470.1602),(35 1467.5325),(36 1456.4395),(37 1461.6423),(38 1460.2797),(39 1463.2177),(40 1452.9578),(41 1452.7406),(42 1458.2408),(43 1467.9006),(44 1461.0948),(45 1459.3625),(46 1462.2892),(47 1467.0529),(48 1465.7273),(49 1465.139),(50 1467.0034),(51 1460.1476),(52 1448.8616),(53 1455.0452),(54 1453.226),(55 1439.8652),(56 1445.3085),(57 1438.8182),(58 1433.4756),(59 1433.6615),(60 1435.3604),(61 1426.6919),(62 1428.5957),(63 1419.8815),(64 1419.0525),(65 1416.6927),(66 1418.6235),(67 1415.9491),(68 1414.8541),(69 1421.0984),(70 1426.0889),(71 1433.562),(72 1439.5792),(73 1451.428),(74 1463.7112),(75 1472.0281),(76 1485.6583),(77 1496.3456),(78 1495.7784),(79 1491.997),
(1 486.18985),(2 630.106),(3 716.88904),(4 782.4578),(5 840.46704),(6 892.7218),(7 936.17944),(8 972.55914),(9 1002.38477),(10 1036.1793),(11 1066.7966),(12 1089.2422),(13 1125.7275),(14 1150.5571),(15 1178.456),(16 1203.2307),(17 1232.4075),(18 1256.5807),(19 1282.6027),(20 1323.0465),(21 1334.2058),(22 1350.6027),(23 1369.2269),(24 1375.4915),(25 1406.9574),(26 1420.0983),(27 1442.5961),(28 1459.3396),(29 1475.0049),(30 1489.2961),(31 1493.3279),(32 1482.6293),(33 1489.8026),(34 1499.4081),(35 1498.6107),(36 1488.0118),(37 1491.8564),(38 1492.3854),(39 1498.6405),(40 1483.0526),(41 1489.1531),(42 1485.2817),(43 1488.7563),(44 1489.7545),(45 1490.6659),(46 1485.9885),(47 1490.1825),(48 1489.7435),(49 1492.711),(50 1490.2349),(51 1482.6536),(52 1478.1946),(53 1471.3304),(54 1472.2759),(55 1465.8304),(56 1459.2302),(57 1461.1287),(58 1468.9478),(59 1464.6292),(60 1461.6385),(61 1455.9049),(62 1453.0225),(63 1445.4567),(64 1435.5154),(65 1426.8766),(66 1417.5256),(67 1413.7836),(68 1412.0435),(69 1411.1464),(70 1411.6509),(71 1420.9998),(72 1417.9226),(73 1433.388),(74 1444.0406),(75 1457.0272),(76 1467.7233),(77 1475.6375),(78 1472.6064),(79 1478.6484),
(1 480.4497),(2 624.1754),(3 712.3384),(4 772.5224),(5 824.5847),(6 871.5545),(7 912.04895),(8 944.22925),(9 965.12494),(10 1000.6928),(11 1031.47),(12 1057.0677),(13 1092.1826),(14 1107.3188),(15 1131.5657),(16 1155.5195),(17 1187.1906),(18 1216.0614),(19 1230.7388),(20 1263.8025),(21 1266.6995),(22 1284.9507),(23 1306.2183),(24 1310.6713),(25 1340.0745),(26 1361.407),(27 1400.8661),(28 1411.5477),(29 1430.0583),(30 1445.7333),(31 1452.4932),(32 1456.1929),(33 1466.1798),(34 1472.099),(35 1475.425),(36 1468.119),(37 1471.576),(38 1478.0748),(39 1488.7412),(40 1489.276),(41 1496.2578),(42 1499.7225),(43 1500.281),(44 1502.9441),(45 1514.3947),(46 1517.8145),(47 1514.1724),(48 1518.107),(49 1526.5378),(50 1519.1964),(51 1515.5758),(52 1518.2148),(53 1493.0591),(54 1487.6775),(55 1483.6393),(56 1472.2341),(57 1473.3098),(58 1459.155),(59 1453.644),(60 1434.3964),(61 1434.8403),(62 1430.8447),(63 1435.6882),(64 1428.2173),(65 1420.4443),(66 1417.7303),(67 1416.9468),(68 1416.149),(69 1397.7257),(70 1403.2662),(71 1397.4158),(72 1395.5647),(73 1403.8562),(74 1416.7871),(75 1431.6924),(76 1438.9171),(77 1460.535),(78 1471.237),(79 1475.6132),
(1 471.4022),(2 621.29785),(3 708.87976),(4 776.94214),(5 821.17456),(6 857.8591),(7 908.2098),(8 938.155),(9 951.6086),(10 978.3401),(11 1018.9315),(12 1061.3107),(13 1093.9144),(14 1117.6509),(15 1131.7158),(16 1155.9591),(17 1185.8187),(18 1211.465),(19 1235.0801),(20 1249.75),(21 1274.6475),(22 1281.5139),(23 1297.1145),(24 1310.0403),(25 1327.9016),(26 1337.7115),(27 1365.3861),(28 1385.898),(29 1395.8308),(30 1405.7081),(31 1413.9373),(32 1422.6056),(33 1427.1637),(34 1438.9829),(35 1441.6672),(36 1436.641),(37 1447.7869),(38 1451.3665),(39 1458.7096),(40 1450.6741),(41 1455.3817),(42 1458.0045),(43 1453.4039),(44 1468.1388),(45 1477.2274),(46 1482.6445),(47 1474.7134),(48 1476.1377),(49 1473.7552),(50 1478.219),(51 1477.9401),(52 1480.2092),(53 1465.697),(54 1464.2677),(55 1461.1367),(56 1455.129),(57 1452.0479),(58 1447.7192),(59 1446.1326),(60 1444.7369),(61 1455.0696),(62 1458.343),(63 1463.34),(64 1462.3624),(65 1459.0702),(66 1451.6493),(67 1447.5441),(68 1451.8431),(69 1448.0967),(70 1446.4642),(71 1439.7463),(72 1440.7767),(73 1444.3354),(74 1440.8892),(75 1450.9684),(76 1456.8284),(77 1469.7626),(78 1472.4775),(79 1478.7496),
(1 465.46075),(2 606.63354),(3 698.4275),(4 767.163),(5 813.07324),(6 851.19885),(7 888.7317),(8 927.80835),(9 945.6006),(10 968.3289),(11 996.4561),(12 1029.3524),(13 1068.2042),(14 1095.5673),(15 1114.298),(16 1126.934),(17 1147.8281),(18 1169.0424),(19 1184.9629),(20 1197.3896),(21 1222.1621),(22 1236.0237),(23 1251.5482),(24 1259.8065),(25 1271.1356),(26 1272.9568),(27 1287.3064),(28 1303.8256),(29 1314.0273),(30 1331.4236),(31 1338.3754),(32 1348.2107),(33 1355.3171),(34 1364.0513),(35 1366.8013),(36 1356.5934),(37 1361.5869),(38 1369.6394),(39 1376.1392),(40 1375.7731),(41 1374.3407),(42 1374.8391),(43 1376.3337),(44 1374.5844),(45 1378.5905),(46 1383.0594),(47 1387.0503),(48 1384.3267),(49 1389.6566),(50 1388.7902),(51 1390.5693),(52 1398.5916),(53 1392.3322),(54 1391.8446),(55 1391.8777),(56 1381.2538),(57 1361.7317),(58 1361.2676),(59 1362.5826),(60 1343.0917),(61 1333.2415),(62 1337.7977),(63 1334.3674),(64 1331.1233),(65 1326.3073),(66 1325.2443),(67 1324.6675),(68 1322.9146),(69 1311.7985),(70 1310.6982),(71 1305.3262),(72 1302.6082),(73 1308.1611),(74 1308.8071),(75 1326.4003),(76 1335.2708),(77 1331.0354),(78 1334.9058),(79 1357.0284),
(1 461.21213),(2 605.8249),(3 689.9006),(4 750.0747),(5 792.6812),(6 825.0806),(7 849.14746),(8 885.05035),(9 900.65735),(10 934.24695),(11 961.846),(12 978.7727),(13 1019.61066),(14 1047.5491),(15 1079.4592),(16 1091.512),(17 1117.8218),(18 1142.4519),(19 1160.7213),(20 1176.9131),(21 1196.1272),(22 1198.7278),(23 1213.4432),(24 1214.6045),(25 1223.6956),(26 1220.709),(27 1241.5234),(28 1268.5332),(29 1278.4323),(30 1296.4431),(31 1297.4036),(32 1300.4722),(33 1300.1973),(34 1299.1252),(35 1305.06),(36 1300.1648),(37 1299.1802),(38 1300.2657),(39 1303.0839),(40 1294.6392),(41 1300.0754),(42 1300.4486),(43 1289.2715),(44 1290.4236),(45 1291.5836),(46 1289.8553),(47 1293.6171),(48 1290.0061),(49 1290.7457),(50 1289.3289),(51 1292.9404),(52 1287.4633),(53 1293.7227),(54 1297.5664),(55 1299.9553),(56 1291.1014),(57 1294.6244),(58 1290.8146),(59 1285.9077),(60 1267.9362),(61 1272.9939),(62 1268.5256),(63 1263.0237),(64 1265.1025),(65 1260.9655),(66 1258.1707),(67 1259.357),(68 1257.0101),(69 1261.7336),(70 1265.2057),(71 1256.3296),(72 1251.6008),(73 1253.6156),(74 1258.3286),(75 1274.7534),(76 1272.377),(77 1280.064),(78 1280.2578),(79 1288.8319),
(1 451.37643),(2 587.4506),(3 680.586),(4 742.9518),(5 782.49066),(6 820.72687),(7 861.59814),(8 891.98145),(9 917.412),(10 949.2814),(11 976.6792),(12 987.6727),(13 1020.13574),(14 1055.4824),(15 1075.9731),(16 1085.5513),(17 1104.0342),(18 1130.3715),(19 1144.8098),(20 1171.4552),(21 1187.7065),(22 1201.6516),(23 1215.406),(24 1237.8197),(25 1247.7456),(26 1254.0194),(27 1276.994),(28 1291.336),(29 1297.3042),(30 1319.3274),(31 1317.4539),(32 1326.1458),(33 1327.4587),(34 1321.5331),(35 1324.81),(36 1330.6621),(37 1335.5874),(38 1334.8789),(39 1340.6837),(40 1328.7426),(41 1327.6995),(42 1338.0663),(43 1329.2222),(44 1339.2358),(45 1341.9996),(46 1337.3284),(47 1333.8627),(48 1332.5803),(49 1325.2703),(50 1318.0664),(51 1325.2694),(52 1320.2305),(53 1311.6195),(54 1312.7511),(55 1319.9937),(56 1315.3285),(57 1316.819),(58 1310.111),(59 1302.255),(60 1285.7417),(61 1282.748),(62 1274.2604),(63 1269.9133),(64 1278.6761),(65 1278.2555),(66 1279.3894),(67 1271.321),(68 1278.3955),(69 1273.7369),(70 1272.5503),(71 1266.7122),(72 1267.3147),(73 1268.6825),(74 1275.7383),(75 1277.6442),(76 1284.2994),(77 1292.3833),(78 1297.7677),(79 1320.2196),
(1 441.31177),(2 580.0805),(3 656.91376),(4 720.72406),(5 759.2972),(6 800.4174),(7 840.7807),(8 880.1072),(9 901.44763),(10 921.5326),(11 950.8032),(12 969.2011),(13 1006.36456),(14 1036.1708),(15 1058.4327),(16 1078.6431),(17 1106.3463),(18 1123.8124),(19 1144.5957),(20 1154.1936),(21 1175.8384),(22 1181.5415),(23 1192.401),(24 1214.5199),(25 1220.7013),(26 1224.9393),(27 1237.9254),(28 1244.1445),(29 1245.8257),(30 1267.6742),(31 1274.3307),(32 1288.0568),(33 1295.8046),(34 1301.8834),(35 1308.6267),(36 1309.5016),(37 1319.8707),(38 1326.7932),(39 1324.8358),(40 1317.4954),(41 1319.5872),(42 1326.8864),(43 1322.7245),(44 1323.9866),(45 1321.7714),(46 1320.3842),(47 1315.1102),(48 1312.3014),(49 1309.9636),(50 1306.7836),(51 1314.8572),(52 1313.1868),(53 1318.0542),(54 1314.654),(55 1314.8048),(56 1312.0746),(57 1305.2078),(58 1295.562),(59 1299.8193),(60 1287.3462),(61 1285.0651),(62 1288.4258),(63 1290.2759),(64 1296.7157),(65 1290.8944),(66 1287.1923),(67 1287.7405),(68 1290.5743),(69 1292.5734),(70 1294.5629),(71 1288.701),(72 1299.5916),(73 1300.4963),(74 1301.9808),(75 1306.3141),(76 1311.7244),(77 1313.5598),(78 1308.0664),(79 1323.097),
(1 434.61777),(2 559.0256),(3 639.288),(4 699.4996),(5 741.7694),(6 777.7232),(7 812.3492),(8 842.8569),(9 861.41693),(10 888.2443),(11 919.94714),(12 936.2165),(13 971.23883),(14 992.55273),(15 1011.2082),(16 1025.1361),(17 1051.5533),(18 1067.7959),(19 1092.637),(20 1110.5453),(21 1117.2494),(22 1124.6691),(23 1137.5635),(24 1156.8027),(25 1165.677),(26 1179.3235),(27 1197.4569),(28 1208.6642),(29 1218.1499),(30 1228.0583),(31 1243.4778),(32 1253.601),(33 1266.66),(34 1278.4149),(35 1284.8322),(36 1283.1208),(37 1300.1453),(38 1304.161),(39 1310.1104),(40 1306.6467),(41 1315.4034),(42 1322.0459),(43 1314.9443),(44 1315.972),(45 1308.5421),(46 1323.0065),(47 1317.775),(48 1315.6357),(49 1314.201),(50 1315.3822),(51 1319.5714),(52 1307.7128),(53 1306.7716),(54 1302.7397),(55 1298.1796),(56 1296.5453),(57 1299.8613),(58 1295.3341),(59 1292.7002),(60 1285.7128),(61 1287.7291),(62 1278.4988),(63 1279.2079),(64 1282.4031),(65 1278.1143),(66 1283.7052),(67 1264.5706),(68 1269.8041),(69 1262.3486),(70 1256.1517),(71 1258.5164),(72 1257.9781),(73 1258.5469),(74 1255.4229),(75 1274.4832),(76 1281.2771),(77 1288.5308),(78 1284.5686),(79 1289.5304),
(1 428.80795),(2 543.0085),(3 623.8617),(4 688.2494),(5 726.0997),(6 766.1046),(7 800.22986),(8 829.46783),(9 849.37964),(10 882.0679),(11 911.4178),(12 928.872),(13 955.73175),(14 977.39996),(15 994.6228),(16 1010.67084),(17 1024.8002),(18 1034.6558),(19 1057.6849),(20 1073.3445),(21 1086.8715),(22 1102.4327),(23 1112.5143),(24 1124.9757),(25 1126.5697),(26 1142.8953),(27 1153.591),(28 1158.7428),(29 1177.0585),(30 1184.8169),(31 1181.1029),(32 1179.6715),(33 1187.7827),(34 1185.9253),(35 1200.8094),(36 1202.9521),(37 1206.0604),(38 1210.3064),(39 1213.0253),(40 1212.8373),(41 1218.17),(42 1226.8357),(43 1223.811),(44 1230.5656),(45 1225.8298),(46 1233.8488),(47 1227.8062),(48 1228.7325),(49 1228.9846),(50 1224.4194),(51 1226.7291),(52 1225.3021),(53 1223.9423),(54 1221.2759),(55 1222.57),(56 1215.1854),(57 1219.7776),(58 1221.2878),(59 1212.602),(60 1204.5388),(61 1206.5726),(62 1201.2361),(63 1207.6885),(64 1204.6827),(65 1193.2218),(66 1201.0605),(67 1200.5931),(68 1198.2201),(69 1198.4575),(70 1194.305),(71 1202.3339),(72 1196.5415),(73 1195.2533),(74 1196.2527),(75 1215.9983),(76 1211.3127),(77 1221.3197),(78 1229.9482),(79 1243.4352),
(1 417.59583),(2 538.0742),(3 597.8662),(4 655.14923),(5 688.5091),(6 724.7603),(7 768.5364),(8 794.60376),(9 812.1497),(10 851.8846),(11 878.6329),(12 897.41583),(13 934.8196),(14 956.6293),(15 984.34045),(16 999.3365),(17 1019.0008),(18 1033.3857),(19 1053.5143),(20 1073.4568),(21 1089.7836),(22 1098.7964),(23 1120.3154),(24 1124.7546),(25 1138.3729),(26 1154.9248),(27 1171.7488),(28 1189.6576),(29 1191.7373),(30 1206.8859),(31 1208.7354),(32 1209.8098),(33 1218.1029),(34 1220.4569),(35 1234.9493),(36 1238.5386),(37 1240.6697),(38 1250.8547),(39 1256.7843),(40 1249.1659),(41 1249.4034),(42 1248.2601),(43 1253.7284),(44 1252.9662),(45 1258.0325),(46 1256.9603),(47 1257.6686),(48 1260.2017),(49 1260.0656),(50 1257.0941),(51 1257.0919),(52 1252.196),(53 1257.3953),(54 1261.835),(55 1261.5933),(56 1251.35),(57 1242.781),(58 1242.1998),(59 1231.0708),(60 1224.9308),(61 1220.2452),(62 1217.4038),(63 1219.1255),(64 1226.6062),(65 1217.4021),(66 1215.2665),(67 1203.4288),(68 1203.9973),(69 1197.4303),(70 1192.1617),(71 1200.4119),(72 1204.1018),(73 1209.7668),(74 1209.538),(75 1216.4113),(76 1224.2202),(77 1236.997),(78 1244.5631),(79 1255.6589),
(1 415.15216),(2 541.5187),(3 602.95654),(4 656.3379),(5 703.15326),(6 737.90936),(7 770.7052),(8 799.5734),(9 822.4531),(10 843.9126),(11 869.37805),(12 895.545),(13 919.2286),(14 943.6376),(15 972.1823),(16 981.33496),(17 1001.62286),(18 1015.0699),(19 1031.9296),(20 1050.969),(21 1071.8291),(22 1080.6799),(23 1092.7507),(24 1110.7797),(25 1125.7214),(26 1136.839),(27 1140.4869),(28 1156.1533),(29 1158.622),(30 1167.2825),(31 1174.498),(32 1176.3604),(33 1182.1282),(34 1178.945),(35 1197.9169),(36 1197.1757),(37 1198.1948),(38 1210.0591),(39 1219.9634),(40 1213.1257),(41 1210.1422),(42 1209.6333),(43 1219.1532),(44 1210.691),(45 1213.2268),(46 1213.7463),(47 1212.6075),(48 1216.469),(49 1221.6188),(50 1221.1794),(51 1230.3225),(52 1232.9114),(53 1230.5713),(54 1232.9221),(55 1231.9913),(56 1223.1193),(57 1214.5642),(58 1215.5205),(59 1207.0996),(60 1197.9738),(61 1192.2789),(62 1193.0099),(63 1187.0034),(64 1185.0416),(65 1180.4468),(66 1182.7703),(67 1180.8113),(68 1174.0858),(69 1170.6866),(70 1162.6393),(71 1170.8784),(72 1179.5897),(73 1183.5607),(74 1181.6863),(75 1193.091),(76 1196.0035),(77 1207.8905),(78 1217.7448),(79 1227.3976),
(1 408.76218),(2 521.2124),(3 593.78516),(4 639.7898),(5 686.5416),(6 721.36707),(7 749.9565),(8 778.49365),(9 804.43164),(10 833.6483),(11 860.0286),(12 876.7313),(13 903.86487),(14 933.3145),(15 964.2192),(16 974.5708),(17 990.1797),(18 999.80255),(19 1004.6981),(20 1027.9299),(21 1044.4198),(22 1062.4066),(23 1078.9115),(24 1089.5813),(25 1101.7474),(26 1111.6382),(27 1120.9196),(28 1146.5),(29 1141.2339),(30 1151.2815),(31 1153.4006),(32 1160.104),(33 1160.8887),(34 1161.124),(35 1167.5819),(36 1171.9242),(37 1177.3998),(38 1189.2449),(39 1187.9923),(40 1179.8541),(41 1185.3362),(42 1184.6919),(43 1188.8534),(44 1192.2275),(45 1193.4312),(46 1191.5925),(47 1192.0846),(48 1197.1124),(49 1200.927),(50 1203.423),(51 1211.2018),(52 1222.1721),(53 1219.7963),(54 1225.4119),(55 1229.3837),(56 1220.6584),(57 1221.1744),(58 1224.9325),(59 1216.2076),(60 1209.0162),(61 1208.574),(62 1204.5878),(63 1192.203),(64 1200.1827),(65 1201.4446),(66 1195.9795),(67 1190.5142),(68 1190.9303),(69 1182.8013),(70 1175.9111),(71 1179.4485),(72 1175.7736),(73 1168.6367),(74 1168.9293),(75 1166.8224),(76 1169.968),(77 1169.374),(78 1185.5796),(79 1192.9115),
(1 410.89276),(2 519.66724),(3 591.49304),(4 646.99194),(5 690.4836),(6 721.65955),(7 751.02045),(8 780.49756),(9 793.8731),(10 821.8306),(11 838.75854),(12 859.5213),(13 894.20184),(14 914.40894),(15 936.21497),(16 953.0186),(17 971.3296),(18 989.896),(19 999.2458),(20 1019.7736),(21 1034.1044),(22 1043.112),(23 1066.3965),(24 1067.2502),(25 1076.1902),(26 1087.2618),(27 1102.8086),(28 1115.5214),(29 1115.366),(30 1123.7626),(31 1129.8793),(32 1129.5847),(33 1125.2987),(34 1126.57),(35 1126.8186),(36 1131.964),(37 1137.2672),(38 1138.888),(39 1143.1631),(40 1133.7767),(41 1139.3506),(42 1148.3027),(43 1152.0371),(44 1150.253),(45 1156.2577),(46 1150.0306),(47 1145.2552),(48 1144.1934),(49 1151.1289),(50 1144.6179),(51 1146.0425),(52 1157.4922),(53 1156.7428),(54 1150.2573),(55 1158.912),(56 1140.7194),(57 1143.917),(58 1145.567),(59 1137.8794),(60 1126.6235),(61 1121.3553),(62 1123.3628),(63 1123.153),(64 1122.9845),(65 1122.5519),(66 1118.0378),(67 1114.7576),(68 1121.222),(69 1125.0114),(70 1130.8153),(71 1126.5962),(72 1133.6598),(73 1131.151),(74 1133.0497),(75 1138.1216),(76 1138.3281),(77 1142.3928),(78 1142.034),(79 1138.4026),
(1 404.68533),(2 512.0501),(3 576.8814),(4 629.28375),(5 680.29834),(6 706.3828),(7 732.61884),(8 761.7272),(9 781.21936),(10 809.14954),(11 827.47034),(12 847.24994),(13 870.4353),(14 897.544),(15 914.8929),(16 924.25006),(17 942.987),(18 963.49677),(19 974.8231),(20 998.7263),(21 1012.02893),(22 1026.8372),(23 1041.8934),(24 1047.8607),(25 1057.9647),(26 1060.0228),(27 1067.0062),(28 1083.9453),(29 1082.3496),(30 1086.7946),(31 1084.8258),(32 1089.4636),(33 1091.2167),(34 1097.6375),(35 1095.1158),(36 1103.3623),(37 1112.912),(38 1119.5684),(39 1125.9535),(40 1125.3203),(41 1123.925),(42 1136.9923),(43 1136.0978),(44 1130.0353),(45 1132.2979),(46 1132.3185),(47 1130.1943),(48 1134.987),(49 1139.9078),(50 1136.1658),(51 1147.6785),(52 1150.5936),(53 1139.1754),(54 1142.1538),(55 1149.0364),(56 1142.881),(57 1143.6134),(58 1143.0691),(59 1142.9032),(60 1134.6167),(61 1128.2322),(62 1125.2521),(63 1130.2488),(64 1134.0687),(65 1134.2694),(66 1128.2971),(67 1125.3656),(68 1119.1907),(69 1112.5967),(70 1116.836),(71 1117.6516),(72 1120.1882),(73 1117.3423),(74 1125.1113),(75 1133.2562),(76 1129.6746),(77 1138.5249),(78 1152.2268),(79 1169.1693),
