1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8069.078),(2 15743.394),(3 33724.938),(4 48224.863),(5 66732.87),(6 84004.01),(7 108834.75),(8 132688.7),(9 157296.08),(10 180410.2),(11 213733.92),(12 244673.75),(13 287808.7),(14 329241.22),(15 389766.25),(16 442588.5),(17 488795.75),(18 544637.8),(19 595536.56),(20 646905.25),(21 701477.3),(22 749255),(23 807309.3),(24 856426),(25 915984),(26 983704.56),(27 1066424.6),(28 1136198.9),(29 1227392.1),(30 1312403.6),(31 1405045.4),(32 1495985.4),(33 1585468.6),(34 1670735.1),(35 1752373.6),(36 1837966.4),(37 1925196.4),(38 2021854),(39 2132487.5),(40 2232837),(41 2339689.8),(42 2441864.8),(43 2561997.8),(44 2682375.3),(45 2802283.8),(46 2927864),(47 3050831.3),(48 3171032),(49 3312994.3),(50 3433774),(51 3580116.8),(52 3738388),(53 3899190.8),(54 4066652),(55 4256671.5),(56 4462364),(57 4646065.5),(58 4843877.5),(59 5049238.5),(60 5246860),(61 5479348.5),(62 5709195.5),(63 5961006.5),(64 6190152.5),(65 6426824),(66 6674690.5),(67 6907172),(68 7184179.5),(69 7456280.5),(70 7722976),(71 8001822.5),(72 8260056.5),(73 8515660),(74 8743591),(75 8988733),(76 9219281),(77 9440768),(78 9668303),(79 9948612),
(1 355.25275),(2 471.6256),(3 534.7511),(4 563.2427),(5 580.8464),(6 590.1111),(7 604.4269),(8 614.56396),(9 627.8559),(10 631.68225),(11 623.6256),(12 627.7442),(13 631.7199),(14 637.3937),(15 659.1916),(16 663.4514),(17 674.04803),(18 677.1545),(19 674.08374),(20 673.7104),(21 665.931),(22 669.6098),(23 665.24615),(24 675.84076),(25 671.98987),(26 672.9225),(27 680.90485),(28 680.1433),(29 694.50757),(30 692.4065),(31 684.29443),(32 689.43463),(33 688.9555),(34 690.3603),(35 687.6739),(36 679.27386),(37 682.72363),(38 696.21405),(39 688.1962),(40 686.69727),(41 697.3945),(42 699.4747),(43 702.1067),(44 703.84705),(45 703.33167),(46 686.7199),(47 679.7175),(48 681.849),(49 691.9205),(50 685.71906),(51 695.6345),(52 696.92706),(53 697.5307),(54 701.6775),(55 704.8076),(56 709.11096),(57 704.84674),(58 695.42755),(59 691.82715),(60 692.081),(61 698.22064),(62 696.4388),(63 697.3127),(64 698.5607),(65 705.00433),(66 707.6831),(67 714.6591),(68 711.64746),(69 714.4524),(70 721.98285),(71 705.6038),(72 705.6458),(73 716.69617),(74 722.6557),(75 725.7582),(76 727.5771),(77 722.61395),(78 725.4851),(79 727.84076),
(1 340.60068),(2 460.6728),(3 508.03757),(4 529.158),(5 549.0825),(6 561.19214),(7 581.341),(8 589.77545),(9 598.8715),(10 597.7591),(11 605.5284),(12 608.2926),(13 611.8724),(14 616.37634),(15 625.6243),(16 628.8109),(17 641.01263),(18 646.1752),(19 644.1733),(20 649.46576),(21 640.30414),(22 646.5331),(23 644.5462),(24 656.43866),(25 664.64777),(26 667.64764),(27 667.62085),(28 665.73553),(29 676.2516),(30 675.3409),(31 682.2034),(32 676.92816),(33 673.9639),(34 674.54517),(35 677.09644),(36 666.9707),(37 666.93805),(38 666.9653),(39 670.4436),(40 673.7824),(41 673.82),(42 672.7456),(43 672.1166),(44 679.7061),(45 674.03925),(46 679.55786),(47 671.9697),(48 674.23157),(49 680.2782),(50 681.1363),(51 682.22394),(52 683.654),(53 690.7324),(54 688.0433),(55 677.9421),(56 673.2905),(57 676.7681),(58 679.55237),(59 683.9067),(60 681.83307),(61 679.6977),(62 679.33044),(63 676.8231),(64 678.05566),(65 677.4633),(66 672.89764),(67 677.1702),(68 672.86475),(69 677.87897),(70 673.20764),(71 670.53625),(72 671.4378),(73 677.8319),(74 679.9733),(75 680.3069),(76 683.5573),(77 690.6448),(78 679.9498),(79 688.49994),
(1 335.85858),(2 443.5383),(3 496.05792),(4 522.50165),(5 535.3323),(6 544.0774),(7 556.64386),(8 569.54004),(9 569.1629),(10 583.9548),(11 582.2719),(12 591.9039),(13 597.70984),(14 601.8752),(15 619.26337),(16 609.16095),(17 626.1129),(18 632.83624),(19 624.55975),(20 631.40405),(21 632.9119),(22 635.859),(23 626.952),(24 623.74695),(25 627.83765),(26 641.3484),(27 640.04315),(28 636.6199),(29 647.3342),(30 650.1656),(31 656.76825),(32 655.8714),(33 661.8088),(34 660.1337),(35 652.2814),(36 650.225),(37 645.56525),(38 635.5621),(39 650.33875),(40 646.3229),(41 647.41003),(42 641.2115),(43 646.0294),(44 644.8759),(45 650.7021),(46 644.8219),(47 645.26807),(48 644.3661),(49 647.1989),(50 654.13434),(51 652.4496),(52 658.1896),(53 661.11646),(54 658.33673),(55 651.1631),(56 656.6746),(57 656.87695),(58 655.91797),(59 652.43945),(60 660.3599),(61 658.22943),(62 663.96216),(63 667.26776),(64 669.37006),(65 670.53796),(66 669.3989),(67 663.51776),(68 653.9117),(69 650.06415),(70 658.156),(71 655.89545),(72 665.5361),(73 671.16394),(74 665.1874),(75 667.40283),(76 672.4128),(77 674.1207),(78 666.553),(79 667.54236),
(1 330.21872),(2 437.92752),(3 485.73996),(4 515.5099),(5 534.226),(6 535.5951),(7 546.0724),(8 567.5342),(9 575.34357),(10 578.7447),(11 578.7364),(12 580.95264),(13 585.0157),(14 575.785),(15 601.49585),(16 597.32025),(17 613.2273),(18 625.4139),(19 613.01605),(20 621.38885),(21 617.69086),(22 614.04236),(23 612.736),(24 622.5242),(25 625.4396),(26 617.8684),(27 624.6022),(28 627.79095),(29 638.21344),(30 632.6452),(31 632.81384),(32 631.6921),(33 636.83765),(34 631.2689),(35 632.0947),(36 638.1444),(37 634.4799),(38 635.8698),(39 637.48346),(40 629.8109),(41 640.5969),(42 639.3858),(43 640.73486),(44 653.74365),(45 642.2634),(46 652.02826),(47 656.0281),(48 654.6289),(49 648.2234),(50 646.45734),(51 649.17126),(52 639.08374),(53 647.1096),(54 650.635),(55 653.10645),(56 667.1797),(57 655.08276),(58 652.23206),(59 648.82605),(60 651.97015),(61 657.8336),(62 669.0624),(63 659.4374),(64 659.47534),(65 660.74225),(66 653.5995),(67 656.28595),(68 650.6362),(69 642.16327),(70 648.20703),(71 643.4994),(72 652.2844),(73 649.76855),(74 664.4295),(75 665.4987),(76 675.7619),(77 681.43567),(78 677.39557),(79 684.0373),
(1 323.92902),(2 429.7679),(3 473.1517),(4 500.44086),(5 513.1979),(6 523.54047),(7 535.9204),(8 549.55084),(9 554.6252),(10 566.43115),(11 562.46545),(12 566.9466),(13 569.55804),(14 572.14264),(15 586.076),(16 578.5722),(17 597.2943),(18 605.954),(19 603.3028),(20 598.6451),(21 604.6011),(22 600.8533),(23 602.9608),(24 599.3855),(25 597.10925),(26 608.915),(27 613.79785),(28 617.2408),(29 616.98364),(30 607.6251),(31 610.28033),(32 606.2284),(33 608.1375),(34 617.07715),(35 620.29126),(36 621.15094),(37 617.80286),(38 614.8115),(39 613.2432),(40 605.1899),(41 612.6055),(42 612.5565),(43 617.2581),(44 614.9393),(45 611.7769),(46 610.74207),(47 619.78546),(48 613.32446),(49 613.70386),(50 626.2074),(51 631.65765),(52 625.55084),(53 624.4341),(54 626.42957),(55 623.7178),(56 623.90643),(57 612.5008),(58 621.046),(59 623.43726),(60 623.5787),(61 620.12714),(62 622.00665),(63 628.2094),(64 617.3717),(65 621.99554),(66 616.1871),(67 620.1847),(68 621.32404),(69 613.6226),(70 624.5908),(71 623.38403),(72 625.9799),(73 629.94196),(74 639.8606),(75 630.2996),(76 630.8637),(77 645.2893),(78 647.70135),(79 647.396),
(1 319.1126),(2 423.3928),(3 475.39877),(4 505.25302),(5 523.923),(6 525.4185),(7 532.51556),(8 552.6983),(9 553.9741),(10 552.7512),(11 552.65466),(12 565.7086),(13 564.55597),(14 567.4882),(15 578.6552),(16 582.4455),(17 577.08826),(18 587.8219),(19 584.9029),(20 586.69476),(21 586.2467),(22 588.60394),(23 583.8639),(24 584.03876),(25 591.8954),(26 595.9456),(27 595.8389),(28 601.3812),(29 604.717),(30 597.2909),(31 603.3122),(32 607.2157),(33 607.77277),(34 603.8736),(35 589.314),(36 595.9058),(37 609.23206),(38 612.4717),(39 611.4275),(40 612.3935),(41 622.1807),(42 620.15155),(43 623.99414),(44 623.8602),(45 626.2654),(46 617.4723),(47 617.2063),(48 611.9712),(49 607.17145),(50 608.9833),(51 616.21387),(52 616.82623),(53 616.8952),(54 609.06934),(55 614.8738),(56 619.93195),(57 617.88684),(58 621.516),(59 614.32697),(60 629.3404),(61 620.2222),(62 625.9882),(63 620.90125),(64 611.1175),(65 615.3677),(66 613.0573),(67 622.4848),(68 629.11145),(69 624.0814),(70 624.51355),(71 625.4306),(72 627.7289),(73 630.972),(74 625.6655),(75 633.18774),(76 629.5315),(77 628.6493),(78 624.4561),(79 626.2326),
(1 301.55545),(2 407.21133),(3 444.7631),(4 474.60538),(5 493.30612),(6 505.4832),(7 509.5251),(8 519.78687),(9 533.29767),(10 538.267),(11 544.0763),(12 552.99207),(13 555.1318),(14 556.64557),(15 564.13605),(16 558.34406),(17 568.79944),(18 571.96893),(19 568.2241),(20 566.4294),(21 556.773),(22 556.82404),(23 562.2278),(24 565.73175),(25 564.07007),(26 570.9985),(27 572.4587),(28 574.8617),(29 571.50665),(30 572.9649),(31 584.09735),(32 581.1204),(33 584.4704),(34 590.18787),(35 590.8155),(36 585.499),(37 578.9934),(38 584.71704),(39 592.66364),(40 596.9361),(41 604.3935),(42 610.6933),(43 610.3073),(44 613.65625),(45 620.05334),(46 609.8682),(47 602.73645),(48 600.33563),(49 605.2073),(50 606.9428),(51 605.59503),(52 604.70386),(53 603.76215),(54 595.8282),(55 603.84204),(56 600.10474),(57 597.1626),(58 604.2698),(59 597.0932),(60 604.42664),(61 600.5778),(62 606.1025),(63 612.2432),(64 612.4199),(65 607.3435),(66 596.00714),(67 599.94275),(68 601.0656),(69 595.3899),(70 598.445),(71 596.9271),(72 601.44214),(73 593.01636),(74 598.75024),(75 601.741),(76 600.72754),(77 601.46124),(78 608.4077),(79 603.04614),
(1 297.16013),(2 392.6814),(3 431.69656),(4 458.13284),(5 479.2332),(6 485.5029),(7 490.99237),(8 505.2769),(9 506.5133),(10 509.87607),(11 516.97894),(12 522.1164),(13 519.7021),(14 525.3476),(15 530.22473),(16 524.9016),(17 535.0891),(18 540.85815),(19 539.3935),(20 547.1638),(21 540.29553),(22 543.0009),(23 545.1809),(24 558.5875),(25 559.9099),(26 569.63464),(27 579.3168),(28 572.9913),(29 576.67255),(30 570.3858),(31 575.42096),(32 575.316),(33 580.0621),(34 581.8582),(35 581.714),(36 580.9557),(37 578.95526),(38 574.0884),(39 579.2438),(40 577.4331),(41 571.1197),(42 584.0995),(43 580.10706),(44 577.30634),(45 575.8968),(46 585.0815),(47 579.75964),(48 570.9988),(49 565.15063),(50 575.76184),(51 587.8958),(52 579.62415),(53 574.62054),(54 571.8413),(55 567.53107),(56 565.5849),(57 570.5752),(58 574.36725),(59 566.06006),(60 567.89014),(61 564.56665),(62 571.4022),(63 576.17706),(64 571.09265),(65 576.04095),(66 570.8674),(67 566.9651),(68 566.3201),(69 566.6974),(70 568.8298),(71 566.4869),(72 567.5327),(73 567.88995),(74 582.2023),(75 590.51825),(76 575.7652),(77 571.80927),(78 583.86084),(79 586.544),
(1 299.41174),(2 386.80255),(3 429.28333),(4 451.65738),(5 478.60336),(6 487.72305),(7 486.64792),(8 503.17993),(9 512.3202),(10 509.21036),(11 524.3379),(12 533.598),(13 530.4259),(14 530.4726),(15 536.15186),(16 534.7702),(17 539.05707),(18 547.22015),(19 550.74567),(20 549.10345),(21 545.51843),(22 552.5037),(23 555.57776),(24 561.07336),(25 563.23773),(26 560.0934),(27 564.55237),(28 572.88824),(29 574.5623),(30 570.6554),(31 576.43713),(32 579.274),(33 581.8532),(34 575.2699),(35 575.3576),(36 572.2309),(37 561.0435),(38 561.1543),(39 565.5261),(40 568.83636),(41 574.70984),(42 574.09973),(43 579.1491),(44 576.63116),(45 575.4392),(46 589.97205),(47 589.4019),(48 579.4113),(49 576.40765),(50 579.39166),(51 581.73096),(52 573.7108),(53 571.13336),(54 571.86743),(55 568.2762),(56 571.9666),(57 569.98065),(58 568.4743),(59 560.93195),(60 560.84845),(61 571.4517),(62 567.11975),(63 568.63025),(64 573.4101),(65 580.9718),(66 573.3205),(67 572.2077),(68 562.0818),(69 567.62146),(70 579.2818),(71 580.4858),(72 577.88416),(73 580.27997),(74 583.1164),(75 588.2161),(76 590.2911),(77 575.6204),(78 584.34393),(79 589.36176),
(1 289.33984),(2 374.77716),(3 412.32047),(4 435.59045),(5 466.26215),(6 472.33444),(7 475.53046),(8 489.34195),(9 495.48904),(10 498.61404),(11 499.0091),(12 507.93835),(13 517.96216),(14 516.5567),(15 515.51697),(16 511.12198),(17 521.29755),(18 522.0751),(19 520.6269),(20 519.80756),(21 518.7588),(22 520.98517),(23 521.9528),(24 526.62286),(25 525.79767),(26 513.9118),(27 523.41864),(28 530.0698),(29 530.6542),(30 531.05444),(31 537.61774),(32 541.07697),(33 540.589),(34 538.03046),(35 533.9781),(36 538.9975),(37 551.7813),(38 558.2299),(39 548.45013),(40 548.24335),(41 556.6193),(42 555.07043),(43 556.03015),(44 557.0072),(45 555.75903),(46 565.6444),(47 568.2785),(48 559.9347),(49 561.5796),(50 565.308),(51 566.27454),(52 564.4842),(53 559.0443),(54 565.309),(55 565.7032),(56 571.07367),(57 575.87604),(58 578.1607),(59 565.45905),(60 556.49945),(61 557.4836),(62 560.7436),(63 567.3362),(64 568.4011),(65 569.54504),(66 563.3381),(67 561.64197),(68 556.95654),(69 559.8672),(70 564.4518),(71 565.5619),(72 568.4595),(73 565.1499),(74 573.44635),(75 570.3747),(76 568.1336),(77 556.6679),(78 561.9812),(79 556.9758),
(1 291.51172),(2 375.68295),(3 420.61282),(4 436.3478),(5 465.72885),(6 470.38095),(7 469.62708),(8 486.28864),(9 495.02322),(10 492.56628),(11 489.80655),(12 489.1444),(13 497.75638),(14 504.64743),(15 506.6427),(16 501.28867),(17 513.1615),(18 517.09753),(19 511.87732),(20 515.3104),(21 514.2158),(22 521.5983),(23 522.84424),(24 521.2055),(25 525.289),(26 521.56506),(27 528.9379),(28 527.7284),(29 527.104),(30 528.54675),(31 536.26715),(32 543.60284),(33 538.51965),(34 548.746),(35 540.93225),(36 546.2246),(37 548.4532),(38 553.5529),(39 554.0841),(40 549.2132),(41 552.25934),(42 551.3608),(43 550.2418),(44 546.0299),(45 545.5315),(46 556.1383),(47 548.9221),(48 546.7323),(49 552.79767),(50 548.3028),(51 553.8182),(52 546.7308),(53 540.4346),(54 538.43097),(55 547.4323),(56 537.0928),(57 532.35516),(58 542.93475),(59 541.25653),(60 537.0111),(61 541.2858),(62 543.472),(63 554.77783),(64 558.4134),(65 553.40643),(66 549.7798),(67 551.65753),(68 553.9585),(69 551.4991),(70 553.4054),(71 552.63),(72 557.27985),(73 556.6414),(74 561.71405),(75 561.5026),(76 554.44995),(77 559.39636),(78 552.8933),(79 554.96606),
(1 278.42264),(2 358.4068),(3 400.5605),(4 424.3022),(5 442.54312),(6 447.49283),(7 455.6054),(8 472.06076),(9 468.328),(10 477.34875),(11 481.82977),(12 486.4427),(13 486.16977),(14 487.90182),(15 496.70358),(16 486.152),(17 492.03467),(18 495.4991),(19 498.77216),(20 504.71),(21 510.7061),(22 512.8073),(23 512.2809),(24 514.36414),(25 514.46985),(26 514.87726),(27 527.432),(28 522.7957),(29 526.05975),(30 514.04565),(31 512.58636),(32 520.0981),(33 528.3456),(34 525.13727),(35 526.5415),(36 519.129),(37 519.6945),(38 527.8179),(39 533.6478),(40 526.89734),(41 525.79407),(42 522.9839),(43 523.1991),(44 525.66736),(45 522.7164),(46 526.44617),(47 520.1778),(48 521.2133),(49 530.30457),(50 527.1778),(51 529.6086),(52 525.0385),(53 519.7078),(54 523.3397),(55 520.72266),(56 519.9229),(57 524.5667),(58 534.2331),(59 531.93787),(60 529.81433),(61 531.94244),(62 531.0159),(63 542.9192),(64 545.91345),(65 543.0579),(66 537.39484),(67 537.7025),(68 543.8688),(69 542.0887),(70 533.6465),(71 538.428),(72 543.468),(73 544.2937),(74 553.1845),(75 559.3005),(76 559.2502),(77 563.61536),(78 561.4555),(79 557.1871),
(1 267.91656),(2 348.50748),(3 383.89743),(4 406.87366),(5 424.87177),(6 435.08188),(7 436.5741),(8 453.80423),(9 453.62936),(10 461.65854),(11 460.9184),(12 466.16287),(13 474.25845),(14 475.56998),(15 479.2621),(16 475.84),(17 481.7983),(18 483.25366),(19 483.52826),(20 489.49124),(21 485.22128),(22 483.10776),(23 483.74005),(24 490.10736),(25 498.90665),(26 498.48557),(27 503.5565),(28 506.50433),(29 511.58014),(30 500.71994),(31 510.85184),(32 510.4419),(33 518.846),(34 515.25726),(35 513.8857),(36 515.8595),(37 520.8861),(38 526.2235),(39 527.2497),(40 525.7486),(41 524.593),(42 530.8315),(43 523.85925),(44 528.83093),(45 528.66205),(46 525.0995),(47 519.42523),(48 515.43164),(49 521.1856),(50 519.3542),(51 525.88416),(52 515.2321),(53 513.25507),(54 511.1732),(55 516.5466),(56 515.8537),(57 509.86563),(58 517.3769),(59 513.4649),(60 514.1565),(61 517.5902),(62 519.93286),(63 524.5551),(64 521.6896),(65 520.263),(66 519.9125),(67 520.898),(68 523.64856),(69 515.20654),(70 507.54507),(71 517.36914),(72 519.5332),(73 509.3249),(74 519.24384),(75 517.4333),(76 511.34692),(77 515.887),(78 514.85645),(79 517.06305),
(1 271.54944),(2 347.94824),(3 380.63135),(4 399.3693),(5 417.83786),(6 418.92905),(7 430.42346),(8 437.25952),(9 443.52237),(10 453.56918),(11 456.93896),(12 459.7674),(13 464.1933),(14 463.34735),(15 478.84503),(16 473.1614),(17 478.7122),(18 479.2706),(19 475.6765),(20 489.26953),(21 482.09537),(22 491.46936),(23 497.40054),(24 497.43372),(25 502.7841),(26 494.34048),(27 494.25748),(28 500.3574),(29 500.85104),(30 490.6286),(31 489.49866),(32 497.54614),(33 504.1511),(34 509.40192),(35 513.2051),(36 509.2481),(37 506.5525),(38 505.25864),(39 504.5637),(40 508.6387),(41 503.08362),(42 497.37344),(43 497.86694),(44 491.81247),(45 493.04114),(46 493.78497),(47 497.59393),(48 499.85645),(49 501.6196),(50 502.8196),(51 499.91705),(52 502.70816),(53 497.60226),(54 494.16006),(55 495.88602),(56 504.96768),(57 505.15604),(58 496.70242),(59 497.5537),(60 496.6147),(61 499.932),(62 505.7728),(63 517.05646),(64 518.5208),(65 512.3436),(66 513.4249),(67 508.14188),(68 510.55768),(69 513.178),(70 513.0055),(71 515.069),(72 511.23428),(73 512.19305),(74 523.2896),(75 531.52844),(76 530.6105),(77 524.51715),(78 517.3991),(79 522.18585),
(1 262.6828),(2 342.08713),(3 376.6425),(4 394.76654),(5 410.01913),(6 413.38422),(7 423.24603),(8 429.49884),(9 430.03378),(10 439.8335),(11 445.1604),(12 447.93515),(13 452.48203),(14 447.60385),(15 455.79208),(16 460.56763),(17 471.92523),(18 469.58292),(19 466.28137),(20 471.31152),(21 466.12396),(22 467.15338),(23 462.61267),(24 462.95728),(25 468.8888),(26 466.09277),(27 468.21124),(28 474.84125),(29 479.06024),(30 479.5893),(31 482.61697),(32 484.85587),(33 482.173),(34 484.27115),(35 485.04672),(36 488.62),(37 487.1635),(38 490.8337),(39 488.3616),(40 490.37454),(41 490.61215),(42 484.1761),(43 486.8223),(44 492.75763),(45 488.84705),(46 490.8574),(47 492.78262),(48 496.63477),(49 502.17386),(50 497.07864),(51 499.2885),(52 488.9341),(53 488.69904),(54 486.2981),(55 490.07083),(56 496.04364),(57 502.2597),(58 495.29922),(59 492.14664),(60 498.86176),(61 493.74298),(62 493.9826),(63 504.59998),(64 510.2751),(65 509.06488),(66 505.85724),(67 500.71008),(68 502.1221),(69 507.1079),(70 509.94437),(71 516.6652),(72 519.4793),(73 511.0161),(74 508.88104),(75 513.58887),(76 505.67438),(77 508.90564),(78 500.41022),(79 498.617),
(1 258.79337),(2 337.09875),(3 370.08984),(4 384.88538),(5 401.7491),(6 409.6354),(7 414.443),(8 425.331),(9 424.8469),(10 431.33096),(11 434.533),(12 436.9118),(13 430.91837),(14 435.95554),(15 438.3574),(16 446.07526),(17 449.16983),(18 451.19202),(19 456.54996),(20 462.14786),(21 457.18347),(22 454.4504),(23 458.38745),(24 460.3362),(25 464.3134),(26 458.75687),(27 472.08054),(28 474.28607),(29 471.43488),(30 468.04327),(31 467.81137),(32 471.92136),(33 473.91455),(34 474.66098),(35 472.79745),(36 472.96152),(37 471.80484),(38 471.1082),(39 473.30746),(40 475.84637),(41 477.97446),(42 479.23175),(43 494.30386),(44 493.92264),(45 494.84018),(46 494.30258),(47 488.7793),(48 494.25998),(49 496.24802),(50 491.71603),(51 495.4407),(52 492.8951),(53 495.38284),(54 498.87524),(55 499.7134),(56 501.8053),(57 497.55014),(58 495.44864),(59 501.41586),(60 501.53278),(61 498.17758),(62 497.0476),(63 500.50034),(64 501.76843),(65 502.54608),(66 499.38202),(67 495.22287),(68 492.1352),(69 497.24915),(70 502.1274),(71 504.99313),(72 505.65787),(73 504.65207),(74 506.34897),(75 506.88745),(76 505.25546),(77 494.98883),(78 496.14328),(79 501.73474),
(1 257.6949),(2 329.7017),(3 358.47256),(4 375.66647),(5 393.13055),(6 398.74844),(7 407.73114),(8 417.78192),(9 416.76666),(10 423.36017),(11 424.21063),(12 417.69446),(13 426.70395),(14 434.39166),(15 434.64258),(16 437.05118),(17 440.79022),(18 438.84256),(19 437.29752),(20 445.4639),(21 447.39264),(22 448.40866),(23 447.07013),(24 446.09216),(25 446.55685),(26 450.50827),(27 459.4525),(28 459.4474),(29 459.61218),(30 455.94226),(31 455.75766),(32 453.33157),(33 459.08618),(34 463.8482),(35 464.38455),(36 458.28305),(37 456.99646),(38 457.03915),(39 460.35303),(40 466.5532),(41 463.94144),(42 471.2618),(43 479.8993),(44 479.35645),(45 474.18478),(46 479.0523),(47 472.75436),(48 475.93304),(49 474.64954),(50 469.2701),(51 470.99567),(52 472.73093),(53 479.75824),(54 480.4106),(55 477.92215),(56 478.12262),(57 479.34494),(58 479.9546),(59 475.34702),(60 480.70132),(61 474.76773),(62 475.18457),(63 472.23254),(64 466.03397),(65 470.8747),(66 467.27985),(67 463.1232),(68 463.9263),(69 468.69458),(70 474.5927),(71 476.9992),(72 474.87354),(73 480.43018),(74 482.76205),(75 477.0888),(76 480.8285),(77 484.63522),(78 480.83972),(79 484.80725),
(1 244.32333),(2 314.9008),(3 348.44684),(4 364.58963),(5 378.3172),(6 383.43192),(7 395.9996),(8 403.4112),(9 405.2132),(10 405.64755),(11 413.4011),(12 413.331),(13 418.94968),(14 425.671),(15 430.7363),(16 430.82346),(17 435.3249),(18 437.89966),(19 435.651),(20 440.87057),(21 444.30743),(22 441.8916),(23 443.16705),(24 444.58496),(25 447.04132),(26 447.85748),(27 455.86798),(28 452.1554),(29 449.84662),(30 449.6139),(31 457.32657),(32 457.85382),(33 453.38535),(34 455.1728),(35 448.58847),(36 450.75916),(37 452.2431),(38 451.21735),(39 452.3245),(40 458.8939),(41 458.69177),(42 460.64185),(43 472.0902),(44 472.61514),(45 469.4369),(46 467.66782),(47 467.371),(48 469.39066),(49 468.11002),(50 467.4762),(51 462.48663),(52 462.4277),(53 465.12537),(54 462.44498),(55 464.1604),(56 463.96375),(57 463.73642),(58 464.814),(59 468.78754),(60 471.59717),(61 468.49084),(62 480.16354),(63 481.41824),(64 475.25717),(65 476.49524),(66 468.62198),(67 472.59988),(68 479.75464),(69 472.95197),(70 473.7182),(71 479.68686),(72 476.7692),(73 479.61237),(74 482.2692),(75 480.46848),(76 475.56467),(77 473.59485),(78 474.99866),(79 476.67142),
