1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 74.7708),(2 88.44437),(3 95.32894),(4 101.211464),(5 105.55909),(6 110.584145),(7 111.5732),(8 113.186295),(9 115.22303),(10 117.93293),(11 118.75026),(12 118.27043),(13 121.076065),(14 120.513374),(15 120.33523),(16 121.462036),(17 122.50734),(18 124.27366),(19 125.00691),(20 123.494446),(21 123.64065),(22 123.71053),(23 123.12298),(24 122.41656),(25 122.888214),(26 123.04863),(27 126.17165),(28 126.957695),(29 126.529564),(30 127.835396),(31 128.40703),(32 130.29494),(33 132.64426),(34 132.17186),(35 134.40335),(36 135.55687),(37 136.7004),(38 138.5619),(39 138.2382),(40 140.33975),(41 141.17729),(42 141.8946),(43 142.02257),(44 142.21005),(45 144.18869),(46 145.96881),(47 147.55145),(48 148.40988),(49 147.40984),(50 149.76091),(51 148.86452),(52 148.0222),(53 147.54507),(54 148.23215),(55 148.1691),(56 147.90997),(57 146.6239),(58 147.33452),(59 146.63913),(60 147.42494),(61 148.16116),(62 146.83098),(63 147.33762),(64 146.63713),(65 147.05725),(66 146.48444),(67 146.01949),(68 146.82764),(69 146.9363),(70 147.27892),(71 146.5813),(72 145.94473),(73 147.02298),(74 146.0443),(75 147.17476),(76 146.23926),(77 146.45541),(78 145.77974),(79 146.51459),
(1 73.590004),(2 87.43999),(3 94.85734),(4 99.19884),(5 104.89055),(6 110.24689),(7 112.06031),(8 114.44379),(9 115.752144),(10 115.06513),(11 116.39423),(12 115.92383),(13 118.70502),(14 118.56257),(15 118.86726),(16 118.99532),(17 120.121574),(18 121.22738),(19 121.2433),(20 120.957535),(21 121.31043),(22 121.04872),(23 121.549324),(24 121.38246),(25 122.33338),(26 122.95992),(27 125.89712),(28 126.84185),(29 128.24431),(30 130.6592),(31 130.76291),(32 130.87495),(33 133.70145),(34 134.50703),(35 136.70447),(36 138.19215),(37 139.51707),(38 141.81918),(39 140.01872),(40 140.00963),(41 140.8666),(42 142.91328),(43 142.912),(44 142.98209),(45 143.46681),(46 145.46176),(47 147.24907),(48 147.87582),(49 147.81041),(50 147.87183),(51 148.72041),(52 149.25993),(53 149.49802),(54 149.54198),(55 148.61751),(56 148.07906),(57 148.20526),(58 147.02643),(59 146.33554),(60 147.471),(61 147.66191),(62 146.40433),(63 146.07426),(64 144.51245),(65 145.42058),(66 145.2284),(67 145.2083),(68 144.1912),(69 145.83588),(70 145.43008),(71 144.82889),(72 144.47208),(73 144.1489),(74 143.65186),(75 145.0882),(76 146.07552),(77 144.73708),(78 144.25989),(79 144.70427),
(1 74.59531),(2 87.7506),(3 95.56565),(4 100.36846),(5 104.9072),(6 109.693825),(7 112.38269),(8 115.43254),(9 118.112465),(10 120.75555),(11 121.3596),(12 121.267),(13 124.37977),(14 125.080765),(15 123.680336),(16 125.640686),(17 126.47697),(18 125.703186),(19 125.72903),(20 125.13857),(21 123.707634),(22 124.59695),(23 124.458496),(24 124.56905),(25 124.852486),(26 124.835815),(27 130.19937),(28 130.68063),(29 132.25658),(30 134.44316),(31 136.23576),(32 136.58458),(33 138.34866),(34 141.29425),(35 142.51456),(36 143.67137),(37 144.55458),(38 147.55434),(39 146.2624),(40 147.7912),(41 149.15765),(42 150.63113),(43 149.88995),(44 151.19432),(45 151.59988),(46 152.646),(47 153.83481),(48 153.3193),(49 152.9177),(50 152.85464),(51 153.56668),(52 153.3379),(53 153.39368),(54 153.25542),(55 151.69102),(56 151.88594),(57 151.67921),(58 150.09518),(59 149.00465),(60 149.40288),(61 149.139),(62 148.06465),(63 146.53654),(64 145.63109),(65 146.68811),(66 147.54791),(67 149.39328),(68 148.60948),(69 149.5099),(70 150.08386),(71 149.77675),(72 149.69662),(73 150.87784),(74 150.12048),(75 150.1206),(76 148.77612),(77 149.20256),(78 149.2391),(79 148.56902),
(1 70.688965),(2 83.10083),(3 91.157074),(4 95.210686),(5 99.391235),(6 104.12451),(7 106.22176),(8 110.05051),(9 111.297165),(10 112.76782),(11 113.80277),(12 113.395355),(13 115.91593),(14 116.88533),(15 115.68807),(16 115.97684),(17 117.06163),(18 116.87638),(19 116.362564),(20 117.84823),(21 116.690216),(22 117.045975),(23 117.339966),(24 116.06783),(25 116.697044),(26 117.099915),(27 119.92085),(28 119.12857),(29 122.49706),(30 123.83998),(31 124.62507),(32 127.661736),(33 129.07924),(34 131.28214),(35 132.87549),(36 135.02094),(37 136.58002),(38 137.76216),(39 138.25829),(40 139.54507),(41 139.80086),(42 140.76994),(43 141.38733),(44 141.95663),(45 142.1526),(46 143.09338),(47 143.42184),(48 144.90729),(49 144.10115),(50 145.05774),(51 146.76245),(52 145.21075),(53 146.53287),(54 146.98692),(55 144.31253),(56 144.66045),(57 143.36261),(58 143.2243),(59 143.48749),(60 141.1388),(61 140.13232),(62 139.60152),(63 139.11691),(64 139.11552),(65 139.77647),(66 140.53987),(67 140.79189),(68 141.42297),(69 142.15485),(70 142.26088),(71 142.8972),(72 141.14795),(73 141.82115),(74 142.28409),(75 142.64769),(76 142.36116),(77 141.74266),(78 143.4677),(79 143.43428),
(1 70.540535),(2 84.01432),(3 91.09351),(4 95.46903),(5 99.63732),(6 104.517365),(7 106.38725),(8 108.19275),(9 110.3515),(10 111.75062),(11 113.71379),(12 113.51601),(13 116.37645),(14 116.57327),(15 116.812706),(16 118.632996),(17 120.3145),(18 119.45772),(19 119.663895),(20 120.29551),(21 120.174576),(22 120.0715),(23 120.5816),(24 118.76535),(25 119.78537),(26 120.24654),(27 123.223404),(28 122.676605),(29 124.36131),(30 126.81373),(31 126.82371),(32 127.529396),(33 129.69614),(34 131.6491),(35 133.96509),(36 134.04105),(37 135.06436),(38 136.11188),(39 135.286),(40 135.97151),(41 136.01295),(42 137.08452),(43 137.0415),(44 139.58119),(45 139.58157),(46 139.86455),(47 140.67859),(48 141.24216),(49 142.7127),(50 142.26642),(51 143.699),(52 141.90645),(53 140.76035),(54 142.62314),(55 143.09126),(56 143.48999),(57 142.67386),(58 143.7515),(59 143.77524),(60 143.698),(61 143.51903),(62 141.33736),(63 141.84038),(64 142.11713),(65 143.22765),(66 143.12996),(67 143.61073),(68 145.53096),(69 146.556),(70 145.6983),(71 144.81673),(72 144.36815),(73 145.21426),(74 144.85983),(75 144.4908),(76 144.9955),(77 144.06027),(78 143.81639),(79 145.33777),
(1 70.19538),(2 82.13879),(3 87.9881),(4 93.57781),(5 96.31233),(6 101.23414),(7 103.44191),(8 104.781555),(9 106.90788),(10 109.25527),(11 109.39244),(12 110.9748),(13 112.9699),(14 113.03471),(15 112.88652),(16 112.94416),(17 113.62464),(18 113.58966),(19 114.21898),(20 115.08097),(21 115.79361),(22 116.509926),(23 117.04184),(24 114.8919),(25 116.33353),(26 116.183395),(27 119.07139),(28 118.561775),(29 120.80285),(30 122.124596),(31 123.43408),(32 125.38941),(33 126.740746),(34 127.45819),(35 127.482895),(36 129.02371),(37 129.7753),(38 130.87213),(39 130.5505),(40 131.26855),(41 130.68056),(42 131.91165),(43 131.24245),(44 132.96042),(45 133.0418),(46 131.56412),(47 133.02827),(48 135.63977),(49 135.77948),(50 135.68985),(51 135.25504),(52 135.97781),(53 135.52077),(54 136.18758),(55 136.49402),(56 136.471),(57 135.46239),(58 135.75769),(59 136.43259),(60 135.4894),(61 135.67615),(62 135.56355),(63 135.057),(64 134.64067),(65 137.61063),(66 136.96791),(67 136.51627),(68 137.7223),(69 138.26988),(70 138.68224),(71 138.98766),(72 138.90999),(73 139.53189),(74 139.70238),(75 138.35826),(76 138.30258),(77 138.47484),(78 137.45601),(79 139.5278),
(1 69.30769),(2 81.61358),(3 89.609146),(4 94.516136),(5 98.3152),(6 103.592735),(7 105.036766),(8 108.01463),(9 109.87697),(10 112.28664),(11 111.735855),(12 112.70525),(13 114.65611),(14 114.62515),(15 114.76022),(16 114.8598),(17 115.27728),(18 115.58525),(19 116.16353),(20 116.755684),(21 117.60671),(22 117.450745),(23 116.61463),(24 114.884834),(25 116.04087),(26 116.69533),(27 118.25074),(28 118.019325),(29 118.7225),(30 120.9961),(31 122.49967),(32 125.2632),(33 125.82331),(34 125.68233),(35 126.0776),(36 127.26478),(37 128.57573),(38 130.0887),(39 128.75047),(40 130.20862),(41 131.52095),(42 133.52635),(43 134.03333),(44 135.51793),(45 135.8005),(46 136.05557),(47 135.77626),(48 136.47945),(49 137.83954),(50 138.99083),(51 138.44835),(52 139.36212),(53 137.92854),(54 139.65096),(55 140.39635),(56 138.71324),(57 138.09334),(58 137.55713),(59 137.19139),(60 136.10976),(61 136.31914),(62 136.50809),(63 134.96346),(64 134.39081),(65 135.60594),(66 137.27777),(67 137.69775),(68 138.36131),(69 138.73088),(70 140.04268),(71 140.49892),(72 140.79617),(73 141.87068),(74 141.72284),(75 140.9793),(76 140.51953),(77 141.60573),(78 141.70596),(79 141.3598),
(1 68.0377),(2 80.82455),(3 86.77615),(4 92.387474),(5 96.52755),(6 101.17528),(7 103.20483),(8 104.455574),(9 105.22514),(10 106.95333),(11 107.65012),(12 107.73624),(13 109.521),(14 110.10272),(15 109.40204),(16 110.44499),(17 110.707756),(18 112.16315),(19 114.19136),(20 115.259094),(21 116.28024),(22 114.30628),(23 114.856094),(24 112.77691),(25 113.423874),(26 113.03427),(27 116.05011),(28 116.05116),(29 118.26916),(30 119.80979),(31 121.538734),(32 123.1213),(33 125.37268),(34 125.05661),(35 126.499466),(36 128.02327),(37 128.4298),(38 130.58849),(39 129.90187),(40 131.51807),(41 131.89249),(42 132.62404),(43 133.78873),(44 136.19363),(45 136.8432),(46 137.55907),(47 137.99666),(48 138.71933),(49 137.89241),(50 138.15834),(51 138.69464),(52 137.59865),(53 136.46506),(54 138.86661),(55 138.63637),(56 138.7667),(57 138.2924),(58 137.795),(59 138.31984),(60 137.09608),(61 137.61032),(62 137.70468),(63 136.15807),(64 135.3434),(65 136.48572),(66 137.44553),(67 136.4372),(68 137.06494),(69 137.59831),(70 139.07608),(71 138.98619),(72 138.35696),(73 137.84738),(74 137.58067),(75 137.70593),(76 137.05182),(77 136.77202),(78 136.00188),(79 136.8278),
(1 65.1796),(2 78.27064),(3 84.68156),(4 90.54198),(5 94.61209),(6 97.826805),(7 99.75786),(8 100.92079),(9 102.8008),(10 104.1191),(11 105.16357),(12 106.962845),(13 109.077675),(14 109.10698),(15 109.25031),(16 109.67611),(17 110.15228),(18 110.46465),(19 110.05888),(20 111.79564),(21 113.652565),(22 113.223755),(23 113.629265),(24 112.40306),(25 113.60102),(26 112.05524),(27 114.62155),(28 114.69883),(29 116.46877),(30 119.26385),(31 120.010284),(32 121.44468),(33 122.78805),(34 123.36878),(35 123.42056),(36 125.12048),(37 125.75021),(38 128.3323),(39 127.74851),(40 128.10666),(41 127.16671),(42 127.90924),(43 128.15662),(44 129.55025),(45 129.01491),(46 128.63431),(47 129.00739),(48 129.08862),(49 129.9122),(50 129.23279),(51 129.00229),(52 127.74898),(53 128.26854),(54 129.58072),(55 129.52722),(56 129.33751),(57 128.94125),(58 129.86967),(59 130.2413),(60 129.97842),(61 130.83878),(62 130.7032),(63 129.22849),(64 128.9909),(65 130.1827),(66 130.27243),(67 130.50989),(68 130.26527),(69 131.43703),(70 131.02267),(71 130.53459),(72 130.43675),(73 132.28465),(74 131.19986),(75 131.51001),(76 130.62512),(77 131.61325),(78 131.04434),(79 130.77878),
(1 65.93818),(2 77.84901),(3 84.00385),(4 89.70731),(5 93.54758),(6 96.56036),(7 99.53585),(8 101.2569),(9 102.72376),(10 104.37371),(11 105.84342),(12 106.30872),(13 108.254295),(14 108.29948),(15 108.58947),(16 109.412636),(17 107.89933),(18 109.783035),(19 110.86227),(20 110.18762),(21 110.97956),(22 111.52935),(23 110.149254),(24 109.40013),(25 112.44203),(26 112.35779),(27 113.63235),(28 114.06564),(29 115.97359),(30 117.71026),(31 120.36583),(32 121.99573),(33 123.279045),(34 125.24794),(35 124.90447),(36 127.79678),(37 127.70311),(38 129.48721),(39 128.9077),(40 130.42784),(41 131.88016),(42 133.11458),(43 134.04591),(44 135.14049),(45 136.0967),(46 136.69463),(47 135.44652),(48 136.58882),(49 136.72708),(50 137.43456),(51 136.06921),(52 134.60382),(53 134.5588),(54 135.41034),(55 135.74506),(56 135.65614),(57 136.77618),(58 135.75673),(59 134.55475),(60 132.90672),(61 133.22086),(62 133.3996),(63 132.7421),(64 131.2524),(65 132.61722),(66 132.50276),(67 133.37897),(68 132.93716),(69 135.02159),(70 134.2678),(71 136.42061),(72 134.73607),(73 134.83487),(74 134.50392),(75 133.64543),(76 133.11801),(77 133.53972),(78 133.48679),(79 133.31952),
(1 65.555534),(2 77.23944),(3 83.38779),(4 89.59269),(5 92.77293),(6 95.27174),(7 98.96606),(8 101.03956),(9 102.74859),(10 105.27321),(11 105.825935),(12 107.58883),(13 108.00368),(14 108.08911),(15 107.7861),(16 108.72086),(17 108.129745),(18 107.94587),(19 109.20479),(20 107.95661),(21 108.99699),(22 109.563805),(23 110.20231),(24 109.83582),(25 110.93371),(26 110.52591),(27 113.28454),(28 114.36631),(29 115.79327),(30 117.908066),(31 118.68565),(32 120.625824),(33 121.16362),(34 123.80765),(35 125.45893),(36 127.03755),(37 127.82181),(38 128.51497),(39 127.55583),(40 127.94449),(41 128.62363),(42 129.64685),(43 130.02074),(44 130.29079),(45 131.68953),(46 130.24013),(47 130.983),(48 131.83464),(49 132.66902),(50 132.31844),(51 131.5736),(52 131.71059),(53 130.54788),(54 131.94359),(55 132.90814),(56 133.25757),(57 133.81065),(58 133.46153),(59 132.5157),(60 132.50815),(61 132.41183),(62 132.24063),(63 131.9205),(64 131.61317),(65 134.44438),(66 134.92603),(67 135.43767),(68 134.74693),(69 135.54492),(70 136.0047),(71 136.42813),(72 135.49983),(73 136.30118),(74 136.24568),(75 136.20428),(76 134.88266),(77 136.21892),(78 135.75067),(79 136.46979),
(1 63.763805),(2 76.20998),(3 82.15875),(4 86.57634),(5 91.31035),(6 94.3667),(7 97.3436),(8 99.55184),(9 102.14913),(10 104.062386),(11 104.529724),(12 105.26139),(13 106.28178),(14 106.06109),(15 107.343735),(16 108.03421),(17 109.240906),(18 109.23291),(19 109.74329),(20 109.03538),(21 109.20554),(22 109.93965),(23 110.6093),(24 110.058395),(25 110.99462),(26 109.98173),(27 112.812515),(28 112.36836),(29 113.40199),(30 115.074234),(31 115.850815),(32 117.36297),(33 120.570015),(34 120.7445),(35 122.303925),(36 122.59365),(37 123.92584),(38 125.21274),(39 123.64261),(40 124.13177),(41 124.48069),(42 125.24514),(43 126.17486),(44 126.889435),(45 129.09653),(46 128.03004),(47 129.84956),(48 131.02362),(49 130.75731),(50 131.24313),(51 129.74104),(52 129.59068),(53 128.70369),(54 128.32838),(55 129.195),(56 129.09756),(57 128.71376),(58 128.30328),(59 127.52248),(60 126.303),(61 126.91936),(62 126.898384),(63 125.512566),(64 123.93449),(65 124.74439),(66 125.01836),(67 125.12575),(68 126.54913),(69 126.3084),(70 127.08444),(71 126.709366),(72 125.870544),(73 125.82431),(74 126.00609),(75 123.21817),(76 122.48507),(77 122.174675),(78 121.737),(79 123.48177),
(1 63.51109),(2 76.360466),(3 82.68152),(4 87.09235),(5 90.48025),(6 95.194725),(7 98.07941),(8 99.86124),(9 100.895065),(10 102.076866),(11 103.44163),(12 103.63671),(13 105.23387),(14 104.623085),(15 105.44161),(16 106.21251),(17 107.66452),(18 108.674324),(19 107.84574),(20 107.309006),(21 107.94622),(22 107.72917),(23 107.70525),(24 107.09528),(25 108.38758),(26 108.519455),(27 111.042274),(28 110.927444),(29 111.62649),(30 113.39251),(31 114.94472),(32 116.634995),(33 117.97034),(34 119.3031),(35 121.799255),(36 122.14054),(37 123.55032),(38 123.708244),(39 122.96301),(40 123.18249),(41 124.765114),(42 125.12584),(43 127.267204),(44 127.29006),(45 127.660736),(46 128.18562),(47 128.68474),(48 129.17603),(49 129.3543),(50 128.92772),(51 128.1635),(52 129.78415),(53 129.75226),(54 130.07045),(55 129.95413),(56 130.05176),(57 129.91956),(58 130.49149),(59 129.59828),(60 130.3552),(61 130.96428),(62 130.93987),(63 130.23148),(64 129.59633),(65 129.92427),(66 130.5899),(67 132.50829),(68 132.23512),(69 133.05965),(70 135.18243),(71 136.38963),(72 136.12811),(73 135.82938),(74 135.77155),(75 135.49933),(76 134.6858),(77 135.52687),(78 135.2823),(79 135.71266),
(1 62.42603),(2 74.72609),(3 80.42196),(4 85.47964),(5 88.821754),(6 93.493675),(7 95.735565),(8 96.97021),(9 98.29188),(10 99.97725),(11 100.55528),(12 100.16715),(13 101.04775),(14 102.232),(15 101.21497),(16 102.81313),(17 103.14041),(18 104.97883),(19 104.28026),(20 103.79788),(21 104.48591),(22 104.22875),(23 104.578),(24 103.313965),(25 104.92819),(26 106.155205),(27 108.43354),(28 107.27681),(29 107.312836),(30 111.341934),(31 110.3388),(32 111.78144),(33 113.904045),(34 114.77758),(35 116.9373),(36 116.495804),(37 118.33901),(38 120.1713),(39 119.080956),(40 119.86569),(41 119.32432),(42 119.99849),(43 121.12451),(44 121.90085),(45 122.59012),(46 122.75369),(47 123.08072),(48 123.192955),(49 123.62331),(50 123.56008),(51 123.088165),(52 124.92882),(53 122.98402),(54 123.975235),(55 123.80654),(56 122.3284),(57 121.95578),(58 122.24686),(59 122.05044),(60 122.05135),(61 122.62102),(62 123.13),(63 121.522514),(64 121.37914),(65 121.378265),(66 121.12189),(67 122.21967),(68 122.76118),(69 123.554085),(70 123.10879),(71 124.345894),(72 124.80894),(73 124.20686),(74 124.59473),(75 123.474625),(76 122.87123),(77 122.04706),(78 121.3701),(79 122.84916),
(1 62.134445),(2 74.80567),(3 81.686844),(4 84.8844),(5 87.77679),(6 92.66837),(7 94.53479),(8 97.2034),(9 97.605736),(10 99.2516),(11 99.82387),(12 101.354675),(13 102.26532),(14 102.61101),(15 102.33148),(16 103.99466),(17 104.21359),(18 104.9081),(19 104.64421),(20 104.10526),(21 105.096146),(22 104.5225),(23 105.00052),(24 104.29783),(25 105.64047),(26 105.76809),(27 109.38406),(28 108.291016),(29 110.064735),(30 113.199196),(31 113.78345),(32 115.557945),(33 116.727066),(34 119.866005),(35 120.67081),(36 121.5058),(37 122.29255),(38 123.568634),(39 123.21069),(40 125.51441),(41 125.86724),(42 127.49566),(43 126.84431),(44 126.563),(45 125.88323),(46 128.07442),(47 127.4601),(48 126.246925),(49 126.8385),(50 127.77345),(51 128.01889),(52 129.58145),(53 127.2303),(54 128.34993),(55 128.67393),(56 128.67336),(57 127.778435),(58 127.55245),(59 126.993454),(60 126.69999),(61 126.450935),(62 127.60984),(63 125.68734),(64 125.71249),(65 125.04032),(66 125.508385),(67 125.88192),(68 125.69614),(69 126.92775),(70 126.087425),(71 127.29422),(72 127.68451),(73 128.12355),(74 126.93178),(75 127.58327),(76 126.26527),(77 127.78849),(78 127.54781),(79 127.725296),
(1 61.87529),(2 73.418884),(3 79.61368),(4 83.3452),(5 87.8132),(6 90.778496),(7 92.436775),(8 95.12479),(9 94.99612),(10 95.6372),(11 97.38251),(12 98.46092),(13 98.3813),(14 98.353325),(15 98.32037),(16 98.965454),(17 99.17582),(18 99.23602),(19 98.99803),(20 100.36427),(21 101.502045),(22 101.875694),(23 101.72227),(24 101.57521),(25 102.01274),(26 102.29943),(27 105.78573),(28 106.32212),(29 106.44559),(30 107.78841),(31 109.02549),(32 111.05369),(33 112.80677),(34 113.97314),(35 115.62289),(36 116.57316),(37 117.659225),(38 119.62988),(39 120.5971),(40 122.13401),(41 121.67236),(42 123.518616),(43 123.63349),(44 123.343025),(45 122.56314),(46 124.934586),(47 123.74178),(48 124.04596),(49 123.70002),(50 123.92638),(51 122.57421),(52 122.35187),(53 122.848495),(54 123.28425),(55 122.180954),(56 122.732086),(57 122.07336),(58 121.326294),(59 121.26108),(60 120.28297),(61 120.26694),(62 120.96282),(63 120.20805),(64 120.052986),(65 119.83807),(66 121.26476),(67 121.52947),(68 121.489174),(69 123.27359),(70 122.45664),(71 124.64592),(72 125.41392),(73 125.816284),(74 125.457306),(75 125.87119),(76 126.0744),(77 126.78298),(78 126.61691),(79 125.79472),
(1 61.065037),(2 73.125145),(3 78.070145),(4 82.78601),(5 86.99495),(6 90.44427),(7 93.06357),(8 94.41892),(9 94.61776),(10 94.88892),(11 96.30414),(12 97.16582),(13 97.88487),(14 98.23803),(15 98.21916),(16 98.465744),(17 99.446144),(18 100.002975),(19 99.90624),(20 99.791725),(21 100.857346),(22 100.91284),(23 99.78753),(24 99.8484),(25 100.20099),(26 100.85903),(27 103.33803),(28 103.43062),(29 106.5016),(30 106.25857),(31 107.7122),(32 109.82039),(33 111.35301),(34 113.96826),(35 115.015686),(36 116.06835),(37 116.63325),(38 118.12949),(39 116.95519),(40 117.84765),(41 118.62242),(42 120.094666),(43 119.20184),(44 119.30483),(45 119.976814),(46 121.533325),(47 122.090485),(48 123.177),(49 123.1016),(50 123.181885),(51 122.40558),(52 121.66547),(53 122.22731),(54 123.14625),(55 122.66266),(56 122.92342),(57 122.73745),(58 121.8846),(59 120.987595),(60 120.59939),(61 121.22176),(62 120.97268),(63 121.40188),(64 121.2568),(65 121.701744),(66 122.06952),(67 122.110565),(68 121.42607),(69 121.86117),(70 121.015945),(71 121.31696),(72 120.50416),(73 119.9902),(74 120.80592),(75 118.78425),(76 118.656105),(77 119.57092),(78 119.054214),(79 118.59534),
(1 61.086285),(2 71.95784),(3 77.865105),(4 82.29374),(5 85.67845),(6 88.9981),(7 91.176796),(8 92.2114),(9 93.25073),(10 94.60566),(11 95.98768),(12 96.578545),(13 99.41536),(14 99.19622),(15 99.09022),(16 99.18216),(17 99.526474),(18 99.98819),(19 98.344826),(20 100.13184),(21 99.47475),(22 99.80567),(23 99.89073),(24 98.71421),(25 100.60872),(26 100.05319),(27 101.18314),(28 101.36414),(29 102.89458),(30 105.15423),(31 105.190926),(32 107.649086),(33 110.79171),(34 111.15638),(35 111.57864),(36 114.623116),(37 114.62271),(38 115.74948),(39 115.07477),(40 115.54824),(41 115.68165),(42 116.504105),(43 116.067825),(44 115.73936),(45 115.05208),(46 115.91001),(47 117.13539),(48 118.23261),(49 118.22933),(50 117.92053),(51 117.064064),(52 117.04266),(53 116.72031),(54 116.061646),(55 117.45781),(56 116.466064),(57 116.516464),(58 116.47284),(59 116.16381),(60 115.51265),(61 115.62027),(62 114.99739),(63 114.47265),(64 114.29771),(65 115.12072),(66 116.00719),(67 117.23065),(68 117.728546),(69 117.81961),(70 118.50788),(71 118.921585),(72 119.59867),(73 119.40566),(74 119.56908),(75 117.315346),(76 118.191154),(77 118.40189),(78 119.03386),(79 118.57107),
