1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21982.852),(2 24233.209),(3 28247.467),(4 28869.84),(5 33357.95),(6 34529.54),(7 36209.34),(8 37987.98),(9 39840.453),(10 39119.695),(11 39753.51),(12 40770.34),(13 41707.13),(14 42883.41),(15 44800.996),(16 46099.082),(17 47238.586),(18 48476.957),(19 49122.586),(20 49890.004),(21 51497.105),(22 52940.82),(23 53163.95),(24 53666.81),(25 55030.92),(26 56740.832),(27 57479.426),(28 57333),(29 57998.066),(30 59102.426),(31 59029.17),(32 59750.484),(33 60342.18),(34 61502.094),(35 62164.96),(36 63241.727),(37 64140.258),(38 63908.34),(39 63282.504),(40 63399.996),(41 63300.082),(42 62812.973),(43 63152.24),(44 63323.87),(45 63121.586),(46 62598.484),(47 63177.44),(48 63768.05),(49 64115.61),(50 64230.36),(51 64240.31),(52 65024.258),(53 65146.336),(54 66447.27),(55 66336.68),(56 66174.57),(57 66203.016),(58 66551.305),(59 66065.78),(60 65831.99),(61 65454.05),(62 65694.27),(63 66492.46),(64 65969.07),(65 66676.51),(66 66956.81),(67 67696.8),(68 68026.64),(69 68323.93),(70 69249.98),(71 68671.32),(72 68431.48),(73 68457.19),(74 67641.2),(75 68049.81),(76 67656.414),(77 68081.7),(78 68443.56),(79 69011.96),
(1 20833.818),(2 23297.756),(3 27045.174),(4 27559.58),(5 32123.432),(6 32995.44),(7 35127.71),(8 36211.184),(9 38254.063),(10 37603.6),(11 37865.938),(12 38918.27),(13 40814.055),(14 41354.13),(15 43196.773),(16 43623.41),(17 45469.406),(18 45786.27),(19 47290.414),(20 47754.64),(21 49689.79),(22 51239.31),(23 51872.273),(24 52039.418),(25 53329.383),(26 54391.254),(27 54864.473),(28 54728.42),(29 55662.645),(30 56162.477),(31 56956.555),(32 57311.84),(33 58435.805),(34 59048.027),(35 59659.29),(36 60231.453),(37 60735.242),(38 60911.8),(39 60603.535),(40 60916.613),(41 60870.84),(42 61255.855),(43 61557.258),(44 61834.254),(45 61201.766),(46 60549.48),(47 61705.27),(48 62150),(49 62752.734),(50 62750.676),(51 63551.12),(52 63770.22),(53 63649.07),(54 64393.832),(55 64397.184),(56 64906.355),(57 65244.848),(58 65307.715),(59 65619.14),(60 65317.492),(61 65396.36),(62 64872.117),(63 65181.984),(64 65989.65),(65 66171.95),(66 66903.22),(67 66773.2),(68 67873.72),(69 68090.07),(70 68918.086),(71 69436.32),(72 69568.12),(73 68553.79),(74 68279.25),(75 68783.36),(76 69058.65),(77 69981.56),(78 70099.38),(79 70493.79),
(1 20300.95),(2 22339.148),(3 26809.848),(4 26854.082),(5 31367.775),(6 32279.465),(7 34462.66),(8 35699.715),(9 37064.395),(10 37168.6),(11 37574.316),(12 38456.445),(13 40928.098),(14 41855.273),(15 43742.84),(16 44364.293),(17 45549.363),(18 46249.53),(19 47241.22),(20 48340.695),(21 49904.58),(22 50957.832),(23 52015.18),(24 52632.395),(25 53610.23),(26 55097.918),(27 55237.3),(28 54899.016),(29 55944.426),(30 57035.508),(31 57492.96),(32 57685.754),(33 59219.04),(34 60321.547),(35 60971.15),(36 61742.332),(37 62158.875),(38 62048.133),(39 61346.25),(40 62187.793),(41 62390.996),(42 62349.277),(43 63069.508),(44 63108.523),(45 62798.66),(46 63108.44),(47 64072.168),(48 64557.92),(49 64628.605),(50 64978.918),(51 64735.88),(52 65217.34),(53 65764.92),(54 65645.54),(55 66302.53),(56 66223.055),(57 66405.88),(58 66095.336),(59 66821.125),(60 66453.12),(61 66840.26),(62 66246.64),(63 66210.87),(64 66087.91),(65 65657.14),(66 66844.38),(67 66004.01),(68 67609.62),(69 67950.49),(70 69068.02),(71 69034.05),(72 68937.26),(73 68692.484),(74 68145.46),(75 68034.805),(76 68040.99),(77 68499.59),(78 68484.414),(79 69004.4),
(1 20108.951),(2 22128.803),(3 26123.918),(4 26418.15),(5 30586.178),(6 31610.291),(7 33358.348),(8 35173.52),(9 36691.625),(10 36620.6),(11 37619.84),(12 38705.54),(13 41035.332),(14 41362.707),(15 43306.21),(16 43735.55),(17 45268.92),(18 45045.133),(19 46709.96),(20 47758.633),(21 49537.793),(22 50371.56),(23 51461.406),(24 52059.188),(25 52658.91),(26 54246.016),(27 53789.33),(28 54256.555),(29 54695.38),(30 55593.203),(31 56227.406),(32 56335.89),(33 57967.203),(34 58003.28),(35 59322.516),(36 60028.734),(37 60184.51),(38 60778.81),(39 60286.875),(40 61225.73),(41 61418.727),(42 61327.176),(43 61199),(44 61129.16),(45 61422.105),(46 62023.17),(47 62330.54),(48 62409.504),(49 62170.46),(50 62713.2),(51 61941.066),(52 62347.33),(53 63035.32),(54 62843.242),(55 63908.313),(56 63641.594),(57 64351.38),(58 63741.45),(59 64129.97),(60 64073.84),(61 63786.01),(62 64035.207),(63 64409.56),(64 64867.03),(65 64118.523),(66 65386.09),(67 65410.566),(68 66052.03),(69 67670.72),(70 67759.35),(71 68262.31),(72 67220.26),(73 67780.414),(74 67054.766),(75 67283.81),(76 67489.62),(77 67347.75),(78 67033.06),(79 67719.94),
(1 19640.941),(2 21602.092),(3 25313.893),(4 25646.73),(5 29529.2),(6 30357.156),(7 32563.563),(8 33981.957),(9 35794.215),(10 35240.3),(11 36603.152),(12 37897.434),(13 40075.457),(14 40711.82),(15 42686.023),(16 42580.098),(17 44270.586),(18 44825.094),(19 46405.79),(20 47621.03),(21 49217.945),(22 50022.813),(23 51331.492),(24 52594.887),(25 53212.652),(26 53694.31),(27 53733.832),(28 54253.11),(29 54615.582),(30 56070.098),(31 56458.074),(32 56326.465),(33 58204.605),(34 58961.113),(35 59346.496),(36 59524.24),(37 59705.04),(38 59989.4),(39 59897.918),(40 60620.355),(41 60463.934),(42 60832.434),(43 60695.758),(44 60949.293),(45 60997.82),(46 61430.96),(47 61424.984),(48 61830.38),(49 61456.28),(50 61930.066),(51 61919.49),(52 62553.35),(53 63316.016),(54 63237.016),(55 64292.563),(56 63888.254),(57 64459.297),(58 64302.24),(59 64923.96),(60 64336.63),(61 63842.04),(62 64051.953),(63 63619.66),(64 64458.313),(65 63857.46),(66 64524.66),(67 65112.047),(68 65108.633),(69 66003.29),(70 66108.12),(71 67217.65),(72 66243.71),(73 67236.2),(74 65904.08),(75 66554.586),(76 66052.766),(77 66504.63),(78 66048.85),(79 66540.06),
(1 18664.85),(2 20621.97),(3 24244.092),(4 24627.66),(5 28281.592),(6 28965.81),(7 31582.57),(8 32738.777),(9 34435.49),(10 33896.492),(11 35083.08),(12 36459.62),(13 38235.49),(14 38936.06),(15 40470.934),(16 41279.09),(17 41526.234),(18 41694.49),(19 43420.66),(20 44377.918),(21 45812.164),(22 46126.184),(23 47143.066),(24 48169.03),(25 49003.367),(26 48878),(27 49321.184),(28 50019.574),(29 50725.195),(30 51758.77),(31 52545.566),(32 52908.188),(33 54180.555),(34 54540.305),(35 55309.63),(36 55944.754),(37 56893.94),(38 57196.305),(39 57412.742),(40 57593.965),(41 57908.324),(42 57496.45),(43 57992.74),(44 58303.492),(45 58352.66),(46 58653.832),(47 58568.402),(48 58709.72),(49 58710.32),(50 59067.063),(51 59055.57),(52 59378.18),(53 59408.395),(54 58886.043),(55 59658.387),(56 60024.844),(57 60576.754),(58 60374.77),(59 61011.05),(60 60862.848),(61 60672.66),(62 60371.688),(63 60131.91),(64 60441.54),(65 60003.418),(66 60352.754),(67 60550.043),(68 60927.59),(69 60645.543),(70 60867.633),(71 61304.703),(72 61006.832),(73 61368.926),(74 60867.184),(75 61252.195),(76 60587.83),(77 60862.613),(78 60876.027),(79 61273.49),
(1 17902.602),(2 19713.646),(3 23612.318),(4 23565.672),(5 27433.594),(6 27642.662),(7 30067.283),(8 30619.537),(9 32330.14),(10 32068.307),(11 33249),(12 34395.06),(13 36126.043),(14 36660.46),(15 38793.58),(16 39060.84),(17 39635.543),(18 40107.832),(19 41909.598),(20 42841.035),(21 43893.645),(22 45174.23),(23 46263.7),(24 47300.285),(25 48069.22),(26 48539.08),(27 48864.344),(28 49424.625),(29 50626.72),(30 51033.63),(31 51315.76),(32 52072.09),(33 53092.527),(34 53780.67),(35 54162.293),(36 54905.254),(37 55273.05),(38 55297.043),(39 55747.434),(40 55344.297),(41 55974.395),(42 55807.125),(43 56626.42),(44 56640.62),(45 57055.145),(46 57175.156),(47 57316.61),(48 56766.605),(49 57608.168),(50 57314.254),(51 57156.406),(52 57405.156),(53 57414.23),(54 57598.496),(55 58125.125),(56 58892.605),(57 59122.58),(58 59477.95),(59 60060.95),(60 59274.61),(61 59478.08),(62 59452.832),(63 59423.016),(64 59416.313),(65 59571.99),(66 60565.973),(67 59830.375),(68 60501.598),(69 60464.438),(70 60818.527),(71 60436.707),(72 60493.215),(73 60619.715),(74 60040.94),(75 60907.426),(76 60405.316),(77 59900.78),(78 59636.26),(79 59412.87),
(1 17535.559),(2 19530.44),(3 23290.91),(4 23338.39),(5 26827.566),(6 27786.521),(7 29863.9),(8 30804.379),(9 32326.484),(10 32463.164),(11 33690.266),(12 34404.97),(13 36405.613),(14 37114.84),(15 38609.465),(16 38493.35),(17 39629.543),(18 40730.94),(19 42009.03),(20 42917.027),(21 43881.92),(22 44349.3),(23 45528.824),(24 46887.258),(25 47312.926),(26 47901.824),(27 48532.094),(28 48920.453),(29 49780.82),(30 50808.547),(31 50967.832),(32 51890.28),(33 52540.223),(34 53362.973),(35 53960.22),(36 54626.746),(37 54705.742),(38 55219.266),(39 55474.19),(40 55925.34),(41 55966.383),(42 55742.117),(43 55946.465),(44 55834.043),(45 55658.19),(46 55465.727),(47 55778.973),(48 56028.355),(49 56439.715),(50 56502.504),(51 56160.473),(52 55872.137),(53 55796.76),(54 55877.684),(55 56578.055),(56 56897.594),(57 57638.91),(58 57584.54),(59 57742.105),(60 57375.8),(61 57095.06),(62 56763.11),(63 56954.12),(64 56861.598),(65 56491.668),(66 57773.406),(67 57405.69),(68 57714.207),(69 58168.316),(70 58461.926),(71 58078.1),(72 57968.4),(73 58253.895),(74 57826.273),(75 58472.504),(76 58022.582),(77 58070.715),(78 57660.227),(79 58095.176),
(1 17291.912),(2 18619.396),(3 22565.455),(4 22741.102),(5 26266.266),(6 26979.506),(7 29232.85),(8 29669.508),(9 31598.334),(10 31502.578),(11 32682.123),(12 33472.164),(13 35621.32),(14 36505.406),(15 38088.47),(16 37704.703),(17 39076.367),(18 40082.277),(19 41651.594),(20 42464.707),(21 42947.97),(22 43939.9),(23 44866.9),(24 45719.844),(25 46284.336),(26 47483.117),(27 47110.375),(28 47678.55),(29 48541.42),(30 50048.043),(31 49791.293),(32 50691.16),(33 51946.902),(34 52542.48),(35 52953.246),(36 52885.04),(37 53579.62),(38 53685.895),(39 53828.535),(40 53803.67),(41 53783.953),(42 53938.35),(43 54362.31),(44 54033.926),(45 54243.984),(46 53886.258),(47 54155.883),(48 54409.316),(49 54254.953),(50 54805.3),(51 54112.793),(52 54680.207),(53 54565.902),(54 54574.918),(55 55266.867),(56 54550.375),(57 55221.887),(58 55771.78),(59 56030.47),(60 56046.363),(61 56097.145),(62 55954.285),(63 55930.164),(64 56613.207),(65 56085.336),(66 56285.93),(67 56914.727),(68 56982.598),(69 56822.727),(70 57072.94),(71 57214.957),(72 57156.363),(73 57461.605),(74 56819.26),(75 57165.777),(76 56474.156),(77 57003.477),(78 56643.67),(79 57310.31),
(1 16881.406),(2 18203.488),(3 22207.332),(4 22230.932),(5 25878.965),(6 25971.791),(7 28512.611),(8 28853.469),(9 30561.889),(10 30716.1),(11 31606.477),(12 32566.432),(13 34454.68),(14 35350.37),(15 36388.62),(16 37086.02),(17 38110.645),(18 39648.445),(19 40631.74),(20 41259.914),(21 42039.797),(22 43489.117),(23 43762.188),(24 44571.48),(25 45603.516),(26 45315.254),(27 45674.93),(28 46387.355),(29 47512.72),(30 48103.65),(31 48186.13),(32 49364.24),(33 49942.406),(34 50362.01),(35 50858.863),(36 50649.152),(37 51391.598),(38 51249.29),(39 51133.418),(40 50714.332),(41 50941.445),(42 50909.73),(43 51171.652),(44 51356.52),(45 51584.438),(46 51063.04),(47 51807.117),(48 51897.094),(49 51526.434),(50 51764.58),(51 51475.984),(52 51251.402),(53 51892.836),(54 51558.633),(55 51677.348),(56 51305.87),(57 51999.77),(58 51900.785),(59 52388.605),(60 52537.7),(61 52560.99),(62 53129.465),(63 52902.46),(64 53737.703),(65 53534.55),(66 53886.27),(67 54220.93),(68 55036.645),(69 56013.1),(70 56073.336),(71 56097.17),(72 56179.645),(73 56223.07),(74 56076.62),(75 56488.137),(76 56134.05),(77 56644.367),(78 56052.406),(79 56265.195),
(1 16082.614),(2 17671.504),(3 21026.225),(4 21282.61),(5 24592.715),(6 25163.29),(7 27230.201),(8 28317.729),(9 29411.795),(10 29643.51),(11 30586.723),(12 31729.713),(13 33345.22),(14 34047.004),(15 35015.242),(16 35408.57),(17 36222.758),(18 37647.273),(19 38686.58),(20 38914.156),(21 40182.6),(22 41318.58),(23 41447.156),(24 42172.66),(25 43100.117),(26 43273.15),(27 43589.86),(28 44255.77),(29 44703.082),(30 46047.977),(31 45718.676),(32 46951.11),(33 47613.91),(34 48327.902),(35 48484.066),(36 48684.574),(37 49052.273),(38 49094.96),(39 48969.09),(40 48669.348),(41 48593.42),(42 48475.516),(43 48775.668),(44 48952.36),(45 48518.75),(46 48401.98),(47 48588.73),(48 48375.777),(49 48470.27),(50 48248.656),(51 48381.098),(52 47850.527),(53 47839.06),(54 46881.496),(55 47252.137),(56 47871.57),(57 48564.24),(58 48629.547),(59 49438.145),(60 49462.14),(61 49156.85),(62 49372.66),(63 49389.523),(64 49575.773),(65 49880.727),(66 49937.59),(67 49647.777),(68 50320.668),(69 51240.492),(70 50876.035),(71 51354.56),(72 50992.285),(73 51187.734),(74 51113.824),(75 51616.85),(76 51603.883),(77 51574.727),(78 51550.426),(79 51601.816),
(1 15784.864),(2 17003.383),(3 20384.793),(4 21049.771),(5 24223.846),(6 24744.15),(7 26819.492),(8 27886.879),(9 29095.002),(10 29605.74),(11 29959.55),(12 31462.506),(13 32974.547),(14 33429.703),(15 34610.79),(16 34972.586),(17 36405.6),(18 37320.805),(19 38144.457),(20 38892.816),(21 40346.055),(22 41294.824),(23 41408.094),(24 42642.71),(25 42786.594),(26 43292.62),(27 43134.9),(28 43713.043),(29 45249.67),(30 45728.332),(31 45715.754),(32 46785.508),(33 47483.82),(34 48012.89),(35 47942.836),(36 48283.984),(37 48400.3),(38 48253.57),(39 47798.727),(40 47981.29),(41 48060.56),(42 48404.07),(43 48391.95),(44 48733.867),(45 48337.375),(46 48980.3),(47 49082.875),(48 48613.492),(49 49031.117),(50 48510.457),(51 48009.996),(52 48397.906),(53 48404.44),(54 48006.313),(55 48252.82),(56 48766.37),(57 49162.805),(58 49425.773),(59 49756.2),(60 49619.938),(61 50531.16),(62 50555.043),(63 51423.848),(64 51213.72),(65 51086.043),(66 51750.473),(67 51913.742),(68 52289.92),(69 52256.914),(70 52144.77),(71 52808.383),(72 52760.1),(73 53088.574),(74 52793.758),(75 53423.9),(76 53015.71),(77 53088.19),(78 52946.496),(79 52968.332),
(1 15585.335),(2 16581.164),(3 20040.379),(4 20630.947),(5 24093.955),(6 24624.584),(7 27145.654),(8 27430.791),(9 28972.842),(10 29414.814),(11 30181.508),(12 31405.559),(13 32606.172),(14 33324.58),(15 34183.535),(16 34789.418),(17 35693.15),(18 36823.402),(19 37948.54),(20 38886.11),(21 40677.6),(22 41432.55),(23 41914.42),(24 42602.56),(25 43170.207),(26 43500.39),(27 43255.34),(28 44221.137),(29 44840.523),(30 45925.4),(31 46375.27),(32 46945.246),(33 47270.117),(34 47555.94),(35 47452.797),(36 47826.64),(37 47946.863),(38 47751.36),(39 47586.176),(40 47261.1),(41 47535.848),(42 47706.133),(43 48100.44),(44 48397.336),(45 48205.117),(46 48011.27),(47 47727.93),(48 47596.93),(49 47664.543),(50 47920.977),(51 48233.215),(52 48249.24),(53 48732.7),(54 48073.082),(55 48370.836),(56 48663.504),(57 48588.91),(58 49006.453),(59 49080.37),(60 49535.887),(61 50006.83),(62 50093.47),(63 50475.29),(64 50355.363),(65 50284.797),(66 50769.355),(67 51330.74),(68 51663.656),(69 51594.76),(70 51412.77),(71 51657.68),(72 51440.484),(73 51785.703),(74 51977.344),(75 52105.65),(76 52252.24),(77 52494.527),(78 52604.465),(79 52602.4),
(1 16072.654),(2 17083.303),(3 20348.672),(4 21097.977),(5 23786.045),(6 24611.152),(7 26789.836),(8 27100.932),(9 28191.297),(10 28733.637),(11 29688.621),(12 30854.854),(13 32237.045),(14 32395.47),(15 33917.113),(16 34311.895),(17 35651.316),(18 36485.8),(19 37246.742),(20 38415.527),(21 39902.336),(22 39935.957),(23 40189.547),(24 41233.953),(25 41361.02),(26 41277.004),(27 41299.492),(28 42373.758),(29 43530.793),(30 44145.008),(31 44269.957),(32 45017.344),(33 45896.652),(34 46091.957),(35 45946.438),(36 46001.926),(37 46393.69),(38 46416.625),(39 46157.215),(40 46083.51),(41 45710.625),(42 45731.754),(43 46190.83),(44 46157.715),(45 45776.875),(46 45313.215),(47 44942.137),(48 44846.242),(49 44846.98),(50 45041.254),(51 45379.31),(52 45164.88),(53 45555.367),(54 44398.95),(55 45028.777),(56 45019.668),(57 44778.715),(58 45703.59),(59 45585.82),(60 46499.996),(61 46542.914),(62 47351.56),(63 47336.742),(64 47401.605),(65 48130.383),(66 48154.07),(67 48175.6),(68 48554.32),(69 48537.74),(70 48857.816),(71 49581.43),(72 49506.867),(73 49916.56),(74 49744.016),(75 50045.668),(76 49858.59),(77 50338.086),(78 50619.293),(79 51079.254),
(1 15314.808),(2 16065.498),(3 19427.287),(4 20127.52),(5 22618.746),(6 23508.586),(7 25571.63),(8 26245.836),(9 27346.9),(10 27553.496),(11 28612.686),(12 29370.277),(13 30767.033),(14 30927.566),(15 32095.45),(16 32478.217),(17 33541.125),(18 34487.598),(19 34765.543),(20 36595.426),(21 37104.51),(22 37653.57),(23 38283.277),(24 38985.98),(25 39021.395),(26 39426.02),(27 40255.336),(28 40616.465),(29 41375.414),(30 41543.098),(31 42268.86),(32 42944.223),(33 43636.53),(34 43220.125),(35 43924.082),(36 43542.34),(37 43794.063),(38 43635.84),(39 43457.195),(40 43331.566),(41 43248.277),(42 43536.055),(43 43554.863),(44 43501.3),(45 43299.008),(46 43018.81),(47 42928.37),(48 43299.94),(49 43309.535),(50 43810.785),(51 44010.164),(52 43490.457),(53 43648.203),(54 43279.39),(55 43801.633),(56 43926.61),(57 44252.992),(58 44614.094),(59 44377.76),(60 45342.86),(61 44981.92),(62 45318.75),(63 45419.33),(64 45084.176),(65 45772.26),(66 45793.777),(67 45682.195),(68 45970.926),(69 46271.3),(70 46289.223),(71 46598.82),(72 46623.17),(73 46938.81),(74 47187.547),(75 47974.25),(76 47775.836),(77 47748.125),(78 47961.76),(79 48365.133),
(1 14948.869),(2 15436.353),(3 18708.998),(4 19510.986),(5 22088.6),(6 22958.908),(7 24962.01),(8 25838.365),(9 27268.723),(10 27604.611),(11 28161.955),(12 29116.986),(13 30149.688),(14 30804.803),(15 31126.94),(16 32030.22),(17 33139.242),(18 33709.375),(19 34695.188),(20 36093.418),(21 36658.133),(22 37580.832),(23 37806.81),(24 38090.313),(25 38171.383),(26 38839.68),(27 39203.9),(28 39251.934),(29 40229.035),(30 40598.332),(31 41223.973),(32 41736.74),(33 42679.61),(34 43028.84),(35 43227.66),(36 43557.67),(37 44293.23),(38 43757.023),(39 44424.82),(40 44224.047),(41 44389.53),(42 44257.754),(43 44508.543),(44 44312.258),(45 44587.78),(46 44222.84),(47 44087.332),(48 44037.813),(49 44203.176),(50 44613.367),(51 44389.258),(52 44215.55),(53 44387.1),(54 44673.9),(55 45225.773),(56 45433.344),(57 45554.11),(58 45237.246),(59 45436.74),(60 45510.043),(61 45311.79),(62 46033.34),(63 45701.844),(64 45615.324),(65 45883.816),(66 45697.414),(67 45940.707),(68 46033.492),(69 46417.395),(70 45781.266),(71 46318.55),(72 46534.53),(73 47152.813),(74 47204.816),(75 47840.31),(76 47513.176),(77 47919.16),(78 48308.926),(79 48643.12),
(1 14714.42),(2 15310.206),(3 18410.49),(4 19203.262),(5 21592.959),(6 22552.56),(7 24756.46),(8 25482.377),(9 26728.922),(10 26982.748),(11 27760.45),(12 28585.271),(13 30071.584),(14 30654.447),(15 31187.799),(16 31895.232),(17 32629.863),(18 33542.563),(19 34728.742),(20 35347.625),(21 36244.5),(22 36523.54),(23 36854.867),(24 37466.246),(25 37745.508),(26 38015.44),(27 38493.816),(28 38730.797),(29 39572.254),(30 40393.234),(31 41094.84),(32 42008.984),(33 42201.965),(34 43034.9),(35 43400.285),(36 43795.383),(37 44304.543),(38 44107.305),(39 44318.38),(40 44065.242),(41 44484.758),(42 44788.133),(43 45303.42),(44 45338.754),(45 45328.68),(46 44942.914),(47 46007.34),(48 46046.664),(49 46508.06),(50 46926.434),(51 46509.836),(52 46134.6),(53 46683.848),(54 46808.766),(55 47133.402),(56 47637.406),(57 47244.336),(58 47235.324),(59 47525.42),(60 47771.438),(61 47751.387),(62 48418.3),(63 48004.74),(64 48032.426),(65 48007.383),(66 47661.453),(67 48291.582),(68 48209.582),(69 48411.96),(70 48015.273),(71 48179.9),(72 47983.06),(73 48376.977),(74 48320.563),(75 48827.008),(76 48420.992),(77 48652.004),(78 49165.297),(79 49412.027),
(1 13813.223),(2 14426.74),(3 17273.475),(4 18539.602),(5 20579.71),(6 21710.412),(7 23849.154),(8 24696.701),(9 25766.59),(10 26153.691),(11 26878.703),(12 27903.666),(13 29034.146),(14 29181.248),(15 30294.803),(16 31063.496),(17 31726.264),(18 33223.395),(19 34179.047),(20 34708.504),(21 35453.094),(22 35771.277),(23 36276.42),(24 37115.598),(25 37299.563),(26 37999.215),(27 38182.414),(28 38406.55),(29 39384.773),(30 40088.69),(31 39924.47),(32 41158.89),(33 41519.17),(34 41872.953),(35 42809.223),(36 42659.664),(37 42992.715),(38 43047.992),(39 42882.97),(40 42633.07),(41 42935.28),(42 43146.754),(43 43065.336),(44 43059.24),(45 43061.684),(46 42817.98),(47 43817.95),(48 44091.258),(49 44113.91),(50 44519.45),(51 44142.48),(52 43901.094),(53 44689.805),(54 44765.652),(55 45220.86),(56 45334.668),(57 45120.742),(58 45059.816),(59 46005.098),(60 45908.105),(61 45823.164),(62 45877.227),(63 45304.64),(64 45518.332),(65 45351.668),(66 45347.938),(67 45803.082),(68 45623.676),(69 46095.42),(70 45236.637),(71 46017.043),(72 45712.77),(73 46751.887),(74 46426.094),(75 46965.227),(76 46695.074),(77 46988.797),(78 47033.926),(79 47025.89),
