1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1200.0288),(2 1653.7169),(3 1831.5143),(4 2039.3514),(5 2184.238),(6 2214.4905),(7 2340.8884),(8 2426.9006),(9 2622.953),(10 2714.7847),(11 2756.645),(12 2850.4624),(13 2905.7046),(14 2903.4758),(15 3020.7131),(16 3115.0955),(17 3184.6),(18 3283.2166),(19 3324.7422),(20 3339.974),(21 3469.4688),(22 3467.144),(23 3552.2207),(24 3598.8281),(25 3594.4307),(26 3703.3198),(27 3754.6687),(28 3723.019),(29 3797.9875),(30 3744.5469),(31 3755.9656),(32 3753.8726),(33 3768.343),(34 3802.5293),(35 3767.0254),(36 3751.9446),(37 3717.213),(38 3728.043),(39 3728.6194),(40 3708.625),(41 3716.2732),(42 3681.3782),(43 3649.9004),(44 3671.5347),(45 3713.2073),(46 3697.0957),(47 3667.792),(48 3735.6084),(49 3732.4),(50 3731.277),(51 3771.0554),(52 3714.308),(53 3691.5293),(54 3703.1223),(55 3661.323),(56 3672.7866),(57 3630.926),(58 3696.5728),(59 3740.251),(60 3723.7307),(61 3678.7632),(62 3653.12),(63 3665.9915),(64 3673.1096),(65 3696.879),(66 3655.2625),(67 3719.9133),(68 3793.495),(69 3784.3782),(70 3831.9832),(71 3811.698),(72 3768.172),(73 3780.3928),(74 3762.88),(75 3681.7876),(76 3647.5447),(77 3578.7825),(78 3539.3289),(79 3557.6626),
(1 1192.7825),(2 1640.7675),(3 1808.5153),(4 2021.928),(5 2169.6128),(6 2207.1184),(7 2354.3948),(8 2447.8884),(9 2566.8962),(10 2688.9814),(11 2721.8057),(12 2838.8372),(13 2898.244),(14 2921.9758),(15 2993.4849),(16 3031.8425),(17 3119.1167),(18 3204.632),(19 3270.214),(20 3271.09),(21 3395.8474),(22 3423.0376),(23 3503.46),(24 3532.608),(25 3540.669),(26 3637.852),(27 3665.998),(28 3661.1042),(29 3709.3748),(30 3734.7764),(31 3735.0508),(32 3742.875),(33 3714.275),(34 3703.2192),(35 3690.9026),(36 3663.7532),(37 3673.556),(38 3716.8508),(39 3709.5361),(40 3741.7097),(41 3754.7732),(42 3709.1155),(43 3701.0798),(44 3690.2764),(45 3703.2617),(46 3689.2021),(47 3637.498),(48 3705.2336),(49 3741.4248),(50 3730.1064),(51 3729.4675),(52 3638.548),(53 3661.8987),(54 3668.7834),(55 3623.861),(56 3607.7988),(57 3558.4204),(58 3568.5925),(59 3617.8462),(60 3583.3545),(61 3489.6333),(62 3478.4746),(63 3491.6995),(64 3478.3032),(65 3523.8445),(66 3472.0317),(67 3537.0657),(68 3574.669),(69 3606.714),(70 3642.9822),(71 3647.2122),(72 3637.6367),(73 3642.9617),(74 3631.822),(75 3586.0232),(76 3511.668),(77 3474.142),(78 3433.3552),(79 3454.6848),
(1 1166.6887),(2 1562.1681),(3 1731.3037),(4 1960.9137),(5 2098.565),(6 2139.9739),(7 2295.7688),(8 2363.1711),(9 2526.3965),(10 2669.5903),(11 2630.6174),(12 2746.6914),(13 2807.326),(14 2787.298),(15 2909.3228),(16 2958.4834),(17 3006.734),(18 3093.1975),(19 3130.4866),(20 3140.5479),(21 3258.499),(22 3272.2278),(23 3357.805),(24 3430.4443),(25 3465.061),(26 3476.9807),(27 3578.8928),(28 3544.3823),(29 3571.8052),(30 3638.541),(31 3613.241),(32 3632.828),(33 3609.963),(34 3574.694),(35 3578.8386),(36 3531.963),(37 3513.578),(38 3545.0825),(39 3500.4246),(40 3526.1692),(41 3517.354),(42 3455.0132),(43 3463.2358),(44 3446.7383),(45 3478.4414),(46 3463.2402),(47 3453.6829),(48 3477.9556),(49 3500.6514),(50 3549.3818),(51 3556.3564),(52 3501.024),(53 3477.592),(54 3513.541),(55 3472.015),(56 3454.2205),(57 3429.2793),(58 3412.2346),(59 3479.674),(60 3465.0781),(61 3421.6843),(62 3403.147),(63 3383.0398),(64 3385.3706),(65 3406.251),(66 3409.7905),(67 3454.4414),(68 3438.6987),(69 3443.7883),(70 3493.9194),(71 3444.2405),(72 3453.7969),(73 3410.4019),(74 3421.6719),(75 3387.4692),(76 3349.3525),(77 3334.8716),(78 3285.5718),(79 3263.724),
(1 1136.4714),(2 1497.4314),(3 1647.2838),(4 1873.0441),(5 1968.1619),(6 1984.8759),(7 2145.6292),(8 2232.4287),(9 2405.2412),(10 2490.3792),(11 2456.9253),(12 2601.3542),(13 2638.5847),(14 2634.3447),(15 2774.2158),(16 2834.2834),(17 2905.1997),(18 2965.3806),(19 3047.9412),(20 3053.874),(21 3147.9033),(22 3189.6567),(23 3257.4094),(24 3337.1614),(25 3372.8877),(26 3394.854),(27 3475.3572),(28 3511.1467),(29 3476.3137),(30 3515.1458),(31 3484.5027),(32 3504.7427),(33 3519.2302),(34 3499.5144),(35 3531.148),(36 3498.7378),(37 3475.5813),(38 3515.2434),(39 3480.9114),(40 3480.8542),(41 3483.5872),(42 3470.2576),(43 3450.4954),(44 3454.9092),(45 3457.3652),(46 3488.5203),(47 3473.8157),(48 3474.9524),(49 3465.0603),(50 3468.2927),(51 3463.1587),(52 3399.8562),(53 3368.3083),(54 3429.8079),(55 3437.0352),(56 3425.5754),(57 3400.3274),(58 3342.8435),(59 3357.8857),(60 3351.747),(61 3308.5232),(62 3321.0251),(63 3223.3474),(64 3252.8271),(65 3277.5967),(66 3274.1821),(67 3326.2612),(68 3317.1333),(69 3319.9094),(70 3373.8657),(71 3366.8337),(72 3370.5068),(73 3301.5515),(74 3258.245),(75 3243.2537),(76 3225.413),(77 3179.9993),(78 3137.1267),(79 3132.1548),
(1 1144.7683),(2 1526.0475),(3 1674.9949),(4 1885.9962),(5 1985.8778),(6 2023.1859),(7 2175.73),(8 2260.8516),(9 2420.595),(10 2509.1448),(11 2508.8152),(12 2664.9294),(13 2699.107),(14 2658.613),(15 2819.7449),(16 2883.9648),(17 2943.943),(18 3031.3193),(19 3091.0957),(20 3097.8494),(21 3191.057),(22 3204.8083),(23 3277.779),(24 3316.77),(25 3386.2473),(26 3408.461),(27 3465.794),(28 3506.046),(29 3550.1467),(30 3573.6135),(31 3567.4673),(32 3536.336),(33 3538.5334),(34 3508.985),(35 3565.9568),(36 3551.875),(37 3517.1616),(38 3551.7278),(39 3555.5898),(40 3533.089),(41 3518.5977),(42 3466.7769),(43 3453.6567),(44 3458.49),(45 3423.5203),(46 3465.36),(47 3472.7852),(48 3511.0908),(49 3520.7502),(50 3525.4844),(51 3570.501),(52 3496.4167),(53 3462.7583),(54 3463.4692),(55 3474.8145),(56 3462.3481),(57 3442.929),(58 3433.744),(59 3466.6057),(60 3404.6565),(61 3389.454),(62 3375.3533),(63 3356.8982),(64 3379.5674),(65 3384.3748),(66 3397.875),(67 3415.3691),(68 3382.163),(69 3421.1309),(70 3439.389),(71 3468.165),(72 3467.0894),(73 3406.817),(74 3393.6511),(75 3398.5276),(76 3339.12),(77 3305.0125),(78 3237.5122),(79 3228.4182),
(1 1113.3771),(2 1506.4596),(3 1653.3871),(4 1875.757),(5 1990.0491),(6 2013.7177),(7 2156.155),(8 2225.8013),(9 2391.0508),(10 2476.3264),(11 2515.3213),(12 2614.0645),(13 2634.9497),(14 2681.0525),(15 2780.0898),(16 2865.689),(17 2927.1028),(18 2973.132),(19 3042.8704),(20 3062.1182),(21 3133.8318),(22 3172.157),(23 3238.3867),(24 3252.3455),(25 3345.2146),(26 3365.4292),(27 3456.28),(28 3481.7954),(29 3495.7964),(30 3533.3848),(31 3514.6443),(32 3492.8867),(33 3492.033),(34 3450.9539),(35 3486.4795),(36 3474.4175),(37 3461.7678),(38 3453.3806),(39 3443.5889),(40 3420.778),(41 3436.5898),(42 3388.6938),(43 3373.5425),(44 3403.9504),(45 3404.8464),(46 3393.03),(47 3373.099),(48 3393.7085),(49 3413.1648),(50 3402.1934),(51 3389.2944),(52 3355.4817),(53 3345.9985),(54 3342.3975),(55 3374.3262),(56 3363.1438),(57 3322.5574),(58 3339.6165),(59 3346.7346),(60 3255.4636),(61 3196.9573),(62 3195.751),(63 3251.903),(64 3285.5637),(65 3257.2139),(66 3261.3997),(67 3281.6992),(68 3238.8474),(69 3288.1096),(70 3315.7864),(71 3356.0393),(72 3318.7747),(73 3315.1208),(74 3348.8396),(75 3316.9707),(76 3227.1216),(77 3209.4104),(78 3168.702),(79 3122.2214),
(1 1070.0455),(2 1439.089),(3 1562.1143),(4 1813.2993),(5 1891.5088),(6 1960.2025),(7 2128.0916),(8 2206.9417),(9 2383.4304),(10 2462.176),(11 2493.324),(12 2611.853),(13 2636.5203),(14 2670.7964),(15 2721.943),(16 2825.8389),(17 2873.895),(18 2921.708),(19 2981.1326),(20 2988.9785),(21 3020.5205),(22 3091.128),(23 3131.1018),(24 3196.325),(25 3271.8113),(26 3281.9353),(27 3337.252),(28 3325.859),(29 3357.972),(30 3364.0183),(31 3395.246),(32 3360.4873),(33 3325.7246),(34 3366.9875),(35 3329.448),(36 3306.2202),(37 3306.8074),(38 3294.4207),(39 3305.8157),(40 3287.8767),(41 3304.5864),(42 3288.34),(43 3276.2493),(44 3240.0115),(45 3263.2095),(46 3266.8896),(47 3255.776),(48 3259.5386),(49 3247.494),(50 3244.8606),(51 3234.4602),(52 3230.332),(53 3204.3152),(54 3226.324),(55 3279.2),(56 3239.757),(57 3220.068),(58 3249.1277),(59 3213.6233),(60 3189.6926),(61 3151.662),(62 3163.2026),(63 3199.2827),(64 3227.9187),(65 3230.8596),(66 3240.8933),(67 3228.013),(68 3254.3674),(69 3294.6714),(70 3282.7527),(71 3305.221),(72 3306.004),(73 3306.1306),(74 3301.2783),(75 3245.6008),(76 3185.2036),(77 3171.2751),(78 3152.9438),(79 3164.7063),
(1 1057.0455),(2 1438.7803),(3 1555.7314),(4 1757.0198),(5 1848.0591),(6 1936.2618),(7 2072.6626),(8 2161.633),(9 2305.72),(10 2364.3303),(11 2401.887),(12 2523.0767),(13 2551.986),(14 2576.0955),(15 2643.263),(16 2724.6155),(17 2793.0886),(18 2831.6716),(19 2894.704),(20 2939.3984),(21 2974.6838),(22 3054.26),(23 3049.1091),(24 3062.4297),(25 3136.8328),(26 3168.7778),(27 3236.2097),(28 3246.2864),(29 3284.17),(30 3281.5125),(31 3302.0332),(32 3291.218),(33 3233.9934),(34 3301.1885),(35 3276.7908),(36 3285.9436),(37 3286.942),(38 3276.4688),(39 3316.08),(40 3297.2537),(41 3270.1587),(42 3252.1426),(43 3216.0864),(44 3186.035),(45 3231.5398),(46 3232.5488),(47 3232.0752),(48 3272.8176),(49 3259.5254),(50 3228.6792),(51 3193.1978),(52 3158.4248),(53 3163.8394),(54 3203.9011),(55 3244.1074),(56 3220.1394),(57 3194.9753),(58 3218.1628),(59 3209.4924),(60 3124.1604),(61 3097.6865),(62 3138.8376),(63 3185.3132),(64 3206.701),(65 3207.4065),(66 3197.296),(67 3172.0254),(68 3196.62),(69 3245.5918),(70 3230.3225),(71 3236.5847),(72 3210.0298),(73 3203.9475),(74 3232.1099),(75 3167.5674),(76 3096.8765),(77 3089.928),(78 3077.649),(79 3127.7983),
(1 1028.1366),(2 1389.107),(3 1479.1506),(4 1672.0809),(5 1777.8995),(6 1839.3956),(7 1958.4973),(8 2070.2246),(9 2175.4792),(10 2260.1235),(11 2280.4453),(12 2411.272),(13 2470.4326),(14 2474.4438),(15 2576.5603),(16 2660.9292),(17 2717.879),(18 2757.8481),(19 2786.891),(20 2834.5469),(21 2873.118),(22 2924.1396),(23 2908.1648),(24 2941.9727),(25 2968.5784),(26 3013.6243),(27 3058.391),(28 3051.6333),(29 3099.695),(30 3098.7249),(31 3107.035),(32 3101.8018),(33 3073.078),(34 3106.171),(35 3109.0151),(36 3141.165),(37 3141.7107),(38 3076.8906),(39 3102.836),(40 3118.964),(41 3116.047),(42 3100.998),(43 3092.7039),(44 3058.412),(45 3081.336),(46 3080.0732),(47 3092.5767),(48 3122.134),(49 3117.8137),(50 3143.328),(51 3129.253),(52 3084.8813),(53 3104.4277),(54 3144.3657),(55 3128.7546),(56 3130.2148),(57 3094.9592),(58 3113.803),(59 3103.359),(60 3097.537),(61 3050.601),(62 3022.9172),(63 3048.2202),(64 3046.6707),(65 3070.4382),(66 3073.2961),(67 3054.2053),(68 3046.0898),(69 3055.3008),(70 3097.2263),(71 3083.2583),(72 3042.8882),(73 3010.691),(74 3054.6707),(75 3044.1482),(76 3023.894),(77 2992.2773),(78 2991.8572),(79 3002.5417),
(1 1049.2682),(2 1393.4373),(3 1498.2783),(4 1691.0886),(5 1757.8518),(6 1826.587),(7 1962.4985),(8 2046.7101),(9 2137.0264),(10 2224.758),(11 2257.8645),(12 2368.7896),(13 2421.3875),(14 2424.0562),(15 2557.185),(16 2625.5754),(17 2664.1506),(18 2689.9832),(19 2736.1018),(20 2783.2922),(21 2798.3745),(22 2887.904),(23 2880.737),(24 2967.0498),(25 2968.1958),(26 3033.0325),(27 3052.8564),(28 3066.9424),(29 3083.4998),(30 3055.335),(31 3075.3015),(32 3094.9932),(33 3082.4604),(34 3122.5464),(35 3116.404),(36 3107.4614),(37 3113.179),(38 3053.8127),(39 3107.6458),(40 3113.5046),(41 3094.7344),(42 3086.3337),(43 3079.884),(44 3059.1387),(45 3084.3428),(46 3086.783),(47 3109.6477),(48 3136.9238),(49 3100.06),(50 3152.7676),(51 3161.0872),(52 3076.804),(53 3079.9841),(54 3098.3635),(55 3122.1528),(56 3108.952),(57 3039.5164),(58 3018.689),(59 3003.31),(60 2975.044),(61 2964.9824),(62 2932.9792),(63 2935.6685),(64 2952.0159),(65 2928.5557),(66 2946.1626),(67 2957.5525),(68 2932.1985),(69 2947.4614),(70 2973.7744),(71 2990.8584),(72 3001.9468),(73 2983.4177),(74 3004.2778),(75 3020.4807),(76 2991.289),(77 2946.6301),(78 2930.1619),(79 2909.9475),
(1 997.86816),(2 1330.652),(3 1441.6711),(4 1636.126),(5 1732.5513),(6 1810.8824),(7 1952.0105),(8 2027.8221),(9 2158.6016),(10 2240.9277),(11 2284.813),(12 2381.5024),(13 2424.8174),(14 2435.506),(15 2541.0264),(16 2599.8809),(17 2621.9546),(18 2660.0898),(19 2707.022),(20 2737.523),(21 2755.9097),(22 2836.0125),(23 2788.9307),(24 2861.5977),(25 2895.9927),(26 2929.1838),(27 2961.9158),(28 2985.5632),(29 2983.7417),(30 2948.1558),(31 2984.9236),(32 2939.2112),(33 2951.5093),(34 2956.6187),(35 2932.9568),(36 2939.84),(37 2902.6494),(38 2892.6936),(39 2907.4473),(40 2885.4758),(41 2870.9766),(42 2875.6028),(43 2889.4324),(44 2883.291),(45 2870.743),(46 2909.4055),(47 2913.7466),(48 2933.189),(49 2915.9336),(50 2949.4841),(51 2957.8547),(52 2900.5652),(53 2906.307),(54 2963.7844),(55 2991.062),(56 2965.7197),(57 2916.057),(58 2892.0076),(59 2861.054),(60 2811.6216),(61 2793.633),(62 2797.9233),(63 2771.3774),(64 2748.1826),(65 2715.0203),(66 2743.7522),(67 2744.485),(68 2711.3906),(69 2747.4436),(70 2759.9646),(71 2821.893),(72 2834.796),(73 2803.23),(74 2822.2456),(75 2864.571),(76 2833.659),(77 2778.8684),(78 2766.6304),(79 2775.2551),
(1 987.0922),(2 1323.0062),(3 1433.5522),(4 1624.3271),(5 1729.5465),(6 1791.7728),(7 1914.3285),(8 1994.1577),(9 2087.9443),(10 2152.6008),(11 2200.1235),(12 2324.1133),(13 2325.9722),(14 2376.36),(15 2436.8723),(16 2482.963),(17 2535.6826),(18 2569.0063),(19 2661.772),(20 2691.6257),(21 2695.8904),(22 2796.977),(23 2776.3245),(24 2857.756),(25 2866.503),(26 2922.8003),(27 2907.2905),(28 2954.3196),(29 2979.8066),(30 2967.1694),(31 2993.1836),(32 2940.3823),(33 2949.2861),(34 2970.6672),(35 2947.1914),(36 2942.6794),(37 2908.2625),(38 2921.8132),(39 2923.135),(40 2907.734),(41 2876.2664),(42 2860.6445),(43 2859.9578),(44 2872.0183),(45 2832.576),(46 2859.3105),(47 2853.8953),(48 2881.5889),(49 2902.5444),(50 2873.9253),(51 2854.2146),(52 2834.5044),(53 2818.7783),(54 2863.379),(55 2905.001),(56 2873.4297),(57 2850.7483),(58 2870.2944),(59 2856.6604),(60 2811.5313),(61 2781.849),(62 2793.672),(63 2782.0552),(64 2772.469),(65 2735.841),(66 2805.2095),(67 2754.767),(68 2729.8647),(69 2777.2332),(70 2774.3186),(71 2813.8057),(72 2791.8728),(73 2763.244),(74 2778.788),(75 2786.1758),(76 2754.0134),(77 2715.037),(78 2701.6716),(79 2725.7297),
(1 977.3582),(2 1297.3046),(3 1424.0955),(4 1564.7324),(5 1647.2495),(6 1708.8441),(7 1878.7084),(8 1953.7211),(9 2054.8914),(10 2141.6414),(11 2170.8806),(12 2286.2476),(13 2324.267),(14 2404.7373),(15 2457.3643),(16 2491.8945),(17 2568.3809),(18 2584.961),(19 2691.771),(20 2720.0085),(21 2723.142),(22 2795.2668),(23 2791.1882),(24 2853.6572),(25 2895.0073),(26 2944.33),(27 2936.1975),(28 2955.8027),(29 2967.1382),(30 2963.3103),(31 2988.0083),(32 2974.8418),(33 2980.4456),(34 2971.813),(35 2969.7969),(36 2971.1753),(37 2936.2454),(38 2947.6377),(39 2973.5752),(40 2946.525),(41 2958.4016),(42 2924.6099),(43 2914.7168),(44 2917.1707),(45 2906.0525),(46 2909.0986),(47 2881.5369),(48 2893.6318),(49 2918.7297),(50 2919.067),(51 2881.1128),(52 2846.4612),(53 2890.335),(54 2923.0562),(55 2930.5046),(56 2894.0754),(57 2837.651),(58 2840.4885),(59 2824.7664),(60 2770.1707),(61 2771.12),(62 2749.1865),(63 2716.5261),(64 2704.7969),(65 2709.3948),(66 2744.7446),(67 2681.128),(68 2664.5789),(69 2706.711),(70 2698.0686),(71 2692.0977),(72 2688.877),(73 2682.1052),(74 2698.2847),(75 2693.6924),(76 2652.6228),(77 2645.2007),(78 2669.995),(79 2706.7573),
(1 937.10455),(2 1260.8044),(3 1373.3322),(4 1516.0969),(5 1587.5415),(6 1672.5402),(7 1827.5496),(8 1886.4587),(9 1993.2795),(10 2086.835),(11 2104.206),(12 2231.698),(13 2278.8096),(14 2346.9807),(15 2400.4138),(16 2412.7532),(17 2518.3125),(18 2527.7244),(19 2620.931),(20 2635.7922),(21 2659.9553),(22 2721.1292),(23 2737.7368),(24 2791.3865),(25 2794.5881),(26 2902.6528),(27 2905.4873),(28 2910.8833),(29 2910.5083),(30 2920.221),(31 2933.0447),(32 2947.117),(33 2940.5215),(34 2928.7146),(35 2941.2292),(36 2937.8892),(37 2924.3928),(38 2900.2222),(39 2883.8193),(40 2879.9414),(41 2882.0493),(42 2844.0479),(43 2869.124),(44 2843.5054),(45 2846.435),(46 2859.1333),(47 2827.815),(48 2819.8123),(49 2828.2305),(50 2805.9456),(51 2803.1887),(52 2775.8025),(53 2779.133),(54 2834.0125),(55 2832.385),(56 2812.2673),(57 2786.8728),(58 2781.8645),(59 2770.222),(60 2726.9463),(61 2703.404),(62 2656.5898),(63 2655.1526),(64 2668.2559),(65 2704.2385),(66 2702.2979),(67 2641.0417),(68 2657.9326),(69 2712.681),(70 2705.2734),(71 2669.87),(72 2674.3225),(73 2687.07),(74 2722.0642),(75 2710.4353),(76 2675.8572),(77 2656.7393),(78 2686.2183),(79 2709.6042),
(1 938.2033),(2 1245.7942),(3 1359.3309),(4 1520.1918),(5 1605.1746),(6 1666.9132),(7 1802.4994),(8 1904.8488),(9 2013.8639),(10 2074.3796),(11 2111.185),(12 2210.8467),(13 2251.9124),(14 2349.5486),(15 2414.798),(16 2432.195),(17 2530.0105),(18 2570.0876),(19 2621.0806),(20 2628.0234),(21 2680.0498),(22 2711.03),(23 2767.5576),(24 2797.2986),(25 2848.703),(26 2853.0452),(27 2871.384),(28 2901.004),(29 2877.6262),(30 2905.9258),(31 2886.0505),(32 2919.0337),(33 2901.8096),(34 2911.3767),(35 2926.6477),(36 2909.992),(37 2906.13),(38 2880.0396),(39 2889.2908),(40 2878.2969),(41 2863.921),(42 2854.9973),(43 2846.3293),(44 2816.1885),(45 2801.1802),(46 2802.3955),(47 2791.6653),(48 2796.8174),(49 2797.4695),(50 2791.2075),(51 2750.157),(52 2733.2102),(53 2741.9492),(54 2783.6333),(55 2812.816),(56 2802.6174),(57 2766.6147),(58 2750.3447),(59 2747.0637),(60 2704.8643),(61 2668.659),(62 2631.1707),(63 2607.545),(64 2612.768),(65 2639.1982),(66 2611.0657),(67 2548.4421),(68 2558.995),(69 2616.18),(70 2616.0435),(71 2607.0752),(72 2581.617),(73 2598.1604),(74 2630.6934),(75 2629.458),(76 2604.5408),(77 2588.5605),(78 2589.6106),(79 2606.44),
(1 918.4385),(2 1193.2429),(3 1312.1565),(4 1441.6945),(5 1555.8412),(6 1598.9716),(7 1745.676),(8 1836.3934),(9 1928.2108),(10 2001.2173),(11 2048.8608),(12 2125.0474),(13 2177.5503),(14 2271.7813),(15 2295.6824),(16 2319.0132),(17 2401.6638),(18 2426.5867),(19 2485.3777),(20 2511.418),(21 2565.5688),(22 2624.801),(23 2669.0393),(24 2712.5571),(25 2756.092),(26 2747.8843),(27 2797.4817),(28 2797.5894),(29 2791.448),(30 2814.8977),(31 2810.987),(32 2811.0076),(33 2810.943),(34 2790.3335),(35 2809.6575),(36 2812.505),(37 2812.6338),(38 2791.4778),(39 2793.9182),(40 2771.006),(41 2747.2087),(42 2742.7703),(43 2727.7595),(44 2719.167),(45 2714.7634),(46 2699.98),(47 2692.8342),(48 2696.7754),(49 2691.1333),(50 2696.7217),(51 2688.044),(52 2642.2407),(53 2650.3591),(54 2722.005),(55 2710.1968),(56 2690.3547),(57 2683.2795),(58 2671.1155),(59 2651.4844),(60 2636.9202),(61 2606.6567),(62 2582.7683),(63 2579.4106),(64 2584.6687),(65 2606.1587),(66 2597.1904),(67 2526.5032),(68 2524.6455),(69 2596.713),(70 2576.5247),(71 2589.6118),(72 2530.259),(73 2565.9163),(74 2605.8337),(75 2573.7544),(76 2546.323),(77 2522.342),(78 2521.0771),(79 2527.9326),
(1 939.42255),(2 1209.2269),(3 1290.9781),(4 1444.8768),(5 1539.9138),(6 1555.5795),(7 1712.1611),(8 1799.7599),(9 1894.5615),(10 1969.543),(11 2038.9557),(12 2097.6816),(13 2134.0107),(14 2234.1033),(15 2225.2583),(16 2280.1377),(17 2346.6501),(18 2367.6548),(19 2415.957),(20 2488.2798),(21 2508.5364),(22 2557.4128),(23 2605.6619),(24 2647.936),(25 2670.453),(26 2653.1353),(27 2738.8877),(28 2728.7026),(29 2724.4368),(30 2744.772),(31 2747.1238),(32 2776.0212),(33 2739.8792),(34 2726.6472),(35 2793.7664),(36 2761.5872),(37 2766.715),(38 2752.4448),(39 2750.889),(40 2714.1199),(41 2716.7827),(42 2711.2173),(43 2664.548),(44 2646.2852),(45 2661.6812),(46 2653.9338),(47 2618.4722),(48 2603.4521),(49 2589.2842),(50 2589.2131),(51 2590.838),(52 2546.3718),(53 2553.1191),(54 2609.7874),(55 2623.1956),(56 2600.2434),(57 2593.5264),(58 2573.1738),(59 2560.05),(60 2538.3726),(61 2562.6233),(62 2526.1484),(63 2524.2717),(64 2517.2876),(65 2513.1738),(66 2512.5552),(67 2471.7825),(68 2459.8494),(69 2488.3499),(70 2481.8293),(71 2492.8328),(72 2439.09),(73 2454.1655),(74 2494.0457),(75 2484.1792),(76 2440.8647),(77 2414.3264),(78 2442.7998),(79 2421.4658),
