1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 692.5859),(2 724.80585),(3 760.02966),(4 759.7448),(5 753.9361),(6 757.30237),(7 761.4295),(8 745.803),(9 726.65515),(10 723.20654),(11 716.97546),(12 733.579),(13 727.84845),(14 730.1428),(15 724.6171),(16 732.8806),(17 743.514),(18 727.9238),(19 717.6911),(20 744.3049),(21 735.1191),(22 727.3572),(23 723.1387),(24 735.0617),(25 730.46045),(26 728.2923),(27 719.5222),(28 721.1456),(29 743.1399),(30 727.9955),(31 751.48035),(32 736.1457),(33 731.4723),(34 732.97766),(35 749.35175),(36 734.05194),(37 738.30566),(38 732.54663),(39 707.3149),(40 738.7012),(41 726.0212),(42 748.95953),(43 759.1281),(44 725.4463),(45 749.3405),(46 744.1429),(47 740.318),(48 755.3359),(49 750.5294),(50 732.1127),(51 723.478),(52 729.06384),(53 720.91345),(54 734.096),(55 741.06116),(56 726.91296),(57 749.80194),(58 736.5903),(59 736.67255),(60 721.5486),(61 723.7092),(62 716.4508),(63 705.8443),(64 711.66846),(65 723.2557),(66 715.18243),(67 726.54956),(68 732.1004),(69 719.2389),(70 732.2657),(71 720.3657),(72 720.9559),(73 701.04736),(74 716.1089),(75 720.9554),(76 711.05927),(77 718.45795),(78 711.58185),(79 710.17334),
(1 677.79974),(2 703.81067),(3 726.7551),(4 742.0127),(5 733.7711),(6 726.8944),(7 723.85516),(8 734.71844),(9 722.36383),(10 716.2305),(11 730.86975),(12 735.7891),(13 741.06305),(14 735.17535),(15 726.6432),(16 736.1359),(17 732.4119),(18 719.7676),(19 729.33545),(20 738.0182),(21 744.6765),(22 720.69073),(23 725.1088),(24 732.6854),(25 733.4141),(26 726.7315),(27 722.22235),(28 713.4632),(29 731.4577),(30 736.085),(31 729.27057),(32 737.3665),(33 734.2743),(34 738.8848),(35 754.7342),(36 744.6256),(37 746.8745),(38 743.15814),(39 708.38495),(40 728.5162),(41 735.18787),(42 737.4064),(43 734.9027),(44 724.5765),(45 743.9836),(46 735),(47 732.8241),(48 725.6078),(49 726.5541),(50 713.84515),(51 715.9266),(52 738.4488),(53 721.909),(54 737.0122),(55 723.7338),(56 717.7403),(57 733.46387),(58 732.3729),(59 738.96515),(60 724.8295),(61 715.11176),(62 703.0496),(63 705.90106),(64 696.46405),(65 712.2587),(66 696.76544),(67 710.1451),(68 722.0192),(69 728.96533),(70 724.75256),(71 708.3778),(72 722.8452),(73 708.00073),(74 704.1139),(75 708.45026),(76 719.41907),(77 729.26025),(78 704.3144),(79 694.4917),
(1 636.502),(2 656.6273),(3 685.79767),(4 686.656),(5 697.31226),(6 695.93713),(7 687.71954),(8 674.5674),(9 685.72235),(10 672.9919),(11 676.5165),(12 677.85516),(13 678.38165),(14 691.6646),(15 680.7369),(16 692.17316),(17 710.0349),(18 712.2504),(19 700.39844),(20 701.05975),(21 703.2323),(22 711.7243),(23 682.9979),(24 705.68933),(25 677.6175),(26 685.40186),(27 675.4118),(28 678.3983),(29 684.14087),(30 704.57135),(31 676.1402),(32 690.65735),(33 698.8203),(34 688.14484),(35 691.637),(36 697.52716),(37 705.80664),(38 698.7228),(39 692.1729),(40 692.6821),(41 684.7412),(42 692.9772),(43 697.33655),(44 679.39966),(45 704.53217),(46 712.99963),(47 694.48865),(48 694.8808),(49 696.7434),(50 683.4114),(51 689.48346),(52 686.123),(53 695.4023),(54 701.42346),(55 691.84644),(56 687.9308),(57 685.50024),(58 697.077),(59 695.29333),(60 694.3589),(61 678.076),(62 665.4375),(63 660.49915),(64 668.10376),(65 680.90125),(66 678.58307),(67 684.4241),(68 695.7942),(69 695.6712),(70 688.19336),(71 683.8195),(72 682.0347),(73 649.5447),(74 653.84576),(75 667.91113),(76 651.6258),(77 647.344),(78 658.5516),(79 655.97235),
(1 642.8585),(2 671.1419),(3 695.25323),(4 713.2994),(5 714.1356),(6 703.06757),(7 713.3842),(8 699.40344),(9 705.46686),(10 702.875),(11 695.25885),(12 699.16974),(13 713.6011),(14 701.30853),(15 707.6817),(16 710.399),(17 726.47186),(18 710.2253),(19 696.42224),(20 709.33356),(21 714.21234),(22 709.7025),(23 712.791),(24 712.27264),(25 711.3381),(26 705.02155),(27 698.1195),(28 700.0647),(29 702.6693),(30 716.9533),(31 708.0535),(32 706.50745),(33 713.8614),(34 714.536),(35 715.11914),(36 710.8646),(37 700.3411),(38 703.8079),(39 693.1153),(40 700.6619),(41 705.90393),(42 694.97906),(43 692.91235),(44 701.37946),(45 718.5296),(46 729.27844),(47 718.6981),(48 716.72845),(49 699.3084),(50 699.0071),(51 687.3815),(52 705.049),(53 710.4998),(54 715.16223),(55 716.4971),(56 692.5016),(57 725.0497),(58 708.24274),(59 711.076),(60 707.16534),(61 695.05585),(62 691.5833),(63 691.0059),(64 688.60736),(65 704.1626),(66 699.0014),(67 707.82916),(68 702.1308),(69 713.48157),(70 701.06476),(71 705.75525),(72 710.08453),(73 676.3564),(74 676.69745),(75 687.5773),(76 676.24554),(77 689.80646),(78 684.3989),(79 684.7335),
(1 634.16925),(2 674.63226),(3 700.67474),(4 692.53845),(5 702.8485),(6 687.3369),(7 703.14056),(8 691.1116),(9 692.0229),(10 682.41705),(11 684.82983),(12 703.39),(13 704.7162),(14 694.14557),(15 699.24786),(16 683.889),(17 703.36346),(18 694.67236),(19 692.20154),(20 680.51324),(21 692.18774),(22 679.40137),(23 702.0314),(24 706.6602),(25 705.4725),(26 692.7779),(27 681.3495),(28 686.56964),(29 695.01416),(30 693.7454),(31 681.37836),(32 687.2726),(33 700.6177),(34 702.35126),(35 702.0112),(36 687.3788),(37 690.258),(38 681.7844),(39 681.54034),(40 699.73193),(41 695.2733),(42 709.6135),(43 702.4024),(44 697.7715),(45 688.1383),(46 701.9818),(47 705.97766),(48 707.69476),(49 692.4077),(50 699.69965),(51 691.147),(52 691.71686),(53 674.89355),(54 679.75616),(55 682.3237),(56 676.58386),(57 691.1276),(58 692.2534),(59 696.7999),(60 697.53973),(61 673.23566),(62 659.37225),(63 673.63257),(64 666.284),(65 693.3324),(66 673.2536),(67 674.2878),(68 673.8767),(69 686.53564),(70 682.67175),(71 675.8736),(72 667.1108),(73 654.3531),(74 656.94226),(75 671.91486),(76 683.14215),(77 696.78534),(78 666.846),(79 681.183),
(1 609.08997),(2 637.04803),(3 676.92566),(4 679.3279),(5 687.2809),(6 685.07104),(7 690.25183),(8 681.0617),(9 682.13666),(10 679.0247),(11 656.90356),(12 670.23895),(13 651.2374),(14 657.1565),(15 665.1746),(16 671.5068),(17 686.6404),(18 689.437),(19 658.9877),(20 673.65094),(21 668.4625),(22 688.99133),(23 687.0791),(24 680.5954),(25 677.1947),(26 654.78394),(27 673.9554),(28 671.0631),(29 706.6221),(30 696.3532),(31 686.181),(32 678.38525),(33 682.267),(34 684.7066),(35 686.4822),(36 695.2676),(37 678.919),(38 666.03656),(39 676.96606),(40 678.14166),(41 679.05316),(42 665.80664),(43 659.50726),(44 658.98724),(45 672.59174),(46 680.5028),(47 693.23016),(48 691.53064),(49 678.1524),(50 654.9004),(51 664.3063),(52 659.423),(53 685.9787),(54 684.97437),(55 679.6835),(56 667.0973),(57 675.2592),(58 697.4345),(59 677.996),(60 689.6727),(61 660.73193),(62 631.1166),(63 647.07654),(64 635.0221),(65 647.7537),(66 661.3178),(67 654.5009),(68 645.2309),(69 667.40186),(70 670.68805),(71 670.79236),(72 666.1031),(73 649.3015),(74 632.4175),(75 646.9184),(76 646.7045),(77 655.11633),(78 659.2436),(79 662.53644),
(1 603.2508),(2 636.62036),(3 658.8864),(4 680.3537),(5 668.129),(6 663.5275),(7 674.52814),(8 660.57184),(9 646.1241),(10 667.7518),(11 648.2765),(12 651.0404),(13 669.2295),(14 651.2341),(15 667.4368),(16 682.54065),(17 693.1196),(18 690.19226),(19 676.5521),(20 675.8857),(21 676.0425),(22 697.36707),(23 695.9574),(24 692.8885),(25 678.75726),(26 670.51117),(27 659.3905),(28 649.14417),(29 676.6291),(30 672.72437),(31 666.7626),(32 673.6404),(33 683.0079),(34 667.1018),(35 679.0852),(36 673.30493),(37 670.62994),(38 677.8007),(39 664.18896),(40 678.3371),(41 677.0181),(42 663.8018),(43 672.8808),(44 679.73334),(45 683.1878),(46 668.77264),(47 668.9064),(48 666.5847),(49 650.73334),(50 649.49554),(51 660.2054),(52 672.5643),(53 662.7293),(54 664.14923),(55 663.8844),(56 659.435),(57 657.87946),(58 664.6578),(59 680.0838),(60 674.1303),(61 651.8635),(62 641.12146),(63 645.73047),(64 643.01154),(65 647.93097),(66 664.13043),(67 659.0203),(68 666.6573),(69 647.0099),(70 655.44696),(71 640.6071),(72 629.1725),(73 633.3376),(74 628.2506),(75 626.4479),(76 634.9546),(77 630.7595),(78 639.9106),(79 630.856),
(1 601.5306),(2 638.76965),(3 655.1572),(4 649.1884),(5 653.77515),(6 646.3769),(7 661.9195),(8 640.4425),(9 653.92004),(10 643.3202),(11 648.1128),(12 674.9587),(13 681.40326),(14 657.6257),(15 656.3912),(16 658.9298),(17 662.61566),(18 646.538),(19 644.7069),(20 640.59),(21 649.6828),(22 652.70074),(23 648.48065),(24 662.87463),(25 675.0162),(26 668.95483),(27 669.3625),(28 642.7987),(29 653.7877),(30 655.09454),(31 669.703),(32 665.90826),(33 683.2265),(34 680.1805),(35 662.1105),(36 663.3075),(37 663.92505),(38 657.50214),(39 645.7753),(40 639.46674),(41 657.8577),(42 639.9245),(43 648.90106),(44 644.63495),(45 655.7358),(46 659.9261),(47 659.9317),(48 641.1513),(49 637.90216),(50 632.75574),(51 631.71173),(52 648.74725),(53 639.56354),(54 632.92993),(55 644.0842),(56 640.8901),(57 640.29785),(58 648.9959),(59 666.8068),(60 661.73785),(61 636.3458),(62 631.65045),(63 648.89984),(64 637.1034),(65 656.9571),(66 640.65717),(67 648.904),(68 653.5519),(69 646.7085),(70 638.9976),(71 627.9174),(72 638.6047),(73 633.5827),(74 620.1399),(75 630.7128),(76 637.39703),(77 644.06506),(78 621.9291),(79 620.2228),
(1 605.1727),(2 624.9678),(3 650.1111),(4 641.7274),(5 651.00867),(6 673.649),(7 665.7279),(8 643.40405),(9 647.9816),(10 637.4718),(11 633.98975),(12 635.4668),(13 647.4386),(14 629.6768),(15 652.88336),(16 644.62335),(17 659.0321),(18 662.6431),(19 650.7084),(20 652.2845),(21 668.6698),(22 680.8575),(23 669.9688),(24 655.3829),(25 662.3773),(26 641.9296),(27 650.5194),(28 641.5833),(29 657.22424),(30 658.52704),(31 666.64813),(32 663.63495),(33 674.1023),(34 670.5417),(35 659.7979),(36 672.51953),(37 650.8192),(38 656.9198),(39 642.74524),(40 657.8132),(41 656.14294),(42 663.9166),(43 651.46924),(44 669.3481),(45 663.4977),(46 661.62976),(47 651.5728),(48 668.2126),(49 669.5698),(50 654.10596),(51 640.0416),(52 648.31104),(53 662.43085),(54 670.9455),(55 672.8103),(56 649.14954),(57 661.6818),(58 657.7774),(59 656.87134),(60 673.1134),(61 650.99884),(62 618.4692),(63 639.2126),(64 612.2438),(65 630.0644),(66 628.3293),(67 628.62726),(68 623.23334),(69 642.2163),(70 650.98456),(71 641.3247),(72 627.08075),(73 622.5866),(74 623.10474),(75 629.55884),(76 616.281),(77 632.7206),(78 631.4681),(79 627.49),
(1 567.9011),(2 606.1202),(3 629.921),(4 642.32886),(5 642.7011),(6 634.52325),(7 637.44727),(8 638.0179),(9 624.00494),(10 626.85956),(11 626.00085),(12 641.4783),(13 647.13306),(14 627.0757),(15 634.5352),(16 641.82764),(17 644.796),(18 631.63153),(19 628.5141),(20 628.63574),(21 643.74524),(22 646.30505),(23 639.72925),(24 639.6953),(25 634.3332),(26 624.3276),(27 640.4782),(28 626.12366),(29 639.9054),(30 652.96313),(31 635.13086),(32 632.00214),(33 631.9779),(34 639.0251),(35 639.3211),(36 638.2954),(37 641.33734),(38 636.14716),(39 635.164),(40 639.45184),(41 625.3886),(42 639.68805),(43 626.8126),(44 632.7812),(45 642.3407),(46 644.1038),(47 627.51117),(48 632.5537),(49 633.40295),(50 639.85516),(51 631.01666),(52 627.53735),(53 631.76526),(54 636.03284),(55 637.5058),(56 633.1111),(57 633.09125),(58 638.78436),(59 637.8207),(60 634.49835),(61 628.4021),(62 603.49207),(63 610.59467),(64 611.963),(65 625.72943),(66 622.6536),(67 641.60504),(68 639.7666),(69 639.27966),(70 638.6012),(71 631.2581),(72 615.19617),(73 613.1395),(74 602.4442),(75 608.3565),(76 601.1844),(77 614.8857),(78 611.1628),(79 615.0434),
(1 575.7856),(2 629.0841),(3 650.3128),(4 655.0519),(5 649.55176),(6 623.99054),(7 647.1562),(8 643.27106),(9 641.7132),(10 638.4766),(11 627.0734),(12 661.87915),(13 637.4643),(14 640.4718),(15 643.2275),(16 651.9567),(17 653.075),(18 661.751),(19 637.04004),(20 645.34827),(21 660.34766),(22 627.08057),(23 642.8899),(24 644.9817),(25 647.87317),(26 627.9391),(27 633.15173),(28 633.3625),(29 637.2),(30 634.33435),(31 637.35785),(32 647.1258),(33 644.24945),(34 646.5202),(35 637.5079),(36 634.46436),(37 641.481),(38 634.16284),(39 621.6084),(40 638.1879),(41 636.76556),(42 648.8261),(43 642.2233),(44 634.28094),(45 665.5702),(46 641.53125),(47 646.3478),(48 633.8125),(49 636.7934),(50 617.85016),(51 644.4752),(52 638.67017),(53 623.3316),(54 636.52234),(55 632.72),(56 638.0536),(57 625.799),(58 646.2359),(59 640.7633),(60 638.86646),(61 626.0706),(62 625.0336),(63 608.68024),(64 625.9124),(65 636.5369),(66 626.52484),(67 641.2378),(68 621.8944),(69 624.3791),(70 624.6361),(71 614.0837),(72 617.029),(73 613.3813),(74 617.9251),(75 612.9431),(76 622.3671),(77 620.90454),(78 622.59705),(79 627.6745),
(1 577.1619),(2 591.1584),(3 624.7714),(4 630.4042),(5 626.7743),(6 619.9568),(7 625.79895),(8 618.9422),(9 623.3751),(10 621.8908),(11 610.8739),(12 613.4861),(13 626.8508),(14 613.71655),(15 619.71655),(16 620.32465),(17 636.986),(18 638.6493),(19 633.6228),(20 636.2269),(21 638.63947),(22 648.0175),(23 639.7385),(24 642.4647),(25 627.695),(26 593.3401),(27 614.9808),(28 615.8677),(29 633.15466),(30 637.76526),(31 619.0616),(32 629.1046),(33 640.15564),(34 648.878),(35 642.0976),(36 641.114),(37 639.68805),(38 627.92114),(39 616.8783),(40 603.9781),(41 609.0528),(42 631.65234),(43 626.8926),(44 635.21564),(45 644.3389),(46 629.9612),(47 634.5324),(48 628.7437),(49 620.1127),(50 619.3053),(51 625.2782),(52 607.3204),(53 626.55835),(54 622.68494),(55 635.014),(56 623.1181),(57 625.5874),(58 632.1968),(59 642.38696),(60 632.1335),(61 628.8542),(62 616.9149),(63 591.6338),(64 597.25806),(65 604.5907),(66 621.12427),(67 627.84454),(68 637.7214),(69 627.96844),(70 640.7738),(71 630.12177),(72 615.6289),(73 605.7024),(74 616.2917),(75 605.30597),(76 611.774),(77 605.4034),(78 598.1345),(79 609.7618),
(1 573.1754),(2 590.6811),(3 611.5072),(4 620.6231),(5 628.88684),(6 629.48987),(7 629.58057),(8 626.83954),(9 616.91327),(10 621.5135),(11 601.6047),(12 618.11505),(13 612.861),(14 612.0937),(15 616.43756),(16 628.57697),(17 624.22675),(18 624.09436),(19 615.65405),(20 620.59985),(21 643.45245),(22 635.1158),(23 625.1952),(24 629.0492),(25 624.67426),(26 614.9465),(27 608.8836),(28 625.74506),(29 628.53326),(30 634.1844),(31 625.95776),(32 627.3783),(33 620.50006),(34 615.3796),(35 625.87714),(36 623.05835),(37 614.5447),(38 611.1312),(39 625.8378),(40 621.8393),(41 622.7987),(42 625.46954),(43 614.0649),(44 617.40326),(45 628.5617),(46 607.9928),(47 628.3215),(48 625.9428),(49 617.4244),(50 610.6854),(51 623.05585),(52 614.2017),(53 609.49756),(54 616.201),(55 620.4692),(56 600.2082),(57 626.4849),(58 626.03766),(59 615.6325),(60 637.2864),(61 620.1966),(62 599.9709),(63 606.9087),(64 578.8796),(65 603.7439),(66 610.2478),(67 603.3165),(68 609.66437),(69 614.19037),(70 614.0246),(71 611.1411),(72 600.1459),(73 591.5923),(74 588.0534),(75 582.48706),(76 597.4467),(77 597.2121),(78 599.4871),(79 596.5629),
(1 563.6235),(2 599.75916),(3 635.0991),(4 639.89624),(5 630.8722),(6 630.7166),(7 637.1491),(8 617.45294),(9 631.1948),(10 638.42035),(11 633.0898),(12 661.513),(13 655.87146),(14 638.29785),(15 646.6927),(16 642.21594),(17 636.662),(18 632.28357),(19 636.11456),(20 643.3104),(21 627.41376),(22 629.0109),(23 617.182),(24 623.2114),(25 621.04767),(26 620.18774),(27 610.9903),(28 623.686),(29 628.28314),(30 633.4481),(31 646.92896),(32 638.97284),(33 652.3996),(34 645.7342),(35 636.5765),(36 642.3101),(37 645.31775),(38 635.38306),(39 622.069),(40 627.94025),(41 615.7185),(42 644.90344),(43 632.3669),(44 627.9781),(45 644.83484),(46 641.5741),(47 629.227),(48 635.2514),(49 615.7144),(50 607.2193),(51 618.46967),(52 602.8641),(53 606.3945),(54 615.9835),(55 607.1294),(56 605.7649),(57 608.9162),(58 631.923),(59 637.863),(60 622.51355),(61 618.2412),(62 582.7847),(63 602.7535),(64 594.4977),(65 605.7428),(66 619.57446),(67 623.0582),(68 626.11005),(69 630.89435),(70 615.469),(71 624.8212),(72 600.8628),(73 600.4793),(74 602.1951),(75 602.28937),(76 617.9732),(77 599.6504),(78 600.5507),(79 603.26184),
(1 532.6424),(2 571.7549),(3 610.8132),(4 596.2427),(5 604.2264),(6 594.7984),(7 595.9604),(8 607.6093),(9 599.2734),(10 589.6692),(11 594.26276),(12 579.4994),(13 573.1432),(14 568.31586),(15 580.7725),(16 590.2489),(17 593.9581),(18 598.0331),(19 595.9263),(20 585.5506),(21 610.4187),(22 603.0442),(23 594.3502),(24 602.1961),(25 606.4377),(26 587.12463),(27 584.1836),(28 588.71533),(29 594.5379),(30 610.5116),(31 595.23926),(32 600.5255),(33 602.6131),(34 602.8268),(35 611.9339),(36 615.64136),(37 587.86743),(38 595.2722),(39 583.9912),(40 581.982),(41 590.6134),(42 590.043),(43 590.25446),(44 603.6369),(45 603.8747),(46 610.692),(47 610.4988),(48 602.3839),(49 587.4537),(50 588.18036),(51 594.01575),(52 598.7942),(53 602.8944),(54 602.8397),(55 606.0705),(56 580.64307),(57 591.5841),(58 589.64777),(59 585.9577),(60 588.4854),(61 591.68774),(62 565.90393),(63 561.56146),(64 561.66077),(65 553.1281),(66 569.8222),(67 586.7841),(68 593.15076),(69 584.14197),(70 596.3826),(71 582.70294),(72 582.5687),(73 568.1849),(74 551.52454),(75 553.8678),(76 562.82214),(77 561.6065),(78 552.95795),(79 566.3211),
(1 551.3342),(2 562.6599),(3 601.91516),(4 600.79535),(5 593.24207),(6 595.65936),(7 604.83923),(8 593.13794),(9 581.36786),(10 591.0791),(11 587.48285),(12 586.3651),(13 591.4216),(14 582.1198),(15 584.88214),(16 595.1393),(17 613.0161),(18 616.4215),(19 592.43896),(20 585.3325),(21 586.8485),(22 592.06635),(23 588.2051),(24 589.46814),(25 592.7419),(26 581.3048),(27 588.78015),(28 584.63226),(29 593.0718),(30 601.7201),(31 615.87354),(32 610.64716),(33 610.5558),(34 599.51605),(35 603.9816),(36 610.0238),(37 595.02637),(38 575.09326),(39 598.4684),(40 595.5137),(41 606.1704),(42 587.76544),(43 598.01154),(44 591.6251),(45 616.2144),(46 596.2858),(47 607.1304),(48 590.0296),(49 590.3634),(50 576.44183),(51 576.2018),(52 595.54034),(53 594.0026),(54 594.5567),(55 590.1494),(56 587.50525),(57 596.6546),(58 593.92645),(59 595.1502),(60 589.1169),(61 586.7879),(62 575.587),(63 565.0045),(64 566.1369),(65 575.76385),(66 575.65125),(67 585.9434),(68 589.33203),(69 594.66614),(70 597.97815),(71 587.0491),(72 581.36414),(73 580.3241),(74 567.7821),(75 574.44073),(76 570.1054),(77 577.79333),(78 567.81366),(79 582.697),
(1 567.34564),(2 583.147),(3 609.5289),(4 605.79034),(5 610.99817),(6 603.1137),(7 610.3482),(8 609.5761),(9 598.4063),(10 595.50006),(11 600.9043),(12 607.9816),(13 625.1856),(14 623.7758),(15 615.2068),(16 627.1301),(17 615.2238),(18 620.03705),(19 617.297),(20 605.50964),(21 610.3018),(22 601.7249),(23 605.7342),(24 589.36743),(25 620.06854),(26 594.9103),(27 602.78815),(28 589.29974),(29 610.66815),(30 604.71014),(31 610.0703),(32 605.7396),(33 610.8471),(34 610.7258),(35 605.48584),(36 609.8191),(37 607.94354),(38 591.5054),(39 588.50183),(40 606.3191),(41 599.81287),(42 612.96814),(43 603.0618),(44 605.50714),(45 616.86096),(46 628.03296),(47 624.3366),(48 614.47015),(49 597.024),(50 599.50726),(51 602.91144),(52 599.41547),(53 625.18823),(54 614.7237),(55 600.8715),(56 587.7846),(57 595.5472),(58 605.49835),(59 620.25946),(60 595.7378),(61 593.9957),(62 587.41943),(63 584.0898),(64 579.705),(65 596.27515),(66 597.3728),(67 593.18677),(68 593.0278),(69 587.7948),(70 606.8069),(71 597.83673),(72 582.07263),(73 583.5398),(74 576.53),(75 590.14575),(76 603.03894),(77 599.8664),(78 586.0837),(79 580.4039),
(1 554.23956),(2 563.05334),(3 603.6885),(4 601.7099),(5 598.544),(6 610.7807),(7 606.1614),(8 597.1449),(9 594.7189),(10 586.3915),(11 583.654),(12 585.9999),(13 591.71),(14 581.90295),(15 583.5723),(16 590.9968),(17 610.2846),(18 614.26526),(19 586.69495),(20 597.0693),(21 603.92377),(22 603.6345),(23 598.6817),(24 604.018),(25 610.10016),(26 587.6654),(27 596.4134),(28 597.48596),(29 595.3543),(30 600.7822),(31 601.6279),(32 599.0533),(33 600.3431),(34 604.1709),(35 591.034),(36 602.4305),(37 596.3384),(38 600.1387),(39 592.37823),(40 595.8935),(41 606.49066),(42 606.09296),(43 593.8358),(44 605.6355),(45 614.08685),(46 600.7271),(47 590.46436),(48 601.4096),(49 590.94507),(50 589.304),(51 586.4107),(52 566.7037),(53 579.0649),(54 599.4353),(55 591.691),(56 592.1821),(57 597.43726),(58 601.77155),(59 598.5735),(60 593.7193),(61 582.0752),(62 560.6578),(63 558.0515),(64 573.7026),(65 578.1627),(66 579.0638),(67 593.2151),(68 584.3067),(69 583.99243),(70 589.22687),(71 599.341),(72 592.66455),(73 579.13025),(74 572.4475),(75 572.28033),(76 568.0182),(77 573.3462),(78 569.62054),(79 563.291),
(1 538.90594),(2 571.2552),(3 599.3056),(4 605.63184),(5 612.7966),(6 601.56647),(7 599.0211),(8 590.76904),(9 606.506),(10 589.9229),(11 589.198),(12 595.7522),(13 585.7228),(14 586.3217),(15 577.75116),(16 588.5868),(17 604.6941),(18 603.0305),(19 594.80035),(20 593.79156),(21 614.2803),(22 617.50684),(23 604.31433),(24 597.31976),(25 604.00165),(26 586.93066),(27 583.3942),(28 594.6766),(29 615.2327),(30 617.9806),(31 610.3178),(32 608.059),(33 594.36456),(34 597.746),(35 602.7476),(36 587.463),(37 608.4554),(38 600.3306),(39 586.3375),(40 584.4226),(41 584.8632),(42 574.5863),(43 584.1176),(44 597.05963),(45 596.3949),(46 601.12195),(47 600.2146),(48 610.1131),(49 595.06934),(50 571.5196),(51 585.6201),(52 593.8244),(53 602.00604),(54 605.93066),(55 585.9291),(56 586.01135),(57 598.49207),(58 592.5877),(59 586.84644),(60 591.16315),(61 581.9005),(62 565.71643),(63 571.5385),(64 556.76337),(65 571.4406),(66 574.1536),(67 568.8446),(68 574.1318),(69 587.0526),(70 589.80096),(71 589.67334),(72 576.3704),(73 573.7434),(74 562.7223),(75 578.1585),(76 568.9408),(77 569.9639),(78 571.74054),(79 573.04913),
