1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 1097.4371),(2 1353.6014),(3 1533.274),(4 1581.3665),(5 1663.052),(6 1753.6122),(7 1837.7661),(8 1882.536),(9 1919.7052),(10 1939.8998),(11 1949.3066),(12 1985.7537),(13 1998.9473),(14 2018.4259),(15 2046.5753),(16 2023.763),(17 2024.2303),(18 2038.6637),(19 2041.038),(20 2045.2286),(21 2028.7468),(22 2064.3567),(23 2093.1528),(24 2082.258),(25 2057.3828),(26 2075.4492),(27 2142.4878),(28 2170.5752),(29 2187.8945),(30 2119.018),(31 2123.348),(32 2179.7617),(33 2187.2754),(34 2166.761),(35 2110.9316),(36 2149.9316),(37 2160.947),(38 2159.667),(39 2160.3547),(40 2162.1592),(41 2195.281),(42 2240.932),(43 2260.9285),(44 2227.7405),(45 2212.9348),(46 2212.4197),(47 2252.2278),(48 2259.2427),(49 2265.7903),(50 2286.6396),(51 2318.45),(52 2328.8716),(53 2336.5203),(54 2361.689),(55 2357.5618),(56 2362.4197),(57 2386.4646),(58 2402.2388),(59 2434.2344),(60 2481.3262),(61 2454.7566),(62 2451.764),(63 2538.7927),(64 2521.2139),(65 2521.0957),(66 2492.0198),(67 2510.82),(68 2551.0303),(69 2590.2847),(70 2628.727),(71 2641.061),(72 2630.9214),(73 2603.5667),(74 2598.817),(75 2621.888),(76 2630.58),(77 2652.506),(78 2668.919),(79 2671.5793),
(1 1058.8138),(2 1292.5867),(3 1453.626),(4 1522.7277),(5 1597.8489),(6 1666.3033),(7 1719.5985),(8 1782.4536),(9 1817.9778),(10 1868.6702),(11 1838.6332),(12 1905.2098),(13 1912.9036),(14 1947.4076),(15 1956.9011),(16 1959.5757),(17 1959.6124),(18 1960.885),(19 1991.3596),(20 1979.908),(21 1953.5891),(22 1985.1345),(23 1999.7432),(24 2003.3395),(25 1998.1731),(26 2004.3768),(27 2057.1223),(28 2084.1782),(29 2103.6392),(30 2028.1726),(31 2031.7021),(32 2048.2695),(33 2077.562),(34 2071.872),(35 2014.4945),(36 2029.5897),(37 2020.7664),(38 2032.2562),(39 2055.193),(40 2038.7053),(41 2073.554),(42 2071.9346),(43 2112.4116),(44 2142.4087),(45 2147.0972),(46 2156.352),(47 2166.6035),(48 2186.054),(49 2172.272),(50 2180.008),(51 2238.3901),(52 2248.7366),(53 2249.2583),(54 2249.3782),(55 2252.792),(56 2260.955),(57 2287.761),(58 2326.145),(59 2336.5642),(60 2323.8362),(61 2351.3542),(62 2338.9749),(63 2365.0496),(64 2378.266),(65 2358.1729),(66 2351.9978),(67 2390.112),(68 2402.0298),(69 2421.989),(70 2444.7532),(71 2438.046),(72 2436.843),(73 2418.0186),(74 2428.2546),(75 2440.6882),(76 2424.9224),(77 2416.7178),(78 2464.3167),(79 2486.123),
(1 1088.0818),(2 1328.7914),(3 1466.3568),(4 1537.4205),(5 1600.2534),(6 1704.6329),(7 1792.4072),(8 1823.979),(9 1840.1997),(10 1884.2529),(11 1903.4202),(12 1918.372),(13 1954.1179),(14 1991.3726),(15 1997.756),(16 2000.2837),(17 1998.6097),(18 1981.2129),(19 2001.5771),(20 1991.0814),(21 1983.2935),(22 1995.1816),(23 2004.4565),(24 1989.7483),(25 2017.7678),(26 2024.2749),(27 2081.0054),(28 2095.469),(29 2085.9744),(30 2050.3936),(31 2066.467),(32 2081.5735),(33 2089.695),(34 2065.6501),(35 2050.635),(36 2058.4094),(37 2040.4312),(38 2042.8757),(39 2057.6426),(40 2080.8152),(41 2103.6814),(42 2137.4272),(43 2168.7595),(44 2146.186),(45 2115.2295),(46 2137.24),(47 2184.451),(48 2194.096),(49 2180.659),(50 2191.5476),(51 2248.0564),(52 2269.5442),(53 2264.976),(54 2269.571),(55 2272.083),(56 2303.7583),(57 2338.0085),(58 2366.3052),(59 2373.0813),(60 2375.0872),(61 2400.8066),(62 2428.0347),(63 2441.7422),(64 2432.1953),(65 2416.111),(66 2429.4944),(67 2461.0881),(68 2462.689),(69 2475.8142),(70 2504.4312),(71 2489.111),(72 2482.3923),(73 2505.757),(74 2521.2495),(75 2532.2),(76 2519.208),(77 2522.7573),(78 2562.9211),(79 2586.1333),
(1 1054.1791),(2 1304.5482),(3 1424.8098),(4 1481.0416),(5 1541.9526),(6 1627.2773),(7 1703.2203),(8 1740.2264),(9 1759.5565),(10 1821.854),(11 1812.8639),(12 1835.6027),(13 1872.7759),(14 1928.4045),(15 1910.6964),(16 1904.0392),(17 1902.937),(18 1901.8036),(19 1908.1064),(20 1940.7933),(21 1914.2009),(22 1909.9438),(23 1939.4791),(24 1926.9832),(25 1913.6277),(26 1917.8422),(27 1954.4635),(28 1992.6249),(29 2007.1855),(30 1928.8398),(31 1935.2449),(32 1919.9448),(33 1959.0034),(34 1961.907),(35 1957.8784),(36 1983.9958),(37 1961.5591),(38 1966.4536),(39 1982.3801),(40 1966.5972),(41 2014.624),(42 2041.3705),(43 2051.6895),(44 2048.1328),(45 2037.5851),(46 2047.6276),(47 2093.4558),(48 2100.787),(49 2084.1758),(50 2112.4849),(51 2132.8752),(52 2168.1343),(53 2171.3984),(54 2161.8843),(55 2183.1685),(56 2229.8823),(57 2235.5762),(58 2256.7202),(59 2246.553),(60 2274.1807),(61 2276.8684),(62 2267.2751),(63 2265.5566),(64 2259.7178),(65 2258.5107),(66 2266.633),(67 2267.3103),(68 2290.8652),(69 2314.871),(70 2345.6533),(71 2348.4387),(72 2336.2913),(73 2338.6543),(74 2354.991),(75 2379.2603),(76 2350.6694),(77 2342.1863),(78 2379.255),(79 2395.103),
(1 1024.6616),(2 1260.4741),(3 1408.0006),(4 1482.9153),(5 1561.9738),(6 1639.4949),(7 1700.7147),(8 1770.405),(9 1816.1642),(10 1847.3627),(11 1837.0974),(12 1857.4531),(13 1922.6815),(14 1944.493),(15 1951.5344),(16 1948.6094),(17 1968.3773),(18 1922.0547),(19 1948.173),(20 1964.378),(21 1944.2941),(22 1948.1989),(23 1943.0476),(24 1962.0759),(25 1993.485),(26 1989.4426),(27 2041.1625),(28 2092.5845),(29 2080.043),(30 2032.0101),(31 2055.904),(32 2049.813),(33 2046.9758),(34 2052.7332),(35 2040.5906),(36 2060.251),(37 2060.535),(38 2036.0913),(39 2049.7107),(40 2043.7363),(41 2119.729),(42 2155.404),(43 2169.6072),(44 2172.6287),(45 2155.9893),(46 2152.0234),(47 2187.9202),(48 2208.5957),(49 2195.835),(50 2234.8208),(51 2256.0806),(52 2270.5186),(53 2270.1335),(54 2273.0806),(55 2303.1443),(56 2312.3599),(57 2313.8992),(58 2314.9653),(59 2339.1204),(60 2321.8096),(61 2352.0525),(62 2357.4019),(63 2378.496),(64 2380.8142),(65 2379.1384),(66 2400.4626),(67 2393.1958),(68 2445.2048),(69 2454.0679),(70 2464.261),(71 2482.9753),(72 2478.911),(73 2465.3137),(74 2466.5562),(75 2465.1218),(76 2468.7878),(77 2494.6243),(78 2547.3738),(79 2557.7163),
(1 982.4696),(2 1209.5891),(3 1370.6259),(4 1434.3062),(5 1505.5742),(6 1586.0604),(7 1651.311),(8 1710.9086),(9 1760.9492),(10 1787.5802),(11 1823.7017),(12 1830.4922),(13 1850.3379),(14 1880.4746),(15 1888.2919),(16 1888.5558),(17 1880.4634),(18 1865.0073),(19 1869.4253),(20 1868.2028),(21 1859.055),(22 1863.7262),(23 1889.2128),(24 1863.4497),(25 1852.0653),(26 1856.1835),(27 1897.0264),(28 1930.477),(29 1912.6135),(30 1853.9917),(31 1889.9128),(32 1889.9285),(33 1898.1367),(34 1887.9406),(35 1862.5742),(36 1896.7164),(37 1917.8689),(38 1916.1349),(39 1906.356),(40 1899.5925),(41 1968.7346),(42 1994.9127),(43 2020.1624),(44 2010.4265),(45 2020.9485),(46 2000.5535),(47 2025.2474),(48 2030.3373),(49 2043.7312),(50 2055.4546),(51 2106.7246),(52 2108.352),(53 2101.055),(54 2114.1033),(55 2141.966),(56 2161.4543),(57 2152.1992),(58 2183.229),(59 2202.8022),(60 2217.7813),(61 2213.715),(62 2230.7942),(63 2248.453),(64 2253.216),(65 2237.3772),(66 2240.703),(67 2268.6252),(68 2282.8662),(69 2284.602),(70 2288.9863),(71 2309.643),(72 2310.1929),(73 2324.6353),(74 2321.5435),(75 2329.042),(76 2333.3633),(77 2341.965),(78 2394.4468),(79 2405.9539),
(1 1017.30096),(2 1227.2856),(3 1369.7312),(4 1413.2764),(5 1491.0826),(6 1581.1388),(7 1662.9222),(8 1683.9558),(9 1730.8921),(10 1734.1656),(11 1772.5332),(12 1779.18),(13 1801.5876),(14 1819.8167),(15 1831.748),(16 1815.684),(17 1816.9343),(18 1798.8),(19 1821.899),(20 1804.1603),(21 1793.0894),(22 1809.7323),(23 1842.7821),(24 1828.2781),(25 1821.6864),(26 1836.6986),(27 1851.2349),(28 1889.7631),(29 1871.191),(30 1858.2339),(31 1879.0884),(32 1898.3181),(33 1887.4385),(34 1857.014),(35 1869.4063),(36 1914.6611),(37 1903.1093),(38 1907.2974),(39 1907.9971),(40 1902.4008),(41 1934.9755),(42 1947.7117),(43 1948.7754),(44 1962.2479),(45 1979.8448),(46 1980.83),(47 1993.0707),(48 1995.449),(49 2004.8424),(50 2022.4067),(51 2040.891),(52 2067.6577),(53 2065.8853),(54 2075.708),(55 2069.2217),(56 2071.5437),(57 2099.1992),(58 2109.023),(59 2125.325),(60 2149.787),(61 2137.4954),(62 2157.1392),(63 2198.3284),(64 2200.555),(65 2181.574),(66 2177.281),(67 2176.4832),(68 2204.147),(69 2218.8738),(70 2222.9912),(71 2244.6848),(72 2234.7715),(73 2242.5356),(74 2265.1848),(75 2279.2852),(76 2316.9014),(77 2327.345),(78 2333.666),(79 2349.5217),
(1 976.6672),(2 1196.0513),(3 1337.8623),(4 1401.7595),(5 1483.7333),(6 1562.3749),(7 1613.5239),(8 1637.3303),(9 1668.0914),(10 1723.4552),(11 1726.1112),(12 1745.5276),(13 1760.0574),(14 1804.7769),(15 1820.719),(16 1801.4803),(17 1818.7349),(18 1821.1575),(19 1840.5089),(20 1797.1254),(21 1827.6271),(22 1842.5186),(23 1846.8489),(24 1815.1788),(25 1836.0643),(26 1858.0876),(27 1892.7742),(28 1919.417),(29 1896.0111),(30 1922.0491),(31 1919.4423),(32 1918.0598),(33 1915.8782),(34 1878.0176),(35 1889.5487),(36 1885.6251),(37 1875.6592),(38 1850.4357),(39 1887.0194),(40 1880.6938),(41 1900.1481),(42 1898.3129),(43 1933.5978),(44 1948.9836),(45 1955.4279),(46 1970.3146),(47 1989.4894),(48 2008.0063),(49 2015.677),(50 2024.1396),(51 2039.831),(52 2072.132),(53 2089.0408),(54 2083.919),(55 2088.2686),(56 2103.1423),(57 2108.7915),(58 2116.6448),(59 2107.2454),(60 2121.9348),(61 2159.0532),(62 2151.9038),(63 2200.5837),(64 2185.71),(65 2163.3848),(66 2176.794),(67 2195.3958),(68 2208.642),(69 2227.309),(70 2235.6104),(71 2257.9324),(72 2215.3818),(73 2220.2712),(74 2220.4644),(75 2235.5444),(76 2227.9846),(77 2226.0217),(78 2257.4185),(79 2286.8083),
(1 957.35004),(2 1190.2279),(3 1345.3987),(4 1404.9552),(5 1474.8197),(6 1561.0258),(7 1615.7087),(8 1667.3018),(9 1693.7545),(10 1707.3524),(11 1724.1842),(12 1739.5862),(13 1779.3992),(14 1808.0588),(15 1831.1606),(16 1802.223),(17 1813.7139),(18 1813.5448),(19 1786.4564),(20 1791.1791),(21 1804.1766),(22 1819.0851),(23 1810.6522),(24 1804.9855),(25 1786.842),(26 1824.423),(27 1830.1923),(28 1859.1124),(29 1862.5525),(30 1846.4751),(31 1863.5336),(32 1838.2809),(33 1836.6328),(34 1830.5814),(35 1825.4836),(36 1847.682),(37 1855.5817),(38 1840.0558),(39 1885.5725),(40 1898.1525),(41 1888.6338),(42 1892.4075),(43 1881.5258),(44 1928.4896),(45 1938.4055),(46 1956.0682),(47 1991.3896),(48 1974.7479),(49 1975.9722),(50 1980.9271),(51 2019.3253),(52 2045.8005),(53 2066.2751),(54 2064.5535),(55 2079.4224),(56 2120.7808),(57 2115.5652),(58 2122.3862),(59 2132.5557),(60 2140.4136),(61 2156.2456),(62 2186.8738),(63 2201.6414),(64 2195.2378),(65 2189.6409),(66 2206.7478),(67 2212.0784),(68 2208.68),(69 2233.031),(70 2242.8376),(71 2261.7683),(72 2260.5793),(73 2265.7986),(74 2291.227),(75 2307.6707),(76 2314.2048),(77 2304.726),(78 2317.5059),(79 2345.2688),
(1 950.8132),(2 1174.315),(3 1304.6315),(4 1363.3037),(5 1442.7361),(6 1503.1125),(7 1582.5042),(8 1638.0038),(9 1679.0146),(10 1707.4282),(11 1745.2866),(12 1778.9407),(13 1786.6871),(14 1796.971),(15 1810.0552),(16 1805.5828),(17 1787.9355),(18 1798.7197),(19 1785.6631),(20 1797.2897),(21 1834.4738),(22 1813.8878),(23 1817.1426),(24 1795.7909),(25 1814.7891),(26 1816.4381),(27 1823.6571),(28 1865.9886),(29 1859.1195),(30 1828.8347),(31 1840.5988),(32 1819.2303),(33 1816.2872),(34 1800.3131),(35 1821.9592),(36 1848.6423),(37 1831.5946),(38 1802.6371),(39 1823.2454),(40 1846.4567),(41 1857.752),(42 1857.567),(43 1867.3759),(44 1881.8351),(45 1913.9371),(46 1923.8685),(47 1914.4353),(48 1935.7517),(49 1937.6082),(50 1947.4504),(51 1969.9884),(52 1990.5565),(53 2066.35),(54 2036.4094),(55 2064.3665),(56 2060.0876),(57 2053.9827),(58 2058.566),(59 2051.2273),(60 2083.3647),(61 2103.9753),(62 2098.5088),(63 2109.153),(64 2100.83),(65 2108.6572),(66 2128.9536),(67 2138.0017),(68 2151.769),(69 2161.8562),(70 2194.531),(71 2220.8145),(72 2227.8145),(73 2240.1733),(74 2243.406),(75 2302.8105),(76 2304.636),(77 2286.8594),(78 2292.9226),(79 2309.0024),
(1 935.29285),(2 1154.1328),(3 1269.8099),(4 1315.7151),(5 1391.4308),(6 1450.1799),(7 1538.5361),(8 1591.3541),(9 1610.4423),(10 1636.5892),(11 1652.0841),(12 1665.6483),(13 1692.5256),(14 1718.4385),(15 1709.7673),(16 1693.056),(17 1697.9272),(18 1701.9196),(19 1695.6375),(20 1684.8845),(21 1704.1554),(22 1731.7733),(23 1721.3654),(24 1736.0796),(25 1732.9774),(26 1739.0924),(27 1764.7745),(28 1794.6798),(29 1745.369),(30 1723.9626),(31 1757.8502),(32 1761.0321),(33 1721.7424),(34 1728.5181),(35 1736.0112),(36 1750.8801),(37 1720.4204),(38 1731.1342),(39 1747.001),(40 1746.7292),(41 1742.7338),(42 1761.998),(43 1781.3319),(44 1790.3672),(45 1802.3934),(46 1812.7982),(47 1802.1165),(48 1829.0326),(49 1833.802),(50 1858.0121),(51 1864.6835),(52 1868.1775),(53 1889.4197),(54 1901.3782),(55 1916.3279),(56 1912.457),(57 1923.396),(58 1928.7004),(59 1929.2107),(60 1969.7069),(61 1985.9868),(62 1998.2334),(63 2031.0679),(64 2026.0797),(65 2047.9854),(66 2056.9148),(67 2053.6052),(68 2057.3972),(69 2071.1326),(70 2077.593),(71 2096.5132),(72 2137.4705),(73 2161.0378),(74 2165.8955),(75 2166.3267),(76 2175.944),(77 2178.4578),(78 2220.5698),(79 2221.4146),
(1 911.1153),(2 1148.7834),(3 1274.5999),(4 1345.5055),(5 1403.4664),(6 1469.6805),(7 1542.781),(8 1591.7368),(9 1615.3539),(10 1627.3435),(11 1670.578),(12 1679.0844),(13 1699.7205),(14 1729.48),(15 1754.9927),(16 1728.863),(17 1714.7057),(18 1738.6321),(19 1730.036),(20 1706.3188),(21 1710.2582),(22 1726.6511),(23 1745.4071),(24 1735.9329),(25 1732.9801),(26 1747.911),(27 1779.5151),(28 1812.2196),(29 1775.8774),(30 1750.4467),(31 1762.7854),(32 1764.6158),(33 1748.1141),(34 1738.6514),(35 1760.9965),(36 1743.5891),(37 1737.1478),(38 1748.6266),(39 1760.0354),(40 1758.2109),(41 1776.797),(42 1800.3844),(43 1822.7856),(44 1845.3021),(45 1867.521),(46 1880.9106),(47 1892.9231),(48 1902.7794),(49 1903.9725),(50 1899.9945),(51 1940.5321),(52 1935.2421),(53 1940.4111),(54 1951.36),(55 1971.51),(56 1961.7446),(57 1994.4531),(58 1998.5066),(59 2025.3491),(60 2067.3867),(61 2080.732),(62 2094.547),(63 2095.4802),(64 2123.0398),(65 2126.1997),(66 2129.2876),(67 2128.769),(68 2134.8389),(69 2147.938),(70 2148.0356),(71 2184.464),(72 2187.2126),(73 2203.598),(74 2218.2937),(75 2250.693),(76 2260.088),(77 2249.7458),(78 2281.1213),(79 2275.8699),
(1 893.64795),(2 1115.3721),(3 1233.0447),(4 1307.7863),(5 1373.2555),(6 1436.3761),(7 1487.6085),(8 1544.69),(9 1573.9187),(10 1582.0848),(11 1584.3611),(12 1626.5374),(13 1666.8429),(14 1696.0427),(15 1708.1167),(16 1689.9854),(17 1678.3365),(18 1701.1855),(19 1714.7296),(20 1692.1978),(21 1691.4478),(22 1714.8223),(23 1724.6797),(24 1701.2544),(25 1686.2539),(26 1709.7341),(27 1756.9915),(28 1774.2405),(29 1766.9142),(30 1735.713),(31 1732.1433),(32 1751.5525),(33 1719.8424),(34 1737.2625),(35 1758.2952),(36 1744.8683),(37 1722.6183),(38 1731.7476),(39 1762.067),(40 1742.4805),(41 1765.1991),(42 1757.1069),(43 1774.8799),(44 1795.3124),(45 1792.7776),(46 1816.3293),(47 1831.369),(48 1838.4618),(49 1835.3756),(50 1874.7981),(51 1886.5277),(52 1905.8851),(53 1914.8634),(54 1929.6434),(55 1945.2361),(56 1950.4979),(57 1976.6304),(58 1991.6594),(59 1993.6517),(60 2023.6615),(61 2061.7395),(62 2067.561),(63 2067.2668),(64 2060.7546),(65 2065.0754),(66 2086.815),(67 2091.1533),(68 2098.887),(69 2116.7813),(70 2114.437),(71 2147.0647),(72 2166.7695),(73 2174.4543),(74 2167.6565),(75 2162.2837),(76 2161.9163),(77 2176.1787),(78 2186.9133),(79 2190.3193),
(1 866.5025),(2 1073.9812),(3 1186.2725),(4 1263.8002),(5 1345.1489),(6 1429.6448),(7 1490.766),(8 1526.261),(9 1563.6859),(10 1582.518),(11 1617.0544),(12 1627.71),(13 1642.2954),(14 1670.0883),(15 1689.8019),(16 1687.716),(17 1692.2875),(18 1699.6892),(19 1698.143),(20 1667.5476),(21 1690.0067),(22 1690.7499),(23 1724.5396),(24 1716.9349),(25 1699.9725),(26 1703.3372),(27 1742.6594),(28 1743.6782),(29 1750.1398),(30 1751.8925),(31 1757.1096),(32 1739.3236),(33 1727.7019),(34 1743.0632),(35 1733.8492),(36 1725.121),(37 1720.2483),(38 1703.1775),(39 1719.7803),(40 1730.7856),(41 1748.7257),(42 1748.9404),(43 1765.6725),(44 1818.7059),(45 1815.455),(46 1822.8926),(47 1813.585),(48 1847.0647),(49 1842.5004),(50 1870.8015),(51 1880.5703),(52 1878.5032),(53 1872.2802),(54 1901.148),(55 1904.3804),(56 1944.992),(57 1971.5947),(58 1966.2701),(59 2003.7592),(60 2019.7054),(61 2037.5989),(62 2038.3151),(63 2055.234),(64 2056.674),(65 2034.8948),(66 2061.8376),(67 2069.5752),(68 2071.7227),(69 2095.4744),(70 2107.6748),(71 2099.0742),(72 2130.888),(73 2130.8325),(74 2121.3835),(75 2146.317),(76 2169.314),(77 2176.4482),(78 2196.0525),(79 2186.902),
(1 881.5702),(2 1073.3378),(3 1193.9889),(4 1256.7772),(5 1334.0995),(6 1403.9989),(7 1462.8027),(8 1516.8893),(9 1533.3802),(10 1557.2222),(11 1582.8345),(12 1608.4086),(13 1632.8497),(14 1626.5918),(15 1646.8695),(16 1645.045),(17 1651.2177),(18 1649.2235),(19 1651.5408),(20 1630.9724),(21 1651.5511),(22 1660.9065),(23 1651.0342),(24 1663.1184),(25 1647.9888),(26 1669.8815),(27 1696.7555),(28 1701.8243),(29 1714.7781),(30 1701.8948),(31 1685.1057),(32 1674.8737),(33 1656.239),(34 1655.8484),(35 1675.159),(36 1671.6843),(37 1659.3134),(38 1670.5798),(39 1698.6678),(40 1705.018),(41 1728.399),(42 1717.9209),(43 1727.4036),(44 1770.6246),(45 1781.4703),(46 1796.1366),(47 1800.6556),(48 1811.6451),(49 1822.1185),(50 1821.6711),(51 1841.5588),(52 1864.0656),(53 1872.1609),(54 1883.3396),(55 1901.0515),(56 1918.9689),(57 1913.2423),(58 1930.1185),(59 1957.7678),(60 1958.2048),(61 1957.0234),(62 1954.9843),(63 1975.9136),(64 1955.376),(65 1967.4966),(66 1979.9362),(67 1974.6051),(68 1987.4208),(69 2007.3914),(70 2019.2047),(71 2043.3309),(72 2064.1353),(73 2071.7844),(74 2054.303),(75 2085.7778),(76 2065.8088),(77 2079.628),(78 2077.865),(79 2075.8508),
(1 825.0809),(2 1020.2825),(3 1149.5792),(4 1219.8468),(5 1303.1125),(6 1374.1672),(7 1408.8816),(8 1472.4585),(9 1505.651),(10 1512.7562),(11 1532.6079),(12 1553.0435),(13 1575.4131),(14 1605.3917),(15 1634.7067),(16 1638.9032),(17 1639.8715),(18 1651.0533),(19 1632.4386),(20 1630.3008),(21 1625.6661),(22 1644.2314),(23 1639.9791),(24 1642.6865),(25 1630.8881),(26 1627.3779),(27 1673.307),(28 1683.7816),(29 1686.6632),(30 1641.6375),(31 1635.3915),(32 1627.934),(33 1611.4099),(34 1619.4211),(35 1620.117),(36 1609.7917),(37 1621.541),(38 1608.5266),(39 1636.8186),(40 1638.9583),(41 1656.4574),(42 1683.1173),(43 1696.3142),(44 1704.78),(45 1724.825),(46 1741.9835),(47 1731.7048),(48 1729.5795),(49 1741.6663),(50 1760.323),(51 1769.2101),(52 1781.903),(53 1770.7147),(54 1784.802),(55 1807.5376),(56 1815.0925),(57 1850.418),(58 1852.6824),(59 1873.6907),(60 1889.0687),(61 1881.139),(62 1873.4047),(63 1909.9784),(64 1905.6857),(65 1882.0016),(66 1883.6554),(67 1886.1025),(68 1911.79),(69 1920.9805),(70 1923.3827),(71 1924.5863),(72 1914.71),(73 1943.7827),(74 1964.6798),(75 1966.1097),(76 1960.6716),(77 1968.0813),(78 1966.5309),(79 1980.1708),
