1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 80634),(2 291739.78),(3 600503.7),(4 973405.8),(5 1386308.9),(6 1814792.4),(7 2246928.3),(8 2675826),(9 3106481.3),(10 3539862.8),(11 3975769.8),(12 4416726),(13 4862642),(14 5307584),(15 5747398),(16 6172945.5),(17 6589794.5),(18 6998760),(19 7403672),(20 7801903.5),(21 8201613.5),(22 8597331),(23 8991203),(24 9383097),(25 9773191),(26 10161829),(27 10541743),(28 10913073),(29 11284017),(30 11672811),(31 12075403),(32 12479477),(33 12872133),(34 13248129),(35 13615261),(36 13975571),(37 14335419),(38 14692555),(39 15047595),(40 15408867),(41 15783021),(42 16158541),(43 16549812),(44 16942210),(45 17349448),(46 17770358),(47 18199130),(48 18608378),(49 19010250),(50 19406550),(51 19802566),(52 20186160),(53 20569478),(54 20950128),(55 21332848),(56 21711164),(57 22087888),(58 22459464),(59 22820438),(60 23173928),(61 23510614),(62 23829786),(63 24136234),(64 24430432),(65 24706322),(66 24962910),(67 25207758),(68 25453962),(69 25707678),(70 25981070),(71 26269910),(72 26573992),(73 26890894),(74 27208898),(75 27528200),(76 27838816),(77 28140638),(78 28413400),(79 28662854),
(1 230.59235),(2 415.0365),(3 556.05884),(4 651.08386),(5 713.2124),(6 754.9086),(7 780.9102),(8 796.4135),(9 811.36395),(10 825.30444),(11 837.97736),(12 847.4268),(13 858.3149),(14 867.5563),(15 874.5698),(16 881.91547),(17 890.08325),(18 894.85803),(19 900.05),(20 906.34595),(21 915.2022),(22 921.5286),(23 929.47766),(24 934.2787),(25 937.87445),(26 940.1321),(27 944.5336),(28 947.0007),(29 950.27295),(30 953.732),(31 956.51227),(32 956.5692),(33 959.30023),(34 961.7963),(35 964.6987),(36 967.1548),(37 970.83),(38 972.2682),(39 976.59393),(40 979.23126),(41 981.89294),(42 982.0399),(43 983.72766),(44 982.8939),(45 982.4792),(46 979.83624),(47 981.03345),(48 979.7431),(49 978.56195),(50 976.5934),(51 979.1583),(52 980.16406),(53 981.89703),(54 984.12115),(55 987.182),(56 987.86414),(57 989.0687),(58 987.8629),(59 988.98987),(60 990.02966),(61 991.542),(62 992.5067),(63 995.4593),(64 996.2589),(65 998.71375),(66 997.54816),(67 994.2625),(68 989.86816),(69 989.1863),(70 986.3216),(71 984.0655),(72 982.451),(73 981.42865),(74 979.9629),(75 980.495),(76 981.61206),(77 985.271),(78 987.0688),(79 988.63855),
(1 227.33827),(2 409.16928),(3 547.7161),(4 643.71045),(5 706.936),(6 745.57947),(7 768.85114),(8 785.78687),(9 801.1921),(10 815.4146),(11 827.69293),(12 836.2554),(13 844.921),(14 851.50775),(15 857.43353),(16 862.2826),(17 868.15106),(18 873.43207),(19 882.5984),(20 889.82605),(21 895.5766),(22 898.5669),(23 903.7581),(24 907.2303),(25 911.26917),(26 913.9791),(27 917.1618),(28 920.8407),(29 925.11383),(30 927.6242),(31 930.2337),(32 933.94226),(33 940.634),(34 946.02454),(35 948.5564),(36 949.84717),(37 951.4058),(38 949.212),(39 950.5914),(40 950.8846),(41 952.7261),(42 954.254),(43 954.79346),(44 956.1934),(45 958.0751),(46 957.17755),(47 959.38495),(48 961.06726),(49 961.6102),(50 960.19214),(51 963.9377),(52 968.1077),(53 970.66943),(54 969.7669),(55 970.3824),(56 968.1222),(57 966.7337),(58 964.73425),(59 962.8368),(60 961.628),(61 962.75684),(62 962.87164),(63 963.1634),(64 961.60626),(65 964.388),(66 962.5511),(67 960.1426),(68 957.0589),(69 956.62885),(70 954.76215),(71 954.3229),(72 955.8384),(73 957.8515),(74 958.7728),(75 962.89575),(76 965.9047),(77 968.17096),(78 970.2275),(79 970.35486),
(1 223.31555),(2 399.57214),(3 533.99695),(4 624.6437),(5 685.967),(6 724.6306),(7 749.79755),(8 767.75574),(9 783.9677),(10 795.3837),(11 806.60345),(12 818.0841),(13 828.0485),(14 834.44806),(15 841.8714),(16 847.0129),(17 854.6344),(18 861.3191),(19 867.9052),(20 873.48627),(21 880.27484),(22 884.7785),(23 889.80585),(24 895.0921),(25 901.0415),(26 904.8193),(27 907.2949),(28 908.8596),(29 910.1701),(30 911.34753),(31 915.04114),(32 915.77783),(33 916.7296),(34 917.28174),(35 920.8585),(36 923.4912),(37 927.68604),(38 929.02124),(39 932.80096),(40 934.56824),(41 937.1265),(42 938.2552),(43 938.8686),(44 938.8657),(45 940.20886),(46 939.94244),(47 942.2855),(48 941.443),(49 942.30786),(50 942.3528),(51 945.6376),(52 945.94476),(53 947.77716),(54 946.7844),(55 947.8863),(56 946.4334),(57 947.0344),(58 946.8923),(59 948.10596),(60 947.658),(61 949.1149),(62 949.68445),(63 951.69604),(64 949.9643),(65 950.763),(66 948.12195),(67 946.16956),(68 945.9343),(69 948.84375),(70 948.11316),(71 947.1209),(72 946.26996),(73 946.3622),(74 945.39185),(75 946.2097),(76 948.3973),(77 950.1748),(78 949.03656),(79 948.1877),
(1 219.18132),(2 390.20126),(3 517.8317),(4 606.41376),(5 666.03937),(6 704.3662),(7 727.66095),(8 743.62317),(9 757.0889),(10 766.97363),(11 778.0312),(12 788.36163),(13 798.7923),(14 807.2354),(15 813.16315),(16 816.51984),(17 822.69836),(18 829.97437),(19 840.7099),(20 848.4299),(21 855.36694),(22 857.406),(23 858.85486),(24 860.1238),(25 862.7185),(26 865.7418),(27 868.50146),(28 870.14984),(29 872.67145),(30 872.44183),(31 873.50757),(32 874.4461),(33 876.547),(34 878.3548),(35 881.7352),(36 882.0778),(37 884.5533),(38 886.17645),(39 889.7848),(40 891.8775),(41 894.66327),(42 897.5616),(43 899.25183),(44 897.82623),(45 899.6386),(46 899.1421),(47 900.72894),(48 901.3736),(49 901.82404),(50 900.5898),(51 902.5972),(52 903.65204),(53 905.19073),(54 905.12775),(55 907.0331),(56 905.6914),(57 904.1595),(58 903.75),(59 905.20807),(60 904.9153),(61 906.44507),(62 906.0023),(63 905.90967),(64 904.0817),(65 905.028),(66 903.8855),(67 903.23755),(68 903.78125),(69 905.52496),(70 906.6512),(71 909.24396),(72 910.4642),(73 911.7696),(74 910.8005),(75 910.2526),(76 908.91614),(77 908.4869),(78 908.2164),(79 906.64954),
(1 215.6797),(2 386.35638),(3 514.3792),(4 601.545),(5 659.53625),(6 696.4342),(7 718.3844),(8 733.4751),(9 745.6626),(10 755.8173),(11 766.01086),(12 776.1368),(13 784.89075),(14 789.7877),(15 795.69275),(16 798.8135),(17 804.44196),(18 810.84467),(19 819.34485),(20 827.08624),(21 833.49023),(22 837.612),(23 842.8791),(24 846.08777),(25 848.6918),(26 848.9495),(27 850.369),(28 851.79346),(29 854.9521),(30 857.34796),(31 860.05396),(32 862.66437),(33 867.30536),(34 869.4792),(35 873.25336),(36 873.86993),(37 875.3922),(38 876.60254),(39 880.18677),(40 881.5616),(41 881.74457),(42 884.8798),(43 887.4254),(44 888.86993),(45 890.5552),(46 890.7622),(47 891.89496),(48 891.86176),(49 892.7388),(50 891.6332),(51 894.4721),(52 895.9878),(53 898.37115),(54 898.98267),(55 901.3438),(56 900.4282),(57 900.1655),(58 899.47363),(59 899.2833),(60 896.696),(61 896.0017),(62 895.47125),(63 898.2498),(64 898.9839),(65 899.9417),(66 897.23663),(67 896.5413),(68 895.1135),(69 896.9958),(70 897.14545),(71 899.50684),(72 902.6889),(73 906.48486),(74 906.80023),(75 906.1052),(76 904.76764),(77 906.3895),(78 907.14246),(79 908.5963),
(1 210.1782),(2 373.55505),(3 496.45682),(4 580.3615),(5 635.48474),(6 670.51434),(7 691.5616),(8 705.7081),(9 718.2072),(10 729.3639),(11 742.1596),(12 753.086),(13 762.7355),(14 770.3158),(15 778.23474),(16 783.58624),(17 789.17004),(18 794.31696),(19 802.1471),(20 807.2728),(21 813.1689),(22 816.3805),(23 821.0904),(24 823.1934),(25 826.35126),(26 829.0486),(27 832.4918),(28 836.522),(29 839.0048),(30 837.5172),(31 836.7178),(32 836.61194),(33 838.6399),(34 838.2623),(35 839.5191),(36 840.9522),(37 844.565),(38 847.89764),(39 851.68286),(40 852.95154),(41 855.6397),(42 856.6397),(43 858.66254),(44 858.9043),(45 857.0333),(46 856.69965),(47 859.2251),(48 859.39844),(49 861.6927),(50 863.4492),(51 866.5065),(52 868.44525),(53 870.95215),(54 870.85944),(55 871.312),(56 869.54285),(57 866.80804),(58 867.6889),(59 868.0822),(60 867.76465),(61 866.64343),(62 865.8761),(63 865.8939),(64 865.0915),(65 867.0189),(66 867.24084),(67 866.9283),(68 866.02997),(69 865.7892),(70 865.44293),(71 865.86914),(72 866.9617),(73 869.05786),(74 867.8316),(75 868.93945),(76 870.4133),(77 870.94885),(78 872.19086),(79 872.3891),
(1 206.98389),(2 365.14072),(3 483.41748),(4 563.07074),(5 614.5113),(6 647.21625),(7 667.9756),(8 681.31573),(9 695.45734),(10 707.0526),(11 720.2543),(12 730.36926),(13 738.9754),(14 747.19086),(15 755.746),(16 762.31287),(17 769.38104),(18 772.8652),(19 778.8386),(20 783.9518),(21 789.7194),(22 792.2096),(23 798.295),(24 802.33655),(25 807.0036),(26 810.48987),(27 813.84393),(28 815.41974),(29 817.66547),(30 818.25684),(31 820.70776),(32 824.78143),(33 827.89056),(34 829.1545),(35 831.08374),(36 830.8893),(37 831.45715),(38 833.45056),(39 835.56506),(40 836.43744),(41 837.388),(42 838.9535),(43 843.3779),(44 843.228),(45 842.53174),(46 841.4628),(47 843.4721),(48 845.6937),(49 848.1789),(50 847.482),(51 848.02136),(52 845.8083),(53 844.74445),(54 843.2085),(55 844.92224),(56 843.2316),(57 843.7434),(58 844.46173),(59 845.6913),(60 848.54865),(61 852.05035),(62 852.5712),(63 854.43384),(64 854.41504),(65 854.35034),(66 852.85974),(67 852.9996),(68 852.3833),(69 854.3553),(70 852.766),(71 852.5197),(72 853.3318),(73 856.09937),(74 859.34375),(75 860.7877),(76 862.5051),(77 864.70435),(78 866.04895),(79 866.5677),
(1 203.99248),(2 360.86008),(3 479.69452),(4 560.0055),(5 612.44),(6 643.99243),(7 663.14386),(8 676.8441),(9 689.20197),(10 698.5994),(11 709.8013),(12 718.89734),(13 727.65466),(14 734.9839),(15 741.32385),(16 745.1175),(17 749.78613),(18 752.56665),(19 759.9266),(20 765.5005),(21 773.18774),(22 776.9104),(23 780.89935),(24 783.6425),(25 787.3848),(26 789.98364),(27 794.84174),(28 799.027),(29 803.232),(30 804.8241),(31 807.84125),(32 809.4823),(33 811.94806),(34 813.57),(35 815.2733),(36 816.0944),(37 818.6727),(38 822.19574),(39 827.7739),(40 830.7771),(41 833.0663),(42 833.3118),(43 834.2185),(44 833.9297),(45 834.91364),(46 835.6999),(47 839.2706),(48 840.31665),(49 840.19086),(50 840.9834),(51 843.5395),(52 841.7283),(53 842.0588),(54 841.5037),(55 841.82025),(56 842.37915),(57 842.5085),(58 843.92084),(59 846.834),(60 848.0423),(61 850.5979),(62 850.3688),(63 851.4555),(64 850.77924),(65 850.73004),(66 848.06024),(67 847.221),(68 846.6392),(69 847.5835),(70 846.33624),(71 844.0222),(72 842.3541),(73 842.2622),(74 840.1374),(75 839.3575),(76 838.98175),(77 840.7919),(78 842.8921),(79 844.7535),
(1 198.71034),(2 348.3367),(3 460.24048),(4 534.6029),(5 583.5907),(6 613.5518),(7 632.16486),(8 645.71564),(9 656.57745),(10 666.95404),(11 677.9153),(12 686.8435),(13 696.9192),(14 705.6012),(15 711.80743),(16 716.5215),(17 722.81995),(18 726.693),(19 732.7528),(20 738.0413),(21 744.38696),(22 747.45135),(23 753.4143),(24 756.5143),(25 760.1091),(26 761.3598),(27 765.4143),(28 767.85785),(29 770.39984),(30 772.65985),(31 774.7977),(32 776.1022),(33 778.19653),(34 781.3996),(35 784.32684),(36 785.58167),(37 786.9473),(38 786.9261),(39 789.06323),(40 790.6885),(41 792.8142),(42 795.54846),(43 798.89044),(44 798.7682),(45 797.04553),(46 797.66284),(47 799.8452),(48 800.2598),(49 801.02905),(50 801.6742),(51 805.4239),(52 808.177),(53 809.37317),(54 808.52167),(55 809.79266),(56 809.6255),(57 810.69415),(58 810.5649),(59 811.0744),(60 808.7788),(61 808.85016),(62 809.5296),(63 809.7791),(64 810.84827),(65 813.5132),(66 814.5804),(67 815.9564),(68 816.0196),(69 817.42554),(70 816.083),(71 815.9969),(72 815.4371),(73 816.13885),(74 815.1293),(75 815.6688),(76 815.2509),(77 816.46234),(78 816.78674),(79 816.0811),
(1 198.48994),(2 348.56653),(3 460.47668),(4 535.8106),(5 583.11017),(6 612.98505),(7 630.919),(8 644.41504),(9 656.06696),(10 667.899),(11 678.6873),(12 686.5234),(13 695.41766),(14 702.89716),(15 709.85834),(16 712.098),(17 716.687),(18 719.26764),(19 724.62933),(20 731.3981),(21 737.1771),(22 739.92975),(23 743.8257),(24 745.78937),(25 750.2803),(26 754.9097),(27 759.3144),(28 762.3211),(29 764.4383),(30 764.59564),(31 767.0821),(32 769.80774),(33 773.60504),(34 775.8796),(35 780.28314),(36 782.2262),(37 785.87775),(38 787.43585),(39 789.7902),(40 790.17725),(41 789.62915),(42 789.7356),(43 792.38354),(44 791.7998),(45 792.5142),(46 791.24756),(47 791.5958),(48 791.10266),(49 793.53766),(50 794.4938),(51 797.75757),(52 797.91815),(53 797.9141),(54 795.3931),(55 795.9444),(56 795.9613),(57 796.2536),(58 796.1279),(59 796.9756),(60 797.2688),(61 801.05505),(62 801.4313),(63 801.5852),(64 799.4892),(65 799.45685),(66 797.87085),(67 798.94403),(68 800.4383),(69 802.5688),(70 804.0469),(71 806.0682),(72 806.28015),(73 808.0123),(74 805.60016),(75 804.946),(76 803.88226),(77 804.8702),(78 806.29016),(79 810.4944),
(1 193.51425),(2 337.9894),(3 445.91156),(4 517.6177),(5 565.5588),(6 595.5058),(7 614.5126),(8 626.999),(9 637.1646),(10 645.9098),(11 655.451),(12 665.0884),(13 673.84235),(14 681.9808),(15 689.1081),(16 695.4955),(17 700.27057),(18 704.58215),(19 710.2531),(20 714.9081),(21 721.24097),(22 725.07355),(23 728.00757),(24 730.1631),(25 734.15045),(26 736.2005),(27 738.9018),(28 739.7791),(29 743.443),(30 744.3573),(31 746.4683),(32 748.51),(33 752.2595),(34 754.9423),(35 757.8821),(36 760.2631),(37 763.19586),(38 763.49286),(39 766.12317),(40 767.6893),(41 770.7081),(42 771.82733),(43 774.62897),(44 774.97894),(45 777.00336),(46 776.7062),(47 777.8312),(48 777.2168),(49 777.94794),(50 776.6162),(51 778.31604),(52 780.56934),(53 782.9291),(54 784.7633),(55 789.4573),(56 789.93024),(57 788.9102),(58 787.0649),(59 786.7126),(60 785.35065),(61 785.2198),(62 784.66925),(63 785.1669),(64 784.87787),(65 785.71564),(66 783.86035),(67 784.1454),(68 784.03375),(69 785.56134),(70 785.70276),(71 786.1301),(72 785.22565),(73 786.6154),(74 785.4123),(75 784.6843),(76 785.49884),(77 787.9168),(78 790.21545),(79 792.8202),
(1 188.51495),(2 330.06998),(3 435.25058),(4 505.1365),(5 552.1239),(6 582.25226),(7 600.694),(8 614.0566),(9 625.46),(10 635.55975),(11 646.367),(12 653.18695),(13 660.49567),(14 666.22064),(15 672.7101),(16 677.47473),(17 683.69116),(18 687.618),(19 692.6272),(20 698.4876),(21 705.1172),(22 709.5305),(23 715.5303),(24 719.4103),(25 721.9922),(26 722.4283),(27 723.63007),(28 724.1562),(29 725.7107),(30 724.6498),(31 727.0957),(32 728.63544),(33 732.52155),(34 733.5834),(35 736.5158),(36 737.625),(37 739.1866),(38 740.3043),(39 743.7625),(40 744.7429),(41 746.61975),(42 747.3854),(43 749.8593),(44 750.0457),(45 753.4876),(46 754.97485),(47 757.633),(48 757.95856),(49 759.37646),(50 760.2105),(51 765.1689),(52 767.68097),(53 769.4184),(54 769.632),(55 770.881),(56 771.3244),(57 772.29987),(58 772.66016),(59 773.47723),(60 771.72406),(61 771.0887),(62 769.6776),(63 769.52454),(64 768.32733),(65 768.6168),(66 767.43243),(67 768.42474),(68 769.372),(69 773.5174),(70 775.8987),(71 776.9002),(72 776.2135),(73 778.08624),(74 778.171),(75 779.6054),(76 778.9189),(77 779.4511),(78 778.89734),(79 777.7544),
(1 187.97008),(2 327.04535),(3 431.66345),(4 499.9526),(5 544.72015),(6 572.3925),(7 590.47626),(8 602.9286),(9 613.9341),(10 620.71594),(11 629.2683),(12 638.6695),(13 647.6769),(14 652.8253),(15 658.15924),(16 663.39185),(17 668.9585),(18 672.926),(19 679.1903),(20 684.40015),(21 690.7321),(22 695.42584),(23 701.25385),(24 704.64404),(25 708.86633),(26 710.40393),(27 711.8321),(28 712.9663),(29 714.6101),(30 715.5104),(31 717.96796),(32 720.46326),(33 725.243),(34 728.99634),(35 731.5745),(36 734.69385),(37 737.81573),(38 739.32025),(39 741.53143),(40 741.3173),(41 742.8234),(42 744.4302),(43 747.28436),(44 747.05286),(45 748.4484),(46 749.6316),(47 752.94525),(48 755.0048),(49 758.4459),(50 759.1475),(51 762.05865),(52 762.5216),(53 763.89087),(54 765.4814),(55 767.7828),(56 767.633),(57 767.8405),(58 767.1259),(59 768.655),(60 768.6257),(61 769.6954),(62 770.8731),(63 771.1634),(64 771.5657),(65 772.1844),(66 771.0148),(67 770.8551),(68 770.2507),(69 771.65936),(70 769.5184),(71 766.7335),(72 765.3567),(73 766.8495),(74 769.1186),(75 771.22906),(76 772.0266),(77 773.25824),(78 775.0306),(79 775.73114),
(1 181.90274),(2 317.16797),(3 416.65875),(4 482.0185),(5 525.35626),(6 551.34906),(7 566.9042),(8 579.10345),(9 591.8647),(10 602.31805),(11 612.95624),(12 622.0744),(13 629.02057),(14 634.5173),(15 639.4651),(16 642.29205),(17 646.1571),(18 650.9817),(19 657.14417),(20 660.94073),(21 664.8448),(22 666.02893),(23 667.4831),(24 670.04083),(25 673.1217),(26 676.13495),(27 679.23224),(28 683.45447),(29 687.2975),(30 689.0753),(31 691.5894),(32 692.931),(33 694.833),(34 696.4115),(35 698.31854),(36 700.1006),(37 700.4915),(38 702.17377),(39 704.9866),(40 706.5456),(41 707.9335),(42 709.3033),(43 711.62354),(44 712.6017),(45 713.3947),(46 713.8677),(47 715.7492),(48 717.3326),(49 718.9822),(50 719.71606),(51 721.6528),(52 722.3221),(53 723.01556),(54 723.99005),(55 726.7825),(56 725.9492),(57 724.85333),(58 724.5955),(59 725.8958),(60 726.06744),(61 728.4371),(62 728.1463),(63 727.3527),(64 725.0667),(65 725.6997),(66 725.413),(67 725.9902),(68 726.622),(69 729.526),(70 728.7833),(71 728.6263),(72 727.985),(73 728.88007),(74 728.3533),(75 727.7482),(76 726.97003),(77 728.52716),(78 729.2398),(79 730.69),
(1 181.91307),(2 318.41104),(3 418.1707),(4 484.32132),(5 527.84607),(6 555.3557),(7 572.09503),(8 584.65247),(9 595.139),(10 603.2137),(11 613.1494),(12 620.61334),(13 628.14233),(14 634.25903),(15 641.563),(16 645.7731),(17 650.64215),(18 655.2786),(19 661.2563),(20 664.5792),(21 667.8146),(22 671.28424),(23 674.8537),(24 677.55084),(25 682.6794),(26 683.57074),(27 685.5165),(28 686.711),(29 686.4702),(30 686.3741),(31 688.5242),(32 690.86584),(33 696.33075),(34 699.25433),(35 702.5334),(36 705.0201),(37 708.54364),(38 711.13245),(39 715.49915),(40 715.0992),(41 715.87286),(42 714.4272),(43 715.3874),(44 714.8695),(45 713.4939),(46 712.7964),(47 715.01996),(48 715.5522),(49 718.38763),(50 719.1604),(51 720.7533),(52 720.5067),(53 720.73236),(54 720.5677),(55 722.662),(56 722.9233),(57 724.53864),(58 724.3444),(59 723.19977),(60 722.06134),(61 723.79456),(62 724.21967),(63 726.037),(64 726.6057),(65 728.86707),(66 727.28326),(67 727.55786),(68 728.05963),(69 730.38135),(70 730.8156),(71 730.9345),(72 731.88666),(73 734.36957),(74 733.3035),(75 733.1716),(76 734.0863),(77 736.479),(78 738.3081),(79 740.3792),
(1 176.13641),(2 305.82892),(3 400.9555),(4 463.5643),(5 505.47272),(6 532.0023),(7 549.10315),(8 561.6663),(9 572.8711),(10 580.4094),(11 587.95074),(12 592.21063),(13 597.011),(14 601.89905),(15 607.6846),(16 612.82043),(17 619.2502),(18 623.83264),(19 629.10486),(20 633.02484),(21 636.9338),(22 638.47784),(23 642.0061),(24 645.873),(25 649.8806),(26 653.514),(27 657.3309),(28 660.41364),(29 661.9551),(30 663.3138),(31 664.7865),(32 665.58093),(33 666.6166),(34 667.5509),(35 669.0893),(36 670.5254),(37 671.38165),(38 672.174),(39 675.41956),(40 677.05774),(41 678.58124),(42 679.1936),(43 681.5361),(44 681.9863),(45 683.6573),(46 685.9072),(47 688.8581),(48 690.23694),(49 692.5582),(50 693.2647),(51 694.7744),(52 694.65985),(53 693.51544),(54 692.8156),(55 692.8099),(56 692.3694),(57 693.31744),(58 693.87286),(59 695.6323),(60 694.8905),(61 695.2435),(62 692.9639),(63 691.9227),(64 691.38916),(65 691.8338),(66 689.86536),(67 690.10455),(68 690.1038),(69 691.78723),(70 690.67596),(71 690.5872),(72 690.99084),(73 692.5762),(74 691.9824),(75 692.4979),(76 691.977),(77 693.2967),(78 693.54956),(79 693.8553),
(1 176.27943),(2 305.4045),(3 399.58066),(4 460.9325),(5 502.28116),(6 527.82733),(7 542.1708),(8 552.22406),(9 560.9857),(10 568.96063),(11 577.1878),(12 585.8704),(13 593.57654),(14 599.7086),(15 607.5884),(16 610.98047),(17 614.3431),(18 617.64514),(19 622.3026),(20 625.42737),(21 630.1604),(22 632.5449),(23 636.73834),(24 638.92773),(25 642.3214),(26 645.6175),(27 649.9474),(28 652.9962),(29 656.1997),(30 658.9889),(31 662.38745),(32 663.0719),(33 665.00806),(34 666.0395),(35 668.20044),(36 669.53674),(37 671.49744),(38 671.5958),(39 674.1894),(40 675.83813),(41 678.0778),(42 678.8899),(43 681.85565),(44 682.60767),(45 683.2913),(46 684.08875),(47 685.7988),(48 686.18274),(49 688.689),(50 690.97235),(51 694.3085),(52 696.14307),(53 697.065),(54 696.3152),(55 697.50305),(56 696.59375),(57 696.29114),(58 696.45886),(59 698.42255),(60 697.3317),(61 697.74),(62 697.00964),(63 698.0119),(64 697.9352),(65 699.1832),(66 697.94653),(67 697.3452),(68 698.77246),(69 701.67737),(70 701.6209),(71 699.2384),(72 697.71265),(73 698.2605),(74 698.1015),(75 699.0952),(76 699.30084),(77 699.60406),(78 699.25),(79 697.64716),
(1 173.85706),(2 302.04004),(3 394.71564),(4 454.42902),(5 493.6505),(6 517.93585),(7 533.1947),(8 542.8239),(9 552.46375),(10 559.81354),(11 569.3992),(12 576.7748),(13 584.31244),(14 588.62756),(15 593.3377),(16 597.9668),(17 604.71014),(18 609.5276),(19 616.71454),(20 623.80035),(21 630.25977),(22 633.0692),(23 635.7701),(24 638.6521),(25 641.41907),(26 642.74304),(27 644.6614),(28 645.4418),(29 648.27716),(30 649.48346),(31 651.1207),(32 653.82635),(33 656.73944),(34 657.58167),(35 658.7802),(36 661.02905),(37 663.82794),(38 664.52106),(39 667.38776),(40 667.6602),(41 668.99384),(42 670.0916),(43 671.99),(44 671.9958),(45 673.44147),(46 673.8969),(47 674.96155),(48 674.8769),(49 676.8263),(50 678.0558),(51 681.1532),(52 681.8814),(53 683.1161),(54 682.66156),(55 683.2436),(56 682.12244),(57 683.82104),(58 685.1909),(59 687.50433),(60 688.1859),(61 689.5838),(62 688.9908),(63 688.62427),(64 687.8225),(65 687.74976),(66 685.33673),(67 684.131),(68 681.9567),(69 682.656),(70 683.17725),(71 683.2097),(72 682.77386),(73 683.6933),(74 684.96075),(75 686.67535),(76 687.65656),(77 689.5882),(78 690.4),(79 692.0864),
