1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1010447.5),(2 2714771.8),(3 4911685.5),(4 7674922.5),(5 10634688),(6 13661121),(7 16743936),(8 20384592),(9 23972078),(10 27427594),(11 30957610),(12 34506668),(13 37668216),(14 40874628),(15 44044932),(16 46677756),(17 49225280),(18 51842750),(19 54198836),(20 56580948),(21 59295456),(22 61692990),(23 64138396),(24 66574572),(25 68733624),(26 70872360),(27 73176520),(28 75454640),(29 77487144),(30 79487944),(31 81393976),(32 82810340),(33 84401480),(34 86122680),(35 87570010),(36 89140210),(37 91023510),(38 92730690),(39 94524930),(40 95827816),(41 96852100),(42 97938984),(43 99057530),(44 99923510),(45 100402310),(46 100913704),(47 101553910),(48 101886120),(49 101997210),(50 102166616),(51 102370620),(52 102584260),(53 102262910),(54 101951910),(55 101199064),(56 100665690),(57 100567064),(58 100611736),(59 100763750),(60 101269880),(61 101990824),(62 102389850),(63 102619010),(64 102636520),(65 102978110),(66 103328580),(67 104052540),(68 104175576),(69 104412344),(70 104659610),(71 104859900),(72 105257730),(73 105880360),(74 106523256),(75 107248920),(76 108621384),(77 109467640),(78 110361450),(79 111140700),
(1 88212.414),(2 141894.86),(3 185656.95),(4 215680.83),(5 234581.33),(6 251701.08),(7 267358.28),(8 278402.56),(9 289574.3),(10 300637.28),(11 311320.78),(12 319402.78),(13 329566.03),(14 336118.3),(15 342806.78),(16 349324.47),(17 356394.66),(18 361971.53),(19 366145.63),(20 367931.03),(21 371355.84),(22 376161.72),(23 380970.34),(24 383712.06),(25 386401.97),(26 388855.4),(27 392294.6),(28 395802.7),(29 398997.56),(30 401726.56),(31 402455.34),(32 403625.22),(33 405172.25),(34 407090.78),(35 409179),(36 411540.25),(37 413417.47),(38 416632.22),(39 419931.28),(40 424730.3),(41 428945.66),(42 429548.4),(43 429492.16),(44 430402.97),(45 432293.13),(46 432858.38),(47 433839.63),(48 433723.1),(49 435112.72),(50 436546.44),(51 437421.47),(52 438469.63),(53 438955.28),(54 439824.88),(55 440437),(56 437723.16),(57 435344.28),(58 434730.94),(59 435433.28),(60 435597.56),(61 434577.2),(62 433197.34),(63 433079.72),(64 434201.2),(65 433109.94),(66 433398.9),(67 433351.56),(68 432954.75),(69 432489.34),(70 431564.4),(71 431723.94),(72 432042.38),(73 430678.88),(74 428651.72),(75 425539.5),(76 425337.03),(77 424594.2),(78 423037.1),(79 421667.8),
(1 82032.22),(2 133866.1),(3 176014.89),(4 205542.69),(5 224833.63),(6 238843.8),(7 252679.84),(8 265819.6),(9 275456.25),(10 285492.47),(11 294258.7),(12 304133.2),(13 313728.1),(14 322309),(15 327959.6),(16 333261.22),(17 340432),(18 346550.53),(19 351307.53),(20 354096.88),(21 357566.22),(22 361831.38),(23 366066.7),(24 366719.53),(25 371090.06),(26 373184.6),(27 374387.7),(28 376167.13),(29 377218.7),(30 377606.97),(31 379912.3),(32 382571.7),(33 385364),(34 387436.44),(35 387301.94),(36 386520.88),(37 387864.88),(38 386355.72),(39 384606.8),(40 387368.94),(41 386864.03),(42 386682.06),(43 386361.2),(44 386749.53),(45 388020.75),(46 390230.38),(47 393292.44),(48 396422.34),(49 397044.03),(50 399221.63),(51 401049.97),(52 404456.25),(53 403467.88),(54 404601.3),(55 404944.72),(56 406203.44),(57 408990.63),(58 410609),(59 411800.9),(60 413473.06),(61 413013.47),(62 415537.78),(63 419007.7),(64 418984.16),(65 420159.16),(66 419293.2),(67 418714.7),(68 415058.1),(69 415735.84),(70 416755.97),(71 417888.9),(72 420523.4),(73 417481.2),(74 415089.38),(75 412566.8),(76 410845.2),(77 409732.7),(78 410039.16),(79 410567.7),
(1 79158.125),(2 129140.47),(3 167978.3),(4 194440.06),(5 211995.27),(6 226462.34),(7 241174.86),(8 252773.25),(9 261546.19),(10 270330.78),(11 278616.72),(12 285034.53),(13 292057.72),(14 298565.88),(15 305819),(16 313362.66),(17 316480.16),(18 321738.97),(19 323817.2),(20 326997.2),(21 329261.66),(22 333908.34),(23 337805.1),(24 340578.94),(25 345470.3),(26 348157.2),(27 350734.47),(28 351683.44),(29 353772.4),(30 355479.1),(31 356241.34),(32 357227),(33 356590.53),(34 356345.3),(35 356453.2),(36 359016.97),(37 360585.63),(38 361808.16),(39 361207.1),(40 362975),(41 367432.16),(42 371638.53),(43 372470.03),(44 373845.72),(45 373598.97),(46 373017.7),(47 374473.25),(48 375305.2),(49 378563.3),(50 380487.75),(51 380988.13),(52 380075.75),(53 382840.7),(54 384390.7),(55 384452.63),(56 386114.16),(57 384965.13),(58 386820.84),(59 389826.53),(60 389697.56),(61 389519.4),(62 390995.97),(63 392002.6),(64 390049.94),(65 389444.56),(66 389735.44),(67 391459.88),(68 391834.53),(69 391499.94),(70 389151.4),(71 388837.13),(72 387352.38),(73 387956.22),(74 387498.25),(75 385928.63),(76 386953),(77 388448.63),(78 388963.34),(79 388330.1),
(1 76059.484),(2 122233.33),(3 160209.16),(4 184645.05),(5 200379.75),(6 215705.16),(7 229616.34),(8 240922.88),(9 252183.19),(10 260084.95),(11 268738.63),(12 276775.5),(13 283117.16),(14 289750.9),(15 297896.03),(16 304770.88),(17 311011.22),(18 315288.56),(19 320237.38),(20 324194.13),(21 328177.53),(22 332248.1),(23 334752.7),(24 336278.22),(25 338986.56),(26 341324.4),(27 343245.66),(28 342471.13),(29 342890.97),(30 344364.75),(31 346627.47),(32 349768.63),(33 353211.47),(34 355345.5),(35 357883.34),(36 359105.4),(37 358526.06),(38 358638.03),(39 359725.4),(40 362532.7),(41 361492.3),(42 360759.3),(43 359630.6),(44 359368.75),(45 358343.22),(46 358382.34),(47 358175.38),(48 359482.6),(49 362307.38),(50 364123.16),(51 366869.06),(52 369466.66),(53 370806.7),(54 373138.34),(55 372677.2),(56 373174.56),(57 373863.3),(58 375929.63),(59 375922.03),(60 377896.6),(61 379327.13),(62 380226.47),(63 383835.06),(64 384759.38),(65 383794.94),(66 382254),(67 381031.78),(68 380928.56),(69 379080.78),(70 378765.78),(71 378634.97),(72 377138.03),(73 375776.9),(74 374455.38),(75 371342.53),(76 369781.8),(77 371565.3),(78 371127.94),(79 371224.75),
(1 75012.24),(2 119043.1),(3 152287.52),(4 176190.1),(5 188806.3),(6 201504.11),(7 213999.73),(8 224936.8),(9 232016.94),(10 238969.13),(11 247202.5),(12 257365.9),(13 264687.25),(14 271652.88),(15 277010.75),(16 281830.06),(17 286983.3),(18 292289.2),(19 295486),(20 299003.78),(21 305050.63),(22 309165.16),(23 311900.78),(24 313616.8),(25 317546.72),(26 322599.94),(27 326279.47),(28 328687.78),(29 329334.22),(30 330968.3),(31 332465.72),(32 334426.03),(33 336087.13),(34 334739.44),(35 334502.13),(36 334896.72),(37 335042.22),(38 337278.84),(39 337790.28),(40 337986.7),(41 339546.03),(42 341702.1),(43 343989.28),(44 343599.06),(45 345036.44),(46 345645.9),(47 344190.13),(48 344201.4),(49 345323.1),(50 345740.6),(51 346975.4),(52 347244.94),(53 348596.06),(54 351372.3),(55 354888.3),(56 356761.2),(57 357376.9),(58 356332.3),(59 355409.6),(60 357415.56),(61 359579.22),(62 357946.06),(63 357113.66),(64 357024.34),(65 358628.38),(66 358969.3),(67 358565.53),(68 359409.97),(69 358208.34),(70 359431.03),(71 361338.66),(72 361602.88),(73 362173.22),(74 363861.7),(75 362918.53),(76 360733.47),(77 360721.16),(78 361529.28),(79 360564.16),
(1 69683.98),(2 112959.68),(3 148317.67),(4 170586.84),(5 186964.78),(6 199567.95),(7 211501.17),(8 222714.38),(9 231142.38),(10 238598.08),(11 246311.78),(12 253005.2),(13 260542.28),(14 266291.34),(15 269421.8),(16 273127.78),(17 277640),(18 282144.97),(19 286593.6),(20 290447.5),(21 295673.78),(22 300018.25),(23 301665.22),(24 303803.7),(25 306629.34),(26 308704.03),(27 309898.3),(28 309497),(29 311566.4),(30 314800.47),(31 317427.7),(32 319429.34),(33 321917.34),(34 322732.25),(35 323378.25),(36 324631.5),(37 326901.88),(38 328572.97),(39 328616.6),(40 330691.2),(41 329222.94),(42 328092.63),(43 327092.22),(44 326932.9),(45 327963.4),(46 330979.66),(47 333449.63),(48 336719.94),(49 337674.56),(50 336782.6),(51 335964.9),(52 336148.28),(53 336159.97),(54 335932.9),(55 335134.2),(56 336260),(57 337340.38),(58 337924),(59 338277.28),(60 340430.16),(61 339626.78),(62 337650.56),(63 334903.3),(64 333940.22),(65 335724.28),(66 335521.13),(67 335028.1),(68 335085.06),(69 332825.5),(70 330978.4),(71 330655),(72 329252.78),(73 328222.6),(74 328112.44),(75 327239.97),(76 328102.78),(77 327532.63),(78 325923.8),(79 322914.75),
(1 66082.055),(2 107280.164),(3 140052.73),(4 163653.31),(5 178715.97),(6 191712.36),(7 203473.56),(8 211063.63),(9 219698.77),(10 228789.44),(11 237990.89),(12 245546.63),(13 253046.86),(14 258017.14),(15 262405.63),(16 263352.13),(17 267545.63),(18 270821.88),(19 274670.38),(20 277170.47),(21 280364.56),(22 283896.38),(23 286684.56),(24 289096.7),(25 292109.22),(26 295468.84),(27 298388),(28 301405.63),(29 303892.5),(30 306872.94),(31 309108.88),(32 311965.25),(33 311815.97),(34 313183),(35 315480.34),(36 317802.25),(37 319908.28),(38 320209.94),(39 321141.25),(40 319274.6),(41 318103.16),(42 317376.44),(43 317392.4),(44 318305.6),(45 319396.25),(46 321434.75),(47 324246.44),(48 327141.38),(49 327272.78),(50 327362),(51 327041),(52 327557.06),(53 329227.16),(54 328552.78),(55 328184.2),(56 329138.44),(57 328469.84),(58 327446.53),(59 325823.06),(60 325141.44),(61 324857.28),(62 326178.38),(63 327700.66),(64 329258.25),(65 329701.34),(66 331119.47),(67 330939.8),(68 329156.66),(69 329823.66),(70 330201.63),(71 329157.6),(72 330921.16),(73 331752.22),(74 331494.22),(75 329453.44),(76 326743.38),(77 325820.8),(78 324544.56),(79 323829.88),
(1 63806.043),(2 101730.164),(3 132053.52),(4 153122.61),(5 167229.39),(6 178774.61),(7 189322.47),(8 197150.13),(9 204481.39),(10 210367.75),(11 217759.13),(12 225991.03),(13 234123.69),(14 239701.9),(15 243742.92),(16 246186.16),(17 248549.44),(18 250608.52),(19 252669.63),(20 252611.19),(21 255724.38),(22 259430.64),(23 263942.2),(24 268054.63),(25 272155.03),(26 274526.9),(27 277023.16),(28 277293.88),(29 278718.75),(30 279424.66),(31 280552.63),(32 281795.78),(33 285076.56),(34 287184.03),(35 288150.13),(36 290369.75),(37 291120.9),(38 290710.13),(39 290638.34),(40 289446.7),(41 290052.97),(42 292022.5),(43 293878.97),(44 296852.66),(45 298865),(46 300074.2),(47 299683.22),(48 299864.25),(49 299520.6),(50 300377.3),(51 300595.63),(52 302224.1),(53 306215.4),(54 307859.7),(55 308806.22),(56 308410.53),(57 309312.44),(58 309011.3),(59 307958.56),(60 305278.9),(61 305088.28),(62 306324.75),(63 306585.44),(64 305810.22),(65 306100.38),(66 305570.2),(67 305795.16),(68 305635.78),(69 304220.94),(70 303568.84),(71 303626.22),(72 303500.47),(73 303644.94),(74 304132.2),(75 303553.97),(76 304016.9),(77 304508.94),(78 304044.6),(79 302947),
(1 62983.496),(2 100843.14),(3 129908.74),(4 150546.77),(5 164099.98),(6 175697.08),(7 185712.83),(8 193282.9),(9 200426.84),(10 206893.98),(11 214245.72),(12 219434.39),(13 225196.48),(14 231081.81),(15 237078.98),(16 242306.45),(17 246137.63),(18 249729.78),(19 251003.31),(20 253196.38),(21 255736.64),(22 258580.19),(23 262225),(24 263676.5),(25 264756.22),(26 268206.78),(27 271768.1),(28 272080.3),(29 274582.75),(30 275674.94),(31 276975.66),(32 279803.53),(33 279146.38),(34 279109),(35 278873.72),(36 280406.22),(37 281911.9),(38 282476.75),(39 282586.5),(40 284250.34),(41 284944.75),(42 283689.2),(43 282411.38),(44 283186.84),(45 283562.53),(46 284460.06),(47 285541.47),(48 287406.2),(49 288010.56),(50 288973.2),(51 289898.1),(52 291251.44),(53 292965.06),(54 295323.38),(55 297372.84),(56 297963.3),(57 297208.75),(58 297907),(59 298178.16),(60 297404.34),(61 298129.22),(62 297681),(63 297402.5),(64 296798.94),(65 297370.38),(66 297490.63),(67 297766.13),(68 298397.63),(69 295743.97),(70 294259.2),(71 293058.72),(72 292589.03),(73 292557.78),(74 294050.34),(75 295872.8),(76 296834.56),(77 294816.6),(78 292899.56),(79 291550.66),
(1 58337.477),(2 94253.02),(3 122263.02),(4 141883.64),(5 155440.9),(6 165577.06),(7 174868.3),(8 179846.64),(9 186755.22),(10 191812.98),(11 198259.77),(12 205226.67),(13 210266.11),(14 215230.39),(15 219917.44),(16 222324.02),(17 225162.58),(18 227759.11),(19 229264.27),(20 232235.97),(21 236556.69),(22 240141.23),(23 241644.11),(24 242875.9),(25 244333.55),(26 244774.38),(27 245016.2),(28 245239.34),(29 247061.89),(30 248689.94),(31 250329.66),(32 250888.08),(33 251513.22),(34 252339.14),(35 253642.64),(36 255228.6),(37 257095.39),(38 257154.22),(39 257493.6),(40 257406.45),(41 258051.17),(42 258120.05),(43 258075.9),(44 258228.2),(45 261144.6),(46 261499.08),(47 261049.81),(48 261032.78),(49 263476.94),(50 264492.56),(51 265163.6),(52 265718.53),(53 265365.56),(54 265380.72),(55 264864.88),(56 266840.03),(57 267844.97),(58 269195.44),(59 270452.44),(60 272328.4),(61 275166.53),(62 276500.5),(63 276254.9),(64 275811.06),(65 275430.03),(66 276089.38),(67 276168.1),(68 275181.44),(69 276666.34),(70 275948.88),(71 274109.66),(72 274776.5),(73 273885.22),(74 273883.4),(75 272506.97),(76 271537.53),(77 270267.56),(78 269680.22),(79 268235.2),
(1 56546.445),(2 91028.51),(3 117771.51),(4 136880.16),(5 149539.97),(6 159471.98),(7 168766.9),(8 174747.55),(9 178656.48),(10 184400.5),(11 190500.69),(12 198126.61),(13 201828.25),(14 205951.69),(15 209283.9),(16 212723.81),(17 217378.33),(18 220806.56),(19 223583.5),(20 223519.22),(21 227406.81),(22 229085.47),(23 231095.3),(24 231328.77),(25 234436.7),(26 237369.25),(27 240945.66),(28 243591.56),(29 243953.22),(30 242352.36),(31 241773.14),(32 242371.97),(33 243658.9),(34 244836.67),(35 246565.25),(36 248661.64),(37 252472.67),(38 254099.9),(39 254238.8),(40 254160.03),(41 256385.14),(42 257936.17),(43 258653.03),(44 257858.2),(45 258358.75),(46 259991.94),(47 261535.8),(48 263788.38),(49 265680.66),(50 265773.84),(51 264355.4),(52 263055.38),(53 263184.88),(54 264761.47),(55 266281.4),(56 267799.38),(57 268861.9),(58 269343.47),(59 269925.6),(60 271226.94),(61 271659.63),(62 272358.6),(63 272694.78),(64 272575.8),(65 272639.56),(66 274294.8),(67 275573.56),(68 276740.56),(69 276516.3),(70 276019.56),(71 276573.2),(72 276165.6),(73 274449.7),(74 274301.2),(75 273931.2),(76 273242.63),(77 273987.66),(78 272871.94),(79 271956.6),
(1 55122.453),(2 88403.61),(3 114278.59),(4 131358.06),(5 143744.16),(6 154129.19),(7 163745.25),(8 170330.75),(9 177127.73),(10 183782.52),(11 189811.5),(12 194860),(13 198051.94),(14 202770.05),(15 206820.48),(16 212287.8),(17 214809.69),(18 217914.86),(19 220828),(20 223342.47),(21 227319.83),(22 230091.92),(23 231840.3),(24 232664.84),(25 234769.16),(26 235589.48),(27 236128.33),(28 235826.88),(29 237029.38),(30 237455.83),(31 237858.05),(32 239861.7),(33 242674.75),(34 245935.31),(35 247639.88),(36 249933.22),(37 250507.2),(38 251753.95),(39 252828.39),(40 253341.77),(41 254729.72),(42 254893.6),(43 254592.63),(44 254187.05),(45 254993.84),(46 255500.06),(47 256828.67),(48 257456.39),(49 257460.77),(50 257597.77),(51 258649.11),(52 258715.83),(53 259602.28),(54 260377.25),(55 260583.08),(56 261377.48),(57 262855.5),(58 264453.72),(59 264452),(60 263511.5),(61 262292.1),(62 262186.06),(63 262942.16),(64 263172.34),(65 263774.53),(66 263588.06),(67 263789.72),(68 263512.63),(69 262812.44),(70 262644.78),(71 262241.8),(72 262903.78),(73 263785.2),(74 264282.7),(75 263511.88),(76 262261.22),(77 261597.25),(78 261376.2),(79 261526.83),
(1 52524.82),(2 84558.23),(3 109629.23),(4 127600.17),(5 139878.61),(6 150626.92),(7 159388.45),(8 166361.72),(9 172213.36),(10 178413.8),(11 184884.17),(12 191132.25),(13 194585.63),(14 199378.89),(15 202783.77),(16 206936.4),(17 210081.98),(18 213479.58),(19 215789.69),(20 216805.8),(21 219441.95),(22 221080.13),(23 224223.06),(24 225670.48),(25 227560.64),(26 230444.17),(27 233307.47),(28 234148.83),(29 234858.08),(30 235272.56),(31 235271.44),(32 236764.72),(33 239095.66),(34 240913.66),(35 241251.56),(36 240785.73),(37 241123.9),(38 241331.16),(39 241482.05),(40 242379.31),(41 243171.48),(42 244189.64),(43 244666.45),(44 245770.6),(45 245181.86),(46 244606.34),(47 243562.3),(48 243672.6),(49 244887.31),(50 245638.02),(51 246557.89),(52 248208.4),(53 249634.53),(54 251962.97),(55 252305.77),(56 253810.55),(57 254735.1),(58 254486.47),(59 254350.3),(60 253403.39),(61 254516.1),(62 255876.56),(63 256343.86),(64 257363.67),(65 257405.53),(66 256841.6),(67 256021.55),(68 254722.45),(69 254409.67),(70 254705.3),(71 254487.47),(72 254245.8),(73 254581.38),(74 254405.56),(75 254773.38),(76 253509.28),(77 253408.16),(78 253074.47),(79 252569.11),
(1 52312.496),(2 83948.78),(3 108474.25),(4 124992.695),(5 134893.61),(6 143551.48),(7 151080.6),(8 156595.94),(9 162477.17),(10 168006.69),(11 173614.5),(12 178821.98),(13 183794.11),(14 189354.2),(15 193506.55),(16 196021.7),(17 198192.64),(18 201056.7),(19 202726.17),(20 203865.73),(21 206567.9),(22 208623.27),(23 209980.42),(24 210956.78),(25 212332.44),(26 214289.1),(27 216546.86),(28 219946.11),(29 220765.7),(30 222267.84),(31 223604.2),(32 224437.83),(33 225338.83),(34 226064.53),(35 225988.86),(36 225092),(37 224821.47),(38 224367.66),(39 223496.6),(40 222427.4),(41 222663.56),(42 223478.22),(43 225441.2),(44 226793.83),(45 229001.1),(46 231073.8),(47 232688.86),(48 235318.9),(49 237390.39),(50 240059.77),(51 241737.95),(52 244381.56),(53 244765.97),(54 245467.08),(55 245891.83),(56 244157.27),(57 244937.81),(58 244039.86),(59 242419.33),(60 241777.36),(61 241695.58),(62 240866.72),(63 240830.2),(64 239892.77),(65 241393.3),(66 242303.72),(67 243926.3),(68 243713.89),(69 242875.14),(70 241186.17),(71 240140.8),(72 240012.64),(73 238776.6),(74 236853.53),(75 235046.73),(76 234635.98),(77 236862),(78 237323.58),(79 237995.8),
(1 49659.6),(2 79508),(3 101930.95),(4 115522.99),(5 124830.41),(6 133814.92),(7 142544.64),(8 149164.66),(9 153852.89),(10 158875.58),(11 165203.13),(12 169819.86),(13 175486.75),(14 179474.6),(15 181909.28),(16 184056.55),(17 187834.5),(18 191504.97),(19 193805.89),(20 195723.27),(21 197993.38),(22 200004.94),(23 201483.31),(24 201618.39),(25 202486.36),(26 205116.13),(27 207064.42),(28 209853.39),(29 211063.83),(30 212177.8),(31 212764.52),(32 213340.61),(33 213903.78),(34 214114.17),(35 213868.78),(36 214026.19),(37 214332.19),(38 214621.2),(39 214459.33),(40 213279.88),(41 214510.89),(42 214144.88),(43 214674.22),(44 215671.45),(45 217119.6),(46 216742.2),(47 217094.03),(48 219160.05),(49 220599.97),(50 221241.45),(51 222300.92),(52 222268.81),(53 223561.67),(54 224561.33),(55 225094.64),(56 225672.22),(57 227299.84),(58 227676.55),(59 228347.95),(60 228392.69),(61 228893.81),(62 229881.47),(63 229676.4),(64 229015.45),(65 228423.92),(66 227826.23),(67 227317.81),(68 226779.7),(69 227405.45),(70 226980.83),(71 225384.36),(72 224693.27),(73 223587.48),(74 222533.56),(75 221042.56),(76 220352.38),(77 221178.84),(78 221485.81),(79 221805.28),
(1 47912.688),(2 77481.13),(3 100624.72),(4 115920.72),(5 126586.375),(6 134522.77),(7 141436.31),(8 146434.5),(9 151215.44),(10 155429.38),(11 159881.64),(12 164436.42),(13 168527.67),(14 171967.67),(15 174993.47),(16 178950.77),(17 182001.44),(18 184893.19),(19 187429.73),(20 188964.89),(21 190876.53),(22 192133.39),(23 193189.5),(24 193825.84),(25 196854.42),(26 199392.61),(27 201592.1),(28 202108.75),(29 203171.25),(30 203301.34),(31 203619.89),(32 204442.7),(33 205206.72),(34 205685.5),(35 205403.42),(36 206072.92),(37 207963.3),(38 209581.22),(39 210495.05),(40 210487.9),(41 210428.52),(42 210051.34),(43 208432.02),(44 208352.03),(45 208417),(46 209284.64),(47 210121.94),(48 210833.31),(49 211846.78),(50 212437.3),(51 212929.89),(52 212619.77),(53 213267.34),(54 213496.19),(55 213219.36),(56 213984.17),(57 214973.08),(58 215785.48),(59 216944.9),(60 218621.45),(61 219297.14),(62 220071.2),(63 220323.73),(64 219604.02),(65 220613.92),(66 220161.16),(67 220245.17),(68 220588.55),(69 220428.42),(70 218893.13),(71 217283.36),(72 216190.64),(73 216751.55),(74 217798.75),(75 218269.39),(76 218508.97),(77 217883.28),(78 216274.56),(79 215951.19),
(1 46554.12),(2 75165.36),(3 97412.4),(4 111833.04),(5 120771.97),(6 128765.39),(7 136618.63),(8 141892.45),(9 146831.9),(10 152160.64),(11 157610.66),(12 162742.81),(13 166552),(14 170474.72),(15 172946.63),(16 174939.34),(17 178781.66),(18 181732.81),(19 183921.61),(20 186249.47),(21 187826.33),(22 189885.56),(23 191818.28),(24 193669.55),(25 195173.69),(26 196647.2),(27 198129.9),(28 197818.88),(29 197959.61),(30 197851.77),(31 197887.75),(32 197301.38),(33 198525.34),(34 198928.75),(35 199104.98),(36 199624.17),(37 200420.92),(38 199100.55),(39 197959),(40 198093.19),(41 198719.52),(42 199467.31),(43 200282.31),(44 202190.48),(45 203244.34),(46 204298.06),(47 204993.78),(48 205063.86),(49 205450.19),(50 205340.69),(51 206010.11),(52 205868.9),(53 205365.03),(54 205245.28),(55 206350.66),(56 208408.88),(57 208727.53),(58 210125.75),(59 210656.2),(60 209011.69),(61 208578.63),(62 207910),(63 208671.73),(64 208407.52),(65 208423.02),(66 208784.47),(67 208599.39),(68 206956.19),(69 206374.66),(70 205779.31),(71 205217.6),(72 203413.64),(73 203165.69),(74 201573.34),(75 201592.86),(76 201484.33),(77 201331.69),(78 201980.47),(79 202354.86),
(1 45204.355),(2 72007.11),(3 91674.734),(4 105196.06),(5 114368.91),(6 121725.61),(7 128956.49),(8 136256.84),(9 140317.84),(10 145428.1),(11 150397.06),(12 154090.9),(13 157144.78),(14 160835.42),(15 163796.8),(16 165928.53),(17 169253.58),(18 171520.9),(19 174112.63),(20 175652.48),(21 176518.58),(22 177408.5),(23 178008.1),(24 179075.86),(25 181010.06),(26 183099.34),(27 185038.14),(28 186135.9),(29 186020.72),(30 187106.47),(31 187431.81),(32 187244.58),(33 188206.28),(34 188128.72),(35 188662.53),(36 190012.06),(37 190558.81),(38 191527.73),(39 191679.75),(40 191665.86),(41 192407.86),(42 192713.3),(43 193382.8),(44 193585.92),(45 195412.08),(46 196320.3),(47 196891.28),(48 196751.05),(49 198015.53),(50 199177.28),(51 200025.34),(52 199619.1),(53 198786.17),(54 199887.14),(55 201414.64),(56 201113.19),(57 201569.42),(58 201069.98),(59 200675.08),(60 200565.33),(61 200401.28),(62 201427.23),(63 202762.61),(64 203111.2),(65 203014.45),(66 203086.66),(67 202940.1),(68 203490.98),(69 203305.7),(70 203317.06),(71 202426.72),(72 202527.05),(73 200934.22),(74 198748.39),(75 196770.1),(76 196569.47),(77 196706.97),(78 196046.16),(79 195177.84),
