1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 518.68713),(2 731.5905),(3 903.6765),(4 1002.14734),(5 1057.8965),(6 1100.1189),(7 1137.1935),(8 1175.1781),(9 1183.616),(10 1198.4391),(11 1225.3184),(12 1224.58),(13 1242.9747),(14 1253.1636),(15 1252.2513),(16 1266.1409),(17 1287.4613),(18 1270.0854),(19 1273.2085),(20 1298.6099),(21 1306.3555),(22 1334.3644),(23 1348.3245),(24 1349.1315),(25 1349.8453),(26 1368.9443),(27 1366.3447),(28 1365.8313),(29 1362.8828),(30 1363.9633),(31 1385.2959),(32 1368.5955),(33 1360.9385),(34 1381.5769),(35 1366.6256),(36 1380.3276),(37 1394.7017),(38 1376.6301),(39 1380.234),(40 1394.3081),(41 1383.6669),(42 1381.6515),(43 1388.0447),(44 1388.8999),(45 1401.5367),(46 1414.1356),(47 1410.5654),(48 1408.7617),(49 1429.6089),(50 1435.3448),(51 1455.6437),(52 1469.5596),(53 1458.283),(54 1465.3085),(55 1474.5708),(56 1466.9183),(57 1466.7388),(58 1489.8004),(59 1470.9647),(60 1469.8228),(61 1488.057),(62 1483.1147),(63 1494.9629),(64 1517.5046),(65 1494.6346),(66 1483.4598),(67 1476.1528),(68 1459.2904),(69 1461.4175),(70 1480.626),(71 1460.0284),(72 1456.4238),(73 1469.896),(74 1448.988),(75 1461.6852),(76 1476.5973),(77 1478.9945),(78 1513.7964),(79 1507.6549),
(1 508.50052),(2 729.42645),(3 881.64594),(4 978.1944),(5 1036.781),(6 1072.7156),(7 1109.0416),(8 1143.7799),(9 1156.6259),(10 1176.047),(11 1200.5775),(12 1203.0211),(13 1210.3984),(14 1217.527),(15 1226.4475),(16 1241.3433),(17 1267.7793),(18 1257.9357),(19 1272.0728),(20 1287.342),(21 1288.6171),(22 1302.4823),(23 1317.0194),(24 1311.1295),(25 1328.9972),(26 1342.1),(27 1338.1381),(28 1346.7356),(29 1352.5875),(30 1356.6359),(31 1378.0305),(32 1358.7356),(33 1362.0068),(34 1365.5807),(35 1342.3021),(36 1359.78),(37 1368.2501),(38 1363.9861),(39 1360.6726),(40 1383.3318),(41 1375.4961),(42 1385.24),(43 1412.6102),(44 1409.7048),(45 1420.4277),(46 1423.213),(47 1418.2006),(48 1416.6399),(49 1431.9247),(50 1439.3353),(51 1450.0199),(52 1471.7566),(53 1461.3666),(54 1481.5394),(55 1489.9968),(56 1494.4315),(57 1499.6968),(58 1499.4418),(59 1486.057),(60 1484.3668),(61 1503.1045),(62 1490.0779),(63 1501.5956),(64 1500.6644),(65 1482.272),(66 1471.7817),(67 1478.9945),(68 1467.8984),(69 1473.3063),(70 1493.3308),(71 1481.6807),(72 1472.6066),(73 1474.491),(74 1456.8894),(75 1469.4866),(76 1480.634),(77 1455.301),(78 1468.4382),(79 1462.1514),
(1 497.20547),(2 706.426),(3 856.27905),(4 956.0128),(5 1026.485),(6 1053.1847),(7 1088.4395),(8 1127.3873),(9 1147.2161),(10 1157.6487),(11 1180.4054),(12 1186.4335),(13 1201.3417),(14 1217.1873),(15 1224.0018),(16 1239.6567),(17 1271.7706),(18 1250.6559),(19 1260.0787),(20 1274.561),(21 1276.3903),(22 1273.3782),(23 1288.2734),(24 1292.1881),(25 1295.9448),(26 1306.9),(27 1311.8242),(28 1332.2805),(29 1332.5383),(30 1336.1649),(31 1352.3776),(32 1332.9808),(33 1330.2524),(34 1345.036),(35 1324.8927),(36 1331.2244),(37 1334.8508),(38 1326.5554),(39 1333.7031),(40 1349.3324),(41 1329.6656),(42 1342.6364),(43 1358.6239),(44 1360.7949),(45 1371.062),(46 1388.6251),(47 1377.9362),(48 1381.2668),(49 1388.9728),(50 1394.0902),(51 1408.5743),(52 1429.6897),(53 1415.8334),(54 1425.29),(55 1444.2404),(56 1437.3169),(57 1446.5807),(58 1470.4752),(59 1452.0573),(60 1458.233),(61 1481.9735),(62 1486.4521),(63 1487.3264),(64 1492.7251),(65 1470.9163),(66 1470.2109),(67 1478.0198),(68 1463.5927),(69 1451.6649),(70 1456.9197),(71 1452.3167),(72 1441.3918),(73 1434.61),(74 1431.7874),(75 1435.8466),(76 1450.8629),(77 1432.089),(78 1446.8724),(79 1435.3835),
(1 500.00827),(2 710.7895),(3 867.25165),(4 947.86664),(5 1012.28955),(6 1035.9962),(7 1078.4094),(8 1109.4692),(9 1125.5547),(10 1145.3376),(11 1169.9246),(12 1166.8942),(13 1187.855),(14 1206.1185),(15 1195.5039),(16 1208.203),(17 1226.7296),(18 1208.8739),(19 1219.5216),(20 1231.9054),(21 1240.5557),(22 1249.6099),(23 1256.23),(24 1252.7034),(25 1256.4182),(26 1258.3247),(27 1255.6409),(28 1275.9464),(29 1267.9865),(30 1268.3561),(31 1276.1271),(32 1267.6),(33 1273.423),(34 1295.7079),(35 1294.0642),(36 1308.246),(37 1319.9148),(38 1308.609),(39 1327.0638),(40 1326.2938),(41 1308.5764),(42 1325.9963),(43 1342.3789),(44 1341.1504),(45 1362.0197),(46 1380.7074),(47 1363.7933),(48 1370.528),(49 1384.2875),(50 1386.0413),(51 1407.4918),(52 1435.935),(53 1423.6705),(54 1422.4263),(55 1437.6641),(56 1446.7596),(57 1450.7128),(58 1469.1362),(59 1466.6694),(60 1477.7045),(61 1496.2219),(62 1483.423),(63 1494.7671),(64 1492.465),(65 1464.8127),(66 1453.7526),(67 1457.0948),(68 1440.6666),(69 1443.1093),(70 1436.3846),(71 1411.4727),(72 1400.0792),(73 1403.9635),(74 1394.4819),(75 1393.9922),(76 1424.8599),(77 1419.8387),(78 1442.2284),(79 1436.5638),
(1 488.9555),(2 687.572),(3 824.31213),(4 898.6695),(5 960.9492),(6 993.78406),(7 1023.3302),(8 1064.0664),(9 1081.6168),(10 1106.7887),(11 1131.6786),(12 1131.7739),(13 1157.0042),(14 1169.7112),(15 1160.0133),(16 1172.5902),(17 1181.0245),(18 1174.4125),(19 1189.93),(20 1197.9122),(21 1189.1257),(22 1198.8641),(23 1213.7994),(24 1211.9474),(25 1227.8453),(26 1243.2809),(27 1249.1211),(28 1263.8922),(29 1248.2599),(30 1244.975),(31 1267.4767),(32 1257.1968),(33 1264.9814),(34 1269.0759),(35 1251.6115),(36 1265.5513),(37 1282.642),(38 1266.9697),(39 1280.8711),(40 1295.9292),(41 1273.7067),(42 1272.068),(43 1280.5676),(44 1285.8984),(45 1291.339),(46 1312.8579),(47 1294.7136),(48 1310.7974),(49 1338.0823),(50 1334.395),(51 1361.5342),(52 1394.0261),(53 1378.2736),(54 1383.0015),(55 1396.154),(56 1402.6008),(57 1410.5996),(58 1411.4282),(59 1412.5715),(60 1404.2097),(61 1420.6187),(62 1393.7662),(63 1410.7236),(64 1418.5399),(65 1402.1205),(66 1392.365),(67 1406.8171),(68 1406.4988),(69 1401.8074),(70 1408.9767),(71 1393.3086),(72 1379.948),(73 1376.3622),(74 1370.6458),(75 1375.2043),(76 1404.5087),(77 1388.6932),(78 1403.1471),(79 1396.4507),
(1 494.56323),(2 688.70874),(3 819.72986),(4 893.02435),(5 948.5288),(6 986.8517),(7 1015.5408),(8 1060.6921),(9 1074.4082),(10 1095.0964),(11 1119.2969),(12 1114.4609),(13 1126.3073),(14 1130.4396),(15 1132.9902),(16 1135.7682),(17 1134.8048),(18 1139.5203),(19 1151.2279),(20 1158.5131),(21 1160.006),(22 1177.0215),(23 1203.7394),(24 1211.5837),(25 1215.619),(26 1243.6432),(27 1240.5896),(28 1249.911),(29 1238.3582),(30 1254.1448),(31 1276.6102),(32 1265.7122),(33 1268.6576),(34 1270.8185),(35 1262.1321),(36 1271.7125),(37 1288.2579),(38 1254.8602),(39 1267.1498),(40 1278.0227),(41 1261.054),(42 1269.2433),(43 1277.0515),(44 1262.647),(45 1274.1844),(46 1291.2236),(47 1270.5134),(48 1280.2261),(49 1305.7339),(50 1307.5327),(51 1329.4641),(52 1345.9889),(53 1348.0526),(54 1344.2147),(55 1348.6044),(56 1358.2306),(57 1368.8922),(58 1381.2661),(59 1379.4822),(60 1375.8904),(61 1372.762),(62 1363.1815),(63 1362.6432),(64 1380.2611),(65 1370.9115),(66 1367.3254),(67 1390.4769),(68 1384.0175),(69 1388.715),(70 1409.1676),(71 1407.1376),(72 1387.0485),(73 1382.2715),(74 1381.2614),(75 1384.9827),(76 1410.1489),(77 1391.1244),(78 1401.9221),(79 1389.4479),
(1 499.60156),(2 696.699),(3 836.2794),(4 899.18726),(5 944.703),(6 984.49414),(7 1011.741),(8 1046.9976),(9 1051.2164),(10 1050.9039),(11 1075.5),(12 1088.4146),(13 1109.8604),(14 1123.8142),(15 1120.4625),(16 1126.1179),(17 1129.367),(18 1148.2517),(19 1162.7887),(20 1180.4026),(21 1187.3048),(22 1194.1951),(23 1209.7434),(24 1210.8455),(25 1224.772),(26 1240.8826),(27 1243.0533),(28 1253.223),(29 1238.3511),(30 1238.6517),(31 1255.956),(32 1249.3413),(33 1255.0165),(34 1266.6003),(35 1247.7758),(36 1250.514),(37 1262.3636),(38 1246.6621),(39 1246.3602),(40 1254.4917),(41 1254.4338),(42 1256.7886),(43 1277.7361),(44 1263.3971),(45 1279.7031),(46 1307.0533),(47 1279.5343),(48 1289.8927),(49 1297.1776),(50 1299.512),(51 1313.9779),(52 1331.7427),(53 1314.961),(54 1322.7776),(55 1322.2952),(56 1321.7852),(57 1336.2399),(58 1346.8286),(59 1336.6604),(60 1339.2946),(61 1343.9425),(62 1319.38),(63 1340.5067),(64 1358.214),(65 1341.0402),(66 1339.4048),(67 1353.7479),(68 1361.959),(69 1358.9293),(70 1382.0911),(71 1359.8535),(72 1354.2046),(73 1353.2749),(74 1346.737),(75 1354.5762),(76 1366.7231),(77 1351.6451),(78 1353.321),(79 1346.6532),
(1 478.21216),(2 674.125),(3 814.52185),(4 895.2887),(5 951.4526),(6 991.88434),(7 1028.9364),(8 1072.0773),(9 1079.6632),(10 1091.8651),(11 1114.0452),(12 1128.3865),(13 1147.822),(14 1160.1414),(15 1161.7659),(16 1151.732),(17 1163.9915),(18 1164.0436),(19 1181.2112),(20 1202.301),(21 1215.4962),(22 1210.8542),(23 1232.4258),(24 1212.8564),(25 1230.3853),(26 1229.0201),(27 1229.3062),(28 1250.3403),(29 1247.6023),(30 1260.5101),(31 1274.34),(32 1252.2748),(33 1258.6416),(34 1278.7152),(35 1276.733),(36 1272.7815),(37 1286.325),(38 1265.565),(39 1285.0227),(40 1298.7675),(41 1281.2709),(42 1287.7684),(43 1311.4348),(44 1295.8475),(45 1306.1644),(46 1316.2345),(47 1298.5709),(48 1308.6809),(49 1313.4392),(50 1319.8518),(51 1340.0887),(52 1345.6877),(53 1340.7975),(54 1342.75),(55 1345.7482),(56 1339.2437),(57 1359.9602),(58 1361.5535),(59 1346.852),(60 1347.9261),(61 1370.3182),(62 1367.8787),(63 1380.6018),(64 1391.8693),(65 1381.6666),(66 1369.5354),(67 1362.4373),(68 1366.1064),(69 1356.7234),(70 1361.0466),(71 1346.0286),(72 1332.4193),(73 1324.5547),(74 1324.4227),(75 1333.2809),(76 1324.7545),(77 1314.3258),(78 1324.5955),(79 1310.4052),
(1 474.8503),(2 665.22015),(3 810.2177),(4 893.1983),(5 949.72424),(6 995.91534),(7 1012.7523),(8 1063.3789),(9 1070.9814),(10 1077.383),(11 1099.9692),(12 1105.9325),(13 1122.5188),(14 1136.2339),(15 1137.32),(16 1134.5842),(17 1155.9545),(18 1161.3561),(19 1175.5374),(20 1181.3195),(21 1175.3109),(22 1187.6353),(23 1207.6044),(24 1196.754),(25 1199.2441),(26 1207.054),(27 1206.3292),(28 1223.4574),(29 1223.8729),(30 1228.3158),(31 1241.4081),(32 1227.2394),(33 1230.8478),(34 1248.3632),(35 1232.5082),(36 1227.0804),(37 1251.3234),(38 1235.3374),(39 1239.8555),(40 1248.5261),(41 1235.452),(42 1240.9108),(43 1257.719),(44 1248.171),(45 1264.2653),(46 1281.7163),(47 1266.3972),(48 1272.5743),(49 1299.7164),(50 1297.6713),(51 1310.6836),(52 1317.0684),(53 1311.5762),(54 1337.2184),(55 1350.2087),(56 1325.9357),(57 1330.3356),(58 1338.7373),(59 1330.8649),(60 1335.6328),(61 1356.8346),(62 1348.5505),(63 1365.8246),(64 1382.8748),(65 1363.4777),(66 1360.5793),(67 1364.4731),(68 1344.736),(69 1347.8735),(70 1348.0419),(71 1340.142),(72 1340.4307),(73 1335.088),(74 1340.1459),(75 1352.559),(76 1352.4142),(77 1351.2288),(78 1347.3193),(79 1342.6182),
(1 469.21622),(2 656.82214),(3 784.6286),(4 862.1901),(5 920.6587),(6 944.3788),(7 960.12427),(8 996.94257),(9 1007.4284),(10 1020.6383),(11 1039.5065),(12 1038.132),(13 1053.074),(14 1062.9218),(15 1063.6827),(16 1056.2631),(17 1071.7521),(18 1077.6244),(19 1084.0344),(20 1102.9998),(21 1102.0924),(22 1112.1611),(23 1132.6842),(24 1129.7203),(25 1137.3792),(26 1149.2052),(27 1157.2344),(28 1186.5289),(29 1182.281),(30 1188.3505),(31 1217.3003),(32 1208.4102),(33 1205.2521),(34 1214.2585),(35 1204.5847),(36 1214.0289),(37 1220.8163),(38 1209.383),(39 1223.4456),(40 1233.9487),(41 1210.7913),(42 1197.8528),(43 1217.0273),(44 1204.7222),(45 1214.9788),(46 1230.7267),(47 1207.9692),(48 1214.5835),(49 1233.1515),(50 1232.8315),(51 1246.025),(52 1249.5039),(53 1239.4429),(54 1258.5745),(55 1279.3113),(56 1260.5381),(57 1261.5294),(58 1275.5284),(59 1275.3873),(60 1277.7942),(61 1298.357),(62 1290.6963),(63 1303.8573),(64 1321.1963),(65 1310.2449),(66 1303.2031),(67 1314.5647),(68 1296.7902),(69 1289.4781),(70 1270.737),(71 1246.6896),(72 1253.2184),(73 1259.6913),(74 1256.4155),(75 1274.4193),(76 1295.8192),(77 1285.1061),(78 1299.9625),(79 1288.374),
(1 462.1376),(2 655.0942),(3 779.99316),(4 849.48346),(5 907.35095),(6 934.4518),(7 954.1128),(8 995.7341),(9 994.5619),(10 1010.65106),(11 1025.5067),(12 1026.7552),(13 1046.5266),(14 1057.0416),(15 1059.2644),(16 1064.019),(17 1076.7717),(18 1077.9639),(19 1089.286),(20 1110.5021),(21 1104.4645),(22 1114.8646),(23 1127.2991),(24 1128.1361),(25 1138.494),(26 1152.1318),(27 1149.7096),(28 1160.6608),(29 1165.0217),(30 1180.7253),(31 1200.7158),(32 1198.9408),(33 1208.561),(34 1232.4233),(35 1226.162),(36 1231.5885),(37 1245.8634),(38 1228.9877),(39 1249.2129),(40 1254.1178),(41 1244.2324),(42 1243.9651),(43 1247.8032),(44 1235.0161),(45 1235.226),(46 1252.3293),(47 1239.5131),(48 1246.3574),(49 1264.9164),(50 1265.7296),(51 1281.1163),(52 1276.4049),(53 1270.4208),(54 1275.9462),(55 1277.138),(56 1278.7736),(57 1267.144),(58 1288.0109),(59 1288.5453),(60 1296.1053),(61 1304.565),(62 1272.5392),(63 1290.4851),(64 1296.0151),(65 1278.2411),(66 1279.6699),(67 1292.3302),(68 1278.4923),(69 1267.6578),(70 1267.333),(71 1258.483),(72 1261.008),(73 1270.9001),(74 1243.7695),(75 1260.868),(76 1271.0925),(77 1262.8317),(78 1275.5432),(79 1265.4033),
(1 454.21158),(2 634.24695),(3 766.571),(4 825.2599),(5 884.9226),(6 919.83185),(7 947.78955),(8 975.7053),(9 979.5815),(10 985.8373),(11 1007.24536),(12 1014.3479),(13 1042.6436),(14 1051.0225),(15 1052.4725),(16 1055.2025),(17 1071.9849),(18 1067.3783),(19 1078.0199),(20 1103.1926),(21 1090.853),(22 1097.0597),(23 1121.9462),(24 1122.536),(25 1154.4064),(26 1171.3846),(27 1163.7185),(28 1170.6779),(29 1162.0521),(30 1162.0452),(31 1170.9485),(32 1156.6301),(33 1157.061),(34 1180.5588),(35 1181.4834),(36 1190.7704),(37 1220.6744),(38 1205.7771),(39 1211.7323),(40 1220.5817),(41 1208.1594),(42 1212.0767),(43 1215.0636),(44 1193.2985),(45 1183.3396),(46 1183.192),(47 1177.5381),(48 1185.1826),(49 1205.4785),(50 1216.3107),(51 1238.0127),(52 1254.1824),(53 1235.7228),(54 1233.0961),(55 1244.5848),(56 1244.5255),(57 1242.0492),(58 1249.1993),(59 1247.1111),(60 1246.9443),(61 1268.5782),(62 1254.3022),(63 1253.0575),(64 1255.072),(65 1240.4238),(66 1236.6432),(67 1244.8126),(68 1228.8815),(69 1224.649),(70 1226.5515),(71 1229.0951),(72 1232.9658),(73 1228.1035),(74 1217.3785),(75 1220.6962),(76 1239.8668),(77 1234.7323),(78 1250.7474),(79 1242.6423),
(1 442.36368),(2 602.8929),(3 745.00275),(4 799.23376),(5 854.80914),(6 884.8422),(7 914.55975),(8 940.88885),(9 928.1385),(10 939.2084),(11 969.6542),(12 964.5417),(13 986.09717),(14 995.7809),(15 998.4166),(16 1004.8479),(17 1013.0881),(18 1012.6758),(19 1030.7797),(20 1042.7946),(21 1040.7758),(22 1059.9288),(23 1082.7595),(24 1079.5842),(25 1098.7146),(26 1109.6013),(27 1108.5681),(28 1122.6692),(29 1132.9626),(30 1131.0511),(31 1140.8945),(32 1131.7546),(33 1132.8215),(34 1148.9929),(35 1143.7522),(36 1141.3949),(37 1161.5483),(38 1151.2213),(39 1163.1378),(40 1175.9755),(41 1153.8107),(42 1166.0697),(43 1171.1589),(44 1155.063),(45 1145.677),(46 1150.8588),(47 1147.8817),(48 1159.4489),(49 1174.6802),(50 1173.9854),(51 1193.572),(52 1206.1113),(53 1200.2955),(54 1203.7429),(55 1213.2155),(56 1219.6946),(57 1219.0055),(58 1229.3417),(59 1227.1415),(60 1228.7737),(61 1239.8479),(62 1224.7732),(63 1220.5059),(64 1231.7367),(65 1220.9878),(66 1213.6675),(67 1231.1262),(68 1214.1853),(69 1200.6321),(70 1205.6285),(71 1210.5455),(72 1202.5864),(73 1212.209),(74 1219.3226),(75 1211.7625),(76 1232.8927),(77 1230.0762),(78 1234.2977),(79 1219.4691),
(1 439.77322),(2 609.62164),(3 744.8405),(4 816.7639),(5 878.84174),(6 905.5059),(7 936.84296),(8 964.0074),(9 958.2025),(10 955.6263),(11 978.0768),(12 985.61255),(13 1004.0417),(14 1017.9754),(15 1022.68756),(16 1030.8016),(17 1042.7837),(18 1032.0304),(19 1050.1499),(20 1053.4744),(21 1060.4197),(22 1078.3777),(23 1083.2404),(24 1080.3636),(25 1086.1067),(26 1084.8511),(27 1093.5339),(28 1116.7789),(29 1119.9928),(30 1128.456),(31 1134.4142),(32 1124.2501),(33 1119.3318),(34 1136.7347),(35 1117.8495),(36 1112.5557),(37 1129.5833),(38 1117.1716),(39 1124.8286),(40 1136.1193),(41 1110.4099),(42 1117.2095),(43 1129.4578),(44 1115.4731),(45 1115.678),(46 1117.8989),(47 1110.4904),(48 1126.4489),(49 1133.5513),(50 1136.7245),(51 1151.7637),(52 1170.4817),(53 1168.6919),(54 1186.2295),(55 1199.9058),(56 1209.9834),(57 1234.2676),(58 1257.728),(59 1242.8026),(60 1234.7832),(61 1243.2238),(62 1224.2197),(63 1235.4325),(64 1251.7391),(65 1232.5935),(66 1237.2765),(67 1245.837),(68 1225.2188),(69 1229.9054),(70 1227.9954),(71 1218.5487),(72 1200.7623),(73 1194.7366),(74 1184.7338),(75 1185.9349),(76 1195.0887),(77 1190.0083),(78 1190.3741),(79 1179.1882),
(1 434.62436),(2 603.8932),(3 726.83966),(4 786.36237),(5 845.9734),(6 867.66077),(7 891.6478),(8 924.9316),(9 925.6028),(10 938.4732),(11 961.1537),(12 972.52563),(13 984.8572),(14 1002.8031),(15 1006.8986),(16 1022.15405),(17 1039.3405),(18 1026.1251),(19 1034.4325),(20 1050.9194),(21 1048.607),(22 1058.7479),(23 1061.5779),(24 1056.8309),(25 1058.774),(26 1058.0995),(27 1066.1608),(28 1085.1936),(29 1083.8771),(30 1086.3828),(31 1100.8835),(32 1099.0078),(33 1094.9521),(34 1124.2638),(35 1099.6183),(36 1096.0847),(37 1115.6947),(38 1094.3547),(39 1103.2131),(40 1117.5352),(41 1102.4653),(42 1099.35),(43 1106.2383),(44 1090.0856),(45 1096.4769),(46 1107.1146),(47 1110.3079),(48 1118.8678),(49 1127.1132),(50 1131.1144),(51 1144.0868),(52 1160.1567),(53 1151.8816),(54 1177.574),(55 1178.2994),(56 1183.1183),(57 1189.9357),(58 1209.4397),(59 1199.5957),(60 1190.6808),(61 1205.7413),(62 1191.6409),(63 1196.6967),(64 1196.5645),(65 1188.6416),(66 1186.8761),(67 1193.3657),(68 1175.1764),(69 1178.4341),(70 1182.1761),(71 1181.7112),(72 1178.3959),(73 1171.4459),(74 1160.5034),(75 1165.7189),(76 1168.0938),(77 1156.1702),(78 1163.2751),(79 1157.6108),
(1 430.1902),(2 595.116),(3 707.6012),(4 774.90967),(5 821.29834),(6 837.95984),(7 859.77704),(8 885.55896),(9 896.2056),(10 915.72095),(11 933.3784),(12 931.2963),(13 930.2324),(14 943.9813),(15 948.6758),(16 957.59143),(17 974.92084),(18 973.14056),(19 971.18665),(20 987.8205),(21 989.72363),(22 1007.21967),(23 1019.1992),(24 1020.4877),(25 1035.0675),(26 1043.2109),(27 1043.6381),(28 1060.0326),(29 1055.6971),(30 1066.7426),(31 1087.9977),(32 1090.1718),(33 1087.8026),(34 1108.907),(35 1104.7673),(36 1111.1876),(37 1136.3821),(38 1115.0396),(39 1116.3846),(40 1127.419),(41 1117.2764),(42 1117.0173),(43 1123.6787),(44 1110.5658),(45 1124.2515),(46 1131.4778),(47 1120.9266),(48 1127.5996),(49 1133.1471),(50 1141.6526),(51 1145.4336),(52 1155.646),(53 1132.0466),(54 1152.8472),(55 1163.8625),(56 1161.703),(57 1163.3911),(58 1173.0294),(59 1160.5941),(60 1165.1984),(61 1171.8044),(62 1172.1401),(63 1179.9868),(64 1177.5963),(65 1176.7023),(66 1179.6417),(67 1184.5216),(68 1179.4257),(69 1190.4166),(70 1190.5948),(71 1189.5383),(72 1175.7349),(73 1175.4144),(74 1168.5294),(75 1162.2053),(76 1172.658),(77 1160.2639),(78 1166.318),(79 1170.128),
(1 426.23822),(2 590.34924),(3 703.98694),(4 773.48083),(5 819.27167),(6 832.3758),(7 860.1943),(8 880.40234),(9 885.43475),(10 904.9968),(11 917.6579),(12 913.1618),(13 927.4041),(14 939.70215),(15 934.4103),(16 943.87054),(17 959.7747),(18 950.5532),(19 959.93866),(20 969.1762),(21 975.8232),(22 986.0715),(23 1002.8733),(24 1004.6249),(25 1011.66425),(26 1025.6625),(27 1013.13556),(28 1023.40826),(29 1020.94183),(30 1030.6934),(31 1039.4437),(32 1041.8615),(33 1050.597),(34 1064.019),(35 1051.8169),(36 1048.511),(37 1057.4851),(38 1050.0109),(39 1056.6583),(40 1075.4276),(41 1072.401),(42 1069.8042),(43 1075.4796),(44 1068.5753),(45 1072.0571),(46 1084.025),(47 1076.1604),(48 1087.1007),(49 1087.661),(50 1091.2808),(51 1099.0457),(52 1115.5476),(53 1090.7186),(54 1093.2456),(55 1100.2323),(56 1110.8977),(57 1113.8969),(58 1108.8286),(59 1104.6565),(60 1102.0411),(61 1109.4795),(62 1103.2101),(63 1111.3965),(64 1115.092),(65 1102.6555),(66 1113.1469),(67 1123.0927),(68 1113.4729),(69 1112.0112),(70 1131.749),(71 1122.8792),(72 1115.3972),(73 1116.2115),(74 1103.6204),(75 1113.5809),(76 1139.5143),(77 1126.9432),(78 1144.1964),(79 1150.5575),
